_EF_ZIP_CODE_REF_EZ.CITY_NAME,V_EF_ZIP_CODE_REF_EZ.COUNTY_NAME,V_EF_ZIP_CODE_REF_EZ.STATE_ABBR,V_EF_ZIP_CODE_REF_EZ.ZIP_CODE
LONGFORD,CLAY,KS,67458
LOOGOOTEE,MARTIN,IN,47553
LOST CREEK,BREATHITT,KY,41348
LOTTIE,POINTE COUPEE,LA,70756
LOU DEL,MONROE,IL,62298
LOUISBURG,MIAMI,KS,66053
LOUISVILLE,JEFFERSON,KY,40216
LOUISVILLE,JEFFERSON,KY,40221
LOUISVILLE,JEFFERSON,KY,40250
LOUISVILLE,JEFFERSON,KY,40293
LOUISVILLE,JEFFERSON,KY,40297
LOWDER,SANGAMON,IL,62662
LUCERNE,CONCORDIA,LA,71373
LULING,SAINT CHARLES,LA,70070
LWRNCE,DOUGLAS,KS,66047
LYNN CENTER,HENRY,IL,61262
LYNNVILLE,MORGAN,IL,62650
MADISON,JEFFERSON,IN,47250
MALLIE,KNOTT,KY,41836
MANLIUS,BUREAU,IL,61338
MANTEY,LINN,KS,66767
MAPLES MILL,FULTON,IL,61542
MARIAH HILL,SPENCER,IN,47556
MARINE,MADISON,IL,62061
MARINGOUIN,IBERVILLE,LA,70757
MARION,CRITTENDEN,KY,42064
MARION,WILLIAMSON,IL,62959
MARLOW,JEFFERSON,IL,62872
MARSHALLVILLE,MAGOFFIN,KY,41465
MARSHFIELD,WARREN,IN,47993
MATTOON,COLES,IL,61938
MAUD,WABASH,IL,62863
MAUMEE,ALLEN,IN,46797
MAYNA,CATAHOULA,LA,71343
MAYWOOD,COOK,IL,60153
MC CORDSVILLE,HANCOCK,IN,46055
MC CRACKEN,RUSH,KS,67556
MC DOWELL,FLOYD,KY,41647
MC KINNEY,LINCOLN,KY,40448
MC LOUTH,JEFFERSON,KS,66054
MCCALL,ASCENSION,LA,70346
MCCLUSKY,JERSEY,IL,62052
MCCUTCHANVILLE,VANDERBURGH,IN,47725
MCDANIELS,BRECKINRIDGE,KY,40152
MCNUTT,RAPIDES,LA,71409
MEADE,MEADE,KS,67864
MEALLY,JOHNSON,KY,41234
MEDIA,HENDERSON,IL,61460
MEETING CREEK,HARDIN,KY,42732
MEMORIAL MED CTR,SANGAMON,IL,62781
MEMPHIS,CLARK,IN,47143
MERIDEN,JEFFERSON,KS,66512
MERMET,JOHNSON,IL,62908
MERRIAM,WAYNE,IL,62837
MESA LAKE,WABASH,IL,62855
METH MEM HOME,HUNTINGTON,IN,46792
METTAWA,LAKE,IL,60048
MICHAEL,CALHOUN,IL,62065
MICHIGAN CITY,LAPORTE,IN,46360
MICHIGAN CITY,PORTER,IN,46360
MIDDLETOWN,LOGAN,IL,62666
MIDLOTHIAN,COOK,IL,60445
MIDWAY,WOODFORD,KY,40347
MIGRATE,FAYETTE,KY,41906
MILL SPRINGS,WAYNE,KY,42633
MILLS,KNOX,KY,40935
MINIER,TAZEWELL,IL,61759
MISHAWAKA,ST JOSEPH,IN,46545
MISHAWAKA,ST JOSEPH,IN,46546
MISSION HILLS,JOHNSON,KS,66208
MODENA,STARK,IL,61491
MODOC,RANDOLPH,IN,47358
MOLUS,HARLAN,KY,40819
MONCLA,AVOYELLES,LA,71351
MONROE,OUACHITA,LA,71208
MONROE,OUACHITA,LA,71211
MONTEGUT,TERREBONNE,LA,70377
MONTEREY,PULASKI,IN,46960
MONTMORENCI,TIPPECANOE,IN,47962
MONTPELIER,WELLS,IN,47359
MONUMENT,LOGAN,KS,67747
MOONSHINE,CLARK,IL,62442
MORVILLE,CONCORDIA,LA,71373
MOSCOW,STEVENS,KS,67952
MOSS BLUFF,CALCASIEU,LA,70611
MOUNT HOPE,SEDGWICK,KS,67108
MOUNT OLIVE,MACOUPIN,IL,62069
MOUNT PISGAH,LAGRANGE,IN,46761
MT CARMELL,WABASH,IL,62863
MT CARROLL,CARROLL,IL,61053
MULVANE,SEDGWICK,KS,67110
MUNCIE,DELAWARE,IN,47303
MUNDELEIN,LAKE,IL,60060
MUSCOTAH,JACKSON,KS,66058
NAOMI,PULASKI,KY,42544
NAPERVILLE,DU PAGE,IL,60566
NAPPANEE,KOSCIUSKO,IN,46550
NAPPANEE,MARSHALL,IN,46550
NAT STOCK YDS,SAINT CLAIR,IL,62071
NATCH,NATCHITOCHES,LA,71497
NATIONAL CITY BANK,COOK,IL,60686
NATURAL BRIDGE,POWELL,KY,40376
NAVAL RESERVE PERS CTR,ORLEANS,LA,70149
NEAVE,PENDLETON,KY,41040
NEBRASKA,JENNINGS,IN,47223
NEPONSET,BUREAU,IL,61345
NETAWAKA,JACKSON,KS,66516
NEVADA,TIPTON,IN,46068
NEW ALBANY,WILSON,KS,66759
NEW ALSACE,DEARBORN,IN,47022
NEW CAMBRIA,SALINE,KS,67470
NEW CENTURY,JOHNSON,KS,66031
NEW CHICAGO,LAKE,IN,46342
NEW CYPRESS,HICKMAN,KY,42031
NEW DELHI,JERSEY,IL,62052
NEW ELLIOTT,LAKE,IN,46319
NEW GOSHEN,VIGO,IN,47863
NEW HARMONY,POSEY,IN,47631
NEW ORLEANS,ORLEANS,LA,70131
NEW ORLEANS,ORLEANS,LA,70145
NEW ORLEANS,ORLEANS,LA,70158
NEW ORLEANS,ORLEANS,LA,70184
NEW ORLEANS,ORLEANS,LA,70190
NEW ORLEANS,ORLEANS,LA,70195
NEW RICHMOND,MONTGOMERY,IN,47967
NEW WAVERLY,CASS,IN,46961
NEWPORT,MADISON,IL,62060
NEWTON,JASPER,IL,62448
NIPPA,JOHNSON,KY,41240
NOBLE,RICHLAND,IL,62868
NORMAL,MCLEAN,IL,61761
NORTH MANCHESTER,WABASH,IN,46962
NORTH OTTAWA,LA SALLE,IL,61350
NORTH PEKIN,TAZEWELL,IL,61554
NORTH SHORE,SAINT TAMMANY,LA,70458
NORTH WEBSTER,KOSCIUSKO,IN,4655
NORTHEAST UNIV,OUACHITA,LA,71212
NORTHERN TRUST CO,COOK,IL,60675
NORTHWOODS SHOP CTR,PEORIA,IL,61613
NOTRE DAME,ST JOSEPH,IN,46556
NUMA,PARKE,IN,47874
NUTWOOD,JERSEY,IL,62031
OAK GROVE,WEST CARROLL,LA,71263
OAK RIDGE,MOREHOUSE,LA,71264
OAKDALE,ALLEN,LA,71463
OAKLAND CITY,PIKE,IN,47660
OAKLANDON,MARION,IN,46236
OAKTOWN,KNOX,IN,47561
ODIN,BARTON,KS,67525
OIL CITY,CADDO,LA,71061
OKAWVILLE,WASHINGTON,IL,62271
OLATHE,JOHNSON,KS,66051
OLD MILL CRK,LAKE,IL,60083
OLDTOWN,MCLEAN,IL,61701
OLNEY,RICHLAND,IL,62450
OMEGA,EAST CARROLL,LA,71276
ONTARIOVILLE,DU PAGE,IL,60103
ORIOLE,PERRY,IN,47551
ORMAS,WHITLEY,IN,46725
OSBORN,FLOYD,KY,41635
OSCALOOSA,LETCHER,KY,41858
OTEGO,FAYETTE,IL,62418
OTTER LAKE,STEUBEN,IN,46737
OTTO MALL,COOK,IL,60411
OVERLAND,JOHNSON,KS,66209
OVERLAND,JOHNSON,KS,66221
OVERLAND PARK,JOHNSON,KS,66085
OVERLAND PARK,JOHNSON,KS,66211
OVERLAND PARK,JOHNSON,KS,66214
OVERLOOK,LYON,KY,42038
OWEGO,LIVINGSTON,IL,61764
OWENSBORO,DAVIESS,KY,42301
OZARK,JOHNSON,IL,62972
PADUCAH MALL,MCCRACKEN,KY,42001
PAINT LICK,GARRARD,KY,40461
PALATINE,COOK,IL,60095
PALMA,MARSHALL,KY,42025
PALOS HEIGHTS,COOK,IL,60463
PAPINEAU,IROQUOIS,IL,60956
PARADISE,RAPIDES,LA,71360
PARKLAND,MASON,IL,61546
PARROT,JACKSON,KY,40447
PARTRIDGE,LETCHER,KY,40862
PARTRIDGE,WOODFORD,IL,61548
PATOKA,MARION,IL,62875
PATTON,WABASH,IL,62863
PAW PAW,PIKE,KY,41553
PEKIN MALL,TAZEWELL,IL,61554
PENCE,WARREN,IN,47993
PENDLETON COUNTY,PENDLETON,KY,41040
PENFIELD,CHAMPAIGN,IL,61862
PENROD,MUHLENBERG,KY,42339
PEOPLES GAS LIGHT AND COKE,COOK,IL,60687
PEORIA,PEORIA,IL,61604
PEORIA,PEORIA,IL,61613
PIERCEVILLE,RIPLEY,IN,47039
PIMENTO,VIGO,IN,47866
PINGREE GROVE,KANE,IL,60140
PINHOOK,LAWRENCE,IN,47421
PINSONFORK,PIKE,KY,41555
PIQUA,ROBERTSON,KY,41064
PLAINFIELD,HENDRICKS,IN,46168
PLAINS,MEADE,KS,67869
PLAINVIEW,WASHINGTON,LA,70427
PLAINVILLE,DAVIESS,IN,47568
PLAQUEMINE,IBERVILLE,LA,70764
PLEASANT PLAINS,SANGAMON,IL,62677
PLEASURE RIDGE PARK,JEFFERSON,KY,40258
PLEASURE RIDGE PARK,JEFFERSON,KY,40282
PNC BANK,COOK,IL,60677
PONETO,WELLS,IN,46781
POPLAR PLAINS,FLEMING,KY,41041
PORT ROYAL,HENRY,KY,40058
PORTER,PORTER,IN,46304
PORTERSVILLE,DUBOIS,IN,47546
PORTERVILLE,CRAWFORD,KS,66780
PRAIRIE,WHITE,IL,62820
PRAIRIE CITY,CLAY,IN,47834
PRAIRIE VILLAGE,JOHNSON,KS,66207
PRATER,CARTER,KY,41164
PRENTISS,OHIO,KY,42320
PRESCOTT,LINN,KS,66767
PRINCETON,CALDWELL,KY,42445
PRINCETON,GIBSON,IN,47670
PULASKI,PULASKI,IL,62976
QUAILTOWN,DECATUR,IN,47283
QUALITY,BUTLER,KY,42256
QUIMBY,MADISON,LA,71282
QUINCY,LEWIS,KY,41166
QUITMAN,JACKSON,LA,71268
RADCLIFF,HARDIN,KY,40160
RADDLE,JACKSON,IL,62950
RAGLEY,BEAUREGARD,LA,70657
RALEIGH,SALINE,IL,62977
RAPIDES,RAPIDES,LA,71409
RARDIN,COLES,IL,61920
RAVENNA,ESTILL,KY,40472
RAYMOND,MONTGOMERY,IL,62560
RAYNE,ACADIA,LA,70578
READERS DIGEST,JEFFERSON,KY,40282
READERS DIGEST,JEFFERSON,KY,40283
READING,LIVINGSTON,IL,61311
RECTOR,SALINE,IL,62930
RED BUD,RANDOLPH,IL,62278
RED TOWN,JACKSON,IL,62942
REDFOX,KNOTT,KY,41847
REGO,WASHINGTON,IN,47125
REND CITY,FRANKLIN,IL,62812
RETREAT,JACKSON,IN,47229
REV.MILTON R.BRUNSON STATION,COOK,IL,60644
REYNOLDSBURG,JOHNSON,IL,62972
RICHELIEU,LOGAN,KY,42206
RICHFIELD,ADAMS,IL,62365
RICHLAND,SPENCER,IN,47634
RICHMOND,MADISON,LA,71282
RIFFEL,CLAY,IL,62858
RILEY,VIGO,IN,47871
RIVER VALE,LAWRENCE,IN,47446
ROAD CREEK JUNCTION,PIKE,KY,41522
ROBARDS,HENDERSON,KY,42452
ROCK CREEK,GRAYSON,KY,42726
ROCK ISLAND,ROCK ISLAND,IL,61299
ROCKCASTLE,TRIGG,KY,42211
ROCKFORD,WINNEBAGO,IL,61105
ROCKVILLE,PARKE,IN,47872
ROCKWELL,LA SALLE,IL,61301
ROCKY FORK LAKE,CLAY,IN,47834
ROCKYBRANCH,WAYNE,KY,42633
ROLLING MEADOWS,COOK,IL,60008
ROME HEIGHTS,PEORIA,IL,61523
ROMEOVILLE,WILL,IL,60441
ROSEDALE,IBERVILLE,LA,70772
ROSICLARE,HARDIN,IL,62982
ROSINE,OHIO,KY,42370
ROSSLYN,POWELL,KY,40380
ROUND KNOB,MASSAC,IL,62960
ROUND LAKE,NOBLE,IN,46755
ROUND LAKE HEIGHTS,LAKE,IL,60073
ROXANA,MADISON,IL,62084
ROYERTON,DELAWARE,IN,47303
RUMA,RANDOLPH,IL,62278
RUSSELLVILLE,LOGAN,KY,42276
SADIEVILLE,SCOTT,KY,40370
SAINT CHARLES,KANE,IL,60175
SAINT DAVID,FULTON,IL,61563
SAINT FRANCIS,CHEYENNE,KS,67756
SAINT FRANCISVILLE,WEST FELICIANA,LA,70775
SAINT MARTINVILLE,SAINT MARTIN,LA,70582
SAINT MARYS,EFFINGHAM,IL,62401
SALDEE,BREATHITT,KY,41339
SALOMONIA,JAY,IN,47381
SANDERS,CARROLL,KY,41083
SARATOGA,RANDOLPH,IN,47382
SARDINIA,DECATUR,IN,47283
SASSER,LAUREL,KY,40741
SAUK VILLAGE,COOK,IL,60411
SCHAUMBURG,COOK,IL,60168
SCHERERVILLE,LAKE,IN,46375
SCHILLER PARK,COOK,IL,60131
SECY OF STATE VEHICLE SVCS,SANGAMON,IL,62722
SEELYVILLE,VIGO,IN,47878
SEITZ,MAGOFFIN,KY,41465
SENTERVILLE,PIKE,KY,41522
SEPO,FULTON,IL,61542
SEVENTY SIX,CLINTON,KY,42602
SEVERY,GREENWOOD,KS,67137
SHADYNOOK,HARRISON,KY,41031
SHAKERAG,WILLIAMSON,IL,62951
SHANGHAI CITY,MERCER,IL,61412
SHARON SPRINGS,WALLACE,KS,67758
SHAWNEE,JOHNSON,KS,66217
SHAWNEE MISSION,JOHNSON,KS,66203
SHAWNEE MISSION,JOHNSON,KS,66208
SHAWNEE MISSION,JOHNSON,KS,66219
SHAWNEE MISSION,JOHNSON,KS,66224
SHAWNEE MISSION,JOHNSON,KS,66227
SHAWVILLE,VIGO,IN,47805
SHELBYVILLE,SHELBY,IL,62565
SHELTON,MOREHOUSE,LA,71220
SHIDELER,DELAWARE,IN,47338
SHILOH,UNION,LA,71222
SHIPMAN,MACOUPIN,IL,62685
SHREVEPORT,CADDO,LA,71108
SHREVEPORT,CADDO,LA,71120
SHREVEPORT,CADDO,LA,71134
SHREVEPORT,CADDO,LA,71162
SIDNEY,CHAMPAIGN,IL,61877
SIDNEY,PIKE,KY,41564
SIEBOLDT,SUMNER,KS,67119
SIEGLE,OUACHITA,LA,71292
SILVER LAKE,FULTON,IN,46982
SIMMS,GRANT,LA,71467
SIMPSON,JOHNSON,IL,62985
SKINNER LAKE,NOBLE,IN,46701
SLAT,WAYNE,KY,42633
SM,JOHNSON,KS,66202
SM,JOHNSON,KS,66207
SM,JOHNSON,KS,66223
SMOLAN,SALINE,KS,67456
SNOW HILL,RANDOLPH,IN,47394
SO HUTCHINSON,RENO,KS,67505
SOMERVILLE,GIBSON,IN,47683
SOUTH BARRINGTON,COOK,IL,60010
SOUTH BEND,ST JOSEPH,IN,46612
SOUTH BEND,ST JOSEPH,IN,46617
SOUTH BEND,ST JOSEPH,IN,46620
SOUTH BEND,ST JOSEPH,IN,46624
SOUTH BEND,ST JOSEPH,IN,46634
SOUTH BEND,ST JOSEPH,IN,46680
SOUTH CLINTON,DEWITT,IL,61727
SOUTH HAVEN,SUMNER,KS,67140
SOUTH LAKE,VIGO,IN,47885
SOUTH PEKIN,TAZEWELL,IL,61564
SOUTH SHORE,GREENUP,KY,41175
SOUTH SUBURBAN,COOK,IL,60499
SOUTHERN,EAST BATON ROUGE,LA,70813
SOUTHGATE,CAMPBELL,KY,41071
SOUTHPORT,MARION,IN,46217
SPARTA,RANDOLPH,IL,62286
SPENCE STA,CAMPBELL,KY,41071
SPENCE STATION,CAMPBELL,KY,41071
SPICELAND,HENRY,IN,47385
SPIEGEL INC,COOK,IL,60667
SPRING LAKE,MASON,IL,61546
SPRINGFIELD,SANGAMON,IL,62703
SPRINGFIELD,SANGAMON,IL,62705
SPRINGFIELD,SANGAMON,IL,62708
SPRINGFIELD,SANGAMON,IL,62739
SPRINGFIELD,SANGAMON,IL,62767
SPRINGFIELD,SANGAMON,IL,62781
SPRINGHILL,WEBSTER,LA,71075
SPRINGWOOD,VIGO,IN,47805
SPRINT CORPORATION,JOHNSON,KS,66251
ST CHARLES,LAFOURCHE,LA,70394
ST ELMO,CHRISTIAN,KY,42266
ST ELMO,FAYETTE,IL,62458
ST FRANCIS,MARION,KY,40062
ST FRANCISVILLE,LAWRENCE,IL,62460
ST JOE,DE KALB,IN,46785
ST JOHNS,DE KALB,IN,46738
ST MARYS,POTTAWATOMIE,KS,66536
STAMPERS CREEK,ORANGE,IN,47454
STAMPING GROUND,SCOTT,KY,40379
STANDARD CITY,MACOUPIN,IL,62640
STANLEY,JOHNSON,KS,66221
STARLIGHT,CLARK,IN,47106
START,RICHLAND,LA,71279
STATE FARM INS CORPORATE OFC,MCLEAN,IL,61710
STEELE,PIKE,KY,41566
STEGER,COOK,IL,60475
STILLMAN VLY,OGLE,IL,61084
STILLWELL,HANCOCK,IL,62380
STONEFORT,SALINE,IL,62987
STRAUSS,CRAWFORD,KS,66753
STUBBLEFIELD,BOND,IL,62246
SULLIVAN,SULLIVAN,IN,47864
SULLIVAN,SULLIVAN,IN,47882
SUMMIT GROVE,VERMILLION,IN,47842
SUMMITT,BOYD,KY,41105
SUMMITVILLE,MADISON,IN,46070
SUNMAN,DEARBORN,IN,47041
SUNMAN,RIPLEY,IN,47041
SUNNY HILL,HENRY,IL,61273
SUSANK,BARTON,KS,67544
SUWANEE,LYON,KY,42055
SWEDONA,HENRY,IL,61262
SWEET LAKE,CAMERON,LA,70631
SYRACUSE,KOSCIUSKO,IN,46567
TALBOTT,MASON,IL,61546
TALLULAH,MADISON,LA,71282
TAMPICO,JACKSON,IN,47229
TANNEHILL,WINN,LA,71422
TAYLOR,BIENVILLE,LA,71080
TAYLOR MILL,KENTON,KY,41015
TAYLOR MINES,OHIO,KY,42320
TAYLOR SPRINGS,MONTGOMERY,IL,62089
TECHNY,COOK,IL,60082
TERRE HAUTE,VIGO,IN,47805
TERRE HAUTE,VIGO,IN,47809
TERRE HAUTE,VIGO,IN,47814
TERRYTOWN,JEFFERSON,LA,70056
THERIOT,TERREBONNE,LA,70397
THRELKEL,EDMONSON,KY,42275
TICKFAW,TANGIPAHOA,LA,70466
TILLMAN,ALLEN,IN,46773
TIMBER TRAILS,RAPIDES,LA,71301
TINA,KNOTT,KY,41740
TOLEDO,CUMBERLAND,IL,62468
TOLLIVER TOWN,LETCHER,KY,41810
TOPEKA,LAGRANGE,IN,46571
TOPEKA,SHAWNEE,KS,66606
TOPEKA,SHAWNEE,KS,66618
TOPEKA,SHAWNEE,KS,66624
TOPEKA,SHAWNEE,KS,66642
TOPEKA,SHAWNEE,KS,66653
TOULOUSE,PERRY,KY,41723
TRAFALGAR,JOHNSON,IN,46181
TRIBUNE,CRITTENDEN,KY,42064
TRIMBLE,PULASKI,KY,42544
TRINITY SPRGS,MARTIN,IN,47581
TRISLER,OHIO,KY,42343
TURTLE LAKE,CONCORDIA,LA,71334
TUTTLE,LAUREL,KY,40741
TWIGG,HAMILTON,IL,62829
TYPO,PERRY,KY,41701
UNEEDUS,SAINT TAMMANY,LA,70437
UNION CITY,RANDOLPH,IN,47390
UNION GROVE,GRANT,LA,71454
UNIV OF LOUISVILLE,JEFFERSON,KY,40292
UNIVERSAL,VERMILLION,IN,47884
UNIVERSITY OF NEW ORLEANS,ORLEANS,LA,70148
VALLEY FALLS,JEFFERSON,KS,66088
VALPARAISO,PORTER,IN,46383
VANCEBURG,LEWIS,KY,41179
VANZANT,GRAYSON,KY,40119
VARNADO,WASHINGTON,LA,70467
VENEDY,WASHINGTON,IL,62214
VERA,FAYETTE,IL,62080
VERDA,GRANT,LA,71454
VERNON,LINCOLN,LA,71270
VERSAILLES,RIPLEY,IN,47042
VICTORIA,ELLIS,KS,67671
VINE GROVE,HARDIN,KY,40175
VIOLA,MERCER,IL,61486
VLIETS,MARSHALL,KS,66544
WAKARUSA,SHAWNEE,KS,66546
WALKER,KNOX,KY,40997
WALKERTON,ST JOSEPH,IN,46574
WALKERTON,STARKE,IN,46574
WALLACE,FOUNTAIN,IN,47988
WALTON,HARVEY,KS,67151
WARRENTON,GIBSON,IN,47639
WARSAW,KOSCIUSKO,IN,46582
WARTRACE,JOHNSON,IL,62943
WASCO,KANE,IL,60183
WASHINGTON,SAINT LANDRY,LA,70589
WATAGA,KNOX,IL,61488
WATERLOO,MONROE,IL,62298
WATERPROOF,TENSAS,LA,71375
WATERTOWN,ROCK ISLAND,IL,61244
WATERVIEW,CUMBERLAND,KY,42786
WAVELAND,MONTGOMERY,IN,47989
WAVERLY,RICHLAND,LA,71232
WAYNE CENTER,NOBLE,IN,46755
WAYSIDE,JACKSON,IL,62958
WEBBS CROSS ROADS,RUSSELL,KY,42642
WEBSTER,HANCOCK,IL,62321
WEDRON,LA SALLE,IL,60557
WELLINGTON,SUMNER,KS,67152
WELLSBORO,LA PORTE,IN,46382
WENDELIN,JASPER,IL,62448
WENTZ,PERRY,KY,41731
WEST DUNDEE,KANE,IL,60118
WEST END,FRANKLIN,IL,62890
WEST HARRISON,DEARBORN,IN,47060
WEST MONROE,OUACHITA,LA,71294
WEST NEWTON,MARION,IN,46183
WEST PETERSBURG,PIKE,IN,47567
WEST UNION,PARKE,IN,47862
WESTBEND,POWELL,KY,40312
WESTFIELD,CLARK,IL,62474
WESTMONT,DU PAGE,IL,60561
WESTON,MCLEAN,IL,61726
WESTPORT ADDN,DELAWARE,IN,47304
WESTVIEW,BRECKINRIDGE,KY,40178
WESTVILLE,LA PORTE,IN,46391
WESTWEGO,JEFFERSON,LA,70096
WESTWOOD,HENRY,IN,47362
WESTWOOD,JOHNSON,KS,66205
WHEATON,POTTAWATOMIE,KS,66521
WHEELING,COOK,IL,60090
WHITE CITY,LARUE,KY,42748
WHITE RIVER BLUFFS,LAWRENCE,IN,47421
WHITES CROSSING,GREENE,IN,47441
WHITESTOWN,BOONE,IN,46075
WICHITA,SEDGWICK,KS,67210
WICHITA,SEDGWICK,KS,67217
WICHITA,SEDGWICK,KS,67227
WICHITA,SEDGWICK,KS,67259
WICHITA,SEDGWICK,KS,67260
WIDECREEK,LEE,KY,41311
WILBERTON,FAYETTE,IL,62885
WILBUR,LAWRENCE,KY,41124
WILLIAMSBURG,WHITLEY,KY,40769
WILLIAMSPORT,WARREN,IN,47993
WILLISVILLE,PERRY,IL,62997
WILLOW BRANCH,HANCOCK,IN,46186
WILLOW SHADE,METCALFE,KY,42166
WILSON,EAST FELICIANA,LA,70789
WINCHESTER,SCOTT,IL,62694
WINDFALL,TIPTON,IN,46076
WINDSOR,CASEY,KY,42565
WINIFRED,JOHNSON,KY,41219
WINKLE,RANDOLPH,IL,62237
WINTHROP HARBOR,LAKE,IL,60096
WOBURN,BOND,IL,62246
WOODBURN,MACOUPIN,IL,62014
WOODBURN,WARREN,KY,42170
WOODBURY,BUTLER,KY,42288
WOODFORD,WOODFORD,IL,61760
WOODLAWN,CAMPBELL,KY,41071
WOODLAWN,JEFFERSON,IL,62898
WOODSON,MORGAN,IL,62695
WOOLLUM,KNOX,KY,40999
WOOSUNG,OGLE,IL,61091
WYNOOSE,RICHLAND,IL,62868
WYOMING,STARK,IL,61491
YATES CITY,KNOX,IL,61572
YERKES,PERRY,KY,41778
YOCUM,MORGAN,KY,41472
YORK,STEUBEN,IN,46703
YOST WOODS,ADAMS,IN,46733
YOUNGSTOWN,WARREN,IL,61473
YOUNGSTOWN MEADOWS,VIGO,IN,47802
YOUNGSVILLE,LAFAYETTE,LA,70592
ZACHARIAH,WOLFE,KY,41301
ZENITH,CLAY,IL,62899
ZENORIA,LA SALLE,LA,71371
AARON,CLINTON,KY,42602
ADNER,BOSSIER,LA,71037
AIMWELL,CATAHOULA,LA,71401
ALBA,HENRY,IL,61235
ALBRIGHT,CLARK,IL,62441
ALDEN,MCHENRY,IL,60033
ALEXANDRIA,RAPIDES,LA,71302
ALLEN SPRINGS,WARREN,KY,42122
ALLENSVILLE,TODD,KY,42204
ALLOCK,PERRY,KY,41773
ALMA,MARION,IL,62807
ALTA,PEORIA,IL,61615
ALTO,RICHLAND,LA,71269
ALTON,CRAWFORD,IN,47137
ALVA,HARLAN,KY,40863
AMBOY,LEE,IL,61310
AMERICAN NATIONAL BANK,COOK,IL,60678
ANGOLA,WEST FELICIANA,LA,70712
ANNANDALE EST,BROWN,IN,47448
ARCADIA,BIENVILLE,LA,71001
ARGYLE,BOONE,IL,61011
ARMY FINANCE CTR,MARION,IN,46249
ARNAUDVILLE,SAINT LANDRY,LA,70512
ARNOLD,NESS,KS,67515
ARRINGTON CORNER,HANCOCK,KY,42348
ASHBORO,CLAY,IN,47840
ASHTON,LEE,IL,61006
ATHENSVILLE,GREENE,IL,62082
ATLANTA,COWLEY,KS,67008
ATTICA,WARREN,IN,47918
ATWOOD,RAWLINS,KS,67730
AUBURN,SANGAMON,IL,62615
AURORA,DU PAGE,IL,60598
AURORA,KANE,IL,60568
AVERY ISLAND,IBERIA,LA,70513
BAILEY SWITCH,KNOX,KY,40906
BAILEYVILLE,OGLE,IL,61007
BAINBRIDGE,PUTNAM,IN,46105
BAINS,WEST FELICIANA,LA,70775
BALD HILL,FLEMING,KY,41041
BANK OF AMERICA,COOK,IL,60693
BANK ONE,JEFFERSON,KY,40295
BARNHILL,WAYNE,IL,62837
BARRINGTON,LAKE,IL,60010
BARRINGTON WOODS,ADAMS,IN,46733
BARROW,GREENE,IL,62082
BARTLETT,COOK,IL,60133
BASILE,EVANGELINE,LA,70515
BASKETT,HENDERSON,KY,42402
BATAVIA,KANE,IL,60510
BATAVIA,KANE,IL,60539
BATCHTOWN,CALHOUN,IL,62006
BATON ROUGE,EAST BATON ROUGE,LA,70802
BATON ROUGE,EAST BATON ROUGE,LA,70807
BATON ROUGE,EAST BATON ROUGE,LA,70809
BATON ROUGE,EAST BATON ROUGE,LA,70812
BATON ROUGE,EAST BATON ROUGE,LA,70814
BATON ROUGE,EAST BATON ROUGE,LA,70898
BATTLE GROUND,TIPPECANOE,IN,47920
BAUGHMAN,KNOX,KY,40906
BAVARIA,SALINE,KS,67401
BEAN BLOSSOM,BROWN,IN,46160
BEAR LAKE,NOBLE,IN,46701
BEATTIE,MARSHALL,KS,66406
BEAVER,ALLEN,LA,71463
BEAVER,FLOYD,KY,41604
BEAVER DAM,OHIO,KY,42320
BEAVERVILLE,IROQUOIS,IL,60912
BEDFORD HEIGHTS,LAWRENCE,IN,47421
BEDFORD PARK,COOK,IL,60501
BEECH CREEK,MUHLENBERG,KY,42321
BEECH GROVE,MCLEAN,KY,42322
BEECHMONT,MUHLENBERG,KY,42323
BEL AIRE,SEDGWICK,KS,67226
BELGIUM,VERMILION,IL,61883
BELLE CHASSE,PLAQUEMINES,LA,70037
BELLEFOUNTAIN,JAY,IN,47371
BELLEVIEW,BOONE,KY,41005
BELLEVILLE,REPUBLIC,KS,66935
BELLEVILLE,SAINT CLAIR,IL,62220
BELLEVILLE,SAINT CLAIR,IL,62222
BELLEVUE,CAMPBELL,KY,41074
BELLFLOWER,MCLEAN,IL,61724
BELLMONT,WABASH,IL,62811
BELLVIEW,CALDWELL,LA,71418
BENHAM,HARLAN,KY,40807
BENNINGTON,OTTAWA,KS,67422
BENSON,WOODFORD,IL,61516
BENTONVILLE,FAYETTE,IN,47322
BEREA,MADISON,KY,40404
BERRY,HARRISON,KY,41003
BERWICK,WARREN,IL,61417
BETSEY,WAYNE,KY,42633
BIG FORK,LESLIE,KY,41777
BIG ISLAND,RAPIDES,LA,71328
BIG LAUREL,HARLAN,KY,40808
BILLET,LAWRENCE,IL,62439
BILLVILLE,CLAY,IN,47834
BLACK HAWK,CONCORDIA,LA,71373
BLM,MCLEAN,IL,61702
BLOOM,FORD,KS,67865
BLOOMINGDALE,DU PAGE,IL,60117
BLOOMINGTON,MCLEAN,IL,61791
BLOOMINGTON,MONROE,IN,47402
BLOOMINGTON,MONROE,IN,47404
BLOUNTSVILLE,RANDOLPH,IN,47354
BLUE RAPIDS,MARSHALL,KS,66411
BLUFF POINT,JAY,IN,47371
BLUFFS,SCOTT,IL,62621
BLUFFTON,WELLS,IN,46714
BLYTON,FULTON,IL,61477
