carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
WN,20081,07220,"Baltimore, Maryland,",18500,"Chicago, Illinois,",73860,54,125,75,225,9,5,0
WN,20081,07220,"Baltimore, Maryland,",19770,"Cleveland, Ohio,",36290,89,98,75,175,42,5,0
WN,20081,07220,"Baltimore, Maryland,",20570,"Columbus, Ohio,",47160,95,99,75,150,37,27,0
AA,20081,07220,"Baltimore, Maryland,",23210,"Dallas/Ft.Worth, Texas,",58280,72,196,125,200,24,9,7
WN,20081,07220,"Baltimore, Maryland,",23210,"Dallas/Ft.Worth, Texas,",11630,14,184,125,350,40,10,1
FL,20081,07220,"Baltimore, Maryland,",23680,"Dayton, Ohio,",25490,92,104,75,150,41,8,4
UA,20081,07220,"Baltimore, Maryland,",24090,"Denver, Colorado,",42400,53,204,125,250,9,7,4
WN,20081,07220,"Baltimore, Maryland,",24090,"Denver, Colorado,",31420,39,157,100,200,12,10,6
NW,20081,07220,"Baltimore, Maryland,",24260,"Detroit, Michigan,",38620,54,98,75,150,55,16,5
WN,20081,07220,"Baltimore, Maryland,",24260,"Detroit, Michigan,",30930,44,93,75,150,47,22,0
FL,20081,07220,"Baltimore, Maryland,",29420,"Ft. Lauderdale, Florida,",53630,42,138,100,225,34,5,5
WN,20081,07220,"Baltimore, Maryland,",29420,"Ft. Lauderdale, Florida,",66530,52,154,100,275,20,13,0
FL,20081,07220,"Baltimore, Maryland,",29540,"Ft. Myers, Florida,",33610,57,148,100,225,26,5,6
WN,20081,07220,"Baltimore, Maryland,",29540,"Ft. Myers, Florida,",20750,35,167,100,275,15,5,0
WN,20081,07220,"Baltimore, Maryland,",35510,"Hartford, Ct/Springfield, Ma,",66460,98,100,75,150,29,33,0
CO,20081,07220,"Baltimore, Maryland,",37320,"Houston, Texas,",33090,41,198,100,425,12,8,20
WN,20081,07220,"Baltimore, Maryland,",37320,"Houston, Texas,",38870,49,171,100,350,23,10,15
WN,20081,07220,"Baltimore, Maryland,",38490,"Indianapolis, Indiana,",20410,77,150,100,225,19,6,0
WN,20081,07220,"Baltimore, Maryland,",40140,"Jacksonville, Florida,",33100,78,150,100,250,24,18,0
WN,20081,07220,"Baltimore, Maryland,",42650,"Kansas City, Missouri,",26190,77,153,100,300,32,5,0
US,20081,07220,"Baltimore, Maryland,",48880,"Las Vegas, Nevada,",25050,26,214,125,250,15,7,7
WN,20081,07220,"Baltimore, Maryland,",48880,"Las Vegas, Nevada,",52150,53,185,100,225,6,9,10
WN,20081,07220,"Baltimore, Maryland,",51210,"Islip/Long Island, New York,",39850,99,97,75,150,36,37,0
UA,20081,07220,"Baltimore, Maryland,",51410,"Los Angeles, California,",33740,53,276,125,350,6,9,12
WN,20081,07220,"Baltimore, Maryland,",51410,"Los Angeles, California,",17470,27,192,125,250,30,8,4
WN,20081,07220,"Baltimore, Maryland,",51510,"Louisville, Kentucky,",35850,94,120,100,175,21,5,0
WN,20081,07220,"Baltimore, Maryland,",53970,"Manchester, New Hampshire,",96050,99,96,75,150,32,7,0
AA,20081,07220,"Baltimore, Maryland,",57560,"Miami, Florida,",22300,48,155,100,225,26,6,7
FL,20081,07220,"Baltimore, Maryland,",57560,"Miami, Florida,",18260,39,144,100,225,24,5,4
FL,20081,07220,"Baltimore, Maryland,",57850,"Milwaukee, Wisconsin,",9480,37,98,75,175,33,7,3
YX,20081,07220,"Baltimore, Maryland,",57850,"Milwaukee, Wisconsin,",14030,54,132,75,200,21,8,9
NW,20081,07220,"Baltimore, Maryland,",57970,"Minneapolis/St.Paul, Minnesota,",19780,82,236,125,300,17,6,13
WN,20081,07220,"Baltimore, Maryland,",62860,"Nashville, Tennessee,",60750,93,138,100,200,13,26,0
DL,20081,07220,"Baltimore, Maryland,",63580,"New Orleans, Louisiana,",4890,10,135,100,200,37,7,2
US,20081,07220,"Baltimore, Maryland,",63580,"New Orleans, Louisiana,",5830,13,165,100,200,10,11,5
WN,20081,07220,"Baltimore, Maryland,",63580,"New Orleans, Louisiana,",25260,54,158,100,300,23,11,3
WN,20081,07220,"Baltimore, Maryland,",64500,"Norfolk, Virginia,",19810,97,99,75,150,26,11,0
WN,20081,07220,"Baltimore, Maryland,",65840,"Oklahoma City, Oklahoma,",11810,66,166,100,325,6,11,14
FL,20081,07220,"Baltimore, Maryland,",66600,"Orlando, Florida,",90370,41,124,75,175,8,7,6
WN,20081,07220,"Baltimore, Maryland,",66600,"Orlando, Florida,",117770,54,128,75,225,12,9,2
US,20081,07220,"Baltimore, Maryland,",69980,"Phoenix, Arizona,",21920,27,229,125,275,7,8,7
WN,20081,07220,"Baltimore, Maryland,",69980,"Phoenix, Arizona,",44440,55,194,100,375,9,6,12
WN,20081,07220,"Baltimore, Maryland,",70470,"Pittsburgh, Pennsylvania,",19910,96,87,75,125,36,42,0
DL,20081,07220,"Baltimore, Maryland,",71790,"Portland, Oregon,",3190,17,201,125,275,27,6,8
NW,20081,07220,"Baltimore, Maryland,",71790,"Portland, Oregon,",2830,15,148,125,175,49,17,3
UA,20081,07220,"Baltimore, Maryland,",71790,"Portland, Oregon,",4500,24,229,125,275,21,9,8
WN,20081,07220,"Baltimore, Maryland,",71790,"Portland, Oregon,",4890,26,193,125,275,32,7,5
WN,20081,07220,"Baltimore, Maryland,",73020,"Providence, Rhode Island,",101200,99,98,75,150,29,7,0
WN,20081,07220,"Baltimore, Maryland,",74830,"Raleigh/Durham, North Carolina,",51750,96,102,75,150,25,25,0
AA,20081,07220,"Baltimore, Maryland,",78460,"St. Louis, Missouri,",10320,23,131,100,200,24,5,1
WN,20081,07220,"Baltimore, Maryland,",78460,"St. Louis, Missouri,",32500,72,158,100,225,10,20,0
DL,20081,07220,"Baltimore, Maryland,",79070,"Salt Lake City, Utah,",15030,40,226,125,275,11,8,6
WN,20081,07220,"Baltimore, Maryland,",79070,"Salt Lake City, Utah,",16200,44,204,125,375,18,6,3
AA,20081,07220,"Baltimore, Maryland,",79360,"San Antonio, Texas,",7760,18,217,125,350,16,11,5
WN,20081,07220,"Baltimore, Maryland,",79360,"San Antonio, Texas,",25840,59,187,100,375,5,10,15
UA,20081,07220,"Baltimore, Maryland,",79520,"San Diego, California,",6690,14,234,125,250,7,16,9
WN,20081,07220,"Baltimore, Maryland,",79520,"San Diego, California,",28820,58,204,125,375,23,8,4
UA,20081,07220,"Baltimore, Maryland,",79830,"San Francisco, California,",13790,47,356,175,375,6,5,15
US,20081,07220,"Baltimore, Maryland,",79830,"San Francisco, California,",3820,13,260,125,350,9,5,11
WN,20081,07220,"Baltimore, Maryland,",79830,"San Francisco, California,",7430,25,191,125,325,28,9,1
DL,20081,07220,"Baltimore, Maryland,",82630,"Seattle, Washington,",5410,14,190,125,350,38,6,5
NW,20081,07220,"Baltimore, Maryland,",82630,"Seattle, Washington,",6980,19,158,125,175,46,10,5
UA,20081,07220,"Baltimore, Maryland,",82630,"Seattle, Washington,",8150,22,234,125,275,13,5,9
WN,20081,07220,"Baltimore, Maryland,",82630,"Seattle, Washington,",7900,21,176,125,250,42,7,4
FL,20081,07220,"Baltimore, Maryland,",87870,"Tampa, Florida,",45340,39,126,100,175,34,7,3
WN,20081,07220,"Baltimore, Maryland,",87870,"Tampa, Florida,",64730,56,144,100,225,23,15,0
FL,20081,07220,"Baltimore, Maryland,",97160,"West Palm Beach, Florida,",14800,24,130,100,175,36,6,4
WN,20081,07220,"Baltimore, Maryland,",97160,"West Palm Beach, Florida,",43450,70,150,100,250,23,11,0
G4,20081,09590,"Bellingham, Washington,",48880,"Las Vegas, Nevada,",36060,94,123,100,175,27,10,0
AA,20081,11030,"Birmingham, Alabama,",18500,"Chicago, Illinois,",5660,17,154,100,200,11,16,4
UA,20081,11030,"Birmingham, Alabama,",18500,"Chicago, Illinois,",8190,25,155,100,200,9,18,3
WN,20081,11030,"Birmingham, Alabama,",18500,"Chicago, Illinois,",17180,53,155,125,225,21,8,0
AA,20081,11030,"Birmingham, Alabama,",23210,"Dallas/Ft.Worth, Texas,",22580,51,128,75,200,14,12,7
WN,20081,11030,"Birmingham, Alabama,",23210,"Dallas/Ft.Worth, Texas,",20420,46,126,75,225,7,7,1
WN,20081,11030,"Birmingham, Alabama,",63580,"New Orleans, Louisiana,",18790,96,90,75,150,37,7,0
DL,20081,11030,"Birmingham, Alabama,",66600,"Orlando, Florida,",13210,32,144,100,175,16,14,4
WN,20081,11030,"Birmingham, Alabama,",66600,"Orlando, Florida,",27340,66,128,100,175,18,22,0
WN,20081,11030,"Birmingham, Alabama,",87870,"Tampa, Florida,",28000,90,125,75,200,5,5,0
FL,20081,11420,"Bloomington, Illinois,",66600,"Orlando, Florida,",15580,87,150,100,200,17,8,3
F9,20081,11800,"Boise, Idaho,",24090,"Denver, Colorado,",4810,20,161,125,225,29,6,0
UA,20081,11800,"Boise, Idaho,",24090,"Denver, Colorado,",16320,68,176,125,250,28,7,2
WN,20081,11800,"Boise, Idaho,",48880,"Las Vegas, Nevada,",25960,85,137,100,200,11,18,0
AS,20081,11800,"Boise, Idaho,",51410,"Los Angeles, California,",7900,35,153,100,250,10,11,1
UA,20081,11800,"Boise, Idaho,",51410,"Los Angeles, California,",7780,34,149,100,250,5,8,2
WN,20081,11800,"Boise, Idaho,",51410,"Los Angeles, California,",4200,19,155,125,250,35,11,0
DL,20081,11800,"Boise, Idaho,",69980,"Phoenix, Arizona,",3720,13,149,125,225,34,6,1
US,20081,11800,"Boise, Idaho,",69980,"Phoenix, Arizona,",13590,48,170,125,250,16,5,2
WN,20081,11800,"Boise, Idaho,",69980,"Phoenix, Arizona,",9150,32,169,125,250,13,14,0
AS,20081,11800,"Boise, Idaho,",71790,"Portland, Oregon,",31500,51,93,75,150,34,12,0
WN,20081,11800,"Boise, Idaho,",71790,"Portland, Oregon,",30670,49,84,75,125,49,23,0
DL,20081,11800,"Boise, Idaho,",79070,"Salt Lake City, Utah,",16940,46,119,75,150,18,23,4
WN,20081,11800,"Boise, Idaho,",79070,"Salt Lake City, Utah,",19130,52,93,75,150,34,29,0
AS,20081,11800,"Boise, Idaho,",82630,"Seattle, Washington,",43090,59,96,75,150,31,14,0
WN,20081,11800,"Boise, Idaho,",82630,"Seattle, Washington,",29790,41,82,75,125,52,22,0
AS,20081,11800,"Boise, Idaho,",85290,"Spokane, Washington,",10990,30,85,75,150,51,9,0
WN,20081,11800,"Boise, Idaho,",85290,"Spokane, Washington,",25990,70,82,75,125,49,23,0
B6,20081,12200,"Boston, Massachusetts,",13730,"Buffalo, New York,",18300,42,99,75,150,27,13,0
US,20081,12200,"Boston, Massachusetts,",13730,"Buffalo, New York,",25090,57,120,75,150,11,22,4
B6,20081,12200,"Boston, Massachusetts,",17960,"Charlotte, North Carolina,",11040,19,137,75,225,17,7,4
US,20081,12200,"Boston, Massachusetts,",17960,"Charlotte, North Carolina,",36280,62,245,75,250,5,8,45
AA,20081,12200,"Boston, Massachusetts,",18500,"Chicago, Illinois,",61940,44,241,100,400,9,10,30
UA,20081,12200,"Boston, Massachusetts,",18500,"Chicago, Illinois,",60450,43,260,125,400,16,12,23
DL,20081,12200,"Boston, Massachusetts,",19270,"Cincinnati, Ohio,",17820,87,393,150,550,7,5,41
CO,20081,12200,"Boston, Massachusetts,",19770,"Cleveland, Ohio,",17110,79,246,100,425,9,26,39
US,20081,12200,"Boston, Massachusetts,",19770,"Cleveland, Ohio,",3500,16,165,100,225,8,6,3
AA,20081,12200,"Boston, Massachusetts,",23210,"Dallas/Ft.Worth, Texas,",66830,80,348,150,250,13,8,27
B6,20081,12200,"Boston, Massachusetts,",24090,"Denver, Colorado,",19660,24,178,150,225,42,8,0
UA,20081,12200,"Boston, Massachusetts,",24090,"Denver, Colorado,",48060,59,284,175,325,9,7,6
NW,20081,12200,"Boston, Massachusetts,",24260,"Detroit, Michigan,",39520,73,290,125,675,12,6,28
US,20081,12200,"Boston, Massachusetts,",24260,"Detroit, Michigan,",11690,22,142,100,225,30,7,3
B6,20081,12200,"Boston, Massachusetts,",29420,"Ft. Lauderdale, Florida,",121030,57,178,100,250,8,6,6
DL,20081,12200,"Boston, Massachusetts,",29420,"Ft. Lauderdale, Florida,",63750,30,168,100,200,14,8,6
B6,20081,12200,"Boston, Massachusetts,",29540,"Ft. Myers, Florida,",97130,59,200,125,300,12,6,3
DL,20081,12200,"Boston, Massachusetts,",29540,"Ft. Myers, Florida,",23120,14,187,125,250,21,6,4
FL,20081,12200,"Boston, Massachusetts,",29540,"Ft. Myers, Florida,",33100,20,163,125,225,41,7,1
CO,20081,12200,"Boston, Massachusetts,",37320,"Houston, Texas,",37370,71,321,125,600,6,15,33
NW,20081,12200,"Boston, Massachusetts,",38490,"Indianapolis, Indiana,",9680,44,265,150,650,8,6,16
US,20081,12200,"Boston, Massachusetts,",38490,"Indianapolis, Indiana,",9300,42,275,150,650,11,7,18
B6,20081,12200,"Boston, Massachusetts,",40140,"Jacksonville, Florida,",4530,17,154,100,225,10,8,2
DL,20081,12200,"Boston, Massachusetts,",40140,"Jacksonville, Florida,",13150,48,181,100,225,5,9,8
US,20081,12200,"Boston, Massachusetts,",40140,"Jacksonville, Florida,",6360,23,185,125,250,15,6,4
YX,20081,12200,"Boston, Massachusetts,",42650,"Kansas City, Missouri,",16630,71,225,125,325,19,8,10
B6,20081,12200,"Boston, Massachusetts,",48880,"Las Vegas, Nevada,",20310,23,189,150,250,33,7,1
DL,20081,12200,"Boston, Massachusetts,",48880,"Las Vegas, Nevada,",12010,14,215,150,250,16,6,5
US,20081,12200,"Boston, Massachusetts,",48880,"Las Vegas, Nevada,",42710,49,252,125,300,8,5,11
B6,20081,12200,"Boston, Massachusetts,",51200,"Long Beach, California,",38100,97,234,175,350,13,5,0
AA,20081,12200,"Boston, Massachusetts,",51410,"Los Angeles, California,",50430,43,326,150,250,6,6,18
DL,20081,12200,"Boston, Massachusetts,",51410,"Los Angeles, California,",18390,16,310,175,300,11,5,12
UA,20081,12200,"Boston, Massachusetts,",51410,"Los Angeles, California,",30830,26,360,175,375,7,6,15
AA,20081,12200,"Boston, Massachusetts,",57560,"Miami, Florida,",60870,84,222,125,250,9,6,9
YX,20081,12200,"Boston, Massachusetts,",57850,"Milwaukee, Wisconsin,",24440,87,199,100,325,11,6,17
NW,20081,12200,"Boston, Massachusetts,",57970,"Minneapolis/St.Paul, Minnesota,",50320,81,294,150,375,9,8,17
NK,20081,12200,"Boston, Massachusetts,",61830,"Myrtle Beach, South Carolina,",21240,84,114,75,200,19,8,2
US,20081,12200,"Boston, Massachusetts,",61830,"Myrtle Beach, South Carolina,",3500,14,150,100,200,12,7,3
AA,20081,12200,"Boston, Massachusetts,",63580,"New Orleans, Louisiana,",4840,15,187,100,250,7,7,7
DL,20081,12200,"Boston, Massachusetts,",63580,"New Orleans, Louisiana,",5310,16,199,125,250,24,8,7
US,20081,12200,"Boston, Massachusetts,",63580,"New Orleans, Louisiana,",12260,38,201,125,250,20,7,5
B6,20081,12200,"Boston, Massachusetts,",63760,"New York, New York,",46190,13,121,75,200,17,5,0
CO,20081,12200,"Boston, Massachusetts,",63760,"New York, New York,",60620,18,302,100,350,8,59,76
DL,20081,12200,"Boston, Massachusetts,",63760,"New York, New York,",118380,35,189,100,350,6,12,13
US,20081,12200,"Boston, Massachusetts,",63760,"New York, New York,",96960,28,192,125,350,24,14,1
B6,20081,12200,"Boston, Massachusetts,",65420,"Oakland, California,",17770,77,214,150,275,8,5,1
B6,20081,12200,"Boston, Massachusetts,",66600,"Orlando, Florida,",115410,50,168,100,250,8,5,4
DL,20081,12200,"Boston, Massachusetts,",66600,"Orlando, Florida,",64130,28,172,100,225,9,6,7
FL,20081,12200,"Boston, Massachusetts,",66600,"Orlando, Florida,",36240,16,143,100,200,17,6,3
DL,20081,12200,"Boston, Massachusetts,",69880,"Philadelphia, Pennsylvania,",12340,19,169,75,200,7,6,16
US,20081,12200,"Boston, Massachusetts,",69880,"Philadelphia, Pennsylvania,",50190,75,369,150,525,13,5,49
CO,20081,12200,"Boston, Massachusetts,",69980,"Phoenix, Arizona,",8800,14,166,100,200,15,9,6
DL,20081,12200,"Boston, Massachusetts,",69980,"Phoenix, Arizona,",6420,10,241,100,225,11,7,21
US,20081,12200,"Boston, Massachusetts,",69980,"Phoenix, Arizona,",28020,45,394,175,700,6,5,23
B6,20081,12200,"Boston, Massachusetts,",70470,"Pittsburgh, Pennsylvania,",15830,29,115,75,175,14,9,1
US,20081,12200,"Boston, Massachusetts,",70470,"Pittsburgh, Pennsylvania,",37620,68,159,75,175,6,16,11
AS,20081,12200,"Boston, Massachusetts,",71790,"Portland, Oregon,",9070,40,245,175,275,22,5,5
DL,20081,12200,"Boston, Massachusetts,",71790,"Portland, Oregon,",3030,13,199,125,275,20,7,6
UA,20081,12200,"Boston, Massachusetts,",71790,"Portland, Oregon,",4410,19,287,175,350,10,8,6
AA,20081,12200,"Boston, Massachusetts,",74830,"Raleigh/Durham, North Carolina,",26040,44,203,125,225,7,13,7
B6,20081,12200,"Boston, Massachusetts,",74830,"Raleigh/Durham, North Carolina,",12680,21,129,75,200,13,7,2
DL,20081,12200,"Boston, Massachusetts,",74830,"Raleigh/Durham, North Carolina,",14040,23,149,75,200,10,8,7
B6,20081,12200,"Boston, Massachusetts,",75820,"Richmond, Virginia,",18470,60,123,75,200,10,9,0
US,20081,12200,"Boston, Massachusetts,",75820,"Richmond, Virginia,",11310,37,150,75,200,6,10,8
US,20081,12200,"Boston, Massachusetts,",76620,"Rochester, New York,",19050,93,174,125,250,24,9,3
AA,20081,12200,"Boston, Massachusetts,",78460,"St. Louis, Missouri,",20420,73,268,125,225,15,8,20
US,20081,12200,"Boston, Massachusetts,",78460,"St. Louis, Missouri,",4540,16,214,125,250,14,14,7
DL,20081,12200,"Boston, Massachusetts,",79070,"Salt Lake City, Utah,",21910,71,362,200,325,8,7,13
AA,20081,12200,"Boston, Massachusetts,",79520,"San Diego, California,",26510,41,253,150,300,9,5,9
B6,20081,12200,"Boston, Massachusetts,",79520,"San Diego, California,",18170,28,211,175,300,39,7,0
US,20081,12200,"Boston, Massachusetts,",79520,"San Diego, California,",7440,12,244,175,275,29,9,6
AA,20081,12200,"Boston, Massachusetts,",79830,"San Francisco, California,",36040,24,285,150,250,8,5,12
B6,20081,12200,"Boston, Massachusetts,",79830,"San Francisco, California,",20160,14,214,150,275,5,6,1
UA,20081,12200,"Boston, Massachusetts,",79830,"San Francisco, California,",73660,50,373,175,325,15,5,17
B6,20081,12200,"Boston, Massachusetts,",80050,"San Jose, California,",16600,57,211,150,275,9,5,1
UA,20081,12200,"Boston, Massachusetts,",80050,"San Jose, California,",3820,13,268,100,350,8,5,26
AS,20081,12200,"Boston, Massachusetts,",82630,"Seattle, Washington,",19400,39,249,175,275,23,5,5
B6,20081,12200,"Boston, Massachusetts,",82630,"Seattle, Washington,",15550,31,209,150,225,6,11,2
B6,20081,12200,"Boston, Massachusetts,",87870,"Tampa, Florida,",65660,50,165,125,275,21,5,1
DL,20081,12200,"Boston, Massachusetts,",87870,"Tampa, Florida,",39280,30,162,100,225,9,5,6
FL,20081,12200,"Boston, Massachusetts,",87870,"Tampa, Florida,",15990,12,141,100,225,16,6,2
B6,20081,12200,"Boston, Massachusetts,",96460,"Washington, D.C.,",52630,22,131,75,200,6,12,3
UA,20081,12200,"Boston, Massachusetts,",96460,"Washington, D.C.,",50150,21,180,100,225,14,7,9
US,20081,12200,"Boston, Massachusetts,",96460,"Washington, D.C.,",92290,39,268,125,450,7,13,19
B6,20081,12200,"Boston, Massachusetts,",97160,"West Palm Beach, Florida,",78380,57,183,100,275,8,7,7
DL,20081,12200,"Boston, Massachusetts,",97160,"West Palm Beach, Florida,",33380,24,178,100,225,9,7,9
FL,20081,12200,"Boston, Massachusetts,",97160,"West Palm Beach, Florida,",16540,12,143,100,225,14,5,2
AA,20081,13730,"Buffalo, New York,",18500,"Chicago, Illinois,",5850,13,154,100,200,14,11,5
UA,20081,13730,"Buffalo, New York,",18500,"Chicago, Illinois,",17090,37,141,75,200,22,9,12
WN,20081,13730,"Buffalo, New York,",18500,"Chicago, Illinois,",21160,46,103,75,150,24,25,0
B6,20081,13730,"Buffalo, New York,",29420,"Ft. Lauderdale, Florida,",20300,33,180,125,250,16,5,2
US,20081,13730,"Buffalo, New York,",29420,"Ft. Lauderdale, Florida,",7150,12,157,100,225,24,5,6
WN,20081,13730,"Buffalo, New York,",29420,"Ft. Lauderdale, Florida,",22000,36,148,100,275,36,8,0
B6,20081,13730,"Buffalo, New York,",29540,"Ft. Myers, Florida,",19950,43,164,100,225,12,7,6
FL,20081,13730,"Buffalo, New York,",29540,"Ft. Myers, Florida,",12750,28,143,100,200,20,6,3
US,20081,13730,"Buffalo, New York,",29540,"Ft. Myers, Florida,",4830,10,153,100,275,32,6,5
DL,20081,13730,"Buffalo, New York,",48880,"Las Vegas, Nevada,",4990,12,150,100,200,8,7,3
US,20081,13730,"Buffalo, New York,",48880,"Las Vegas, Nevada,",5520,13,185,125,300,23,6,3
WN,20081,13730,"Buffalo, New York,",48880,"Las Vegas, Nevada,",23840,57,186,125,275,25,6,2
DL,20081,13730,"Buffalo, New York,",51410,"Los Angeles, California,",3700,19,172,125,200,43,6,5
UA,20081,13730,"Buffalo, New York,",51410,"Los Angeles, California,",4450,23,220,125,250,23,6,9
US,20081,13730,"Buffalo, New York,",51410,"Los Angeles, California,",3320,17,206,125,275,30,5,7
WN,20081,13730,"Buffalo, New York,",51410,"Los Angeles, California,",2810,14,197,125,400,29,7,10
B6,20081,13730,"Buffalo, New York,",63760,"New York, New York,",97920,73,104,75,175,23,8,0
US,20081,13730,"Buffalo, New York,",63760,"New York, New York,",23070,17,117,75,175,14,8,4
B6,20081,13730,"Buffalo, New York,",66600,"Orlando, Florida,",29820,23,145,100,200,24,8,3
FL,20081,13730,"Buffalo, New York,",66600,"Orlando, Florida,",20980,16,133,100,200,27,6,1
WN,20081,13730,"Buffalo, New York,",66600,"Orlando, Florida,",62100,47,135,100,275,31,5,0
DL,20081,13730,"Buffalo, New York,",69980,"Phoenix, Arizona,",3110,11,159,125,200,46,6,2
US,20081,13730,"Buffalo, New York,",69980,"Phoenix, Arizona,",3470,12,211,125,325,30,5,9
WN,20081,13730,"Buffalo, New York,",69980,"Phoenix, Arizona,",16460,59,182,100,250,7,5,10
US,20081,13730,"Buffalo, New York,",87870,"Tampa, Florida,",7030,11,157,75,200,5,8,14
WN,20081,13730,"Buffalo, New York,",87870,"Tampa, Florida,",36330,57,151,100,275,19,9,0
B6,20081,13730,"Buffalo, New York,",97160,"West Palm Beach, Florida,",4160,23,146,100,225,18,6,3
DL,20081,13730,"Buffalo, New York,",97160,"West Palm Beach, Florida,",2470,13,131,100,200,30,10,2
US,20081,13730,"Buffalo, New York,",97160,"West Palm Beach, Florida,",6210,34,144,100,250,35,5,5
WN,20081,13730,"Buffalo, New York,",97160,"West Palm Beach, Florida,",3810,21,143,100,275,43,10,0
SY,20081,13905,"Bullhead City, Az/Laughlin, Nv,",57970,"Minneapolis/St.Paul, Minnesota,",18310,100,149,125,200,34,12,0
AA,20081,14070,"Glendale, California,",23210,"Dallas/Ft.Worth, Texas,",33930,89,203,125,200,39,9,9
WN,20081,14070,"Glendale, California,",48880,"Las Vegas, Nevada,",174320,99,102,75,175,29,5,0
B6,20081,14070,"Glendale, California,",63760,"New York, New York,",69290,94,234,150,425,9,6,1
WN,20081,14070,"Glendale, California,",65420,"Oakland, California,",217760,100,102,75,150,35,42,0
