-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHT1        49718.000    1995     1     1     0
CHT1        52274.750    2001    12    31    18
CHT1      1635806.118 -4482177.303  4218387.494
49870.25    -0.375371     0.228243    -1.094718
49870.50    -0.077688     0.428793    -0.959000
49870.75    -0.235708     0.318571    -1.084048
49871.00    -0.089349     0.320674    -0.621282
49871.25    -0.131266     0.374264    -0.597568
49871.50    -0.059284     0.543870    -0.505160
49871.75    -0.302199     0.465623    -0.548547
49872.00    -0.106342     0.376999    -0.399744
49872.25     0.015069     0.379185    -0.517826
49872.50     0.347890     0.538001    -0.368047
49872.75     0.227293     0.369216    -0.602979
49873.00     0.572182     0.403395    -0.092282
49873.25     0.691750     0.462691     0.031964
49873.50     0.923627     0.708395     0.500787
49873.75     0.750511     0.704403     0.927446
49874.00     0.947494     0.778036     1.648414
49874.25     0.920674     0.831804     1.695357
49874.50     1.193226     1.076195     2.256893
49874.75     1.008928     0.968029     2.395052
49875.00     1.077534     0.980328     3.011866
49875.25     0.959631     0.938264     2.889449
49875.50     0.876280     1.084713     3.035163
49875.75     0.696495     0.953838     2.973409
49876.00     0.812324     0.846588     3.062157
49876.25     0.955376     0.702954     2.440397
49876.50     1.321494     0.756525     1.979870
49876.75     1.214531     0.475281     1.153455
49877.00     1.359017     0.286640     0.766797
49877.25     1.246898     0.163741    -0.042162
49877.50     1.350162     0.313000    -0.537412
49877.75     0.956431     0.160651    -1.150905
49878.00     0.802585     0.146383    -0.899909
49878.25     0.645653     0.168010    -1.031585
49878.50     0.964023     0.430960    -0.394964
49878.75     0.770418     0.307985    -0.265147
49879.00     1.142957     0.401175     0.570515
49879.25     1.043121     0.397219     0.475879
49879.50     1.067878     0.757346     1.185358
49879.75     0.692724     0.584984     1.064342
49880.00     0.694006     0.615118     1.727448
49880.25     0.629738     0.583137     1.807934
49880.50     0.826029     0.863052     2.618256
49880.75     0.657402     0.690361     2.473784
49881.00     0.896451     0.639463     2.683274
49881.25     1.029163     0.693633     2.493118
49881.50     1.278595     0.926760     2.583697
49881.75     1.024432     0.780757     2.187334
49882.00     1.144323     0.751350     2.412787
49882.25     1.169779     0.730564     1.979927
49882.50     1.373254     0.818657     1.746058
49882.75     1.311458     0.655311     1.227365
49883.00     1.474815     0.513438     1.215959
49883.25     1.378885     0.347379     0.639930
49883.50     1.650810     0.385956     0.386036
49883.75     1.490659     0.128053    -0.367084
49884.00     1.710948     0.049364    -0.263529
49884.25     1.713125    -0.005225    -0.696613
49884.50     1.941407     0.105521    -0.794237
49884.75     1.757343     0.001114    -0.842418
49885.00     2.046223     0.117436    -0.124622
49885.25     2.087019     0.101445    -0.334032
49885.50     2.299170     0.316233    -0.071756
49885.75     2.140545     0.234530     0.074634
49886.00     2.206573     0.331465     0.714047
49886.25     2.056940     0.288119     0.508231
49886.50     2.108810     0.524478     0.907898
49886.75     1.767558     0.417161     1.118986
49887.00     1.770524     0.457311     1.900140
49887.25     1.560341     0.383799     1.946550
49887.50     1.514877     0.563622     2.416322
49887.75     1.065902     0.483586     2.477132
49888.00     1.144338     0.448395     2.774842
49888.25     1.041481     0.453553     2.278964
49888.50     1.181629     0.592783     1.921630
49888.75     1.119226     0.445940     1.268460
49889.00     1.312567     0.378008     1.160853
49889.25     1.369578     0.283258     0.492350
49889.50     1.536866     0.427148     0.384275
49889.75     1.374104     0.306659     0.314959
49890.00     1.393751     0.318796     0.609393
49890.25     1.300942     0.272978     0.040364
49890.50     1.424270     0.521784     0.132141
49890.75     1.115527     0.305267    -0.152652
49891.00     1.158992     0.246427     0.165068
49891.25     1.143259     0.208487     0.039902
49891.50     1.270823     0.360045     0.359444
49891.75     0.948245     0.191354     0.325241
49892.00     1.045040     0.227760     0.884152
49892.25     1.079538     0.266605     0.876278
49892.50     1.350859     0.524586     1.312204
49892.75     1.125204     0.435046     1.219671
49893.00     1.409008     0.568942     1.810158
49893.25     1.422750     0.539332     1.359025
49893.50     1.411277     0.717405     1.301509
49893.75     1.085263     0.538876     0.800016
49894.00     1.216530     0.499920     0.990032
49894.25     1.071647     0.428168     0.118702
49894.50     1.326637     0.624265    -0.154292
49894.75     1.274945     0.499066    -0.663379
49895.00     1.564649     0.432563    -0.765178
49895.25     1.575220     0.430920    -1.262707
49895.50     2.053265     0.678167    -0.872021
49895.75     1.785988     0.512519    -1.012071
49896.00     2.070279     0.548486    -0.314783
49896.25     2.077511     0.569598    -0.207928
49896.50     2.282877     0.827194     0.377324
49896.75     1.867670     0.675507     0.321051
49897.00     1.983525     0.698704     0.936229
49897.25     1.885133     0.699311     0.705473
49897.50     2.059140     0.892420     0.888888
49897.75     1.613357     0.672023     0.589965
49898.00     1.620060     0.603465     0.912120
49898.25     1.313809     0.551586     0.435516
49898.50     1.485379     0.780335     0.780350
49898.75     1.323005     0.698318     0.822920
49899.00     1.549093     0.714259     1.498370
49899.25     1.537545     0.733285     1.513529
49899.50     1.958398     1.011448     2.193084
49899.75     1.727920     0.933717     2.116617
49900.00     1.937489     0.945694     2.432879
49900.25     1.863847     0.910949     2.292266
49900.50     1.980754     1.094034     2.606082
49900.75     1.531974     0.891346     2.315012
49901.00     1.835648     0.870844     2.705971
49901.25     1.912315     0.791997     2.443680
49901.50     2.263089     0.917674     2.580275
49901.75     2.100056     0.725669     2.260730
49902.00     2.282154     0.632311     2.186557
49902.25     2.175831     0.492856     1.379329
49902.50     2.348863     0.643642     1.204317
49902.75     2.064982     0.484877     0.661899
49903.00     2.129534     0.426868     0.591215
49903.25     2.043784     0.407503     0.177302
49903.50     2.217511     0.632165     0.301728
49903.75     1.879286     0.467260     0.053031
49904.00     1.937834     0.468291     0.318082
49904.25     1.911905     0.448581     0.279276
49904.50     2.006951     0.608119     0.597757
49904.75     1.682022     0.451567     0.617757
49905.00     2.007552     0.447644     1.421132
49905.25     2.085665     0.461204     1.504670
49905.50     2.271437     0.614637     1.793107
49905.75     2.027794     0.403073     1.650708
49906.00     2.225846     0.446893     2.136920
49906.25     2.161533     0.448709     2.007541
49906.50     2.257587     0.729556     2.276650
49906.75     2.072067     0.566185     2.109331
49907.00     2.202072     0.581857     2.397603
49907.25     2.065906     0.561941     2.063386
49907.50     2.305549     0.843970     2.447540
49907.75     2.135737     0.799299     2.291392
49908.00     2.323620     0.855456     2.473889
49908.25     2.486192     0.936691     2.365675
49908.50     2.849173     1.173584     2.647307
49908.75     2.518593     0.974150     2.154329
49909.00     2.577690     1.011499     2.218453
49909.25     2.360709     0.982587     1.586874
49909.50     2.280145     1.167720     1.519659
49909.75     1.810571     0.938428     0.968531
49910.00     1.936766     0.877851     1.151097
49910.25     1.692402     0.745847     0.560159
49910.50     1.786469     0.885171     0.674196
49910.75     1.444667     0.678351     0.418117
49911.00     1.440830     0.642193     0.707406
49911.25     1.387281     0.634209     0.688615
49911.50     1.659695     0.822899     1.174813
49911.75     1.393381     0.656517     1.342788
49912.00     1.508604     0.605750     1.745344
49912.25     1.459691     0.570411     1.395063
49912.50     1.693898     0.838235     1.568045
49912.75     1.274814     0.705313     1.291184
49913.00     1.549786     0.764894     1.716212
49913.25     1.550480     0.791594     1.535423
49913.50     1.906260     0.997547     1.644794
49913.75     1.721493     0.900947     1.457171
49914.00     1.988693     0.887901     1.544555
49914.25     1.968718     0.828215     1.006308
49914.50     2.329339     1.016231     1.252112
49914.75     2.082362     0.872456     1.148976
49915.00     2.192075     0.849585     1.566522
49915.25     2.137143     0.890208     1.431028
49915.50     2.414434     1.114673     2.207967
49915.75     2.253524     0.954425     2.161408
49916.00     2.435152     0.880563     2.769417
49916.25     2.304884     0.910624     2.829165
49916.50     2.345869     1.113482     3.256436
49916.75     2.082762     0.925871     3.101427
49917.00     2.171226     0.890096     3.559674
49917.25     2.113490     0.715010     3.105980
49917.50     2.311334     0.840204     3.167481
49917.75     2.136405     0.730298     2.956895
49918.00     2.232712     0.707766     3.032081
49918.25     2.230307     0.730513     2.728206
49918.50     2.449156     1.008976     3.072033
49918.75     2.011224     0.877781     2.743437
49919.00     1.997082     0.864570     2.967819
49919.25     1.864780     0.856534     2.513976
49919.50     2.064876     1.100730     2.783839
49919.75     1.828900     0.865040     2.448900
49920.00     1.904728     0.841912     2.715066
49920.25     1.903352     0.685319     2.124115
49920.50     2.154502     0.893820     2.448243
49920.75     1.915285     0.682203     2.414006
49921.00     1.941950     0.665805     2.946727
49921.25     1.910484     0.572253     2.844626
49921.50     2.112729     0.746454     3.355419
49921.75     1.856846     0.592596     3.269342
49922.00     1.925398     0.601063     3.619989
49922.25     1.875925     0.501451     3.201747
49922.50     2.258254     0.710254     3.436256
49922.75     2.103052     0.520517     2.947936
49923.00     2.320855     0.559139     3.142763
49923.25     2.273466     0.543111     2.780049
49923.50     2.487535     0.768032     2.859338
49923.75     2.176410     0.540612     2.450163
49924.00     2.263954     0.500554     2.834935
49924.25     2.005264     0.409697     2.376482
49924.50     2.094584     0.600053     2.625520
49924.75     1.703093     0.398347     2.341492
49925.00     1.618512     0.318955     2.497314
49925.25     1.429603     0.220446     1.847459
49925.50     1.640281     0.384836     1.812136
49925.75     1.282524     0.223242     1.183897
49926.00     1.379202     0.237477     1.214124
49926.25     1.292184     0.239809     0.593285
49926.50     1.465956     0.453294     0.578971
49926.75     1.173151     0.344204     0.276756
49927.00     1.353773     0.411897     0.749665
49927.25     1.341908     0.430482     0.706753
49927.50     1.486465     0.676842     1.185492
49927.75     1.211942     0.479116     1.246649
49928.00     1.516684     0.475206     1.676678
49928.25     1.368353     0.398501     1.181837
49928.50     1.730779     0.560615     1.457860
49928.75     1.518240     0.345525     1.194576
49929.00     1.701002     0.278626     1.398970
49929.25     1.584187     0.202858     0.999438
49929.50     1.825645     0.327700     1.209834
49929.75     1.415966     0.117258     0.988257
49930.00     1.507328     0.063089     1.363895
49930.25     1.558680    -0.000978     0.972062
49930.50     1.802431     0.175198     1.072811
49930.75     1.613259     0.060392     0.771025
49931.00     1.958924     0.126346     1.048170
49931.25     2.202811     0.123171     0.445994
49931.50     2.801708     0.406636     0.575255
49931.75     2.831090     0.278325     0.337572
49932.00     3.187926     0.349364     0.788186
49932.25     3.250819     0.351300     0.431094
49932.50     3.638473     0.633454     0.881026
49932.75     3.357406     0.455960     0.880012
49933.00     3.484038     0.409026     1.468262
49933.25     3.220320     0.337205     1.398454
49933.50     3.234592     0.558431     1.938349
49933.75     2.682386     0.383064     1.778394
49934.00     2.633639     0.380596     2.230751
49934.25     2.351706     0.315153     1.883220
49934.50     2.558944     0.564683     2.130251
49934.75     2.251629     0.451967     1.882171
49935.00     2.338075     0.526461     2.340737
49935.25     2.186129     0.508004     1.814967
49935.50     2.431124     0.765975     1.925775
49935.75     2.230735     0.526195     1.291991
49936.00     2.345490     0.437943     1.272741
49936.25     2.284325     0.316533     0.571129
49936.50     2.427913     0.568539     0.596437
49936.75     2.045715     0.296732    -0.010963
49937.00     2.001098     0.279873     0.348561
49937.25     1.794803     0.193987    -0.048040
49937.50     1.847547     0.395508     0.126062
49937.75     1.334158     0.154139    -0.156694
49938.00     1.382288     0.173805     0.410622
49938.25     1.167862     0.087642     0.172241
49938.50     1.295648     0.305049     0.657594
49938.75     0.951856     0.147929     0.865964
49939.00     0.983355     0.137664     1.462327
49939.25     0.889992     0.059529     1.404932
49939.50     1.045704     0.253571     1.687770
49939.75     0.613849     0.007320     1.521442
49940.00     0.764924    -0.030534     1.915866
49940.25     0.542056    -0.085294     1.537457
49940.50     0.664282     0.156664     1.689710
49940.75     0.324835     0.023959     1.484217
49941.00     0.452406     0.089406     1.903012
49941.25     0.383883     0.119458     1.621391
49941.50     0.659976     0.482074     2.199788
49941.75     0.482100     0.398948     2.114037
49942.00     0.877791     0.378268     2.222621
49942.25     0.923929     0.317208     1.758277
49942.50     1.252329     0.541803     1.888670
49942.75     1.043655     0.401502     1.606275
49943.00     1.271936     0.390750     1.824169
49943.25     1.164616     0.338767     1.340511
49943.50     1.274184     0.510609     1.350624
49943.75     0.737807     0.336826     0.854884
49944.00     0.723299     0.308158     0.976205
49944.25     0.385165     0.303028     0.508432
49944.50     0.474574     0.481989     0.614750
49944.75     0.086300     0.308593     0.380840
49945.00     0.221017     0.316402     0.805640
49945.25     0.076723     0.318633     0.479319
49945.50     0.309279     0.551657     0.592013
49945.75     0.018720     0.432808     0.445850
49946.00     0.189186     0.459535     0.644933
49946.25     0.186075     0.448689     0.275852
49946.50     0.388908     0.681699     0.436732
49946.75     0.098381     0.575143     0.009654
