 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF ARIZONA","5R01GM065465-02","6694045","Yamamura, Henry I","MOLECULAR MECHANISM OF ADENYLYL CYCLASE SUPERACTIVATION","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 266,640","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01GM065980-03","6749475","Wirth, Mary J","New Materials for High Efficiency Protein Separations","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 237,116","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM066146-03","6778334","Cusanovich, Michael A","A Model System for Sensor Proteins","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 276,214","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM066806-02","6784160","Cordes, Matthew Hj","Conformational Switching in Proteins","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 249,830","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01HD038363-04","6726790","Restifo, Linda L","CONTROL OF CNS DEVELOPMENT BY BRC TRANSCRIPTION FACTORS","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 238,613","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01HD039657-04","6722925","Dvorak, Bohuslav ","EGF IN NEONATAL NECROTIZING ENTEROCOLITIS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 272,700","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL023615-26","6681880","Hartshorne, David J","BIOCHEMISTRY OF CONTRACTILE PROTEINS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 303,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01HL034555-20","6746897","Secomb, Timothy W","Blood flow and structural adaptation in microcirculation","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 151,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL054826-10","6755980","Walker, Frances A","NITRIC OXIDE INTERACTION WITH INSECT NITROPHORINS","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 288,363","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01HL056177-09","6780982","Martinez, Fernando D","LONGITUDINAL STUDY OF ASTHMA FROM BIRTH TO ADULTHOOD","PEDIATRICS","SCHOOLS OF MEDICINE","$ 861,796","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL057461-08","6767676","Gregorio, Carol C","Tropomodulin Function and Cardiac Myofibril Assembly","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 409,050","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL064232-04","6717737","Simon, Alexander M","Gap Junction Mediated Signaling and Vascular Responses","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 227,250","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL066391-05","6799607","Vercelli, Donata ","HUMAN IL-13 GENE REGULATION AND IMPACT OF POLYMORPHISMS","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 416,625","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL066447-05","6788744","Martinez, Fernando D","CHROMOSOME 5Q GENE  VARIANTS AND ASTHMA-RELATED TRAITS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 545,097","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL068162-02","6689557","Fregosi, Ralph Frank","Functional MRI of the pharyngeal airway","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 303,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL068764-03","6790042","Lane, Richard D","LONG QT SYNDROME:EMOTIONAL TRIGGERS OF CARDIAC EVENTS","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 620,804","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL070657-03","6746049","Secomb, Timothy W","Flow regulation and oxygen transport in microcirculation","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 113,625","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL071694-03","6782620","Berg, Robert A","Post-Countershock CPR After Prolonged VF","PEDIATRICS","SCHOOLS OF MEDICINE","$ 340,875","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01HL074184-02","6758669","Krieg, Paul A","Embryonic Blood Vessel Formation","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 338,625","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01MH066235-02","6719588","Moreno, Francisco A","Tryptophan Depletion: A Phenotypic Marker for Depression","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 451,579","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01NR004905-05","6704755","Moore, Ida M","MATH INTERVENTION FOR CHILDREN WITH LEUKEMIA","NONE","SCHOOLS OF NURSING","$ 537,575","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NR005208-05","6698986","Ritter, Leslie S","INFLAMMATORY AND THROMBOTIC CELL INTERACTIONS IN STROKE","NONE","SCHOOLS OF NURSING","$ 216,278","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NR008092-04","6766916","Wung, Shufen ","New ECG Criteria for Posterior Myocardial Infarction","NONE","SCHOOLS OF NURSING","$ 438,737","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NS018201-21","6757974","Sloviter, Robert S","Hippocampal Network Structure and Function in Epilepsy","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 443,059","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01NS034889-08","6722890","Ramaswami, Mani ","Molecular Mechanisms in Synaptic Vesicle Recycling","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 303,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NS038274-05","6690004","Zinsmaier, Konrad E","Role of CSP/Hsc70 in Regulated Neurotransmitter Release","NONE","ORGANIZED RESEARCH UNITS","$ 318,933","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NS039592-05","6700744","Davis, Thomas Paul","HYPOXIC/AGLYCEMIC STRESS TO ENDOTHELIAL CELLS OF THE BLO","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 291,580","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01NS042652-03","6766750","Davis, Thomas Paul","BLOOD BRAIN BARRIER CHANGES INDUCED BY PAIN","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 359,813","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01NS044107-02","6700314","Ryan, Lee ","fMRI studies of semantic and episodic memory retrieval","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 265,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01NS046785-02","6786029","Porreca, Frank ","NPY and Nerve Injury-Induced Tactile Hypersensitivity","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 358,625","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01RR017358-02","6803631","Baldwin, Ann L","Ultrasound, Intestinal and Cardiac Function in Rats","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 183,075","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01RR018488-02","6788817","Besselsen, David G","PATHOGENESIS OF MURINE PARVOVIRUS FIELD STRAINS","NONE","EARTH SCIENCES/RESOURCES","$ 226,500","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R03AA012938-02","6744106","Lui, Charles Y","Oxidative Stress in Alcoholic Cardiomyopathy","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 75,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03DC005728-03","6770984","Bailey, E Fiona","Respiratory activities of intrinsic tongue muscles","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 75,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03DC005902-02","6765270","Bunton, Kate E","Prosodic Impairment and Speech Intelligibility in Perso*","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 75,250","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R03EY013861-03","6738013","Stamer, W Daniel","CADHERIN REGULATION OF AQUEOUS HUMOR OUTFLOW","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 151,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03EY014403-02","6697244","Mckay, Brian S","Characterization of RPE Monolayer for Transplant","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 151,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03EY014406-03","6735624","Farthingnayak, Pamela J","Pathobiology of Corneal Disease","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 150,583","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03EY014898-02","6788047","Marmorstein, Alan D","A New Method for Retinal Imaging","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 150,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R03NR008563-02","6804599","Phillips, Linda R","Dilemmas and Decision Making of End-of-Life Caregivers","NONE","SCHOOLS OF NURSING","$ 75,250","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R03TW006154-02","6776423","Vierling, Elizabeth ","Lipids Interactions of Small Heat Shock Proteins","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 32,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R21AT001124-02","6765233","Baldwin, Ann L","Animal Model in Reiki Efficacy on Stress-Induced Damage","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 188,282","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R21AT001319-02","6695292","Bell, Iris R","Patient & Provider Perspectives on Homeopathic Treatment","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 189,375","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R21CA102410-02","6770133","Katsanis, Emmanuel ","Chaperone rich cell lysates (CRCL)Natural adjuvants and*","PEDIATRICS","SCHOOLS OF MEDICINE","$ 225,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R21CA103651-02","6752000","Segal, David J","Inactivation of HIV by in vivo genetic modification","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 140,400","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R21DK063124-02","6751949","Raghunand, Natarajan ","Renal and Systemic pH Imaging by Contrast-Enhanced MRI","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 151,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R21DK064706-02","6777043","Brooks, Heddwen L","Targeting Nuclei for Renal Cell Specific Gene Analysis","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 151,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R21EB003205-02","6802273","Saavedra, Steven S","Stable Proteo-Lipid Membrane Coupled to a Semiconductor","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 188,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R21NS043711-02","6700222","Farley, Becky G","Think big, from voice to limb movement rehabilitation","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 179,906","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R25CA092517-02","6806491","Bishop, Maria Curcio","End-of-Life Care Curriculum in Medical Education","NONE","OVERALL MEDICAL","$ 211,280","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R25GM062584-04","6699014","Velez, Maria ","UNIVERSITY OF ARIZONA FOR INITIATIVE FOR MINORITY PHD'S","NONE","UNIVERSITY-WIDE","$ 325,207","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R25RR015670-05","6780435","Witte, Marlys H","MEDICAL IGNORANCE (QQQ) COLLABORATORY K12 CURRICULUM","SURGERY","SCHOOLS OF MEDICINE","$ 364,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R25RR016260-02","6706345","Lindsey, Marti ","INTEGRATING MULTILEVEL PERSPECTIVES ACROSS CURRICULUM","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 241,521","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R33CA094287-03","6752118","Gmitro, Arthur F","Confocal Microendoscope for In Vivo Molecular Imaging","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 336,727","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R33CA095944-03","6731974","Gillies, Robert J","Multimeric Ligands for Targeting of Pancreatic Cancer","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 547,874","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R33CA097449-03","6758512","Gandolfi, A J","Tissue Chips for Toxicology Evaluation","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 201,990","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R33CA099074-02","6770226","Altbach, Maria I","Novel radial MRI methods for abdominal imaging","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 344,862","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R33LM007299-02","6622199","Chen, Hsinchun ","GeneScene: a toolkit for gene pathway analysis","ADMINISTRATION","SCH OF BUSINESS/PUBLIC ADMIN","$ 440,259","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R37DA012394-06","6788694","Porreca, Frank ","BIFUNCTIONAL OPIOID/CCK LIGANDS FOR PAIN","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 255,139","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R37EB000803-13","6702571","Barrett, Harrison H","SPECT Imaging and Parallel Computing","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 482,962","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R37MH046823-14","6770185","Mcnaughton, Bruce L","Hebb Marr Networks the Hippocampus and Spatial Memory","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 340,875","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R37NS020331-21","6748517","Mcnaughton, Bruce L","NEURAL BASIS OF INTERNAL REPRESENTATION OF PLACE","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 340,875","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5T32AT001287-03","6797739","Bell, Iris R","Arizona CAM Research Training Program Grant (T32)","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 312,038","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32CA009213-27","6747660","Bowden, George T","CANCER BIOLOGY TRAINING GRANT","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 427,932","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32EB000809-02","6726861","Gmitro, Arthur F","Graduate Training in Biomedical Imaging and Spectrocopy","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 204,807","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32ES007091-25","6762475","Chen, Qin M","GRADUATE TRAINING PROGRAM IN TOXICOLOGY ANDF TOXICOGENOM","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 190,513","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5T32GM008400-14","6795415","Dantzler, William H","GRADUATE TRAINING IN SYSTEMS AND INTEGRATIVE PHYSIOLOGY","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 221,934","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32GM008659-08","6759971","Parker, Roy R","Graduate Training in Biochemistry and Molecular Biology","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 392,709","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5T32GM008804-02","6765330","Montfort, William R","CHEMICAL-BIOLOGY INTERFACE TRAINING GRANT","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 131,179","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32HL007249-28","6748955","Burt, Janis M","Graduate Training in Physiology","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 471,422","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5T32HL007955-04","6752472","Williams, Stuart K","Cardiovascular Biomedical Engineering","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 161,717","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5T32NR007958-03","6743185","Moore, Ida M","Injury Mechanisms and Related Responses","NONE","SCHOOLS OF NURSING","$ 178,008","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5T34GM008718-06","6751613","Tischler, Marc E","MARC/Biomedical Research and Training Program","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 366,128","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5U01CA086122-05","6774680","Lobell, Michael ","AN INNOVATIVE RFA FOR MINORITY HEALTH RESEARCH","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 662,404","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U01CA101204-02","6732655","Hakim, Iman A","Chemoprevention of lung carcinogenesis using green tea","NONE","ORGANIZED RESEARCH UNITS","$ 138,347","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5U01DA014263-03","6805982","French, Edward D","The Functional Neurobiology of Cannabinoids in Brain","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 265,125","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U01HG002525-03","6806483","Wing, Rod A","BAC Library Production /Distribuion for 'Healthy people","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 908,402","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5U01HL065594-04","6785293","Marcus, Frank I","Multidisciplinary Study of Right Ventricular Dysplasia","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 552,742","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U01HL066858-05","6803132","Lohman, Timothy G","TRIAL OF ACTIVITY FOR ADOLESCENT GIRLS (TAAG)","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 828,052","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U01MH062465-03","6773177","Gelenberg, Alan J","CBASP Augmentation for Treatment of Chronic Depression","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 324,066","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U10EY013153-05","6783270","Harvey, Erin M","AMBLYOPIA IN ASTIGMATIC CHILDREN-DEVELOPMENT & TREATMENT","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 452,914","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U19CA052995-16","6743098","Powis, Garth ","ANTICANCER DRUGS ACTIVE AGAINST CELL CYCLE AND SIGNAL PA","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 1,316,121","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U54CA090821-04","6696731","Powis, Garth ","Survival Signals for Molecular Target Assessment","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 1,460,020","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5U54CA096281-03","6767599","Canfield, Louise M","Comprehensive NAU/AZCC Cancer Research Partnership","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 721,513","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","7R01AI030060-15","6771710","Joiner, Keith A","Phospholipid metabolism and traffic in T. gondii","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 363,058","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","7R01AI048443-05","6752952","Joiner, Keith A","UPTAKE OF HOST CELL CHOLESTEROL BY T GONDII","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 301,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
