-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
GALB        49718.000    1995     1     1     0
GALB        52274.750    2001    12    31    18
GALB       475545.708 -4925638.937  4010732.975
49874.00     0.117805     0.545024     3.559621
49874.25     0.080771     0.507565     4.227201
49874.50     0.025243     0.500403     4.777168
49874.75    -0.060826     0.470330     5.006290
49875.00    -0.084945     0.459588     6.085691
49875.25    -0.090018     0.281557     5.629502
49875.50    -0.064852     0.176661     5.082257
49875.75    -0.046954     0.010866     4.410872
49876.00     0.048369     0.043463     4.650222
49876.25     0.142327    -0.064498     3.170026
49876.50     0.235674    -0.088684     1.863037
49876.75     0.283136    -0.040742     0.262119
49877.00     0.267757     0.092793     0.229540
49877.25     0.278411     0.091944    -0.897780
49877.50     0.315476     0.085673    -1.536131
49877.75     0.321886     0.060021    -2.152516
49878.00     0.286217     0.145200    -1.350817
49878.25     0.229726     0.075219    -1.254939
49878.50     0.142101     0.070585    -0.750584
49878.75     0.053750    -0.017945    -0.620988
49879.00    -0.002223     0.001218     0.373677
49879.25    -0.023026    -0.141386     0.000111
49879.50     0.011015    -0.182398     0.173837
49879.75     0.090627    -0.271462     0.110901
49880.00     0.073048    -0.218630     1.133801
49880.25     0.032241    -0.368335     1.103351
49880.50     0.042581    -0.419326     1.366748
49880.75     0.023961    -0.422155     1.045624
49881.00    -0.090409    -0.261441     1.904474
49881.25    -0.131341    -0.269331     1.606029
49881.50    -0.138291    -0.239493     1.272448
49881.75    -0.166463    -0.199657     0.640235
49882.00    -0.201992    -0.017543     1.651100
49882.25    -0.222131    -0.054223     0.811625
49882.50    -0.218039    -0.033556     0.087303
49882.75    -0.211492     0.001569    -0.939279
49883.00    -0.208795     0.171907    -0.475570
49883.25    -0.179390     0.167107    -1.740659
49883.50    -0.150800     0.221111    -2.789919
49883.75    -0.145031     0.273255    -3.609105
49884.00    -0.156119     0.381459    -3.022348
49884.25    -0.129858     0.323030    -4.024392
49884.50    -0.140159     0.298937    -4.917354
49884.75    -0.136110     0.246926    -5.487700
49885.00    -0.217838     0.296887    -4.293517
49885.25    -0.187673     0.184857    -4.952005
49885.50    -0.192250     0.135724    -5.415244
49885.75    -0.162823     0.079523    -5.238021
49886.00    -0.175598     0.147243    -3.720382
49886.25    -0.170458     0.033955    -3.860646
49886.50    -0.126257    -0.044064    -4.041126
49886.75    -0.120754    -0.104618    -3.742338
49887.00    -0.159078    -0.063432    -2.014164
49887.25    -0.148376    -0.154445    -1.596183
49887.50    -0.144906    -0.223879    -1.388922
49887.75    -0.120817    -0.226384    -0.648029
49888.00    -0.083808    -0.094832     1.237277
49888.25    -0.043327    -0.117933     1.214610
49888.50     0.050815    -0.071850     0.979659
49888.75     0.085523    -0.005627     0.788937
49889.00     0.097124     0.183905     1.693481
49889.25     0.139659     0.111185     0.454397
49889.50     0.176783     0.144263    -0.000853
49889.75     0.168218     0.132780    -0.316874
49890.00     0.152947     0.220102     0.197338
49890.25     0.188057     0.106908    -0.392468
49890.50     0.194726     0.110658    -0.873912
49890.75     0.185106     0.052044    -1.210231
49891.00     0.125130     0.121240    -0.287386
49891.25     0.106232     0.035990    -0.735339
49891.50     0.108581    -0.001567    -1.053312
49891.75     0.095144    -0.032542    -1.041111
49892.00     0.050662     0.044594     0.309671
49892.25     0.076408    -0.016645     0.263944
49892.50     0.065841     0.027177     0.583515
49892.75     0.095488     0.027800     0.765435
49893.00     0.101082     0.152914     2.111193
49893.25     0.136886     0.106519     1.781960
49893.50     0.150165     0.152617     1.775393
49893.75     0.212660     0.157705     1.460752
49894.00     0.215789     0.272474     2.248484
49894.25     0.272712     0.225650     1.481195
49894.50     0.296453     0.291375     1.173188
49894.75     0.344140     0.306446     0.695049
49895.00     0.313988     0.390662     1.209509
49895.25     0.306630     0.346795     0.581580
49895.50     0.283372     0.354103     0.312800
49895.75     0.229436     0.301182    -0.275795
49896.00     0.224107     0.364200     0.314625
49896.25     0.215812     0.253420    -0.168967
49896.50     0.234299     0.251467    -0.342567
49896.75     0.219399     0.185229    -0.545231
49897.00     0.216282     0.238628     0.349176
49897.25     0.218904     0.153355    -0.110968
49897.50     0.223055     0.128003    -0.277206
49897.75     0.212329     0.044209    -0.538248
49898.00     0.186851     0.082468     0.306590
49898.25     0.158849    -0.085910    -0.152795
49898.50     0.118546    -0.124892    -0.127001
49898.75     0.077186    -0.235208    -0.216096
49899.00     0.047831    -0.221378     0.527303
49899.25     0.016732    -0.365644     0.071540
49899.50    -0.004968    -0.350320    -0.086507
49899.75     0.004014    -0.347984    -0.638150
49900.00    -0.005252    -0.199379     0.037507
49900.25    -0.006467    -0.192934    -0.494339
49900.50    -0.029503    -0.128139    -0.673884
49900.75    -0.041071    -0.016469    -0.835389
49901.00    -0.105531     0.217726     0.478691
49901.25    -0.130370     0.307810     0.283188
49901.50    -0.179952     0.454240     0.635556
49901.75    -0.211218     0.540384     0.669122
49902.00    -0.220554     0.645551     1.588857
49902.25    -0.207128     0.634306     0.798927
49902.50    -0.226131     0.667106     0.455174
49902.75    -0.241960     0.639546    -0.585966
49903.00    -0.188197     0.646557    -0.125444
49903.25    -0.213829     0.514664    -1.104212
49903.50    -0.211056     0.514824    -1.142957
49903.75    -0.265873     0.390637    -1.445901
49904.00    -0.307685     0.324166    -0.786589
49904.25    -0.327691     0.140566    -1.322673
49904.50    -0.372909     0.035351    -1.433645
49904.75    -0.384932    -0.139075    -1.900570
49905.00    -0.358142    -0.107096    -0.801359
49905.25    -0.375303    -0.265574    -1.433727
49905.50    -0.378231    -0.304085    -1.575496
49905.75    -0.339672    -0.386261    -1.884357
49906.00    -0.258305    -0.310579    -0.944451
49906.25    -0.219332    -0.353645    -1.371251
49906.50    -0.233590    -0.353709    -1.572552
49906.75    -0.209773    -0.319729    -1.926886
49907.00    -0.217796    -0.159736    -0.506040
49907.25    -0.214384    -0.146908    -0.537695
49907.50    -0.203919    -0.115044    -0.189704
49907.75    -0.138037    -0.126014    -0.263081
49908.00    -0.134090    -0.038118     0.846826
49908.25    -0.143673    -0.087021     0.538258
49908.50    -0.151408    -0.053912     0.467001
49908.75    -0.147700    -0.064618    -0.196800
49909.00    -0.150580     0.039260     0.492386
49909.25    -0.114150     0.017636    -0.414133
49909.50    -0.070816     0.060454    -0.701978
49909.75    -0.049469     0.096828    -1.152871
49910.00    -0.051989     0.250609    -0.265652
49910.25    -0.045848     0.262058    -0.827882
49910.50    -0.053909     0.302316    -0.957889
49910.75    -0.086590     0.321067    -1.151689
49911.00    -0.145031     0.380692    -0.059844
49911.25    -0.153471     0.269851    -0.529478
49911.50    -0.212802     0.219232    -0.818085
49911.75    -0.248190     0.122897    -1.026616
49912.00    -0.219036     0.177156    -0.131694
49912.25    -0.213019     0.033415    -1.237591
49912.50    -0.111681    -0.043847    -1.335033
49912.75    -0.065745    -0.071747    -1.652232
49913.00    -0.062983     0.029970    -0.381831
49913.25     0.004416    -0.114630    -1.004187
49913.50     0.068255    -0.118120    -1.242946
49913.75     0.117050    -0.121828    -1.663796
49914.00     0.145613    -0.014887    -0.488581
49914.25     0.159881    -0.068388    -1.198112
49914.50     0.120587    -0.051426    -0.825687
49914.75     0.105235    -0.076701    -0.693612
49915.00     0.059070     0.018016     0.303678
49915.25    -0.015484    -0.083050     0.053626
49915.50    -0.069716    -0.129776     0.396406
49915.75    -0.096453    -0.162033     0.606885
49916.00    -0.180596    -0.081739     1.832139
49916.25    -0.245239    -0.210660     1.472018
49916.50    -0.287846    -0.229057     1.240717
49916.75    -0.263457    -0.265973     0.676251
49917.00    -0.265113    -0.146862     1.333671
49917.25    -0.260757    -0.227181     0.374387
49917.50    -0.255510    -0.171163    -0.003427
49917.75    -0.249486    -0.127182    -0.240496
49918.00    -0.258979     0.016381     0.820003
49918.25    -0.323232     0.020895     0.820078
49918.50    -0.348558     0.029280     0.930455
49918.75    -0.331776     0.027388     0.751915
49919.00    -0.261519     0.122680     1.741036
49919.25    -0.286167     0.069974     1.318047
49919.50    -0.323117     0.052547     1.224090
49919.75    -0.340516     0.054015     0.547570
49920.00    -0.387751     0.209880     1.369468
49920.25    -0.393457     0.187339     0.713615
49920.50    -0.506955     0.253584     0.723172
49920.75    -0.555556     0.278160     0.989130
49921.00    -0.597848     0.321573     2.369867
49921.25    -0.650806     0.178543     2.171952
49921.50    -0.713590     0.144971     2.122574
49921.75    -0.664680     0.101165     1.438606
49922.00    -0.620735     0.177588     2.223519
49922.25    -0.599220     0.136068     1.675959
49922.50    -0.612599     0.133363     1.486635
49922.75    -0.608386     0.100870     0.847503
49923.00    -0.591457     0.203510     1.686594
49923.25    -0.586421     0.183315     1.155790
49923.50    -0.589494     0.235155     1.103771
49923.75    -0.582960     0.191128     0.847489
49924.00    -0.577558     0.266776     1.400458
49924.25    -0.573926     0.195045     0.631154
49924.50    -0.551317     0.225990     0.439542
49924.75    -0.524174     0.239117     0.391184
49925.00    -0.510881     0.323463     1.206972
49925.25    -0.458475     0.294779     0.464785
49925.50    -0.421174     0.358147     0.278597
49925.75    -0.399982     0.376531    -0.059132
49926.00    -0.390663     0.505124     1.009764
49926.25    -0.382394     0.398845     0.274802
49926.50    -0.377969     0.331175     0.157736
49926.75    -0.362907     0.158384    -0.377445
49927.00    -0.344064     0.129286    -0.074620
49927.25    -0.330154    -0.039843    -1.503210
49927.50    -0.295822    -0.090337    -2.180707
49927.75    -0.282260    -0.104940    -2.731374
49928.00    -0.266335     0.007051    -1.941665
49928.25    -0.206897    -0.031860    -2.845581
49928.50    -0.187025     0.039166    -3.009070
49928.75    -0.188687     0.063516    -3.072872
49929.00    -0.190849     0.162921    -1.904908
49929.25    -0.191555     0.099781    -2.368330
49929.50    -0.178359     0.065523    -2.449050
49929.75    -0.199310     0.011370    -2.633168
49930.00    -0.227762     0.100601    -1.314803
49930.25    -0.221031     0.012931    -2.174398
49930.50    -0.217497     0.045159    -2.071645
49930.75    -0.178236     0.038249    -2.305880
49931.00    -0.137436     0.176524    -1.643814
49931.25    -0.101457     0.171712    -2.598562
49931.50    -0.051647     0.236358    -2.662612
49931.75    -0.075563     0.273868    -2.928251
49932.00    -0.083330     0.358776    -1.825729
49932.25    -0.113456     0.329135    -2.768291
49932.50    -0.120289     0.340068    -2.668827
49932.75    -0.184215     0.280211    -2.900946
49933.00    -0.199142     0.308786    -1.876596
49933.25    -0.206604     0.235865    -2.444619
49933.50    -0.168295     0.222049    -2.371421
49933.75    -0.142075     0.203850    -2.343134
49934.00    -0.134753     0.292046    -0.693399
49934.25    -0.157786     0.276978    -0.296656
49934.50    -0.152975     0.362412     0.580621
49934.75    -0.155002     0.393148     0.938999
49935.00    -0.170794     0.483564     2.461849
49935.25    -0.177150     0.296327     2.309345
49935.50    -0.174310     0.228196     1.579894
49935.75    -0.147597     0.296045     0.289213
49936.00    -0.139489     0.427502     0.733193
49936.25    -0.058768     0.418758    -0.241693
49936.50    -0.032501     0.452688    -0.619618
49936.75     0.003579     0.426771    -1.046750
49937.00    -0.036771     0.489371    -0.201341
49937.25    -0.028048     0.432694    -0.784334
49937.50    -0.041876     0.452264    -0.840795
49937.75    -0.058315     0.487662    -1.069191
49938.00    -0.070837     0.509431    -0.157448
49938.25    -0.089617     0.401199    -0.402579
49938.50    -0.162420     0.376405    -0.243817
49938.75    -0.217695     0.315351    -0.223135
49939.00    -0.242916     0.406845     1.432093
49939.25    -0.303406     0.330189     1.217395
49939.50    -0.315073     0.305643     1.494740
49939.75    -0.372771     0.244027     1.046174
49940.00    -0.361325     0.274457     2.065492
49940.25    -0.387896     0.177455     1.520136
49940.50    -0.374175     0.147706     1.322454
49940.75    -0.340535     0.084918     0.893720
49941.00    -0.331508     0.137703     1.624659
49941.25    -0.345821     0.016143     0.988011
49941.50    -0.344776    -0.004532     0.726204
49941.75    -0.327491    -0.019063     0.448156
49942.00    -0.286300     0.129964     1.180179
49942.25    -0.285923     0.122211     0.482324
49942.50    -0.298053     0.203039     0.306266
49942.75    -0.302265     0.243326     0.096251
49943.00    -0.284753     0.384984     1.186658
49943.25    -0.325212     0.374811     0.654676
49943.50    -0.318612     0.352767     0.379508
49943.75    -0.312717     0.328974     0.116816
49944.00    -0.250224     0.412007     1.348531
49944.25    -0.210386     0.307219     0.732252
49944.50    -0.135121     0.286232     0.619408
49944.75    -0.050942     0.234304     0.538951
49945.00     0.036239     0.305364     1.667203
49945.25     0.110197     0.219876     0.992225
49945.50     0.191593     0.196855     0.801710
49945.75     0.245549     0.131362     0.449519
49946.00     0.294058     0.203793     1.479587
49946.25     0.328704     0.139567     1.090516
49946.50     0.362676     0.165205     0.926595
49946.75     0.414184     0.142135     0.528573
