-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCH2        49718.000    1995     1     1     0
SCH2        52274.750    2001    12    31    18
SCH2      1448636.903 -3385243.649  5191046.936
49869.25    -0.561374     0.371965     2.368726
49869.50    -0.436219     0.552318     1.611135
49869.75    -0.600685     0.285068     0.901699
49870.00    -0.356458     0.138109    -0.569556
49870.25    -0.325632     0.132438    -2.347069
49870.50    -0.229842     0.446347    -3.756024
49870.75    -0.458737     0.381709    -3.377680
49871.00    -0.180639     0.308151    -2.757806
49871.25    -0.104850     0.206441    -2.283478
49871.50    -0.044802     0.349451    -3.171628
49871.75    -0.225424     0.289820    -2.692485
49872.00     0.064484     0.195477    -2.465466
49872.25     0.184061     0.244846    -1.952598
49872.50     0.424618     0.467016    -1.484679
49872.75     0.335147     0.318080    -1.348123
49873.00     0.678318     0.339683    -1.354838
49873.25     0.757432     0.472912    -1.130202
49873.50     0.940742     0.741392    -0.575878
49873.75     0.852617     0.653415    -0.029212
49874.00     1.190223     0.712328     0.616951
49874.25     1.186033     0.730362     0.858135
49874.50     1.426834     1.057410     1.739738
49874.75     1.306741     0.858795     2.777908
49875.00     1.648267     0.867093     4.097587
49875.25     1.666474     0.778206     5.297887
49875.50     1.509308     0.824423     6.124374
49875.75     1.178922     0.434704     5.971286
49876.00     1.257206     0.259276     4.784791
49876.25     1.231282     0.248471     4.398141
49876.50     1.243205     0.367370     2.676089
49876.75     1.019591     0.190463     0.829811
49877.00     1.036238     0.106105    -0.694721
49877.25     0.871832     0.142267    -1.731874
49877.50     0.668199     0.356898    -2.662907
49877.75     0.261137     0.181899    -3.188423
49878.00     0.202271     0.191042    -2.451506
49878.25     0.113745     0.215841    -1.756009
49878.50     0.315087     0.494900    -0.949120
49878.75     0.124276     0.293214    -0.628816
49879.00     0.607600     0.360682    -0.186127
49879.25     0.602234     0.375100    -0.580599
49879.50     0.698086     0.721691    -0.123147
49879.75     0.389806     0.557659     0.654896
49880.00     0.660256     0.587636     2.062475
49880.25     0.825507     0.516925     2.802678
49880.50     1.135488     0.723746     3.879982
49880.75     0.936770     0.561893     4.557985
49881.00     1.173704     0.524436     4.827439
49881.25     1.358889     0.627418     4.567786
49881.50     1.462182     0.962354     3.758158
49881.75     1.116427     0.852414     3.151156
49882.00     1.332381     0.824734     3.238437
49882.25     1.217420     0.719413     2.632521
49882.50     1.122222     0.788586     1.904556
49882.75     0.842672     0.666146     0.720748
49883.00     0.997099     0.657278     0.479418
49883.25     0.878996     0.538216     0.102055
49883.50     0.977539     0.598904    -0.541099
49883.75     0.710231     0.412676    -1.330026
49884.00     0.939004     0.402769    -1.545455
49884.25     0.862926     0.542578    -1.462404
49884.50     0.803701     0.835610    -0.672469
49884.75     0.707859     0.570374     0.648337
49885.00     1.173625     0.427153     0.287703
49885.25     1.361891     0.506295    -0.841382
49885.50     1.378784     0.856697    -1.511872
49885.75     1.055007     0.800705    -0.868626
49886.00     1.263190     0.774010     0.515400
49886.25     1.195426     0.728203     1.226853
49886.50     1.311550     0.989597     2.306447
49886.75     1.165061     0.729572     3.570781
49887.00     1.519401     0.604442     4.788609
49887.25     1.631580     0.405103     6.274122
49887.50     1.815994     0.406131     6.264435
49887.75     1.412313     0.104598     5.497584
49888.00     1.520821    -0.140221     4.996566
49888.25     1.436063    -0.280573     4.490764
49888.50     1.444877    -0.094726     2.023392
49888.75     0.862277    -0.177538    -0.068109
49889.00     0.883551    -0.105106    -0.038527
49889.25     0.766381    -0.060165    -0.115927
49889.50     0.774143     0.136884    -0.757522
49889.75     0.571031     0.137601    -0.404376
49890.00     0.650068     0.208234    -0.681803
49890.25     0.454285     0.268040    -1.349686
49890.50     0.423133     0.621464    -1.462789
49890.75     0.071792     0.509543    -0.651394
49891.00     0.155775     0.389075     0.306398
49891.25     0.172999     0.345289     1.469219
49891.50     0.337642     0.402270     2.286413
49891.75     0.302651     0.124326     2.176114
49892.00     0.712469     0.111159     1.616791
49892.25     0.858150     0.201011     1.038546
49892.50     1.021348     0.494642     0.352047
49892.75     0.781162     0.325280     0.285141
49893.00     1.185671     0.382333     0.075751
49893.25     1.203358     0.338247    -0.349907
49893.50     1.222888     0.467599    -1.172971
49893.75     0.894223     0.222124    -2.131349
49894.00     1.138866     0.142138    -2.958528
49894.25     0.832644     0.085520    -4.826832
49894.50     0.806832     0.346566    -5.781914
49894.75     0.583382     0.246942    -6.483041
49895.00     0.799077     0.225802    -6.813515
49895.25     0.680602     0.312467    -7.144191
49895.50     0.942411     0.651400    -6.260000
49895.75     0.705108     0.547402    -5.157086
49896.00     1.110383     0.625855    -3.715451
49896.25     1.259103     0.678224    -2.851791
49896.50     1.486771     0.963466    -2.421215
49896.75     1.161404     0.843212    -2.277684
49897.00     1.425148     0.836276    -1.945167
49897.25     1.348246     0.906915    -2.736087
49897.50     1.392869     1.159296    -3.322738
49897.75     1.021749     0.885928    -3.271390
49898.00     1.231978     0.748343    -2.589852
49898.25     1.082198     0.733299    -3.333767
49898.50     1.167632     1.018374    -2.777120
49898.75     1.042832     0.906104    -2.001340
49899.00     1.465888     0.861222    -0.745511
49899.25     1.569379     0.906930    -0.492343
49899.50     1.924942     1.219856     0.528405
49899.75     1.653149     1.132973     0.796876
49900.00     1.924363     1.092155     1.682707
49900.25     1.970091     1.100084     2.395536
49900.50     2.092981     1.423938     2.901410
49900.75     1.675309     1.239103     3.143231
49901.00     1.928530     1.106232     3.141173
49901.25     1.889716     1.083878     3.242023
49901.50     2.012401     1.202279     3.153416
49901.75     1.700907     0.860443     3.062163
49902.00     1.842322     0.647596     2.150102
49902.25     1.621879     0.499011     0.875259
49902.50     1.578950     0.709165     0.147081
49902.75     1.264001     0.546819    -0.694439
49903.00     1.360909     0.479985    -1.798656
49903.25     1.292202     0.591345    -2.020549
49903.50     1.349612     0.895396    -2.180344
49903.75     0.975652     0.739478    -1.405000
49904.00     1.154118     0.635384    -1.350968
49904.25     1.232686     0.641958    -1.278648
49904.50     1.363338     0.938367    -1.123272
49904.75     1.069792     0.853555    -0.098033
49905.00     1.503128     0.827857     1.912419
49905.25     1.627234     0.661662     2.956334
49905.50     1.789635     0.776640     2.896387
49905.75     1.614544     0.543848     2.784541
49906.00     1.902625     0.535936     2.640831
49906.25     1.965194     0.629353     2.250803
49906.50     1.975094     1.057982     2.339423
49906.75     1.715418     0.942843     3.295195
49907.00     1.885059     0.811580     3.429696
49907.25     1.831513     0.814720     3.669266
49907.50     2.004373     1.141949     3.819445
49907.75     1.854962     1.057352     3.235794
49908.00     2.163508     1.089391     3.048198
49908.25     2.392970     1.152737     3.116918
49908.50     2.667635     1.365297     3.286401
49908.75     2.310421     1.079443     3.246420
49909.00     2.362017     1.088696     3.196952
49909.25     2.040496     1.042449     2.464680
49909.50     1.786842     1.257123     1.614689
49909.75     1.269286     1.065052     0.944823
49910.00     1.357473     1.037860     0.455791
49910.25     1.226956     0.997442    -0.528532
49910.50     1.258672     1.203634    -0.555957
49910.75     0.957472     0.996989    -0.728493
49911.00     1.065420     0.958107    -0.260761
49911.25     1.135717     1.114723     0.528226
49911.50     1.399905     1.570111     2.554808
49911.75     1.279859     1.243078     5.185167
49912.00     1.585018     0.661499     5.327661
49912.25     1.528337     0.424638     4.373436
49912.50     1.682937     0.654628     3.593461
49912.75     1.423870     0.517450     2.654472
49913.00     1.733960     0.494933     2.259577
49913.25     1.803690     0.486283     2.137139
49913.50     2.031509     0.727713     1.276421
49913.75     1.776237     0.661649     0.352282
49914.00     1.903235     0.678450    -0.978967
49914.25     1.731384     0.769297    -1.894977
49914.50     1.760729     1.073065    -2.412151
49914.75     1.382995     0.893700    -2.555439
49915.00     1.502797     0.894555    -2.198363
49915.25     1.418605     0.962578    -2.217968
49915.50     1.687125     1.176058    -1.475232
49915.75     1.431870     1.003367    -0.992976
49916.00     1.824444     0.906044    -0.028874
49916.25     1.814142     0.989607     0.799472
49916.50     1.969875     1.292669     1.622130
49916.75     1.783271     1.116951     2.634359
49917.00     2.110659     1.094779     3.779778
49917.25     2.100341     1.008073     4.589689
49917.50     2.226941     1.179063     5.449930
49917.75     1.981776     0.954201     6.253469
49918.00     2.102403     0.737696     6.028841
49918.25     2.058718     0.686478     5.854296
49918.50     2.144863     0.894896     5.276612
49918.75     1.783287     0.751893     4.142877
49919.00     1.846477     0.852454     3.914761
49919.25     1.730141     0.941348     3.021101
49919.50     1.764926     1.294344     2.792621
49919.75     1.421417     1.067030     2.756169
49920.00     1.569578     1.018102     2.914299
49920.25     1.453829     0.838450     2.533232
49920.50     1.514086     1.062245     2.349116
49920.75     1.279875     0.930665     3.272162
49921.00     1.406869     0.959254     4.102358
49921.25     1.369629     0.967294     5.754934
49921.50     1.463074     1.027401     7.153990
49921.75     1.280089     0.521535     6.750739
49922.00     1.583177     0.386639     5.834800
49922.25     1.652901     0.392260     4.990453
49922.50     1.900075     0.786997     4.842794
49922.75     1.593320     0.675346     4.585922
49923.00     1.778719     0.803508     5.004877
49923.25     1.634156     0.792984     5.103526
49923.50     1.713049     0.926711     4.360582
49923.75     1.402231     0.665415     3.881545
49924.00     1.613057     0.555651     3.918221
49924.25     1.447696     0.424814     3.581369
49924.50     1.483220     0.598722     3.059945
49924.75     1.151674     0.341864     2.598430
49925.00     1.262844     0.214325     2.147726
49925.25     1.112190     0.135787     0.990488
49925.50     1.120616     0.342666    -0.058144
49925.75     0.666497     0.216013    -0.862608
49926.00     0.789573     0.245280    -1.313074
49926.25     0.642322     0.380766    -2.110893
49926.50     0.617437     0.729068    -2.742111
49926.75     0.265937     0.653778    -1.938404
49927.00     0.567924     0.749983    -0.579667
49927.25     0.694039     0.897049     0.159308
49927.50     0.820282     1.336543     1.649278
49927.75     0.596533     1.100167     3.793877
49928.00     0.892150     0.900261     4.948584
49928.25     0.731339     0.665124     4.718092
49928.50     0.907229     0.730032     4.375963
49928.75     0.596242     0.419095     3.410651
49929.00     0.846187     0.344009     2.361436
49929.25     0.778053     0.397536     1.602813
49929.50     0.921066     0.774683     2.252036
49929.75     0.556047     0.715144     3.054069
49930.00     0.686021     0.610047     4.842985
49930.25     0.698556     0.249533     5.089349
49930.50     0.954000     0.115540     3.360520
49930.75     0.917771    -0.052355     1.193833
49931.00     1.233506     0.090438    -0.151518
49931.25     1.242541     0.206848    -1.384690
49931.50     1.469649     0.609207    -2.435071
49931.75     1.277614     0.590865    -2.045146
49932.00     1.605693     0.673427    -1.512282
49932.25     1.544604     0.770503    -1.709794
49932.50     1.662996     1.165757    -1.324465
49932.75     1.405869     0.964222    -0.136656
49933.00     1.741646     0.836436     0.996038
49933.25     1.649746     0.805841     2.091109
49933.50     1.726774     0.857826     2.804419
49933.75     1.361909     0.382240     2.635731
49934.00     1.561003     0.246789     1.877517
49934.25     1.462748     0.205833     1.361810
49934.50     1.598994     0.473143     0.700958
49934.75     1.353188     0.419179     0.499290
49935.00     1.626346     0.469065     0.202937
49935.25     1.543402     0.482443    -0.712491
49935.50     1.575479     0.797923    -1.351931
49935.75     1.244634     0.567622    -1.837725
49936.00     1.397082     0.573234    -1.690976
49936.25     1.272229     0.520277    -2.039610
49936.50     1.187783     0.851690    -1.708541
49936.75     0.756838     0.639887    -1.316532
49937.00     0.806348     0.543278    -0.584156
49937.25     0.552584     0.467258    -0.054565
49937.50     0.437890     0.590260     0.670051
49937.75     0.195053     0.159445     0.684197
49938.00     0.478545     0.072547     0.089879
49938.25     0.456321     0.014981    -0.479771
49938.50     0.573157     0.335507    -0.643114
49938.75     0.328432     0.142765     0.133792
49939.00     0.596554     0.145578     0.767978
49939.25     0.644230     0.126500     1.392297
49939.50     0.679268     0.453134     2.006500
49939.75     0.312604     0.190630     3.116117
49940.00     0.544311     0.102825     4.124609
49940.25     0.429969    -0.010536     4.534758
49940.50     0.494773     0.252561     4.689529
49940.75     0.302859     0.104323     4.772057
49941.00     0.687196     0.086252     4.908146
49941.25     0.762164     0.097351     4.881088
49941.50     1.118514     0.355681     4.809850
49941.75     0.952353     0.177370     3.605705
49942.00     1.221939     0.183769     2.028198
49942.25     1.094573     0.215997     1.050786
49942.50     1.174555     0.577467     0.557585
49942.75     0.733388     0.426310     0.446319
49943.00     0.968235     0.379947     0.502415
49943.25     0.854507     0.369540     0.000217
49943.50     0.780293     0.599553    -0.653187
49943.75     0.214883     0.446130    -0.589108
49944.00     0.328946     0.444920    -0.101324
49944.25     0.039022     0.534227    -0.104508
49944.50     0.076210     0.881306     0.797498
49944.75    -0.232630     0.736651     2.054060
49945.00     0.014011     0.595154     3.396581
49945.25    -0.023000     0.482385     3.596277
49945.50     0.186050     0.698785     3.480647
49945.75     0.034927     0.368224     3.439874
49946.00     0.327678     0.155822     1.996404
49946.25     0.365999     0.185980     0.453411
49946.50     0.490967     0.432014    -0.648637
49946.75     0.121534     0.340970    -2.326971
