PLAY	PLYCDE	FIELD	FLDCDE	JURIS	LEASE AREA	HC	DISC	PDEP	WDEP	TRAP	DRIVE	PAY	AREA	POR	PERM	TI	PI	SW	API	SPGR	O-GR	YIELD	CUMO	CUMG	RESO	RESG	RFO	RFG
uplp1	1611	SM128	901128	FEDERAL	SOUTH MARSH ISLAND	G	82	4100	220	G	PAR	85	375	0.29		113	1907	0.26	0.0	0.60	0	0.2	6	21591	2	13409		0.85
uplp1	1611	SM130	901130	FEDERAL	SOUTH MARSH ISLAND	O	73	4310	215	G	WD	45	1516	0.30		138	2057	0.27	27.0	0.64	845	13.2	29451	27333	9030	21711	0.54	0.65
uplp1	1611	SM137	901137	FEDERAL	SOUTH MARSH ISLAND	G	73	5792	222	C	COM	94	508	0.30		174	3062	0.18	33.0	0.60	1183	20.5	6434	63053	445	5105	0.46	0.78
uplp1	1611	SM142	901142	FEDERAL	SOUTH MARSH ISLAND	G	66	4027	234	G	PD	82	1084	0.32		124	2337	0.25	0.0	0.60	0	2.0	179	92564	50	19977		0.76
uplp1	1611	SM146	901146	FEDERAL	SOUTH MARSH ISLAND	G	74	5383	238	B	PAR	49	597	0.30		151	2519	0.26	0.0	0.59	0	2.6	59	22873	0	0		0.51
uplp1	1611	SM151	901151	FEDERAL	SOUTH MARSH ISLAND	G	90	3950	251	C	WD	70	109	0.33		117	1852	0.18	0.0	0.60	0	0.6	4	6334	2	2556		0.75
uplp1	1611	SM155	901155	FEDERAL	SOUTH MARSH ISLAND	G	80	6350	262	B	WD	53	172	0.27		149	2968	0.16	0.0	0.60	0	3.1	46	14259	1	641		0.85
uplp1	1611	SM160	901160	FEDERAL	SOUTH MARSH ISLAND	O	84	6192	278	B	COM	15	40	0.29		144	2894	0.20	32.0	0.00	650	0.0	50	32	245	160	0.35	
uplp1	1611	SM172	901172	FEDERAL	SOUTH MARSH ISLAND	G	94	4066	295	G	PAR	25	280	0.29		119	1906	0.28	0.0	0.60	0	5.5	0	1220	30	4278		0.65
uplp1	1611	SM175	901175	FEDERAL	SOUTH MARSH ISLAND	G	73	2842	314	H	WD	38	1578	0.34		110	1432	0.22	38.0	0.60	1658	4.0	11087	44362	1986	9848	0.39	0.82
uplp1	1611	SM205	901205	FEDERAL	SOUTH MARSH ISLAND	G	85	4947	445	J	COM	133	584	0.31		120	2317	0.17	0.0	0.60	0	974.7	0	78819	104685	28584		0.75
uplp1	1611	SP078	913078	FEDERAL	SOUTH PASS	G	78	2895	204	G	PAR	78	2253	0.33		116	1391	0.13	0.0	0.56	0	0.0	0	142833	0	14416		0.75
uplp1	1611	ST036	919036	FEDERAL	SOUTH TIMBALIER	G	87	1572	52	B	WD	35	2262	0.38		89	747	0.30	0.0	0.60	0	1.7	21	12565	4	2694		0.32
uplp1	1611	ST052	919052	FEDERAL	SOUTH TIMBALIER	G	80	1631	59	B	WD	72	2491	0.29		106	779	0.28	0.0	0.58	0	0.4	8	34530	12	16807		0.58
uplp1	1611	ST054	919054	FEDERAL	SOUTH TIMBALIER	G	82	3425	66	B	WD	33	623	0.29		123	1536	0.16	0.0	0.65	0	0.1	2	9710	0	5481		0.64
uplp1	1611	ST111	919111	FEDERAL	SOUTH TIMBALIER	G	71	3291	57	D	WD	11	4020	0.35		109	1545	0.33	0.0	0.57	0	0.8	2	12251	21	17679		0.61
uplp1	1611	ST172	919172	FEDERAL	SOUTH TIMBALIER	G	66	3867	98	B	PAR	44	4149	0.28		120	1848	0.33	0.0	0.60	0	0.2	9	68759	22	95174		0.82
uplp1	1611	ST198	919198	FEDERAL	SOUTH TIMBALIER	G	89	5050	129	B	COM	61	140	0.33		126	2363	0.41	0.0	0.60	0	0.1	1	5723	1	3201		0.75
uplp1	1611	ST301	921301	FEDERAL	SOUTH TIMBALIER	O	78	8261	338	G	PD	28	1292	0.32		163	5693	0.30	33.0	0.61	2973	33.2	3327	24709	4208	13305	0.26	0.57
uplp1	1611	VR245	929245	FEDERAL	VERMILION	G	66	3419	133	G	WD	15	958	0.30		120	1553	0.32	0.0	0.60	0	0.0	0	7544	0	759		0.62
uplp1	1611	VR257	931257	FEDERAL	VERMILION	G	88	3425	149	D	WD	26	227	0.31		114	1608	0.17	0.0	0.60	0	13.0	0	2002	69	3351		0.70
uplp1	1611	VR266	931266	FEDERAL	VERMILION	G	92	3775	162	B	WD	10	275	0.32		115	1770	0.16	0.0	0.60	0	10.0	0	2096	27	626		0.65
uplp1	1611	VR315	931315	FEDERAL	VERMILION	G	84	3900	210	B	PAR	13	80	0.32		117	1829	0.32	0.0	0.60	0	0.0	0	426	0	498		0.75
uplp1	1611	VR320	931320	FEDERAL	VERMILION	G	71	3560	208	J	WD	19	269	0.32		115	1674	0.23	0.0	0.58	0	0.6	1	1624	0	0		0.25
uplp1	1611	VR329	931329	FEDERAL	VERMILION	G	76	3942	219	L	WD	15	1892	0.29		122	1833	0.39	0.0	0.56	0	680.8	0	5050	10354	10159		0.58
uplp1	1611	VR331	931331	FEDERAL	VERMILION	G	77	4012	216	C	PD	40	140	0.30		123	1548	0.17	0.0	0.59	0	0.0	0	3262	0	74		0.51
uplp1	1611	VR369	931369	FEDERAL	VERMILION	B	76	4142	304	G	PAR	110	327	0.32		122	2042	0.27	32.0	0.60	1675	1.2	8215	27776	2110	8078	0.41	0.74
uplp1	1611	VR370	931370	FEDERAL	VERMILION	G	73	5844	301	G	PAR	50	1217	0.30		137	3241	0.31	50.0	0.60	0	2.3	159	74360	17	2816		0.65
uplp1	1611	VR380	931380	FEDERAL	VERMILION	G	77	5883	334	B	WD	101	595	0.30		140	2813	0.28	39.0	0.60	990	2.0	5000	42987	444	14815	0.49	0.60
uplp1	1611	VR397	931397	FEDERAL	VERMILION	G	77	5754	395	C	PAR	27	429	0.31		145	2691	0.17	0.0	0.60	0	4.0	32	8334	2	70		0.37
uplp1	1611	WC498	937498	FEDERAL	WEST CAMERON	G	79	2581	149	B	PAR	22	816	0.32		101	1187	0.24	0.0	0.60	0	0.1	1	9156	0	1929		0.67
uplp1	1611	WC533	937533	FEDERAL	WEST CAMERON	G	73	3356	171	B	WD	60	11230	0.30		119	1582	0.20	0.0	0.56	0	0.0	1	532478	0	27674		0.72
uplp1	1611	WC537	937537	FEDERAL	WEST CAMERON	G	75	2926	187	A	PAR	19	3438	0.29		112	1491	0.29	0.0	0.56	0	0.0	0	35084	1	8075		0.71
uplp1	1611	WC560	937560	FEDERAL	WEST CAMERON	G	76	3102	192	B	PAR	17	1523	0.28		129	1432	0.30	0.0	0.56	0	0.0	0	14117	0	888		0.70
uplp1	1611	WC565	937565	FEDERAL	WEST CAMERON	G	71	3208	189	H	WD	73	4779	0.31		117	1510	0.21	0.0	0.56	0	0.1	11	274036	4	25322		0.77
uplp1	1611	WC576	937576	FEDERAL	WEST CAMERON	G	72	3342	225	B	WD	29	950	0.33		110	1552	0.22	0.0	0.56	0	0.1	2	18008	0	7398		0.77
uplp1	1611	WC586	937586	FEDERAL	WEST CAMERON	G	75	3837	236	C	WD	56	311	0.29		125	1789	0.20	0.0	0.61	0	0.2	0	16572	4	1850		0.84
uplp1	1611	WC587	937587	FEDERAL	WEST CAMERON	G	71	4392	267	C	PAR	63	3000	0.31		144	2019	0.26	0.0	0.57	0	0.2	4	142599	25	20336		0.64
uplp1	1611	WC595	937595	FEDERAL	WEST CAMERON	G	75	4873	244	C	PAR	23	55	0.31		133	2266	0.26	0.0	0.59	0	2.2	2	847	0	0		0.43
uplp1	1611	WC604	937604	FEDERAL	WEST CAMERON	G	84	5306	283	B	WD	18	140	0.28		127	2519	0.18	0.0	0.60	0	0.1	0	2262	0	859		0.71
uplp1	1611	WC617	937617	FEDERAL	WEST CAMERON	G	74	4380	295	B	PD	125	4015	0.30		132	2048	0.25	0.0	0.56	0	0.0	0	557342	0	5190		0.84
uplp1	1611	WC618	937618	FEDERAL	WEST CAMERON	G	81	4933	320	C	PAR	56	412	0.29		133	2376	0.32	0.0	0.59	0	5.7	0	11385	126	10866		0.72
uplp1	1611	WC620	937620	FEDERAL	WEST CAMERON	G	73	4611	299	B	WD	101	2632	0.29		123	2409	0.33	0.0	0.59	0	4.8	615	207456	482	21184		0.65
uplp1	1611	WC630	937630	FEDERAL	WEST CAMERON	G	74	6810	337	B	COM	156	707	0.30		157	3148	0.20	0.0	0.61	0	3.3	446	130120	138	46098		0.76
uplp1	1611	WC639	937639	FEDERAL	WEST CAMERON	G	71	4299	369	B	PD	191	2184	0.30		119	2096	0.28	0.0	0.56	0	0.4	119	365176	51	47741		0.73
uplp1	1611	WC643	937643	FEDERAL	WEST CAMERON	G	75	4600	374	B	COM	141	2162	0.29		127	2198	0.23	0.0	0.58	0	0.9	145	302450	166	49554		0.78
uplf1	1811	EB160	822160	FEDERAL	EAST BREAK	G	76	5897	948	H	COM	46	864	0.30		138	3858	0.22	30.0	0.65	1647	17.6	3363	21483	1778	14307	0.41	0.37
uplf1	1811	EB165	822165	FEDERAL	EAST BREAK	G	84	6769	874	H	PAR	37	341	0.33		134	3264	0.24	0.0	0.60	0	17.2	50	7237	311	13734		0.71
uplf1	1811	EI380	831380	FEDERAL	EUGENE ISLAND	G	74	4714	341	H	WD	65	1803	0.29		132	2244	0.35	0.0	0.60	0	1.3	115	83358	6	12062		0.63
uplf1	1811	EI385	831385	FEDERAL	EUGENE ISLAND	G	85	8606	418	D	WD	80	580	0.27		174	4325	0.36	31.0	0.60	1740	24.0	1447	32622	1675	15148	0.26	0.68
uplf1	1811	EW826	834826	FEDERAL	EWING BANK	O	85	10065	494	H	PAR	157	251	0.29		181	5574	0.26	36.0	0.63	3777	20.5	3879	18270	4751	32463	0.29	0.67
uplf1	1811	GB189	840189	FEDERAL	GARDEN BANKS	O	88	8352	693	G	WD	30	29	0.33		186	5268	0.35	34.0	0.00	2014	0.0	271	537	185	382	0.50	
uplf1	1811	GB224	840224	FEDERAL	GARDEN BANKS	G	84	7775	760	G	WD	67	596	0.31		163	4859	0.28	0.0	0.60	0	0.0	0	16810	0	18357		0.33
uplf1	1811	GB236	840236	FEDERAL	GARDEN BANKS	G	76	6100	691	G	PAR	80	6232	0.31		149	3598	0.20	0.0	0.62	0	0.0	4	226637	10	226882		0.40
uplf1	1811	GB387	840387	FEDERAL	GARDEN BANKS	O	89	7889	2174	G	WD	190	391	0.32		164	5080	0.25	32.0	0.67	2020	20.0	0	0	38533	85080	0.46	0.56
uplf1	1811	GC006	846006	FEDERAL	GREEN CANYON	B	85	5971	607	B	PAR	210	340	0.32		128	3081	0.26	33.0	0.64	3852	12.4	6816	50158	4017	47476	0.46	0.62
uplf1	1811	GC019	846019	FEDERAL	GREEN CANYON	G	87	5785	757	D	PAR	95	350	0.30		136	2704	0.30	0.0	0.60	0	6.4	144	25578	41	3595		0.53
uplf1	1811	GC029	846029	FEDERAL	GREEN CANYON	G	85	8074	1552	H	UNK	10	275	0.33		166	3769	0.40	35.0	0.60	8440	27.4	90	1598	0	0	0.10	0.25
uplf1	1811	GC052	846052	FEDERAL	GREEN CANYON	O	84	3944	605	H	WD	60	504	0.35		117	2381	0.29	35.0	0.60	1363	36.3	8964	10454	8055	15321	0.39	0.65
uplf1	1811	GC184	846184	FEDERAL	GREEN CANYON	O	81	7178	1716	D	PAR	277	489	0.31		149	4537	0.23	34.0	0.60	3529	36.3	16361	71536	22992	105029	0.28	0.67
uplf1	1811	HI552A	854552	FEDERAL	HIGH ISLAND	G	85	7474	264	C	WD	21	516	0.31		151	5584	0.17	0.0	0.56	0	19.7	295	14394	55	3302		0.50
uplf1	1811	HI562A	854562	FEDERAL	HIGH ISLAND	G	91	5561	305	D	WD	47	207	0.34		147	3824	0.20	0.0	0.56	0	3.0	4	1657	54	17379		0.69
uplf1	1811	HI563A	854563	FEDERAL	HIGH ISLAND	G	75	8287	315	B	WD	159	209	0.27		169	4858	0.26	30.0	0.69	1156	21.7	1655	52305	404	10367	0.35	0.81
uplf1	1811	HI567A	854567	FEDERAL	HIGH ISLAND	G	79	6930	289	C	WD	27	188	0.33		165	4604	0.26	0.0	0.60	0	14.6	126	8603	0	0		0.61
uplf1	1811	HI568A	854568	FEDERAL	HIGH ISLAND	G	75	6176	272	C	WD	36	861	0.31		138	3378	0.23	0.0	0.60	0	4.6	156	36740	64	10730		0.67
uplf1	1811	HI571A	854571	FEDERAL	HIGH ISLAND	G	74	6131	280	C	WD	28	351	0.29		151	3522	0.39	0.0	0.60	0	0.1	1	4199	0	0		0.25
uplf1	1811	HI573A	854573	FEDERAL	HIGH ISLAND	O	74	7490	342	G	WD	141	742	0.31		158	5521	0.27	32.0	0.61	1554	18.3	25560	60035	5238	20080	0.31	0.65
uplf1	1811	SS331	896331	FEDERAL	SHIP SHOAL	B	94	9678	364	C	PAR	25	106	0.27		186	4516	0.43	32.0	0.60	1316	54.4	5	90	358	1653	0.28	0.60
uplf1	1811	SS332	896332	FEDERAL	SHIP SHOAL	G	83	12291	428	D	PAR	35	1006	0.28		186	8754	0.21	36.0	0.59	0	41.6	2245	53976	0	0		0.46
uplf1	1811	ST206	919206	FEDERAL	SOUTH TIMBALIER	G	84	4900	164	B	PAR	10	382	0.35		119	2293	0.32	0.0	0.60	0	8.0	0	0	30	3755		0.60
uplf1	1811	ST225	921225	FEDERAL	SOUTH TIMBALIER	G	85	5110	182	B	COM	30	1160	0.32		124	2685	0.26	0.0	0.60	0	0.8	7	20558	36	34255		0.82
uplf1	1811	ST300	921300	FEDERAL	SOUTH TIMBALIER	O	78	8141	333	B	WD	55	1415	0.33		167	4044	0.38	30.0	0.60	2895	60.1	12382	55117	1752	8839	0.18	0.67
uplf1	1811	ST301	921301	FEDERAL	SOUTH TIMBALIER	O	78	9470	338	G	PD	22	529	0.30		174	7031	0.25	32.0	0.61	1330	32.7	4152	5842	722	831	0.35	0.25
uplf1	1811	VR397	931397	FEDERAL	VERMILION	G	77	7211	395	C	PAR	42	614	0.31		163	3368	0.28	30.0	0.60	0	16.1	613	38382	46	2515		0.80
uplf1	1811	VR412	931412	FEDERAL	VERMILION	G	87	4690	459	G	WD	90	503	0.30		126	2195	0.23	32.0	0.65	2150	59.4	1264	16764	2489	36356	0.40	0.73
uplf1	1811	WC630	937630	FEDERAL	WEST CAMERON	G	80	9685	337	B	WD	77	385	0.29		197	4481	0.21	0.0	0.62	0	14.7	839	56954	55	3750		0.85
uplf1	1811	WC639	937639	FEDERAL	WEST CAMERON	G	81	8422	369	B	PD	53	468	0.28		164	7344	0.30	0.0	0.60	0	24.6	932	37603	68	2991		0.56
mplc1	5011	ST086	919086	FEDERAL	SOUTH TIMBALIER	O	60	4070	94	G	PD	9	10	0.29		124	1837	0.24	34.0	0.00	1846	0.0	39	72	0	0	0.31	
mpla1a	5411	EC213	824213	FEDERAL	EAST CAMERON	G	82	3391	107	B	WD	21	790	0.30		111	1592	0.27	0.0	0.61	0	3.5	1	1665	40	9880		0.65
mpla1a	5411	EC215	824215	FEDERAL	EAST CAMERON	G	83	3235	116	D	WD	20	2020	0.36		105	1499	0.24	0.0	0.56	0	0.0	0	18437	0	18		0.36
mpla1a	5411	EC222	824222	FEDERAL	EAST CAMERON	G	71	3540	119	B	PAR	12	739	0.32		126	1858	0.52	0.0	0.57	0	0.1	0	3532	0	326		0.48
mpla1a	5411	EC237	826237	FEDERAL	EAST CAMERON	G	88	4140	125	B	WD	6	258	0.30		120	1940	0.30	0.0	0.60	0	0.0	0	492	0	0		0.25
mpla1a	5411	EC245	826245	FEDERAL	EAST CAMERON	G	63	3717	146	A	WD	55	5136	0.29		119	1743	0.25	0.0	0.60	0	0.1	2	186469	22	17877		0.63
mpla1a	5411	EC257	826257	FEDERAL	EAST CAMERON	G	71	6260	155	C	WD	16	70	0.28		160	3130	0.25	0.0	0.60	0	0.1	0	519	0	0		0.25
mpla1a	5411	EI108	829108	FEDERAL	EUGENE ISLAND	G	79	3983	28		WD	20	600	0.28		110	1870	0.16	0.0	0.56	0	0.0	0	13259	0	0		0.85
mpla1a	5411	EI126	829126	FEDERAL	EUGENE ISLAND	O	57	3400	38		PAR	44	5	0.27		120	1589	0.30	35.0	0.00	494	0.0	89	44	0	0	0.31	
mpla1a	5411	EI175	829175	FEDERAL	EUGENE ISLAND	G	71	3750	84	G	PAR	18	140	0.33		115	1759	0.40	0.0	0.60	0	11.1	0	438	20	1364		0.68
mpla1a	5411	EI238	829238	FEDERAL	EUGENE ISLAND	O	67	5179	147	G	PD	46	58	0.32		130	2405	0.32	38.0	0.00	1272	0.0	255	413	191	155	0.13	
mpla1a	5411	HI071A	849071	FEDERAL	HIGH ISLAND	G	88	3255	83	K	PAR	14	1153	0.33		109	1665	0.16	0.0	0.56	0	0.1	1	17546	0	0		0.79
mpla1a	5411	HI083A	849083	FEDERAL	HIGH ISLAND	G	85	2125	82	A	WD	3	2496	0.35		100	1050	0.26	0.0	0.60	0	0.0	0	0	0	3669		0.60
mpla1a	5411	HI126A	849126	FEDERAL	HIGH ISLAND	G	88	4027	102	J	WD	16	603	0.33		116	1940	0.16	0.0	0.56	0	0.0	0	11108	0	2500		0.85
mpla1a	5411	HI171A	850171	FEDERAL	HIGH ISLAND	G	89	2715	62	J	WD	13	140	0.36		108	1277	0.20	0.0	0.60	0	0.0	0	378	0	1035		0.69
mpla1a	5411	HI200A	850200	FEDERAL	HIGH ISLAND	G	90	2335	75	B	WD	4	83	0.36		100	1262	0.38	0.0	0.56	0	0.0	0	0	0	153		0.60
mpla1a	5411	HI245A	850245	FEDERAL	HIGH ISLAND	G	93	4050	117	B	WD	15	45	0.36		123	2068	0.31	0.0	0.56	0	0.3	0	0	0	676		0.64
mpla1a	5411	HI309A	852309	FEDERAL	HIGH ISLAND	G	74	4467	211	C	WD	18	791	0.31		134	2164	0.17	0.0	0.57	0	0.5	9	16791	0	2217		0.84
mpla1a	5411	SS032	894032	FEDERAL	SHIP SHOAL	O	48	2699	18	G	PAR	18	54	0.32		101	1270	0.38	34.0	0.00	2738	0.0	96	125	56	290	0.11	
mpla1a	5411	SS037	894037	FEDERAL	SHIP SHOAL	G	93	3600	13	B	PAR	18	40	0.30		113	1689	0.30	0.0	0.60	0	8.4	0	0	2	246		0.32
mpla1a	5411	SS058	894058	FEDERAL	SHIP SHOAL	G	90	3660	16	B	PAR	10	140	0.30		114	1717	0.30	0.0	0.60	0	8.5	0	65	4	434		0.32
mpla1a	5411	SS072	894072	FEDERAL	SHIP SHOAL	G	77	3400	30	G	PAR	10	140	0.29		114	1596	0.28	0.0	0.60	0	0.1	0	60	0	372		0.30
mpla1a	5411	SS080	894080	FEDERAL	SHIP SHOAL	G	87	4011	26	B	WD	23	1291	0.31		122	1880	0.16	0.0	0.56	0	0.0	0	16916	0	13391		0.70
mpla1a	5411	SS113	894113	FEDERAL	SHIP SHOAL	G	78	4065	42	G	PAR	35	460	0.30		119	1905	0.16	0.0	0.58	0	0.3	3	10444	3	8519		0.81
mpla1a	5411	SS113A	896113	FEDERAL	SHIP SHOAL	G	83	4036	44	B	WD	41	2218	0.27		120	1856	0.22	0.0	0.57	0	0.3	19	60958	8	26158		0.83
mpla1a	5411	SM257	900257	FEDERAL	SOUTH MARSH ISLAND	G	77	3815	26		WD	26	349	0.32		128	1855	0.31	0.0	0.56	0	0.0	0	9398	0	0		0.85
mpla1a	5411	SM265	900265	FEDERAL	SOUTH MARSH ISLAND	G	84	3800	26		PAR	17	867	0.30		111	1718	0.24	0.0	0.56	0	0.0	0	2993	0	1510		0.25
mpla1a	5411	VR071	929071	FEDERAL	VERMILION	G	91	3200	20		WD	43	225	0.36		108	1503	0.30	0.0	0.60	0	0.4	1	5794	2	3866		0.85
mpla1a	5411	VR107	929107	FEDERAL	VERMILION	G	90	3900	60	D	WD	10	160	0.33		117	1829	0.18	0.0	0.56	0	0.0	0	1582	0	0		0.66
mpla1a	5411	VR115	929115	FEDERAL	VERMILION	G	88	3565	61		WD	14	410	0.32		115	1698	0.24	0.0	0.59	0	0.9	0	1749	5	3294		0.67
mpla1a	5411	VR171	929171	FEDERAL	VERMILION	G	93	4631	86	C	COM	17	140	0.31		126	2168	0.30	0.0	0.60	0	0.5	0	1091	1	1224		0.67
mpla1a	5411	VR191	929191	FEDERAL	VERMILION	G	88	3480	95	B	WD	29	140	0.30		112	1633	0.16	0.0	0.60	0	0.0	0	3285	0	554		0.75
mpla1a	5411	VR215	929215	FEDERAL	VERMILION	G	93	3918	119	C	PAR	42	200	0.27		121	1837	0.28	0.0	0.60	0	3.2	1	4269	19	2022		0.68
mpla1a	5411	VR273	931273	FEDERAL	VERMILION	G	83	5800	169	G	PAR	100	140	0.33		145	2881	0.26	0.0	0.60	0	5.6	82	13406	22	5269		0.66
mpla1a	5411	WC253	935253	FEDERAL	WEST CAMERON	G	83	3700	78	C	WD	7	300	0.30		114	1736	0.30	0.0	0.60	0	0.0	0	437	0	514		0.40
mpla1a	5411	WC281	935281	FEDERAL	WEST CAMERON	G	79	3300	96	D	PD	20	140	0.33		113	1550	0.22	0.0	0.60	0	0.3	0	1295	0	0		0.38
mpla1a	5411	WC459	937459	FEDERAL	WEST CAMERON	G	80	5600	121	C	PAR	17	74	0.26		145	2624	0.32	0.0	0.59	0	0.7	0	427	0	0		0.25
mpla1a	5411	WC464	937464	FEDERAL	WEST CAMERON	G	82	3101	130	B	WD	43	1252	0.28		107	1457	0.21	0.0	0.56	0	0.1	1	29808	2	10332		0.78
mpla1a	5411	WC480	937480	FEDERAL	WEST CAMERON	G	75	3981	139	C	WD	17	298	0.33		125	1851	0.18	0.0	0.58	0	0.4	1	3362	0	0		0.44
mpla1a	5411	WC504	937504	FEDERAL	WEST CAMERON	G	71	3957	146	C	WD	67	303	0.30		140	2025	0.25	0.0	0.56	0	0.4	5	13059	3	7561		0.78
mpla1a	5411	WC537	937537	FEDERAL	WEST CAMERON	G	76	3722	187	A	PAR	13	546	0.30		124	1749	0.32	0.0	0.56	0	0.0	0	1301	0	637		0.25
mpla1a	5411	WC331	939331	FEDERAL	WEST CAMERON	G	82	4230	73	H	PAR	36	40	0.32		127	1982	0.29	0.0	0.56	0	0.1	0	0	0	1068		0.56
mpla1a	5411	WC368	939368	FEDERAL	WEST CAMERON	G	76	3426	74	D	PAR	17	2247	0.35		114	1608	0.19	0.0	0.57	0	0.1	1	15390	1	11601		0.51
mpla1a	5411	WC414	939414	FEDERAL	WEST CAMERON	G	90	2810	92	B	COM	25	275	0.32		104	1322	0.21	0.0	0.60	0	0.7	0	1882	4	3290		0.74
mpla1a	5411	WC427	939427	FEDERAL	WEST CAMERON	G	86	2250	101	H	PAR	44	243	0.33		102	1061	0.24	0.0	0.60	0	0.0	0	6735	0	561		0.85
mpla1a	5411	WC432	939432	FEDERAL	WEST CAMERON	G	90	4267	105	C	WD	26	941	0.30		105	2039	0.17	0.0	0.60	0	0.1	0	3985	2	18867		0.58
mpla1a	5411	WC436	939436	FEDERAL	WEST CAMERON	G	74	4366	115	B	WD	38	345	0.33		134	2033	0.27	0.0	0.62	0	0.5	6	9350	1	3708		0.69
mpla1b	5412	BAY MARCHAND BLOCK 2	415	LOUISIANA/1	BAY MARCHAND BLOCK 2	B	49	2982	38	H		71	319	0.00	0	0	0	0.00	18.7	0.00	2005	0.0	6090	2561	0	0	0.00	0.00
mpla1b	5412	SOUTH PASS BLOCK 24	8442	LOUISIANA/4	SOUTH PASS 	G	76	2584	13	AN									23.0				1	52				
mpla1b	5412	SOUTH PASS BLOCK 26	8464	LOUISIANA/4	SOUTH PASS 	G		3200		D													0	5151				
mpla1b	5412	WEST DELTA BLOCK 27	9484	LOUISIANA/4	WEST DELTA 	G	82	2384	23	H							0		0.0	0.55	0		0	6172				
mpla1b	5412	BM002	803002	FEDERAL	BAY MARCHAND	O	55	3788	50	G	WD	113	169	0.32		136	1828	0.16	25.0	0.00	187	0.0	11470	2033	5599	1155	0.49	
mpla1b	5412	GI041	842041	FEDERAL	GRAND ISLE	G	59	2680	91	B	PAR	16	575	0.30		102	1415	0.25	0.0	0.56	0	0.4	2	6884	1	824		0.85
mpla1b	5412	SP027	909027	FEDERAL	SOUTH PASS	G	62	3357	63	G	WD	49	357	0.36		118	1542	0.17	0.0	0.62	0	0.2	3	20562	0	0		0.84
mpla1b	5412	SP045	909045	FEDERAL	SOUTH PASS	G	83	3254	202	A	PAR	15	140	0.34		111	1642	0.27	0.0	0.60	0	17.5	0	0	31	1764		0.66
mpla1b	5412	ST086	919086	FEDERAL	SOUTH TIMBALIER	G	90	3800	94	G	WD	20	120	0.30		116	1782	0.30	0.0	0.60	0	1.3	2	1309	1	1037		0.85
mpla1b	5412	WD073	942073	FEDERAL	WEST DELTA	G	62	2989	179	B	PAR	19	427	0.37		105	1945	0.16	0.0	0.62	0	0.4	5	13331	0	69		0.85
mplp1	5611	SOUTH PASS BLOCK 42	8508	LOUISIANA/4	SOUTH PASS 	G	90	4200	55								0		0.0	0.57	0		0	1894				
mplp1	5611	BM002	803002	FEDERAL	BAY MARCHAND	O	55	4775	50	G	WD	10	20	0.30		123	2245	0.30	30.0	0.00	894	0.0	59	53	0	0	0.22	
mplp1	5611	EC265	826265	FEDERAL	EAST CAMERON	G	70	6331	172	D	WD	20	133	0.30		145	2961	0.27	0.0	0.65	0	0.2	0	1309	0	0		0.26
mplp1	5611	EC267	826267	FEDERAL	EAST CAMERON	G	85	3962	166	D	WD	39	939	0.32		142	1877	0.20	0.0	0.56	0	0.2	4	16763	0	0		0.34
mplp1	5611	EC271	826271	FEDERAL	EAST CAMERON	B	71	4428	175	C	PAR	144	1152	0.31		144	2085	0.25	30.0	0.59	938	2.5	42945	114713	5766	27465	0.52	0.72
mplp1	5611	EC286	826286	FEDERAL	EAST CAMERON	G	72	6635	186	G	WD	123	210	0.29		153	3245	0.20	0.0	0.60	0	2.7	0	18499	99	18909		0.68
mplp1	5611	EC321	826321	FEDERAL	EAST CAMERON	O	71	5884	217	H	WD	163	831	0.31		146	2985	0.27	32.0	0.60	890	29.7	57824	63893	14164	23100	0.46	0.63
mplp1	5611	EC322	826322	FEDERAL	EAST CAMERON	B	73	4527	225	B	WD	42	695	0.30		127	2243	0.32	32.0	0.63	1453	73.3	5188	15389	1589	7480	0.38	0.67
mplp1	5611	EC338	826338	FEDERAL	EAST CAMERON	B	72	5610	262	H	PAR	97	1391	0.28		147	3109	0.30	39.0	0.62	1166	14.7	34885	98678	8449	19581	0.46	0.63
mplp1	5611	EI205	829205	FEDERAL	EUGENE ISLAND	G	61	5276	106	G	PD	31	287	0.31		143	2489	0.29	0.0	0.63	0	78.0	12	6338	697	2739		0.62
mplp1	5611	EI208	829208	FEDERAL	EUGENE ISLAND	O	60	5391	96	G	WD	61	110	0.33		154	2520	0.24	36.0	0.00	1004	0.0	2950	3089	436	312	0.34	
mplp1	5611	EI231	829231	FEDERAL	EUGENE ISLAND	G	71	6164	111	G	WD	32	448	0.31		139	2918	0.18	0.0	0.60	0	1.6	8	4695	4	3141		0.25
mplp1	5611	EI238	829238	FEDERAL	EUGENE ISLAND	G	65	6859	147	G	PD	56	931	0.30		158	3349	0.33	39.0	0.60	1995	11.5	3015	36512	1710	30641	0.57	0.71
mplp1	5611	EI258	829258	FEDERAL	EUGENE ISLAND	G	70	5980	154	D	WD	53	930	0.27		142	2762	0.36	0.0	0.59	0	4.5	164	37574	31	5479		0.63
mplp1	5611	EI266	829266	FEDERAL	EUGENE ISLAND	G	64	5119	163	B	WD	46	6879	0.33		131	2388	0.22	0.0	0.57	0	0.3	147	424750	6	17542		0.76
mplp1	5611	EI273	831273	FEDERAL	EUGENE ISLAND	G	70	6836	186	H	PAR	141	218	0.29		156	3202	0.26	0.0	0.64	0	2.5	74	33519	20	3742		0.62
