-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
USNO        49718.000    1995     1     1     0
USNO        52274.750    2001    12    31    18
USNO      1112189.893 -4842955.037  3985352.249
49871.00    -0.247419     0.426472     0.002090
49871.25    -0.310514     0.361585    -0.104664
49871.50    -0.154915     0.414772    -0.238116
49871.75    -0.331789     0.324133    -0.127102
49872.00    -0.146111     0.253316     0.349728
49872.25    -0.044592     0.203723     0.034255
49872.50     0.392255     0.298241    -0.070836
49872.75     0.393084     0.225601    -0.782125
49873.00     0.676535     0.365071     0.017093
49873.25     0.733156     0.433520     0.088293
49873.50     0.983266     0.623976     0.746450
49873.75     0.890920     0.687108     1.571156
49874.00     1.050302     0.812104     3.017681
49874.25     1.005652     0.915690     3.693708
49874.50     1.327184     1.099963     4.780663
49874.75     1.172559     1.027425     5.321198
49875.00     1.199028     0.990421     6.422529
49875.25     0.957950     0.805500     6.166779
49875.50     0.848806     0.800369     6.045090
49875.75     0.760510     0.650242     5.676253
49876.00     0.921370     0.578395     5.893248
49876.25     1.052839     0.435499     4.722684
49876.50     1.407576     0.442165     3.993221
49876.75     1.358313     0.262775     2.393779
49877.00     1.467154     0.244105     1.795036
49877.25     1.301310     0.193241     0.386402
49877.50     1.378584     0.314545    -0.608997
49877.75     0.967910     0.202043    -1.346175
49878.00     0.790459     0.214605    -0.853132
49878.25     0.551595     0.210204    -1.063945
49878.50     0.895830     0.400840    -0.267697
49878.75     0.730326     0.289524    -0.140896
49879.00     1.096426     0.405740     1.276145
49879.25     0.923775     0.300284     1.072427
49879.50     1.051244     0.437785     1.871243
49879.75     0.808088     0.308307     1.718802
49880.00     0.855961     0.387059     3.121759
49880.25     0.760841     0.309461     3.322159
49880.50     1.082985     0.489572     4.554195
49880.75     1.056893     0.377916     4.374574
49881.00     1.233919     0.404018     4.666813
49881.25     1.272519     0.402485     4.005146
49881.50     1.462940     0.549752     4.316589
49881.75     1.226540     0.429341     3.528247
49882.00     1.263770     0.501283     3.938001
49882.25     1.232717     0.443007     3.149541
49882.50     1.424213     0.488472     2.900761
49882.75     1.414004     0.361101     1.934714
49883.00     1.544798     0.349491     1.842239
49883.25     1.444130     0.191560     0.620757
49883.50     1.773000     0.191161    -0.485906
49883.75     1.629232     0.079253    -1.682383
49884.00     1.786326     0.108436    -1.438177
49884.25     1.717070     0.044410    -2.420048
49884.50     1.966134     0.064034    -2.971823
49884.75     1.827331    -0.038276    -3.312085
49885.00     2.115884     0.062729    -2.239772
49885.25     2.118261     0.019184    -2.678584
49885.50     2.402136     0.095700    -2.675829
49885.75     2.275672     0.043383    -2.254934
49886.00     2.330441     0.144843    -1.030417
49886.25     2.135326     0.067956    -1.466809
49886.50     2.277335     0.187303    -0.996938
49886.75     2.010949     0.062572    -0.856605
49887.00     2.005289     0.144784     0.773310
49887.25     1.819045     0.095731     0.986107
49887.50     1.852469     0.147479     1.510515
49887.75     1.482767     0.137717     1.957397
49888.00     1.480994     0.225780     3.246848
49888.25     1.231573     0.256260     2.994691
49888.50     1.317417     0.375433     2.828062
49888.75     1.239433     0.367731     2.397295
49889.00     1.288338     0.420636     2.854086
49889.25     1.299430     0.359320     1.567409
49889.50     1.468956     0.478977     1.275638
49889.75     1.410458     0.390879     0.759443
49890.00     1.430690     0.432655     1.326258
49890.25     1.309469     0.385278     0.413188
49890.50     1.467260     0.530231     0.419356
49890.75     1.238247     0.368555    -0.015390
49891.00     1.306052     0.374257     0.657426
49891.25     1.290338     0.312966     0.366606
49891.50     1.469970     0.364631     0.680946
49891.75     1.221800     0.253527     0.564749
49892.00     1.284788     0.306420     1.602082
49892.25     1.302857     0.309096     1.540004
49892.50     1.562700     0.494389     2.266038
49892.75     1.380282     0.443123     2.143701
49893.00     1.588765     0.585007     3.290623
49893.25     1.507970     0.555983     2.711523
49893.50     1.470209     0.679794     2.760503
49893.75     1.167885     0.538394     2.089050
49894.00     1.249467     0.579590     2.733852
49894.25     1.013353     0.525633     1.669767
49894.50     1.215471     0.671024     1.350024
49894.75     1.147284     0.614954     0.692612
49895.00     1.356808     0.641023     0.799777
49895.25     1.297592     0.661931    -0.099451
49895.50     1.823838     0.829534     0.121215
49895.75     1.647888     0.718853    -0.481289
49896.00     1.989410     0.731576     0.127148
49896.25     2.029317     0.678473    -0.227343
49896.50     2.287669     0.803664     0.329755
49896.75     1.961189     0.657879    -0.052477
49897.00     2.069725     0.666895     1.000206
49897.25     1.952076     0.627910     0.518177
49897.50     2.132776     0.731821     0.799784
49897.75     1.734642     0.538817     0.421992
49898.00     1.677066     0.500462     1.333712
49898.25     1.325463     0.415238     0.691930
49898.50     1.535575     0.563299     1.211535
49898.75     1.403668     0.457453     1.264514
49899.00     1.606168     0.503861     2.595444
49899.25     1.570400     0.458656     2.585697
49899.50     2.067815     0.604273     3.345739
49899.75     1.926647     0.498048     3.289159
49900.00     2.155726     0.530037     3.697691
49900.25     2.079549     0.469111     3.226541
49900.50     2.274860     0.594340     3.311267
49900.75     1.878064     0.500929     2.769678
49901.00     2.138587     0.622279     3.500737
49901.25     2.170759     0.602438     2.768383
49901.50     2.500879     0.756024     2.770437
49901.75     2.293186     0.672979     2.352498
49902.00     2.346018     0.693472     2.697220
49902.25     2.193755     0.613763     1.500178
49902.50     2.319683     0.710037     1.205087
49902.75     2.072274     0.565104     0.328270
49903.00     2.086815     0.514408     0.293062
49903.25     1.942902     0.436253    -0.382888
49903.50     2.128394     0.564317    -0.310293
49903.75     1.844155     0.450888    -0.795859
49904.00     1.870307     0.441854    -0.179571
49904.25     1.783263     0.360002    -0.404982
49904.50     1.887828     0.436810     0.060327
49904.75     1.665302     0.253377    -0.045846
49905.00     1.998005     0.263313     1.340431
49905.25     2.063962     0.222285     1.421005
49905.50     2.293283     0.282177     1.732845
49905.75     2.155848     0.125210     1.589558
49906.00     2.371453     0.204261     2.648206
49906.25     2.246529     0.140908     2.492285
49906.50     2.360391     0.269892     2.773782
49906.75     2.259931     0.150242     2.431718
49907.00     2.402465     0.230040     3.056910
49907.25     2.242000     0.202202     2.088817
49907.50     2.495282     0.439103     2.586190
49907.75     2.388687     0.430799     2.519017
49908.00     2.498553     0.548071     3.134653
49908.25     2.608546     0.606648     2.851944
49908.50     2.987219     0.760506     3.072875
49908.75     2.684946     0.644438     2.464071
49909.00     2.668881     0.737546     2.950720
49909.25     2.402299     0.688426     2.256412
49909.50     2.317964     0.783116     2.230241
49909.75     1.890875     0.641073     1.392605
49910.00     1.990647     0.669140     1.653668
49910.25     1.680787     0.577361     0.749119
49910.50     1.773892     0.679437     0.773805
49910.75     1.486747     0.554448     0.197784
49911.00     1.417387     0.551684     0.728245
49911.25     1.316218     0.483009     0.576239
49911.50     1.655003     0.547427     0.711139
49911.75     1.503297     0.388884     0.673666
49912.00     1.631460     0.362273     1.315494
49912.25     1.524593     0.270545     0.820660
49912.50     1.788886     0.422315     1.243209
49912.75     1.435195     0.297761     0.903988
49913.00     1.651812     0.377805     1.894226
49913.25     1.650621     0.362176     1.696585
49913.50     2.039622     0.503417     1.796434
49913.75     1.926892     0.466314     1.626176
49914.00     2.107516     0.580357     2.543197
49914.25     2.036283     0.532150     1.705678
49914.50     2.417995     0.742790     1.894982
49914.75     2.206603     0.616379     1.671857
49915.00     2.251922     0.676566     2.667377
49915.25     2.133283     0.647678     2.443938
49915.50     2.436875     0.755002     3.429541
49915.75     2.309494     0.654538     3.414569
49916.00     2.466808     0.680600     4.692105
49916.25     2.311436     0.609622     4.689874
49916.50     2.420859     0.665829     4.974864
49916.75     2.261161     0.489235     4.432943
49917.00     2.384686     0.491071     5.023843
49917.25     2.318005     0.315970     3.915945
49917.50     2.567896     0.411827     3.567431
49917.75     2.439821     0.361538     3.110682
49918.00     2.426851     0.435152     3.615513
49918.25     2.323519     0.459835     2.998349
49918.50     2.541892     0.664620     3.338767
49918.75     2.120629     0.559977     3.058598
49919.00     2.149020     0.613793     3.716822
49919.25     1.949076     0.591472     3.157318
49919.50     2.174052     0.757618     3.589408
49919.75     2.016465     0.611311     3.185751
49920.00     2.112212     0.654680     3.692380
49920.25     1.998480     0.561542     2.874690
49920.50     2.226891     0.697676     3.230059
49920.75     2.055961     0.574551     3.235849
49921.00     2.053989     0.581981     4.137277
49921.25     1.956219     0.520189     4.211277
49921.50     2.162042     0.585288     4.705601
49921.75     1.999403     0.386391     4.507303
49922.00     2.123702     0.408078     4.991123
49922.25     2.079093     0.324254     4.024063
49922.50     2.457523     0.523779     4.244424
49922.75     2.288003     0.408724     3.783012
49923.00     2.451952     0.487509     4.299012
49923.25     2.338257     0.448688     3.834051
49923.50     2.556219     0.585439     3.559233
49923.75     2.287043     0.445339     3.004458
49924.00     2.366651     0.463099     3.902151
49924.25     2.070438     0.363258     3.227277
49924.50     2.186943     0.432451     3.388380
49924.75     1.866623     0.285802     2.879129
49925.00     1.772870     0.300435     3.401454
49925.25     1.538950     0.214525     2.354221
49925.50     1.750026     0.359055     2.287374
49925.75     1.394075     0.257885     1.486793
49926.00     1.374274     0.328954     1.957730
49926.25     1.164277     0.303918     0.919026
49926.50     1.308848     0.445438     0.859584
49926.75     1.037617     0.322063     0.361858
49927.00     1.207450     0.329702     0.934015
49927.25     1.219126     0.207455     0.366951
49927.50     1.490487     0.261512     0.439093
49927.75     1.385543     0.090636     0.272851
49928.00     1.729339     0.172832     0.979315
49928.25     1.552382     0.101928     0.192202
49928.50     2.007125     0.246573     0.310502
49928.75     1.836846     0.131596    -0.114104
49929.00     1.953542     0.186611     0.690180
49929.25     1.761034     0.113282     0.090168
49929.50     2.064621     0.196358     0.203065
49929.75     1.710739     0.024605    -0.264692
49930.00     1.766446     0.044470     0.620536
49930.25     1.749108    -0.034455     0.000656
49930.50     1.973055     0.083385     0.242205
49930.75     1.788814    -0.022670     0.082864
49931.00     2.117387     0.106110     0.785955
49931.25     2.269936     0.106561    -0.012469
49931.50     2.846374     0.313095     0.162041
49931.75     2.914762     0.259271    -0.298754
49932.00     3.218838     0.391864     0.644716
49932.25     3.214089     0.350122    -0.256518
49932.50     3.642408     0.542124     0.079871
49932.75     3.439212     0.395582    -0.046500
49933.00     3.571891     0.374656     0.907647
49933.25     3.280917     0.250251     0.614904
49933.50     3.408715     0.340403     1.161586
49933.75     2.924201     0.183267     1.129543
49934.00     2.848197     0.283125     2.437881
49934.25     2.438252     0.240276     2.180835
49934.50     2.597753     0.487349     2.919395
49934.75     2.298017     0.437446     2.932946
49935.00     2.328285     0.565223     4.168216
49935.25     2.071504     0.529464     3.568299
49935.50     2.331705     0.761122     4.003863
49935.75     2.226844     0.576328     3.306537
49936.00     2.353058     0.560518     2.907810
49936.25     2.262194     0.449305     1.277743
49936.50     2.381279     0.622168     0.909554
49936.75     2.058180     0.424955    -0.371964
49937.00     1.998634     0.460581     0.215646
49937.25     1.789956     0.340208    -0.762795
49937.50     1.873154     0.500391    -0.449053
49937.75     1.444780     0.340545    -0.963437
49938.00     1.500736     0.373813     0.109238
49938.25     1.243491     0.266349    -0.298512
49938.50     1.420721     0.404823     0.424292
49938.75     1.128458     0.275061     0.685084
49939.00     1.115025     0.292799     1.818430
49939.25     0.968515     0.192127     1.642562
49939.50     1.128383     0.345261     2.195373
49939.75     0.765313     0.143381     1.923164
49940.00     0.908781     0.153435     2.721153
49940.25     0.626925     0.058773     2.149039
49940.50     0.761219     0.186500     2.284373
49940.75     0.492514     0.034921     1.886647
49941.00     0.579845     0.093295     2.751541
49941.25     0.491497     0.051248     2.238305
49941.50     0.821060     0.223769     2.776425
49941.75     0.702961     0.143746     2.855296
49942.00     1.107979     0.206741     3.279800
49942.25     1.117293     0.200297     2.668558
49942.50     1.468722     0.412471     2.609646
49942.75     1.293640     0.355166     2.141332
49943.00     1.417232     0.426478     2.898820
49943.25     1.210944     0.375174     2.185796
49943.50     1.333755     0.489040     2.129542
49943.75     0.799464     0.344064     1.534931
49944.00     0.727128     0.395965     2.134055
49944.25     0.332599     0.325024     1.324723
49944.50     0.457715     0.421896     1.257846
49944.75     0.172860     0.310816     0.917104
49945.00     0.272588     0.383934     1.824354
49945.25     0.124384     0.331783     1.331993
49945.50     0.385319     0.455227     1.323024
49945.75     0.210976     0.375174     1.283767
49946.00     0.318238     0.448976     1.994446
49946.25     0.246192     0.421860     1.580975
49946.50     0.454215     0.572865     1.808253
49946.75     0.208429     0.501737     1.329771
