c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995031000436	19950310	00436	EU  	1995	3	10	95ZZZX1052       	1	19950222	G	6120	117150071	BLADE           			BOLKMS	117   	BK117B1     	5626012	EU  										BALANCE WEIGHT	DEFECTIVE       	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	05	215AE	2288 			1277	7216				MAIN ROTOR BLADE BALANCE WEIGHT IS SHIFTING DUE TO CENTRIFUGAL FORCE HWICH CAUSES LEAD WEIGHT TO BULGE THE BLADE OUTER S	KIN BEYOND LIMITS RENDERING THE BLADE UNSERVICEABLE.					1	G	7	2 	3U				H13EU   					 
1995031000440	19950310	00440	SW  	1995	3	10	95ZZZX1056       	1	19950126	G	6300	206010335001	LEVER ASSEMBLY  		206010350021	BELL  	206   	206L1       	1182107	SW  										PYLON	WORN            	B			ALGR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	27545		411  			45234				DAILY INSPECTION FOUND BUSHINGS AND BEARINGS WORN BEYOND LIMITS.  PARTS REQUIRING REPLACEMENT:  4 EACH, PN 206-010-338-0	01 SPACERS, 4 EACH, PN 206-010-337-001 BEARINGS, 2 EACH, NAS6605D64 BOLTS.  NORMAL OPERATION CAUSES PARTS TO WEAR OUT TO	O SOON.  SPACERS, BEARINGS, AND BOLTS TT 410.5.				1	G	7	1 	3U				H2SW    					 
1995031000441	19950310	00441	SW  	1995	3	10	95ZZZX1057       	1	19950126	G	6230	206010336005	LINK IDLER      		206010350021	BELL  	206   	206L1       	1182107	SW  										PYLON	WORN            	B			ALGR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	27545		411  			45234				DAILY INSPECTION FOUND BUSHINGS AND BEARINGS WORN BEYOND LIMITS.  PARTS REQUIRING REPLACEMENT:  4 EACH, PN 206-010-338-0	01 SPACERS, 4 EACH, PN 206-010-337-001 BEARINGS, 2 EACH, NAS6605D64 BOLTS.  NORMAL OPERATION CAUSES PARTS TO WEAR OUT TO	O SOON.  SPACERS, BEARINGS, AND BOLTS TT 410.5.				1	G	7	1 	3U				H2SW    					 
1995031000442	19950310	00442	SW  	1995	3	10	95ZZZX1058       	1	19950124	G	5302	206031403001	FITTINGS        		206033004177	BELL  	206   	206L4       	1182110	SW  										T/B ATTACH	LOOSE RIVETS    	B			ALGR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	172AL	1377 	450  		52061	52065				DURING PHASE INSPECTION, FOUND WORKING (LOOSE) RIVETS ON ALL FOUR TAILBOOM ATTACH FITTINGS.  SUSPECT CAUSE IS USE OF E-R	IVETS AND SOME BAD RIVET BUCK TAILS.					1	G	7	1 	3U			NC	H2SW    					 
1995031000443	19950310	00443	SW  	1995	3	10	95ZZZX1059       	1	19950124	G	5302	206031403005	FITTINGS        		206033004177	BELL  	206   	206L4       	1182110	SW  										T/B ATTACH	LOOSE RIVETS    	B			ALGR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	172AL	1377 	450  		52061	52065				DURING PHASE INSPECTION, FOUND WORKING (LOOSE) RIVETS ON ALL FOUR TAILBOOM ATTACH FITTINGS.  SUSPECT CAUSE IS USE OF E-R	IVETS AND SOME BAD RIVET BUCK TAILS.					1	G	7	1 	3U			NC	H2SW    					 
1995031000573	19950310	00573	EA  	1995	3	10	95ZZZX1082       	2	19950216	G	7414	10382543	BREAKER CAM     	BENDIX      	D6LN2031    	CESSNA	182   	TR182       	2072735	CE  	LYC   	O540  	O540L3C5    	41532	EA  					ENGINE MAG	LOOSE           	D	L			O				OTHER                   				R	W		PARTIAL RPM/PWR LOSS      	INADEQUATE Q C            		CL	CLIMB          	1			NM	09	756QU	1520 			22655K	R18201131	L2151640A			ACFT HAD EXCESS POWER LOSS FROM ENGINE ON CLIMBOUT.  INVESTIGATION FOUND MAG BREAKER DRIVE CAM SLIPPING.  CAM SCREW WAS 	TIGHT AND TO SPECS.  SUBMITTER SUSPECTS TAPER ON ROTOR SHAFT TO BE OUT OF TOLERANCE ALLOWING CAM TO BOTTOM OUT.					1	H	7	1 	3O	3	O		3A13    	E295				 
1995031000574	19950310	00574	CE  	1995	3	10	95ZZZX1083       	1	19950201	G	3233	12810013	ACTUATOR        			CESSNA	172   	172RG       	2072438	CE  										MLG	CRACKED         	D	S			K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	17										THE FEBRUARY ISSUE STATED THE BOLTS USED TO SECURE MLG ACTUATOR WERE NOT DRILLED AND WERE LOOSE.  SUBMITTER SUGGESTS THE	SE BOLTS SHOULD HAVE DRILLED HEADS AND SHOULD BE SAFETY WIRED.  SUBMITTER HAS FOUND NUMEROUS CRACKED ACTUATORS, ALL WITH	 PROPERLY TORQUED BOLTS.  HOWEVER, THESE CRACKED ACTUATORS WERE ACCOMPANIED BY THE PISTON ROLLER AND BEARING MOVED OUTWA	RD ABOUT .25 INCH.  ALL AIRCRAFT WERE INSPECTED EVERY 100 HOURS.  THE CRACK WAS FOUND SOMETIMES ONLY ON ONE SIDE, SOMETI	MES BOTH SIDES.  CAUSE UNKNOWN.		1	H	7	1 	3O				3A17    					 
1995031000575	19950310	00575	NE  	1995	3	10	95ZZZX1084       	1	19950131	G	6710	7640000014055	CONTROL TUBE    			SKRSKY	S76   	S76B        	8143007	NE  										BROOM CLOSET	CHAFED          	D	S			K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	5AC	1302 				760348				DURING FLIGHT CONTROL INSPECTION, FOUND COLLECTIVE PUSH/PULL TUBE CHAFED ON FORWARD SIDE BOTTOM END.  TUBE CHAFED ON KEL	VAR STRUCTURE AND RIVETS. TUBE LOCATED IN BROOM CLOSET AREA AFT OF CREW SEATS.					1	G	7	2 	4U				H1NE    					 
1995031000576	19950310	00576	WP  	1995	3	10	95ZZZX1085       	1	19950213	G	2842	269A4609	SENDER          		269A83469   	HUGHES	269   	269B        	4470502	WP  										MAIN FUEL TANK	STICKING        	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	09	9474F					1160278				FUEL GAUGE REPORTED TO BE INOP.  INSPECTION REVEALED THAT FUEL SENDER WAS CORRODED AND STICKING IN LOWER POSITION.  PART	 TOTAL TIME AND TIME OF INSTALLATION UNKNOWN.					1	G	7	1 	3O				4H12    					 
1995031000577	19950310	00577	EU  	1995	3	10	95ZZZX1086       	1	19950210	G	5531	1090372453	SPAR            			AGUSTA	A109  	A109A2      	0260120	EU  										VERTICAL FIN	CRACKED         	B			KUVR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	19	109RP	384  				7387				DURING COMPLIANCE WITH MANDATORY B.T. 109-96, FOUND AFT VERTICAL FIN SPAR CRACKED AT LOWER END ABOVE HEAVY 'H' BRACKET O	N REAR OF SPAR.  THIS IS THE SECOND INSTANCE FOUND ON THIS SERIES ACFT.  REPAIRED PER AGUSTA SUPPLIED DRAWINGS.					1	G	7	2 	3U				H7EU    					 
1995031000578	19950310	00578	EU  	1995	3	10	95ZZZX1087       	1	19950113	G	7120	365A51103800	MOUNT           			AEROSP	SA365 	AS365N2     	8680815	EU  										LT ENG REAR	CRACKED         	B			OF1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	25	365AH					6379				MOUNT CRACKED FROM OUTSIDE DIAMETER OF WASHER AT MOUNTING STUD TO OUTBOARD EDGE OF MOUNT.  LIGHT RADIUS ON OUTSIDE DIAME	TER OF WASHER MAY ELIMINATE CRACKING.  BELIEVE PART T.T. TO BE THE SAME AS AFTT 734.8.					1	G	7	2 	3U			RT	H10EU   					 
1995031000579	19950310	00579	SW  	1995	3	10	95ZZZX1088       	1	19950205	G	2620	209070280101	SWITCH          			BELL  	412   	412         	1182202	SW  										FIRE EXT	DEFECTIVE       	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	4UV	3598 				33199				DURING 600-HOUR FIRE EXTINGUISHER VOLT CHECK, FOUND NO POWER TO NR 1 ENGINE RESERVE SYSTEM AND MAIN SYSTEM WAS INTERMITT	ENT.  TEE HANDLE CONSISTS OF 8 MICROSWITCHES.  WHEN TEE HANDLE WAS PULLED, SLIDER BAR FORCED TAB DOWN TO ENGAGE MICROSWI	TCHES.  SLIDER BAR WAS LOOSE AND TAB SLIGHTLY BENT PREVENTING ENGAGEMENT OF TWO OUTBOARD MICROSWITCHES.				1	G	7	2 	4U				H4SW    					 
1995031000581	19950310	00581	EU  	1995	3	10	95ZZZX1090       	1	19950120	G	6210	355A11002004	BLADE           			AEROSP	AS355 	AS355F1     	8680810	EU  										STA 1360MM	CRACKED         	H				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	25	707WR	1696 			2798	5239				DURING A PRE-FLIGHT INSPECTION, PILOT IDENTIFIED THE SUSPECTED DEFECT AND NOTIFIED MAINTENANCE.  UPON INSPECTION, A CRAC	K WAS DETECTED ON THIS MAIN ROTOR BLADE AT STATION 1360MM.  CRACK LENGTH WAS 150MM CORDWISE.  AS355 MAIN ROTOR BLADES HA	VE A HISTORY OF THIS DEFECT IN THE AREA OF STATION 1000MM TO STATION 1400MM.				1	G	7	2 	3U				H11EU   					 
1995031000582	19950310	00582	CE  	1995	3	10	95ZZZX1091       	1	19950201	G	5312	24130018	BULKHEAD        			CESSNA	172   	172RG       	2072438	CE  										RUD TORQUE TUBE	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	03	966LA	4133 				172RG1102				FOUND UPPER BULKHEADS CRACKED AT TOP OF RUDDER PEDAL TORQUE TUBE OPENING JUST AFT OF MOUNTING BOLT FOR PN 2460004-1 BELL	CRANK ASSY.  LT SIDE CRACKED COMPLETELY THROUGH.  RT SIDE ALSO DAMAGED DUE TO BOLT HEAD ON THE BELLCRANK HITTING IT.  FO	UND UPPER BULKHEADS, PN 2413001-5 & PN 2413001-8, & LOWER BULKHEADS, PN 2413001-3 & PN 2413001-4, CRACKED AT AFT BOLT HO	LE FOR PN 20670011-1 RUDDER TORQUE TUBE BEARING ASSYS.  LT BULKHEADS WERE FOUND IN WORSE CONDITION THAN RT.  ACFT HAS HA	D 1 LANDING WHERE NOSE GEAR FOLDED & IS USED FOR FLT TRAINING.  RECOMMEND THOROUGH INSP OF AREA EVERY 100 HRS.  UPPER BU	LKHEADS NEED TO BE REINFORCED AT TOP EDGE OF OPENING & STRONGER MTNG FOR RUDDER BEARING BLKS NEEDS TO BE DEVELOPED.	1	H	7	1 	3O				3A17    					 
1995031000583	19950310	00583	CE  	1995	3	10	95ZZZX1092       	1	19950201	G	5312	24130015	BULKHEAD        			CESSNA	172   	172RG       	2072438	CE  										RUD TORQUE TUBE	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	03	966LA	4133 				172RG1102				FOUND UPPER BULKHEADS CRACKED AT TOP OF RUDDER PEDAL TORQUE TUBE OPENING JUST AFT OF MOUNTING BOLT FOR PN 2460004-1 BELL	CRANK ASSY.  LT SIDE CRACKED COMPLETELY THROUGH.  RT SIDE ALSO DAMAGED DUE TO BOLT HEAD ON THE BELLCRANK HITTING IT.  FO	UND UPPER BULKHEADS, PN 2413001-5 & PN 2413001-8, & LOWER BULKHEADS, PN 2413001-3 & PN 2413001-4, CRACKED AT AFT BOLT HO	LE FOR PN 20670011-1 RUDDER TORQUE TUBE BEARING ASSYS.  LT BULKHEADS WERE FOUND IN WORSE CONDITION THAN RT.  ACFT HAS HA	D 1 LANDING WHERE NOSE GEAR FOLDED & IS USED FOR FLT TRAINING.  RECOMMEND THOROUGH INSP OF AREA EVERY 100 HRS.  UPPER BU	LKHEADS NEED TO BE REINFORCED AT TOP EDGE OF OPENING & STRONGER MTNG FOR RUDDER BEARING BLKS NEEDS TO BE DEVELOPED.	1	H	7	1 	3O				3A17    					 
1995031000584	19950310	00584	CE  	1995	3	10	95ZZZX1093       	1	19950201	G	5312	24130013	BULKHEAD        			CESSNA	172   	172RG       	2072438	CE  										RUD TORQUE TUBE	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	03	966LA	4133 				172RG1102				FOUND UPPER BULKHEADS CRACKED AT TOP OF RUDDER PEDAL TORQUE TUBE OPENING JUST AFT OF MOUNTING BOLT FOR PN 2460004-1 BELL	CRANK ASSY.  LT SIDE CRACKED COMPLETELY THROUGH.  RT SIDE ALSO DAMAGED DUE TO BOLT HEAD ON THE BELLCRANK HITTING IT.  FO	UND UPPER BULKHEADS, PN 2413001-5 & PN 2413001-8, & LOWER BULKHEADS, PN 2413001-3 & PN 2413001-4, CRACKED AT AFT BOLT HO	LE FOR PN 20670011-1 RUDDER TORQUE TUBE BEARING ASSYS.  LT BULKHEADS WERE FOUND IN WORSE CONDITION THAN RT.  ACFT HAS HA	D 1 LANDING WHERE NOSE GEAR FOLDED & IS USED FOR FLT TRAINING.  RECOMMEND THOROUGH INSP OF AREA EVERY 100 HRS.  UPPER BU	LKHEADS NEED TO BE REINFORCED AT TOP EDGE OF OPENING & STRONGER MTNG FOR RUDDER BEARING BLKS NEEDS TO BE DEVELOPED.	1	H	7	1 	3O				3A17    					 
1995031000585	19950310	00585	CE  	1995	3	10	95ZZZX1094       	1	19950201	G	5312	24130014	BULKHEAD        			CESSNA	172   	172RG       	2072438	CE  										RUD TORQUE TUBE	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	03	966LA	4133 				172RG1102				FOUND UPPER BULKHEADS CRACKED AT TOP OF RUDDER PEDAL TORQUE TUBE OPENING JUST AFT OF MOUNTING BOLT FOR PN 2460004-1 BELL	CRANK ASSY.  LT SIDE CRACKED COMPLETELY THROUGH.  RT SIDE ALSO DAMAGED DUE TO BOLT HEAD ON THE BELLCRANK HITTING IT.  FO	UND UPPER BULKHEADS, PN 2413001-5 & PN 2413001-8, & LOWER BULKHEADS, PN 2413001-3 & PN 2413001-4, CRACKED AT AFT BOLT HO	LE FOR PN 20670011-1 RUDDER TORQUE TUBE BEARING ASSYS.  LT BULKHEADS WERE FOUND IN WORSE CONDITION THAN RT.  ACFT HAS HA	D 1 LANDING WHERE NOSE GEAR FOLDED & IS USED FOR FLT TRAINING.  RECOMMEND THOROUGH INSP OF AREA EVERY 100 HRS.  UPPER BU	LKHEADS NEED TO BE REINFORCED AT TOP EDGE OF OPENING & STRONGER MTNG FOR RUDDER BEARING BLKS NEEDS TO BE DEVELOPED.	1	H	7	1 	3O				3A17    					 
1995031000586	19950310	00586	SO  	1995	3	10	95ZZZX1095       	2	19950201	G	8540		GEAR            			TCRAFT	19    	F19         	9230703	GL  	CONT  	O200  	O200A       	17020	SO  					CRANKSHAFT	FAILED          	D				A				UNSCHED LANDING         				Y			ENGINE STOPPAGE           			CR	CRUISE         	1			SO	04	20001					F126	255880			ACFT ON LOCAL FLIGHT WHEN ENGINE QUIT AT 1,000 FEET AGL.  EMERGENCY LANDING MADE WITH ACFT DAMAGE.  INVESTIGATION FOUND 	RT MAG BROKEN AT BASE.  BOLTS HOLDING GEAR TO CRANKSHAFT FAILED.  STARTER AND CLUTCH FROZEN.					1	H	7	1 	3O	3	O		1A9     	E252				 
1995031000587	19950310	00587	SO  	1995	3	10	95ZZZX1096       	1	19950201	G	3230	025702	FITTING         			PIPER 	PA32  	PA32R301    	7103218	SO  										NLG DRAG LINK	MISMFG          	D	S	A		K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			EA	13	8473C					32R8213014				WHILE INSTALLING KIT, PN 766-253 TO COMPLY WITH AD 93-05-10 AND SB 955, FOUND THAT WHEN NOSE GEAR WAS FULLY RETRACTED, T	HE INSTALLED FITTING (PN 02570-2) WAS PLACING A STRAIN ON THE SUPPORT ASSY (PN 02867-2) THAT WAS ALSO INSTALLED IN THE K	IT.  AFTER CONTACTING PIPER, FOUND THAT SOME OF THE FIRST KITS DELIVERED MAY HAVE HAD A FITTING THAT WAS INCORRECTLY MIL	LED.  A NEW FITTING )PN 02570-2) WAS INSTALLED AND THIS CORRECTED THE PROBLEM.			1	L	7	1 	3O				A3SO    					 
1995031000588	19950310	00588	CE  	1995	3	10	95ZZZX1097       	1	19950104	G	2820		LINE            			CESSNA	206   	U206F       	2073333	CE  										TIP TANK FUEL	CORROSION       	C			NZBC	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			AL	05	8295Q	1000 				U20603156				DURING AN ANNUAL INSPECTION OF ACFT, LT WING TIP FUEL TANK (FLINT AERO) FUEL LINE TO TRANSFER PUMP FOUND TO HAVE FUEL ST	AINS IN SEVERAL PLACES & WAS WET TO THE TOUCH.  UPON REMOVAL OF FUEL LINE FOR INSP, FOUND SEVERAL PIN HOLES IN AREAS OF 	THE FUEL STAINS & CORROSION WAS PRESENT INSIDE.  FLINT AERO NOTIFIED & SAMPLES OF TUBING WHERE THE PIN HOLES WERE FOUND 	WERE SENT TO THEM AT THEIR REQUEST.  BOTH LT AND RT WING FUEL LINES FORM THE WING TIP FUEL TANK TO TRANSFER PUMPS WERE R	EPLACED.  PART WAS INSTALLED FOR APPROXIMATELY 3 AND ONE-HALF YEARS (AMPH. AIRCRAFT).		1	H	7	1 	3O				A4CE    					 
1995031000589	19950310	00589	CE  	1995	3	10	95ZZZX1098       	1	19950207	G	7160	7110	FILTER          	BRACKETT    		BEECH 	35    	F35         	1151514	CE  										AIR INTAKE	DEFECTIVE       	D				O				OTHER                   				R			PARTIAL RPM/PWR LOSS      			CL	CLIMB          	1			EA	09	3896B					D4146				AFTER INSTALLATION OF THE FILTER, NOTICED MANIFOLD PRESSURE ON TAKEOFF WAS 2 INCHES LOWER THAN WITH DONALDSON FILTER SOL	D BY BEECH.  ON INSPECTION, DETERMINED THAT THIS DIFFERENTIAL PRESSURE WAS PULLING THE ALTERNATE AIR DOOR INSIDE THE COW	LING OPEN.  DOOR BEGAN TO FLUTTER AT FLAT PITCH AND ABOUT 21 INCHES; WAS WIDE OPEN AT 23 INCHES.  WITH A NEW SPRING ON T	HE ALTERNATE AIR DOOR, THE RESULT WAS THE SAME.			1	L	7	1 	3O				A777    					 
1995031000590	19950310	00590	SO  	1995	3	10	95ZZZX1099       	2	19950119	G	8530	639272CP	CYLINDER        			BEECH 	55    	D55         	1152730	CE  	CONT  	O520  	IO520CB     	17032	SO  					EXHAUST PORT	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	07	69RP					TE766	243621R			DURING A 200-HOUR INSPECTION ALL CYLINDERS OF LT ENGINE PASSED A DIFFERENTIAL COMPRESSION TEST.  CLOSER INSPECTION OF CL	YLINDER ASSYS REVEALED CRACKS BETWEEN COOLING FINS OF SEVERAL CYLINDERS IN THE EXHAUST PORT AREA.  NOTE:  CRACKS ORIGINA	TING IN THIS AREA ARE NOT CHECKED DURING COMPRESSION TEST AND WILL LEAD TO CYLINDER HEAD SEPARATION IN 100 HOURS OR LESS	.  SUSPECT FATIGUE/SHOCK COOLING.			1	L	7	2 	3O	3	O		3A16    	E5CE				 
1995031000591	19950310	00591	CE  	1995	3	10	95ZZZX1100       	1	19950207	G	5312	511201123	BULKHEAD        			CESSNA	402   	402CESSNA   	207590K	CE  										LOWER AFT	CRUSHED         	C				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	07	4046Q	5800 				4020146				DURING A ROUTINE INSPECTION, NOTICED TAIL TIE-DOWN HOOK BROKEN AND SKIN CRUSHED IN THE SAME AREA.  THIS CONDITION WAS CA	USED DURING LOADING FREIGHT AND ACFT FALLING ON TAIL.  THE CRUSHED REAR BULKHEAD CONTAINS A LIGHTENING HOLE FOR THE ELEV	ATOR BELLCRANK AND PUSH/PULL TUBE.  SLIGHTLY MORE DAMAGE WOULD HAVE INTERFERRED WITH ELEVATOR TRAVEL.  SUBMITTER RECOMME	NDS OPERATOR NOTIFICATION AND POSSIBLE PLACARD IN THIS AREA.			1	L	7	2 	3O				A7CE    					 
1995031000592	19950310	00592	EA  	1995	3	10	95ZZZX1101       	2	19950201	G	7414	10682016	DISTRIBUTOR GEAR	BENDIX      	D6LN3000    	CESSNA	182   	R182        	2072734	CE  	LYC   	O540  	O540J3C5    	41532	EA  					MAG	TEETH STRIPPED  	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	07	4949S	157  			3070356	R18201488	L2110340A			ACFT WAS FLOWN ON THE PREVIOUS EVENING.  NO PROBLEMS NOTED.  NEXT MORNING, ACFT WOULD NOT START.  AFTER TROUBLESHOOTING 	ACFT, FOUND MAGNETO PROBLEMS UPON DISASSEMBLY OF MAG.  BOTH DISTRIBUTOR GEARS WERE SEVERELY DAMAGED (TEETH WERE STRIPPED	 FROM BOTH GEARS).  A NEW MAG WAS INSTALLED AND NO OTHER PROBLEMS WERE ENCOUNTERED.  ACFT WAS RELEASED FOR SERVICE.				1	H	7	1 	3O	3	O	RT	3A13    	E295				 
1995031000593	19950310	00593	CE  	1995	3	10	95ZZZX1102       	1	19950127	G	5521	1236232	BRACKET         			CESSNA	210   	T210N       	2073456	CE  										HORIZ STABILIZER	CRACKED         	H			DVPS	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	03	4894C	3052 				21063658				WHEN INSPECTING ACCORDING TO CESSNA SB SE 84-17, FOUND 2 CRACKS AT LT BRACKET ATTACHMENT SCREW.						1	H	7	1 	3O				3A21    					 
1995031000594	19950310	00594	CE  	1995	3	10	95ZZZX1103       	1	19950221	G	7922	75944	VALVE           			BEECH 	23    	C23         	1151242	CE  										THERMO BYPASS	LOOSE CRIMP NUT 	B			UC2R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	19	614PW		199  		25759	M2364				WHILE COMPLYING WITH LYCOMING SB 518A, FOUND CRIMP NUT LOOSE AS SHOWN IN STEP 2 OF BULLETIN.  ALSO, FOUND THERMO BELLOWS	 DAMAGED.  CRIMP NUT LOOSE DUE TO POOR DESIGN.					1	L	7	1 	3O				A1CE    					 
1995031000595	19950310	00595	SO  	1995	3	10	95ZZZX1104       	2	19950131	G	8540	646209	DAMPENER        			CESSNA	421   	421C        	2076016	CE  	CONT  	O520  	GTSIO520N   	17032	SO  					ACCESSORY CASE	SEPARATED       	B			ETER	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	11	6794D	730  				421C1030				FOUND METAL IN OIL.  FOUND REAR ACCESSORY CASE JOURNAL HOLDING STARTER ADAPTER SHAFT SEVERELY WORN AND WALLOWED OUT.  VI	SCOUS DAMPENER SEPARATED FROM HUB.					1	L	7	2 	3O	3	O		A7CE    	E7CE				 
1995031000597	19950310	00597	CE  	1995	3	10	95ZZZX1106       	1	19950223	G	5511	073261110	RIB             			CESSNA	182   	R182        	2072734	CE  										HORIZ STAB	BROKEN          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	07	3726C	8635 				R18200321				DURING ANNUAL, FOUND LEADING EDGE OF HORIZONTAL STABILIZER HAD SAME MOVEMENT AS 200 SERIES CESSNAS WITH BROKEN RIBS.  DI	SASSEMBLY SHOWED THAT 3 RIBS ON RIGHT AND 4 RIBS ON LEFT SIDE WERE BROKEN.  REPLACED RIBS AND SKINS.					1	H	7	1 	3O			RT	3A13    					 
1995031000598	19950310	00598	CE  	1995	3	10	95ZZZX1107       	1	19950223	G	5511	07326119	RIB             			CESSNA	182   	R182        	2072734	CE  										HORIZ STAB	BROKEN          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	07	3726C	8635 				R18200321				DURING ANNUAL, FOUND LEADING EDGE OF HORIZONTAL STABILIZER HAD SAME MOVEMENT AS 200 SERIES CESSNAS WITH BROKEN RIBS.  DI	SASSEMBLY SHOWED THAT 3 RIBS ON RIGHT AND 4 RIBS ON LEFT SIDE WERE BROKEN.  REPLACED RIBS AND SKINS.					1	H	7	1 	3O			RT	3A13    					 
1995031000599	19950310	00599	CE  	1995	3	10	95ZZZX1108       	1	19950223	G	5511	07326118	RIB             			CESSNA	182   	R182        	2072734	CE  										HORIZ STAB	BROKEN          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	07	3726C	8635 				R18200321				DURING ANNUAL, FOUND LEADING EDGE OF HORIZONTAL STABILIZER HAD SAME MOVEMENT AS 200 SERIES CESSNAS WITH BROKEN RIBS.  DI	SASSEMBLY SHOWED THAT 3 RIBS ON RIGHT AND 4 RIBS ON LEFT SIDE WERE BROKEN.  REPLACED RIBS AND SKINS.					1	H	7	1 	3O			RT	3A13    					 
1995031000600	19950310	00600	CE  	1995	3	10	95ZZZX1109       	1	19950223	G	5511	07326117	RIB             			CESSNA	182   	R182        	2072734	CE  										HORIZ STAB	BROKEN          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	07	3726C	8635 				R18200321				DURING ANNUAL, FOUND LEADING EDGE OF HORIZONTAL STABILIZER HAD SAME MOVEMENT AS 200 SERIES CESSNAS WITH BROKEN RIBS.  DI	SASSEMBLY SHOWED THAT 3 RIBS ON RIGHT AND 4 RIBS ON LEFT SIDE WERE BROKEN.  REPLACED RIBS AND SKINS.					1	H	7	1 	3O			RT	3A13    					 
1995031000601	19950310	00601	NM  	1995	3	10	95ZZZX1110       	1	19950201	G	3250		BRACKET         			PROPJT	200   	200B        	0140306	NM  										NLG STEERING	BENT            	D	P			K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	25	229RS	2265 				280				NOSE GEAR STEERING BRACKET BENT UPWARDS AT ATTACH EARS.  BELIEVE CAUSED BY IMPROPER GROUND HANDLING.  RECOMMEND INSPECTI	ON ANY TIME NOSE WELL IS LOOKED AT, OR COMPLAINT OF HARD STEERING BY RUDDER PEDALS.					1	L	7	1 	3O				3A18    					 
