Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
Miscellaneous Marine Products	919	2	Est. Receipts	23044	197	629	3671	3779	3693	11969	         (D)	         (D)	0	         (D)	         (D)	0	0
Fish Hatcheries & Preserves	920	2	Firms	91	10	18	29	12	9	78	6	84	0	84	4	3	0
Fish Hatcheries & Preserves	920	2	Establishments	96	10	18	29	12	11	80	6	86	0	86	7	3	0
Fish Hatcheries & Preserves	920	2	Employment	949	8	39	120	66	199	432	         [c]	         [f]	0	         [f]	307	         [b]	0
Fish Hatcheries & Preserves	920	2	Ann. Payroll	23800	118	436	2171	2354	4974	10053	         (D)	         (D)	0	         (D)	9143	         (D)	0
Fish Hatcheries & Preserves	920	2	Est. Receipts	96589	263	1222	6695	9086	17959	35225	         (D)	         (D)	0	         (D)	37185	         (D)	0
Fish Hatcheries & Preserves	921	2	Firms	91	10	18	29	12	9	78	6	84	0	84	4	3	0
Fish Hatcheries & Preserves	921	2	Establishments	96	10	18	29	12	11	80	6	86	0	86	7	3	0
Fish Hatcheries & Preserves	921	2	Employment	949	8	39	120	66	199	432	         [c]	         [f]	0	         [f]	307	         [b]	0
Fish Hatcheries & Preserves	921	2	Ann. Payroll	23800	118	436	2171	2354	4974	10053	         (D)	         (D)	0	         (D)	9143	         (D)	0
Fish Hatcheries & Preserves	921	2	Est. Receipts	96589	263	1222	6695	9086	17959	35225	         (D)	         (D)	0	         (D)	37185	         (D)	0
"Hunting, Trapping, & Game Propagation"	970	2	Firms	295	67	62	122	22	13	286	2	288	2	290	3	2	0
"Hunting, Trapping, & Game Propagation"	970	2	Establishments	299	67	62	122	26	13	290	2	292	2	294	3	2	0
"Hunting, Trapping, & Game Propagation"	970	2	Employment	1886	         [b]	63	425	206	279	         [g]	         [b]	         [g]	         [b]	         [g]	         [e]	         [e]	0
"Hunting, Trapping, & Game Propagation"	970	2	Ann. Payroll	48854	         (D)	1023	6062	3727	5601	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0
"Hunting, Trapping, & Game Propagation"	970	2	Est. Receipts	224329	         (D)	4588	27406	14058	24533	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0
"Hunting, Trapping, & Game Propagation"	971	2	Firms	295	67	62	122	22	13	286	2	288	2	290	3	2	0
"Hunting, Trapping, & Game Propagation"	971	2	Establishments	299	67	62	122	26	13	290	2	292	2	294	3	2	0
"Hunting, Trapping, & Game Propagation"	971	2	Employment	1886	         [b]	63	425	206	279	         [g]	         [b]	         [g]	         [b]	         [g]	         [e]	         [e]	0
"Hunting, Trapping, & Game Propagation"	971	2	Ann. Payroll	48854	         (D)	1023	6062	3727	5601	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0
"Hunting, Trapping, & Game Propagation"	971	2	Est. Receipts	224329	         (D)	4588	27406	14058	24533	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0
Metal Mining	1000	2	Firms	629	68	61	203	69	78	479	24	503	20	523	31	23	52
Metal Mining	1000	2	Establishments	908	68	61	205	73	90	497	32	529	27	556	66	54	232
Metal Mining	1000	2	Employment	52688	172	67	404	430	878	1951	601	2552	413	2965	2301	4391	43031
Metal Mining	1000	2	Ann. Payroll	2553876	3661	956	11326	16754	38839	71536	22982	94518	25287	119805	106770	204095	2123206
Metal Mining	1000	2	Est. Receipts	13084957	1505	4310	49132	46895	124533	226375	91378	317753	115382	433135	335776	910112	11405934
Iron Ores	1010	2	Firms	31	4	1	4	4	9	22	0	22	2	24	2	0	5
Iron Ores	1010	2	Establishments	43	4	1	4	4	9	22	0	22	2	24	3	0	16
Iron Ores	1010	2	Employment	8493	         [a]	         [a]	8	21	97	130	0	130	         [a]	         [c]	         [c]	0	8239
Iron Ores	1010	2	Ann. Payroll	428558	         (D)	         (D)	161	682	3049	3914	0	3914	         (D)	         (D)	         (D)	0	418718
Iron Ores	1010	2	Est. Receipts	1938846	         (D)	         (D)	673	2307	11446	14562	0	14562	         (D)	         (D)	         (D)	0	1899602
Iron Ores	1011	2	Firms	31	4	1	4	4	9	22	0	22	2	24	2	0	5
Iron Ores	1011	2	Establishments	43	4	1	4	4	9	22	0	22	2	24	3	0	16
Iron Ores	1011	2	Employment	8493	         [a]	         [a]	8	21	97	130	0	130	         [a]	         [c]	         [c]	0	8239
Iron Ores	1011	2	Ann. Payroll	428558	         (D)	         (D)	161	682	3049	3914	0	3914	         (D)	         (D)	         (D)	0	418718
Iron Ores	1011	2	Est. Receipts	1938846	         (D)	         (D)	673	2307	11446	14562	0	14562	         (D)	         (D)	         (D)	0	1899602
Copper Ores	1020	2	Firms	28	0	3	5	1	5	14	1	15	1	16	1	2	9
Copper Ores	1020	2	Establishments	64	0	3	5	1	5	14	1	15	1	16	1	5	42
Copper Ores	1020	2	Employment	13118	0	         [a]	         [a]	         [a]	         [b]	         [b]	         [a]	67	         [a]	         [b]	         [a]	         [e]	12582
Copper Ores	1020	2	Ann. Payroll	643187	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	2873	         (D)	         (D)	         (D)	         (D)	622371
Copper Ores	1020	2	Est. Receipts	4320834	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	14133	         (D)	         (D)	         (D)	         (D)	4186037
Copper Ores	1021	2	Firms	28	0	3	5	1	5	14	1	15	1	16	1	2	9
Copper Ores	1021	2	Establishments	64	0	3	5	1	5	14	1	15	1	16	1	5	42
Copper Ores	1021	2	Employment	13118	0	         [a]	         [a]	         [a]	         [b]	         [b]	         [a]	67	         [a]	         [b]	         [a]	         [e]	12582
Copper Ores	1021	2	Ann. Payroll	643187	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	2873	         (D)	         (D)	         (D)	         (D)	622371
Copper Ores	1021	2	Est. Receipts	4320834	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	14133	         (D)	         (D)	         (D)	         (D)	4186037
Lead & Zinc Ores	1030	2	Firms	24	3	3	3	3	1	13	0	13	3	16	1	1	6
Lead & Zinc Ores	1030	2	Establishments	46	3	3	3	3	1	13	0	13	4	17	1	1	27
Lead & Zinc Ores	1030	2	Employment	         [h]	         [a]	         [a]	         [a]	         [a]	         [a]	         [b]	0	         [b]	         [b]	         [b]	         [b]	         [c]	2847
Lead & Zinc Ores	1030	2	Ann. Payroll	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	         (D)	         (D)	         (D)	119048
Lead & Zinc Ores	1030	2	Est. Receipts	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	         (D)	         (D)	         (D)	739400
Lead & Zinc Ores	1031	2	Firms	24	3	3	3	3	1	13	0	13	3	16	1	1	6
Lead & Zinc Ores	1031	2	Establishments	46	3	3	3	3	1	13	0	13	4	17	1	1	27
Lead & Zinc Ores	1031	2	Employment	         [h]	         [a]	         [a]	         [a]	         [a]	         [a]	         [b]	0	         [b]	         [b]	         [b]	         [b]	         [c]	2847
Lead & Zinc Ores	1031	2	Ann. Payroll	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	         (D)	         (D)	         (D)	119048
Lead & Zinc Ores	1031	2	Est. Receipts	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	         (D)	         (D)	         (D)	739400
Gold & Silver Ores	1040	2	Firms	290	26	24	101	33	38	222	11	233	10	243	16	13	18
Gold & Silver Ores	1040	2	Establishments	379	26	24	101	33	41	225	11	236	15	251	29	23	76
Gold & Silver Ores	1040	2	Employment	20273	67	29	190	139	464	889	211	1100	182	1282	1207	2475	15309
Gold & Silver Ores	1040	2	Ann. Payroll	1002037	810	336	5030	5311	20841	32328	9425	41753	11636	53389	54541	109090	785017
Gold & Silver Ores	1040	2	Est. Receipts	4775548	506	1660	24338	22982	62517	112003	40773	152776	49537	202313	166641	516402	3890192
Gold Ores	1041	2	Firms	272	23	22	91	32	38	206	11	217	10	227	15	12	18
Gold Ores	1041	2	Establishments	356	23	22	91	32	41	209	11	220	15	235	27	21	73
Gold Ores	1041	2	Employment	19177	         [b]	         [b]	163	         [c]	464	840	211	1051	182	1233	         [f]	         [g]	         [j]
Gold Ores	1041	2	Ann. Payroll	950427	         (D)	         (D)	4694	         (D)	20841	31620	9425	41045	11636	52681	         (D)	         (D)	         (D)
Gold Ores	1041	2	Est. Receipts	4553869	         (D)	         (D)	21676	         (D)	62517	108396	40773	149169	49537	198706	         (D)	         (D)	         (D)
Silver Ores	1044	2	Firms	21	3	2	10	1	0	16	0	16	0	16	1	1	3
Silver Ores	1044	2	Establishments	23	3	2	10	1	0	16	0	16	0	16	2	2	3
Silver Ores	1044	2	Employment	1096	         [a]	         [a]	27	         [a]	0	49	0	49	0	49	         [e]	         [c]	         [f]
Silver Ores	1044	2	Ann. Payroll	51610	         (D)	         (D)	336	         (D)	0	708	0	708	0	708	         (D)	         (D)	         (D)
Silver Ores	1044	2	Est. Receipts	221679	         (D)	         (D)	2662	         (D)	0	3607	0	3607	0	3607	         (D)	         (D)	         (D)
"Ferroalloy Ores, Except Vanadium"	1060	2	Firms	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Ferroalloy Ores, Except Vanadium"	1060	2	Establishments	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Ferroalloy Ores, Except Vanadium"	1060	2	Employment	         [c]	0	0	0	0	0	0	0	0	0	0	0	0	         [c]
"Ferroalloy Ores, Except Vanadium"	1060	2	Ann. Payroll	         (D)	0	0	0	0	0	0	0	0	0	0	0	0	         (D)
"Ferroalloy Ores, Except Vanadium"	1060	2	Est. Receipts	         (D)	0	0	0	0	0	0	0	0	0	0	0	0	         (D)
"Ferroalloy Ores, Except Vanadium"	1061	2	Firms	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Ferroalloy Ores, Except Vanadium"	1061	2	Establishments	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Ferroalloy Ores, Except Vanadium"	1061	2	Employment	         [c]	0	0	0	0	0	0	0	0	0	0	0	0	         [c]
"Ferroalloy Ores, Except Vanadium"	1061	2	Ann. Payroll	         (D)	0	0	0	0	0	0	0	0	0	0	0	0	         (D)
"Ferroalloy Ores, Except Vanadium"	1061	2	Est. Receipts	         (D)	0	0	0	0	0	0	0	0	0	0	0	0	         (D)
Metal Mining Services	1080	2	Firms	173	22	23	58	15	16	134	12	146	4	150	8	6	9
Metal Mining Services	1080	2	Establishments	245	22	23	60	17	25	147	18	165	4	169	23	15	38
Metal Mining Services	1080	2	Employment	3362	34	24	127	88	205	478	342	820	126	946	673	         [e]	         [g]
Metal Mining Services	1080	2	Ann. Payroll	149461	220	476	3840	3667	10167	18370	11733	30103	7759	37862	33737	         (D)	         (D)
Metal Mining Services	1080	2	Est. Receipts	457254	464	1722	14103	9890	28585	54764	43292	98056	24999	123055	94988	         (D)	         (D)
Metal Mining Services	1081	2	Firms	173	22	23	58	15	16	134	12	146	4	150	8	6	9
Metal Mining Services	1081	2	Establishments	245	22	23	60	17	25	147	18	165	4	169	23	15	38
Metal Mining Services	1081	2	Employment	3362	34	24	127	88	205	478	342	820	126	946	673	         [e]	         [g]
Metal Mining Services	1081	2	Ann. Payroll	149461	220	476	3840	3667	10167	18370	11733	30103	7759	37862	33737	         (D)	         (D)
Metal Mining Services	1081	2	Est. Receipts	457254	464	1722	14103	9890	28585	54764	43292	98056	24999	123055	94988	         (D)	         (D)
Miscellaneous Metal Ores	1090	2	Firms	102	10	7	29	13	9	68	2	70	1	71	7	5	19
Miscellaneous Metal Ores	1090	2	Establishments	124	10	7	29	15	9	70	2	72	1	73	9	10	32
Miscellaneous Metal Ores	1090	2	Employment	4021	         [b]	         [a]	70	165	62	         [e]	         [b]	402	         [a]	         [e]	         [c]	1035	2351
Miscellaneous Metal Ores	1090	2	Ann. Payroll	186765	         (D)	         (D)	1812	6424	2601	         (D)	         (D)	14743	         (D)	         (D)	         (D)	49794	113192
Miscellaneous Metal Ores	1090	2	Est. Receipts	732283	         (D)	         (D)	7401	8958	12571	         (D)	         (D)	33002	         (D)	         (D)	         (D)	181055	464206
Uranium-Radium-Vanadium Ores	1094	2	Firms	31	4	0	6	5	3	18	1	19	1	20	2	2	7
Uranium-Radium-Vanadium Ores	1094	2	Establishments	43	4	0	6	7	3	20	1	21	1	22	2	6	13
Uranium-Radium-Vanadium Ores	1094	2	Employment	1100	         [b]	0	         [a]	111	28	         [c]	         [b]	226	         [a]	         [c]	         [b]	         [e]	545
Uranium-Radium-Vanadium Ores	1094	2	Ann. Payroll	45352	         (D)	0	         (D)	5026	642	         (D)	         (D)	8610	         (D)	         (D)	         (D)	         (D)	23166
Uranium-Radium-Vanadium Ores	1094	2	Est. Receipts	158864	         (D)	0	         (D)	2848	3345	         (D)	         (D)	10826	         (D)	         (D)	         (D)	         (D)	69787
Miscellaneous Metal Ores Nec	1099	2	Firms	74	6	7	23	8	6	50	1	51	0	51	6	3	14
Miscellaneous Metal Ores Nec	1099	2	Establishments	81	6	7	23	8	6	50	1	51	0	51	7	4	19
Miscellaneous Metal Ores Nec	1099	2	Employment	2921	         [a]	         [a]	         [b]	54	34	         [c]	         [a]	176	0	176	         [c]	         [f]	1806
Miscellaneous Metal Ores Nec	1099	2	Ann. Payroll	141413	         (D)	         (D)	         (D)	1398	1959	         (D)	         (D)	6133	0	6133	         (D)	         (D)	90026
Miscellaneous Metal Ores Nec	1099	2	Est. Receipts	573419	         (D)	         (D)	         (D)	6110	9226	         (D)	         (D)	22176	0	22176	         (D)	         (D)	394419
Coal Mining	1200	2	Firms	1421	56	83	309	173	316	937	123	1060	84	1144	136	65	76
Coal Mining	1200	2	Establishments	2135	56	84	313	175	323	951	127	1078	100	1178	167	151	639
Coal Mining	1200	2	Employment	98287	61	151	1322	1546	5326	8406	4052	12458	3978	16436	9863	8928	63060
Coal Mining	1200	2	Ann. Payroll	4677508	1431	1640	23541	34156	151948	212716	123865	336581	137592	474173	386680	421084	3395571
Coal Mining	1200	2	Est. Receipts	24037195	1409	6221	82455	128585	536881	755551	467433	1222984	517400	1740384	1767889	2477569	18051353
Bituminous Coal & Lignite Mining	1220	2	Firms	1056	24	48	181	126	254	633	104	737	70	807	122	57	70
Bituminous Coal & Lignite Mining	1220	2	Establishments	1698	24	49	181	126	257	637	107	744	73	817	153	113	615
Bituminous Coal & Lignite Mining	1220	2	Employment	91004	         [b]	         [b]	703	1125	4330	6264	3229	9493	3440	12933	8813	7556	61702
Bituminous Coal & Lignite Mining	1220	2	Ann. Payroll	4390019	         (D)	         (D)	12311	22088	119099	154921	99406	254327	110731	365058	337570	364548	3322843
Bituminous Coal & Lignite Mining	1220	2	Est. Receipts	22793408	         (D)	         (D)	49673	92219	433081	579016	390434	969450	436423	1405873	1560867	2233749	17592919
Bituminous Coal & Lignite Surface Mining	1221	2	Firms	621	16	36	125	68	122	367	43	410	37	447	73	40	61
Bituminous Coal & Lignite Surface Mining	1221	2	Establishments	946	16	37	125	68	125	371	45	416	40	456	91	79	320
Bituminous Coal & Lignite Surface Mining	1221	2	Employment	40058	16	62	492	492	1955	3017	1227	4244	1890	6134	4971	4351	24602
Bituminous Coal & Lignite Surface Mining	1221	2	Ann. Payroll	1981048	194	548	8857	11528	51481	72608	34874	107482	51868	159350	176872	215750	1429076
Bituminous Coal & Lignite Surface Mining	1221	2	Est. Receipts	12012832	325	2629	34202	48426	208008	293590	157984	451574	235300	686874	886994	1384830	9054134
Bituminous Coal Underground Mining	1222	2	Firms	479	8	12	56	58	132	266	61	327	33	360	55	24	40
Bituminous Coal Underground Mining	1222	2	Establishments	752	8	12	56	58	132	266	62	328	33	361	62	34	295
Bituminous Coal Underground Mining	1222	2	Employment	50946	         [a]	         [a]	211	633	2375	3247	2002	5249	1550	6799	3842	3205	37100
Bituminous Coal Underground Mining	1222	2	Ann. Payroll	2408971	         (D)	         (D)	3454	10560	67618	82313	64532	146845	58863	205708	160698	148798	1893767
Bituminous Coal Underground Mining	1222	2	Est. Receipts	10780576	         (D)	         (D)	15471	43793	225073	285426	232450	517876	201123	718999	673873	848919	8538785
Anthracite Mining	1230	2	Firms	63	2	7	23	9	10	51	4	55	0	55	2	3	3
Anthracite Mining	1230	2	Establishments	80	2	7	23	9	11	52	4	56	0	56	2	19	3
Anthracite Mining	1230	2	Employment	1378	         [a]	         [a]	82	77	165	343	91	434	0	434	         [b]	682	         [c]
Anthracite Mining	1230	2	Ann. Payroll	48266	         (D)	         (D)	1405	2181	4023	7791	2923	10714	0	10714	         (D)	23640	         (D)
Anthracite Mining	1230	2	Est. Receipts	193410	         (D)	         (D)	5406	6965	17190	30216	18444	48660	0	48660	         (D)	105405	         (D)
Anthracite Mining	1231	2	Firms	63	2	7	23	9	10	51	4	55	0	55	2	3	3
Anthracite Mining	1231	2	Establishments	80	2	7	23	9	11	52	4	56	0	56	2	19	3
Anthracite Mining	1231	2	Employment	1378	         [a]	         [a]	82	77	165	343	91	434	0	434	         [b]	682	         [c]
Anthracite Mining	1231	2	Ann. Payroll	48266	         (D)	         (D)	1405	2181	4023	7791	2923	10714	0	10714	         (D)	23640	         (D)
Anthracite Mining	1231	2	Est. Receipts	193410	         (D)	         (D)	5406	6965	17190	30216	18444	48660	0	48660	         (D)	105405	         (D)
Coal Mining Services	1240	2	Firms	317	30	28	105	38	52	253	16	269	14	283	12	8	14
Coal Mining Services	1240	2	Establishments	357	30	28	109	40	55	262	16	278	27	305	12	19	21
Coal Mining Services	1240	2	Employment	5905	28	59	537	344	831	1799	732	2531	538	3069	         [f]	690	         [g]
Coal Mining Services	1240	2	Ann. Payroll	239223	744	722	9825	9887	28826	50004	21536	71540	26861	98401	         (D)	32896	         (D)
