#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
10.49	Jorgensen, D.G., and Signor, D.C.	1984	editors, Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, 247 p.
10.50	Jorgensen, D.G., Signor, D.C., and Imes, J.L.	1989a	Accounting for intracell flow in models with emphasis on water table recharge and stream-aquifer interaction. I. problems and concepts	Water Resources Research, v. 25, no. 4, 1989, p. 669-676.
10.51	Jorgensen, D.G., Signor, D.C., and Imes, J.L.	1989b	Accounting for intracell flow in models with emphasis on water table recharge and stream-aquifer interaction. II. a procedure	Water Resources Research, v. 25, no. 4, 1989, p. 677-684.
10.52	Kenny, J.F., Hansen, C.V., and Wolf, R.J.	1993	Geohydrologic systems in Kansas--geohydrology of the upper aquifer unit in the Western Interior Plains aquifer system	U.S. Geological Survey Hydrologic Investigations Atlas HA-722-H, scale 1:1,500,000, 2 sheets.
10.53	Leonard, R.B., Signor, D.C., Jorgensen, D.G., and Helgesen, J.O.	1983	Geohydrology and hydrochemistry of the Dakota aquifer, central United States	American Water Resources Association Water Resources Bulletin, v. 19, no. 6, p. 903-911.
10.54	McGovern, H.E.	1984	Overview of the Dakota aquifer in Kansas, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 58-61.
10.55	McGovern, H.E., and Wolf, R.J.	1993	Geohydrologic systems in Kansas--geohydrology of the Great Plains aquifer system	U.S. Geological Survey Hydrologic Investigations Atlas HA-722-G, scale 1:1,000,000, 2 sheets.
10.56	Parkhurst, R.S., and Christenson, S.C.	1987	Selected chemical analysis of water from formations of Mesozoic and Paleozoic ages in parts of Oklahoma, northern Texas, and Union County, New Mexico	U.S. Geological Survey Water-Resources Investigations Report 86-4355, 222 p.
10.57	Robson, S.G., and Banta, E.R.	1987	Geology and hydrology of deep bedrock aquifers in eastern Colorado	U.S. Geological Survey Water-Resources Investigations Report 85-4240, map, scale 1:1,000,000, 6 sheets.
10.58	Signor, D.C.	1985	Groundwater sampling during artificial recharge--equipment, techniques, and data analyses, in Asano, Takashi, ed., Artificial Recharge of Groundwater	Boston, Massachusetts, Butterworth Publishers, p. 151-202.
10.59	Signor, D.C., Helgesen, J.O., Jorgensen, D.G., and Leonard, R.B.	1997	Geohydrology and simulation of steady-state flow conditions in regional aquifer systems in Cretaceous and older rocks underlying Kansas, Nebraska, and parts of Arkansas, Colorado, Missouri, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Professional Paper 1414-C, 105 p.
10.60	Signor, D.C., and Imes, J.L.	1989	Geohydrology of regional aquifer systems in Cretaceous and older rocks underlying the central United States, in Swain, L.A., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Midwestern Area	American Water Resources Association Monograph Series, no. 13, p. 149-163.
10.61	Smith, B.J., and Imes, J.L.	1991	Correlation of regional geohydrologic units to geologic formations in southern Missouri	U.S. Geological Survey Hydrologic Investigations Atlas HA-711-M, scale 1:750,000, 2 sheets.
10.62	Spinazola, J.M., Hansen, C.V., Underwood, E.J., Kenny, J.F., and Wolf, R.J.	1987	Index to selected machine-readable geohydrologic data for Precambrian through Cretaceous rocks in Kansas	U.S. Geological Survey Open-File Report 87-396, 31 p.
10.63	Spinazola, J.M., Wolf, R.J., and McGovern, H.E.	1992	Geohydrologic systems in Kansas--physical framework of the Great Plains aquifer system	U.S. Geological Survey Hydrologic Investigations Atlas HA-722-B, scale 1:1,000,000 and 1:2,000,000, 2 sheets.
10.64	Wolf, R.J., Hansen, C.V., McGovern, H.E., and Spinazola, J.M.	1990	Geohydrologic systems in Kansas with emphasis on systems in Upper Cambrian through Lower Cretaceous rocks	U.S. Geological Survey Hydrologic Investigations Atlas HA 722-A, scale 1:750,000, 2 sheets.
10.65	Wolf, R.J., McGovern, H.E., and Spinazola, J.M.	1992	Geohydrologic systems in Kansas--physical framework of the Western Interior Plains confining system	U.S. Geological Survey Hydrologic Investigations Atlas HA-722-C, scale 1:1,000,000, 2 sheets.
03.01	Beard, Sherrill, and Laudon, Julie	1988	Data for ground-water test holes in Fresno County, western San Joaquin Valley, California, August to June 1985	U.S. Geological Survey Open-File Report 88-78, 39 p.
03.02	Belitz, Kenneth, and Heimes, F.J.	1990	Character and evolution of the ground-water flow system in the central part of the western San Joaquin Valley, California	U.S. Geological Survey Water-Supply Paper 2348, 28 p.
03.03	Belitz, Kenneth, Phillips, S.P., and Gronberg, J.M.	1993	Numerical simulation of ground-water flow in the central part of the Western San Joaquin Valley, California	U.S. Geological Survey Water-Supply Paper 2396, 69 p.
03.04	Berkstresser, C.F., Jr., French, J.J., and Schaal, M.E.	1985	Data for four geologic test holes in the Sacramento Valley, California	U.S. Geological Survey Open-File Report 85-488, 110 p.
03.05	Bertoldi, G.L.	1979	A plan to study the aquifer system of the Central Valley of California	U.S. Geological Survey Open-File Report 79-1480, 48 p. Reprinted in Pacific Ground Water Digest, July-August 1980. 
03.06	Bertoldi, G.L.	1982	Central Valley Aquifer Project in California--an overview, in Water Forum 1981	American Society of Civil Engineers Specialty Conference, San Francisco, California, August 10-14, 1981, Proceedings, v. 2, p. 1120-1128.
03.07	Bertoldi, G.L.	1989	Ground-water resources of the Central Valley of California	U.S. Geological Survey Open-File Report 89-251, 2 p.
03.08	Bertoldi, G.L., Johnston, R.H., and Evenson, K.D.	1991	Ground water in the Central Valley, California--a summary report	U.S. Geological Survey Professional Paper 1401-A, 44 p.
03.09	Bertoldi, G.L., and Sun, R.J.	1986	Central Valley regional aquifer-system study, California, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 9-16.
03.10	Burkham, D.E., and Guay, Richard	1981	Development of curves that represent trends in selected hydraulic variables for the Sacramento River at Butte City, California	U.S. Geological Survey Open-File Report 81-693, 22 p.
03.11	Deverel, S.J.	1985	Selenium in the San Joaquin Valley of California, in National Water Summary 1984--hydrologic events, selected water-quality trends, and ground-water resources	U.S. Geological Survey Water-Supply Paper 2275, p. 45-46.
03.12	Deverel, S.J.	1988	Hydrologic processes affecting the distribution and mobility of salinity and selenium in shallow ground water, western San Joaquin Valley, California	American Society of Agronomy California, Plant and Soil Conference, Fresno, California, 1988, Proceedings, p. 1-3.
03.13	Deverel, S.J.	1988	Geohydrologic aspects of water-quality problems of the San Joaquin Valley, California	American Society of Civil Engineers, National Irrigation and Drainage Division Conference on Planning Now for Irrigation and Drainage in the 21st Century, Lincoln, Nebraska, July 18-21, 1988, Proceedings, p. 694-699.
03.14	Deverel, S.J.	1989	Geostatistical and principal-component analyses of groundwater chemistry and soil-salinity data, San Joaquin Valley, California, in Stephen Ragone, ed., Regional Characterization of Water Quality	International Association of Hydrologic Sciences, Publication No. 182, p. 11-18.
03.15	Deverel, S.J., and Fio, J.L.	1991	Ground-water flow and solute movement to drain laterals, western San Joaquin Valley, California, 1, Geochemical assessment	Water Resources Research, v.27, no. 9, p. 2233-2246.
03.16	Deverel, S.J., and Fujii, Roger	1988	Processes affecting the distribution of selenium in shallow groundwater of agricultural areas, western San Joaquin Valley, California	Water Resources Research, v. 24, no. 4, p. 516-524.
03.17	Deverel, S.J., and Fujii, Roger	1990	Chemistry of trace elements in soils and ground water, Chap. 4, in Tanji, K.K., ed., Agricultural Salinity Assessment and Management	American Society of Civil Engineers Manuals and Reports on Engineering Practice No. 71, p. 64-90.
03.18	Deverel, S.J., and Gallanthine, S.K.	1989	Relation of salinity and selenium in shallow groundwater to hydrologic and geochemical processes, western San Joaquin Valley, California	Journal of Hydrology, v. 109, p. 125-149.
03.19	Deverel, S.J., and Millard, S.P.	1988	Distribution and mobility of selenium and other trace elements in shallow groundwater of the western San Joaquin Valley, California	Environmental Science and Technology, v. 22, no. 6, p. 697-702.
03.20	Diamond, Jonathan, and Williamson, A.K.	1983	A summary of ground-water pumpage in the Central Valley, California, 1961-77	U.S. Geological Survey Water-Resources Investigations Report 83-4037, 70 p.
03.21	Domagalski, J.L., and Dubrovsky, N.M.	1991	Regional assessment of nonpoint-source pesticide residues in ground water, western San Joaquin Valley, California	U.S. Geological Survey Water-Resources Investigations Report 91-4027, 64 p.
03.22	Domagalski, J.L., and Dubrovsky, N.M.	1992	Pesticide residues in ground water of the San Joaquin Valley, California	Journal of Hydrology, v. 130, p. 299-338.
03.23	Dubrovsky, N.M., Neil, J.M., Fujii, Roger, Oremland, R.S., and Hollibaugh, J.T.	1990	Influence of redox potential on selenium distribution in ground water, Mendota, western San Joaquin Valley, California	U.S. Geological Survey Open-File Report 90-138, 24 p.
03.24	Dubrovsky, N.M., Neil, J.M., Welker, M.C., and Evenson, K.D.	1991	Geochemical relations and distribution of selected trace elements in ground water of the northern part of the western San Joaquin Valley, California	U.S. Geological Survey Water-Supply Paper 2380, 51 p.
03.25	Evenson, K.D., and Neil, J.M.	1986	Map of California showing distribution of selenium concentrations in wells sampled by the U.S. Geological Survey, 1975-85	U.S. Geological Survey Open-File Report 86-72, scale 1:1,000,000.
03.26	Farrar, C.D., and Bertoldi, G.L.	1988	Region 4, Central Valley and Pacific Coast Ranges, in Back, William, Rosenshein, J.S., and Seaber, P. R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 59-67.
03.27	Fio, J.L., and Deverel, S.J.	1991	Ground-water flow and solute movement to drain laterals, western San Joaquin Valley, California, 2, Quantitative hydrologic assessment	Water Resources Research, v. 27, no. 9, p. 2247-2257.
03.28	Fio, J.L., and Fujii, Roger	1990	Selenium speciation methods and application to soil saturation extracts from San Joaquin Valley, California	Soil Science Society of America Journal, v. 54, no. 2, p. 363-369.
03.29	Fio, J.L., Fujii, Roger, and Deverel, S.J.	1990	Evaluation of selenium mobility in soil using sorption experiments and a numerical model, western San Joaquin Valley, California	U.S. Geological Survey Open-File Report 90-135, 13 p.
03.31	Fogelman, R.P.	1982a	Compilation of selected ground-water-quality data from the San Joaquin Valley, California	U.S. Geological Survey Open-File Report 82-335, 276 p.
03.32	Fogelman, R.P.	1982b	Dissolved-solids concentrations of ground water in the Sacramento Valley, California	U.S. Geological Survey Hydrologic Investigations Atlas HA-645, scale 1:250,000.
03.33	Fogelman, R.P.	1983	Ground-water quality in the Sacramento Valley, California--water types and potential nitrate and boron problem areas	U.S. Geological Survey Hydrologic Investigations Atlas HA-651, scale 1:250,000.
03.34	French, J.J., Page, R.W., and Bertoldi, G.L.	1982	Data for ground-water test hole near Zamora, Central Valley Aquifer Project, California	U.S. Geological Survey Open-File Report 82-510, 72 p.
03.35	French, J.J., Page, R.W., and Bertoldi, G.L.	1983	Data for ground-water test hole near Nicolaus, Central Valley Aquifer Project, California	U.S. Geological Survey Open-File Report 83-273, 60 p.
03.36	French, J.J., Page, R.W., Bertoldi, G.L., and Fogelman, R.P.	1983	Data for ground-water test hole near Butte City, Central Valley Aquifer Project, California	U.S. Geological Survey Open-File Report 83-697, 54 p.
03.37	Fujii, Roger, and Deverel, S.J.	1989	Mobility and distribution of selenium and salinity in groundwater and soil of drained agricultural fields, western San Joaquin Valley of California, in Jacobs, L.W., and others, eds., Selenium in Agriculture and the Environment	Soil Science Society of America Special Publication no. 23, p. 195-212.
03.38	Fujii, Roger, Deverel, S.J., and Hatfield, D.B.	1988	Distribution of selenium in soils of agricultural fields, western San Joaquin Valley, California	Soil Science Society of America Journal, v. 52, no. 5, p. 1274-1283.
03.39	Gilliom, R.J.	1986	Central Valley regional aquifer system, California, phase II study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 248.
03.40	Gilliom, R.J.	1987	Selenium in agricultural drainage water, San Joaquin Valley, California	U.S. Geological Survey Yearbook, Fiscal Year 1986, p. 29-32.
03.41	Gilliom, R.J.	1989	Selenium in the San Joaquin Valley--sources, distribution, and mobility	U.S. Geological Survey Yearbook, Fiscal Year 1988, p. 30-34.
03.42	Gilliom, R.J., Belitz, Kenneth, Deverel, S.J., Dubrovsky, N.M., and Fujii, Roger	1989	Preliminary assessment of sources, distribution, and mobility of selenium in the San Joaquin Valley, California	U.S. Geological Survey Water-Resources Investigations Report 88-4186, 129 p.
03.43	Gronberg, J.M., Belitz, Kenneth, and Phillips, S.P.	1990	Distribution of wells in the central part of the western San Joaquin Valley, California	U.S. Geological Survey Water-Resources Investigations Report 89-4158, 51 p.
03.44	Hull, L.C.	1984	Geochemistry of ground water in the Sacramento Valley, California	U.S. Geological Survey Professional Paper 1401-B, 36 p.
03.45	Laudon, Julie, and Belitz, Kenneth	1991	Texture and depositional history of Late Pleistocene-Holocene alluvium in the central part of the western San Joaquin Valley, California	Bulletin of the Association of Engineering Geologists, v. 28, no. 1, p. 73-88.
03.46	Leighton, D.A., Deverel, S.J., and Mac Donald, J.K.	1992	Spatial distribution of selenium and other inorganic constituents in ground water underlying a drained agricultural field, western San Joaquin Valley, California	U.S. Geological Survey Water-Resources Investigations Report 91-4119, 73 p.
03.47	Mandle, R.J., and Kontis, A.L.	1986	Directions and rates of ground-water movement in the vicinity of Kesterson Reservoir, San Joaquin Valley, California	U.S. Geological Survey Water-Resources Investigations Report 86-4196, 57 p.
03.48	Mullen, J.R., and Nady, Paul	1985	Water budgets for major streams in the Central Valley, California, 1961-77	U.S. Geological Survey Open-File Report 85-401, 87 p.
