gene_oid	Start Coord	End Coord	Strand	GC	Locus Tag	Gene Symbol	Description	Scaffold Name	MyIMG_Annotation
633211450	188141	189664	+	.41	Saci_0227		glyceraldehyde-3-phosphate dehydrogenase( EC:1.2.1.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211455	189727	190044	-	.38	Saci_0228		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211460	190498	191061	+	.36	Saci_0229		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211465	191363	192301	-	.36	Saci_0230		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211470	192591	193658	+	.39	Saci_0231		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211475	193627	194217	-	.35	Saci_0232		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211480	194289	195149	+	.38	Saci_0233		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211485	196255	196752	-	.36	Saci_0236		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211490	196832	197806	+	.4	Saci_0237		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211495	197851	198606	-	.41	Saci_0238		short chain dehydrogenase( EC:1.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211500	198658	199305	+	.37	Saci_0239		haloacid dehalogenase-like hydrolase( EC:3.8.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211505	199277	200863	-	.41	Saci_0240		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211510	201088	201432	-	.32	Saci_0241		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211515	201884	202708	+	.35	Saci_0242	czcD	cation efflux integral membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211520	202705	203691	-	.39	Saci_0243	cisY	citrate synthase( EC:4.1.3.7 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211525	204081	204923	-	.4	Saci_0244		carboxyvinyl-carboxyphosphonate phosphorylmutase( EC:2.7.8.23 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211530	204898	206193	-	.4	Saci_0245		MmgE family protein( EC:4.2.1.79 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211535	206397	207317	+	.39	Saci_0246		lactate/malate dehydrogenase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211540	207319	208218	+	.39	Saci_0247		D-isomer specific 2-hydroxyacid dehydrogenase( EC:1.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211545	208282	208731	+	.37	Saci_0248		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211550	208779	209942	+	.41	Saci_0249		conserved Archaeal aspartate aminotransferase( EC:2.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211555	209952	210617	+	.38	Saci_0250		NADH dehydrogenase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211560	210738	210971	-	.32	Saci_0251		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211565	211084	211569	-	.4	Saci_0252	leuD	3-isopropylmalate dehydratase small subunit( EC:4.2.1.33 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211570	211569	212813	-	.41	Saci_0253	leu2	3-isopropylmalate dehydratase large subunit( EC:4.2.1.33 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211575	212877	213713	-	.36	Saci_0254		translocase 6TM	Sulfolobus acidocaldarius DSM 639 chromosome	
633211580	213685	214068	-	.34	Saci_0255		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211585	214096	214386	-	.41	Saci_0256		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211590	214660	215376	+	.4	Saci_0257		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633211595	215373	217004	+	.37	Saci_0258		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633211600	217169	218701	+	.4	Saci_0260	pycA	pyruvate carboxylase subunit A( EC:6.4.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211605	218701	219204	+	.39	Saci_0261		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211610	219246	220781	+	.41	Saci_0262	pccB	propionyl-CoA carboxylase beta chain( EC:6.4.1.3 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211615	220907	223024	-	.41	Saci_0263		DNA helicase( EC:3.6.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211620	223187	223384	+	.33	Saci_0264		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211625	223381	224352	+	.37	Saci_0265		phosphate transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633211630	224341	225003	-	.38	Saci_0266		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211635	225059	226192	-	.39	Saci_0267		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211640	226230	226892	+	.38	Saci_0268		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211645	226899	227720	-	.39	Saci_0269		putative inactivated transposase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211650	227747	228460	-	.36	Saci_0270		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211655	228453	229148	-	.37	Saci_0271		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211660	229242	230108	-	.42	Saci_0272	rbsK	ribokinase( EC:2.7.1.15 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211665	230105	231313	-	.41	Saci_0273	thiD	phosphomethylpyrimidine kinase( EC:2.7.4.7 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211670	231354	231965	-	.41	Saci_0274		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211675	231969	233144	-	.37	Saci_0275		N-acetylglucosaminyltransferase( EC:2.4.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211680	233252	233515	+	.44	Saci_0276		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211685	233532	234461	+	.42	Saci_0277		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211690	234430	235188	-	.37	Saci_0278		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211695	235258	235728	-	.38	Saci_0279		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211700	235769	237157	-	.4	Saci_0280		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211705	237191	239431	+	.39	Saci_0281		DEAD box helicase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211710	239465	240322	+	.39	Saci_0282		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211715	240312	240680	+	.35	Saci_0283		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211720	240684	241187	+	.31	Saci_0284		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211725	241184	241621	+	.34	Saci_0285		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211730	241651	242223	-	.33	Saci_0286		conserved DedA family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211735	242410	242919	-	.37	Saci_0287		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211740	243036	243431	+	.42	Saci_0288		conserved CBS domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211745	243777	244802	-	.38	Saci_0289		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211750	245249	245980	+	.37	Saci_0290	etfB	electron transfer flavoprotein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211755	245977	246822	+	.39	Saci_0291	etfA	electron transfer flavoprotein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211760	246819	248042	+	.4	Saci_0292		dehydrogenase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211765	248275	248544	-	.39	Saci_0293		ferredoxin-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211770	248681	250162	-	.37	Saci_0294		glycosyl transferase( EC:2.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211775	250405	251655	-	.37	Saci_0295		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211780	251845	252864	-	.37	Saci_0296		predicted Fe-S oxidoreductases	Sulfolobus acidocaldarius DSM 639 chromosome	
633211785	253148	253456	+	.34	Saci_0297		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211790	253488	254336	-	.35	Saci_0298		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211795	254513	255835	+	.39	Saci_0299	dld	D-lactate dehydrogenase( EC:1.1.2.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211800	255832	256359	+	.37	Saci_0300	nadM	nicotinamide-nucleotide adenylyltransferase( EC:2.7.7.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211805	256423	257034	-	.36	Saci_0301		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211810	257424	258044	+	.35	Saci_0302		haloacid dehalogenase-like hydrolase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211815	258054	258365	-	.38	Saci_0303		conserved MIase like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211820	258506	259060	-	.33	Saci_0304		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211825	259029	260429	-	.42	Saci_0305		selenium-binding protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211830	260644	262641	-	.42	Saci_0306		acetyl-coenzyme A synthetase( EC:6.2.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211835	262775	263521	-	.35	Saci_0307		biotin/lipoate A/B protein ligase family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211840	263557	263805	+	.45	Saci_0308		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211845	263807	264667	+	.4	Saci_0309	lipA	lipoic acid synthetase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211850	264639	265436	+	.39	Saci_0310		biotin/lipoate A/B protein ligase family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211855	265590	265811	+	.36	Saci_0311		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211860	265913	266725	+	.41	Saci_0312	citE	citryl-CoA lyase beta subunit-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211865	266713	267117	-	.38	Saci_0313		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211870	267219	267641	+	.37	Saci_0314		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211875	267785	269614	+	.41	Saci_0315		electron transfer flavoprotein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211880	269618	270802	+	.39	Saci_0316		FixC( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211885	270799	271089	+	.37	Saci_0317		ferredoxin-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211890	271192	271953	-	.38	Saci_0318	fdhF	formate dehydrogenase	Sulfolobus acidocaldarius DSM 639 chromosome	
633211895	271925	272290	-	.36	Saci_0319		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211900	272254	275184	-	.41	Saci_0320	fdhF	formate dehydrogenase alpha chain( EC:1.2.1.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211905	275396	276538	-	.36	Saci_0321		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211910	276696	276938	+	.35	Saci_0322		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211915	276935	277333	+	.35	Saci_0323		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211920	277460	278311	-	.4	Saci_0324		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211925	278371	279282	-	.41	Saci_0325	hdrB	heterodisulfide reductase B( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211930	279279	279971	-	.4	Saci_0326		4Fe-4S binding domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211935	279958	280641	-	.36	Saci_0327		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211940	280685	281779	-	.41	Saci_0328	hdrA	heterodisulfide reductase A	Sulfolobus acidocaldarius DSM 639 chromosome	
633211945	281837	283153	-	.41	Saci_0329		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211950	283670	283903	+	.39	Saci_0330		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211955	283916	285073	+	.4	Saci_0331		pyridine nucleotide-disulphide oxidoreductase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211960	285075	285455	+	.39	Saci_0332		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211965	285461	286381	+	.38	Saci_0333		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211970	286554	287396	-	.41	Saci_0334	hdrC	metabolism heterodisulfide reductase C( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211975	287471	287713	-	.42	Saci_0335		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211980	287725	288156	-	.41	Saci_0336		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211985	288292	288693	+	.39	Saci_0337		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633211990	288700	290034	+	.37	Saci_0338	pdhD	dihydrolipoamide dehydrogenase( EC:1.8.1.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633211995	290021	290362	+	.36	Saci_0339		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212000	290359	290910	+	.36	Saci_0340		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212005	290876	291214	-	.37	Saci_0341		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212010	291259	292092	-	.39	Saci_0342		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212015	292093	293148	-	.4	Saci_0343		radical SAM domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212020	293145	294122	-	.4	Saci_0344		radical SAM domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212025	294047	295081	-	.4	Saci_0345		biotin/lipoate A/B protein ligase family	Sulfolobus acidocaldarius DSM 639 chromosome	
633212030	295235	295402	+	.36	Saci_0346		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212035	295433	295783	-	.37	Saci_0347		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212040	295803	296297	-	.38	Saci_0348		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212045	296337	296777	+	.37	Saci_0349	gcs3	glycine cleavage H-protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212050	296924	297373	+	.4	Saci_0350	gcs2	glycine cleavage H-protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212055	297373	298470	+	.38	Saci_0351		biotin/lipoate A/B protein ligase( EC:6.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212060	298665	299114	+	.34	Saci_0352		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212065	299111	299536	+	.38	Saci_0353		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212070	299571	299894	+	.32	Saci_0354		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212075	300074	300883	-	.35	Saci_0355		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212080	300888	301091	-	.38	Saci_0356		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212085	301187	301546	+	.38	Saci_0357		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212090	301629	302027	-	.35	Saci_0358		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212095	302192	303019	-	.37	Saci_0359		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212100	303121	304209	+	.45	Saci_0360		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212105	304321	305724	-	.38	Saci_0361	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212110	305965	306162	-	.4	Saci_0362	sac7e	DNA-bindign protein 7e	Sulfolobus acidocaldarius DSM 639 chromosome	
633212115	306262	308013	-	.39	Saci_0363		molybdopterin oxidoreductase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212120	308088	309284	-	.38	Saci_0364		transporter protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212125	309342	310304	+	.36	Saci_0365		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212130	310301	311020	+	.37	Saci_0366		glutaconate CoA-transferase( EC:2.8.3.12 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212135	311021	311776	-	.42	Saci_0367		coenzyme A transferase( EC:2.8.3.12 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212140	311901	313418	-	.42	Saci_0368	oplA	5-oxoprolinase( EC:3.5.2.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212145	313415	315337	-	.41	Saci_0369	oplA	5-oxoprolinase( EC:3.5.2.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212150	315526	316125	+	.35	Saci_0370		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212155	316330	317448	+	.38	Saci_0371		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212160	317678	320026	+	.39	Saci_0372	ape2	leucyl aminopeptidase( EC:3.4.11.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212165	320018	322846	-	.37	Saci_0373		leucyl-tRNA synthetase( EC:6.1.1.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212170	322873	323916	-	.4	Saci_0374		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212175	323928	325199	-	.38	Saci_0375		peptidase( EC:3.4.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212180	325232	325546	+	.34	Saci_0376		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212185	325607	326065	-	.37	Saci_0377		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212190	326072	327019	-	.38	Saci_0378		pP-loop family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212195	327075	327767	+	.37	Saci_0379		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212200	327735	328478	-	.38	Saci_0380	sfsA	sugar fermentation stimulation protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212205	328420	329226	-	.42	Saci_0381	sir2	silent information regulator	Sulfolobus acidocaldarius DSM 639 chromosome	
633212210	329597	329791	+	.3	Saci_0382		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212215	329797	331356	+	.4	Saci_0383		permease	Sulfolobus acidocaldarius DSM 639 chromosome	
633212220	331631	331996	+	.37	Saci_0384		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212225	331983	332846	-	.37	Saci_0385		3-hydroxyisobutyrate dehydrogenase( EC:1.1.1.31 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633212230	333031	333417	-	.37	Saci_0386		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212235	333604	333846	+	.37	Saci_0387		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212240	333891	334880	-	.36	Saci_0388		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212245	334855	335682	-	.36	Saci_0389		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633212250	335633	336574	+	.39	Saci_0390		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212255	336546	337037	+	.36	Saci_0391		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212260	337037	337783	+	.35	Saci_0392		conserved Archaeal membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212265	337776	338063	-	.39	Saci_0393		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212270	338070	338867	-	.4	Saci_0394		methyltransferase	Sulfolobus acidocaldarius DSM 639 chromosome	
633212275	338854	339525	-	.39	Saci_0395		methylase	Sulfolobus acidocaldarius DSM 639 chromosome	
633212280	339522	340100	-	.41	Saci_0396		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212285	340097	341164	-	.4	Saci_0397		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633212290	341130	341885	-	.41	Saci_0398		methylase( EC:2.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
