-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ATL1        49718.000    1995     1     1     0
ATL1        52274.750    2001    12    31    18
ATL1       505865.080 -5273284.628  3540689.627
49875.00    -0.512242     0.398081     6.013897
49875.25    -0.499294     0.318798     5.444070
49875.50    -0.439989     0.192380     4.568358
49875.75    -0.384478     0.097472     3.786893
49876.00    -0.319884     0.122095     4.151408
49876.25    -0.210071     0.031172     3.117438
49876.50    -0.105255     0.003415     2.300768
49876.75     0.022169     0.000674     1.093914
49877.00     0.044037     0.113498     1.388627
49877.25     0.098287     0.037327     0.531957
49877.50     0.241862     0.049581    -0.170769
49877.75     0.281210     0.053153    -1.072960
49878.00     0.259824     0.109366    -0.171210
49878.25     0.185719     0.021522    -0.585592
49878.50     0.159731    -0.009191    -0.140326
49878.75     0.154182    -0.041824    -0.517613
49879.00     0.034067     0.035100     0.800593
49879.25     0.013852    -0.064598     0.202740
49879.50    -0.020666    -0.074384     0.740205
49879.75    -0.038940    -0.078231     0.476824
49880.00    -0.141436    -0.040832     2.194413
49880.25    -0.163012    -0.202701     2.291735
49880.50    -0.211171    -0.347019     3.199339
49880.75    -0.158319    -0.420041     2.786822
49881.00    -0.143472    -0.311161     3.527353
49881.25    -0.220726    -0.333960     2.857880
49881.50    -0.179580    -0.318483     2.640594
49881.75    -0.128952    -0.261818     1.714455
49882.00    -0.228139    -0.065657     2.647413
49882.25    -0.221372    -0.104468     1.334617
49882.50    -0.170425    -0.099600     0.556982
49882.75    -0.106749    -0.051241    -0.604811
49883.00    -0.131746     0.117482     0.244439
49883.25    -0.071990     0.084883    -0.812754
49883.50     0.021996     0.120158    -1.712421
49883.75     0.101559     0.176070    -2.652819
49884.00     0.073711     0.269690    -1.834845
49884.25     0.100463     0.216618    -2.621972
49884.50     0.212875     0.173329    -3.479014
49884.75     0.231063     0.185335    -4.048872
49885.00     0.150763     0.232858    -3.056094
49885.25     0.168775     0.101657    -3.557693
49885.50     0.240186     0.042173    -4.147088
49885.75     0.210430     0.046920    -4.007043
49886.00     0.149032     0.098249    -2.427815
49886.25     0.178254    -0.021017    -2.670312
49886.50     0.205408    -0.098923    -2.390737
49886.75     0.192708    -0.135135    -2.643979
49887.00     0.078789    -0.040256    -0.752560
49887.25    -0.024292    -0.162894    -0.483731
49887.50    -0.031254    -0.253217    -0.274827
49887.75    -0.065485    -0.229693     0.111030
49888.00    -0.212024    -0.073647     2.013067
49888.25    -0.188939    -0.072887     1.857148
49888.50    -0.088253    -0.031114     1.772506
49888.75    -0.063861     0.045035     1.562594
49889.00    -0.082300     0.191523     2.266312
49889.25     0.002418     0.159767     1.600118
49889.50     0.066919     0.144381     1.532996
49889.75     0.086755     0.148765     0.898384
49890.00     0.037830     0.217034     1.970802
49890.25     0.088285     0.093559     1.096035
49890.50     0.154375     0.110526     1.102195
49890.75     0.123541     0.045718     0.486994
49891.00     0.051028     0.114658     1.437462
49891.25    -0.004757     0.036296     0.865023
49891.50     0.012329     0.019385     0.775213
49891.75    -0.017916     0.001891     0.458179
49892.00    -0.079091     0.067309     1.688748
49892.25    -0.124028     0.042187     1.535902
49892.50    -0.118479     0.054399     1.907298
49892.75    -0.098073     0.088282     1.781681
49893.00    -0.189437     0.200621     3.071954
49893.25    -0.127215     0.144656     2.691541
49893.50    -0.123808     0.174488     2.788455
49893.75    -0.098901     0.173280     2.157551
49894.00    -0.127186     0.258341     3.102805
49894.25    -0.096966     0.194144     2.275244
49894.50    -0.018258     0.210335     1.997274
49894.75     0.006456     0.199067     1.502493
49895.00     0.047275     0.251956     2.035717
49895.25     0.082841     0.202649     1.429631
49895.50     0.064608     0.179318     1.218326
49895.75     0.105646     0.124884     0.335539
49896.00     0.082129     0.216277     1.192614
49896.25     0.088849     0.113620     0.808543
49896.50     0.124727     0.113814     0.930676
49896.75     0.164252     0.067242     0.170922
49897.00     0.157267     0.155605     1.290327
49897.25     0.152611     0.056207     0.880594
49897.50     0.175530     0.063505     0.812890
49897.75     0.172128    -0.015902     0.252012
49898.00     0.118733     0.056081     1.095823
49898.25     0.108985    -0.060608     0.701969
49898.50     0.090158    -0.083981     0.710022
49898.75     0.041093    -0.159355     0.325771
49899.00    -0.049134    -0.111493     1.435387
49899.25    -0.084498    -0.230964     1.110467
49899.50    -0.106695    -0.216584     1.340717
49899.75    -0.079531    -0.217323     0.819449
49900.00    -0.108935    -0.101880     1.476186
49900.25    -0.136207    -0.120343     1.080724
49900.50    -0.148556    -0.053049     1.123529
49900.75    -0.162492     0.024304     0.875877
49901.00    -0.276794     0.191166     1.986907
49901.25    -0.325039     0.245835     1.681996
49901.50    -0.354306     0.314877     1.860792
49901.75    -0.383463     0.392279     1.412440
49902.00    -0.421960     0.510639     2.093718
49902.25    -0.404248     0.470542     1.045284
49902.50    -0.348689     0.510848     0.471390
49902.75    -0.317085     0.455176    -0.702502
49903.00    -0.242852     0.439729    -0.240465
49903.25    -0.230963     0.327098    -0.870119
49903.50    -0.160130     0.297520    -0.993108
49903.75    -0.163805     0.245119    -1.644327
49904.00    -0.137370     0.157027    -0.969355
49904.25    -0.189418     0.060763    -1.353123
49904.50    -0.126265    -0.073940    -1.396200
49904.75    -0.112878    -0.166470    -1.961623
49905.00    -0.163757    -0.169152    -0.736240
49905.25    -0.208682    -0.247851    -0.998294
49905.50    -0.204268    -0.294276    -0.974781
49905.75    -0.171116    -0.338419    -1.399005
49906.00    -0.181328    -0.271306     0.001432
49906.25    -0.234522    -0.307056    -0.238934
49906.50    -0.186099    -0.299332    -0.047874
49906.75    -0.180976    -0.285410    -0.419359
49907.00    -0.231330    -0.172124     0.994057
49907.25    -0.250544    -0.198890     0.710643
49907.50    -0.272424    -0.157655     1.012384
49907.75    -0.274572    -0.130002     0.924896
49908.00    -0.256534    -0.060765     2.085078
49908.25    -0.293649    -0.060425     1.695741
49908.50    -0.240620    -0.051527     1.779097
49908.75    -0.245820    -0.050231     0.856300
49909.00    -0.253655     0.062380     1.589709
49909.25    -0.170040     0.018737     0.794712
49909.50    -0.097464     0.053006     0.834737
49909.75    -0.057069     0.071926     0.092942
49910.00    -0.074934     0.237362     1.032540
49910.25    -0.052063     0.163325     0.436567
49910.50    -0.008480     0.192034     0.429475
49910.75    -0.026375     0.245835     0.009511
49911.00    -0.062000     0.308661     0.845429
49911.25    -0.088352     0.202048     0.252502
49911.50    -0.035889     0.157459     0.059336
49911.75    -0.084183     0.107586    -0.548946
49912.00    -0.112548     0.171305     0.420297
49912.25    -0.028906     0.042684    -0.456542
49912.50     0.000767    -0.018494    -0.330588
49912.75     0.038861    -0.062781    -0.655953
49913.00    -0.010256     0.050138     0.488705
49913.25    -0.026623    -0.046850     0.093950
49913.50     0.025350    -0.051209    -0.137632
49913.75     0.024019    -0.099520    -0.636790
49914.00     0.027587     0.023913     0.808565
49914.25     0.052775    -0.095257     0.199834
49914.50     0.040585    -0.074602     0.575936
49914.75     0.035083    -0.128801     0.246258
49915.00    -0.014586    -0.029424     1.455623
49915.25    -0.037720    -0.131827     0.891374
49915.50    -0.099752    -0.131949     1.529977
49915.75    -0.149627    -0.141998     1.075451
49916.00    -0.257938    -0.029910     2.986192
49916.25    -0.289136    -0.109288     2.281849
49916.50    -0.266341    -0.119880     2.587529
49916.75    -0.236716    -0.171347     1.747155
49917.00    -0.338294    -0.026027     3.046017
49917.25    -0.254310    -0.160162     1.718641
49917.50    -0.208567    -0.106306     1.622962
49917.75    -0.235368    -0.107143     1.003781
49918.00    -0.264721     0.017688     2.114485
49918.25    -0.313946    -0.008985     1.621982
49918.50    -0.356956     0.026167     1.685828
49918.75    -0.388627     0.035688     1.206288
49919.00    -0.444234     0.157009     2.275908
49919.25    -0.448300     0.050172     1.732614
49919.50    -0.460291     0.042818     1.422199
49919.75    -0.461186     0.003861     0.870084
49920.00    -0.495617     0.105308     1.798363
49920.25    -0.475528     0.055891     1.033570
49920.50    -0.512436     0.082475     0.807208
49920.75    -0.590875     0.112842     0.827312
49921.00    -0.656318     0.218678     2.097774
49921.25    -0.711577     0.132248     1.854910
49921.50    -0.768370     0.107279     1.713764
49921.75    -0.706356     0.054543     1.124904
49922.00    -0.738432     0.178312     2.229904
49922.25    -0.679404     0.111715     1.588897
49922.50    -0.673427     0.067527     1.513964
49922.75    -0.622319     0.066934     0.979962
49923.00    -0.623028     0.184374     1.767753
49923.25    -0.624663     0.133476     1.400213
49923.50    -0.580729     0.169563     1.273269
49923.75    -0.567321     0.154416     0.522893
49924.00    -0.596712     0.223756     1.539206
49924.25    -0.586408     0.151235     0.806816
49924.50    -0.556392     0.171126     0.782856
49924.75    -0.553806     0.171492     0.286727
49925.00    -0.559874     0.278309     1.526401
49925.25    -0.518515     0.232223     0.886198
49925.50    -0.432103     0.304429     0.960097
49925.75    -0.402521     0.270022     0.330894
49926.00    -0.370045     0.390499     1.405665
49926.25    -0.324317     0.307895     0.448403
49926.50    -0.258476     0.276859     0.396654
49926.75    -0.241958     0.179145    -0.475030
49927.00    -0.154983     0.217168     0.237689
49927.25    -0.077463     0.094254    -0.610954
49927.50     0.010401     0.066835    -1.185220
49927.75     0.009761     0.024519    -1.655556
49928.00    -0.011637     0.110977    -0.581967
49928.25     0.031165     0.065105    -1.280825
49928.50     0.068847     0.110188    -1.071964
49928.75     0.044973     0.130839    -1.508061
49929.00    -0.011662     0.213084    -0.228149
49929.25    -0.031977     0.138702    -0.774361
49929.50     0.037036     0.112307    -0.818961
49929.75     0.024240     0.096131    -1.548592
49930.00    -0.071396     0.171950    -0.232036
49930.25    -0.063190     0.064470    -0.990143
49930.50    -0.013725     0.106033    -0.930189
49930.75    -0.026172     0.078256    -1.278833
49931.00    -0.042769     0.199391    -0.037123
49931.25     0.018448     0.156677    -0.901867
49931.50     0.104166     0.150648    -0.694460
49931.75     0.158368     0.202159    -1.032059
49932.00     0.094079     0.354017     0.218830
49932.25     0.152261     0.322904    -0.815812
49932.50     0.144782     0.380499    -0.440847
49932.75     0.100309     0.360528    -1.155810
49933.00     0.037500     0.463577    -0.274419
49933.25     0.010181     0.390216    -0.556755
49933.50    -0.026168     0.371013    -0.743300
49933.75    -0.085761     0.308883    -0.946483
49934.00    -0.192962     0.379606     0.767846
49934.25    -0.274203     0.329166     0.732027
49934.50    -0.350469     0.413169     1.252286
49934.75    -0.428156     0.369595     1.241306
49935.00    -0.557987     0.381156     2.548080
49935.25    -0.535062     0.313892     1.787629
49935.50    -0.489169     0.282047     1.631898
49935.75    -0.391300     0.250252     0.687881
49936.00    -0.318815     0.340687     1.415828
49936.25    -0.236595     0.256916     0.795533
49936.50    -0.180681     0.245199     0.447008
49936.75    -0.088970     0.244943    -0.326718
49937.00    -0.119203     0.321185     0.583526
49937.25    -0.075761     0.277022     0.027769
49937.50    -0.027575     0.272709    -0.134362
49937.75    -0.053983     0.314334    -0.537300
49938.00    -0.076687     0.344049     0.567623
49938.25    -0.067632     0.296992     0.100896
49938.50    -0.052775     0.254441     0.250380
49938.75    -0.106992     0.218205     0.306308
49939.00    -0.188991     0.277887     1.655440
49939.25    -0.216244     0.227158     1.636892
49939.50    -0.262108     0.193720     1.921476
49939.75    -0.283865     0.158396     1.550480
49940.00    -0.354843     0.210696     2.605712
49940.25    -0.345768     0.102800     2.123129
49940.50    -0.304436     0.102904     1.869127
49940.75    -0.291608     0.048247     1.131645
49941.00    -0.321574     0.112275     2.292809
49941.25    -0.305050     0.025836     1.330859
49941.50    -0.283852     0.007706     1.465972
49941.75    -0.302992    -0.005445     0.880968
49942.00    -0.289786     0.119918     1.765329
49942.25    -0.308371     0.112268     1.010201
49942.50    -0.298076     0.142006     0.924448
49942.75    -0.309159     0.183992     0.573082
49943.00    -0.354015     0.278673     1.741944
49943.25    -0.347710     0.223666     1.149626
49943.50    -0.274356     0.227227     1.026630
49943.75    -0.238404     0.181557     0.462703
49944.00    -0.189975     0.271910     2.013785
49944.25    -0.112833     0.186282     1.584449
49944.50    -0.037562     0.168792     1.649224
49944.75    -0.004439     0.173155     1.278963
49945.00     0.002695     0.238109     2.963000
49945.25     0.065901     0.114855     2.304348
49945.50     0.120218     0.120002     2.180088
49945.75     0.127009     0.042482     1.686850
49946.00     0.137430     0.128026     2.785499
49946.25     0.188668     0.054425     2.426949
49946.50     0.198434     0.101265     2.425230
49946.75     0.244188     0.096171     1.563815
