 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF MELBOURNE","5R01AI052337-03","6804000","Mulholland, Edward K","Appropriate Pneumococcal Vaccination in Infants in Fiji","","","$ 216,027","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5R01DE014198-03","6757191","Reynolds, Eric C","Development of a P.gingivalis vaccine","","","$ 270,000","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5R01GM065926-03","6781799","Baldwin, Graham S","The biological activity of metal ion-gastrin complexes","","","$ 135,000","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5R01NS043949-02","6693416","Saunders, Norman R","Internal environment of the developing brain","","","$ 178,430","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5R21DE015361-02","6747953","Reynolds, Eric C","Impact of Oral bacterial interactions on periodontitis","","","$ 162,000","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5U01CA069638-10","6745085","Hopper, John L","THE AUSTRALIAN BREAST CANCER FAMILY REGISTRY","","","$ 645,453","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","5U01CA097735-03","6798340","Hopper, John L","AUSTRALASIAN COLORECTAL CANCER FAMILY REGISTRY","","","$ 1,184,252","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MONTREAL","1R01HL078655-01","6847632","Clouthier, Guy ","Cellular imaging of blood flow rheological disorders","","","$ 99,071","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF MONTREAL","2R01AI043261-04","6748354","Sekaly, Rafickpierre ","Effect of Viral Escape on Memory T Cell Maturation","","","$ 388,732","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF MONTREAL","5R01NS046033-02","6722810","Kalaska, John ","Neurophysiological Mechanisms of Motor Skills Learning","","","$ 242,754","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF MONTREAL","7R01CA088991-05","6905379","Borden, Katherine Lb","MOLECULAR MECHANISMS OF PML MEDIATED GROWTH CONTROL","","","$ 27,880","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF MONTREAL","7R01CA098571-02","6782700","Borden, Katherine Lb","Mechanisms of elF4E mediated transformation","","","$ 216,000","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF MONTREAL","7R01HL065430-04","6747290","Sauvageau, Guy ","HOXB4-- A HEMOPOIETIC STEM CELL 'EXPANDING' FACTOR","","","$ 200,000","MONTREAL","CANADA","0","","","","  "
"UNIVERSITY OF NAIROBI","5R01TW006230-03","6766816","Agot, Kawango E","Widow inheritance and HIV infection in Kenya","","","$ 54,000","NAIROBI","KENYA","0","","","","  "
"UNIVERSITY OF NAIROBI","5R01TW006640-02","6803965","Kiarie, James N","Interventions to reduce HIV-1 incidence after delivery","","","$ 54,000","NAIROBI","KENYA","0","","","","  "
"UNIVERSITY OF NEW SOUTH WALES","5R21DK067681-02","6802844","Russell, Pamela J","Role of IL18 in Spread of Prostate Cancer to Bone","","","$ 108,000","SYDNEY","AUSTRALIA","02052","","","","  "
"UNIVERSITY OF NEW SOUTH WALES","N01AI005395","","Cooper, David","HIV VACCINE DESIGN & DEV TEAMS","OTHER CLINICAL SCIENCES","SCHOOLS OF MEDICINE","$ 2,153,721","SYDNEY","AUSTRALIA","02052","","","","  "
"UNIVERSITY OF NEWCASTLE UPON TYNE","3R01HD039928-03S1","6894205","Strachan, Tom ","ELECTRONIC ATLAS OF FETAL BRAIN GENE EXPRESSION","","","$ 39,284","NEWCASTLE-UPON-TYNE","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF NOTTINGHAM","2R01GM057945-06","6823696","Avery, Simon V","Role of Oxidative Mechanisms in the Toxicity of Metals","","","$ 216,000","NOTTINGHAM","UNITED KINGDOM","000NG-7 2R","","","","  "
"UNIVERSITY OF NOTTINGHAM","5U01HD044638-02","6805264","Sinclair, Kevin D","DNA methylation programming to oocyte environment","","","$ 311,767","NOTTINGHAM","UNITED KINGDOM","000NG-7 2R","","","","  "
"UNIVERSITY OF OTAGO","1R01DE015260-01A1","6720630","Thomson, William M","Oral health disparities in the first 4 decades of life","","","$ 100,000","DUNEDIN","NEW ZEALAND","09001","","","","  "
"UNIVERSITY OF OTAGO","5R21DE015075-02","6683643","Cannon, Richard D","AIDS: Combatting drug resistance of Candida albicans","","","$ 133,886","DUNEDIN","NEW ZEALAND","09001","","","","  "
"UNIVERSITY OF OXFORD","1F32HL078236-01","6836330","Steffensen, Mackay B","S-Nitrosothiol chemistry at the single molecule level","","","$ 35,568","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","1F32HL078236-01X1","6916741","Steffensen, Mackay B","S-Nitrosothiol chemistry at the single molecule level","","","$ 5,500","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","1U01HD045861-01","6723593","Platt, Frances M","Glycosphingolipids as targets for male contraception","","","$ 155,773","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","5F32AI050333-03","6711808","Yook, Karen J","Genetic study of  C  elegans host response to a pathogen","","","$ 41,796","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","5F32AI050333-03X1","6831417","Yook, Karen J","Genetic study of  C  elegans host response to a pathogen","","","$ 5,500","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","5R01TW005993-03","6799300","Peto, Richard ","Monitoring tobacco mortality in 2M adults in 4 countries","","","$ 100,000","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","7R01HD034435-09","6776971","Robertson, Elizabeth J","BMP SIGNALLING IN EYE AND KIDNEY DEVELOPMENT","","","$ 366,750","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF OXFORD","7R01HD044156-03","6889167","Robertson, Elizabeth J","Endoderm Formation and Patterning in the Mouse","","","$ 254,125","OXFORD","UNITED KINGDOM","000OX-1 2J","","","","  "
"UNIVERSITY OF PARMA","5R01HL072323-03","6800788","Mutti, Antonio ","Metals in exhaled breath condensate as COPD biomarkers","","","$ 369,289","PARMA","ITALY","0","","","","  "
"UNIVERSITY OF PRETORIA","5R24HD043558-03","6800525","Jeffery, Bridget S","Building Capacity for AIDS research in South Africa","","","$ 312,714","PRETORIA","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF QUEENSLAND","1U01DK070136-01","6875981","Little, Melissa ","Murine Atlas of Genitourinary Development","","","$ 361,800","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R01DK063400-03","6791330","Little, Melissa ","Towards renal regeneration","","","$ 833,539","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R01DK064672-02","6785413","Shaw, Joanne T","Genetics of Type 2 Diabetes in indigenous Australians","","","$ 81,000","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R01DK064770-02","6777078","Stow, Jennifer L","Cytokine Trafficking and Secretion in Macrophages","","","$ 177,120","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R01GM066717-02","6773887","Hancock, John F","Plasma membrane microdomains and Ras function","","","$ 216,000","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R01MH059588-06","6799681","Mowry, Bryan J","Molecular Genetics of Schizophrenia","","","$ 323,568","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF QUEENSLAND","5R21AI053579-02","6795509","Khromykh, Alexander A","Development of Kunjin replicon-based Ebloa vaccine","","","$ 216,000","BRISBANE, QUEENSLAND","AUSTRALIA","04072","","","","  "
"UNIVERSITY OF SALAMANCA","5R01CA073735-08","6790506","Bustelo, Xose R"," VAV FAMILY PROTEINS IN CELL SIGNALING AND CANCER","","","$ 180,000","SALAMANCA","SPAIN","0","","","","  "
"UNIVERSITY OF SALFORD","3R01TW001565-04S1","6850502","Craig, Philip Simon","PARASITIC ZOONOSIS (ECHINOCOCCOSIS) TRANSMISSION IN CHIN","","","$ 329,000","SALFORD","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SAO PAULO","1R21TW006706-01","6723449","Conforto, Adriana B","Nerve Stimulation to Improve Hand Weakness in Stroke","","","$ 81,000","SAO PAULO","BRAZIL","0","","","","  "
"UNIVERSITY OF SHEFFIELD","5R01NS044567-03","6793329","Mayhew, John E","The hemodynamic response to neural activity in brain","","","$ 135,000","SHEFFIELD","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SOUTHAMPTON","1R01GM069414-01A1","6818701","Morton, Newton E","Linkage Disequilibrium: mapping and positional cloning","","","$ 162,000","SOUTHAMPTON","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SOUTHAMPTON","5R01HL072356-03","6803432","Djukanovic, Ratko ","A proteomics approach in the study of novel COPD markers","","","$ 265,110","SOUTHAMPTON","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SOUTHAMPTON","5U01HD044635-02","6800724","Fleming, Tom P","From embryo to adult: mechanisms of fetal programming","","","$ 167,044","SOUTHAMPTON","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SOUTHERN DENMARK","5R01DE011948-05","6792741","Christensen, Kaare ","Gene-enviornment interactions in facial clefts","","","$ 357,712","ODENSE","DENMARK","0","","","","  "
"UNIVERSITY OF STELLENBOSCH","5R21AI055800-02","6751227","Victor, Thomas C","INH resistance in Beijing/W isolates of M. tuberculosis","","","$ 162,000","STELLENBOSCH","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF SURREY","1R03CA110893-01","6840919","Rayman, Margaret P","Effect of Selenoprotein SNPs on Prostate Cancer Risk","","","$ 54,000","GUILDFORD","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF SYDNEY","1R01NS044905-01A1","6704589","Campbell, Iain Leslie","CNS Pathobiology of IFN-inducible non-ELR CXC Chemokines","","","$ 249,750","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01AA012725-05","6797380","Harper, Clive G","Brain Tissue Resource Centre for Alcohol Research","","","$ 301,025","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01CA087110-04","6748532","Chapman, Simon ","Analysis of tobacco industry documents--Asia/Australia","","","$ 183,349","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01EY003177-24","6795405","Mcavoy, Johnston W","LENS DIFFERENTIATION & CATARACT: ROLE OF FGF, RA & WNT","","","$ 100,000","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01HL073262-02","6742433","Woodward, Mark ","OXIDATIVE DAMAGE AND THE RISK OF CORONARY HEART DISEASE","","","$ 108,000","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01HL073443-02","6737468","Crossley, P Merlin","Trans-acting factors in fetal hemoglobin silencing","","","$ 209,600","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","5R01MH062231-06","6751992","Campbell, Iain Leslie","IFN-ALPHA AND HIV GP120 IN NEUROAIDS STUDIES","","","$ 181,658","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF SYDNEY","7R01NS036979-07","6892664","Campbell, Iain Leslie","Interleukin 12 in inflammatory neurological diseases","","","$ 386,818","SYDNEY","AUSTRALIA","02006","","","","  "
"UNIVERSITY OF TARTU","1R01TW006990-01","6803833","Uuskula, Anneli ","Screening for STDs using home sampling in Estonia","","","$ 54,000","TARTU","ESTONIA","0","","","","  "
"UNIVERSITY OF THE PHILIPPINES","5R25TW006061-03","6771182","Decastro, Leonardo D","CURRICULUM DEV AND INTENSIVE TRAINING IN RES ETHICS","","","$ 249,998","QUEZON CITY","PHILIPPINES","0","","","","  "
"UNIVERSITY OF THE REPUBLIC","1R01TW006970-01","6796467","Aleman, Alicia ","Antenatal Corticosteroids in Latin American Countries","","","$ 54,000","MONTEVIDEO","URUGUAY","11800","","","","  "
"UNIVERSITY OF THE REPUBLIC","5R01TW006223-03","6765950","Sapiro, Rossana ","CHARACTERIZATION OF FLAGELLAR PROTEINS INVOLVED IN SPER*","","","$ 54,000","MONTEVIDEO","URUGUAY","11800","","","","  "
"UNIVERSITY OF THE WEST INDIES","N01CP021121","","Hanchard, Barrie","NATURAL HISTORY OF HTLV-1 IN THE CARIBBEAN","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF MEDICINE","$ 725,766","KINGSTON","JAMAICA","0","","","","  "
"UNIVERSITY OF THE WITWATERSRAND","1D71TW006906-01","6764807","Feldman, Charles ","Establishment of AIDS and TB research expertise","","","$ 75,000","JOHANNESBURG","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF THE WITWATERSRAND","3U19AI053217-02S1","6859809","Mcintyre, James A","Safeguard the household: comprehensive AIDS research","","","$ 2,000,000","JOHANNESBURG","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF THE WITWATERSRAND","5U19AI053217-03","6803141","Mcintyre, James A","Safeguard the household: comprehensive AIDS research","","","$ 4,456,905","JOHANNESBURG","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF TORONTO","1R01DK070141-01","6876008","Sokolowski, Marla B","Genes underlying food-related behaviors in Drosphila.","","","$ 243,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","1R21AI060538-01","6745762","Remis, Robert S","Impact of GBV-C infection on perinatal HIV transmission","","","$ 86,400","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","2R01DA007223-13","6831094","George, Susan R","RECEPTORS MEDIATING DRUG DEPENDENCE","","","$ 189,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","2R25TW001606-05","6838562","Singer, Peter A","Univ. of Toronto MHSc in Bioethics International Stream","","","$ 250,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","3R01DE015420-02S1","6904853","Sessle, Barry J","PERIPHERAL NMDA RECEPTORS AND TMD PAIN MECHANISMS","","","$ 52,715","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5F31MH068046-02","6756449","Hollenstein, Thomas P","Socioemotional Flexibility at the Adolescent Transition","","","$ 27,971","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5F31MH068046-02X1","6900866","Hollenstein, Thomas P","Socioemotional Flexibility at the Adolescent Transition","","","$ 2,750","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01DE004786-26","6773952","Sessle, Barry J","Dental and Orofacial Pain:Brainstem Mechanisms","","","$ 235,710","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01DE013230-05","6753685","Cvitkovitch, Dennis G","The competence regulon in Streptococcus mutans biofilms","","","$ 189,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01DE015420-02","6795580","Sessle, Barry J","PERIPHERAL NMDA RECEPTORS AND TMD PAIN MECHANISMS","","","$ 270,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01GM069041-02","6800510","Shin, Jumi A","Simplified Helical Proteins that Bind Specific DNA Sites","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 162,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01NR005075-04","6727629","Sidani, Souraya ","ALTERNATIVE METHODS FOR CLINICAL RESEARCH","","","$ 381,553","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R01NS042722-02","6806505","Zhuo, Min ","Synaptic change in cingulate cortex after amputation","","","$ 230,850","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R21CA100630-02","6791441","Thompson, Lilian U","Interactive Effects of Flaxseed and Tamoxifen in Breast*","","","$ 81,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R21CA102916-02","6797821","Vogel, Wolfgang F","DDR1 controls tumor homing in breast to bone metastasis","","","$ 81,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R21EB001013-03","6787153","Sefton, Michael V","Modular tissue engineering components for vascularized *","","","$ 150,000","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5R37AG004306-19","6776404","Hasher, Lynn A","Age, Inhibition, and the contents of working memory","","","$ 442,979","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF TORONTO","5U01AI056546-02","6806450","Mogridge, Jeremy S","Development and testing of anthrax toxin inhibitors","","","$ 1,122,727","TORONTO","CANADA","000M5-S 1A","","","","  "
"UNIVERSITY OF VALLE","5D43TW005885-03","6730599","Herrera, Socrates ","Physipatogenesis of malaria anemia in humans & monkeys","","","$ 106,314","CALI","COLOMBIA","0","","","","  "
"UNIVERSITY OF VALLE","5P50AI049486-04","6763052","Herrera, Socrates ","Translation Research in Plasmodium vivax","","","$ 733,249","CALI","COLOMBIA","0","","","","  "
"UNIVERSITY OF VERACRUZ","1R01TW006636-01","6710862","Caba, Mario ","Ontogenetic Changes in Control of Rhythmicity in rabbits","","","$ 50,000","JALAPA","MEXICO","0","","","","  "
"UNIVERSITY OF VICTORIA","1R01AI056215-01A1","6771446","Nano, Francis E","A. Francisella tularensis pathogenicity island","","","$ 183,600","VICTORIA","CANADA","0000V-8P5C","","","","  "
"UNIVERSITY OF WALES, SWANSEA","5U24CA082102-05","6803213","Thomas, Geraldine A","The Chernobyl Tissue Bank","","","$ 121,166","SWANSEA","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF WARWICK","5R01GM068611-02","6777498","Keeling, Matthew J","Evolution of Disease: Current patterns and future trends","","","$ 139,320","COVENTRY","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF WATERLOO","3R01CA090955-02S1","6859973","Fong, Geoffrey T","Effects of Graphic Warning Labels on Adolescent Smoking","","","$ 64,800","WATERLOO","CANADA","0","","","","  "
"UNIVERSITY OF WATERLOO","3R01CA090955-02S2","6950100","Fong, Geoffrey T","Effects of Graphic Warning Labels on Adolescent Smoking","","","$ 40,000","WATERLOO","CANADA","0","","","","  "
"UNIVERSITY OF WATERLOO","5F32MH067427-02","6663684","Libby, Lisa K","The experience of self in memory and imagination","","","$ 37,476","WATERLOO","CANADA","0","","","","  "
"UNIVERSITY OF WATERLOO","5F32MH067427-02X1","6861148","Libby, Lisa K","The experience of self in memory and imagination","","","$ 5,500","WATERLOO","CANADA","0","","","","  "
"UNIVERSITY OF WESTERN AUSTRALIA","1R01NS044146-01A2","6723427","Wilton, Stephen D","Antisense oligonucleotide suppression of DMD","","","$ 149,850","CRAWLEY, WA","AUSTRALIA","06009","","","","  "
"UNIVERSITY OF WESTERN AUSTRALIA","5R01HD043100-02","6802841","Leonard, Helen M","Rett syndrome: determinants of outcome and burden","","","$ 170,100","CRAWLEY, WA","AUSTRALIA","06009","","","","  "
"UNIVERSITY OF WESTERN AUSTRALIA","5R01HL070967-02","6798156","Lesouef, Peter N","Asthma medication delivery with a new incentive spacer","","","$ 243,000","CRAWLEY, WA","AUSTRALIA","06009","","","","  "
"UNIVERSITY OF WINDSOR","2R01AA012714-04","6723599","Wahlsten, Douglas L","Ethanol effects on behavior: genes and environment","","","$ 370,072","WINDSOR","CANADA","0","","","","  "
"UNIVERSITY OF WUERZBURG","1R21AI060597-01","6803741","Doerries, Kristina ","Characterization of BKV infection in hematopoietic cells","","","$ 78,750","WUERZBURG","GERMANY","0","","","","  "
"UNIVERSITY OF YORK","5R21DK066075-02","6803147","Southgate, Jennifer ","Urothelial Barrier Function and Interstitial Cystitis","","","$ 108,000","YORK","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF ZURICH","5F32GM069267-02","6794141","Sarkar, Casim A","Engineering membrane proteins for biophysical studies","","","$ 37,476","ZURICH","SWITZERLAND","0","","","","  "
"UNIVERSITY OF ZURICH","5F32GM069267-02X1","6926807","Sarkar, Casim A","Engineering membrane proteins for biophysical studies","","","$ 5,500","ZURICH","SWITZERLAND","0","","","","  "
"UPPSALA UNIVERSITY","1R01GM070768-01","6766588","Ehrenberg, Mans P","Biochemical and Structural Analysis of the Ribosome","","","$ 158,557","UPPSALA","SWEDEN","0","","","","  "
"UPPSALA UNIVERSITY","1R01HL079567-01","6876242","Dahl, Niklas ","Molecular Basis of Diamond-Blackfan anemia","","","$ 162,000","UPPSALA","SWEDEN","0","","","","  "
"UPPSALA UNIVERSITY","1U01AI065192-01","6887633","Korsgren, Olle ","Innate immunity in clinical islet transplantation","","","$ 1,900,000","UPPSALA","SWEDEN","0","","","","  "
"UPPSALA UNIVERSITY","5R01AR047318-05","6799543","Larsson, Lars G","SHORTENING VELOCITY AND SCALING: UNDERLYING MECHANISMS","","","$ 250,069","UPPSALA","SWEDEN","0","","","","  "
"URALS RES CTR FOR RADIATION MEDICINE","N01CP455004","","Koshurnikova, Nina","EPIDEM STY OF MAYAK COHORTS","","","$ 90,000","OZYORSK","RUSSIA","0","","","","  "
"URALS RES CTR FOR RADIATION MEDICINE","N01CP455005","","Akleyev, Alexander","EPIDEM STY OF TECHA RIVER COHORTS","","","$ 94,633","OZYORSK","RUSSIA","0","","","","  "
"VICTOR CHANG CARDIAC RESEARCH INSTITUTE","5R01HL068885-04","6800725","Harvey, Richard P","Genetic modifiers of congenital heart disease","","","$ 83,323","SYDNEY","AUSTRALIA","0","","","","  "
"VICTORIA UNIVERSITY OF MANCHESTER","5R01AR049547-03","6798824","Briggs, Michael D","Targeted mouse models for studying skeletal dysplasia","","","$ 188,000","MANCHESTER","UNITED KINGDOM","0","","","","  "
"VICTORIA UNIVERSITY OF MANCHESTER","5R01NS046259-03","6802686","Boulton, Andrew J","NON-INVASIVE SURROGATE MARKERS FOR DIABETIC NEUROPATHY","","","$ 265,845","MANCHESTER","UNITED KINGDOM","0","","","","  "
"VICTORIA UNIVERSITY OF WELLINGTON","5R21DA015702-02","6669084","Jordan, Thomas W","A proteomic analysis of drug abuse","","","$ 108,000","WELLINGTON","NEW ZEALAND","0","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01AI044008-06","6779094","Cowman, Alan F","Adherence of malaria-infected red cells","","","$ 162,000","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01AI046485-04","6779092","Foote, Simon J","Identifying Host Response Genes to Malaria","","","$ 200,000","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01AI047192-05","6743726","Foote, Simon J","FINDING GENES FOR HOST RESPONSE TO LEISHMANIA MAJOR","","","$ 250,000","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01CA022556-26","6787769","Metcalf, Donald ","DIFFERENTIATION OF GRANULOCYTES AND MACROPHAGES","","","$ 180,000","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01CA043540-17","6769327","Cory, Suzanne ","ONCOGENE INDUCED LEUKEMOGENESIS IN TRANSGENIC MICE","","","$ 157,500","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R01CA080188-06","6732702","Adams, Jerry M","Mechanisms in the regulation of apoptosis","","","$ 168,210","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WALTER AND ELIZA HALL INST MEDICAL RES","5R21CA098229-02","6721515","Bernard, Ora ","The involvement of LIM kinase in metastases","","","$ 75,000","PARKVILLE, VIC","AUSTRALIA","03050","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","2R01CA042238-10A2","6811503","Degani, Hadassa ","MRI and MRS of Hormonal Induced Changes in Breast Cancer","","","$ 128,250","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","2R01DE006954-19","6819607","Weiner, Stephen ","STRUCTURAL STUDIES OF MATRIX PROTEINS IN TEETH AND BONES","","","$ 76,950","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R01CA072981-08","6724766","Yarden, Yosef ","ERBB 2 ERBB 3 HETERODIMERIC RECEPTOR OF CARCINOMAS","","","$ 202,085","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R01CA075334-07","6789915","Neeman, Michal ","MRI studies of angiogenesis in ovarian cancer","","","$ 100,000","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R01GM034360-17","6752469","Yonath, Ada E","Crystallographic Studies of Ribosomal Particles","","","$ 216,000","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R01GM053329-08","6790612","Anglister, Jacob ","MULTI-DIMENSIONAL NMR OF HIV-1 ENVELOPE GLYCOPROTEINS","","","$ 189,000","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R21HG002705-02","6776934","Alon, Uri S","Tools for mapping transcriptional networks","","","$ 108,000","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R33AI050562-04","6800754","Barkai, Naama ","Computation tools for analyzing gene expression data","","","$ 200,000","REHOVOT","ISRAEL","76100","","","","  "
"WEIZMANN INSTITUTE OF SCIENCE","5R37CA040099-20","6788197","Oren, Moshe ","Functional analysis of the p53 tumor suppressor","","","$ 215,200","REHOVOT","ISRAEL","76100","","","","  "
"WESTERN GENERAL HOSPITAL","1U01DK070200-01","6876762","Davidson, Duncan R","3D atlas & database of murine urogenital development","","","$ 531,555","EDINBURGH","UNITED KINGDOM","00EH1-5 2N","","","","  "
"WORLD HEALTH ORGANIZATION","3U01ES002617-23S1","6935736","Damstra, Thressa ","INTERNATIONAL PROGRAMME ON CHEMICAL SAFETY (IPCS)","","","$ 113,000","GENEVA","SWITZERLAND","0","","","","  "
"WORLD HEALTH ORGANIZATION","5U01ES002617-23","6734695","Damstra, Thressa ","INTERNATIONAL PROGRAMME ON CHEMICAL SAFETY (IPCS)","","","$ 569,682","GENEVA","SWITZERLAND","0","","","","  "
"WORLD HLTH ORG INTL AGCY RES ON CANCER","1R03CA113157-01","6889350","Hashibe, Mia ","International Head and Neck Cancer Consortium","","","$ 58,717","LYON","FRANCE","0","","","","  "
"WORLD HLTH ORG INTL AGCY RES ON CANCER","5R01CA092039-02","6794946","Brennan, Paul J","Genetics of Tobacco and Alcohol Related Cancers","","","$ 516,278","LYON","FRANCE","0","","","","  "
"WORLD HLTH ORG INTL AGCY RES ON CANCER","5R01CA102460-02","6792097","Kaaks, Rudolf J","Lifestyle, insulin, IGF-I and colorectal cancer","","","$ 103,418","LYON","FRANCE","0","","","","  "
