-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CME1        49718.000    1995     1     1     0
CME1        52274.750    2001    12    31    18
CME1     -2746197.164 -4011270.648  4115639.284
49873.75    -0.009960    -0.208682     0.081078
49874.00     0.042629    -0.350249     0.217633
49874.25     0.101202    -0.303710    -0.005782
49874.50     0.094956    -0.350158     0.206365
49874.75     0.119194    -0.385302    -0.007048
49875.00     0.179109    -0.544255     0.516776
49875.25     0.269001    -0.480334     0.425814
49875.50     0.305752    -0.464323     0.671007
49875.75     0.334392    -0.370937     0.340656
49876.00     0.301652    -0.447692     0.736565
49876.25     0.291204    -0.243477     0.352463
49876.50     0.205892    -0.199742     0.484272
49876.75     0.118241    -0.134654     0.120277
49877.00     0.083794    -0.196350     0.301909
49877.25     0.135962    -0.006031    -0.108236
49877.50     0.158098     0.108064    -0.293419
49877.75     0.208576     0.313668    -1.242800
49878.00     0.239849     0.194887    -0.969931
49878.25     0.298831     0.318609    -1.265066
49878.50     0.229708     0.252938    -0.882545
49878.75     0.197307     0.397824    -1.504579
49879.00     0.139598     0.190960    -0.983302
49879.25     0.145921     0.291130    -1.155885
49879.50     0.109726     0.302806    -0.953181
49879.75     0.064749     0.386868    -1.461452
49880.00     0.027429     0.157715    -0.767030
49880.25     0.001459     0.217838    -0.817249
49880.50    -0.068146     0.192669    -0.516479
49880.75    -0.158475     0.219656    -0.652966
49881.00    -0.208382     0.011024    -0.012520
49881.25    -0.214034     0.039712     0.091301
49881.50    -0.243246    -0.007435     0.507820
49881.75    -0.270283    -0.002489     0.296170
49882.00    -0.281546    -0.240648     0.933892
49882.25    -0.298427    -0.209761     0.986208
49882.50    -0.347129    -0.278050     1.406867
49882.75    -0.404081    -0.220212     0.979301
49883.00    -0.390326    -0.440770     1.478070
49883.25    -0.382184    -0.401419     1.421045
49883.50    -0.376683    -0.465643     1.746190
49883.75    -0.359618    -0.438009     1.371787
49884.00    -0.330714    -0.659452     1.882103
49884.25    -0.274858    -0.571498     1.724281
49884.50    -0.305939    -0.501799     1.766715
49884.75    -0.330104    -0.314988     1.042703
49885.00    -0.357045    -0.335974     1.082261
49885.25    -0.294604    -0.120862     0.500675
49885.50    -0.323008    -0.075705     0.574683
49885.75    -0.340931     0.023511    -0.005178
49886.00    -0.277387    -0.127385     0.277307
49886.25    -0.153140     0.029506    -0.173983
49886.50    -0.125548     0.015603     0.049817
49886.75    -0.094124     0.087150    -0.460530
49887.00    -0.051030    -0.065047    -0.169961
49887.25    -0.035993    -0.055006    -0.206069
49887.50    -0.045364    -0.069674     0.025527
49887.75    -0.053642     0.018437    -0.515906
49888.00     0.009823    -0.141300    -0.194759
49888.25     0.088378    -0.104194    -0.181934
49888.50     0.102546    -0.059802    -0.073863
49888.75     0.087439    -0.003102    -0.460459
49889.00     0.103484    -0.117395    -0.147956
49889.25     0.124213    -0.035772    -0.187435
49889.50     0.112825    -0.049005     0.092704
49889.75     0.080244     0.036570    -0.475925
49890.00     0.084940    -0.092671    -0.121450
49890.25     0.126358     0.054950    -0.418843
49890.50     0.130457     0.103344    -0.365086
49890.75     0.115502     0.244297    -1.064288
49891.00     0.164670     0.151024    -1.036995
49891.25     0.157146     0.244550    -1.227338
49891.50     0.153618     0.343830    -1.420310
49891.75     0.131530     0.429907    -1.917102
49892.00     0.148945     0.263035    -1.509613
49892.25     0.122511     0.285563    -1.454632
49892.50     0.088191     0.240888    -1.063227
49892.75     0.067633     0.270590    -1.258184
49893.00     0.053927     0.033834    -0.496229
49893.25     0.092708     0.029389    -0.297453
49893.50     0.116375    -0.007505    -0.029846
49893.75     0.103963     0.015772    -0.345757
49894.00     0.077119    -0.219099     0.191003
49894.25     0.171659    -0.093299    -0.079488
49894.50     0.167989    -0.089482     0.110097
49894.75     0.204960     0.025282    -0.487846
49895.00     0.234732    -0.095473    -0.258551
49895.25     0.307022    -0.001527    -0.437793
49895.50     0.306876     0.071013    -0.589244
49895.75     0.324626     0.216623    -1.219973
49896.00     0.340351     0.093729    -0.930979
49896.25     0.391947     0.199143    -1.098968
49896.50     0.407625     0.209740    -0.960927
49896.75     0.425563     0.305933    -1.443770
49897.00     0.403858     0.111565    -0.901772
49897.25     0.424229     0.234629    -0.974593
49897.50     0.380247     0.231092    -0.783790
49897.75     0.344333     0.330006    -1.274226
49898.00     0.264502     0.102320    -0.676031
49898.25     0.304678     0.256011    -0.990749
49898.50     0.222431     0.220028    -0.741594
49898.75     0.162938     0.329278    -1.226994
49899.00     0.106493     0.133770    -0.690640
49899.25     0.100578     0.248512    -0.823171
49899.50    -0.018668     0.134551    -0.343386
49899.75    -0.060328     0.237751    -0.765207
49900.00    -0.103387     0.041641    -0.249277
49900.25    -0.130534     0.089816    -0.335735
49900.50    -0.194413     0.001072     0.089786
49900.75    -0.242511     0.013408    -0.251078
49901.00    -0.242228    -0.221286     0.197889
49901.25    -0.184415    -0.203471     0.116887
49901.50    -0.196728    -0.295848     0.474795
49901.75    -0.173713    -0.240114     0.003804
49902.00    -0.106594    -0.376996     0.297058
49902.25    -0.020258    -0.268492     0.034584
49902.50    -0.017523    -0.193492    -0.048719
49902.75    -0.021156    -0.028054    -0.682357
49903.00     0.024048    -0.098824    -0.474280
49903.25     0.061886     0.022717    -0.686660
49903.50     0.056015     0.055071    -0.564303
49903.75     0.027129     0.188628    -1.182543
49904.00     0.023799     0.067530    -0.813808
49904.25     0.017028     0.102810    -0.845156
49904.50     0.007004     0.150139    -0.725527
49904.75    -0.052951     0.262871    -1.226876
49905.00    -0.064071     0.109446    -0.876845
49905.25    -0.067760     0.231446    -1.052161
49905.50    -0.100179     0.258038    -0.919684
49905.75    -0.140006     0.350197    -1.488041
49906.00    -0.124061     0.209838    -1.127966
49906.25    -0.115386     0.237857    -1.148543
49906.50    -0.086530     0.252820    -1.012226
49906.75    -0.142484     0.287792    -1.413971
49907.00    -0.136235     0.087124    -0.944786
49907.25    -0.126885     0.130661    -1.040720
49907.50    -0.132975     0.110393    -0.839461
49907.75    -0.169865     0.179092    -1.297940
49908.00    -0.079653     0.070038    -1.050333
49908.25    -0.088357     0.144909    -1.038333
49908.50    -0.121954     0.115840    -0.700280
49908.75    -0.172323     0.173355    -1.108128
49909.00    -0.186270    -0.010600    -0.477742
49909.25    -0.163824     0.074877    -0.552697
49909.50    -0.163989     0.056193    -0.167835
49909.75    -0.186083     0.135444    -0.578610
49910.00    -0.209480    -0.108518     0.074850
49910.25    -0.152167    -0.025327    -0.044705
49910.50    -0.161382    -0.012281     0.035734
49910.75    -0.155188     0.060248    -0.538357
49911.00    -0.064837    -0.018111    -0.447014
49911.25     0.027793     0.132678    -0.812553
49911.50     0.045016     0.173130    -0.750877
49911.75     0.054832     0.274736    -1.262240
49912.00     0.089220     0.094871    -0.831007
49912.25     0.155535     0.234842    -1.185705
49912.50     0.190789     0.256330    -1.099779
49912.75     0.223300     0.343280    -1.597475
49913.00     0.208471     0.112174    -1.027696
49913.25     0.265717     0.226771    -1.288557
49913.50     0.284193     0.289419    -1.331691
49913.75     0.264159     0.375672    -1.714642
49914.00     0.261977     0.220270    -1.300619
49914.25     0.310620     0.366588    -1.460623
49914.50     0.269424     0.362287    -1.345800
49914.75     0.204158     0.445934    -1.820201
49915.00     0.145093     0.216221    -1.220940
49915.25     0.159313     0.363242    -1.499401
49915.50     0.073219     0.275373    -1.141607
49915.75     0.036307     0.353028    -1.583472
49916.00    -0.061525     0.030375    -0.771475
49916.25    -0.053150     0.107179    -0.930471
49916.50    -0.080798     0.049596    -0.579649
49916.75    -0.076295     0.124393    -1.106720
49917.00    -0.108149    -0.145210    -0.341925
49917.25    -0.072449     0.008258    -0.737792
49917.50    -0.096628     0.017401    -0.630577
49917.75    -0.111141     0.181738    -1.353060
49918.00    -0.112663    -0.020694    -0.721105
49918.25    -0.076143     0.115330    -0.973463
49918.50    -0.119062     0.077353    -0.657592
49918.75    -0.123407     0.146702    -1.117319
49919.00    -0.163488    -0.089749    -0.450967
49919.25    -0.105466     0.004849    -0.563111
49919.50    -0.161128    -0.016228    -0.321846
49919.75    -0.193268     0.076021    -0.839209
49920.00    -0.239421    -0.150795    -0.275686
49920.25    -0.200023     0.015724    -0.746589
49920.50    -0.265479    -0.023217    -0.447094
49920.75    -0.299386     0.073313    -1.103949
49921.00    -0.327600    -0.161263    -0.525681
49921.25    -0.304065    -0.077608    -0.716816
49921.50    -0.363613    -0.099220    -0.526409
49921.75    -0.364185     0.032120    -1.164996
49922.00    -0.359799    -0.162019    -0.603183
49922.25    -0.299347    -0.031279    -0.804068
49922.50    -0.359397    -0.012273    -0.537471
49922.75    -0.379048     0.086859    -1.003820
49923.00    -0.431671    -0.125787    -0.247613
49923.25    -0.437033    -0.075328    -0.134192
49923.50    -0.494313    -0.110467     0.285263
49923.75    -0.551778    -0.079638    -0.005467
49924.00    -0.604839    -0.277404     0.572243
49924.25    -0.585191    -0.197041     0.455048
49924.50    -0.658924    -0.213803     0.706280
49924.75    -0.664210    -0.107497     0.149865
49925.00    -0.615376    -0.289454     0.474009
49925.25    -0.507587    -0.193319     0.188521
49925.50    -0.482776    -0.200034     0.289903
49925.75    -0.422438    -0.053863    -0.395411
49926.00    -0.336278    -0.241828     0.033904
49926.25    -0.238981    -0.069971    -0.321339
49926.50    -0.176323    -0.016747    -0.309215
49926.75    -0.166327     0.141987    -0.888816
49927.00    -0.168169    -0.041312    -0.281819
49927.25    -0.154090     0.091725    -0.510404
49927.50    -0.162994     0.074732    -0.189097
49927.75    -0.180772     0.162189    -0.765498
49928.00    -0.113366     0.035279    -0.501690
49928.25    -0.008335     0.180898    -0.756706
49928.50    -0.019339     0.216068    -0.717076
49928.75    -0.048240     0.245292    -0.973912
49929.00    -0.070937     0.055441    -0.476715
49929.25    -0.074869     0.151370    -0.592350
49929.50    -0.133869     0.158798    -0.460991
49929.75    -0.193845     0.208408    -0.823995
49930.00    -0.239672     0.002101    -0.376020
49930.25    -0.255482     0.070141    -0.487093
49930.50    -0.275617     0.031765    -0.307580
49930.75    -0.285759     0.107291    -0.793627
49931.00    -0.313944    -0.139141    -0.117093
49931.25    -0.257034     0.011624    -0.459700
49931.50    -0.273581     0.028492    -0.285206
49931.75    -0.318779     0.109559    -0.675162
49932.00    -0.337764    -0.056837    -0.141645
49932.25    -0.310278     0.075160    -0.288138
49932.50    -0.357422     0.075270    -0.014178
49932.75    -0.392195     0.157167    -0.429984
49933.00    -0.408440    -0.035334     0.066614
49933.25    -0.411115     0.024470     0.037631
49933.50    -0.434925    -0.016610     0.220723
49933.75    -0.444087     0.062990    -0.226754
49934.00    -0.456645    -0.207531     0.472269
49934.25    -0.419343    -0.208045     0.599644
49934.50    -0.464541    -0.300823     1.051330
49934.75    -0.503938    -0.284502     0.770348
49935.00    -0.536158    -0.571060     1.525319
49935.25    -0.491546    -0.489807     1.482103
49935.50    -0.527877    -0.520237     1.839608
49935.75    -0.538434    -0.423269     1.287302
49936.00    -0.497010    -0.605906     1.754883
49936.25    -0.380691    -0.424034     1.333970
49936.50    -0.321550    -0.390656     1.507755
49936.75    -0.213729    -0.178761     0.531135
49937.00    -0.133437    -0.293144     0.749984
49937.25    -0.000649    -0.100480     0.145656
49937.50    -0.004875    -0.085287     0.250727
49937.75     0.016251    -0.008812    -0.309860
49938.00     0.006828    -0.249306     0.316633
49938.25     0.001153    -0.217853     0.317555
49938.50    -0.105631    -0.352959     1.013995
49938.75    -0.220833    -0.375907     0.876261
49939.00    -0.289254    -0.657517     1.669871
49939.25    -0.303637    -0.659124     1.839422
49939.50    -0.353820    -0.676478     2.143566
49939.75    -0.401064    -0.569774     1.483754
49940.00    -0.372107    -0.688521     1.694687
49940.25    -0.274495    -0.531611     1.331414
49940.50    -0.258008    -0.455742     1.316479
49940.75    -0.228544    -0.314697     0.627088
49941.00    -0.205481    -0.402047     0.802811
49941.25    -0.146066    -0.213748     0.400090
49941.50    -0.186111    -0.147004     0.443019
49941.75    -0.226868    -0.052376    -0.024479
49942.00    -0.230026    -0.219562     0.393201
49942.25    -0.204669    -0.132094     0.189269
49942.50    -0.223496    -0.115843     0.374320
49942.75    -0.269773    -0.101094     0.100281
49943.00    -0.305263    -0.335454     0.802964
49943.25    -0.313605    -0.306711     0.780815
49943.50    -0.374995    -0.347649     1.094221
49943.75    -0.399629    -0.263986     0.681043
49944.00    -0.374502    -0.447477     1.135390
49944.25    -0.317685    -0.368438     1.014851
49944.50    -0.262490    -0.361715     1.214183
49944.75    -0.234446    -0.298452     0.797200
49945.00    -0.179962    -0.551892     1.473143
49945.25    -0.066509    -0.414851     1.211994
49945.50    -0.048379    -0.410271     1.530961
49945.75    -0.010393    -0.305009     0.975723
49946.00     0.033627    -0.448117     1.322907
49946.25     0.100428    -0.307792     0.970954
49946.50     0.121804    -0.277916     1.035224
49946.75     0.174090    -0.094495     0.216074
