-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
WES2        49718.000    1995     1     1     0
WES2        52274.750    2001    12    31    18
WES2      1492233.369 -4458089.483  4296046.010
49873.50     1.169042     0.766444     0.750143
49873.75     1.035223     0.823280     1.598261
49874.00     1.325922     0.965134     2.679342
49874.25     1.388164     0.997522     2.831310
49874.50     1.519889     1.242988     3.251356
49874.75     1.262622     1.183797     3.594982
49875.00     1.268415     1.258785     4.472655
49875.25     1.159993     1.183385     4.454198
49875.50     1.230489     1.332085     4.959447
49875.75     1.020140     1.212908     5.277516
49876.00     1.085513     1.146443     5.626053
49876.25     1.207269     0.917242     4.699284
49876.50     1.659954     0.909299     3.748825
49876.75     1.569352     0.593210     2.440953
49877.00     1.783842     0.422741     1.607568
49877.25     1.623546     0.238006     0.138297
49877.50     1.718161     0.332638    -0.785360
49877.75     1.185293     0.216961    -1.493099
49878.00     1.112796     0.244034    -1.151873
49878.25     0.922885     0.281283    -1.282710
49878.50     1.197983     0.509513    -0.697246
49878.75     1.022257     0.463170    -0.267193
49879.00     1.308416     0.548422     0.675023
49879.25     1.236849     0.580171     0.730990
49879.50     1.194540     0.829368     1.467038
49879.75     0.826832     0.759207     1.785501
49880.00     0.858042     0.779950     2.861222
49880.25     0.865049     0.781989     3.264076
49880.50     1.123139     0.992647     4.234439
49880.75     0.918130     0.842556     4.087703
49881.00     1.222712     0.845789     4.298366
49881.25     1.372137     0.886228     3.971540
49881.50     1.605865     1.085286     3.917845
49881.75     1.338062     0.994387     3.610327
49882.00     1.482025     0.992240     3.954203
49882.25     1.539626     0.885109     3.333858
49882.50     1.768943     0.974824     2.832810
49882.75     1.584112     0.800446     2.270956
49883.00     1.841986     0.694709     2.371746
49883.25     1.818287     0.490310     1.448772
49883.50     1.985791     0.452906     0.661574
49883.75     1.839708     0.202970    -0.335290
49884.00     2.070295     0.144557    -0.333789
49884.25     2.065208     0.018167    -1.208369
49884.50     2.282589     0.089166    -1.618506
49884.75     2.165788    -0.024617    -1.719728
49885.00     2.371621     0.105427    -0.657789
49885.25     2.340998     0.097112    -1.067967
49885.50     2.563980     0.279763    -0.825844
49885.75     2.389715     0.265725    -0.497606
49886.00     2.455401     0.353421     0.384068
49886.25     2.235607     0.342159     0.235495
49886.50     2.237769     0.496582     0.569263
49886.75     1.933132     0.471121     1.230004
49887.00     1.912653     0.511475     2.285928
49887.25     1.656137     0.469283     2.567855
49887.50     1.614149     0.616928     3.228856
49887.75     1.262243     0.583479     3.746622
49888.00     1.388420     0.656705     4.462658
49888.25     1.378443     0.640690     3.840111
49888.50     1.543888     0.696666     3.069894
49888.75     1.530677     0.558436     2.259850
49889.00     1.713104     0.539914     1.953342
49889.25     1.680824     0.322449     0.363313
49889.50     1.787252     0.421231    -0.158406
49889.75     1.499639     0.299871    -0.261245
49890.00     1.599277     0.354868     0.234016
49890.25     1.480128     0.283146    -0.597091
49890.50     1.626240     0.429926    -0.672733
49890.75     1.292950     0.281998    -0.852156
49891.00     1.363275     0.269863    -0.227913
49891.25     1.373575     0.187442    -0.455227
49891.50     1.590607     0.310520    -0.150079
49891.75     1.294917     0.223910     0.126718
49892.00     1.442685     0.309595     1.185513
49892.25     1.500856     0.295532     1.125127
49892.50     1.792626     0.512717     1.585045
49892.75     1.661380     0.488948     1.748818
49893.00     1.813939     0.630258     2.503687
49893.25     1.823154     0.625742     2.010228
49893.50     1.906599     0.769986     1.918966
49893.75     1.551896     0.616678     1.433023
49894.00     1.692414     0.621860     1.749311
49894.25     1.558010     0.526113     0.577540
49894.50     1.825218     0.692715     0.079649
49894.75     1.717644     0.574906    -0.789220
49895.00     1.921777     0.484271    -1.133737
49895.25     2.057365     0.460620    -2.000426
49895.50     2.408822     0.602376    -2.193058
49895.75     2.089678     0.495749    -2.269992
49896.00     2.285478     0.538278    -1.458920
49896.25     2.316831     0.556857    -1.301649
49896.50     2.469484     0.717644    -0.886769
49896.75     2.063526     0.627344    -0.592513
49897.00     2.215351     0.694844     0.440934
49897.25     2.161433     0.690145     0.191993
49897.50     2.229510     0.836117     0.308160
49897.75     1.796319     0.699144     0.327243
49898.00     1.809743     0.675313     0.985764
49898.25     1.617588     0.596531     0.481737
49898.50     1.812047     0.766413     0.953474
49898.75     1.614625     0.759540     1.365124
49899.00     1.810297     0.785191     2.177896
49899.25     1.875522     0.838683     2.282017
49899.50     2.165112     1.056165     2.965707
49899.75     1.964085     1.021926     3.168612
49900.00     2.159605     1.060742     3.629375
49900.25     2.132411     1.031261     3.502548
49900.50     2.173635     1.118766     3.621350
49900.75     1.899551     0.970587     3.456768
49901.00     2.078769     0.934045     3.811891
49901.25     2.124278     0.831997     3.080037
49901.50     2.488101     0.951718     3.134606
49901.75     2.365281     0.798943     2.648874
49902.00     2.495162     0.696151     2.486950
49902.25     2.417644     0.547053     1.230735
49902.50     2.581833     0.666324     0.788443
49902.75     2.303427     0.514389     0.235918
49903.00     2.234407     0.468627     0.131700
49903.25     2.223859     0.442855    -0.506383
49903.50     2.447627     0.577520    -0.545752
49903.75     2.142216     0.488627    -0.646689
49904.00     2.216710     0.482074    -0.078902
49904.25     2.111665     0.468494    -0.265551
49904.50     2.219014     0.631700     0.119662
49904.75     1.934278     0.538321     0.548935
49905.00     2.167413     0.536959     1.513617
49905.25     2.198086     0.494204     1.406519
49905.50     2.427102     0.622841     1.786795
49905.75     2.203798     0.501095     2.003820
49906.00     2.367674     0.521036     2.661511
49906.25     2.289621     0.548939     2.466793
49906.50     2.425603     0.767076     2.969171
49906.75     2.244208     0.651340     2.909875
49907.00     2.391442     0.648624     3.270792
49907.25     2.226104     0.626053     2.937746
49907.50     2.383465     0.874726     3.239808
49907.75     2.179795     0.804694     2.963736
49908.00     2.542911     0.926928     3.467575
49908.25     2.671762     0.957338     2.987243
49908.50     2.918015     1.194925     3.123462
49908.75     2.625403     1.057873     2.707600
49909.00     2.740348     1.108465     2.923660
49909.25     2.483804     1.064385     2.023687
49909.50     2.478192     1.201490     1.903907
49909.75     2.000999     1.027023     1.315844
49910.00     2.054622     0.934959     1.379611
49910.25     1.782482     0.817413     0.509921
49910.50     1.875957     0.903687     0.411109
49910.75     1.486992     0.744721     0.213489
49911.00     1.556316     0.730074     0.726665
49911.25     1.477197     0.701833     0.568203
49911.50     1.780208     0.843184     1.096695
49911.75     1.544257     0.683882     1.454862
49912.00     1.678104     0.700093     2.254297
49912.25     1.671690     0.699806     2.040590
49912.50     1.817844     0.873156     2.111555
49912.75     1.567321     0.787425     2.139993
49913.00     1.842638     0.857928     2.820126
49913.25     1.831832     0.887274     2.594296
49913.50     2.127334     1.014049     2.531156
49913.75     2.057159     0.957621     2.416640
49914.00     2.329370     0.946139     2.326524
49914.25     2.414978     0.854282     1.263682
49914.50     2.659453     0.986926     1.220506
49914.75     2.361303     0.934372     1.265533
49915.00     2.484078     0.936816     1.780044
49915.25     2.506366     0.962075     1.681378
49915.50     2.681802     1.162739     2.422055
49915.75     2.522116     1.068946     2.690849
49916.00     2.649996     1.041002     3.506824
49916.25     2.642960     1.063829     3.847917
49916.50     2.674761     1.235076     4.428950
49916.75     2.324106     1.085493     4.570520
49917.00     2.424300     0.961401     4.919783
49917.25     2.361748     0.834074     4.497777
49917.50     2.531689     0.910482     4.347962
49917.75     2.286377     0.792247     3.977702
49918.00     2.438955     0.786051     3.941946
49918.25     2.401972     0.818431     3.380135
49918.50     2.575256     1.013641     3.537921
49918.75     2.214744     0.939541     3.450804
49919.00     2.177466     0.972395     3.827499
49919.25     2.072614     0.950636     3.335911
49919.50     2.271962     1.109676     3.411465
49919.75     2.036773     0.949108     3.199983
49920.00     2.172506     0.908333     3.436754
49920.25     2.161821     0.786882     2.626040
49920.50     2.376461     0.894785     2.736498
49920.75     2.182764     0.785097     2.876665
49921.00     2.203854     0.786502     3.697920
49921.25     2.153909     0.691893     3.611257
49921.50     2.323374     0.884557     4.211982
49921.75     2.059314     0.784851     4.606269
49922.00     2.120108     0.755781     5.093005
49922.25     2.136284     0.631815     4.535226
49922.50     2.487075     0.766288     4.301632
49922.75     2.330735     0.630328     3.712603
49923.00     2.497041     0.666754     3.922231
49923.25     2.576920     0.681575     3.355818
49923.50     2.753197     0.823264     3.309550
49923.75     2.356524     0.658742     2.998036
49924.00     2.368594     0.628645     3.435398
49924.25     2.170725     0.547095     2.936940
49924.50     2.238193     0.660174     3.142732
49924.75     1.805581     0.514063     3.056626
49925.00     1.783442     0.474992     3.310063
49925.25     1.674375     0.365414     2.570878
49925.50     1.858850     0.467392     2.307907
49925.75     1.475742     0.313096     1.515634
49926.00     1.538485     0.334266     1.462088
49926.25     1.487893     0.316529     0.462538
49926.50     1.640616     0.513772     0.332124
49926.75     1.329382     0.471626     0.145609
49927.00     1.498767     0.525391     0.865686
49927.25     1.555436     0.537973     0.694627
49927.50     1.684799     0.688670     1.394651
49927.75     1.481346     0.543233     1.722417
49928.00     1.792492     0.512195     2.266713
49928.25     1.763733     0.394403     1.517018
49928.50     2.015405     0.480297     1.406635
49928.75     1.885992     0.304186     1.134870
49929.00     2.001926     0.268544     1.331695
49929.25     1.917896     0.186770     0.701525
49929.50     2.054551     0.296064     0.780573
49929.75     1.680336     0.111720     0.796276
49930.00     1.796076     0.113544     1.531989
49930.25     1.897263     0.028932     0.935611
49930.50     2.083468     0.190409     1.105473
49930.75     1.917040     0.119201     1.062999
49931.00     2.308770     0.181389     1.364290
49931.25     2.601759     0.166202     0.538884
49931.50     3.105311     0.365569     0.260006
49931.75     3.144243     0.294940    -0.087480
49932.00     3.549937     0.368483     0.421231
49932.25     3.675505     0.371565    -0.155087
49932.50     3.951450     0.576067     0.035978
49932.75     3.736855     0.485592     0.335054
49933.00     3.782635     0.434938     1.066134
49933.25     3.532122     0.405049     1.147491
49933.50     3.468813     0.544616     1.816365
49933.75     2.937743     0.445468     2.252249
49934.00     2.939508     0.447395     2.889353
49934.25     2.722163     0.425271     2.501628
49934.50     2.830632     0.616962     2.564635
49934.75     2.455872     0.581294     2.412588
49935.00     2.569379     0.644213     2.920682
49935.25     2.446660     0.688556     2.446248
49935.50     2.640036     0.822745     2.280831
49935.75     2.424715     0.605139     1.435424
49936.00     2.554773     0.517459     1.336248
49936.25     2.555266     0.400183     0.328727
49936.50     2.695674     0.512718    -0.130007
49936.75     2.273465     0.333420    -0.655987
49937.00     2.256367     0.286333    -0.301736
49937.25     2.083249     0.187774    -0.894240
49937.50     2.095315     0.314922    -0.916961
49937.75     1.626998     0.159170    -0.961724
49938.00     1.611103     0.176943    -0.167817
49938.25     1.422013     0.127369    -0.352345
49938.50     1.540836     0.300055     0.225121
49938.75     1.214607     0.181163     0.819412
49939.00     1.247433     0.214753     1.732548
49939.25     1.165422     0.162894     1.660510
49939.50     1.293185     0.309970     1.897426
49939.75     0.911285     0.132757     1.972419
49940.00     0.949459     0.123515     2.606566
49940.25     0.756164     0.076768     2.136988
49940.50     0.859321     0.277488     2.241673
49940.75     0.541314     0.199624     2.385341
49941.00     0.595172     0.273353     2.938351
49941.25     0.634003     0.315745     2.776175
49941.50     0.947587     0.558708     3.336346
49941.75     0.792834     0.556051     3.719648
49942.00     1.112651     0.533842     3.778760
49942.25     1.281694     0.471848     3.027646
49942.50     1.494975     0.596996     2.712243
49942.75     1.266128     0.499704     2.376346
49943.00     1.451962     0.520019     2.602007
49943.25     1.345720     0.485582     1.803262
49943.50     1.351057     0.638125     1.655738
49943.75     0.905338     0.490513     1.222916
49944.00     0.836878     0.510996     1.538205
49944.25     0.630555     0.475389     0.853589
49944.50     0.586187     0.598763     0.807280
49944.75     0.251607     0.441695     0.686408
49945.00     0.275376     0.476259     1.237584
49945.25     0.141442     0.411432     0.725239
49945.50     0.314636     0.586844     0.723692
49945.75     0.145141     0.503783     0.749731
49946.00     0.282990     0.533614     1.146170
49946.25     0.360797     0.537464     0.613049
49946.50     0.535725     0.732899     0.616699
49946.75     0.289321     0.651039     0.257812
