-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
49874.25     0.811835     0.234904     4.805839
49874.50     1.039061     0.121723     5.322773
49874.75     1.288687    -0.062536     4.775849
49875.00     1.531028    -0.236356     3.896825
49875.25     1.498507    -0.403377     1.470684
49875.50     1.396094    -0.444167    -0.504818
49875.75     1.061414    -0.460091    -2.385502
49876.00     0.794125    -0.361277    -2.487193
49876.25     0.488120    -0.263499    -3.632005
49876.50     0.307579    -0.121506    -3.977338
49876.75     0.105154    -0.054359    -4.018096
49877.00     0.067992     0.068063    -2.760307
49877.25    -0.046902     0.115985    -3.149211
49877.50     0.050875     0.185378    -3.410127
49877.75     0.139918     0.128882    -3.726191
49878.00     0.311062     0.085602    -2.695758
49878.25     0.387058    -0.073047    -2.858395
49878.50     0.474654    -0.164964    -2.914971
49878.75     0.346135    -0.276586    -3.332535
49879.00     0.225185    -0.222711    -2.589446
49879.25     0.058883    -0.190099    -3.120831
49879.50     0.038593    -0.186895    -3.178397
49879.75    -0.083549    -0.195043    -3.194862
49880.00    -0.085002    -0.134743    -1.666654
49880.25    -0.217483    -0.173973    -1.710373
49880.50    -0.259359    -0.160095    -1.499745
49880.75    -0.332755    -0.100223    -1.216731
49881.00    -0.297147    -0.011437     1.004749
49881.25    -0.272102     0.091099     1.219874
49881.50    -0.187748     0.226792     1.332865
49881.75    -0.167552     0.326824     0.976243
49882.00    -0.111743     0.365307     2.228799
49882.25    -0.214946     0.441819     1.713841
49882.50    -0.232114     0.546635     1.481123
49882.75    -0.333427     0.553661     0.990944
49883.00    -0.237724     0.610751     1.811832
49883.25    -0.294398     0.710078     1.159162
49883.50    -0.269508     0.852919     0.814590
49883.75    -0.331897     0.907062     0.706224
49884.00    -0.235048     0.914502     1.364222
49884.25    -0.326419     0.899012     0.576404
49884.50    -0.300418     0.937372     0.058468
49884.75    -0.351885     0.953354    -0.120005
49885.00    -0.331087     0.910044     1.212935
49885.25    -0.462788     0.925048     0.545863
49885.50    -0.472953     0.922003     0.416892
49885.75    -0.525022     0.769045     0.182570
49886.00    -0.395537     0.621595     1.292530
49886.25    -0.458548     0.542119     0.585201
49886.50    -0.438410     0.511213     0.130270
49886.75    -0.361065     0.426165    -0.311162
49887.00    -0.244977     0.320505     0.990596
49887.25    -0.213351     0.213727     0.463903
49887.50    -0.093429     0.221751    -0.139024
49887.75     0.031368     0.193199    -0.543439
49888.00     0.214377     0.192425     0.576321
49888.25     0.246687     0.252551     0.086589
49888.50     0.297133     0.376886    -0.370791
49888.75     0.201584     0.433806    -0.696422
49889.00     0.191691     0.375584     0.089276
49889.25     0.027610     0.362435    -0.346670
49889.50    -0.005874     0.377516    -0.644145
49889.75    -0.066446     0.314772    -0.855280
49890.00    -0.033974     0.201444     0.160784
49890.25    -0.087406     0.173589    -0.335251
49890.50    -0.080648     0.166799    -0.366953
49890.75    -0.096709     0.045837    -1.340643
49891.00    -0.021814    -0.047196    -0.394386
49891.25    -0.041265    -0.156505    -1.152039
49891.50     0.020921    -0.181404    -1.774989
49891.75     0.062440    -0.281717    -2.563931
49892.00     0.164913    -0.311395    -1.981237
49892.25     0.181454    -0.304490    -2.281118
49892.50     0.265810    -0.261725    -2.216781
49892.75     0.239523    -0.215414    -2.595399
49893.00     0.325199    -0.131168    -1.607832
49893.25     0.330509    -0.025749    -1.917629
49893.50     0.410943     0.065525    -1.956250
49893.75     0.350944     0.120327    -2.486859
49894.00     0.366682     0.217354    -1.553806
49894.25     0.288769     0.275790    -2.278127
49894.50     0.324228     0.368488    -2.247354
49894.75     0.281384     0.357925    -2.565135
49895.00     0.327763     0.333413    -1.458961
49895.25     0.364593     0.245784    -1.748123
49895.50     0.427881     0.171454    -1.773047
49895.75     0.453165     0.042086    -1.958695
49896.00     0.539507    -0.046001    -1.090422
49896.25     0.512426    -0.148479    -1.665664
49896.50     0.539483    -0.182204    -1.550760
49896.75     0.503659    -0.278147    -1.750098
49897.00     0.552700    -0.367388    -0.974750
49897.25     0.491211    -0.476073    -1.572636
49897.50     0.504259    -0.493235    -1.921537
49897.75     0.479852    -0.587606    -2.584460
49898.00     0.486845    -0.551635    -2.631414
49898.25     0.340725    -0.540551    -3.392912
49898.50     0.292061    -0.504534    -3.734370
49898.75     0.179208    -0.423442    -4.324879
49899.00     0.125280    -0.231053    -3.486768
49899.25     0.024004    -0.191314    -3.390086
49899.50    -0.001916    -0.081763    -2.780985
49899.75    -0.071998    -0.009757    -2.628532
49900.00    -0.009992     0.139254    -1.207222
49900.25    -0.043202     0.182934    -0.509546
49900.50     0.052634     0.295639     0.433089
49900.75     0.132039     0.342193     1.210493
49901.00     0.348117     0.367417     2.921679
49901.25     0.431232     0.347798     3.330002
49901.50     0.575767     0.339440     4.004738
49901.75     0.560304     0.281429     3.641611
49902.00     0.604017     0.225925     3.786523
49902.25     0.607499     0.179553     2.629285
49902.50     0.665528     0.168836     1.835617
49902.75     0.590932     0.128873     0.680701
49903.00     0.608309     0.102329     0.708051
49903.25     0.584116     0.076062    -0.077841
49903.50     0.646478     0.039800     0.050514
49903.75     0.551470    -0.102972     0.082419
49904.00     0.447290    -0.232383     0.552629
49904.25     0.293754    -0.389176     0.168634
49904.50     0.215804    -0.447152    -0.282195
49904.75     0.045996    -0.430729    -1.530953
49905.00     0.028811    -0.272937    -1.726673
49905.25    -0.129722    -0.245410    -2.697620
49905.50    -0.216529    -0.167477    -3.107323
49905.75    -0.333601    -0.146106    -3.244266
49906.00    -0.311346    -0.108560    -2.070569
49906.25    -0.293372    -0.138065    -1.781186
49906.50    -0.228157    -0.258880    -1.620562
49906.75    -0.310772    -0.324621    -2.216869
49907.00    -0.247634    -0.312341    -1.223994
49907.25    -0.296856    -0.245314    -1.733568
49907.50    -0.286379    -0.158867    -1.471584
49907.75    -0.291843    -0.072626    -1.181057
49908.00    -0.143127    -0.132539     0.533516
49908.25    -0.046582    -0.272889     0.078001
49908.50     0.064900    -0.201979    -0.529174
49908.75     0.011033    -0.057770    -1.723410
49909.00     0.012378     0.143613    -0.757305
49909.25    -0.088746     0.353482    -0.935697
49909.50    -0.121842     0.489839     0.123184
49909.75    -0.147500     0.483422     0.416388
49910.00    -0.085012     0.419248     1.695592
49910.25    -0.111361     0.423112     1.960093
49910.50    -0.129045     0.338048     2.484101
49910.75    -0.157999     0.190836     2.190635
49911.00    -0.029717     0.118162     2.436971
49911.25     0.029403     0.077133     1.401657
49911.50     0.093519     0.053240     1.002162
49911.75     0.066393    -0.099376    -0.083781
49912.00     0.141384    -0.083370     0.225398
49912.25     0.140804    -0.116528    -0.932197
49912.50     0.243833    -0.083446    -1.593993
49912.75     0.126871    -0.150895    -2.615535
49913.00     0.206223    -0.007931    -2.061282
49913.25     0.143191     0.028985    -2.905059
49913.50     0.175382     0.094631    -3.204124
49913.75     0.175242     0.074346    -3.677484
49914.00     0.251296     0.037016    -2.254496
49914.25     0.212780    -0.010218    -2.772294
49914.50     0.250153    -0.030482    -2.394062
49914.75     0.225142    -0.114849    -2.532216
49915.00     0.249792    -0.123919    -1.539761
49915.25     0.161164    -0.249289    -1.532760
49915.50     0.124946    -0.352552    -1.218855
49915.75     0.004152    -0.402251    -1.272803
49916.00    -0.003117    -0.346217    -0.123540
49916.25    -0.079511    -0.362566    -0.271679
49916.50    -0.080492    -0.356011    -0.234802
49916.75    -0.107670    -0.332253    -0.710735
49917.00    -0.019066    -0.275511     0.181074
49917.25    -0.089710    -0.238594    -0.156845
49917.50    -0.083591    -0.211109     0.178288
49917.75    -0.197670    -0.283555     0.319503
49918.00    -0.195133    -0.280741     1.528692
49918.25    -0.241728    -0.339584     1.456008
49918.50    -0.173108    -0.300921     1.272844
49918.75    -0.181992    -0.195992     0.903455
49919.00    -0.112681    -0.006119     2.141577
49919.25    -0.220832     0.105577     2.277358
49919.50    -0.239351     0.151201     3.117946
49919.75    -0.260853     0.028753     3.496976
49920.00    -0.160162    -0.085537     4.134973
49920.25    -0.270020    -0.164664     3.165634
49920.50    -0.327563    -0.140842     2.876398
49920.75    -0.425392    -0.057101     2.397248
49921.00    -0.383906    -0.025287     3.564775
49921.25    -0.558214     0.011267     3.484362
49921.50    -0.566848    -0.029116     3.993113
49921.75    -0.577479    -0.083841     3.430196
49922.00    -0.397405    -0.133024     4.280807
49922.25    -0.370414    -0.193284     3.464425
49922.50    -0.289995    -0.282087     2.788336
49922.75    -0.404066    -0.250320     1.410853
49923.00    -0.384829    -0.089106     2.008951
49923.25    -0.474873     0.032060     1.507805
49923.50    -0.434078     0.134441     1.389585
49923.75    -0.484651     0.185533     0.993069
49924.00    -0.459276     0.275368     1.667492
49924.25    -0.503433     0.376387     1.049969
49924.50    -0.507404     0.550062     1.051316
49924.75    -0.565233     0.678100     1.351588
49925.00    -0.490247     0.727062     3.094686
49925.25    -0.455185     0.750466     3.104715
49925.50    -0.434319     0.720759     3.877727
49925.75    -0.529586     0.455154     4.214230
49926.00    -0.525469     0.298989     4.903450
49926.25    -0.654544     0.089915     3.871046
49926.50    -0.744179    -0.134772     2.959092
49926.75    -0.810111    -0.307588     1.709707
49927.00    -0.633751    -0.314142     1.213321
49927.25    -0.662434    -0.286439    -0.466973
49927.50    -0.549538    -0.118101    -1.435841
49927.75    -0.486496     0.174501    -1.764575
49928.00    -0.365276     0.450500     0.089406
49928.25    -0.375556     0.555046     0.679551
49928.50    -0.521492     0.436533     2.697288
49928.75    -0.735171     0.030506     2.377474
49929.00    -0.729611    -0.177051     2.038306
49929.25    -0.790187    -0.317765     0.376208
49929.50    -0.691527    -0.310950    -1.287103
49929.75    -0.686834    -0.170299    -2.796316
49930.00    -0.620844     0.057108    -1.921698
49930.25    -0.739126     0.243355    -2.262110
49930.50    -0.708996     0.388991    -1.938744
49930.75    -0.748623     0.457099    -1.570554
49931.00    -0.623049     0.547527    -0.032652
49931.25    -0.674583     0.593814    -0.393413
49931.50    -0.599820     0.591740     0.082981
49931.75    -0.507726     0.462891    -0.016018
49932.00    -0.368786     0.304881     0.477611
49932.25    -0.407459     0.228425    -1.153821
49932.50    -0.394602     0.184088    -1.897010
49932.75    -0.466604     0.211758    -2.992219
49933.00    -0.417686     0.317988    -2.327645
49933.25    -0.460201     0.363642    -3.104810
49933.50    -0.424349     0.432326    -2.893672
49933.75    -0.450712     0.448575    -2.744897
49934.00    -0.399976     0.468952    -0.499694
49934.25    -0.439983     0.473191    -0.084796
49934.50    -0.398350     0.525987     0.676555
49934.75    -0.414206     0.537830     0.949612
49935.00    -0.353541     0.587464     2.704838
49935.25    -0.364590     0.716414     2.573136
49935.50    -0.344883     0.838109     2.720565
49935.75    -0.393112     0.849382     2.483991
49936.00    -0.324488     0.804484     3.167971
49936.25    -0.308369     0.759452     2.112739
49936.50    -0.146443     0.697175     1.488462
49936.75    -0.094384     0.609990     0.552479
49937.00     0.047002     0.575880     1.314360
49937.25     0.021379     0.634544     0.624751
49937.50     0.156959     0.712363     1.085943
49937.75     0.153371     0.733432     1.903513
49938.00     0.096549     0.629884     3.329135
49938.25    -0.270985     0.415660     3.219482
49938.50    -0.462990     0.459477     3.249180
49938.75    -0.613220     0.457095     3.718423
49939.00    -0.452500     0.324763     4.808624
49939.25    -0.544443     0.192941     5.032231
49939.50    -0.518805     0.079687     5.006247
49939.75    -0.459042    -0.065239     4.206284
49940.00    -0.253324    -0.109088     4.219628
49940.25    -0.234541    -0.148148     3.360066
49940.50    -0.069081    -0.120254     2.818390
49940.75     0.008369    -0.159400     1.886390
49941.00     0.206408    -0.078515     1.669724
49941.25     0.146568    -0.038635     0.663191
49941.50     0.130810     0.071020     0.389873
49941.75     0.034178     0.142278     0.099938
49942.00     0.070000     0.245633     1.133275
49942.25    -0.037998     0.322185     0.976246
49942.50     0.038467     0.468341     1.500845
49942.75     0.026430     0.540357     2.069040
49943.00     0.012009     0.583100     4.324367
49943.25    -0.309027     0.526530     5.673171
49943.50    -0.567002     0.474621     6.698572
49943.75    -0.764020     0.214024     5.921741
49944.00    -0.547876     0.188006     5.688778
49944.25    -0.521341     0.184557     4.506457
49944.50    -0.313508     0.275762     3.885210
49944.75    -0.147905     0.328468     3.300843
49945.00     0.108594     0.389665     4.222752
49945.25     0.134170     0.382280     3.139569
49945.50     0.258477     0.415552     2.417502
49945.75     0.344905     0.420596     1.606757
49946.00     0.492811     0.451180     2.370668
49946.25     0.490338     0.507495     1.454558
49946.50     0.570847     0.630614     1.351556
49946.75     0.577122     0.661046     0.932884
