-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
49873.00     0.768465    -0.926748     2.253393
49873.25     0.749432    -0.957170     2.475216
49873.50     1.116242    -1.237566     3.106709
49873.75     1.170657    -1.044505     2.826029
49874.00     1.293818    -1.200088     4.332980
49874.25     1.376905    -1.136605     3.804187
49874.50     1.722136    -1.425228     4.271002
49874.75     1.593106    -1.119440     3.731806
49875.00     1.533018    -1.270105     4.997699
49875.25     1.254841    -1.174220     4.694563
49875.50     1.474350    -1.363355     4.856045
49875.75     1.482476    -1.050295     3.845439
49876.00     1.378900    -1.064963     4.555826
49876.25     1.231903    -0.932437     3.814369
49876.50     1.653331    -1.232875     4.080714
49876.75     1.700015    -0.839016     2.661147
49877.00     1.733641    -0.783596     3.093328
49877.25     1.419657    -0.641001     1.877576
49877.50     1.639879    -0.948602     1.813699
49877.75     1.385945    -0.614794     0.390820
49878.00     1.319281    -0.618100     0.832869
49878.25     1.096653    -0.565898     0.046780
49878.50     1.639031    -0.866335     0.632811
49878.75     1.819871    -0.569206    -0.254079
49879.00     2.054336    -0.652192     0.978800
49879.25     1.790946    -0.577142     0.679800
49879.50     2.042991    -0.849490     1.065018
49879.75     1.974392    -0.491989    -0.025605
49880.00     1.876383    -0.502429     1.000020
49880.25     1.683245    -0.495132     1.001635
49880.50     2.051272    -0.785012     1.714865
49880.75     1.956862    -0.488396     0.793866
49881.00     1.972419    -0.673109     2.461968
49881.25     1.815869    -0.708374     2.359620
49881.50     2.075632    -1.041663     2.925232
49881.75     1.974574    -0.750123     1.959596
49882.00     1.930208    -0.873029     3.124870
49882.25     1.708251    -0.844226     3.020020
49882.50     1.909292    -1.108809     3.556321
49882.75     1.871446    -0.833791     2.640764
49883.00     1.946736    -0.906674     3.948821
49883.25     1.759192    -0.806826     3.667416
49883.50     1.938622    -1.011871     4.280474
49883.75     1.884721    -0.715513     3.554976
49884.00     1.922014    -0.854286     4.812890
49884.25     1.728557    -0.807836     4.527814
49884.50     2.049158    -1.065759     4.751239
49884.75     2.205443    -0.766851     3.414742
49885.00     2.480800    -0.824072     3.857055
49885.25     2.416422    -0.800482     2.783571
49885.50     2.831264    -1.115732     2.914498
49885.75     2.968761    -0.877856     1.739957
49886.00     2.934088    -0.926086     2.545798
49886.25     2.651197    -0.893270     2.019751
49886.50     2.886750    -1.180501     2.334740
49886.75     2.861079    -0.935363     1.569535
49887.00     2.684608    -0.972793     2.830618
49887.25     2.266587    -0.898087     2.700886
49887.50     2.455041    -1.082716     2.928740
49887.75     2.338363    -0.761051     2.012464
49888.00     2.274363    -0.833475     3.069766
49888.25     1.871737    -0.780598     2.814521
49888.50     1.945400    -1.008285     3.176698
49888.75     1.960613    -0.739880     2.440708
49889.00     1.946551    -0.839717     3.410363
49889.25     1.566868    -0.786966     2.892471
49889.50     1.756998    -1.022694     3.073562
49889.75     1.803761    -0.708247     1.775210
49890.00     1.936632    -0.843812     2.563575
49890.25     1.615352    -0.785446     1.879400
49890.50     1.954800    -1.038036     2.033924
49890.75     1.954587    -0.663964     0.646083
49891.00     2.087509    -0.638668     1.277047
49891.25     2.051187    -0.508351     0.602966
49891.50     2.593626    -0.725627     0.839009
49891.75     2.645742    -0.384145    -0.423001
49892.00     2.684581    -0.453744     0.820352
49892.25     2.520248    -0.377991     0.608530
49892.50     2.916206    -0.695738     1.547444
49892.75     2.938985    -0.496278     0.855557
49893.00     2.792938    -0.702054     2.407592
49893.25     2.410011    -0.784793     2.585847
49893.50     2.437367    -1.046624     3.210649
49893.75     2.184557    -0.666535     1.927884
49894.00     2.045099    -0.752004     3.200804
49894.25     1.451341    -0.675751     2.554992
49894.50     1.613396    -0.991704     2.904692
49894.75     1.517613    -0.741465     1.882113
49895.00     1.472784    -0.787877     2.741231
49895.25     1.429880    -0.844970     2.029511
49895.50     1.972156    -1.219261     2.418131
49895.75     2.131844    -1.027135     1.195629
49896.00     2.377289    -1.205251     2.193907
49896.25     2.457759    -1.249373     1.697887
49896.50     2.896047    -1.527798     2.041460
49896.75     2.882242    -1.215379     1.024298
49897.00     3.048951    -1.277034     2.206816
49897.25     2.868553    -1.240826     1.817650
49897.50     3.002124    -1.447742     2.157538
49897.75     2.788161    -1.078328     1.157802
49898.00     2.604361    -0.979160     2.039738
49898.25     2.174625    -0.810115     1.208075
49898.50     2.475933    -1.014397     1.459045
49898.75     2.440957    -0.774876     0.687400
49899.00     2.476542    -0.803762     1.862278
49899.25     2.354816    -0.855597     1.783155
49899.50     2.807857    -1.132790     2.453671
49899.75     2.850873    -0.928552     1.788909
49900.00     2.917166    -1.055682     2.745668
49900.25     2.761746    -1.091862     2.546821
49900.50     2.962882    -1.281145     2.799120
49900.75     2.914577    -0.982950     1.791035
49901.00     2.891778    -1.016261     2.790936
49901.25     2.684555    -1.041866     2.850048
49901.50     3.057469    -1.332275     3.755931
49901.75     3.002485    -1.081006     3.243018
49902.00     2.893183    -1.069185     4.174520
49902.25     2.622703    -0.984515     3.535724
49902.50     2.922045    -1.220928     3.663779
49902.75     2.862840    -0.892499     2.366732
49903.00     2.601617    -0.918995     2.869084
49903.25     2.471750    -0.905448     2.189955
49903.50     2.869056    -1.121074     2.337589
49903.75     2.845392    -0.773528     1.037952
49904.00     2.841237    -0.768142     1.658525
49904.25     2.576218    -0.747563     1.385989
49904.50     2.836951    -0.976311     1.759073
49904.75     2.846179    -0.615972     0.670474
49905.00     3.027030    -0.666120     1.656320
49905.25     2.936752    -0.622068     1.337534
49905.50     3.317172    -0.849867     1.864150
49905.75     3.353514    -0.472279     0.555699
49906.00     3.409440    -0.544424     1.462294
49906.25     3.100551    -0.526082     1.288095
49906.50     3.329519    -0.827794     1.791472
49906.75     3.357552    -0.556274     0.651435
49907.00     3.217943    -0.686953     1.879921
49907.25     2.817020    -0.685945     1.575202
49907.50     3.115980    -1.044915     1.967551
49907.75     3.052344    -0.840752     1.027298
49908.00     3.122545    -1.099671     2.528734
49908.25     3.010872    -1.194631     2.611581
49908.50     3.374003    -1.552393     3.167938
49908.75     3.299532    -1.191694     1.974060
49909.00     3.258834    -1.337630     3.087025
49909.25     2.756271    -1.271458     2.537036
49909.50     2.778382    -1.501987     2.945110
49909.75     2.501523    -1.091116     1.577930
49910.00     2.328052    -1.119166     2.660825
49910.25     1.743672    -1.023801     2.196118
49910.50     1.889788    -1.250080     2.616155
49910.75     1.772463    -0.889949     1.533550
49911.00     1.729472    -0.978003     2.566107
49911.25     1.570398    -0.947519     2.281164
49911.50     2.205577    -1.225752     2.629484
49911.75     2.304338    -0.876333     1.616397
49912.00     2.373465    -0.965186     2.647563
49912.25     2.207939    -0.940583     2.086030
49912.50     2.421738    -1.214613     2.153165
49912.75     2.390281    -0.913016     1.087058
49913.00     2.506875    -1.027712     2.134455
49913.25     2.319180    -1.058544     1.753788
49913.50     2.802171    -1.362903     1.963409
49913.75     2.983272    -1.118269     0.804343
49914.00     2.997773    -1.224365     1.947182
49914.25     2.893660    -1.228122     1.445462
49914.50     3.275372    -1.405403     1.661529
49914.75     3.300118    -1.060039     0.472100
49915.00     3.317019    -1.045628     1.645830
49915.25     3.230238    -0.995565     1.415652
49915.50     3.644231    -1.161384     1.644357
49915.75     3.646328    -0.809909     0.933191
49916.00     3.591736    -0.818641     2.345771
49916.25     3.430069    -0.807131     2.239250
49916.50     3.603508    -1.082665     2.808839
49916.75     3.466936    -0.754555     1.910575
49917.00     3.351541    -0.780092     2.927346
49917.25     3.145289    -0.750458     2.311487
49917.50     3.429864    -1.050074     2.584874
49917.75     3.401500    -0.808333     1.394069
49918.00     3.313159    -0.945173     2.333971
49918.25     3.019551    -0.996019     2.149621
49918.50     3.344454    -1.247373     2.439093
49918.75     3.233231    -0.937075     1.373695
49919.00     3.042191    -1.038596     2.397694
49919.25     2.702043    -1.061798     2.237771
49919.50     3.089821    -1.305727     2.449081
49919.75     3.054910    -0.980561     1.518852
49920.00     3.030043    -1.008027     2.564093
49920.25     2.819008    -0.839295     2.018272
49920.50     3.223368    -0.986196     2.338395
49920.75     3.330648    -0.618468     1.384437
49921.00     3.246186    -0.601145     2.466546
49921.25     2.993423    -0.427678     2.275094
49921.50     3.368763    -0.651754     2.651870
49921.75     3.348959    -0.286016     1.570309
49922.00     3.234364    -0.373234     2.595359
49922.25     3.024670    -0.378930     2.437057
49922.50     3.465632    -0.685426     2.749979
49922.75     3.476831    -0.413409     1.724754
49923.00     3.421801    -0.557523     3.012994
49923.25     3.241085    -0.619424     3.073705
49923.50     3.446107    -0.872787     3.698271
49923.75     3.252802    -0.512623     2.776706
49924.00     3.134608    -0.502637     3.779691
49924.25     2.748100    -0.391629     3.252553
49924.50     2.960480    -0.568210     3.581761
49924.75     2.803138    -0.190642     2.266913
49925.00     2.613762    -0.229292     3.008294
49925.25     2.325985    -0.153013     2.276333
49925.50     2.595775    -0.409685     2.596020
49925.75     2.370396    -0.118704     1.224479
49926.00     2.162040    -0.221420     1.958426
49926.25     1.879698    -0.262693     1.428884
49926.50     2.118390    -0.615155     1.941243
49926.75     2.092443    -0.394161     0.715302
49927.00     2.145929    -0.570590     1.942771
49927.25     2.147327    -0.645423     1.807185
49927.50     2.432722    -0.927242     2.275850
49927.75     2.570295    -0.694454     1.307208
49928.00     2.731754    -0.833247     2.587311
49928.25     2.607459    -0.833059     2.019317
49928.50     3.020343    -1.100014     2.550276
49928.75     3.088589    -0.776241     1.661877
49929.00     3.024214    -0.754364     2.726503
49929.25     2.847835    -0.604805     2.144350
49929.50     3.222303    -0.780962     2.342704
49929.75     3.095017    -0.374571     1.201600
49930.00     2.968505    -0.416541     2.386539
49930.25     2.761095    -0.322871     1.925163
49930.50     2.912923    -0.541306     2.376921
49930.75     2.805518    -0.252253     1.553065
49931.00     2.903326    -0.411459     2.831388
49931.25     2.874385    -0.485450     2.584630
49931.50     3.369631    -0.851024     3.153057
49931.75     3.593267    -0.628137     2.463710
49932.00     3.927707    -0.791465     3.860852
49932.25     3.959450    -0.847242     3.502440
49932.50     4.499597    -1.167717     3.901938
49932.75     4.667243    -0.854312     2.918039
49933.00     4.618933    -0.832278     3.941440
49933.25     4.320993    -0.710832     3.350098
49933.50     4.504979    -0.893541     3.528345
49933.75     4.160295    -0.540384     2.543115
49934.00     3.840882    -0.615371     3.787762
49934.25     3.207439    -0.556971     3.688076
49934.50     3.251884    -0.816644     4.428694
49934.75     2.946301    -0.543393     3.650691
49935.00     2.882557    -0.663658     4.908965
49935.25     2.376277    -0.677316     4.783156
49935.50     2.582037    -0.933508     5.175888
49935.75     2.468030    -0.628915     4.005050
49936.00     2.490536    -0.744521     4.951222
49936.25     2.210817    -0.742508     4.505104
49936.50     2.515200    -1.077076     4.616067
49936.75     2.369656    -0.810301     3.437274
49937.00     2.341762    -0.911090     4.347259
49937.25     2.094401    -0.820868     3.523081
49937.50     2.336678    -1.077519     3.627313
49937.75     2.221443    -0.708921     2.370703
49938.00     2.158547    -0.719512     3.475653
49938.25     1.793322    -0.573763     2.986023
49938.50     2.124480    -0.795256     3.553999
49938.75     1.997623    -0.410552     3.043685
49939.00     1.841581    -0.437908     4.464694
49939.25     1.459483    -0.342096     4.397649
49939.50     1.630397    -0.564979     4.838115
49939.75     1.503611    -0.146344     3.719171
49940.00     1.444310    -0.164635     4.514950
49940.25     1.091205    -0.082876     3.722237
49940.50     1.390547    -0.392680     3.849272
49940.75     1.358325    -0.054438     2.477948
49941.00     1.300788    -0.176526     3.172021
49941.25     1.247923    -0.144585     2.452233
49941.50     1.761299    -0.462282     2.624030
49941.75     1.880226    -0.228512     1.536716
49942.00     1.887892    -0.349263     2.660630
49942.25     1.895229    -0.403832     2.457076
49942.50     2.278199    -0.702435     2.936508
49942.75     2.275582    -0.430797     2.113111
49943.00     2.169067    -0.521424     3.593547
49943.25     1.803273    -0.440379     3.211614
49943.50     1.933551    -0.603566     3.261284
49943.75     1.624407    -0.179990     1.980032
49944.00     1.305295    -0.235968     2.895377
49944.25     0.747677    -0.198178     2.387290
49944.50     0.813614    -0.494422     2.519637
49944.75     0.631808    -0.218357     1.522194
49945.00     0.438453    -0.430026     2.823358
49945.25     0.056031    -0.479161     2.306360
49945.50     0.296506    -0.908399     2.786993
49945.75     0.302894    -0.738078     1.751386
49946.00     0.190896    -0.817772     2.749766
49946.25     0.028326    -0.826077     2.313274
49946.50     0.442077    -1.135255     2.415600
49946.75     0.426596    -0.839536     1.049739
