-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHAT        49718.000    1995     1     1     0
CHAT        52274.750    2001    12    31    18
CHAT     -4590670.912  -275482.993 -4404596.777
49873.00     0.054334     0.229366    -0.300239
49873.25    -0.015919     0.245454    -0.324131
49873.50    -0.020458     0.296993    -0.274815
49873.75    -0.015592     0.261197    -0.236947
49874.00    -0.093089     0.205011    -0.241631
49874.25    -0.149329     0.194603    -0.289178
49874.50    -0.137869     0.237831    -0.254149
49874.75    -0.120001     0.180602    -0.281170
49875.00    -0.149481     0.142420    -0.291543
49875.25    -0.195736     0.144608    -0.354133
49875.50    -0.184293     0.201185    -0.306062
49875.75    -0.170830     0.168726    -0.287343
49876.00    -0.214999     0.142183    -0.314168
49876.25    -0.277103     0.182125    -0.294670
49876.50    -0.281691     0.264808    -0.181480
49876.75    -0.262177     0.238166    -0.109979
49877.00    -0.291488     0.221609    -0.042236
49877.25    -0.298749     0.258052    -0.117394
49877.50    -0.253168     0.349506    -0.088850
49877.75    -0.160940     0.333633    -0.113384
49878.00    -0.156045     0.295055    -0.146265
49878.25    -0.154243     0.310491    -0.175484
49878.50    -0.136190     0.353904    -0.034230
49878.75    -0.114299     0.311352     0.073221
49879.00    -0.169446     0.263273     0.118113
49879.25    -0.204911     0.274835     0.068697
49879.50    -0.159903     0.341658     0.152968
49879.75    -0.096715     0.316814     0.222856
49880.00    -0.118421     0.258272     0.199646
49880.25    -0.165381     0.262254     0.200331
49880.50    -0.167089     0.306367     0.256747
49880.75    -0.122208     0.263295     0.279011
49881.00    -0.173113     0.224906     0.290591
49881.25    -0.214831     0.257770     0.248355
49881.50    -0.198992     0.335488     0.289713
49881.75    -0.151157     0.314835     0.285287
49882.00    -0.191974     0.279474     0.211394
49882.25    -0.230275     0.296482     0.136740
49882.50    -0.216542     0.361485     0.120826
49882.75    -0.184707     0.331134     0.102903
49883.00    -0.244352     0.273588     0.042495
49883.25    -0.262204     0.273694     0.009872
49883.50    -0.232759     0.314401     0.017363
49883.75    -0.195537     0.273151     0.018249
49884.00    -0.231100     0.225026    -0.045290
49884.25    -0.242079     0.239071    -0.096774
49884.50    -0.228981     0.296797    -0.057482
49884.75    -0.200766     0.270823     0.000956
49885.00    -0.245869     0.236798     0.023512
49885.25    -0.270894     0.280666     0.064903
49885.50    -0.258055     0.359480     0.215547
49885.75    -0.211327     0.336646     0.336242
49886.00    -0.236411     0.282583     0.324307
49886.25    -0.235810     0.301464     0.313523
49886.50    -0.193527     0.362610     0.395066
49886.75    -0.154698     0.329574     0.435481
49887.00    -0.189139     0.257296     0.390354
49887.25    -0.217229     0.236814     0.294890
49887.50    -0.190254     0.263763     0.313970
49887.75    -0.135891     0.209863     0.291929
49888.00    -0.175047     0.152779     0.233275
49888.25    -0.195571     0.167382     0.180979
49888.50    -0.158427     0.219880     0.164121
49888.75    -0.131497     0.183652     0.126082
49889.00    -0.164165     0.134687     0.050018
49889.25    -0.200951     0.149381     0.018233
49889.50    -0.159617     0.203310     0.035611
49889.75    -0.111198     0.158912    -0.010350
49890.00    -0.126212     0.123132    -0.039798
49890.25    -0.128589     0.146962    -0.128431
49890.50    -0.101429     0.206106    -0.115176
49890.75    -0.058096     0.164562    -0.165894
49891.00    -0.091554     0.112210    -0.210627
49891.25    -0.136160     0.121686    -0.221848
49891.50    -0.118448     0.177852    -0.108603
49891.75    -0.084713     0.143142    -0.044299
49892.00    -0.132654     0.103739    -0.024458
49892.25    -0.177252     0.117160    -0.038387
49892.50    -0.180608     0.177097     0.080053
49892.75    -0.159715     0.155173     0.133529
49893.00    -0.205279     0.125582     0.091724
49893.25    -0.256881     0.164735     0.048476
49893.50    -0.259366     0.224704     0.044509
49893.75    -0.214829     0.198911    -0.027106
49894.00    -0.249804     0.171432    -0.043974
49894.25    -0.245007     0.236461    -0.057859
49894.50    -0.227197     0.330280     0.033073
49894.75    -0.182915     0.334001     0.107049
49895.00    -0.216252     0.313318     0.111742
49895.25    -0.235367     0.368300     0.189157
49895.50    -0.216624     0.448158     0.301282
49895.75    -0.156938     0.443275     0.425696
49896.00    -0.199167     0.419725     0.494237
49896.25    -0.238338     0.454921     0.553444
49896.50    -0.212963     0.498103     0.641236
49896.75    -0.153695     0.442399     0.684875
49897.00    -0.193812     0.397067     0.719766
49897.25    -0.227877     0.425543     0.741965
49897.50    -0.207668     0.477784     0.793522
49897.75    -0.151154     0.412004     0.751310
49898.00    -0.189032     0.334360     0.604907
49898.25    -0.199982     0.343231     0.478006
49898.50    -0.180424     0.394062     0.501480
49898.75    -0.139255     0.365996     0.474389
49899.00    -0.178955     0.310475     0.397922
49899.25    -0.223474     0.344307     0.367270
49899.50    -0.221586     0.392772     0.405159
49899.75    -0.186217     0.371052     0.416270
49900.00    -0.235441     0.350337     0.379672
49900.25    -0.284678     0.381681     0.344618
49900.50    -0.257986     0.421069     0.362706
49900.75    -0.216025     0.363415     0.339019
49901.00    -0.250877     0.288424     0.286145
49901.25    -0.273590     0.271976     0.264485
49901.50    -0.272885     0.290749     0.326433
49901.75    -0.243603     0.226264     0.312261
49902.00    -0.278782     0.158200     0.222732
49902.25    -0.307149     0.184299     0.159731
49902.50    -0.290729     0.260872     0.172416
49902.75    -0.258840     0.248496     0.146152
49903.00    -0.288298     0.232893     0.014417
49903.25    -0.325283     0.293442    -0.007210
49903.50    -0.320751     0.359025     0.045833
49903.75    -0.272039     0.344177     0.074861
49904.00    -0.316687     0.297971     0.088349
49904.25    -0.342093     0.314742     0.087511
49904.50    -0.313759     0.348524     0.195238
49904.75    -0.268933     0.302370     0.292479
49905.00    -0.314564     0.246813     0.340686
49905.25    -0.359740     0.255994     0.366820
49905.50    -0.355645     0.300809     0.443789
49905.75    -0.324920     0.260605     0.491911
49906.00    -0.372687     0.223904     0.449175
49906.25    -0.408911     0.248522     0.390192
49906.50    -0.400932     0.299439     0.392729
49906.75    -0.375573     0.271824     0.353479
49907.00    -0.432035     0.248481     0.251051
49907.25    -0.436806     0.297877     0.198103
49907.50    -0.391030     0.393875     0.286472
49907.75    -0.321778     0.396567     0.309666
49908.00    -0.360536     0.414105     0.366624
49908.25    -0.386566     0.472597     0.368175
49908.50    -0.371466     0.558908     0.414428
49908.75    -0.307949     0.519491     0.354643
49909.00    -0.327838     0.478983     0.248507
49909.25    -0.308797     0.502342     0.122440
49909.50    -0.256274     0.551523     0.147402
49909.75    -0.170623     0.511117     0.141406
49910.00    -0.192890     0.469114     0.153578
49910.25    -0.195346     0.500886     0.156492
49910.50    -0.178998     0.552427     0.218333
49910.75    -0.126025     0.512025     0.230896
49911.00    -0.182911     0.466254     0.200706
49911.25    -0.243224     0.502924     0.225475
49911.50    -0.277812     0.548492     0.314007
49911.75    -0.263779     0.476860     0.350601
49912.00    -0.302480     0.411622     0.292893
49912.25    -0.328197     0.439805     0.300753
49912.50    -0.301723     0.517874     0.386670
49912.75    -0.234987     0.486949     0.458054
49913.00    -0.266566     0.450022     0.428967
49913.25    -0.267509     0.497635     0.438539
49913.50    -0.249709     0.570109     0.533479
49913.75    -0.200786     0.547323     0.588411
49914.00    -0.245412     0.505685     0.600886
49914.25    -0.280261     0.530244     0.631861
49914.50    -0.269403     0.556830     0.720116
49914.75    -0.214184     0.498274     0.772288
49915.00    -0.246598     0.422288     0.739193
49915.25    -0.293396     0.418629     0.701505
49915.50    -0.291815     0.428744     0.736845
49915.75    -0.284542     0.351015     0.687847
49916.00    -0.345228     0.268655     0.570594
49916.25    -0.400204     0.279318     0.493988
49916.50    -0.399604     0.333278     0.499721
49916.75    -0.372580     0.300947     0.465180
49917.00    -0.427858     0.254129     0.399675
49917.25    -0.458730     0.283914     0.348842
49917.50    -0.431950     0.337320     0.387021
49917.75    -0.365412     0.308738     0.422902
49918.00    -0.392088     0.284588     0.404473
49918.25    -0.405237     0.325703     0.417561
49918.50    -0.387432     0.393969     0.544167
49918.75    -0.323539     0.354694     0.542662
49919.00    -0.327339     0.322928     0.469924
49919.25    -0.354857     0.371792     0.422210
49919.50    -0.345076     0.451836     0.505421
49919.75    -0.321156     0.420273     0.515983
49920.00    -0.362726     0.365103     0.432809
49920.25    -0.390175     0.350138     0.329698
49920.50    -0.375731     0.358303     0.367624
49920.75    -0.336993     0.286505     0.404438
49921.00    -0.354677     0.199380     0.358151
49921.25    -0.387042     0.179167     0.306056
49921.50    -0.374849     0.220664     0.394175
49921.75    -0.349475     0.181047     0.433401
49922.00    -0.381426     0.151958     0.367145
49922.25    -0.423821     0.186064     0.294522
49922.50    -0.415860     0.250192     0.352849
49922.75    -0.370999     0.216663     0.321205
49923.00    -0.400482     0.179679     0.246720
49923.25    -0.429630     0.223561     0.258529
49923.50    -0.410662     0.276968     0.329678
49923.75    -0.348995     0.232406     0.336975
49924.00    -0.379500     0.180236     0.285899
49924.25    -0.394400     0.201930     0.239982
49924.50    -0.370290     0.231077     0.256645
49924.75    -0.303891     0.174365     0.231562
49925.00    -0.321712     0.111918     0.132166
49925.25    -0.329274     0.128039     0.055335
49925.50    -0.301418     0.169929     0.093984
49925.75    -0.228048     0.137373     0.069045
49926.00    -0.231441     0.099612    -0.009472
49926.25    -0.238803     0.145325    -0.096199
49926.50    -0.207885     0.221083    -0.028813
49926.75    -0.139782     0.211631     0.021354
49927.00    -0.172325     0.179228    -0.034991
49927.25    -0.206911     0.231346    -0.023682
49927.50    -0.196745     0.295052     0.058168
49927.75    -0.153482     0.262565     0.103603
49928.00    -0.206538     0.225308     0.121166
49928.25    -0.217902     0.265662     0.148042
49928.50    -0.199106     0.312816     0.219462
49928.75    -0.175892     0.247494     0.237704
49929.00    -0.212283     0.166169     0.174372
49929.25    -0.234934     0.156394     0.124212
49929.50    -0.221148     0.185168     0.168976
49929.75    -0.191998     0.120158     0.112319
49930.00    -0.262362     0.060558     0.006044
49930.25    -0.320447     0.091013    -0.063081
49930.50    -0.317174     0.143853    -0.050263
49930.75    -0.288261     0.113260    -0.065061
49931.00    -0.341930     0.095493    -0.099807
49931.25    -0.384946     0.158106    -0.071233
49931.50    -0.381540     0.237535     0.078462
49931.75    -0.362710     0.218407     0.159794
49932.00    -0.412033     0.182216     0.185944
49932.25    -0.436166     0.228580     0.243748
49932.50    -0.408096     0.292930     0.398869
49932.75    -0.367103     0.247694     0.497121
49933.00    -0.400426     0.173455     0.506587
49933.25    -0.405165     0.176244     0.493676
49933.50    -0.369007     0.207108     0.545091
49933.75    -0.297955     0.146420     0.509837
49934.00    -0.334290     0.081456     0.404136
49934.25    -0.360299     0.085317     0.265904
49934.50    -0.348507     0.126844     0.243340
49934.75    -0.302897     0.089582     0.141680
49935.00    -0.339488     0.046968     0.058337
49935.25    -0.353042     0.077242    -0.045531
49935.50    -0.318519     0.131907    -0.006149
49935.75    -0.261643     0.100752     0.006557
49936.00    -0.274118     0.067863     0.016676
49936.25    -0.279539     0.117147     0.045393
49936.50    -0.223287     0.204499     0.177813
49936.75    -0.152147     0.194845     0.238948
49937.00    -0.163672     0.164006     0.243600
49937.25    -0.174741     0.210601     0.247427
49937.50    -0.123044     0.276516     0.347167
49937.75    -0.071466     0.234303     0.340041
49938.00    -0.096535     0.171463     0.295122
49938.25    -0.101711     0.158958     0.205698
49938.50    -0.081783     0.166441     0.237245
49938.75    -0.053881     0.070479     0.187926
49939.00    -0.082371    -0.021510     0.057192
49939.25    -0.129865    -0.030551    -0.031585
49939.50    -0.127239    -0.004630    -0.034031
49939.75    -0.103505    -0.081241    -0.124195
49940.00    -0.149876    -0.157605    -0.272810
49940.25    -0.181132    -0.142153    -0.386869
49940.50    -0.156648    -0.068386    -0.363489
49940.75    -0.107363    -0.099559    -0.365145
49941.00    -0.116331    -0.114466    -0.426026
49941.25    -0.138952    -0.047786    -0.350491
49941.50    -0.128835     0.052662    -0.204947
49941.75    -0.084833     0.057052    -0.111116
49942.00    -0.118139     0.042077    -0.117793
49942.25    -0.159045     0.100734    -0.050856
49942.50    -0.134427     0.165273     0.019190
49942.75    -0.084904     0.119789     0.028717
49943.00    -0.115345     0.061574    -0.056452
49943.25    -0.132403     0.065248    -0.179527
49943.50    -0.066042     0.094049    -0.171244
49943.75     0.014539     0.022783    -0.213398
49944.00     0.033650    -0.038231    -0.300429
49944.25     0.033869    -0.009898    -0.346702
49944.50     0.087097     0.054182    -0.277933
49944.75     0.142686     0.017653    -0.268679
49945.00     0.139037    -0.001880    -0.317280
49945.25     0.132803     0.054701    -0.340842
49945.50     0.156433     0.160967    -0.247998
49945.75     0.183384     0.152664    -0.231884
49946.00     0.156740     0.114216    -0.272141
49946.25     0.122638     0.163194    -0.224031
49946.50     0.147086     0.243498    -0.101476
49946.75     0.184963     0.237220    -0.077829
