-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NOUM        49718.000    1995     1     1     0
NOUM        52274.750    2001    12    31    18
NOUM     -5739971.535  1387563.663 -2402123.551
49874.75    -0.081895    -0.035662    -0.494318
49875.00    -0.132168    -0.126116    -0.628737
49875.25    -0.117279    -0.026135    -0.478097
49875.50    -0.122386    -0.046450    -0.749305
49875.75    -0.097613    -0.026897    -0.409617
49876.00    -0.112545    -0.107799    -0.483565
49876.25    -0.095718     0.020291    -0.254035
49876.50    -0.096136     0.013534    -0.490751
49876.75    -0.053112     0.028438    -0.145411
49877.00    -0.067309    -0.066781    -0.277615
49877.25    -0.031922     0.059904    -0.138596
49877.50    -0.023756     0.077313    -0.461642
49877.75     0.034945     0.101077    -0.140410
49878.00     0.020877     0.012451    -0.275199
49878.25     0.033572     0.126408    -0.066700
49878.50    -0.014117     0.107626    -0.350083
49878.75    -0.002411     0.107620     0.057994
49879.00    -0.077296     0.020401    -0.132059
49879.25    -0.073836     0.113255     0.020607
49879.50    -0.090718     0.119220    -0.289451
49879.75    -0.057969     0.094753    -0.002289
49880.00    -0.090361     0.003507    -0.170555
49880.25    -0.086922     0.088804     0.012447
49880.50    -0.116604     0.072768    -0.256974
49880.75    -0.102208     0.068754    -0.001210
49881.00    -0.134923    -0.015980    -0.194711
49881.25    -0.138670     0.101194    -0.136368
49881.50    -0.150447     0.111746    -0.473562
49881.75    -0.117871     0.113383    -0.217071
49882.00    -0.148004     0.019904    -0.468397
49882.25    -0.131122     0.127506    -0.376776
49882.50    -0.137962     0.105296    -0.696122
49882.75    -0.113702     0.118335    -0.422255
49883.00    -0.135444     0.004244    -0.609605
49883.25    -0.114126     0.077197    -0.461283
49883.50    -0.123263     0.051238    -0.715653
49883.75    -0.089874     0.037930    -0.496508
49884.00    -0.128248    -0.077928    -0.759417
49884.25    -0.130958     0.012619    -0.693266
49884.50    -0.154239    -0.015976    -1.023312
49884.75    -0.145927    -0.023681    -0.794692
49885.00    -0.205585    -0.104409    -0.998412
49885.25    -0.210339    -0.005127    -0.868657
49885.50    -0.234881    -0.017407    -1.106946
49885.75    -0.231899    -0.048001    -0.821636
49886.00    -0.273436    -0.142941    -0.996730
49886.25    -0.259828    -0.062393    -0.873708
49886.50    -0.273164    -0.069368    -1.154967
49886.75    -0.243717    -0.085767    -0.790283
49887.00    -0.278532    -0.177393    -0.918605
49887.25    -0.257413    -0.106414    -0.695454
49887.50    -0.267896    -0.133992    -0.915350
49887.75    -0.227535    -0.143958    -0.616777
49888.00    -0.251817    -0.253046    -0.687405
49888.25    -0.217769    -0.152917    -0.582850
49888.50    -0.208940    -0.151755    -0.903327
49888.75    -0.178445    -0.155444    -0.667348
49889.00    -0.204660    -0.233798    -0.810101
49889.25    -0.199024    -0.119761    -0.708084
49889.50    -0.210212    -0.121988    -1.004716
49889.75    -0.208262    -0.145237    -0.852670
49890.00    -0.233387    -0.227019    -1.045277
49890.25    -0.216887    -0.114493    -0.961326
49890.50    -0.220128    -0.085358    -1.249075
49890.75    -0.177866    -0.103023    -0.913337
49891.00    -0.182461    -0.188110    -0.922437
49891.25    -0.163722    -0.091325    -0.673902
49891.50    -0.149099    -0.106331    -0.760482
49891.75    -0.098535    -0.115700    -0.335693
49892.00    -0.117117    -0.193785    -0.430261
49892.25    -0.099593    -0.087371    -0.198819
49892.50    -0.113676    -0.081302    -0.411175
49892.75    -0.089008    -0.068481    -0.126734
49893.00    -0.128922    -0.105836    -0.243719
49893.25    -0.126113     0.010390    -0.196111
49893.50    -0.118256     0.018290    -0.474744
49893.75    -0.078894     0.015411    -0.242583
49894.00    -0.103051    -0.064149    -0.392128
49894.25    -0.055286     0.060205    -0.233170
49894.50    -0.047155     0.090634    -0.509619
49894.75    -0.013837     0.114935    -0.230902
49895.00    -0.042709     0.055593    -0.361789
49895.25    -0.011816     0.173826    -0.165092
49895.50    -0.039213     0.184458    -0.399583
49895.75     0.000563     0.199143    -0.008581
49896.00    -0.049728     0.124706    -0.126998
49896.25    -0.058923     0.201589     0.030076
49896.50    -0.105626     0.173635    -0.261064
49896.75    -0.078823     0.135535     0.053190
49897.00    -0.129265     0.024739    -0.100384
49897.25    -0.128929     0.107229    -0.004905
49897.50    -0.156287     0.098929    -0.277501
49897.75    -0.120534     0.053398    -0.002301
49898.00    -0.146116    -0.049915    -0.189151
49898.25    -0.097315     0.042207    -0.142831
49898.50    -0.106695     0.054117    -0.438938
49898.75    -0.086300     0.062369    -0.215356
49899.00    -0.135342    -0.024873    -0.397467
49899.25    -0.141384     0.065475    -0.307235
49899.50    -0.196389     0.048122    -0.653921
49899.75    -0.181064     0.050699    -0.444660
49900.00    -0.230319    -0.014541    -0.684511
49900.25    -0.225590     0.073516    -0.550408
49900.50    -0.244204     0.078368    -0.774196
49900.75    -0.200337     0.063904    -0.477373
49901.00    -0.247766    -0.018767    -0.574426
49901.25    -0.259342     0.049581    -0.423924
49901.50    -0.289993     0.036315    -0.640552
49901.75    -0.274124     0.001121    -0.372810
49902.00    -0.296178    -0.102489    -0.537875
49902.25    -0.263783    -0.027160    -0.409969
49902.50    -0.258287    -0.030077    -0.686216
49902.75    -0.206279    -0.018994    -0.439133
49903.00    -0.205448    -0.083938    -0.594881
49903.25    -0.177591     0.021166    -0.466012
49903.50    -0.183082     0.026585    -0.769374
49903.75    -0.141750     0.037732    -0.427387
49904.00    -0.161883    -0.032749    -0.598558
49904.25    -0.164098     0.044983    -0.477833
49904.50    -0.179428     0.022190    -0.717368
49904.75    -0.150519     0.004923    -0.356802
49905.00    -0.199984    -0.089613    -0.438638
49905.25    -0.201706     0.011402    -0.215977
49905.50    -0.208445    -0.000481    -0.433337
49905.75    -0.171517    -0.024938    -0.077102
49906.00    -0.201704    -0.101311    -0.223776
49906.25    -0.191354    -0.003332    -0.072929
49906.50    -0.202414     0.015406    -0.387360
49906.75    -0.176021     0.011705    -0.125072
49907.00    -0.189708    -0.050654    -0.296784
49907.25    -0.149753     0.069840    -0.215025
49907.50    -0.161263     0.109847    -0.445546
49907.75    -0.125533     0.140835    -0.253796
49908.00    -0.133111     0.111616    -0.471991
49908.25    -0.123910     0.268519    -0.293136
49908.50    -0.146627     0.303292    -0.525827
49908.75    -0.096241     0.287532    -0.229358
49909.00    -0.123908     0.230172    -0.486602
49909.25    -0.088721     0.348367    -0.368523
49909.50    -0.080180     0.369750    -0.597740
49909.75    -0.028479     0.358810    -0.275614
49910.00    -0.044762     0.277973    -0.363612
49910.25    -0.016893     0.365745    -0.179870
49910.50    -0.022427     0.372394    -0.346833
49910.75     0.024611     0.370800     0.053841
49911.00     0.025635     0.293362    -0.043568
49911.25     0.028406     0.389077     0.167434
49911.50    -0.016725     0.383944    -0.067261
49911.75    -0.018793     0.325379     0.179543
49912.00    -0.070045     0.204611    -0.025730
49912.25    -0.074949     0.278222     0.035308
49912.50    -0.099552     0.304277    -0.276664
49912.75    -0.062672     0.276044    -0.083098
49913.00    -0.096583     0.184590    -0.301558
49913.25    -0.089693     0.271060    -0.214984
49913.50    -0.102354     0.285250    -0.411415
49913.75    -0.080874     0.263462    -0.131566
49914.00    -0.107395     0.189195    -0.227577
49914.25    -0.094940     0.282320    -0.064878
49914.50    -0.119957     0.274433    -0.203297
49914.75    -0.088341     0.249153     0.237054
49915.00    -0.106242     0.156960     0.199928
49915.25    -0.100221     0.255331     0.339184
49915.50    -0.138731     0.214211     0.160646
49915.75    -0.121133     0.164080     0.436045
49916.00    -0.166848     0.012437     0.213962
49916.25    -0.178590     0.083955     0.232450
49916.50    -0.203486     0.062364    -0.169911
49916.75    -0.189686     0.021838    -0.040171
49917.00    -0.236594    -0.081807    -0.328206
49917.25    -0.223921     0.008971    -0.199712
49917.50    -0.248811    -0.019439    -0.617247
49917.75    -0.233152     0.000262    -0.381352
49918.00    -0.252319    -0.075701    -0.591435
49918.25    -0.237845     0.074892    -0.392171
49918.50    -0.254138     0.102110    -0.585961
49918.75    -0.197598     0.128321    -0.234959
49919.00    -0.205567     0.053759    -0.345025
49919.25    -0.159194     0.192067    -0.156681
49919.50    -0.166071     0.210971    -0.353532
49919.75    -0.139503     0.192941    -0.019450
49920.00    -0.168880     0.087976    -0.237745
49920.25    -0.161072     0.169401    -0.025571
49920.50    -0.200028     0.124149    -0.300697
49920.75    -0.199219     0.057306    -0.031264
49921.00    -0.228247    -0.072829    -0.181249
49921.25    -0.231065    -0.020586    -0.046972
49921.50    -0.257909    -0.078384    -0.313356
49921.75    -0.227029    -0.100647     0.003105
49922.00    -0.243622    -0.187190    -0.205192
49922.25    -0.218328    -0.067831    -0.009711
49922.50    -0.244252    -0.049270    -0.299200
49922.75    -0.206262    -0.041952     0.017560
49923.00    -0.229225    -0.097490    -0.171630
49923.25    -0.202931     0.043606     0.043431
49923.50    -0.212849     0.069434    -0.180112
49923.75    -0.168211     0.060041     0.188371
49924.00    -0.188778    -0.049364     0.067075
49924.25    -0.144053     0.056336     0.312185
49924.50    -0.160844     0.037341     0.033207
49924.75    -0.120684     0.007272     0.299185
49925.00    -0.138994    -0.124500     0.070194
49925.25    -0.109466    -0.027601     0.214209
49925.50    -0.135191    -0.068027    -0.141434
49925.75    -0.086687    -0.069026     0.108965
49926.00    -0.105836    -0.164658    -0.178893
49926.25    -0.081593    -0.031930    -0.121498
49926.50    -0.092755    -0.034743    -0.489002
49926.75    -0.047652    -0.017735    -0.222304
49927.00    -0.085012    -0.085134    -0.520558
49927.25    -0.078715     0.069081    -0.320543
49927.50    -0.098944     0.113991    -0.562403
49927.75    -0.073813     0.108165    -0.212836
49928.00    -0.113707     0.035542    -0.335328
49928.25    -0.074307     0.174761    -0.035888
49928.50    -0.099460     0.159393    -0.224103
49928.75    -0.075913     0.117692     0.121807
49929.00    -0.110788    -0.009747    -0.013616
49929.25    -0.101810     0.055364     0.123837
49929.50    -0.140858     0.015052    -0.130155
49929.75    -0.117737    -0.021823     0.096494
49930.00    -0.156789    -0.131356    -0.127052
49930.25    -0.145480    -0.018702     0.000363
49930.50    -0.161834    -0.024892    -0.271774
49930.75    -0.133640    -0.041144    -0.091875
49931.00    -0.175755    -0.116660    -0.335134
49931.25    -0.169473     0.004325    -0.237356
49931.50    -0.206981     0.012270    -0.513246
49931.75    -0.207718    -0.000689    -0.273367
49932.00    -0.267113    -0.094940    -0.526275
49932.25    -0.260784     0.037637    -0.320494
49932.50    -0.303956     0.028651    -0.617387
49932.75    -0.286494     0.018507    -0.239202
49933.00    -0.328671    -0.100426    -0.344036
49933.25    -0.306715    -0.017408    -0.144087
49933.50    -0.320459    -0.056198    -0.401263
49933.75    -0.273700    -0.087358    -0.109814
49934.00    -0.296918    -0.204576    -0.359866
49934.25    -0.254542    -0.110164    -0.186231
49934.50    -0.273844    -0.135849    -0.515559
49934.75    -0.243772    -0.144106    -0.317167
49935.00    -0.279838    -0.245426    -0.595222
49935.25    -0.254298    -0.127332    -0.467432
49935.50    -0.272353    -0.117225    -0.787267
49935.75    -0.238790    -0.110136    -0.461789
49936.00    -0.258463    -0.190974    -0.664612
49936.25    -0.221980    -0.055243    -0.439420
49936.50    -0.232714    -0.033065    -0.776284
49936.75    -0.180231    -0.020135    -0.437770
49937.00    -0.203625    -0.115871    -0.605315
49937.25    -0.173154    -0.015671    -0.408729
49937.50    -0.179504    -0.042441    -0.721510
49937.75    -0.137839    -0.079152    -0.406404
49938.00    -0.169158    -0.212944    -0.579097
49938.25    -0.149538    -0.134231    -0.376789
49938.50    -0.178160    -0.171797    -0.682507
49938.75    -0.167911    -0.234179    -0.412902
49939.00    -0.212535    -0.384115    -0.704971
49939.25    -0.209528    -0.317659    -0.556608
49939.50    -0.229020    -0.347176    -0.863073
49939.75    -0.197999    -0.405725    -0.599701
49940.00    -0.238955    -0.523781    -0.821467
49940.25    -0.209017    -0.417816    -0.666367
49940.50    -0.217414    -0.389407    -0.949498
49940.75    -0.179689    -0.380761    -0.680858
49941.00    -0.207001    -0.451232    -0.917030
49941.25    -0.175360    -0.276827    -0.690259
49941.50    -0.193347    -0.225393    -0.944911
49941.75    -0.169057    -0.203347    -0.605664
49942.00    -0.209657    -0.281535    -0.797640
49942.25    -0.189121    -0.144697    -0.510253
49942.50    -0.213625    -0.133739    -0.794473
49942.75    -0.199250    -0.146183    -0.499846
49943.00    -0.250979    -0.258428    -0.781095
49943.25    -0.238147    -0.159254    -0.640746
49943.50    -0.262864    -0.183618    -0.973151
49943.75    -0.215398    -0.197572    -0.713227
49944.00    -0.252040    -0.309156    -1.076151
49944.25    -0.210885    -0.179382    -0.944300
49944.50    -0.237225    -0.183364    -1.344805
49944.75    -0.192817    -0.173554    -1.058558
49945.00    -0.230167    -0.278295    -1.357132
49945.25    -0.189631    -0.129863    -1.177497
49945.50    -0.199109    -0.098304    -1.476117
49945.75    -0.155165    -0.089226    -1.210946
49946.00    -0.180503    -0.182854    -1.406114
49946.25    -0.141996    -0.072000    -1.184865
49946.50    -0.151926    -0.088518    -1.418850
49946.75    -0.107773    -0.073717    -1.139955
