-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SOL1        49718.000    1995     1     1     0
SOL1        52274.750    2001    12    31    18
SOL1      1173608.863 -4871160.862  3933263.105
49873.25     1.146230     0.520839     0.315296
49873.50     1.399312     0.695366     0.872369
49873.75     1.278095     0.765316     1.575172
49874.00     1.452240     0.927772     2.901745
49874.25     1.485302     1.010127     3.500413
49874.50     1.618733     1.233900     4.328785
49874.75     1.332865     1.175893     4.899734
49875.00     1.287880     1.205051     5.891310
49875.25     1.035135     1.043928     5.669692
49875.50     1.095524     1.032698     5.493713
49875.75     0.943025     0.867879     5.198017
49876.00     1.050116     0.834151     5.300195
49876.25     1.186524     0.649688     4.181542
49876.50     1.633631     0.698146     3.672268
49876.75     1.648409     0.453717     2.508730
49877.00     1.868766     0.436106     2.214734
49877.25     1.740100     0.297542     0.732869
49877.50     1.850792     0.385758    -0.113748
49877.75     1.319094     0.281642    -0.810341
49878.00     1.224584     0.294940    -0.554289
49878.25     0.999187     0.292909    -0.767146
49878.50     1.306372     0.447834    -0.176461
49878.75     1.204608     0.378945     0.074290
49879.00     1.470682     0.463714     1.072412
49879.25     1.331835     0.416918     1.043014
49879.50     1.365701     0.545145     1.558236
49879.75     1.033329     0.480529     1.705142
49880.00     1.062701     0.511645     2.674319
49880.25     1.018515     0.520034     2.925442
49880.50     1.313452     0.698339     3.931727
49880.75     1.172373     0.628575     3.959853
49881.00     1.490664     0.675400     4.401933
49881.25     1.577016     0.673484     4.157965
49881.50     1.768452     0.792992     4.182913
49881.75     1.526104     0.677350     3.585376
49882.00     1.642546     0.722825     3.863239
49882.25     1.640953     0.621067     3.218068
49882.50     1.831904     0.681418     2.881490
49882.75     1.703901     0.520474     2.070524
49883.00     1.996972     0.488847     2.095082
49883.25     2.022994     0.314581     0.911406
49883.50     2.278237     0.280105     0.012457
49883.75     2.203741     0.121363    -0.874668
49884.00     2.452897     0.152003    -0.644453
49884.25     2.451528     0.027584    -1.644846
49884.50     2.703453     0.047165    -2.078081
49884.75     2.641021    -0.058692    -2.369713
49885.00     2.826813     0.029407    -1.404756
49885.25     2.797615    -0.016004    -1.877518
49885.50     3.066801     0.081061    -1.804857
49885.75     2.918091     0.074179    -1.535303
49886.00     2.911573     0.157315    -0.541006
49886.25     2.694328     0.106224    -0.785647
49886.50     2.754851     0.197174    -0.555942
49886.75     2.494785     0.144623    -0.218211
49887.00     2.378229     0.227282     1.038010
49887.25     2.144567     0.183295     1.071542
49887.50     2.127602     0.274658     1.597600
49887.75     1.770813     0.281007     2.008751
49888.00     1.765230     0.423501     3.130430
49888.25     1.576507     0.428198     2.868163
49888.50     1.651367     0.526384     2.624735
49888.75     1.569758     0.483486     2.330879
49889.00     1.684081     0.560549     2.675880
49889.25     1.629083     0.405415     1.406637
49889.50     1.752632     0.499017     1.076770
49889.75     1.590857     0.411542     0.775193
49890.00     1.747846     0.475194     1.209527
49890.25     1.605732     0.401287     0.408155
49890.50     1.803890     0.496859     0.327408
49890.75     1.536320     0.394563     0.126234
49891.00     1.630499     0.417482     0.774462
49891.25     1.605797     0.326870     0.519879
49891.50     1.890041     0.408039     0.821873
49891.75     1.661706     0.320934     0.751341
49892.00     1.793673     0.384220     1.655072
49892.25     1.779656     0.364465     1.634357
49892.50     2.078734     0.527984     2.113128
49892.75     1.962057     0.524972     2.244553
49893.00     2.034993     0.634206     3.084432
49893.25     1.963275     0.626073     2.646521
49893.50     2.027418     0.722838     2.516546
49893.75     1.648316     0.611109     2.067614
49894.00     1.737855     0.643896     2.481024
49894.25     1.501224     0.582745     1.463898
49894.50     1.710840     0.712867     1.217837
49894.75     1.566754     0.651754     0.756663
49895.00     1.774241     0.640733     0.719075
49895.25     1.858633     0.645006     0.155290
49895.50     2.271992     0.776818     0.203585
49895.75     2.132898     0.683281    -0.232480
49896.00     2.396220     0.711014     0.318027
49896.25     2.476941     0.663266     0.063376
49896.50     2.682601     0.753182     0.311454
49896.75     2.340635     0.626718     0.197444
49897.00     2.499523     0.671151     1.056532
49897.25     2.417646     0.624493     0.673723
49897.50     2.478114     0.712388     0.793406
49897.75     2.056547     0.566199     0.589906
49898.00     2.013513     0.533117     1.184908
49898.25     1.776966     0.459340     0.701084
49898.50     1.988962     0.568201     1.082458
49898.75     1.794580     0.525904     1.374944
49899.00     1.993431     0.557467     2.206605
49899.25     2.022052     0.568663     2.263487
49899.50     2.358243     0.700741     2.815596
49899.75     2.187331     0.633349     2.933137
49900.00     2.405425     0.684906     3.338105
49900.25     2.401120     0.647592     3.015252
49900.50     2.496951     0.730163     3.008009
49900.75     2.289815     0.656538     2.695884
49901.00     2.414449     0.704233     3.216226
49901.25     2.433313     0.668493     2.590389
49901.50     2.814930     0.785797     2.678374
49901.75     2.672253     0.709847     2.346597
49902.00     2.700244     0.690508     2.556088
49902.25     2.596654     0.586900     1.498457
49902.50     2.745100     0.674629     1.252503
49902.75     2.515557     0.505219     0.551866
49903.00     2.436937     0.481442     0.443234
49903.25     2.395582     0.399318    -0.224464
49903.50     2.641829     0.499390    -0.160604
49903.75     2.380751     0.388824    -0.487932
49904.00     2.430830     0.401971     0.170201
49904.25     2.297890     0.332122    -0.170421
49904.50     2.427225     0.416695     0.212430
49904.75     2.199346     0.285328     0.364509
49905.00     2.452677     0.314927     1.246554
49905.25     2.438412     0.262308     1.291988
49905.50     2.703920     0.324803     1.509208
49905.75     2.511870     0.217859     1.640767
49906.00     2.683899     0.284497     2.428583
49906.25     2.532158     0.269214     2.222670
49906.50     2.674023     0.369991     2.569012
49906.75     2.549638     0.276390     2.291169
49907.00     2.661613     0.355166     2.726781
49907.25     2.501009     0.316965     2.061044
49907.50     2.700656     0.518788     2.340991
49907.75     2.513821     0.506782     2.182917
49908.00     2.811786     0.661698     2.980780
49908.25     2.918640     0.684209     2.616870
49908.50     3.192374     0.867784     2.824668
49908.75     2.916703     0.763548     2.368519
49909.00     2.953697     0.842661     2.813484
49909.25     2.654213     0.789013     2.044225
49909.50     2.637651     0.872662     1.974446
49909.75     2.189542     0.745263     1.428843
49910.00     2.218354     0.743578     1.654746
49910.25     1.915780     0.635465     0.739685
49910.50     2.032289     0.711733     0.710382
49910.75     1.697940     0.576624     0.301292
49911.00     1.739682     0.596994     0.887675
49911.25     1.663964     0.512631     0.497441
49911.50     2.060565     0.569453     0.787498
49911.75     1.887579     0.412266     0.716503
49912.00     2.041584     0.447124     1.391918
49912.25     1.950827     0.349387     0.884134
49912.50     2.082705     0.506350     1.210144
49912.75     1.856569     0.372030     0.905707
49913.00     2.066605     0.499198     1.881052
49913.25     2.022885     0.475564     1.571685
49913.50     2.372502     0.612061     1.632881
49913.75     2.273114     0.573727     1.545411
49914.00     2.456082     0.694480     2.281808
49914.25     2.518197     0.663205     1.675308
49914.50     2.773795     0.788856     1.851426
49914.75     2.540630     0.747575     1.780089
49915.00     2.613651     0.752464     2.415759
49915.25     2.596536     0.731835     2.354362
49915.50     2.811399     0.833679     2.999101
49915.75     2.605057     0.746501     3.414543
49916.00     2.733327     0.769778     4.238009
49916.25     2.718554     0.721182     4.214097
49916.50     2.814566     0.789185     4.452959
49916.75     2.564446     0.632722     4.201511
49917.00     2.662366     0.582111     4.451959
49917.25     2.664360     0.454151     3.664856
49917.50     2.903164     0.530326     3.397734
49917.75     2.682165     0.463327     2.967483
49918.00     2.770567     0.543171     3.321877
49918.25     2.670731     0.551599     2.876161
49918.50     2.862192     0.690262     3.045694
49918.75     2.526668     0.625357     2.846506
49919.00     2.443264     0.714182     3.450681
49919.25     2.307865     0.680681     2.955145
49919.50     2.518266     0.811945     3.154343
49919.75     2.310631     0.712587     2.978058
49920.00     2.409932     0.737514     3.417085
49920.25     2.354903     0.647276     2.747167
49920.50     2.582152     0.712153     2.956950
49920.75     2.444930     0.643596     3.080867
49921.00     2.431440     0.660312     3.904327
49921.25     2.331253     0.563806     3.770020
49921.50     2.519416     0.662303     4.229636
49921.75     2.307541     0.484596     4.114240
49922.00     2.379551     0.512902     4.552912
49922.25     2.421659     0.429783     3.744917
49922.50     2.788764     0.570240     3.817932
49922.75     2.622953     0.484022     3.463131
49923.00     2.758324     0.554315     3.940865
49923.25     2.792421     0.541238     3.448793
49923.50     2.974585     0.621381     3.336441
49923.75     2.607567     0.508373     2.952782
49924.00     2.594704     0.515809     3.458743
49924.25     2.381439     0.404183     2.761567
49924.50     2.490393     0.466859     2.890590
49924.75     2.090255     0.338258     2.597359
49925.00     2.020064     0.369018     3.039366
49925.25     1.895286     0.274142     2.135372
49925.50     2.075048     0.383952     2.059965
49925.75     1.658413     0.286302     1.461434
49926.00     1.627425     0.342029     1.693415
49926.25     1.525300     0.274776     0.675799
49926.50     1.673953     0.393671     0.616932
49926.75     1.404557     0.312752     0.421996
49927.00     1.608947     0.320081     0.890905
49927.25     1.736065     0.223788     0.353910
49927.50     2.016628     0.271090     0.514711
49927.75     1.916835     0.171460     0.614998
49928.00     2.214176     0.226414     1.278448
49928.25     2.189464     0.152625     0.575348
49928.50     2.480608     0.266970     0.626537
49928.75     2.367688     0.187801     0.476904
49929.00     2.408739     0.210503     1.038148
49929.25     2.332508     0.113297     0.431771
49929.50     2.538458     0.197987     0.536098
49929.75     2.229605     0.040839     0.263735
49930.00     2.292705     0.066333     0.930110
49930.25     2.351077    -0.018247     0.285459
49930.50     2.496479     0.091875     0.490355
49930.75     2.311922     0.035271     0.369814
49931.00     2.634044     0.137618     0.953328
49931.25     2.865877     0.112941     0.259570
49931.50     3.325005     0.307315     0.402981
49931.75     3.381112     0.267487     0.212737
49932.00     3.781236     0.386310     1.052995
49932.25     3.933734     0.316734     0.233554
49932.50     4.263840     0.475378     0.530203
49932.75     4.122275     0.376657     0.608079
49933.00     4.163145     0.375227     1.421019
49933.25     3.939452     0.250091     0.975622
49933.50     3.939217     0.319045     1.284628
49933.75     3.396023     0.221575     1.358865
49934.00     3.287507     0.327817     2.421565
49934.25     2.938704     0.307031     2.166490
49934.50     2.981906     0.494727     2.658473
49934.75     2.564162     0.489007     2.810251
49935.00     2.635550     0.609885     3.590810
49935.25     2.385117     0.634331     3.245996
49935.50     2.548103     0.777093     3.366536
49935.75     2.370881     0.640116     2.805985
49936.00     2.574317     0.623989     2.795748
49936.25     2.608560     0.483404     1.410609
49936.50     2.790302     0.562471     0.917569
49936.75     2.457283     0.400208     0.080967
49937.00     2.455321     0.409629     0.470719
49937.25     2.292316     0.305812    -0.297005
49937.50     2.326881     0.419574    -0.245535
49937.75     1.926301     0.309347    -0.469345
49938.00     1.903914     0.330701     0.221710
49938.25     1.688147     0.250727    -0.114519
49938.50     1.819843     0.372412     0.493588
49938.75     1.547324     0.236739     0.740957
49939.00     1.527718     0.285914     1.727028
49939.25     1.410458     0.231018     1.614092
49939.50     1.537421     0.351006     1.995135
49939.75     1.212826     0.165814     1.766168
49940.00     1.225265     0.180608     2.490962
49940.25     0.992138     0.100982     1.949687
49940.50     1.122690     0.232824     2.103780
49940.75     0.848993     0.111280     1.814709
49941.00     0.873847     0.170455     2.462222
49941.25     0.878907     0.146078     2.158649
49941.50     1.244100     0.295317     2.530860
49941.75     1.106658     0.249276     2.513308
49942.00     1.318922     0.341045     3.029231
49942.25     1.478395     0.338746     2.528020
49942.50     1.745070     0.484185     2.373263
49942.75     1.535557     0.427388     2.050267
49943.00     1.640053     0.500566     2.660415
49943.25     1.479034     0.451766     1.928886
49943.50     1.497872     0.539915     1.842874
49943.75     1.066022     0.403878     1.417393
49944.00     0.957728     0.465089     1.955633
49944.25     0.720439     0.387497     1.255153
49944.50     0.748235     0.467099     1.122484
49944.75     0.445296     0.369527     0.962163
49945.00     0.456558     0.444209     1.618811
49945.25     0.288403     0.381461     1.029570
49945.50     0.474692     0.542855     1.218925
49945.75     0.319166     0.490750     1.213109
49946.00     0.366867     0.556770     1.807064
49946.25     0.358820     0.547666     1.496672
49946.50     0.530213     0.691832     1.631140
49946.75     0.263629     0.631073     1.280853
