-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUCK        49718.000    1995     1     1     0
DUCK        52274.750    2001    12    31    18
DUCK      1268587.191 -4995511.561  3744508.588
49873.75     0.030443     0.409940     0.438317
49874.00    -0.118988     0.662028     1.234226
49874.25    -0.145234     0.792502     1.742594
49874.50    -0.176433     0.912782     2.184954
49874.75    -0.204578     1.002511     2.455109
49875.00    -0.285936     1.082535     3.012724
49875.25    -0.339356     0.857938     2.737926
49875.50    -0.336421     0.678452     2.438541
49875.75    -0.319185     0.601468     2.102742
49876.00    -0.308044     0.616638     2.244581
49876.25    -0.217478     0.394614     1.702884
49876.50    -0.130429     0.273347     1.202740
49876.75    -0.014045     0.176275     0.469747
49877.00     0.004399     0.205015     0.372327
49877.25     0.110404     0.012136    -0.226680
49877.50     0.217022    -0.094872    -0.727982
49877.75     0.269530    -0.119994    -1.158346
49878.00     0.227113    -0.053073    -0.946065
49878.25     0.211778    -0.109818    -0.901528
49878.50     0.177385    -0.103448    -0.781039
49878.75     0.144570    -0.063770    -0.789000
49879.00     0.028059     0.061765    -0.330527
49879.25    -0.017617    -0.027379    -0.324923
49879.50    -0.055779    -0.009633    -0.170525
49879.75    -0.077258     0.057467    -0.223741
49880.00    -0.170475     0.222229     0.442486
49880.25    -0.253599     0.183544     0.670471
49880.50    -0.286722     0.268243     1.139582
49880.75    -0.252930     0.352473     1.207700
49881.00    -0.285764     0.491734     1.741529
49881.25    -0.272526     0.417367     1.687143
49881.50    -0.249897     0.360992     1.523945
49881.75    -0.214177     0.331841     1.053207
49882.00    -0.273884     0.399911     1.229594
49882.25    -0.244971     0.262983     0.854144
49882.50    -0.194885     0.169090     0.447460
49882.75    -0.144717     0.106344    -0.166193
49883.00    -0.162612     0.175596    -0.142653
49883.25    -0.107054    -0.020389    -0.811229
49883.50    -0.011705    -0.157040    -1.416241
49883.75     0.051311    -0.204294    -2.007167
49884.00     0.015969    -0.132671    -1.847169
49884.25     0.077438    -0.321867    -2.306203
49884.50     0.143423    -0.453729    -2.681186
49884.75     0.158266    -0.485903    -2.991072
49885.00     0.056220    -0.368214    -2.456839
49885.25     0.106029    -0.496573    -2.597718
49885.50     0.141120    -0.572324    -2.707000
49885.75     0.144459    -0.494763    -2.623892
49886.00     0.068622    -0.333432    -1.910879
49886.25     0.078879    -0.416405    -1.809207
49886.50     0.093860    -0.459084    -1.736137
49886.75     0.059848    -0.399656    -1.569375
49887.00    -0.080356    -0.199965    -0.736956
49887.25    -0.109392    -0.193355    -0.373624
49887.50    -0.131332    -0.172571    -0.189424
49887.75    -0.145061    -0.027054     0.019884
49888.00    -0.222223     0.199704     0.736672
49888.25    -0.208027     0.157722     0.711744
49888.50    -0.119601     0.130749     0.471016
49888.75    -0.067360     0.180327     0.130509
49889.00    -0.105359     0.301999     0.400747
49889.25    -0.008291     0.085940    -0.040442
49889.50     0.058955     0.030278    -0.266013
49889.75     0.069479     0.036212    -0.535494
49890.00     0.030885     0.144707    -0.209145
49890.25     0.107018     0.033626    -0.415103
49890.50     0.142828     0.016611    -0.547300
49890.75     0.137722     0.036629    -0.768903
49891.00     0.047850     0.162624    -0.432046
49891.25     0.022393     0.078261    -0.569036
49891.50     0.016666     0.040083    -0.705157
49891.75    -0.004071     0.062496    -0.831980
49892.00    -0.090384     0.196994    -0.252123
49892.25    -0.097478     0.156628    -0.233578
49892.50    -0.094368     0.178537    -0.133095
49892.75    -0.073149     0.236904    -0.149813
49893.00    -0.110448     0.383428     0.493388
49893.25    -0.083589     0.299009     0.441089
49893.50    -0.054508     0.274402     0.371276
49893.75     0.000224     0.292719     0.056558
49894.00    -0.033471     0.418227     0.378441
49894.25     0.065880     0.285277     0.060142
49894.50     0.140896     0.245185    -0.120006
49894.75     0.212843     0.249236    -0.384844
49895.00     0.229371     0.283623    -0.276397
49895.25     0.278811     0.172811    -0.470372
49895.50     0.317002     0.117163    -0.612007
49895.75     0.337646     0.061554    -0.924889
49896.00     0.279786     0.103098    -0.583085
49896.25     0.292760    -0.026046    -0.670458
49896.50     0.319203    -0.071785    -0.712161
49896.75     0.331175    -0.061774    -0.859889
49897.00     0.243594     0.051963    -0.442131
49897.25     0.252012    -0.045929    -0.602095
49897.50     0.266522    -0.071034    -0.632382
49897.75     0.243903    -0.065880    -0.830724
49898.00     0.159919     0.049764    -0.426404
49898.25     0.146580    -0.047215    -0.545978
49898.50     0.109064    -0.054480    -0.508428
49898.75     0.050950    -0.023105    -0.492383
49899.00    -0.041263     0.107282     0.018307
49899.25    -0.097774     0.030404     0.067952
49899.50    -0.132617     0.050225     0.153130
49899.75    -0.141785     0.085498     0.031227
49900.00    -0.176139     0.184688     0.306518
49900.25    -0.181050     0.119441     0.243170
49900.50    -0.175709     0.114723     0.145513
49900.75    -0.164095     0.177576    -0.064311
49901.00    -0.228927     0.326248     0.322001
49901.25    -0.222856     0.265589     0.112320
49901.50    -0.224573     0.267650     0.082008
49901.75    -0.219970     0.296912    -0.151330
49902.00    -0.244645     0.367968     0.021894
49902.25    -0.175289     0.219996    -0.411166
49902.50    -0.121621     0.148510    -0.697422
49902.75    -0.064847     0.061674    -1.205974
49903.00    -0.046651     0.069388    -1.053113
49903.25    -0.003447    -0.096495    -1.389912
49903.50     0.025735    -0.150016    -1.519532
49903.75     0.041797    -0.191691    -1.821990
49904.00    -0.029141    -0.114610    -1.389869
49904.25    -0.049406    -0.226263    -1.439444
49904.50    -0.065115    -0.267934    -1.339117
49904.75    -0.093664    -0.263971    -1.371539
49905.00    -0.179682    -0.142010    -0.876994
49905.25    -0.214116    -0.211978    -0.814465
49905.50    -0.228429    -0.253356    -0.865664
49905.75    -0.233328    -0.214559    -0.943433
49906.00    -0.269533    -0.056954    -0.393438
49906.25    -0.285665    -0.103236    -0.360369
49906.50    -0.291943    -0.114314    -0.257472
49906.75    -0.261329    -0.095059    -0.502378
49907.00    -0.295939     0.038088    -0.027832
49907.25    -0.266412    -0.050546    -0.146409
49907.50    -0.260914    -0.042616    -0.084365
49907.75    -0.221260     0.002571    -0.237939
49908.00    -0.282565     0.134110     0.299052
49908.25    -0.268575     0.049731     0.172455
49908.50    -0.257691     0.045635     0.144646
49908.75    -0.221364     0.059721    -0.270866
49909.00    -0.255715     0.163740    -0.012097
49909.25    -0.173664     0.077300    -0.285968
49909.50    -0.107730     0.059745    -0.331650
49909.75    -0.038209     0.087976    -0.610493
49910.00    -0.060058     0.191351    -0.326445
49910.25    -0.008133     0.074340    -0.538198
49910.50     0.026472     0.054503    -0.546423
49910.75     0.042864     0.064559    -0.798762
49911.00    -0.033834     0.147750    -0.354196
49911.25    -0.034843     0.006862    -0.430849
49911.50    -0.067500    -0.075332    -0.520478
49911.75    -0.081321    -0.100014    -0.689974
49912.00    -0.152075    -0.004707    -0.300028
49912.25    -0.123998    -0.171026    -0.578269
49912.50    -0.082345    -0.168263    -0.497714
49912.75    -0.022220    -0.170205    -0.742938
49913.00    -0.101802    -0.004238    -0.210914
49913.25    -0.070881    -0.110456    -0.332961
49913.50    -0.010254    -0.149004    -0.499100
49913.75     0.055881    -0.095935    -0.681312
49914.00     0.030281     0.068935    -0.189954
49914.25     0.092123    -0.048783    -0.458295
49914.50     0.102293    -0.036222    -0.465045
49914.75     0.101056     0.047687    -0.540798
49915.00     0.021892     0.167038    -0.176759
49915.25    -0.032183     0.091256    -0.192496
49915.50    -0.089336     0.127976     0.011550
49915.75    -0.152625     0.205904     0.108041
49916.00    -0.269004     0.359817     0.690572
49916.25    -0.330769     0.289262     0.749584
49916.50    -0.366239     0.251770     0.810686
49916.75    -0.364872     0.258011     0.639887
49917.00    -0.411863     0.303766     0.851054
49917.25    -0.377475     0.130199     0.590032
49917.50    -0.337763     0.045359     0.382810
49917.75    -0.296920     0.036656     0.096910
49918.00    -0.315566     0.141982     0.466014
49918.25    -0.305687     0.052957     0.392153
49918.50    -0.319941     0.043098     0.355576
49918.75    -0.319845     0.095976     0.170292
49919.00    -0.374840     0.238056     0.589558
49919.25    -0.357148     0.131641     0.437800
49919.50    -0.362722     0.119816     0.328223
49919.75    -0.356958     0.165533     0.096376
49920.00    -0.397275     0.302643     0.407784
49920.25    -0.366140     0.212240     0.095115
49920.50    -0.392981     0.210704    -0.007620
49920.75    -0.433515     0.298924    -0.076298
49921.00    -0.545074     0.438406     0.473523
49921.25    -0.594549     0.374361     0.483154
49921.50    -0.652355     0.356803     0.591799
49921.75    -0.641571     0.348396     0.428652
49922.00    -0.660140     0.441541     0.817903
49922.25    -0.608837     0.288635     0.496321
49922.50    -0.577426     0.242432     0.409747
49922.75    -0.530966     0.232824     0.070191
49923.00    -0.560515     0.340693     0.443814
49923.25    -0.541671     0.234244     0.197604
49923.50    -0.510189     0.192661     0.065365
49923.75    -0.491354     0.208146    -0.216549
49924.00    -0.539643     0.323539     0.142803
49924.25    -0.507327     0.189241    -0.111018
49924.50    -0.485865     0.193653    -0.138917
49924.75    -0.477030     0.210953    -0.359985
49925.00    -0.512881     0.340764     0.077424
49925.25    -0.424213     0.212096    -0.274090
49925.50    -0.370896     0.195268    -0.387647
49925.75    -0.303882     0.192254    -0.666471
49926.00    -0.301651     0.274298    -0.342538
49926.25    -0.213645     0.093699    -0.747789
49926.50    -0.172461     0.014786    -0.815716
49926.75    -0.163363    -0.028473    -1.038421
49927.00    -0.209935    -0.001961    -0.697142
49927.25    -0.184744    -0.197996    -0.950951
49927.50    -0.180445    -0.305428    -0.992025
49927.75    -0.187698    -0.287879    -1.123864
49928.00    -0.226058    -0.173556    -0.739429
49928.25    -0.149323    -0.300947    -1.044815
49928.50    -0.107923    -0.294012    -1.165684
49928.75    -0.083670    -0.229635    -1.320878
49929.00    -0.129336    -0.081314    -0.918666
49929.25    -0.099529    -0.178296    -1.160975
49929.50    -0.083641    -0.191131    -1.248597
49929.75    -0.088443    -0.193999    -1.461707
49930.00    -0.185538    -0.072716    -1.009133
49930.25    -0.146913    -0.195343    -1.314623
49930.50    -0.136125    -0.184935    -1.300038
49930.75    -0.120483    -0.136879    -1.497279
49931.00    -0.140632     0.004325    -1.169940
49931.25    -0.062531    -0.131689    -1.571323
49931.50    -0.014328    -0.118054    -1.677848
49931.75    -0.005366    -0.104048    -1.995128
49932.00    -0.079779     0.026384    -1.630698
49932.25    -0.020229    -0.161492    -2.097383
49932.50    -0.010623    -0.176046    -2.147142
49932.75    -0.048477    -0.165238    -2.300811
49933.00    -0.133766    -0.053254    -1.789067
49933.25    -0.126306    -0.172188    -1.914333
49933.50    -0.130143    -0.178422    -1.797010
49933.75    -0.137622    -0.103848    -1.720289
49934.00    -0.225358     0.120270    -0.851463
49934.25    -0.236901     0.079056    -0.671964
49934.50    -0.254554     0.155337    -0.375845
49934.75    -0.266910     0.271474    -0.245917
49935.00    -0.342918     0.468495     0.328032
49935.25    -0.333560     0.391618     0.307011
49935.50    -0.288877     0.395657     0.261598
49935.75    -0.193748     0.399736    -0.050564
49936.00    -0.159170     0.462535     0.126475
49936.25    -0.034131     0.248088    -0.354128
49936.50     0.047606     0.121790    -0.685092
49936.75     0.084810     0.026614    -1.145930
49937.00     0.028972     0.095833    -0.814280
49937.25     0.065032    -0.050698    -1.139993
49937.50     0.100415    -0.061661    -1.157978
49937.75     0.102839    -0.022127    -1.317718
49938.00     0.037147     0.106460    -0.871719
49938.25     0.053037     0.049752    -0.881397
49938.50     0.010532     0.075379    -0.703756
49938.75    -0.048290     0.137889    -0.622254
49939.00    -0.151006     0.304957     0.044139
49939.25    -0.191796     0.254481     0.172446
49939.50    -0.207761     0.277751     0.390243
49939.75    -0.241533     0.277562     0.193817
49940.00    -0.324469     0.393247     0.668461
49940.25    -0.327498     0.277618     0.522257
49940.50    -0.294736     0.252221     0.556205
49940.75    -0.289892     0.232315     0.306769
49941.00    -0.316272     0.312540     0.726729
49941.25    -0.329204     0.179071     0.518226
49941.50    -0.334440     0.137080     0.488705
49941.75    -0.338701     0.167385     0.241503
49942.00    -0.339852     0.306433     0.542020
49942.25    -0.304150     0.227793     0.224907
49942.50    -0.242134     0.235433     0.050807
49942.75    -0.215274     0.290481    -0.243685
49943.00    -0.251565     0.436050     0.182269
49943.25    -0.221350     0.341467    -0.106723
49943.50    -0.166441     0.336596    -0.208621
49943.75    -0.128028     0.357532    -0.401074
49944.00    -0.147234     0.500401     0.164220
49944.25    -0.087931     0.361389     0.105935
49944.50    -0.018585     0.298327     0.171207
49944.75     0.024381     0.315069     0.180192
49945.00     0.020165     0.442363     0.772512
49945.25     0.097843     0.301967     0.684434
49945.50     0.169233     0.264036     0.754844
49945.75     0.213186     0.277341     0.692920
49946.00     0.200735     0.406509     1.129335
49946.25     0.254035     0.326251     1.021800
49946.50     0.292422     0.307936     0.867772
49946.75     0.345779     0.316275     0.536699
