-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
lbch        49718.000    1995     1     1     0
lbch        52274.750    2001    12    31    18
lbch     -2507798.449 -4676370.054  3526890.666
49872.75     0.652390    -1.103077     1.085099
49873.00     0.709909    -1.200392     2.174222
49873.25     0.695153    -1.241364     2.415734
49873.50     1.062028    -1.537140     2.962643
49873.75     1.139769    -1.335730     2.671402
49874.00     1.253108    -1.473457     3.971855
49874.25     1.327259    -1.395739     3.539098
49874.50     1.659196    -1.704380     3.941085
49874.75     1.537809    -1.403627     3.431603
49875.00     1.464077    -1.548489     4.507261
49875.25     1.173640    -1.466701     4.209698
49875.50     1.387262    -1.680015     4.371063
49875.75     1.412382    -1.350181     3.480018
49876.00     1.303037    -1.359056     4.120596
49876.25     1.165894    -1.228227     3.563030
49876.50     1.594080    -1.532996     3.839289
49876.75     1.667111    -1.114318     2.613217
49877.00     1.692425    -1.052133     3.024375
49877.25     1.384155    -0.905087     2.023815
49877.50     1.595886    -1.228897     1.939027
49877.75     1.347297    -0.892012     0.593154
49878.00     1.271151    -0.881854     0.964824
49878.25     1.053205    -0.820818     0.315126
49878.50     1.581716    -1.140109     0.831673
49878.75     1.765853    -0.832715     0.037143
49879.00     1.989078    -0.913174     1.125239
49879.25     1.732234    -0.847028     0.888385
49879.50     1.973049    -1.141795     1.202561
49879.75     1.915120    -0.779544     0.185949
49880.00     1.807562    -0.782278     1.105054
49880.25     1.620951    -0.772549     1.148308
49880.50     1.980054    -1.084214     1.809148
49880.75     1.905971    -0.763559     1.017694
49881.00     1.908154    -0.947632     2.469970
49881.25     1.760643    -0.986028     2.478457
49881.50     2.011017    -1.337644     2.980209
49881.75     1.926670    -1.037040     2.109157
49882.00     1.872469    -1.148218     3.125676
49882.25     1.650958    -1.122947     3.049406
49882.50     1.844659    -1.422149     3.499452
49882.75     1.826726    -1.132547     2.648334
49883.00     1.891443    -1.192718     3.747324
49883.25     1.700051    -1.100622     3.530386
49883.50     1.872808    -1.340244     4.041102
49883.75     1.835583    -1.029272     3.356219
49884.00     1.870141    -1.157947     4.418735
49884.25     1.667792    -1.137336     4.187199
49884.50     1.981230    -1.411547     4.387184
49884.75     2.163343    -1.090922     3.252155
49885.00     2.430953    -1.124708     3.695132
49885.25     2.381554    -1.094888     2.817352
49885.50     2.806851    -1.418899     2.957929
49885.75     2.963210    -1.159141     1.932203
49886.00     2.916005    -1.199856     2.642770
49886.25     2.624237    -1.173677     2.205501
49886.50     2.845394    -1.480162     2.459004
49886.75     2.825156    -1.229005     1.745417
49887.00     2.635123    -1.256565     2.807645
49887.25     2.220831    -1.188244     2.712974
49887.50     2.404975    -1.385119     2.881954
49887.75     2.296099    -1.055262     2.023293
49888.00     2.216313    -1.111606     2.938263
49888.25     1.813033    -1.068113     2.741674
49888.50     1.875924    -1.316825     3.028694
49888.75     1.905011    -1.040308     2.320441
49889.00     1.876523    -1.118825     3.184782
49889.25     1.499047    -1.064766     2.778875
49889.50     1.673373    -1.324548     2.949812
49889.75     1.739358    -0.993212     1.809237
49890.00     1.869310    -1.110456     2.477650
49890.25     1.550584    -1.057461     1.905974
49890.50     1.883298    -1.327005     2.035104
49890.75     1.892512    -0.936318     0.785241
49891.00     2.017508    -0.896668     1.337480
49891.25     1.986267    -0.758680     0.794833
49891.50     2.521791    -0.994176     0.976549
49891.75     2.590750    -0.630756    -0.139308
49892.00     2.612195    -0.698930     0.946114
49892.25     2.449638    -0.623986     0.798376
49892.50     2.822902    -0.974448     1.613630
49892.75     2.857822    -0.758473     0.999093
49893.00     2.696930    -0.969427     2.350419
49893.25     2.310000    -1.059236     2.531457
49893.50     2.324220    -1.348853     3.052102
49893.75     2.079167    -0.955512     1.905020
49894.00     1.936933    -1.031808     2.949739
49894.25     1.350068    -0.968324     2.416047
49894.50     1.512553    -1.305097     2.735856
49894.75     1.432534    -1.050711     1.829899
49895.00     1.376000    -1.088361     2.610972
49895.25     1.347982    -1.130221     2.068891
49895.50     1.890713    -1.519611     2.413634
49895.75     2.072005    -1.310680     1.332175
49896.00     2.309239    -1.474137     2.221336
49896.25     2.398162    -1.519534     1.834432
49896.50     2.831314    -1.816847     2.123880
49896.75     2.825122    -1.493359     1.183765
49897.00     2.971002    -1.551020     2.207804
49897.25     2.794864    -1.520522     1.880257
49897.50     2.925445    -1.754977     2.155469
49897.75     2.726931    -1.365437     1.219383
49898.00     2.528702    -1.257459     1.987487
49898.25     2.107650    -1.084386     1.323126
49898.50     2.414859    -1.301207     1.565754
49898.75     2.395760    -1.052479     0.890033
49899.00     2.415671    -1.077597     1.943357
49899.25     2.303551    -1.131711     1.911082
49899.50     2.748916    -1.433932     2.530244
49899.75     2.801182    -1.222054     1.900009
49900.00     2.865241    -1.336518     2.763024
49900.25     2.714773    -1.366747     2.627838
49900.50     2.915013    -1.575068     2.870345
49900.75     2.894097    -1.251452     1.976533
49901.00     2.868545    -1.267470     2.852136
49901.25     2.669686    -1.289806     2.919390
49901.50     3.034238    -1.605385     3.705526
49901.75     2.986627    -1.342376     3.217957
49902.00     2.862711    -1.316249     3.981177
49902.25     2.585638    -1.235500     3.434231
49902.50     2.865697    -1.500845     3.520050
49902.75     2.816584    -1.166174     2.359059
49903.00     2.543121    -1.183062     2.778443
49903.25     2.412826    -1.173841     2.241925
49903.50     2.801562    -1.416267     2.371848
49903.75     2.791843    -1.072029     1.202302
49904.00     2.780689    -1.051743     1.786309
49904.25     2.516062    -1.035381     1.550191
49904.50     2.771546    -1.283812     1.902235
49904.75     2.793882    -0.916354     0.934217
49905.00     2.969954    -0.943548     1.823318
49905.25     2.878239    -0.892931     1.586963
49905.50     3.247177    -1.144002     2.040789
49905.75     3.305528    -0.745715     0.903417
49906.00     3.349109    -0.798062     1.712382
49906.25     3.034528    -0.792679     1.575775
49906.50     3.263505    -1.106934     2.022294
49906.75     3.312177    -0.812173     1.004995
49907.00     3.153667    -0.941219     2.077108
49907.25     2.758364    -0.943968     1.810660
49907.50     3.055143    -1.322423     2.187722
49907.75     3.005692    -1.107358     1.318764
49908.00     3.057014    -1.369351     2.649141
49908.25     2.944594    -1.480190     2.748919
49908.50     3.299826    -1.866124     3.265681
49908.75     3.240400    -1.491044     2.176236
49909.00     3.183760    -1.623846     3.104963
49909.25     2.688495    -1.568895     2.631392
49909.50     2.704215    -1.821534     2.972811
49909.75     2.441974    -1.398465     1.731163
49910.00     2.259052    -1.404570     2.649631
49910.25     1.684162    -1.313435     2.274822
49910.50     1.831167    -1.556414     2.614491
49910.75     1.722540    -1.186479     1.607775
49911.00     1.667463    -1.251676     2.485697
49911.25     1.497280    -1.245822     2.267495
49911.50     2.127622    -1.533846     2.605143
49911.75     2.232856    -1.171423     1.701105
49912.00     2.288924    -1.250251     2.573024
49912.25     2.124581    -1.233459     2.128898
49912.50     2.336166    -1.521648     2.209936
49912.75     2.311867    -1.206688     1.217448
49913.00     2.416610    -1.307924     2.148575
49913.25     2.238619    -1.350074     1.849266
49913.50     2.718609    -1.670742     2.048311
49913.75     2.911823    -1.412918     1.008825
49914.00     2.919279    -1.508553     2.001270
49914.25     2.830466    -1.508233     1.627296
49914.50     3.215358    -1.703421     1.868596
49914.75     3.255989    -1.335494     0.833383
49915.00     3.253527    -1.322842     1.791403
49915.25     3.168032    -1.282392     1.628503
49915.50     3.589809    -1.448314     1.872582
49915.75     3.600570    -1.084947     1.246879
49916.00     3.523755    -1.085987     2.453688
49916.25     3.371057    -1.072817     2.411328
49916.50     3.538131    -1.361160     2.905352
49916.75     3.409093    -1.028521     2.089152
49917.00     3.280168    -1.039334     2.957805
49917.25     3.085206    -1.008035     2.490520
49917.50     3.371361    -1.325525     2.750041
49917.75     3.359860    -1.068944     1.699889
49918.00     3.263844    -1.187772     2.523524
49918.25     2.979151    -1.253232     2.381492
49918.50     3.298964    -1.520369     2.678503
49918.75     3.203302    -1.192196     1.701502
49919.00     3.001562    -1.286690     2.566835
49919.25     2.665769    -1.323225     2.443471
49919.50     3.049270    -1.580510     2.646920
49919.75     3.029968    -1.243531     1.786498
49920.00     2.996538    -1.258076     2.671187
49920.25     2.791185    -1.099318     2.210866
49920.50     3.197699    -1.253367     2.473242
49920.75     3.319500    -0.872674     1.596229
49921.00     3.216619    -0.845553     2.544747
49921.25     2.958816    -0.678499     2.395368
49921.50     3.322683    -0.918917     2.756281
49921.75     3.316565    -0.538426     1.774461
49922.00     3.184823    -0.617624     2.668295
49922.25     2.973647    -0.636091     2.545563
49922.50     3.410738    -0.957731     2.870964
49922.75     3.435192    -0.673183     1.932752
49923.00     3.361429    -0.813858     3.039034
49923.25     3.180117    -0.888282     3.149419
49923.50     3.373760    -1.167600     3.694228
49923.75     3.182937    -0.798785     2.832580
49924.00     3.046808    -0.784173     3.690003
49924.25     2.666097    -0.674315     3.272979
49924.50     2.874394    -0.867093     3.536628
49924.75     2.728020    -0.470633     2.376524
49925.00     2.530249    -0.486394     2.998113
49925.25     2.248612    -0.409993     2.376363
49925.50     2.507951    -0.683586     2.646622
49925.75     2.294867    -0.376821     1.389042
49926.00     2.083119    -0.462232     2.002448
49926.25     1.796994    -0.513189     1.578825
49926.50     2.012986    -0.893340     1.989506
49926.75     2.005258    -0.657943     0.895570
49927.00     2.047068    -0.829559     1.939614
49927.25     2.036412    -0.931496     1.850536
49927.50     2.337069    -1.244423     2.328047
49927.75     2.501536    -0.994189     1.463117
49928.00     2.651289    -1.127729     2.572643
49928.25     2.533754    -1.117793     2.112746
49928.50     2.937280    -1.406416     2.562860
49928.75     3.015784    -1.058509     1.742667
49929.00     2.938605    -1.019987     2.625907
49929.25     2.762626    -0.879997     2.159124
49929.50     3.131178    -1.072417     2.338476
49929.75     3.017975    -0.645546     1.293158
49930.00     2.880438    -0.674880     2.328583
49930.25     2.676138    -0.587717     1.991235
49930.50     2.824144    -0.824714     2.376978
49930.75     2.728333    -0.524891     1.626203
49931.00     2.809471    -0.672814     2.766335
49931.25     2.789764    -0.753039     2.611255
49931.50     3.283836    -1.137154     3.135700
49931.75     3.516943    -0.914431     2.520265
49932.00     3.832394    -1.071098     3.734288
49932.25     3.869829    -1.133512     3.488312
49932.50     4.405880    -1.473691     3.859050
49932.75     4.587919    -1.147267     2.971728
49933.00     4.526833    -1.114804     3.863682
49933.25     4.236189    -0.995155     3.387692
49933.50     4.412955    -1.198520     3.533838
49933.75     4.081814    -0.831855     2.594715
49934.00     3.752312    -0.884568     3.680197
49934.25     3.117642    -0.839264     3.635246
49934.50     3.152187    -1.119270     4.277970
49934.75     2.852570    -0.837303     3.571022
49935.00     2.772953    -0.945134     4.649804
49935.25     2.266156    -0.976814     4.582399
49935.50     2.465282    -1.254118     4.919865
49935.75     2.366192    -0.935130     3.864255
49936.00     2.379428    -1.036808     4.673568
49936.25     2.096395    -1.051627     4.321540
49936.50     2.397452    -1.406835     4.422082
49936.75     2.268716    -1.130860     3.327361
49937.00     2.226512    -1.214645     4.051286
49937.25     1.986519    -1.130574     3.360547
49937.50     2.223161    -1.404408     3.429519
49937.75     2.121163    -1.012883     2.261020
49938.00     2.039180    -1.016896     3.174159
49938.25     1.677798    -0.871827     2.795003
49938.50     1.998899    -1.113761     3.296541
49938.75     1.883698    -0.722217     2.782847
49939.00     1.709501    -0.743654     4.003560
49939.25     1.331244    -0.648433     4.028904
49939.50     1.507922    -0.892522     4.430086
49939.75     1.399943    -0.458381     3.400641
49940.00     1.331772    -0.455138     4.089669
49940.25     0.989677    -0.370532     3.456918
49940.50     1.279536    -0.701742     3.566867
49940.75     1.262466    -0.347506     2.347703
49941.00     1.197489    -0.458910     2.938831
49941.25     1.155091    -0.436308     2.381998
49941.50     1.668264    -0.768913     2.609832
49941.75     1.806636    -0.513210     1.645749
49942.00     1.803927    -0.623776     2.603836
49942.25     1.816906    -0.672989     2.462470
49942.50     2.184896    -0.991353     2.851745
49942.75     2.191098    -0.706329     2.061112
49943.00     2.062797    -0.794055     3.303001
49943.25     1.704232    -0.726444     3.010120
49943.50     1.829982    -0.905422     3.054216
49943.75     1.537853    -0.470668     1.890777
49944.00     1.211221    -0.509603     2.673405
49944.25     0.670943    -0.485475     2.286329
49944.50     0.735262    -0.799889     2.434027
49944.75     0.560550    -0.514042     1.525569
49945.00     0.353781    -0.713341     2.622825
49945.25    -0.024217    -0.766729     2.225303
49945.50     0.214451    -1.217311     2.635483
49945.75     0.242402    -1.026251     1.699076
49946.00     0.119667    -1.097074     2.555517
49946.25    -0.035923    -1.112142     2.234889
49946.50     0.380016    -1.432574     2.322360
49946.75     0.376343    -1.126708     1.082089
