atp_code,atp_description,country_code,country_description,exports_SEPTEMBER_2007,exports_AUGUST_2007,exports_YTD_SEPTEMBER_2007,exports_YTD_SEPTEMBER_2006,imports_SEPTEMBER_2007,imports_AUGUST_2007,imports_YTD_SEPTEMBER_2007,imports_YTD_SEPTEMBER_2006
01,Biotechnology,5740,Mongolia,0,0,45839,0,0,0,0,0
02,Life Science,5740,Mongolia,69926,39428,593845,734138,0,0,5500,0
03,Opto-Electronics,5740,Mongolia,0,32226,32226,9000,0,0,0,0
04,Information & Communications,5740,Mongolia,118875,346403,1376660,1669304,3618,6266,48547,0
05,Electronics,5740,Mongolia,0,9632,9632,71814,0,0,0,0
06,Flexible Manufacturing,5740,Mongolia,3414,42450,98252,2800,0,0,0,0
08,Aerospace,5740,Mongolia,30320,44269,2379555,301757,0,0,5500,0
09,Weapons,5740,Mongolia,0,0,5060,0,0,0,0,0
10,Nuclear Technology,5740,Mongolia,0,0,0,57795,0,0,0,0
01,Biotechnology,5800,"Korea, South",6434186,8423934,64617483,45302765,46679,395484,1205352,2956713
02,Life Science,5800,"Korea, South",75928066,41234231,445099416,387966453,14418648,13334382,124275265,99792447
03,Opto-Electronics,5800,"Korea, South",38096390,9693954,227988132,330890723,18753226,37846783,318822966,377056601
04,Information & Communications,5800,"Korea, South",130862110,112765392,1057305185,1099080285,789595536,790701292,7613761652,6224113383
05,Electronics,5800,"Korea, South",308480255,298121927,3054740962,4011163873,194355041,238433708,1973102883,2255529944
06,Flexible Manufacturing,5800,"Korea, South",132256473,146319281,1628085536,1810193264,26455150,35533451,314762357,256304524
07,Advanced Materials,5800,"Korea, South",7462287,10685835,89933677,61512359,7753617,10501164,113784278,106523317
08,Aerospace,5800,"Korea, South",84873890,573022256,2355067917,2679113133,44509564,31787212,371979053,336931858
09,Weapons,5800,"Korea, South",2133867,753886,104691299,146126562,249491,637819,3759604,6088217
10,Nuclear Technology,5800,"Korea, South",18656864,12943296,108961206,64029207,74000,97360,1073282,3333663
01,Biotechnology,5820,Hong Kong,2146798,1521455,15638177,14019011,7830,17310,94850,84060
02,Life Science,5820,Hong Kong,28280822,26629191,223424160,221726578,679898,1049536,6737889,8572252
03,Opto-Electronics,5820,Hong Kong,8569109,20220585,97582249,67879213,2724737,5310209,36626786,32027376
04,Information & Communications,5820,Hong Kong,242769787,214183681,1762549622,1724302429,52727712,57568962,451431081,403847783
05,Electronics,5820,Hong Kong,314686897,262222068,2392167335,2204215912,6761489,7364903,80794178,132155146
06,Flexible Manufacturing,5820,Hong Kong,14533687,11235093,138860101,125182658,512588,891502,10912100,13775771
07,Advanced Materials,5820,Hong Kong,4154233,1397987,19468146,38555142,91833,54790,788347,997759
08,Aerospace,5820,Hong Kong,175705492,38465673,878456943,378415933,83503,299669,2610408,4961743
09,Weapons,5820,Hong Kong,8000,35881,901576,702431,356207,71272,1266435,1145807
10,Nuclear Technology,5820,Hong Kong,286234,186095,2094026,2360263,0,0,0,13505
01,Biotechnology,5830,Taiwan,2430408,3945399,35171254,23024202,10000,39922,161306,201197
02,Life Science,5830,Taiwan,24187505,19729820,209518446,177447746,7180329,8958008,75629636,72492232
03,Opto-Electronics,5830,Taiwan,35827083,70981211,509928643,370404697,89976585,69497142,576357547,407993682
04,Information & Communications,5830,Taiwan,112944496,111913724,897443141,801304649,720078645,664072136,5947216246,6211840024
05,Electronics,5830,Taiwan,427370546,446858159,3182433481,3279481325,395904300,395235199,3325769626,3393050699
06,Flexible Manufacturing,5830,Taiwan,196665006,312424302,2419710581,1426442191,32074059,26791879,298041008,222678809
07,Advanced Materials,5830,Taiwan,6911481,6543104,57254466,51433475,6167147,4596525,39627231,38166003
08,Aerospace,5830,Taiwan,61178815,301421651,1533658183,1079377611,14418065,13602491,117942484,80201408
09,Weapons,5830,Taiwan,841535,1449982,59716811,156309922,1462651,1455721,14864807,15118019
10,Nuclear Technology,5830,Taiwan,796040,948536,59680610,71274433,8088,2512,43256,12351
01,Biotechnology,5880,Japan,11671586,15177445,111427406,177669991,2165779,5638741,28658098,22158255
02,Life Science,5880,Japan,219012784,205283560,1837142746,1780209322,192761927,181487699,1752760505,1607094028
03,Opto-Electronics,5880,Japan,92074321,53722918,604450089,563513955,105834486,117732673,950396102,1054993918
04,Information & Communications,5880,Japan,316942618,439231406,3069313402,3064552391,1113651658,1131394588,9530008033,8357414052
05,Electronics,5880,Japan,161172621,141270022,1281968770,1544544082,307191484,287087561,2184226681,2174173799
06,Flexible Manufacturing,5880,Japan,165944257,146666065,1171327820,1470491782,328585836,359320520,3369099692,3337050537
07,Advanced Materials,5880,Japan,16660552,19315803,150193834,117079180,96806538,106550786,840702606,689186592
08,Aerospace,5880,Japan,775070812,385505504,5794545905,5427652342,246886766,222787870,2083268242,1586836678
09,Weapons,5880,Japan,52912439,28532226,209324963,145639921,1000371,1197830,7711282,7258933
10,Nuclear Technology,5880,Japan,14427485,52975730,542870783,460898624,3761202,4998627,22497480,29885109
01,Biotechnology,6021,Australia,5855354,5591380,77181232,78319129,472588,1526767,7844774,7431651
02,Life Science,6021,Australia,53886681,51051372,454517941,415613411,45173627,43726470,310209658,224371498
03,Opto-Electronics,6021,Australia,5917816,8505171,63524016,37816561,804383,386022,5713567,13377665
04,Information & Communications,6021,Australia,164212320,178746209,1343262422,1081987000,10907664,8037657,76090813,51126032
05,Electronics,6021,Australia,8592290,8940488,91106836,90924942,1455300,1111435,9096426,7265416
06,Flexible Manufacturing,6021,Australia,6514959,6812516,55363277,66991239,781876,2827963,18050869,15496127
07,Advanced Materials,6021,Australia,6617059,6285065,48399943,46030508,178785,162929,877750,294286
08,Aerospace,6021,Australia,57975459,154233794,780787222,1273014838,13387075,16098734,131355245,99218662
09,Weapons,6021,Australia,5732671,1594208,69347950,34026449,1849395,2495104,10412429,8716342
10,Nuclear Technology,6021,Australia,445406,676316,6185412,2954334,0,25176,43325084,97116
06,Flexible Manufacturing,6022,Norfolk Island,0,0,12089,0,0,0,0,0
02,Life Science,6023,Cocos (Keeling) Island,0,0,0,0,0,0,0,21471
04,Information & Communications,6023,Cocos (Keeling) Island,0,0,74987,106936,0,0,0,2093
05,Electronics,6023,Cocos (Keeling) Island,0,0,24753,0,0,0,52020,0
06,Flexible Manufacturing,6023,Cocos (Keeling) Island,0,116480,125781,0,0,0,0,0
08,Aerospace,6023,Cocos (Keeling) Island,0,0,80577,22619,0,0,0,0
02,Life Science,6024,Christmas Island,0,0,0,9767,0,0,0,0
04,Information & Communications,6024,Christmas Island,0,0,88608,105540,0,0,0,0
05,Electronics,6024,Christmas Island,0,90090,468064,134173,2375,0,2375,24916
06,Flexible Manufacturing,6024,Christmas Island,0,0,0,18140,0,0,17111,0
08,Aerospace,6024,Christmas Island,0,0,0,0,0,0,6107,0
04,Information & Communications,6029,Heard and McDonald Islands,0,0,4788,5248,0,0,10604,0
05,Electronics,6029,Heard and McDonald Islands,0,0,0,4601,0,0,0,0
06,Flexible Manufacturing,6029,Heard and McDonald Islands,0,13248,13248,0,0,0,0,0
02,Life Science,6040,Papua New Guinea,14260,23615,95319,1146598,0,0,0,0
03,Opto-Electronics,6040,Papua New Guinea,0,3495,7445,88300,0,0,0,0
04,Information & Communications,6040,Papua New Guinea,984968,45440,2708769,1569256,0,0,9627,3360
05,Electronics,6040,Papua New Guinea,174270,3360,203649,42780,4537,0,4537,28608
06,Flexible Manufacturing,6040,Papua New Guinea,0,21495,256251,15860,0,0,0,0
08,Aerospace,6040,Papua New Guinea,843306,709849,5556915,3786094,0,0,0,0
10,Nuclear Technology,6040,Papua New Guinea,0,0,0,7956,0,0,0,0
01,Biotechnology,6141,New Zealand,557846,335334,2629298,2508279,525042,607326,9979240,10236827
02,Life Science,6141,New Zealand,6547000,9178174,51497387,38782290,4906126,8580195,66117191,58294400
03,Opto-Electronics,6141,New Zealand,340917,333679,2993004,4924535,102349,127465,1496991,1785623
04,Information & Communications,6141,New Zealand,17607050,14885406,116221782,104758843,2044905,2676355,28724540,21500023
05,Electronics,6141,New Zealand,1036003,790366,7827047,7730158,198005,444906,2270812,2316240
06,Flexible Manufacturing,6141,New Zealand,495141,1058686,6748497,5966993,467408,472149,3514936,1362013
07,Advanced Materials,6141,New Zealand,199682,0,478102,509942,0,0,14393,12911
08,Aerospace,6141,New Zealand,16686795,94995729,621966178,894530315,699009,834475,8178543,9536164
09,Weapons,6141,New Zealand,182296,138473,1614150,1447645,0,136675,602434,51857
10,Nuclear Technology,6141,New Zealand,14999,3295,98100,142813,0,0,0,0
02,Life Science,6142,Cook Islands,0,0,0,9875,4500,0,4500,0
04,Information & Communications,6142,Cook Islands,79906,5085,555106,165412,0,0,12583,18627
05,Electronics,6142,Cook Islands,0,0,76580,14635,0,0,5345,93240
07,Advanced Materials,6142,Cook Islands,0,0,0,6006,0,0,0,0
08,Aerospace,6142,Cook Islands,0,0,35831,16010,0,0,0,0
01,Biotechnology,6143,Tokelau,0,0,90389,0,0,0,0,0
02,Life Science,6143,Tokelau,107112,109546,1170784,781631,0,0,0,0
03,Opto-Electronics,6143,Tokelau,0,0,104222,333915,0,0,0,0
04,Information & Communications,6143,Tokelau,747191,172186,1350971,2822390,0,0,14575,77366
05,Electronics,6143,Tokelau,19410,0,571763,120093,0,0,2822,0
06,Flexible Manufacturing,6143,Tokelau,0,14653,19153,92334,35920,0,35920,0
07,Advanced Materials,6143,Tokelau,0,0,102017,0,0,0,0,0
08,Aerospace,6143,Tokelau,67033,1822516,3111280,485468,0,0,0,92431
10,Nuclear Technology,6143,Tokelau,0,0,55391,14084,0,0,0,0
02,Life Science,6144,Niue,0,0,10000,0,0,0,0,0
04,Information & Communications,6144,Niue,0,3850,1133014,0,0,0,0,0
05,Electronics,6144,Niue,0,0,43365,0,0,0,0,0
07,Advanced Materials,6144,Niue,0,0,0,0,0,0,49047,0
02,Life Science,6150,Western Samoa,0,0,0,9385,0,0,6200,0
04,Information & Communications,6150,Western Samoa,35637,0,115386,1915512,0,0,0,10467
05,Electronics,6150,Western Samoa,0,0,0,25475,0,0,0,0
06,Flexible Manufacturing,6150,Western Samoa,0,0,0,6000,0,0,0,0
08,Aerospace,6150,Western Samoa,0,0,0,18565,0,0,0,0
02,Life Science,6223,Solomon Islands,45000,0,45000,0,0,0,0,0
04,Information & Communications,6223,Solomon Islands,6490,81792,115622,286275,0,0,10077,0
05,Electronics,6223,Solomon Islands,0,0,2850,0,0,0,0,0
06,Flexible Manufacturing,6223,Solomon Islands,0,0,0,27940,0,0,0,0
07,Advanced Materials,6223,Solomon Islands,2600,0,2600,0,0,0,0,0
08,Aerospace,6223,Solomon Islands,0,0,106898,612135,0,0,0,0
02,Life Science,6224,Vanuatu,5918,0,3082770,2507669,0,0,0,0
03,Opto-Electronics,6224,Vanuatu,0,0,0,21159,0,0,0,0
04,Information & Communications,6224,Vanuatu,0,11957,130917,264564,20345,16674,61280,0
05,Electronics,6224,Vanuatu,0,0,0,0,0,0,0,36673
06,Flexible Manufacturing,6224,Vanuatu,0,0,9995,7000,0,0,0,0
08,Aerospace,6224,Vanuatu,0,0,30153,243445,0,0,0,0
02,Life Science,6225,Pitcairn Island,16115,0,16115,48434,0,0,0,0
04,Information & Communications,6225,Pitcairn Island,2660,0,41341,21876,25253,0,37232,16352
06,Flexible Manufacturing,6225,Pitcairn Island,0,0,6069,0,0,0,0,0
08,Aerospace,6225,Pitcairn Island,0,0,0,13682,0,0,0,0
02,Life Science,6226,Kiribati,0,7400,104594,0,0,0,0,0
04,Information & Communications,6226,Kiribati,52900,0,138170,197422,0,0,0,12581
05,Electronics,6226,Kiribati,0,0,0,43267,0,0,0,0
08,Aerospace,6226,Kiribati,0,0,8000,0,0,0,0,0
05,Electronics,6227,Tuvalu,0,0,0,28752,0,0,16435,0
02,Life Science,6412,New Caledonia,7875,0,473270,96959,0,0,22002,21395
03,Opto-Electronics,6412,New Caledonia,6184,0,6184,7303,0,0,2465,4219
04,Information & Communications,6412,New Caledonia,71105,191776,1404836,1067457,0,187687,1207854,184068
05,Electronics,6412,New Caledonia,6159,29982,296071,241599,0,5580,5580,2511
06,Flexible Manufacturing,6412,New Caledonia,0,0,260643,4113,0,0,0,0
08,Aerospace,6412,New Caledonia,108066,141797,1025415,7138918,0,0,7572,0
09,Weapons,6412,New Caledonia,0,0,0,16454,0,0,0,0
04,Information & Communications,6413,Wallis and Futuna,0,0,35247,0,0,5658,8058,0
05,Electronics,6413,Wallis and Futuna,0,0,0,0,0,0,3912,0
08,Aerospace,6413,Wallis and Futuna,0,0,0,4705,0,0,0,0
01,Biotechnology,6414,French Polynesia,0,0,3346,0,0,0,0,0
02,Life Science,6414,French Polynesia,34795,4769,426450,1297543,0,0,0,164400
03,Opto-Electronics,6414,French Polynesia,0,32903,62629,275187,0,0,0,0
04,Information & Communications,6414,French Polynesia,773257,524137,3253968,2916851,0,0,2200,0
05,Electronics,6414,French Polynesia,40570,5871,186659,145243,0,0,30840,0
06,Flexible Manufacturing,6414,French Polynesia,2988,0,7488,111347,0,0,6201,0
07,Advanced Materials,6414,French Polynesia,0,0,0,100000,0,0,0,0
08,Aerospace,6414,French Polynesia,350751,632128,4696744,9745688,0,0,46772,0
09,Weapons,6414,French Polynesia,0,0,3214,0,0,0,0,0
01,Biotechnology,6810,Marshall Islands,139410,0,205410,115270,0,0,0,0
02,Life Science,6810,Marshall Islands,0,0,45024,138000,0,0,0,596871
03,Opto-Electronics,6810,Marshall Islands,3158,0,3158,18829,0,0,0,0
04,Information & Communications,6810,Marshall Islands,34400,44939,2028625,250564,0,0,128650,116042
05,Electronics,6810,Marshall Islands,0,0,0,4200,0,0,0,0
06,Flexible Manufacturing,6810,Marshall Islands,0,0,5826,0,3000,0,3000,0
08,Aerospace,6810,Marshall Islands,5750,450000,656368,241804,0,0,0,0
01,Biotechnology,6820,Federated States of Micronesia,256025,0,311025,181917,0,0,0,0
02,Life Science,6820,Federated States of Micronesia,0,0,30404,0,0,0,0,0
03,Opto-Electronics,6820,Federated States of Micronesia,0,0,2734,49437,0,0,0,0
04,Information & Communications,6820,Federated States of Micronesia,15675,18556,363443,348379,0,0,0,0
05,Electronics,6820,Federated States of Micronesia,0,0,19058,145066,0,0,0,0
06,Flexible Manufacturing,6820,Federated States of Micronesia,13290,0,27466,20056,0,0,0,0
08,Aerospace,6820,Federated States of Micronesia,0,0,12000,38932,0,0,0,0
10,Nuclear Technology,6820,Federated States of Micronesia,21883,0,69918,4900,0,0,0,0
01,Biotechnology,6830,Palau,72232,0,285433,28794,0,0,0,0
02,Life Science,6830,Palau,0,0,45223,3046,0,0,0,0
03,Opto-Electronics,6830,Palau,0,0,7800,0,0,0,0,0
04,Information & Communications,6830,Palau,19459,24252,175569,301878,0,0,0,0
06,Flexible Manufacturing,6830,Palau,0,0,0,25000,0,0,0,0
02,Life Science,6862,Nauru,0,0,0,28825,0,0,0,0
04,Information & Communications,6862,Nauru,0,19116,33423,26335,0,0,0,32132
05,Electronics,6862,Nauru,0,0,29390,5164,0,0,0,0
08,Aerospace,6862,Nauru,7524,0,14526,0,0,0,0,0
02,Life Science,6863,Fiji,40000,6901,126952,432419,0,0,0,35864
03,Opto-Electronics,6863,Fiji,9627,0,29782,0,0,0,0,0
04,Information & Communications,6863,Fiji,59153,89385,934114,2136324,5997,23020,55067,74626
05,Electronics,6863,Fiji,38688,6044,209695,0,0,0,0,0
06,Flexible Manufacturing,6863,Fiji,0,6678,42624,47768,0,0,0,0
08,Aerospace,6863,Fiji,39222,19261,353604,2544574,0,0,0,0
10,Nuclear Technology,6863,Fiji,0,0,12000,15000,0,0,0,0
04,Information & Communications,6864,Tonga,0,367933,742134,242370,0,0,0,0
05,Electronics,6864,Tonga,0,0,0,13200,0,0,0,0
01,Biotechnology,7140,Morocco,12645,50000,485964,398086,0,0,0,0
02,Life Science,7140,Morocco,588240,90328,4809729,5009891,27489,0,27489,0
03,Opto-Electronics,7140,Morocco,0,5112,99526,80342,0,4473,57223,18282
04,Information & Communications,7140,Morocco,1035311,1000543,17844641,22303906,194177,279098,2090738,807934
05,Electronics,7140,Morocco,893602,1027193,9703838,7268422,6345970,8277059,71153172,75444858
06,Flexible Manufacturing,7140,Morocco,433852,54568,866263,314887,0,0,0,2213
07,Advanced Materials,7140,Morocco,0,0,0,20425,0,0,0,152936
08,Aerospace,7140,Morocco,9553028,1376554,161807691,235485055,0,0,151189,6699
09,Weapons,7140,Morocco,0,0,1423800,0,0,0,0,0
10,Nuclear Technology,7140,Morocco,0,0,188180,43272,0,0,0,0
01,Biotechnology,7210,Algeria,23644,0,145748,171229,0,0,0,0
02,Life Science,7210,Algeria,226225,928739,8057112,3040957,0,0,0,0
03,Opto-Electronics,7210,Algeria,10452,16546,187196,506528,0,0,0,0
04,Information & Communications,7210,Algeria,1072063,8205529,87311955,145581172,7819,0,7819,7284
05,Electronics,7210,Algeria,369974,322896,1821546,10506746,0,0,3770,0
06,Flexible Manufacturing,7210,Algeria,296578,29755,1839973,3970551,0,0,0,0
07,Advanced Materials,7210,Algeria,0,0,179137,491825,0,0,0,0
08,Aerospace,7210,Algeria,652103,594842,8854573,10667933,0,0,506443,0
09,Weapons,7210,Algeria,0,0,0,75000,0,0,0,0
10,Nuclear Technology,7210,Algeria,0,56285,396883,133666,0,0,0,0
01,Biotechnology,7230,Tunisia,4244,33494,76621,74823,0,0,0,0
02,Life Science,7230,Tunisia,147173,140986,4549217,3207252,86800,2463,271893,39291
03,Opto-Electronics,7230,Tunisia,0,48233,417123,83152,0,0,9784,3040
04,Information & Communications,7230,Tunisia,452238,585300,5697644,6509390,0,72280,135781,602183
05,Electronics,7230,Tunisia,21457,59728,405572,823137,0,90000,113095,4212
06,Flexible Manufacturing,7230,Tunisia,96088,329835,841954,257003,16231,0,31697,0
07,Advanced Materials,7230,Tunisia,0,0,6291,67530,0,0,0,0
08,Aerospace,7230,Tunisia,937662,6845993,12936132,5601848,312403,365931,2630851,2485237
09,Weapons,7230,Tunisia,84413,0,127372,0,0,0,0,0
10,Nuclear Technology,7230,Tunisia,0,0,111173,7650,0,0,0,0
02,Life Science,7250,Libya,3282157,272743,14178898,5633701,0,0,0,0
03,Opto-Electronics,7250,Libya,13590,0,542937,30300,0,0,0,0
04,Information & Communications,7250,Libya,367941,220911,2777048,6604714,0,0,0,0
05,Electronics,7250,Libya,0,0,0,45541,0,0,0,0
06,Flexible Manufacturing,7250,Libya,39762,0,74298,114035,0,0,0,0
07,Advanced Materials,7250,Libya,0,0,1263561,0,0,0,0,0
08,Aerospace,7250,Libya,366616,289412,2226375,108312,0,0,0,0
09,Weapons,7250,Libya,0,8000,8000,0,0,0,0,0
10,Nuclear Technology,7250,Libya,0,5920,523945,951510,0,0,0,0
01,Biotechnology,7290,Egypt,627018,546315,13799936,2074929,0,0,9260,0
02,Life Science,7290,Egypt,2650228,4369607,32276904,18789817,5658,0,218801,10790
03,Opto-Electronics,7290,Egypt,36103,165759,8504614,3382438,0,17768,52592,0
04,Information & Communications,7290,Egypt,8577562,7740857,127420467,192970750,2500,3298,259534,1030733
05,Electronics,7290,Egypt,61406,297105,3437215,8895959,0,0,5694,4158
06,Flexible Manufacturing,7290,Egypt,1858830,650025,10150471,11750535,57833,58995,470098,440628
07,Advanced Materials,7290,Egypt,4194,16624,191569,605584,0,0,43701,0
08,Aerospace,7290,Egypt,80523776,39541521,294411779,363213308,7330,0,29740,0
09,Weapons,7290,Egypt,8749395,8741166,73083295,87532041,0,0,0,0
10,Nuclear Technology,7290,Egypt,262941,531978,2029119,1343678,0,0,0,18545
01,Biotechnology,7320,Sudan,13000,630251,643251,0,0,0,0,0
02,Life Science,7320,Sudan,0,18801,69898,506227,0,0,0,3722
03,Opto-Electronics,7320,Sudan,0,0,0,2631,0,0,0,0
04,Information & Communications,7320,Sudan,0,0,178496,251459,0,0,0,0
06,Flexible Manufacturing,7320,Sudan,0,0,10000,13107,0,0,0,0
08,Aerospace,7320,Sudan,0,0,0,13753,0,0,0,0
04,Information & Communications,7370,Western Sahara,0,0,91504,0,0,0,0,0
02,Life Science,7380,Equatorial Guinea,27069,251621,1519762,719238,20000,0,20000,0
03,Opto-Electronics,7380,Equatorial Guinea,3790,0,121528,222237,0,0,0,0
04,Information & Communications,7380,Equatorial Guinea,220903,41070,3605316,901917,0,0,2950,0
05,Electronics,7380,Equatorial Guinea,20527,27848,89296,138537,0,0,0,0
06,Flexible Manufacturing,7380,Equatorial Guinea,145141,25878,333182,299938,0,0,0,0
07,Advanced Materials,7380,Equatorial Guinea,0,0,140265,63460,0,0,0,0
08,Aerospace,7380,Equatorial Guinea,0,170132,218739,195537,0,0,0,0
09,Weapons,7380,Equatorial Guinea,0,0,0,3438,0,0,0,0
10,Nuclear Technology,7380,Equatorial Guinea,0,10000,38645,9500,0,0,0,0
02,Life Science,7410,Mauritania,0,0,36326,524692,0,0,0,0
03,Opto-Electronics,7410,Mauritania,0,0,3483,0,0,0,0,0
04,Information & Communications,7410,Mauritania,8300,426896,1994360,1029681,0,0,70048,15719
05,Electronics,7410,Mauritania,0,5250,5250,0,0,0,0,0
06,Flexible Manufacturing,7410,Mauritania,0,0,0,45600,0,0,0,0
07,Advanced Materials,7410,Mauritania,0,0,0,7500,0,0,0,0
08,Aerospace,7410,Mauritania,7326522,0,7444170,45197,0,0,0,0
10,Nuclear Technology,7410,Mauritania,0,0,0,811502,0,0,0,0
01,Biotechnology,7420,Cameroon,0,0,0,4278,0,0,0,0
02,Life Science,7420,Cameroon,67148,7000,150400,1968932,2561,0,42747,15618
03,Opto-Electronics,7420,Cameroon,46445,0,202045,21800,0,0,3300,414096
04,Information & Communications,7420,Cameroon,885317,486597,4644958,7939641,48525,24413,2364981,2515863
05,Electronics,7420,Cameroon,10320,4293,23113,27489,8047,5658,21963,68635
06,Flexible Manufacturing,7420,Cameroon,0,0,29381,33882,0,0,8000,2500
08,Aerospace,7420,Cameroon,22758,38729,339735,432146,0,0,0,0
10,Nuclear Technology,7420,Cameroon,0,0,42500,0,0,0,0,0
01,Biotechnology,7440,Senegal,85708,0,89081,4110,0,0,0,0
02,Life Science,7440,Senegal,13000,35497,242645,597644,0,0,0,0
03,Opto-Electronics,7440,Senegal,0,2610,20220,72192,0,0,0,92500
04,Information & Communications,7440,Senegal,138428,172000,1577072,4641375,0,0,195808,119058
05,Electronics,7440,Senegal,1962093,973661,12799800,517369,0,0,24493,114051
06,Flexible Manufacturing,7440,Senegal,0,7194,1155076,284470,0,0,59620,0
07,Advanced Materials,7440,Senegal,0,0,0,10800,0,0,0,0
08,Aerospace,7440,Senegal,122875,31848,563090,1228711,0,0,0,0
09,Weapons,7440,Senegal,0,0,3379,0,0,0,0,0
10,Nuclear Technology,7440,Senegal,0,0,9935,106000,0,0,0,0
01,Biotechnology,7450,Mali,0,0,8567,0,0,0,0,0
02,Life Science,7450,Mali,31404,0,188053,1134687,0,0,0,0
03,Opto-Electronics,7450,Mali,0,158307,323800,23923,0,0,0,5450
04,Information & Communications,7450,Mali,452538,0,2383440,1767709,285055,5192,754557,89144
05,Electronics,7450,Mali,0,3300,40835,109925,12434,8480,23320,8400
06,Flexible Manufacturing,7450,Mali,0,0,186989,14739,0,0,0,27900
08,Aerospace,7450,Mali,2530,9375,269657,171077,0,0,0,8534
01,Biotechnology,7460,Guinea,0,0,0,0,0,0,0,2001
02,Life Science,7460,Guinea,0,0,463863,277166,0,0,16620,0
03,Opto-Electronics,7460,Guinea,9111,230869,700513,9156,0,0,0,0
04,Information & Communications,7460,Guinea,97893,411295,1566309,1725621,0,0,0,18500
05,Electronics,7460,Guinea,20104,0,33947,26148,0,0,0,0
06,Flexible Manufacturing,7460,Guinea,39074,0,102139,13036,0,0,0,0
08,Aerospace,7460,Guinea,9998,4927,123336,271125,0,0,0,10636
02,Life Science,7470,Sierra Leone,0,0,16052,194163,0,0,0,0
03,Opto-Electronics,7470,Sierra Leone,35917,0,85755,26297,0,0,2594,0
04,Information & Communications,7470,Sierra Leone,149186,184245,1155496,2124018,3604,0,82262,39353
05,Electronics,7470,Sierra Leone,0,2556,86104,81760,561093,26196,589664,67538
06,Flexible Manufacturing,7470,Sierra Leone,9799,0,60492,81898,0,2119,2119,4000
07,Advanced Materials,7470,Sierra Leone,0,10520,10520,0,0,0,0,0
08,Aerospace,7470,Sierra Leone,5000,8937,17360,12304,0,0,0,0
09,Weapons,7470,Sierra Leone,0,0,6845,0,0,0,0,0
10,Nuclear Technology,7470,Sierra Leone,0,0,0,5556,0,0,0,0
01,Biotechnology,7480,Cote d'Ivoire,322786,536050,3648033,2451146,0,0,0,0
02,Life Science,7480,Cote d'Ivoire,474472,217570,1091156,862325,0,0,0,0
03,Opto-Electronics,7480,Cote d'Ivoire,85695,94490,212315,51884,0,0,50000,0
04,Information & Communications,7480,Cote d'Ivoire,870872,174862,3895760,3105539,191094,14781,294867,302651
05,Electronics,7480,Cote d'Ivoire,44016,92400,3311754,437824,0,0,0,44324
06,Flexible Manufacturing,7480,Cote d'Ivoire,21474,58803,164783,234064,0,0,0,110089
07,Advanced Materials,7480,Cote d'Ivoire,7830,0,13190,0,0,0,0,0
08,Aerospace,7480,Cote d'Ivoire,164932,51601,1722710,974080,0,0,0,0
09,Weapons,7480,Cote d'Ivoire,0,0,17209,0,0,0,7713,0
01,Biotechnology,7490,Ghana,0,7700,52607,11277,0,0,0,0
02,Life Science,7490,Ghana,31239,40786,874001,375995,49386,0,49386,0
03,Opto-Electronics,7490,Ghana,0,15225,120676,343312,0,0,0,0
04,Information & Communications,7490,Ghana,1325626,2212155,12017923,8490939,0,0,3250,0
05,Electronics,7490,Ghana,0,32889,107807,305543,0,0,2400,0
06,Flexible Manufacturing,7490,Ghana,0,8750,136063,374588,0,0,0,0
07,Advanced Materials,7490,Ghana,0,0,9287,4503,0,0,0,0
08,Aerospace,7490,Ghana,1927110,97956,2387997,399641,0,2381,22632,0
09,Weapons,7490,Ghana,0,0,45000,0,0,0,0,0
10,Nuclear Technology,7490,Ghana,0,0,0,27513,0,0,0,0
02,Life Science,7500,Gambia,91813,0,239438,253602,0,0,0,0
03,Opto-Electronics,7500,Gambia,0,0,7441,88581,0,0,0,0
04,Information & Communications,7500,Gambia,32820,21154,646626,598205,0,0,0,0
05,Electronics,7500,Gambia,2950,0,15649,386053,0,0,0,0
06,Flexible Manufacturing,7500,Gambia,0,3398,6098,19500,0,0,0,0
08,Aerospace,7500,Gambia,0,0,41728,105500,0,0,0,65533
01,Biotechnology,7510,Niger,0,0,51302,0,0,0,0,0
02,Life Science,7510,Niger,0,0,2706227,2245958,0,0,0,0
03,Opto-Electronics,7510,Niger,0,5924,444611,0,0,0,0,0
04,Information & Communications,7510,Niger,126394,87860,2740787,4904213,7985,0,218929,34922
05,Electronics,7510,Niger,0,0,53732,34032655,31663,0,31663,10411
06,Flexible Manufacturing,7510,Niger,0,3836,16146,4739,0,0,0,0
08,Aerospace,7510,Niger,27662,4500,1058198,439599,3500,0,9725,0
01,Biotechnology,7520,Togo,0,0,0,4485,0,0,0,0
02,Life Science,7520,Togo,0,0,0,54187,0,0,0,0
03,Opto-Electronics,7520,Togo,0,6113,6113,0,0,0,0,0
04,Information & Communications,7520,Togo,30478,12846,306880,2029047,0,0,31237,2823
05,Electronics,7520,Togo,0,0,3193,61490,0,0,0,0
06,Flexible Manufacturing,7520,Togo,0,2661,2661,44834,0,0,0,0
08,Aerospace,7520,Togo,0,12941,360295,169925,0,0,0,0
10,Nuclear Technology,7520,Togo,0,0,0,427606,0,0,0,0
01,Biotechnology,7530,Nigeria,3772,0,43260,424084,0,0,0,0
02,Life Science,7530,Nigeria,713500,151978,7547701,7059808,0,0,15353,4000
03,Opto-Electronics,7530,Nigeria,43455,51887,899337,2213249,0,0,0,0
