Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-031 900829 GLYCERA DIBRANCHIATA                  3      9     3.00   3.00
VA90-031 900829 GLYCERA SPP.                          3      6     2.00   2.65
VA90-031 900829 GLYCERIDAE                            3      2     0.67   1.15
VA90-031 900829 GLYCINDE SOLITARIA                    3     30    10.00   2.65
VA90-031 900829 GONIADIDAE                            3     36    12.00   9.54
VA90-031 900829 HETEROMASTUS FILIFORMIS               3      4     1.33   2.31
VA90-031 900829 HYPERETEONE FOLIOSA                   3      1     0.33   0.58
VA90-031 900829 LEITOSCOLOPLOS ROBUSTUS               3      6     2.00   1.00
VA90-031 900829 LEITOSCOLOPLOS SPP.                   3      9     3.00   2.65
VA90-031 900829 LEPTOSYNAPTA TENUIS                   3      1     0.33   0.58
VA90-031 900829 LOIMIA MEDUSA                         3     12     4.00   1.00
VA90-031 900829 LYONSIA HYALINA                       3      4     1.33   1.53
VA90-031 900829 MEDIOMASTUS AMBISETA                  3    832   277.33  33.65
VA90-031 900829 MERCENARIA MERCENARIA                 3      2     0.67   0.58
VA90-031 900829 MULINIA LATERALIS                     3      4     1.33   1.53
VA90-031 900829 MYSELLA SPP.                          3      2     0.67   1.15
VA90-031 900829 NEMERTINEA                            3     20     6.67   0.58
VA90-031 900829 NEOMYSIS AMERICANA                    3      1     0.33   0.58
VA90-031 900829 NEPHTYS PICTA                         3      3     1.00   1.00
VA90-031 900829 ODOSTOMIA SPP.                        3      2     0.67   1.15
VA90-031 900829 OLIGOCHAETA                           3      1     0.33   0.58
VA90-031 900829 OXYUROSTYLIS SMITHI                   3      4     1.33   1.53
VA90-031 900829 PAGURIDAE                             3      1     0.33   0.58
VA90-031 900829 PARAPRIONOSPIO PINNATA                3      9     3.00   1.73
VA90-031 900829 PECTINARIA                            3      4     1.33   1.15
VA90-031 900829 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA90-031 900829 SPIOPHANES BOMBYX                     3      4     1.33   1.53
VA90-031 900829 SYNCHELIDIUM AMERICANUM               3      2     0.67   1.15
VA90-031 900829 TELLINA AGILIS                        3     80    26.67   2.89
VA90-031 900829 TEREBELLIDAE                          3      2     0.67   1.15
VA90-031 900829 THARYX SP. A MORRIS                   3      3     1.00   1.00
VA90-031 900829 TURBELLARIA                           3      2     0.67   0.58
VA90-031 900829 TURBONILLA SPP.                       3      3     1.00   1.00
VA90-032 900804 ACTEOCINA CANALICULATA                3     27     9.00   7.00
VA90-032 900804 AMASTIGOS CAPERATUS                   3      5     1.67   0.58
VA90-032 900804 AMPELISCA ABDITA                      3      3     1.00   1.00
VA90-032 900804 AMPELISCA SPP.                        3     30    10.00   3.46
VA90-032 900804 AMPELISCA VERRILLI                    3    130    43.33  11.06
VA90-032 900804 AMPHARETIDAE                          3      3     1.00   1.00
VA90-032 900804 ANACHIS LAFRESNAYI                    3      1     0.33   0.58
VA90-032 900804 ARICIDEA CATHERINAE                   3      1     0.33   0.58
VA90-032 900804 BUSYCON                               3      1     0.33   0.58
VA90-032 900804 CABIRA INCERTA                        3      1     0.33   0.58
VA90-032 900804 CERIANTHEOPSIS AMERICANUS             3      2     0.67   0.58
VA90-032 900804 CIRRATULIDAE                          3      1     0.33   0.58
VA90-032 900804 EDOTEA TRILOBA                        3      1     0.33   0.58
VA90-032 900804 ENSIS DIRECTUS                        3      1     0.33   0.58
VA90-032 900804 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-032 900804 GLYCINDE SOLITARIA                    3      2     0.67   1.15
VA90-032 900804 GONIADIDAE                            3      1     0.33   0.58
VA90-032 900804 HOLOTHUROIDEA                         3      1     0.33   0.58
VA90-032 900804 HYPERETEONE HETEROPODA                3     10     3.33   3.21
VA90-032 900804 LEITOSCOLOPLOS SPP.                   3      2     0.67   0.58
VA90-032 900804 LOIMIA MEDUSA                         3      1     0.33   0.58
VA90-032 900804 LYONSIA HYALINA                       3      4     1.33   0.58
VA90-032 900804 MALDANIDAE                            3      1     0.33   0.58
VA90-032 900804 MEDIOMASTUS AMBISETA                  3    500   166.67  12.66
VA90-032 900804 MULINIA LATERALIS                     3      3     1.00   1.00
VA90-032 900804 MYTILIDAE                             3      1     0.33   0.58
VA90-032 900804 MYTILUS EDULIS                        3      1     0.33   0.58
VA90-032 900804 NATICA PUSILLA                        3      2     0.67   1.15
VA90-032 900804 NEMERTINEA                            3     33    11.00   1.73
VA90-032 900804 NEPHTYIDAE                            3      5     1.67   2.08
VA90-032 900804 NEPHTYS INCISA                        3     14     4.67   1.15
VA90-032 900804 NUCULA ANNULATA                       3      9     3.00   1.00
VA90-032 900804 NUCULANIDAE                           3      1     0.33   0.58
VA90-032 900804 OLIGOCHAETA                           3     41    13.67   9.45
VA90-032 900804 ORBINIIDAE                            3      1     0.33   0.58
VA90-032 900804 OXYUROSTYLIS SMITHI                   3      8     2.67   0.58
VA90-032 900804 PHOLOE MINUTA                         3      2     0.67   1.15
VA90-032 900804 PHORONIS SPP.                         3      3     1.00   1.00
VA90-032 900804 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA90-032 900804 PINNIXA SPP.                          3      1     0.33   0.58
VA90-032 900804 POLYCIRRUS EXIMIUS                    3      1     0.33   0.58
VA90-032 900804 SCALIBREGMA INFLATUM                  3      2     0.67   0.58
VA90-032 900804 SIGALIONIDAE                          3      1     0.33   0.58
VA90-032 900804 SPIO SETOSA                           3      2     0.67   1.15
VA90-032 900804 STREBLOSPIO BENEDICTI                 3     26     8.67   1.53
VA90-032 900804 TELLINA AGILIS                        3    247    82.33  14.01
VA90-032 900804 THALASSINIDEA                         3      1     0.33   0.58
VA90-032 900804 THARYX SP. A MORRIS                   3     22     7.33   1.53
VA90-032 900804 TURBELLARIA                           3      3     1.00   1.73
VA90-032 900804 YOLDIA LIMATULA                       3      5     1.67   1.15
VA90-033 900830 ACTEOCINA CANALICULATA                3     89    29.67   6.11
VA90-033 900830 ACTEON PUNCTOSTRIATUS                 3     15     5.00   2.65
VA90-033 900830 AMPELISCA ABDITA                      3      1     0.33   0.58
VA90-033 900830 AMPELISCA SPP.                        3     11     3.67   1.53
VA90-033 900830 AMPELISCA VERRILLI                    3     16     5.33   4.93
VA90-033 900830 ANTHOZOA                              3      2     0.67   1.15
VA90-033 900830 ASCIDIACEA                            3    367   122.33 120.07
VA90-033 900830 ASTYRIS LUNATA                        3      1     0.33   0.58
VA90-033 900830 CIRRATULIDAE                          3      2     0.67   1.15
VA90-033 900830 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA90-033 900830 COROPHIUM SPP.                        3      1     0.33   0.58
VA90-033 900830 COROPHIUM TUBERCULATUM                3      1     0.33   0.58
VA90-033 900830 ELASMOPUS LAEVIS                      3      1     0.33   0.58
VA90-033 900830 ERICTHONIUS BRASILIENSIS              3      5     1.67   2.89
VA90-033 900830 GLYCERA DIBRANCHIATA                  3      5     1.67   0.58
VA90-033 900830 GLYCINDE SOLITARIA                    3     23     7.67   0.58
VA90-033 900830 GONIADIDAE                            3     45    15.00   7.81
VA90-033 900830 HETEROMASTUS FILIFORMIS               3      9     3.00   1.73
VA90-033 900830 HYPERETEONE HETEROPODA                3      1     0.33   0.58
VA90-033 900830 LEITOSCOLOPLOS ROBUSTUS               3     15     5.00   1.73
VA90-033 900830 LEITOSCOLOPLOS SPP.                   3     24     8.00   2.65
VA90-033 900830 LOIMIA MEDUSA                         3      4     1.33   0.58
VA90-033 900830 MANCOCUMA STELLIFERA                  3      1     0.33   0.58
VA90-033 900830 MEDIOMASTUS AMBISETA                  3   1161   387.00  53.25
VA90-033 900830 MELITA NITIDA                         3      1     0.33   0.58
VA90-033 900830 MERCENARIA MERCENARIA                 3      1     0.33   0.58
VA90-033 900830 MOLGULA MANHATTENSIS                  3    186    62.00  93.79
VA90-033 900830 MUCROGAMMARUS MUCRONATUS              3      2     0.67   1.15
VA90-033 900830 MULINIA LATERALIS                     3      4     1.33   1.15
VA90-033 900830 MYA ARENARIA                          3     10     3.33   2.52
VA90-033 900830 NEANTHES SUCCINEA                     3      4     1.33   1.15
VA90-033 900830 NEMERTINEA                            3      4     1.33   2.31
VA90-033 900830 NEOMYSIS AMERICANA                    3      1     0.33   0.58
VA90-033 900830 NEPHTYS PICTA                         3      1     0.33   0.58
VA90-033 900830 NEREIDIDAE                            3      3     1.00   1.00
VA90-033 900830 ODOSTOMIA SPP.                        3      6     2.00   2.65
VA90-033 900830 OLIGOCHAETA                           3      5     1.67   2.89
VA90-033 900830 OXYUROSTYLIS SMITHI                   3      4     1.33   0.58
VA90-033 900830 PAGURUS LONGICARPUS                   3      1     0.33   0.58
VA90-033 900830 PARACAPRELLA TENUIS                   3      3     1.00   1.73
VA90-033 900830 PARAMETOPELLA CYPRIS                  3      2     0.67   1.15
VA90-033 900830 PARAPRIONOSPIO PINNATA                3     22     7.33   3.79
VA90-033 900830 PECTINARIA GOULDII                    3     11     3.67   1.53
VA90-033 900830 PHYLLODOCE ARENAE                     3      3     1.00   0.00
VA90-033 900830 POLYDORA                              3      1     0.33   0.58
VA90-033 900830 POLYDORA CORNUTA                      3     69    23.00  27.87
VA90-033 900830 SAYELLA CHESAPEAKEA                   3      9     3.00   3.61
VA90-033 900830 STREBLOSPIO BENEDICTI                 3     14     4.67   2.31
VA90-033 900830 TELLINA AGILIS                        3      1     0.33   0.58
VA90-033 900830 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-033 900830 XANTHIDAE                             3      1     0.33   0.58
VA90-034 900818 ACTEOCINA CANALICULATA                3     27     9.00   7.21
VA90-034 900818 AMPELISCA SPP.                        3      8     2.67   2.08
VA90-034 900818 AMPELISCA VERRILLI                    3     30    10.00   3.61
VA90-034 900818 ANTHOZOA                              3     14     4.67   3.06
VA90-034 900818 ARABELLIDAE                           3      1     0.33   0.58
VA90-034 900818 CARAZZIELLA HOBSONAE                  3      3     1.00   1.73
VA90-034 900818 CERAPUS TUBULARIS                     3      2     0.67   1.15
VA90-034 900818 CLYMENELLA TORQUATA                   3      2     0.67   1.15
VA90-034 900818 COROPHIUM SPP.                        3      2     0.67   1.15
VA90-034 900818 EDOTEA TRILOBA                        3      2     0.67   0.58
VA90-034 900818 ERICTHONIUS BRASILIENSIS              3      5     1.67   2.89
VA90-034 900818 EXOGONE DISPAR                        3     23     7.67   4.73
VA90-034 900818 GLYCERA AMERICANA                     3      1     0.33   0.58
VA90-034 900818 GLYCINDE SOLITARIA                    3     13     4.33   1.53
VA90-034 900818 GONIADIDAE                            3      5     1.67   1.53
VA90-034 900818 LEITOSCOLOPLOS ROBUSTUS               3      2     0.67   1.15
VA90-034 900818 LISTRIELLA BARNARDI                   3     37    12.33   4.04
VA90-034 900818 MALDANIDAE                            3     17     5.67   1.53
VA90-034 900818 MEDIOMASTUS AMBISETA                  3    213    71.00  14.00
VA90-034 900818 MELINNA MACULATA                      3     13     4.33   4.04
VA90-034 900818 MULINIA LATERALIS                     3    104    34.67  18.34
VA90-034 900818 NASSARIUS VIBEX                       3      1     0.33   0.58
VA90-034 900818 NEMERTINEA                            3      5     1.67   1.15
VA90-034 900818 ODOSTOMIA SPP.                        3     30    10.00   6.93
VA90-034 900818 OGYRIDES ALPHAEROSTRIS                3      2     0.67   0.58
VA90-034 900818 OLIGOCHAETA                           3     28     9.33   8.50
VA90-034 900818 PARACAPRELLA TENUIS                   3      2     0.67   0.58
VA90-034 900818 PARAPRIONOSPIO PINNATA                3     76    25.33   3.51
VA90-034 900818 PECTINARIA                            3      1     0.33   0.58
VA90-034 900818 PENTAMERA PULCHERRIMA                 3      1     0.33   0.58
VA90-034 900818 PHORONIS SPP.                         3     19     6.33   2.31
VA90-034 900818 PODARKE OBSCURA                       3      1     0.33   0.58
VA90-034 900818 SABELLARIA VULGARIS                   3      1     0.33   0.58
VA90-034 900818 SCOLETOMA TENUIS                      3      6     2.00   2.00
VA90-034 900818 SPIOCHAETOPTERUS COSTARUM             3     13     4.33   2.52
VA90-034 900818 SPIONIDAE                             3      1     0.33   0.58
VA90-034 900818 TAGELUS DIVISUS                       3      2     0.67   0.58
VA90-034 900818 TELLINA AGILIS                        3      1     0.33   0.58
VA90-034 900818 THRACIIDAE                            3      1     0.33   0.58
VA90-034 900818 TURBONILLA SPP.                       3     18     6.00   5.57
VA90-034 900818 UNCIOLA                               3      2     0.67   1.15
VA90-034 900818 UNCIOLA SERRATA                       3      4     1.33   1.53
VA90-035 900803 ACTEOCINA CANALICULATA                3     38    12.67   2.08
VA90-035 900803 AMPELISCA ABDITA                      3      1     0.33   0.58
VA90-035 900803 AMPELISCA SPP.                        3     15     5.00   4.58
VA90-035 900803 AMPELISCA VERRILLI                    3    127    42.33  26.84
VA90-035 900803 AMPHARETIDAE                          3     12     4.00   3.46
VA90-035 900803 BUSYCON                               3      1     0.33   0.58
VA90-035 900803 CAPRELLIDAE                           3      2     0.67   1.15
VA90-035 900803 CERAPUS TUBULARIS                     3      1     0.33   0.58
VA90-035 900803 CIRRATULIDAE                          3      3     1.00   1.00
VA90-035 900803 COROPHIUM TUBERCULATUM                3     36    12.00  19.92
VA90-035 900803 CREPIDULA SPP.                        3      2     0.67   1.15
VA90-035 900803 ERICTHONIUS BRASILIENSIS              3      3     1.00   1.73
