Dataset:              Benthic Species Abundance Data
File Name:            G3_2LA91.TXT
Date Created:         07/29/99
# Variables:          7
# Header Records:     17
# Data Records:       2267
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
LA91SR02 910711 CARDITAMERA FLORIDANA                 3      6     2.00   2.65
LA91SR02 910711 CERAPUS TUBULARIS                     3      1     0.33   0.58
LA91SR02 910711 CHIONE CANCELLATA                     3      1     0.33   0.58
LA91SR02 910711 CHONE AMERICANA                       3     17     5.67   3.06
LA91SR02 910711 CIRROPHORUS SP.                       3      1     0.33   0.58
LA91SR02 910711 CODAKIA ORBICULATA                    3      2     0.67   1.15
LA91SR02 910711 CREPIDULA PLANA                       3      8     2.67   2.52
LA91SR02 910711 CYMADUSA COMPTA                       3      3     1.00   1.73
LA91SR02 910711 DIASTOMA VARIUM                       3      1     0.33   0.58
LA91SR02 910711 DIOPATRA CUPREA                       3      7     2.33   1.15
LA91SR02 910711 DISPANOPEUS TEXANUS                   3      2     0.67   1.15
LA91SR02 910711 DRILONEREIS SP.C                      3      1     0.33   0.58
LA91SR02 910711 EPITONIUM SP.                         3      1     0.33   0.58
LA91SR02 910711 ERICHSONELLA ATTENUATA                3     11     3.67   2.52
LA91SR02 910711 EXOGONE DISPAR                        3     12     4.00   6.08
LA91SR02 910711 FABRICIOLA TRILOBATA                  3      5     1.67   1.53
LA91SR02 910711 GLYCINDE SOLITARIA                    3      4     1.33   1.53
LA91SR02 910711 GRANDIDIERELLA BONNIEROIDES           3      1     0.33   0.58
LA91SR02 910711 HARRIETA FAXONI                       3      1     0.33   0.58
LA91SR02 910711 KALLIAPSEUDES SP.A                    3      2     0.67   1.15
LA91SR02 910711 KINBERGONUPHIS SIMONI                 3     25     8.33   8.39
LA91SR02 910711 LAEVICARDIUM MORTONI                  3      1     0.33   0.58
LA91SR02 910711 LEITOSCOLOPLOS FOLIOSUS               3      3     1.00   1.00
LA91SR02 910711 LEITOSCOLOPLOS SP.                    3      3     1.00   1.00
LA91SR02 910711 LEPIDONOTUS SUBLEVIS                  3      3     1.00   1.00
LA91SR02 910711 LISTRIELLA BARNARDI                   3      1     0.33   0.58
LA91SR02 910711 LUMBRINERIS SP.                       3      6     2.00   2.65
LA91SR02 910711 LUMBRINERIS TENUIS                    3      1     0.33   0.58
LA91SR02 910711 LYONSIA HYALINA                       3      2     0.67   0.58
LA91SR02 910711 MAGELONA PETTIBONEAE                  3     18     6.00   5.20
LA91SR02 910711 MARPHYSA SANGUINEA                    3      2     0.67   1.15
LA91SR02 910711 MEDIOMASTUS SP.                       3      5     1.67   1.53
LA91SR02 910711 MELINNA MACULATA                      3      1     0.33   0.58
LA91SR02 910711 MESANTHURA SP.A                       3      1     0.33   0.58
LA91SR02 910711 METHARPINIA FLORIDANA                 3      1     0.33   0.58
LA91SR02 910711 MICROPHIOPHOLIS ATRA                  3      3     1.00   1.00
LA91SR02 910711 MITRELLA LUNATA                       3      4     1.33   0.58
LA91SR02 910711 MYRIOCHELE OCULATA                    3      3     1.00   0.00
LA91SR02 910711 MYSELLA PLANULATA                     3     24     8.00   7.21
LA91SR02 910711 NASSARIUS ACUTUS                      3      1     0.33   0.58
LA91SR02 910711 NASSARIUS VIBEX                       3      1     0.33   0.58
LA91SR02 910711 NOTOMASTUS LATERICEUS                 3      1     0.33   0.58
LA91SR02 910711 NUCULA CRENULATA                      3      7     2.33   2.08
LA91SR02 910711 ODONTOSYLLIS ENOPLA                   3      1     0.33   0.58
LA91SR02 910711 OPHIOPHRAGMUS FILOGRANEUS             3      1     0.33   0.58
LA91SR02 910711 PAGURUS MACLAUGHLINAE                 3      1     0.33   0.58
LA91SR02 910711 PAGURUS SP.                           3      1     0.33   0.58
LA91SR02 910711 PARACERCEIS CAUDATA                   3      1     0.33   0.58
LA91SR02 910711 PARAPRIONOSPIO PINNATA                3      2     0.67   0.58
LA91SR02 910711 PERICLIMENES LONGICAUDATUS            3      2     0.67   0.58
LA91SR02 910711 PHASCOLION SP.B                       3      2     0.67   1.15
LA91SR02 910711 PINNIXA PEARSEI                       3      1     0.33   0.58
LA91SR02 910711 PINNIXA SP.A                          3      8     2.67   2.52
LA91SR02 910711 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   0.58
LA91SR02 910711 SABELLARIA FLORIDENSIS                3      1     0.33   0.58
LA91SR02 910711 SCHISTOMERINGOS RUDOLPHI              3      2     0.67   1.15
LA91SR02 910711 SCOLELEPIS SP.                        3      1     0.33   0.58
LA91SR02 910711 SCOLELEPIS SQUAMATA                   3      2     0.67   1.15
LA91SR02 910711 SCOLOPLOS RUBRA                       3      9     3.00   1.73
LA91SR02 910711 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
LA91SR02 910711 TELLINA VERSICOLOR                    3      3     1.00   1.73
LA91SR02 910711 THARYX DORSOBRANCHIALIS               3     11     3.67   6.35
LA91SR02 910711 THARYX MARIONI                        3     96    32.00  25.53
LA91SR02 910711 THARYX SP.                            3      4     1.33   1.53
LA91SR02 910711 TRANSENNELLA STIMPSONI                3      3     1.00   1.00
LA91SR02 910711 TUBIFICOIDES HETEROCHAETUS            3      3     1.00   1.73
LA91SR02 910711 TURBONILLA SP.                        3      1     0.33   0.58
LA91SR02 910711 TURBONILLA SP.A                       3      2     0.67   0.58
LA91SR02 910711 TYPOSYLLIS LUTEA                      3      3     1.00   1.73
LA91SR02 910711 UNID. BIVALVIA                        3      4     1.33   2.31
LA91SR02 910711 UNID. GASTROPODA                      3      1     0.33   0.58
LA91SR02 910711 UNID. MALDANIDAE                      3      6     2.00   2.00
LA91SR02 910711 UNID. NEMERTEA                        3     10     3.33   4.16
LA91SR02 910711 UNID. NEREIDAE                        3      1     0.33   0.58
LA91SR02 910711 UNID. ONUPHIDAE                       3      1     0.33   0.58
LA91SR02 910711 UNID. OPHIUROIDEA                     3      1     0.33   0.58
LA91SR02 910711 UNID. SIPUNCULA                       3      2     0.67   0.58
LA91SR02 910711 UNID. TUBIFICIDAE                     3      7     2.33   1.53
LA91SR02 910711 UPOGEBIA SP.A                         3      2     0.67   1.15
LA91SR02 910711 UROBOPYRUS PROCESSAE                  3      5     1.67   2.08
LA91SR03 910713 AMPELISCA SP.C                        3      1     0.33   0.58
LA91SR03 910713 CYATHURA POLITA                       3     13     4.33   2.08
LA91SR03 910713 GRANDIDIERELLA BONNIEROIDES           3      6     2.00   1.73
LA91SR03 910713 HETEROMASTUS FILIFORMIS               3      4     1.33   1.53
LA91SR03 910713 HOBSONIA FLORIDA                      3      2     0.67   1.15
LA91SR03 910713 HYPERETEONE HETEROPODA                3      1     0.33   0.58
LA91SR03 910713 KALLIAPSEUDES SP.A                    3      1     0.33   0.58
LA91SR03 910713 LEPIDACTYLUS SP.A                     3     33    11.00   7.81
LA91SR03 910713 LISTRIELLA BARNARDI                   3      1     0.33   0.58
LA91SR03 910713 MEDIOMASTUS SP.                       3     44    14.67  12.58
LA91SR03 910713 MELITA SP.                            3      1     0.33   0.58
LA91SR03 910713 MONOCULODES SP.A                      3      2     0.67   1.15
LA91SR03 910713 OGYRIDES ALPHAEROSTRIS                3      1     0.33   0.58
LA91SR03 910713 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91SR03 910713 PINNIXA SP.A                          3      1     0.33   0.58
LA91SR03 910713 STREBLOSPIO BENEDICTI                 3      3     1.00   1.73
LA91SR03 910713 UNID. BRACHYURA                       3      2     0.67   1.15
LA91SR03 910713 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91SR03 910713 UNID. NEMERTEA                        3      4     1.33   2.31
LA91SR03 910713 UNID. TUBIFICIDAE                     3      2     0.67   1.15
LA91SR04 910723 ABRA AEQUALIS                         3      2     0.67   1.15
LA91SR04 910723 AMPELISCA SP.C                        3      1     0.33   0.58
LA91SR04 910723 ARICIDEA ALISDAIRI                    3      6     2.00   1.73
LA91SR04 910723 ARICIDEA LOPEZI                       3      5     1.67   2.08
LA91SR04 910723 ARICIDEA PHILBINAE                    3      1     0.33   0.58
LA91SR04 910723 ARMANDIA AGILIS                       3      1     0.33   0.58
LA91SR04 910723 CAPITELLA CAPITATA                    3      1     0.33   0.58
LA91SR04 910723 CIRROPHORUS SP.                       3      1     0.33   0.58
LA91SR04 910723 LEITOSCOLOPLOS SP.                    3      1     0.33   0.58
LA91SR04 910723 MARPHYSA SANGUINEA                    3      1     0.33   0.58
LA91SR04 910723 MEDIOMASTUS SP.                       3      1     0.33   0.58
LA91SR04 910723 MELLITA QUINQUIESPERFORATA            3      2     0.67   0.58
LA91SR04 910723 MYRIOCHELE OCULATA                    3     18     6.00   4.36
LA91SR04 910723 NEMERTEA SP.A                         3      1     0.33   0.58
LA91SR04 910723 OLIVELLA SP.A                         3      1     0.33   0.58
LA91SR04 910723 OWENIA SP.A                           3      2     0.67   0.58
LA91SR04 910723 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
LA91SR04 910723 PRIONOSPIO PYGMAEA                    3     13     4.33   4.04
LA91SR04 910723 SPIOPHANES BOMBYX                     3      1     0.33   0.58
LA91SR04 910723 STHENELAIS SP.A                       3      2     0.67   1.15
LA91SR04 910723 TELLINA TENELLA                       3      6     2.00   2.00
LA91SR04 910723 UNID. BIVALVIA                        3      1     0.33   0.58
LA91SR04 910723 UNID. LUCINIDAE                       3      1     0.33   0.58
LA91SR04 910723 UNID. NEMERTEA                        3      7     2.33   2.52
LA91SR04 910723 UNID. TUBIFICIDAE                     3      7     2.33   2.52
LA91SR05 910719 ALPHEUS SP.                           3      1     0.33   0.58
LA91SR05 910719 COSSURA DELTA                         3      1     0.33   0.58
LA91SR05 910719 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
LA91SR05 910719 LEUCON AMERICANUS                     3      3     1.00   1.73
LA91SR05 910719 MEDIOMASTUS SP.                       3      1     0.33   0.58
LA91SR05 910719 PARAPRIONOSPIO PINNATA                3     10     3.33   3.21
LA91SR05 910719 PODARKEOPSIS LEVIFUSCINA              3      4     1.33   2.31
LA91SR05 910719 SIGAMBRA TENTACULATA                  3      2     0.67   0.58
LA91SR05 910719 TELLINA VERSICOLOR                    3      1     0.33   0.58
LA91SR05 910719 UNID. NEMERTEA                        3      1     0.33   0.58
LA91SR05 910719 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91SR07 910816 AMPELISCA SP.C                        3      2     0.67   1.15
LA91SR07 910816 ANOMALOCARDIA AUBERIANA               3      4     1.33   2.31
LA91SR07 910816 ARICIDEA PHILBINAE                    3      8     2.67   2.52
LA91SR07 910816 CERATONEREIS IRRITABILIS              3      1     0.33   0.58
LA91SR07 910816 EDWARDSIA? SP.                        3      3     1.00   1.73
LA91SR07 910816 GLYCINDE SOLITARIA                    3      2     0.67   0.58
LA91SR07 910816 LEITOSCOLOPLOS FOLIOSUS               3      3     1.00   0.00
LA91SR07 910816 MEDIOMASTUS CALIFORNIENSIS            3      2     0.67   1.15
LA91SR07 910816 MEDIOMASTUS SP.                       3      5     1.67   1.53
LA91SR07 910816 MULINIA LATERALIS                     3     22     7.33   3.21
LA91SR07 910816 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91SR07 910816 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91SR07 910816 UNID. NEMERTEA                        3      7     2.33   0.58
LA91SR07 910816 XENANTHURA BREVITELSON                3      9     3.00   2.00
LA91SR08 910729 ACANTHOHAUSTORIUS SP.A                3      6     2.00   1.00
LA91SR08 910729 ACANTHOHAUSTORIUS SP.B                3      4     1.33   0.58
LA91SR08 910729 BOWMANIELLA FLORIDANA                 3     10     3.33   1.53
LA91SR08 910729 CABIRA INCERTA                        3      1     0.33   0.58
LA91SR08 910729 CAECUM JOHNSONI                       3      2     0.67   1.15
LA91SR08 910729 DISPIO UNCINATA                       3      2     0.67   1.15
LA91SR08 910729 DONAX SP.                             3    450   150.00   7.55
LA91SR08 910729 DONAX TEXASIANUS                      3     68    22.67   9.87
LA91SR08 910729 EXOSPHAEROMA DIMINUTUM                3      2     0.67   1.15
LA91SR08 910729 GONIOCUNA DALLI                       3     80    26.67  23.09
LA91SR08 910729 HAUSTORIUS JAYNEAE                    3      6     2.00   3.46
LA91SR08 910729 KALLIAPSEUDES SP.A                    3      9     3.00   1.00
LA91SR08 910729 LEITOSCOLOPLOS SP.                    3      3     1.00   1.00
LA91SR08 910729 MACOMA SP.B                           3      1     0.33   0.58
LA91SR08 910729 MELLITA QUINQUIESPERFORATA            3     13     4.33   4.93
LA91SR08 910729 MULINIA LATERALIS                     3     13     4.33   1.53
LA91SR08 910729 NEPHTYS BUCERA                        3      2     0.67   1.15
LA91SR08 910729 PARAONIS FULGENS                      3      1     0.33   0.58
LA91SR08 910729 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
LA91SR08 910729 SPILOCUMA SALOMANI                    3      1     0.33   0.58
LA91SR08 910729 SYNELMIS SP.B                         3      1     0.33   0.58
LA91SR08 910729 TELLINA IRIS                          3      1     0.33   0.58
LA91SR08 910729 TELLINA TENELLA                       3      3     1.00   1.00
LA91SR08 910729 UNID. ENCHYTRAEIDAE                   3      1     0.33   0.58
LA91SR08 910729 UNID. NEMERTEA                        3      1     0.33   0.58
LA91SR08 910729 UNID. ORBINIIDAE                      3      1     0.33   0.58
LA91SR08 910729 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91SR08 910729 UNID. TURBELLARIA                     3      1     0.33   0.58
LA91SR09 910731 ACTEOCINA CANALICULATA                3      1     0.33   0.58
LA91SR09 910731 AMPELISCA ABDITA                      3      1     0.33   0.58
LA91SR09 910731 ANCISTROSYLLIS SP.B                   3      3     1.00   1.00
LA91SR09 910731 DIOPATRA CUPREA                       3      1     0.33   0.58
LA91SR09 910731 GLYCINDE SOLITARIA                    3      6     2.00   1.00
LA91SR09 910731 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
LA91SR09 910731 LAEONEREIS CULVERI                    3      1     0.33   0.58
LA91SR09 910731 LEITOSCOLOPLOS SP.                    3      2     0.67   1.15
LA91SR09 910731 MEDIOMASTUS SP.                       3     41    13.67  11.02
LA91SR09 910731 NEANTHES SUCCINEA                     3      1     0.33   0.58
LA91SR09 910731 NOTOMASTUS LATERICEUS                 3      2     0.67   1.15
LA91SR09 910731 ODOSTOMIA WEBERI                      3      1     0.33   0.58
LA91SR09 910731 PARAMPHINOME SP.B                     3     20     6.67   3.79
LA91SR09 910731 PARAPIONOSYLLIS SP.A                  3     16     5.33   2.52
LA91SR09 910731 PARAPRIONOSPIO PINNATA                3      6     2.00   1.00
LA91SR09 910731 PECTINARIA GOULDII                    3      3     1.00   1.00
LA91SR09 910731 PHORONIS MUELLERI                     3      3     1.00   0.00
LA91SR09 910731 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91SR09 910731 SIGAMBRA TENTACULATA                  3      6     2.00   1.73
LA91SR09 910731 SPIOCHAETOPTERUS COSTARUM             3      3     1.00   1.00
LA91SR09 910731 UNID. ENTEROPNEUSTA                   3      1     0.33   0.58
LA91SR09 910731 UNID. NEMERTEA                        3     13     4.33   5.86
LA91SR09 910731 UNID. OPHIUROIDEA                     3      1     0.33   0.58
LA91SR09 910731 UNID. TELLINIDAE                      3      1     0.33   0.58
LA91SR10 910802 COELOTANYPUS SP.                      3      4     1.33   0.58
LA91SR10 910802 CRYPTOCHIRONOMUS SP.                  3      1     0.33   0.58
LA91SR10 910802 HOBSONIA FLORIDA                      3      2     0.67   0.58
LA91SR10 910802 MEDIOMASTUS SP.                       3      2     0.67   1.15
LA91SR10 910802 RANGIA CUNEATA                        3      8     2.67   3.06
LA91SR10 910802 UNID. NEMERTEA                        3      2     0.67   1.15
LA91SR10 910802 UNID. NEREIDAE                        3      1     0.33   0.58
LA91SR11 910811 CYATHURA POLITA                       3      4     1.33   0.58
LA91SR11 910811 HOBSONIA FLORIDA                      3      9     3.00   1.00
LA91SR11 910811 MEDIOMASTUS SP.                       3     13     4.33   0.58
LA91SR11 910811 MULINIA LATERALIS                     3    108    36.00   5.20
LA91SR11 910811 MYSIDOPSIS ALMYRA                     3      1     0.33   0.58
LA91SR11 910811 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91SR11 910811 PROBYTHINELLA LOUISIANAE              3    873   291.00  26.00
LA91SR11 910811 STREBLOSPIO BENEDICTI                 3      2     0.67   0.58
LA91SR11 910811 TEXADINA SPHINCTOSTOMA                3     95    31.67  35.10
LA91SR11 910811 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
LA91SR11 910811 UNID. CALLIANASSIDAE                  3      2     0.67   0.58
LA91SR11 910811 UNID. GASTROPODA                      3      5     1.67   0.58
LA91SR11 910811 UNID. NEMERTEA                        3      8     2.67   0.58
LA91SR12 910727 ANACHIS LAFRESNAYI                    3      3     1.00   1.00
LA91SR12 910727 CERATONEREIS IRRITABILIS              3      1     0.33   0.58
LA91SR12 910727 DIOPATRA CUPREA                       3      2     0.67   1.15
LA91SR12 910727 DRILONEREIS SP.C                      3      1     0.33   0.58
LA91SR12 910727 LEPIDONOTUS SUBLEVIS                  3      2     0.67   0.58
LA91SR12 910727 LUMBRINERIS SP.                       3      1     0.33   0.58
LA91SR12 910727 LUMBRINERIS TENUIS                    3      2     0.67   1.15
LA91SR12 910727 MACOMA CONSTRICTA                     3      2     0.67   1.15
LA91SR12 910727 MAGELONA SP.H                         3     14     4.67   2.52
LA91SR12 910727 MAGELONA SP.I                         3      2     0.67   0.58
LA91SR12 910727 MEDIOMASTUS SP.                       3      2     0.67   0.58
LA91SR12 910727 MICROPHIOPHOLIS ATRA                  3      3     1.00   1.00
LA91SR12 910727 MULINIA LATERALIS                     3     13     4.33   0.58
LA91SR12 910727 MYRIOCHELE OCULATA                    3      6     2.00   1.73
LA91SR12 910727 NASSARIUS ACUTUS                      3     10     3.33   5.77
LA91SR12 910727 NEMERTEA SP.A                         3      1     0.33   0.58
LA91SR12 910727 OWENIA SP.A                           3      4     1.33   0.58
LA91SR12 910727 PARAPRIONOSPIO PINNATA                3     32    10.67   6.51
LA91SR12 910727 PHORONIS MUELLERI                     3     28     9.33   1.53
LA91SR12 910727 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   1.15
LA91SR12 910727 PRIONOSPIO PERKINSI                   3      2     0.67   1.15
LA91SR12 910727 SIGAMBRA TENTACULATA                  3      2     0.67   1.15
LA91SR12 910727 SPIOCHAETOPTERUS COSTARUM             3      2     0.67   0.58
LA91SR12 910727 UNID. BIVALVIA                        3      1     0.33   0.58
LA91SR12 910727 UNID. MALDANIDAE                      3      1     0.33   0.58
LA91SR12 910727 UNID. NEMERTEA                        3     15     5.00   3.46
LA91SR12 910727 UNID. NEREIDAE                        3      3     1.00   1.00
LA91SR12 910727 UNID. OPHIUROIDEA                     3      2     0.67   0.58
LA91SR12 910727 UNID. XANTHIDAE                       3      1     0.33   0.58
LA91SR13 910813 COELOTANYPUS SP.                      3     15     5.00   0.00
LA91SR13 910813 COROPHIUM LACUSTRE                    3      1     0.33   0.58
LA91SR13 910813 CRYPTOCHIRONOMUS SP.                  3      4     1.33   1.53
LA91SR13 910813 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91SR13 910813 HOBSONIA FLORIDA                      3      4     1.33   1.53
LA91SR13 910813 MEDIOMASTUS SP.                       3      4     1.33   0.58
LA91SR13 910813 MICROCHIRONOMUS SP.                   3      4     1.33   1.15
LA91SR13 910813 MULINIA PONTCHARTRAINENSIS            3      7     2.33   4.04
LA91SR13 910813 MULINIA SP.                           3      5     1.67   2.89
LA91SR13 910813 MYSIDOPSIS ALMYRA                     3      1     0.33   0.58
LA91SR13 910813 PARAPIONOSYLLIS SP.A                  3      8     2.67   4.62
LA91SR13 910813 PROBYTHINELLA LOUISIANAE              3    203    67.67  93.88
LA91SR13 910813 PROCLADIUS SP.                        3      1     0.33   0.58
LA91SR13 910813 RANGIA CUNEATA                        3      7     2.33   0.58
LA91SR13 910813 TEXADINA SPHINCTOSTOMA                3    383   127.67  89.67
LA91SR13 910813 TUBIFICOIDES HETEROCHAETUS            3      2     0.67   1.15
LA91SR13 910813 UNID. MACTRIDAE                       3      5     1.67   2.89
LA91SR13 910813 UNID. NEMERTEA                        3      4     1.33   0.58
LA91SR14 910719 ACTEOCINA CANALICULATA                3      5     1.67   2.89
LA91SR14 910719 AMPELISCA ABDITA                      3      1     0.33   0.58
LA91SR14 910719 AMYGDALUM PAPYRIUM                    3     14     4.67   8.08
LA91SR14 910719 CERAPUS TUBULARIS                     3      1     0.33   0.58
LA91SR14 910719 COSSURA DELTA                         3      2     0.67   0.58
LA91SR14 910719 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91SR14 910719 GLYCINDE SOLITARIA                    3     42    14.00  11.79
LA91SR14 910719 LEUCON AMERICANUS                     3      2     0.67   0.58
LA91SR14 910719 LUMBRINERIS SP.A                      3     33    11.00   9.54
LA91SR14 910719 MACOMA MITCHELLI                      3      4     1.33   2.31
LA91SR14 910719 MALMGRENIELLA SP.A                    3     27     9.00   9.00
LA91SR14 910719 MICROPHIOPHOLIS ATRA                  3     32    10.67   4.51
LA91SR14 910719 MULINIA LATERALIS                     3     12     4.00   6.93
LA91SR14 910719 MYSELLA SP.A                          3     25     8.33  14.43
LA91SR14 910719 NEANTHES SUCCINEA                     3      9     3.00   2.65
LA91SR14 910719 OGYRIDES ALPHAEROSTRIS                3      2     0.67   1.15
LA91SR14 910719 PARAPRIONOSPIO PINNATA                3     17     5.67   4.04
LA91SR14 910719 PECTINARIA GOULDII                    3     32    10.67  10.50
LA91SR14 910719 PHORONIS MUELLERI                     3      2     0.67   1.15
LA91SR14 910719 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91SR14 910719 POLYDORA CORNUTA                      3      1     0.33   0.58
LA91SR14 910719 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
LA91SR14 910719 SPIOCHAETOPTERUS COSTARUM             3     84    28.00  32.74
LA91SR14 910719 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
LA91SR14 910719 UNID. NEMERTEA                        3      7     2.33   2.08
LA91SR14 910719 UNID. OPHIUROIDEA                     3      8     2.67   1.53
LA91SR14 910719 UNID. TELLINIDAE                      3      3     1.00   1.73
LA91SR15 910719 ACTEOCINA CANALICULATA                3      7     2.33   2.52
LA91SR15 910719 ARICIDEA ALISDAIRI                    3      2     0.67   1.15
LA91SR15 910719 CIRROPHORUS SP.                       3      1     0.33   0.58
LA91SR15 910719 COSSURA DELTA                         3     30    10.00   5.00
LA91SR15 910719 GLYCINDE SOLITARIA                    3      2     0.67   1.15
LA91SR15 910719 LUMBRINERIS SP.A                      3     13     4.33   3.79
LA91SR15 910719 LUMBRINERIS TENUIS                    3      9     3.00   5.20
LA91SR15 910719 MAGELONA SP.H                         3      5     1.67   1.15
LA91SR15 910719 MAGELONA SP.I                         3      1     0.33   0.58
LA91SR15 910719 MALMGRENIELLA SP.A                    3      1     0.33   0.58
LA91SR15 910719 MEDIOMASTUS SP.                       3     35    11.67   9.29
LA91SR15 910719 MELINNA MACULATA                      3      1     0.33   0.58
LA91SR15 910719 MICROPHIOPHOLIS ATRA                  3      2     0.67   1.15
LA91SR15 910719 MULINIA LATERALIS                     3   2524   841.33 447.45
LA91SR15 910719 MYSELLA PLANULATA                     3      2     0.67   1.15
LA91SR15 910719 NASSARIUS ACUTUS                      3     11     3.67   3.51
LA91SR15 910719 NEANTHES SUCCINEA                     3      1     0.33   0.58
LA91SR15 910719 NOTOMASTUS DAUERI                     3      1     0.33   0.58
LA91SR15 910719 PARAPRIONOSPIO PINNATA                3      2     0.67   1.15
LA91SR15 910719 PECTINARIA GOULDII                    3      1     0.33   0.58
LA91SR15 910719 PHORONIS MUELLERI                     3      1     0.33   0.58
LA91SR15 910719 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   1.15
LA91SR15 910719 SIGAMBRA BASSI                        3      1     0.33   0.58
LA91SR15 910719 SIGAMBRA TENTACULATA                  3      5     1.67   1.53
LA91SR15 910719 SPIOPHANES BOMBYX                     3      1     0.33   0.58
LA91SR15 910719 STREBLOSPIO BENEDICTI                 3     64    21.33  25.79
LA91SR15 910719 TELLINA VERSICOLOR                    3      1     0.33   0.58
LA91SR15 910719 UNID. NEMERTEA                        3     42    14.00  13.53
LA91SR15 910719 UNID. OPHIUROIDEA                     3      1     0.33   0.58
LA91SR15 910719 UNID. TURBELLARIA                     3      1     0.33   0.58
LA91SR16 910715 CHAOBORUS SP.                         3      1     0.33   0.58
LA91SR16 910715 COELOTANYPUS SP.                      3      2     0.67   1.15
LA91SR16 910715 HOBSONIA FLORIDA                      3      2     0.67   0.58
LA91SR16 910715 PROBYTHINELLA LOUISIANAE              3     25     8.33   1.53
LA91SR16 910715 RANGIA CUNEATA                        3     88    29.33   7.37
LA91SR16 910715 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
LA91SR16 910715 UNID. BIVALVIA                        3      3     1.00   1.73
LA91SR16 910715 UNID. CHAOBORIDAE                     3      7     2.33   1.53
LA91SR16 910715 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91SR17 910717 CHAOBORUS SP.                         3      6     2.00   1.00
LA91SR17 910717 COELOTANYPUS SP.                      3    123    41.00  11.36
LA91SR17 910717 CRYPTOCHIRONOMUS SP.                  3      1     0.33   0.58
LA91SR17 910717 PROBYTHINELLA LOUISIANAE              3      1     0.33   0.58
LA91SR17 910717 UNID. CHAOBORIDAE                     3      1     0.33   0.58
LA91SR17 910717 UNID. TUBIFICIDAE                     3    149    49.67  24.03
LA91SR17 910717 UNIONIDAE SP.A                        3     13     4.33   2.08
LA91SR19 910709 CAPITELLA CAPITATA                    3      2     0.67   0.58
LA91SR19 910709 MACOMA MITCHELLI                      3     23     7.67   4.04
LA91SR19 910709 MEDIOMASTUS SP.                       3      2     0.67   0.58
LA91SR19 910709 MYSIDOPSIS SP.                        3      3     1.00   1.00
LA91SR19 910709 UNID. NEMERTEA                        3     12     4.00   3.46
LA91SR20 910709 MACOMA MITCHELLI                      3      3     1.00   1.00
LA91SR20 910709 RANGIA CUNEATA                        3      1     0.33   0.58
LA91SR20 910709 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91SR21 910823 ACTEOCINA CANALICULATA                3     16     5.33   6.11
LA91SR21 910823 ALPHEUS SP.                           3      3     1.00   1.00
LA91SR21 910823 AMPELISCA SP.                         3      4     1.33   1.15
LA91SR21 910823 ARABELLA MUTANS                       3      2     0.67   0.58
LA91SR21 910823 ARICIDEA PHILBINAE                    3      1     0.33   0.58
LA91SR21 910823 ASYCHIS ELONGATUS                     3      1     0.33   0.58
LA91SR21 910823 BALANUS SP.                           3      1     0.33   0.58
LA91SR21 910823 BIVALVIA GENUSG                       3      1     0.33   0.58
LA91SR21 910823 CALLINECTES SAPIDUS                   3      1     0.33   0.58
LA91SR21 910823 CALLINECTES SP.                       3      1     0.33   0.58
LA91SR21 910823 CARAZZIELLA HOBSONAE                  3      9     3.00   5.20
LA91SR21 910823 CIRROPHORUS FORTICIRRATUS             3     54    18.00  13.11
LA91SR21 910823 CIRROPHORUS SP.                       3     13     4.33   7.51
LA91SR21 910823 CLYMENELLA TORQUATA                   3      4     1.33   1.53
LA91SR21 910823 COROPHIUM SIMILE                      3      5     1.67   2.89
LA91SR21 910823 CRYPTOCHIRONOMUS SP.                  3      2     0.67   1.15
