-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
49870.50    -0.970180     0.379166    -0.184513
49870.75    -0.915227     0.248838    -0.631833
49871.00    -0.743975     0.105513     0.684676
49871.25    -0.930843     0.313123    -0.913243
49871.50    -0.828162     0.452516    -0.213007
49871.75    -0.872050     0.347210    -0.815838
49872.00    -0.687456     0.254750     0.232990
49872.25    -0.719130     0.469836    -1.522525
49872.50    -0.299655     0.551129    -0.448577
49872.75    -0.152047     0.421344    -0.468283
49873.00     0.238960     0.319250     0.335368
49873.25     0.285880     0.479259    -1.073953
49873.50     0.618466     0.553056    -0.610487
49873.75     0.770202     0.332279    -0.420400
49874.00     1.056991     0.226898     0.346717
49874.25     0.952251     0.335467    -0.911625
49874.50     1.325240     0.436068    -0.131547
49874.75     1.323285     0.200401     0.124835
49875.00     1.455340     0.141483     0.798354
49875.25     1.168013     0.279869    -0.298047
49875.50     1.101278     0.388661     0.109145
49875.75     1.126830     0.282074    -0.047411
49876.00     1.212777     0.156324     1.329848
49876.25     1.188677     0.367601    -0.519513
49876.50     1.438749     0.475681     0.269439
49876.75     1.337126     0.302763     0.048543
49877.00     1.380558     0.128070     1.674926
49877.25     0.942468     0.367691    -0.459730
49877.50     0.961504     0.470015     0.393324
49877.75     0.670647     0.249395     0.610719
49878.00     0.541134     0.153417     1.628254
49878.25     0.224833     0.309766    -0.125401
49878.50     0.665878     0.410116     0.749647
49878.75     0.703870     0.237107     0.570185
49879.00     1.263095     0.169844     1.791803
49879.25     1.034971     0.318268    -0.114697
49879.50     1.285123     0.508931     0.393823
49879.75     1.173938     0.318384     0.240374
49880.00     1.264898     0.257795     0.887736
49880.25     1.091405     0.326357    -0.718954
49880.50     1.456574     0.443081     0.093141
49880.75     1.451885     0.295077    -0.151810
49881.00     1.612334     0.189249     0.846960
49881.25     1.571011     0.382550    -0.792017
49881.50     1.726783     0.506962    -0.158988
49881.75     1.636168     0.380783    -0.425461
49882.00     1.654478     0.280903     0.341053
49882.25     1.557847     0.496691    -1.455160
49882.50     1.686310     0.561545    -0.550847
49882.75     1.806065     0.430839    -0.998818
49883.00     1.899901     0.192727     0.370027
49883.25     1.680259     0.277187    -1.106759
49883.50     1.960744     0.361927    -0.562794
49883.75     1.906514     0.167367    -0.298353
49884.00     2.014008     0.010690     0.439177
49884.25     1.783705     0.179832    -0.725799
49884.50     2.017272     0.305143    -0.160290
49884.75     1.992442     0.208880    -0.343492
49885.00     2.438172     0.111338     0.709750
49885.25     2.241746     0.314567    -0.611276
49885.50     2.527253     0.468923     0.297976
49885.75     2.549344     0.320274     0.104314
49886.00     2.613379     0.280135     0.949417
49886.25     2.229579     0.472999    -0.420257
49886.50     2.319915     0.631579     0.127586
49886.75     2.294937     0.511117    -0.110219
49887.00     2.324793     0.410596     0.689117
49887.25     2.046435     0.481186    -0.586522
49887.50     2.097597     0.609013    -0.356414
49887.75     1.884407     0.417418    -0.336989
49888.00     1.800723     0.238973     0.388557
49888.25     1.394755     0.417378    -1.048269
49888.50     1.357081     0.556166    -0.622933
49888.75     1.274061     0.424063    -0.557095
49889.00     1.356336     0.272940     0.580604
49889.25     1.147868     0.443753    -0.770310
49889.50     1.226794     0.604690    -0.547290
49889.75     1.349458     0.465045    -0.419569
49890.00     1.377349     0.333049     0.437894
49890.25     1.056075     0.451576    -0.643362
49890.50     1.214922     0.670635    -0.244662
49890.75     1.148632     0.484419    -0.563274
49891.00     1.311022     0.231433     0.960608
49891.25     1.308274     0.396689    -0.800882
49891.50     1.602211     0.418205     0.125068
49891.75     1.536342     0.234881     0.000250
49892.00     1.655751     0.048821     1.233200
49892.25     1.674443     0.171667    -0.172563
49892.50     1.942983     0.289800     0.551746
49892.75     1.804350     0.137633     0.567709
49893.00     1.972386     0.159168     1.312859
49893.25     1.631974     0.304735    -0.001643
49893.50     1.509036     0.454248     0.614476
49893.75     1.210077     0.283460     0.223616
49894.00     1.267269     0.150784     0.835337
49894.25     0.731252     0.299279    -0.213097
49894.50     0.878701     0.428698     0.096892
49894.75     0.743966     0.314462    -0.110108
49895.00     0.890892     0.186182     1.092479
49895.25     0.659918     0.408862    -0.299396
49895.50     1.280345     0.481378     0.681001
49895.75     1.230474     0.380284     0.636549
49896.00     1.649201     0.392857     1.418406
49896.25     1.641363     0.601654     0.209508
49896.50     1.976895     0.742553     0.913601
49896.75     1.802346     0.617665     0.773501
49897.00     2.004205     0.421657     2.057146
49897.25     1.773511     0.683350     0.090360
49897.50     1.991088     0.804326     0.931867
49897.75     1.677486     0.629544     0.424907
49898.00     1.679555     0.427416     1.467791
49898.25     1.190801     0.522781    -0.156249
49898.50     1.514212     0.633806     0.162280
49898.75     1.586684     0.488283     0.430957
49899.00     1.884142     0.339348     1.233409
49899.25     1.805267     0.499582    -0.087762
49899.50     2.469870     0.610202     0.464851
49899.75     2.407012     0.497534     0.242174
49900.00     2.631030     0.390907     1.211570
49900.25     2.515021     0.520782    -0.357293
49900.50     2.722603     0.675412    -0.323213
49900.75     2.443584     0.472132    -0.255877
49901.00     2.737387     0.383955     0.483393
49901.25     2.657635     0.505903    -1.192091
49901.50     2.920716     0.631956    -0.722888
49901.75     2.842019     0.449972    -0.675496
49902.00     2.829680     0.328305    -0.070134
49902.25     2.548526     0.427332    -1.290578
49902.50     2.637233     0.482867    -0.329839
49902.75     2.489678     0.405433    -0.622880
49903.00     2.436005     0.276435     0.389765
49903.25     2.224228     0.440081    -0.887513
49903.50     2.372124     0.539719    -0.109940
49903.75     2.274554     0.428224    -0.103932
49904.00     2.254633     0.333929     0.848281
49904.25     2.153754     0.412877    -0.305208
49904.50     2.207848     0.504163     0.528136
49904.75     2.165722     0.344028     0.318344
49905.00     2.573629     0.230584     1.235166
49905.25     2.678915     0.430708    -0.452821
49905.50     2.929122     0.569925     0.176121
49905.75     2.922699     0.308451     0.266154
49906.00     3.112588     0.268649     0.993219
49906.25     2.945368     0.375875    -0.327654
49906.50     2.964659     0.588629    -0.087782
49906.75     2.993906     0.389689    -0.135961
49907.00     3.053695     0.265592     1.203461
49907.25     2.726668     0.374634    -0.147079
49907.50     2.986100     0.552197     0.427587
49907.75     2.991482     0.389505     0.698106
49908.00     3.007645     0.379956     1.473895
49908.25     3.042001     0.617843     0.120349
49908.50     3.465656     0.755570     0.752389
49908.75     3.295956     0.534319     0.743025
49909.00     3.284268     0.503781     1.470601
49909.25     2.878709     0.558771     0.261890
49909.50     2.663265     0.679703     0.461919
49909.75     2.282376     0.491378     0.416338
49910.00     2.381202     0.299749     1.588292
49910.25     1.856503     0.384701     0.381745
49910.50     1.933117     0.501895     0.760190
49910.75     1.761928     0.285973     0.589769
49911.00     1.668753     0.087783     1.978492
49911.25     1.560844     0.260745     0.518387
49911.50     1.953335     0.452687     1.118873
49911.75     2.014272     0.339700     0.784633
49912.00     2.070550     0.187012     1.824720
49912.25     1.910728     0.279234     0.545006
49912.50     2.018117     0.543219     0.974683
49912.75     1.702406     0.407477     0.756277
49913.00     1.919038     0.317232     1.701139
49913.25     1.867893     0.486427     0.268835
49913.50     2.191905     0.596830     1.292198
49913.75     2.234867     0.476048     1.049219
49914.00     2.367962     0.387639     2.054397
49914.25     2.083511     0.608555     0.524064
49914.50     2.447686     0.732658     1.230287
49914.75     2.478434     0.540465     1.099347
49915.00     2.598041     0.376766     1.846021
49915.25     2.440529     0.550618     0.390192
49915.50     2.902179     0.614091     1.048018
49915.75     2.987393     0.481539     0.748648
49916.00     3.177806     0.218049     1.887302
49916.25     3.039753     0.359276     0.045247
49916.50     3.162804     0.499568     0.587523
49916.75     3.150411     0.297187     0.209055
49917.00     3.238779     0.232797     0.939237
49917.25     3.045784     0.346270    -0.445798
49917.50     3.179287     0.444732     0.390197
49917.75     3.210297     0.376614     0.144854
49918.00     3.042672     0.276561     0.918874
49918.25     2.874968     0.525813    -0.779438
49918.50     3.047332     0.733779    -0.226499
49918.75     2.786220     0.572049    -0.342286
49919.00     2.776462     0.482527     0.463832
49919.25     2.449532     0.667544    -1.320731
49919.50     2.758569     0.819697    -0.589059
49919.75     2.697667     0.570386    -0.353055
49920.00     2.858542     0.435927     0.337664
49920.25     2.668476     0.440698    -1.082849
49920.50     3.015917     0.560962    -0.487761
49920.75     3.034108     0.286575    -0.337393
49921.00     3.141780     0.132611     0.500467
49921.25     3.007084     0.186998    -0.748475
49921.50     3.347471     0.281136    -0.323141
49921.75     3.343012     0.038464    -0.176540
49922.00     3.411725    -0.055138     0.671991
49922.25     3.228033     0.056674    -0.287760
49922.50     3.596578     0.251788    -0.019814
49922.75     3.495540     0.081764     0.003912
49923.00     3.632654    -0.000147     0.913361
49923.25     3.394285     0.131908    -0.250314
49923.50     3.578407     0.326779     0.040331
49923.75     3.424963     0.104711    -0.073039
49924.00     3.569416    -0.035597     0.959346
49924.25     3.184184     0.046398    -0.545042
49924.50     3.318291     0.142205     0.122413
49924.75     3.100878    -0.077091    -0.027023
49925.00     2.953647    -0.270186     1.222812
49925.25     2.486472    -0.131500    -0.282490
49925.50     2.620850    -0.061921     0.616120
49925.75     2.269934    -0.162117     0.240509
49926.00     2.151121    -0.248236     1.215429
49926.25     1.794684     0.002978    -0.262217
49926.50     1.826198     0.064199     0.802361
49926.75     1.705199    -0.013311     0.645513
49927.00     1.897773    -0.045314     1.601911
49927.25     1.822832     0.121169     0.263423
49927.50     2.069346     0.349115     0.678239
49927.75     2.065377     0.131860     1.008164
49928.00     2.373107     0.112906     1.844056
49928.25     1.998909     0.284665     0.251366
49928.50     2.470797     0.458545     0.852307
49928.75     2.409423     0.216326     1.001208
49929.00     2.548798     0.062808     1.628843
49929.25     2.243597     0.178905     0.311090
49929.50     2.602710     0.295259     0.835249
49929.75     2.413423     0.080654     0.776330
49930.00     2.494272    -0.120961     1.613210
49930.25     2.368537    -0.005926     0.152514
49930.50     2.550974     0.101180     0.485892
49930.75     2.456517    -0.094245     0.399776
49931.00     2.734231    -0.148438     1.285935
49931.25     2.727776     0.033919    -0.024434
49931.50     3.257732     0.259370     0.365270
49931.75     3.506578     0.085552     0.743556
49932.00     3.855099     0.046794     1.221933
49932.25     3.759801     0.241326     0.087808
49932.50     4.247164     0.445363     0.135885
49932.75     4.238528     0.285301     0.093869
49933.00     4.438340     0.142678     1.327396
49933.25     4.023892     0.217125    -0.248622
49933.50     4.240407     0.323471     0.338478
49933.75     3.840894     0.157773     0.238145
49934.00     3.650321    -0.043785     1.415523
49934.25     3.041966     0.100949    -0.186608
49934.50     3.189100     0.286032    -0.088168
49934.75     2.970669     0.132001     0.026640
49935.00     3.012232     0.000543     0.977922
49935.25     2.587392     0.184716    -0.864092
49935.50     2.766365     0.386796    -0.436597
49935.75     2.668726     0.248083    -0.520268
49936.00     2.627625     0.193753     0.330430
49936.25     2.308908     0.317049    -0.830056
49936.50     2.333543     0.579808    -0.548983
49936.75     2.078755     0.442821    -0.399646
49937.00     2.038161     0.299973     0.522186
49937.25     1.771213     0.366207    -0.545597
49937.50     1.858028     0.512732    -0.226761
49937.75     1.597845     0.262135    -0.227184
49938.00     1.729615     0.064957     0.881817
49938.25     1.400210     0.119195    -0.476583
49938.50     1.644339     0.229342    -0.100974
49938.75     1.557022    -0.033960    -0.040419
49939.00     1.600743    -0.235609     0.930896
49939.25     1.331520    -0.147521    -0.492661
49939.50     1.497624     0.043496    -0.332879
49939.75     1.366327    -0.251456    -0.332484
49940.00     1.504027    -0.353516     0.550349
49940.25     1.113039    -0.179754    -1.563877
49940.50     1.225374    -0.004822    -0.789520
49940.75     1.124398    -0.122382    -1.033116
49941.00     1.192778    -0.276322     0.611816
49941.25     1.022401    -0.060279    -1.155037
49941.50     1.415281     0.145398    -0.354118
49941.75     1.497326     0.042043    -0.806881
49942.00     1.750085    -0.077664     0.237234
49942.25     1.763340     0.055765    -1.254945
49942.50     2.052461     0.235238    -0.584047
49942.75     2.027318     0.061949    -0.706034
49943.00     2.115425    -0.089388    -0.013674
49943.25     1.848761    -0.026296    -1.470488
49943.50     1.905312     0.006908    -0.449462
49943.75     1.470686    -0.162148    -0.640196
49944.00     1.196133    -0.294924    -0.043129
49944.25     0.596704    -0.190688    -1.065832
49944.50     0.512027     0.010443    -0.625346
49944.75     0.204579    -0.115571    -0.898864
49945.00     0.205628    -0.184188     0.220879
49945.25    -0.174951     0.075857    -1.352338
49945.50    -0.052314     0.361075    -0.792506
49945.75    -0.231512     0.273887    -1.057057
49946.00    -0.181468     0.210170    -0.289851
49946.25    -0.452508     0.333838    -1.392733
49946.50    -0.242647     0.533855    -1.009392
49946.75    -0.388474     0.400433    -1.163777
