atp_code,atp_description,country_code,country_description,exports_JUNE_2006,exports_MAY_2006,exports_YTD_JUNE_2006,exports_YTD_JUNE_2005,imports_JUNE_2006,imports_MAY_2006,imports_YTD_JUNE_2006,imports_YTD_JUNE_2005
07,Advanced Materials,5880,Japan,13400647,11178226,73624276,66289529,82846454,80615624,450043319,428198856
08,Aerospace,5880,Japan,918900545,673296540,3291431824,2920948496,185766737,179886986,1013756599,854742634
09,Weapons,5880,Japan,26943119,7034394,97870322,110302643,1096828,479451,3930530,3821588
10,Nuclear Technology,5880,Japan,94834704,25231277,365341353,233949882,1273325,1422343,25873621,31738104
01,Biotechnology,6021,Australia,9216817,5173767,54946073,52951872,909473,1456593,5193148,5899843
02,Life Science,6021,Australia,59965986,43820529,275011229,199744701,37684616,25994313,142821017,117507186
03,Opto-Electronics,6021,Australia,2957071,4623808,22523386,18762024,824301,1402221,10533920,2148852
04,Information & Communications,6021,Australia,170541195,112342599,675562016,602384384,5302003,6044115,32222168,30028003
05,Electronics,6021,Australia,9932903,10500320,55898413,58063815,656983,511880,4664932,7277391
06,Flexible Manufacturing,6021,Australia,13860618,10014626,47141832,41934714,2729311,1240979,9711724,8936447
07,Advanced Materials,6021,Australia,6950961,5982819,29477524,3976065,26580,46257,204625,131762
08,Aerospace,6021,Australia,62974630,167052190,862522961,675558870,12838815,14339884,64291378,63459896
09,Weapons,6021,Australia,922664,3379667,14657812,20588743,1125024,1337469,7164959,3757478
10,Nuclear Technology,6021,Australia,564473,273655,1708857,1450539,0,0,61076,16553
04,Information & Communications,6022,Norfolk Island,0,0,0,0,0,0,0,30145
04,Information & Communications,6023,Cocos (Keeling) Island,3936,0,106936,9275,0,2093,2093,0
06,Flexible Manufacturing,6023,Cocos (Keeling) Island,0,0,0,94000,0,0,0,0
08,Aerospace,6023,Cocos (Keeling) Island,0,0,22619,0,0,0,0,0
02,Life Science,6024,Christmas Island,0,0,9767,0,0,0,0,0
04,Information & Communications,6024,Christmas Island,0,0,55240,105105,0,0,0,35883
05,Electronics,6024,Christmas Island,0,0,134173,39202,0,0,0,15699
06,Flexible Manufacturing,6024,Christmas Island,0,0,18140,0,0,0,0,0
08,Aerospace,6024,Christmas Island,0,0,0,8104,0,0,0,0
04,Information & Communications,6029,Heard and McDonald Islands,0,0,2528,0,0,0,0,0
05,Electronics,6029,Heard and McDonald Islands,0,0,0,9290,0,0,0,0
02,Life Science,6040,Papua New Guinea,499722,19844,884578,433818,0,0,0,0
03,Opto-Electronics,6040,Papua New Guinea,0,0,35200,4300,0,0,0,0
04,Information & Communications,6040,Papua New Guinea,160010,295133,1029661,286739,0,0,3360,2028
05,Electronics,6040,Papua New Guinea,7800,13954,39831,53116,6488,0,6488,2744
06,Flexible Manufacturing,6040,Papua New Guinea,4435,0,9035,3563,0,0,0,0
08,Aerospace,6040,Papua New Guinea,597004,642969,2643842,2248980,0,0,0,0
10,Nuclear Technology,6040,Papua New Guinea,0,0,4800,0,0,0,0,0
01,Biotechnology,6141,New Zealand,326400,153921,1562699,1885926,385899,926108,6791481,7173030
02,Life Science,6141,New Zealand,5742664,4801399,25983549,30791733,6965023,8042639,40720463,29537892
03,Opto-Electronics,6141,New Zealand,801558,441872,3765395,4450052,96702,278805,916437,432954
04,Information & Communications,6141,New Zealand,16931590,12390178,68554441,73373179,2094999,4158219,14085281,9571425
05,Electronics,6141,New Zealand,779579,1013038,5191198,4917252,392148,120811,1392250,3198338
06,Flexible Manufacturing,6141,New Zealand,423649,558948,4127271,4841153,72718,15547,1018736,2875311
07,Advanced Materials,6141,New Zealand,63845,3379,373623,343795,0,12911,12911,0
08,Aerospace,6141,New Zealand,20599315,169134823,623274731,173342354,1383064,1311260,5882396,5078814
09,Weapons,6141,New Zealand,471891,134134,964843,942681,0,0,42216,172748
10,Nuclear Technology,6141,New Zealand,3000,53000,89050,281098,0,0,0,0
04,Information & Communications,6142,Cook Islands,0,0,106717,0,0,0,0,0
05,Electronics,6142,Cook Islands,0,0,14635,11005,0,0,93240,0
07,Advanced Materials,6142,Cook Islands,0,0,6006,0,0,0,0,0
08,Aerospace,6142,Cook Islands,2560,0,2560,91120,0,0,0,0
01,Biotechnology,6143,Tokelau,0,0,0,67470,0,0,0,0
02,Life Science,6143,Tokelau,201679,43330,612771,353391,0,0,0,0
03,Opto-Electronics,6143,Tokelau,0,0,298400,71034,0,0,0,0
04,Information & Communications,6143,Tokelau,405340,109474,917154,245297,0,0,37096,20000
05,Electronics,6143,Tokelau,0,4590,104095,28975,0,0,0,0
06,Flexible Manufacturing,6143,Tokelau,0,5100,84600,64277,0,0,0,0
08,Aerospace,6143,Tokelau,295469,5500,416406,259121,3200,0,27009,110276
09,Weapons,6143,Tokelau,0,0,0,2860383,0,0,0,0
10,Nuclear Technology,6143,Tokelau,0,0,14084,8265,0,0,0,0
04,Information & Communications,6144,Niue,0,0,0,26362,0,0,0,0
08,Aerospace,6144,Niue,0,0,0,5200,0,0,0,0
04,Information & Communications,6150,Western Samoa,18430,110695,301128,45818,6969,0,10467,0
06,Flexible Manufacturing,6150,Western Samoa,0,0,6000,0,0,0,0,0
08,Aerospace,6150,Western Samoa,0,0,18565,5825,0,0,0,0
04,Information & Communications,6223,Solomon Islands,191453,19250,232698,13500,0,0,0,0
08,Aerospace,6223,Solomon Islands,0,9700,119700,0,0,0,0,0
02,Life Science,6224,Vanuatu,774550,237254,1827090,753050,0,0,0,0
03,Opto-Electronics,6224,Vanuatu,0,0,21159,0,0,0,0,0
04,Information & Communications,6224,Vanuatu,4047,15325,160555,45599,0,0,0,0
05,Electronics,6224,Vanuatu,0,0,0,0,0,0,36673,0
06,Flexible Manufacturing,6224,Vanuatu,0,7000,7000,0,0,0,0,0
08,Aerospace,6224,Vanuatu,16860,24785,176125,14823,0,0,0,0
02,Life Science,6225,Pitcairn Island,0,0,0,2880,0,0,0,0
04,Information & Communications,6225,Pitcairn Island,4375,17501,21876,0,0,0,7886,0
08,Aerospace,6225,Pitcairn Island,0,0,13682,0,0,0,0,0
04,Information & Communications,6226,Kiribati,17700,0,145820,48948,0,0,0,0
05,Electronics,6226,Kiribati,22877,0,35491,0,0,0,0,0
04,Information & Communications,6227,Tuvalu,0,0,0,15047,0,0,0,0
02,Life Science,6412,New Caledonia,8859,21506,43703,45347,0,21395,21395,0
03,Opto-Electronics,6412,New Caledonia,0,0,0,0,0,0,4219,0
04,Information & Communications,6412,New Caledonia,246792,40810,706165,1859971,6433,0,171432,8461
05,Electronics,6412,New Caledonia,5218,13054,68935,61729,0,0,2511,5850
06,Flexible Manufacturing,6412,New Caledonia,0,4113,4113,0,0,0,0,0
08,Aerospace,6412,New Caledonia,137702,296675,776022,635187,0,0,0,0
09,Weapons,6412,New Caledonia,0,0,8037,4177,0,0,0,0
04,Information & Communications,6413,Wallis and Futuna,0,0,0,3600,0,0,0,0
02,Life Science,6414,French Polynesia,57716,113149,722230,478993,0,0,0,0
03,Opto-Electronics,6414,French Polynesia,0,0,252187,64041,0,0,0,0
04,Information & Communications,6414,French Polynesia,229804,356076,2202158,1693704,0,0,0,0
05,Electronics,6414,French Polynesia,12044,6221,92977,37805,0,0,0,0
06,Flexible Manufacturing,6414,French Polynesia,2695,50041,108534,0,0,0,0,0
08,Aerospace,6414,French Polynesia,4966604,254871,6930281,12488709,0,0,0,24145
10,Nuclear Technology,6414,French Polynesia,0,0,0,0,0,0,0,16000
01,Biotechnology,6810,Marshall Islands,0,0,60270,187602,0,0,0,0
02,Life Science,6810,Marshall Islands,0,0,138000,28664,0,0,0,0
03,Opto-Electronics,6810,Marshall Islands,14544,0,14544,212000,0,0,0,0
04,Information & Communications,6810,Marshall Islands,10038,41504,208511,45482,0,0,116042,452620
05,Electronics,6810,Marshall Islands,0,0,0,33047,0,0,0,8227
06,Flexible Manufacturing,6810,Marshall Islands,0,0,0,5223,0,0,0,0
08,Aerospace,6810,Marshall Islands,14900,7611,52439,88475,0,0,0,0
01,Biotechnology,6820,Federated States of Micronesia,0,0,71917,174025,0,0,0,0
03,Opto-Electronics,6820,Federated States of Micronesia,17410,3180,37490,10678,0,0,0,0
04,Information & Communications,6820,Federated States of Micronesia,113767,34195,173798,695928,0,0,0,0
05,Electronics,6820,Federated States of Micronesia,19667,0,145066,13200,0,0,0,0
06,Flexible Manufacturing,6820,Federated States of Micronesia,0,0,20056,17789,0,0,0,0
08,Aerospace,6820,Federated States of Micronesia,0,0,11000,3750,0,0,0,0
01,Biotechnology,6830,Palau,0,19607,19607,51052,0,0,0,0
02,Life Science,6830,Palau,0,0,3046,19278,0,0,0,0
03,Opto-Electronics,6830,Palau,0,0,0,7082,0,0,0,0
04,Information & Communications,6830,Palau,35229,3350,253692,146040,0,0,0,4320
06,Flexible Manufacturing,6830,Palau,0,0,25000,5791,0,0,0,0
09,Weapons,6830,Palau,0,0,0,9548,0,0,0,0
02,Life Science,6862,Nauru,0,0,4642,0,0,0,0,37450
03,Opto-Electronics,6862,Nauru,0,0,0,0,0,0,0,3754
04,Information & Communications,6862,Nauru,0,0,15399,19127,0,0,32132,7035
05,Electronics,6862,Nauru,0,0,5164,0,0,0,0,0
02,Life Science,6863,Fiji,6126,0,39690,193815,0,10864,10864,0
03,Opto-Electronics,6863,Fiji,0,0,0,15225,0,0,0,0
04,Information & Communications,6863,Fiji,52450,58516,1321906,993134,5877,0,33089,39627
05,Electronics,6863,Fiji,0,0,0,3926,0,0,0,0
06,Flexible Manufacturing,6863,Fiji,13640,0,43718,16023,0,0,0,0
08,Aerospace,6863,Fiji,44912,126883,2482402,3378809,0,0,0,0
04,Information & Communications,6864,Tonga,24237,6300,156427,31121,0,0,0,2520
05,Electronics,6864,Tonga,0,13200,13200,38016,0,0,0,0
08,Aerospace,6864,Tonga,0,0,0,46500,0,0,0,0
01,Biotechnology,7140,Morocco,55296,21551,249956,178392,0,0,0,0
02,Life Science,7140,Morocco,665127,633816,4261458,2221442,0,0,0,3500
03,Opto-Electronics,7140,Morocco,0,15799,68911,118323,0,0,12930,0
04,Information & Communications,7140,Morocco,1644897,2983088,14892135,8615941,12434,280121,559007,73511
05,Electronics,7140,Morocco,1225708,914972,3786535,773135,8520824,8310348,49986400,45677912
06,Flexible Manufacturing,7140,Morocco,21049,20025,222876,268498,0,0,2213,11465
07,Advanced Materials,7140,Morocco,0,0,20425,304950,0,7845,152936,188343
08,Aerospace,7140,Morocco,93139835,3108410,226667842,149241318,6699,0,6699,52927
09,Weapons,7140,Morocco,0,0,0,40210,0,0,0,0
10,Nuclear Technology,7140,Morocco,0,0,9000,890823,0,0,0,0
01,Biotechnology,7210,Algeria,40961,0,121829,0,0,0,0,0
02,Life Science,7210,Algeria,372648,119990,2176374,1474055,0,0,0,0
03,Opto-Electronics,7210,Algeria,0,75350,246875,105546,0,0,0,0
04,Information & Communications,7210,Algeria,24197694,28805550,120549380,87971231,0,0,7284,0
05,Electronics,7210,Algeria,1321686,56426,4793325,9063911,0,0,0,0
06,Flexible Manufacturing,7210,Algeria,103156,84611,1667457,1152154,0,0,0,0
07,Advanced Materials,7210,Algeria,0,47195,483855,239573,0,0,0,0
08,Aerospace,7210,Algeria,1286563,2238315,6427893,19132204,0,0,0,0
09,Weapons,7210,Algeria,0,0,75000,0,0,0,0,0
10,Nuclear Technology,7210,Algeria,5115,0,125215,14120,0,0,0,0
01,Biotechnology,7230,Tunisia,0,0,44573,0,0,0,0,0
02,Life Science,7230,Tunisia,929203,230321,2348314,1878730,0,0,39291,0
03,Opto-Electronics,7230,Tunisia,7500,35652,43152,198462,0,0,0,0
04,Information & Communications,7230,Tunisia,1297392,279562,4682988,1928017,2725,4850,592451,47579
05,Electronics,7230,Tunisia,64290,95834,692327,399654,0,0,4212,2261
06,Flexible Manufacturing,7230,Tunisia,3072,0,183742,108116,0,0,0,3881
07,Advanced Materials,7230,Tunisia,0,0,67530,0,0,0,0,6483
08,Aerospace,7230,Tunisia,904934,1315622,4059682,1779459,254527,270138,1651936,937788
10,Nuclear Technology,7230,Tunisia,0,0,0,48280,0,0,0,0
01,Biotechnology,7250,Libya,0,0,0,10252,0,0,0,0
02,Life Science,7250,Libya,517024,1747860,5023693,2374776,0,0,0,0
03,Opto-Electronics,7250,Libya,0,0,30300,0,0,0,0,0
04,Information & Communications,7250,Libya,245092,433077,1462403,1358633,0,0,0,0
05,Electronics,7250,Libya,0,10600,30646,0,0,0,0,0
06,Flexible Manufacturing,7250,Libya,3272,2987,17418,21885,0,0,0,0
08,Aerospace,7250,Libya,0,0,102780,0,0,0,0,0
10,Nuclear Technology,7250,Libya,60211,3156,580491,32282,0,0,0,0
01,Biotechnology,7290,Egypt,111208,115581,1390480,1791858,0,0,0,2966
02,Life Science,7290,Egypt,2484700,2082666,11125100,12665927,0,4700,10790,0
03,Opto-Electronics,7290,Egypt,284619,93638,2948039,1281177,0,0,0,0
04,Information & Communications,7290,Egypt,43766260,13274551,147202072,44141427,6507,94798,974919,262731
05,Electronics,7290,Egypt,1795806,1788660,6250594,4501461,0,0,0,2186
06,Flexible Manufacturing,7290,Egypt,513399,1222807,9747642,2818503,25811,26012,316537,175353
07,Advanced Materials,7290,Egypt,23368,332009,578151,866780,0,0,0,0
08,Aerospace,7290,Egypt,24903206,14016072,165644493,119389480,0,0,0,56803
09,Weapons,7290,Egypt,934925,45921383,62600625,49234723,0,0,0,0
10,Nuclear Technology,7290,Egypt,60802,583549,937966,155038,0,0,0,0
02,Life Science,7320,Sudan,0,0,473649,471895,0,0,3722,0
03,Opto-Electronics,7320,Sudan,0,0,2631,0,0,0,0,0
04,Information & Communications,7320,Sudan,0,0,0,550991,0,0,0,0
06,Flexible Manufacturing,7320,Sudan,0,0,13107,0,0,0,0,0
08,Aerospace,7320,Sudan,0,0,0,24979,0,0,0,0
02,Life Science,7380,Equatorial Guinea,97816,106888,504281,848613,0,0,0,0
03,Opto-Electronics,7380,Equatorial Guinea,18577,0,21777,7482,0,0,0,0
04,Information & Communications,7380,Equatorial Guinea,72476,67001,620522,959631,0,0,0,3762
05,Electronics,7380,Equatorial Guinea,0,60731,99882,15469,0,0,0,0
06,Flexible Manufacturing,7380,Equatorial Guinea,20186,121027,201000,58313,0,0,0,0
07,Advanced Materials,7380,Equatorial Guinea,0,0,63460,33610,0,0,0,0
08,Aerospace,7380,Equatorial Guinea,6825,138588,148311,54268,0,0,0,0
09,Weapons,7380,Equatorial Guinea,0,3438,3438,0,0,0,0,0
10,Nuclear Technology,7380,Equatorial Guinea,0,0,9500,20914,0,0,0,0
02,Life Science,7410,Mauritania,2870,0,399617,610748,0,0,0,0
04,Information & Communications,7410,Mauritania,250686,145093,713073,781049,0,0,15719,0
05,Electronics,7410,Mauritania,0,0,0,7338,0,0,0,0
06,Flexible Manufacturing,7410,Mauritania,0,0,45600,14926,0,0,0,0
07,Advanced Materials,7410,Mauritania,0,0,7500,0,0,0,0,0
08,Aerospace,7410,Mauritania,0,0,14192,95612,0,0,0,0
09,Weapons,7410,Mauritania,0,0,0,31511,0,0,0,0
01,Biotechnology,7420,Cameroon,0,0,4278,0,0,0,0,0
02,Life Science,7420,Cameroon,112654,28522,1904678,170548,0,0,15618,0
03,Opto-Electronics,7420,Cameroon,10470,0,18830,20763,100640,0,409796,3730
04,Information & Communications,7420,Cameroon,62059,2377004,5319330,1857367,245679,0,1342952,150839
05,Electronics,7420,Cameroon,0,27489,27489,9393,31398,5588,56252,51521
06,Flexible Manufacturing,7420,Cameroon,0,2790,29314,10443,0,0,2500,0
08,Aerospace,7420,Cameroon,7001,3393,263370,112898,0,0,0,0
10,Nuclear Technology,7420,Cameroon,0,0,0,8822,0,0,0,0
02,Life Science,7440,Senegal,240539,49854,311667,304586,0,0,0,0
03,Opto-Electronics,7440,Senegal,0,0,57087,131244,0,0,0,0
04,Information & Communications,7440,Senegal,327321,472495,2082598,1563241,18698,48255,103287,323935
05,Electronics,7440,Senegal,294229,5960,504106,8197996,0,0,77010,5034
06,Flexible Manufacturing,7440,Senegal,0,13530,254431,1127307,0,0,0,0
07,Advanced Materials,7440,Senegal,0,0,10800,0,0,0,0,0
08,Aerospace,7440,Senegal,195824,42658,1133358,2176773,0,0,0,0
10,Nuclear Technology,7440,Senegal,106000,0,106000,4854,0,0,0,0
02,Life Science,7450,Mali,0,27019,1058355,290080,0,0,0,48519
03,Opto-Electronics,7450,Mali,4369,2954,7323,4048,0,5450,5450,0
04,Information & Communications,7450,Mali,20476,95822,1405268,1821580,4991,38777,76866,7449
05,Electronics,7450,Mali,16550,0,68530,0,0,0,8400,14927
06,Flexible Manufacturing,7450,Mali,0,0,14739,0,0,0,27900,173458
07,Advanced Materials,7450,Mali,0,0,0,4217,0,0,0,0
08,Aerospace,7450,Mali,0,0,120018,0,8534,0,8534,0
01,Biotechnology,7460,Guinea,0,0,0,0,0,0,2001,0
02,Life Science,7460,Guinea,7678,0,30870,55991,0,0,0,0
03,Opto-Electronics,7460,Guinea,0,5124,9156,11940,0,0,0,0
04,Information & Communications,7460,Guinea,9840,133928,1555045,1056301,0,0,18500,3720
05,Electronics,7460,Guinea,0,0,26148,3212,0,0,0,0
06,Flexible Manufacturing,7460,Guinea,0,4368,7466,135913,0,0,0,0
08,Aerospace,7460,Guinea,0,16125,181232,135740,0,10636,10636,19471
02,Life Science,7470,Sierra Leone,13000,55669,194163,21617,0,0,0,0
03,Opto-Electronics,7470,Sierra Leone,0,0,20657,0,0,0,0,0
04,Information & Communications,7470,Sierra Leone,357520,68296,1532486,2119857,0,16960,33936,9147
05,Electronics,7470,Sierra Leone,27418,0,77662,67721,0,0,67538,14176
06,Flexible Manufacturing,7470,Sierra Leone,0,0,61648,40042,0,0,0,30313
08,Aerospace,7470,Sierra Leone,3601,0,8539,115794,0,0,0,7327
10,Nuclear Technology,7470,Sierra Leone,0,5556,5556,0,0,0,0,0
01,Biotechnology,7480,Cote d'Ivoire,519276,365204,1862475,1761342,0,0,0,0
02,Life Science,7480,Cote d'Ivoire,620420,0,766386,842453,0,0,0,0
03,Opto-Electronics,7480,Cote d'Ivoire,0,0,51884,7800,0,0,0,0
04,Information & Communications,7480,Cote d'Ivoire,129841,167645,1000004,5166063,49246,0,297694,3375
05,Electronics,7480,Cote d'Ivoire,3416,0,189538,1045987,0,2544,44324,11250
06,Flexible Manufacturing,7480,Cote d'Ivoire,57436,43274,176228,75522,0,0,110089,0
07,Advanced Materials,7480,Cote d'Ivoire,0,0,0,76939,0,0,0,0
08,Aerospace,7480,Cote d'Ivoire,72100,127922,778664,7178493,0,0,0,4182
10,Nuclear Technology,7480,Cote d'Ivoire,0,0,0,8039,0,0,0,0
01,Biotechnology,7490,Ghana,0,0,8100,0,0,0,0,0
02,Life Science,7490,Ghana,0,37701,126935,226794,0,0,0,0
03,Opto-Electronics,7490,Ghana,5480,32696,326829,6399969,0,0,0,0
04,Information & Communications,7490,Ghana,1074072,1195764,5425136,6077947,0,0,0,0
05,Electronics,7490,Ghana,41493,29940,266269,73237,0,0,0,36750
06,Flexible Manufacturing,7490,Ghana,0,0,314134,37935,0,0,0,0
07,Advanced Materials,7490,Ghana,0,0,4503,0,0,0,0,0
08,Aerospace,7490,Ghana,27737,3623,110127,330020,0,0,0,0
10,Nuclear Technology,7490,Ghana,9060,0,27513,0,0,0,0,0
01,Biotechnology,7500,Gambia,0,0,0,216000,0,0,0,0
02,Life Science,7500,Gambia,30000,208662,238662,3119,0,0,0,5000
03,Opto-Electronics,7500,Gambia,3180,3658,84741,66251,0,0,0,0
04,Information & Communications,7500,Gambia,63989,177111,409134,618227,0,0,0,0
05,Electronics,7500,Gambia,53160,27223,117109,102309,0,0,0,0
06,Flexible Manufacturing,7500,Gambia,0,0,0,15885,0,0,0,0
08,Aerospace,7500,Gambia,0,0,100000,2355650,0,0,65533,0
02,Life Science,7510,Niger,60808,1280220,1718996,382983,0,0,0,0
03,Opto-Electronics,7510,Niger,0,0,0,2510,0,0,0,0
04,Information & Communications,7510,Niger,556312,1440102,3331807,8680287,4000,0,4000,11848
05,Electronics,7510,Niger,2650,34000000,34013549,22623,8070,0,8070,32892
06,Flexible Manufacturing,7510,Niger,0,0,4739,38483,0,0,0,0
08,Aerospace,7510,Niger,24722,53100,424817,45237,0,0,0,50074
02,Life Science,7520,Togo,0,0,54187,38759,0,0,0,0
04,Information & Communications,7520,Togo,490149,68964,752810,563954,2823,0,2823,0
05,Electronics,7520,Togo,0,0,61490,565232,0,0,0,100366
06,Flexible Manufacturing,7520,Togo,0,5035,9774,0,0,0,0,7411
08,Aerospace,7520,Togo,0,67725,159879,103338,0,0,0,0
01,Biotechnology,7530,Nigeria,0,10400,405658,341458,0,0,0,0
02,Life Science,7530,Nigeria,875948,1209717,4824242,3572162,0,0,4000,0
03,Opto-Electronics,7530,Nigeria,74294,770746,1351430,4218002,0,0,0,0
04,Information & Communications,7530,Nigeria,9887333,5131169,58631414,45311625,3253,0,8153,379817
05,Electronics,7530,Nigeria,116966,58786,454845,293270,0,0,0,0
06,Flexible Manufacturing,7530,Nigeria,361354,352482,1790832,1110748,0,0,0,3000
07,Advanced Materials,7530,Nigeria,76000,3000,89900,25943,0,0,0,0
08,Aerospace,7530,Nigeria,14235109,8126224,62092059,23288614,0,11866,31317,46000
09,Weapons,7530,Nigeria,13135,116414,182079,0,0,0,0,0
10,Nuclear Technology,7530,Nigeria,18739,69735,707871,157115,0,0,0,0
02,Life Science,7540,Central African Republic,17355,0,93789,21343,0,0,13434,0
03,Opto-Electronics,7540,Central African Republic,0,0,0,42000,0,0,0,0
04,Information & Communications,7540,Central African Republic,7104,16995,495026,75313,0,0,0,2235
05,Electronics,7540,Central African Republic,19371,10190,49985,0,0,0,0,0
06,Flexible Manufacturing,7540,Central African Republic,0,0,0,145000,0,0,0,0
08,Aerospace,7540,Central African Republic,0,0,6800,25262,0,0,3942,0
02,Life Science,7550,Gabon,218563,237446,1217245,3870680,0,0,0,0
03,Opto-Electronics,7550,Gabon,6175,0,24477,0,0,0,0,0
04,Information & Communications,7550,Gabon,195863,29041,2017330,612241,0,5179,22789,5000
05,Electronics,7550,Gabon,2699,0,32399,75357,0,0,0,0
06,Flexible Manufacturing,7550,Gabon,4071,0,91241,11372,0,0,0,0
07,Advanced Materials,7550,Gabon,0,0,0,10958,0,0,0,0
08,Aerospace,7550,Gabon,63250,10500,293440,111980,0,0,0,0
01,Biotechnology,7560,Chad,0,6738,6738,0,0,0,0,0
02,Life Science,7560,Chad,0,0,2985,4095,0,0,0,2500
04,Information & Communications,7560,Chad,39702,3215,451081,647802,0,0,0,4000
06,Flexible Manufacturing,7560,Chad,0,0,17036,0,0,0,0,0
08,Aerospace,7560,Chad,11409,8341,67699,52374,0,0,0,0
02,Life Science,7580,St Helena,0,16200,16200,0,0,0,0,0
03,Opto-Electronics,7580,St Helena,0,0,0,31663,0,0,0,0
04,Information & Communications,7580,St Helena,0,0,3500,67881,0,0,99423,317560
05,Electronics,7580,St Helena,0,0,0,0,0,13094,109274,0
06,Flexible Manufacturing,7580,St Helena,0,0,0,26453,0,0,0,0
08,Aerospace,7580,St Helena,0,4006,4006,0,0,0,0,0
01,Biotechnology,7600,Burkina,0,0,172459,57500,0,0,0,0
02,Life Science,7600,Burkina,0,0,4931,30794,0,0,0,0
03,Opto-Electronics,7600,Burkina,0,0,0,3352,0,0,0,0
04,Information & Communications,7600,Burkina,34157,15442,818748,1958602,0,0,0,0
05,Electronics,7600,Burkina,0,0,0,82935,0,0,2100,0
06,Flexible Manufacturing,7600,Burkina,3542,0,8281,0,0,0,0,0
08,Aerospace,7600,Burkina,0,29995,52419,195950,0,0,0,0
01,Biotechnology,7610,Benin,14652,0,14652,0,0,0,0,0
02,Life Science,7610,Benin,0,380000,384000,12554,0,0,0,0
03,Opto-Electronics,7610,Benin,0,0,0,4678,0,0,0,0
04,Information & Communications,7610,Benin,12498,585569,967683,445832,0,0,0,0
05,Electronics,7610,Benin,0,0,4233,80123,0,0,0,0
06,Flexible Manufacturing,7610,Benin,0,0,94489,15880,0,0,0,0
02,Life Science,7620,Angola,304791,336954,2145026,2131308,0,0,0,0
03,Opto-Electronics,7620,Angola,6202,0,27091,128215,0,0,0,0
04,Information & Communications,7620,Angola,694799,1069411,4799632,4165328,0,0,0,3094
05,Electronics,7620,Angola,0,12457,257784,57007,0,0,0,0
06,Flexible Manufacturing,7620,Angola,94930,362503,1051936,332469,0,0,0,0
07,Advanced Materials,7620,Angola,0,0,10690,0,0,0,0,0
08,Aerospace,7620,Angola,13409967,1070638,17481442,3144364,0,0,0,0
10,Nuclear Technology,7620,Angola,381527,208825,1077083,1625501,0,0,0,0
02,Life Science,7630,Congo (Brazzaville),51886,21144,502183,191683,0,0,0,0
03,Opto-Electronics,7630,Congo (Brazzaville),0,0,15626,0,0,0,0,0
04,Information & Communications,7630,Congo (Brazzaville),161578,67902,870928,409147,0,0,0,0
05,Electronics,7630,Congo (Brazzaville),28025,0,49770,23842,0,0,0,0
06,Flexible Manufacturing,7630,Congo (Brazzaville),0,9384,86948,322303,0,0,29181,0
08,Aerospace,7630,Congo (Brazzaville),187140,16372,708433,516467,0,0,0,0
10,Nuclear Technology,7630,Congo (Brazzaville),0,0,0,3747,0,0,0,0
04,Information & Communications,7642,Guinea-Bissau,100847,3594,146919,146162,0,0,0,0
05,Electronics,7642,Guinea-Bissau,0,0,0,4866,0,0,0,0
06,Flexible Manufacturing,7642,Guinea-Bissau,4886,0,28414,496180,0,0,0,0
08,Aerospace,7642,Guinea-Bissau,0,0,0,0,0,0,250000,0
01,Biotechnology,7643,Cape Verde,0,0,0,10980,0,0,0,0
02,Life Science,7643,Cape Verde,7194,0,10544,0,0,0,0,0
04,Information & Communications,7643,Cape Verde,9520,0,9520,24253,0,0,26739,0
05,Electronics,7643,Cape Verde,0,0,0,0,0,0,0,11851
06,Flexible Manufacturing,7643,Cape Verde,2222500,0,2222500,6870,0,0,11550,0
07,Advanced Materials,7643,Cape Verde,15099,0,15099,0,0,0,0,0
08,Aerospace,7643,Cape Verde,57011,282426,402977,146744,0,0,0,0
10,Nuclear Technology,7643,Cape Verde,0,0,0,181529,0,0,0,0
03,Opto-Electronics,7644,Sao Tome and Principe,0,0,0,9122,0,0,0,0
04,Information & Communications,7644,Sao Tome and Principe,0,83912,83912,50363,0,0,0,0
05,Electronics,7644,Sao Tome and Principe,0,0,25973,0,0,0,0,64267
08,Aerospace,7644,Sao Tome and Principe,0,3375,20425,43840,0,0,0,0
09,Weapons,7644,Sao Tome and Principe,0,0,0,3578,0,0,0,0
02,Life Science,7650,Liberia,0,0,197656,617091,0,0,0,0
03,Opto-Electronics,7650,Liberia,0,0,0,13000,0,0,0,0
04,Information & Communications,7650,Liberia,236255,326626,1900693,2138655,0,0,2400,0
05,Electronics,7650,Liberia,44453,0,56600,14450,0,0,0,0
06,Flexible Manufacturing,7650,Liberia,43521,5450,48971,4400,0,0,0,0
08,Aerospace,7650,Liberia,0,0,3400,140266,0,0,0,0
09,Weapons,7650,Liberia,0,0,0,23883,0,0,0,0
02,Life Science,7660,Congo (Kinshasa),21269,90848,279041,55666,0,0,0,0
03,Opto-Electronics,7660,Congo (Kinshasa),8244,0,30509,0,0,0,0,0
04,Information & Communications,7660,Congo (Kinshasa),271213,1001924,1665976,2672743,0,0,0,6093
05,Electronics,7660,Congo (Kinshasa),0,0,0,7700,0,0,174300,0
06,Flexible Manufacturing,7660,Congo (Kinshasa),100922,0,128808,8070,0,0,0,0
08,Aerospace,7660,Congo (Kinshasa),38881,20342,133133,26731,0,806805,1006805,0
02,Life Science,7670,Burundi,0,0,15032,150486,0,0,0,0
04,Information & Communications,7670,Burundi,32845,4196,127319,964843,0,0,0,2950
05,Electronics,7670,Burundi,0,0,7000,0,0,0,0,0
