-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
49870.75    -0.551702    -0.817826    -0.732268
49871.00    -0.467981    -0.474410    -0.496694
49871.25    -0.720716    -0.744383    -0.156316
49871.50    -0.458915    -1.306231    -0.281288
49871.75    -0.416472    -0.974262    -0.768254
49872.00    -0.421006    -0.681482    -0.371258
49872.25    -0.592276    -0.996803     0.153599
49872.50     0.008064    -1.569093    -0.016082
49872.75     0.243566    -1.263154    -0.560710
49873.00     0.465820    -1.035537    -0.172685
49873.25     0.380835    -1.173923     0.180541
49873.50     0.843751    -1.578590     0.072195
49873.75     1.086902    -1.064612    -0.466239
49874.00     1.222893    -0.681908    -0.125487
49874.25     0.985688    -0.710117     0.111897
49874.50     1.503528    -1.146360     0.102205
49874.75     1.579613    -0.694972    -0.317909
49875.00     1.560871    -0.464955     0.106822
49875.25     1.172113    -0.636630     0.481538
49875.50     1.299423    -1.111679     0.326265
49875.75     1.333281    -0.835097     0.075931
49876.00     1.293046    -0.586588     0.475588
49876.25     1.047262    -0.883958     1.059866
49876.50     1.432527    -1.423078     1.024850
49876.75     1.376975    -1.018808     0.583222
49877.00     1.286897    -0.697992     0.718954
49877.25     0.723271    -0.970419     1.063730
49877.50     0.982615    -1.583301     0.646289
49877.75     0.823657    -1.152553    -0.149607
49878.00     0.619902    -0.822082    -0.074373
49878.25     0.231297    -0.985177     0.160568
49878.50     0.868743    -1.527801     0.075600
49878.75     1.006058    -1.087489    -0.362745
49879.00     1.428958    -0.924375    -0.005474
49879.25     1.085605    -1.030750     0.320369
49879.50     1.566064    -1.649169     0.054919
49879.75     1.555638    -1.138695    -0.616559
49880.00     1.526213    -0.853276    -0.320593
49880.25     1.210888    -0.894821     0.115944
49880.50     1.699873    -1.368870     0.128257
49880.75     1.721674    -0.994478    -0.215459
49881.00     1.703605    -0.716049     0.207353
49881.25     1.523588    -1.047848     0.633609
49881.50     1.796171    -1.597026     0.658980
49881.75     1.777250    -1.208379     0.102491
49882.00     1.694222    -0.938874     0.436689
49882.25     1.500227    -1.207947     0.665693
49882.50     1.779244    -1.615315     0.540004
49882.75     1.942837    -1.281237     0.013817
49883.00     1.932295    -0.850977     0.229951
49883.25     1.575905    -0.862673     0.457882
49883.50     2.053955    -1.314249     0.301496
49883.75     2.045730    -0.894236    -0.296112
49884.00     2.026947    -0.621942     0.043095
49884.25     1.696160    -0.861352     0.375014
49884.50     2.095398    -1.415419     0.251457
49884.75     2.218688    -1.156661    -0.229258
49885.00     2.536793    -1.120795     0.050095
49885.25     2.246212    -1.405489     0.493599
49885.50     2.724640    -2.027697     0.418090
49885.75     2.879017    -1.596356    -0.055779
49886.00     2.867432    -1.405549     0.245410
49886.25     2.400476    -1.568901     0.615433
49886.50     2.709697    -2.168570     0.518644
49886.75     2.731681    -1.742647     0.086011
49887.00     2.632311    -1.366816     0.464292
49887.25     2.240764    -1.240015     0.721892
49887.50     2.461542    -1.595731     0.620061
49887.75     2.358958    -1.083035    -0.091672
49888.00     2.123425    -0.559488     0.303177
49888.25     1.624135    -0.744955     0.553854
49888.50     1.735587    -1.229661     0.415603
49888.75     1.713799    -0.833506    -0.089451
49889.00     1.642490    -0.535291     0.166181
49889.25     1.308400    -0.810533     0.526107
49889.50     1.548010    -1.334380     0.455482
49889.75     1.768711    -1.027847    -0.167070
49890.00     1.712122    -0.792988     0.001346
49890.25     1.272309    -1.024617     0.211068
49890.50     1.614118    -1.671685    -0.000795
49890.75     1.589902    -1.131744    -0.547182
49891.00     1.641690    -0.714478    -0.465710
49891.25     1.528020    -0.848758    -0.259331
49891.50     1.985385    -1.229995    -0.451175
49891.75     2.004078    -0.749581    -0.972068
49892.00     1.957194    -0.444526    -0.610443
49892.25     1.849574    -0.599511    -0.375295
49892.50     2.255214    -1.109009    -0.324856
49892.75     2.216105    -0.800520    -0.725594
49893.00     2.298259    -0.739809    -0.211032
49893.25     1.770282    -0.963849     0.317321
49893.50     1.774273    -1.380902     0.259823
49893.75     1.594664    -0.895955    -0.307967
49894.00     1.481663    -0.514965    -0.011494
49894.25     0.826570    -0.746486     0.281186
49894.50     1.017804    -1.371298     0.255774
49894.75     0.955724    -1.120765    -0.058123
49895.00     0.902181    -0.977685     0.379861
49895.25     0.591508    -1.294586     0.659057
49895.50     1.392324    -2.005651     0.521605
49895.75     1.516225    -1.798143     0.007683
49896.00     1.848003    -1.750352     0.394127
49896.25     1.792228    -2.063016     0.705774
49896.50     2.383553    -2.641032     0.538860
49896.75     2.398348    -2.203252    -0.098028
49897.00     2.506298    -1.843126     0.116215
49897.25     2.175589    -2.109430     0.478670
49897.50     2.547730    -2.523234     0.328400
49897.75     2.323156    -1.916119    -0.171747
49898.00     2.145762    -1.394693     0.099063
49898.25     1.482723    -1.503408     0.339790
49898.50     1.896670    -1.984175     0.176786
49898.75     1.967257    -1.671570    -0.173571
49899.00     2.058604    -1.372581     0.300049
49899.25     1.860306    -1.568137     0.673962
49899.50     2.660412    -2.106860     0.566187
49899.75     2.701203    -1.806949     0.098079
49900.00     2.812344    -1.654434     0.344413
49900.25     2.618770    -1.744273     0.493363
49900.50     3.011741    -2.166649     0.319905
49900.75     2.838108    -1.600510    -0.353365
49901.00     3.013803    -1.263264    -0.068864
49901.25     2.849653    -1.311380     0.236924
49901.50     3.228537    -1.686352     0.366320
49901.75     3.179199    -1.143967    -0.044382
49902.00     3.046962    -0.816780     0.322410
49902.25     2.580671    -0.877362     0.511334
49902.50     2.848854    -1.391106     0.335553
49902.75     2.790301    -1.150719    -0.213523
49903.00     2.553242    -1.008163     0.157636
49903.25     2.238541    -1.286986     0.390022
49903.50     2.570790    -1.886254     0.248531
49903.75     2.595348    -1.540959    -0.398515
49904.00     2.447799    -1.367906    -0.031900
49904.25     2.234911    -1.479475     0.282736
49904.50     2.445462    -1.903790     0.352778
49904.75     2.496436    -1.448357    -0.148498
49905.00     2.722660    -1.155054     0.430180
49905.25     2.689429    -1.337054     0.770007
49905.50     3.064065    -1.762426     0.803844
49905.75     3.124574    -1.196276     0.263667
49906.00     3.191710    -1.042509     0.652711
49906.25     2.851912    -1.109622     0.980448
49906.50     3.078438    -1.731231     0.938236
49906.75     3.140353    -1.294089     0.454873
49907.00     3.053684    -1.058430     0.788012
49907.25     2.614065    -1.288956     1.026580
49907.50     3.073462    -1.948563     0.929160
49907.75     3.095812    -1.721710     0.413505
49908.00     2.941608    -1.709575     0.826249
49908.25     2.851278    -2.128072     1.191686
49908.50     3.388681    -2.729262     1.160189
49908.75     3.350192    -2.200257     0.382200
49909.00     3.182890    -2.096674     0.601305
49909.25     2.687302    -2.226061     0.573597
49909.50     2.656455    -2.666867     0.382254
49909.75     2.375441    -2.105403    -0.280988
49910.00     2.337119    -1.741149    -0.056024
49910.25     1.629711    -1.725850     0.288527
49910.50     1.873052    -2.115463     0.181820
49910.75     1.779419    -1.533994    -0.393770
49911.00     1.575111    -1.224756    -0.089320
49911.25     1.342646    -1.404876     0.270298
49911.50     1.915737    -1.990256     0.302894
49911.75     2.092025    -1.546715    -0.157101
49912.00     2.074624    -1.260664     0.214627
49912.25     1.810286    -1.464570     0.412630
49912.50     2.086300    -2.173421     0.497103
49912.75     1.889210    -1.765953    -0.064285
49913.00     2.028703    -1.613723     0.225521
49913.25     1.818426    -1.909869     0.501674
49913.50     2.371028    -2.545937     0.418621
49913.75     2.509277    -2.269805    -0.123869
49914.00     2.553219    -2.046866     0.114907
49914.25     2.214450    -2.369878     0.488954
49914.50     2.758121    -2.762953     0.429538
49914.75     2.896278    -2.211120    -0.168058
49915.00     2.921254    -1.788183     0.091515
49915.25     2.658195    -2.026118     0.397639
49915.50     3.234241    -2.275724     0.463496
49915.75     3.359070    -1.779302     0.071129
49916.00     3.399980    -1.202223     0.451606
49916.25     3.127717    -1.319149     0.703881
49916.50     3.367504    -1.767293     0.711969
49916.75     3.368743    -1.327472     0.238177
49917.00     3.293116    -1.076230     0.690242
49917.25     2.943381    -1.149642     1.006745
49917.50     3.323192    -1.688914     0.848298
49917.75     3.432943    -1.465145     0.281315
49918.00     3.180850    -1.271636     0.690391
49918.25     2.870434    -1.553933     0.996791
49918.50     3.315720    -2.125549     0.903230
49918.75     3.075110    -1.635883     0.304210
49919.00     3.014271    -1.351518     0.435201
49919.25     2.523306    -1.598685     0.736256
49919.50     3.039730    -2.194314     0.494604
49919.75     3.022135    -1.612415    -0.037386
49920.00     3.107935    -1.273190    -0.038984
49920.25     2.756702    -1.184315     0.194701
49920.50     3.320526    -1.597175     0.004216
49920.75     3.383152    -0.882916    -0.529941
49921.00     3.339766    -0.400579    -0.247760
49921.25     3.004909    -0.337341     0.178702
49921.50     3.478283    -0.680537     0.197338
49921.75     3.497253    -0.192161    -0.260746
49922.00     3.434662    -0.022832     0.094960
49922.25     3.061940    -0.238615     0.450846
49922.50     3.589144    -0.960257     0.530285
49922.75     3.530280    -0.529668     0.057861
49923.00     3.558229    -0.467318     0.380443
49923.25     3.180201    -0.645467     0.667621
49923.50     3.548692    -1.235545     0.603892
49923.75     3.479883    -0.663026     0.025767
49924.00     3.491412    -0.293862     0.305831
49924.25     2.973250    -0.306792     0.474786
49924.50     3.316116    -0.697634     0.274190
49924.75     3.166957    -0.140674    -0.265390
49925.00     2.917364     0.312519    -0.136332
49925.25     2.371302     0.215671     0.043424
49925.50     2.697114    -0.238663    -0.110064
49925.75     2.425595     0.095881    -0.650629
49926.00     2.179026     0.260862    -0.334548
49926.25     1.700404    -0.155048    -0.043400
49926.50     1.919458    -0.759726    -0.120223
49926.75     1.818217    -0.555179    -0.558052
49927.00     1.906666    -0.586290    -0.214177
49927.25     1.702825    -0.958676     0.160195
49927.50     2.128738    -1.700468     0.192009
49927.75     2.227404    -1.290947    -0.294528
49928.00     2.469615    -1.192940     0.006352
49928.25     2.059378    -1.406892     0.199901
49928.50     2.743223    -1.879653     0.045120
49928.75     2.780660    -1.275604    -0.492802
49929.00     2.800393    -0.828198    -0.216730
49929.25     2.416575    -0.816852    -0.000189
49929.50     2.947125    -1.190637    -0.155299
49929.75     2.807204    -0.633640    -0.691492
49930.00     2.699934    -0.190022    -0.342382
49930.25     2.366572    -0.328148     0.087777
49930.50     2.674827    -0.702754     0.091356
49930.75     2.525048    -0.293164    -0.197621
49931.00     2.700553    -0.193890     0.122100
49931.25     2.533044    -0.574368     0.528606
49931.50     3.254975    -1.311542     0.583529
49931.75     3.542733    -1.018478     0.126327
49932.00     3.805062    -0.934231     0.451085
49932.25     3.639949    -1.285256     0.729393
49932.50     4.396514    -1.969314     0.580947
49932.75     4.473255    -1.499858     0.092080
49933.00     4.578653    -1.100074     0.395971
49933.25     4.112217    -1.061981     0.661598
49933.50     4.541679    -1.456244     0.397008
49933.75     4.202475    -0.882410    -0.127154
49934.00     3.863876    -0.457929     0.266702
49934.25     3.072442    -0.429253     0.754826
49934.50     3.389627    -0.861366     0.689261
49934.75     3.208299    -0.384291     0.185568
49935.00     3.141071    -0.118588     0.453314
49935.25     2.522484    -0.280623     0.847175
49935.50     2.909465    -0.933328     0.761487
49935.75     2.843741    -0.525584     0.246446
49936.00     2.717795    -0.372090     0.560823
49936.25     2.203103    -0.638025     0.943755
49936.50     2.498301    -1.474815     0.831392
49936.75     2.277089    -1.095250     0.275080
49937.00     2.190437    -0.843887     0.394929
49937.25     1.780393    -0.936119     0.465266
49937.50     2.133020    -1.455013     0.140607
49937.75     1.949459    -0.801117    -0.595077
49938.00     2.041886    -0.416811    -0.474232
49938.25     1.581525    -0.313332    -0.269841
49938.50     2.010774    -0.725396    -0.373323
49938.75     2.015912    -0.041194    -0.874716
49939.00     1.940065     0.395020    -0.537407
49939.25     1.465106     0.470701     0.020708
49939.50     1.773132     0.028267     0.029868
49939.75     1.640692     0.763135    -0.552319
49940.00     1.674622     1.055563    -0.167019
49940.25     1.121623     0.947866     0.146990
49940.50     1.407729     0.310974     0.046597
49940.75     1.362919     0.674554    -0.528121
49941.00     1.320906     0.768716    -0.224016
49941.25     1.024008     0.368535     0.018653
49941.50     1.584833    -0.436653    -0.035094
49941.75     1.701561    -0.114590    -0.509114
49942.00     1.863491     0.020416    -0.125856
49942.25     1.726093    -0.099181    -0.067863
49942.50     2.287468    -0.754296    -0.257649
49942.75     2.361029    -0.261029    -0.905432
49943.00     2.323126     0.054149    -0.580275
49943.25     1.920223     0.024315    -0.439838
49943.50     2.196370    -0.333062    -0.710581
49943.75     1.839801     0.215675    -1.376437
49944.00     1.472934     0.524998    -1.096046
49944.25     0.786995     0.345052    -0.951546
49944.50     0.815050    -0.297156    -0.764064
49944.75     0.614805     0.056274    -1.258833
49945.00     0.439391     0.196307    -0.761876
49945.25    -0.029108    -0.195435    -0.423464
49945.50     0.269360    -1.042537    -0.290188
49945.75     0.171120    -0.792977    -0.710363
49946.00     0.133233    -0.635762    -0.393680
49946.25    -0.203753    -0.834413    -0.079560
49946.50     0.250085    -1.378964    -0.252665
49946.75     0.210393    -1.123232    -0.888868
