-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
blyt        49718.000    1995     1     1     0
blyt        52274.750    2001    12    31    18
blyt     -2223206.565 -4830299.786  3510587.672
49870.75    -0.596108    -0.479905     0.852743
49871.00    -0.476971    -0.591841     2.324787
49871.25    -0.653976    -0.549304     1.719545
49871.50    -0.395772    -0.795996     1.283436
49871.75    -0.316510    -0.561025     0.364306
49872.00    -0.224695    -0.597194     1.515961
49872.25    -0.368642    -0.533721     0.928181
49872.50     0.150128    -0.811422     1.174997
49872.75     0.358749    -0.564575    -0.064781
49873.00     0.509222    -0.721287     1.805600
49873.25     0.354774    -0.642279     1.691378
49873.50     0.649025    -0.956700     2.472690
49873.75     0.772501    -0.713092     1.679933
49874.00     0.894287    -0.894698     3.900850
49874.25     0.688417    -0.861503     3.451022
49874.50     1.151639    -1.151469     3.923747
49874.75     1.164869    -0.877542     3.333812
49875.00     1.182343    -0.987294     5.371380
49875.25     0.861092    -0.834198     4.744024
49875.50     0.971750    -1.005143     4.422165
49875.75     1.093222    -0.739159     3.245959
49876.00     1.086182    -0.811310     4.500707
49876.25     0.904492    -0.670134     3.335761
49876.50     1.241794    -0.929653     3.342348
49876.75     1.170248    -0.581890     1.572728
49877.00     1.198378    -0.568871     2.309556
49877.25     0.786939    -0.473351     1.181007
49877.50     1.074845    -0.753911     0.858857
49877.75     0.981568    -0.410582    -0.965880
49878.00     0.839426    -0.460414     0.154823
49878.25     0.554151    -0.361565    -0.855486
49878.50     1.095803    -0.655064    -0.174661
49878.75     1.305680    -0.342393    -1.553542
49879.00     1.623794    -0.477162     0.546431
49879.25     1.316184    -0.305474    -0.282326
49879.50     1.702401    -0.629858     0.355893
49879.75     1.658155    -0.227760    -1.288116
49880.00     1.564575    -0.333884     0.389851
49880.25     1.258464    -0.210707    -0.068776
49880.50     1.636460    -0.499974     0.637693
49880.75     1.610763    -0.231138    -0.349494
49881.00     1.548827    -0.426971     1.583550
49881.25     1.327328    -0.427256     1.373686
49881.50     1.558029    -0.714060     1.924585
49881.75     1.510804    -0.448440     0.853382
49882.00     1.432019    -0.636426     2.696379
49882.25     1.214731    -0.582105     2.192284
49882.50     1.389877    -0.741386     2.435820
49882.75     1.545836    -0.512121     1.290447
49883.00     1.488398    -0.579760     3.402423
49883.25     1.139705    -0.428432     2.874002
49883.50     1.447331    -0.591879     3.126518
49883.75     1.494055    -0.387104     2.390985
49884.00     1.361402    -0.447087     4.227226
49884.25     1.050501    -0.401475     3.726243
49884.50     1.429802    -0.638439     3.661508
49884.75     1.564112    -0.428589     2.167266
49885.00     1.947296    -0.604351     2.908234
49885.25     1.794117    -0.593641     2.074898
49885.50     2.197509    -0.847133     1.963285
49885.75     2.374320    -0.644619     0.658829
49886.00     2.423072    -0.728916     1.853078
49886.25     2.150356    -0.650927     1.031764
49886.50     2.433185    -0.954680     1.289293
49886.75     2.494332    -0.695595     0.401772
49887.00     2.371647    -0.771922     2.352808
49887.25     1.973893    -0.584309     1.880010
49887.50     2.156656    -0.769319     2.094655
49887.75     2.037779    -0.470614     0.917279
49888.00     1.869677    -0.516981     2.572350
49888.25     1.417149    -0.467055     2.263660
49888.50     1.502475    -0.712549     2.566189
49888.75     1.493848    -0.438758     1.267270
49889.00     1.441095    -0.571687     2.984569
49889.25     1.197532    -0.526053     2.177772
49889.50     1.423535    -0.810603     2.669886
49889.75     1.628801    -0.569017     0.891631
49890.00     1.586526    -0.680448     2.482180
49890.25     1.245330    -0.570837     1.202133
49890.50     1.603705    -0.918543     1.386739
49890.75     1.627344    -0.539614    -0.355127
49891.00     1.690313    -0.548169     1.337412
49891.25     1.629049    -0.399332     0.169353
49891.50     2.061701    -0.581640     0.125680
49891.75     2.077490    -0.261987    -1.500428
49892.00     2.061886    -0.377545     0.549417
49892.25     1.945280    -0.272694     0.089012
49892.50     2.310915    -0.584523     0.726193
49892.75     2.269250    -0.371453    -0.318464
49893.00     2.319179    -0.622431     2.152177
49893.25     1.832493    -0.586935     1.890347
49893.50     1.802185    -0.817706     2.135098
49893.75     1.655806    -0.485689     0.858381
49894.00     1.458426    -0.542408     2.774340
49894.25     0.937111    -0.433894     1.780958
49894.50     1.097396    -0.703430     2.012119
49894.75     1.100605    -0.495403     0.728048
49895.00     1.022039    -0.607356     2.196955
49895.25     0.799329    -0.601518     1.169865
49895.50     1.516487    -0.950713     1.471704
49895.75     1.662123    -0.782912     0.111378
49896.00     2.005214    -0.966428     1.513865
49896.25     1.974967    -0.944589     0.941314
49896.50     2.508414    -1.270077     1.400643
49896.75     2.510730    -0.986961     0.335380
49897.00     2.629342    -1.029480     1.900589
49897.25     2.386671    -0.956427     1.106524
49897.50     2.698515    -1.183832     1.339703
49897.75     2.502985    -0.799236     0.247341
49898.00     2.264541    -0.700117     1.370829
49898.25     1.707161    -0.546992     0.373574
49898.50     1.999962    -0.791697     0.611046
49898.75     2.002365    -0.534387    -0.556182
49899.00     2.031258    -0.604080     1.212566
49899.25     1.849940    -0.544320     0.801155
49899.50     2.496706    -0.870403     1.394875
49899.75     2.527262    -0.667087     0.503620
49900.00     2.572524    -0.835752     1.959269
49900.25     2.354607    -0.745399     1.500705
49900.50     2.673247    -1.026777     2.050291
49900.75     2.410804    -0.739625     0.662073
49901.00     2.495439    -0.848082     2.380100
49901.25     2.321222    -0.809283     2.440135
49901.50     2.612124    -1.110865     3.267870
49901.75     2.590401    -0.867544     2.505716
49902.00     2.483508    -0.921696     4.102860
49902.25     2.158085    -0.797076     3.409927
49902.50     2.433167    -0.975225     3.039604
49902.75     2.474385    -0.724864     1.302260
49903.00     2.356381    -0.758571     2.578795
49903.25     2.099437    -0.660581     1.444363
49903.50     2.399403    -0.902011     1.462722
49903.75     2.433883    -0.551797    -0.461617
49904.00     2.358754    -0.653564     0.853741
49904.25     2.168693    -0.541025     0.332250
49904.50     2.390657    -0.709015     0.353451
49904.75     2.412801    -0.348732    -1.023266
49905.00     2.598721    -0.480474     0.971577
49905.25     2.601912    -0.397366     0.276778
49905.50     2.974875    -0.614195     0.802479
49905.75     3.000622    -0.221754    -0.800681
49906.00     3.128597    -0.435799     1.048410
49906.25     2.752106    -0.310480     0.507051
49906.50     2.983388    -0.645696     0.774600
49906.75     3.010557    -0.336016    -0.490825
49907.00     2.914912    -0.546728     1.452483
49907.25     2.466877    -0.460228     0.732042
49907.50     2.904077    -0.831140     1.168027
49907.75     2.927792    -0.607898     0.038755
49908.00     2.843798    -0.916777     2.216479
49908.25     2.719166    -0.895045     1.773826
49908.50     3.203581    -1.217734     2.414974
49908.75     3.125230    -0.865628     1.091410
49909.00     3.005417    -1.050675     2.690894
49909.25     2.544296    -0.916857     2.058785
49909.50     2.470195    -1.141439     2.231607
49909.75     2.186431    -0.769603     0.558906
49910.00     2.145263    -0.902447     2.469616
49910.25     1.518394    -0.726582     1.660827
49910.50     1.706492    -0.922041     1.953228
49910.75     1.599467    -0.592684     0.782994
49911.00     1.435518    -0.734854     2.445617
49911.25     1.290376    -0.650527     1.560277
49911.50     1.884302    -0.938987     1.817828
49911.75     2.089014    -0.652661     0.615854
49912.00     2.076245    -0.740341     2.202426
49912.25     1.889788    -0.597124     0.806631
49912.50     2.189158    -0.999221     1.476033
49912.75     2.085485    -0.684873    -0.310259
49913.00     2.151960    -0.838179     1.801078
49913.25     1.996726    -0.785904     0.634702
49913.50     2.582471    -1.144712     1.131441
49913.75     2.675647    -0.880913    -0.381578
49914.00     2.658255    -0.990773     1.420153
49914.25     2.421080    -0.964366     0.361493
49914.50     2.880987    -1.201174     0.834482
49914.75     3.014096    -0.841216    -0.789054
49915.00     2.957207    -0.851110     0.848068
49915.25     2.741237    -0.786587    -0.035839
49915.50     3.178483    -0.983225     0.582140
49915.75     3.290732    -0.670676    -0.342112
49916.00     3.199386    -0.693701     1.978895
49916.25     2.975162    -0.601686     1.390791
49916.50     3.140061    -0.909028     2.007686
49916.75     3.131685    -0.587545     0.785867
49917.00     2.978857    -0.716873     2.593419
49917.25     2.710578    -0.543029     1.521069
49917.50     3.063346    -0.866008     1.738064
49917.75     3.174809    -0.640192     0.337461
49918.00     2.927498    -0.820584     2.094039
49918.25     2.696939    -0.780821     1.322150
49918.50     3.033821    -1.097834     1.672100
49918.75     2.815409    -0.765408     0.330931
49919.00     2.730562    -0.879100     1.813745
49919.25     2.309790    -0.797997     1.270262
49919.50     2.697995    -1.112054     1.789629
49919.75     2.659215    -0.753903     0.564721
49920.00     2.648232    -0.839236     2.080147
49920.25     2.353530    -0.577059     1.054241
49920.50     2.820113    -0.816216     1.426475
49920.75     2.879644    -0.432802     0.191212
49921.00     2.797536    -0.467482     1.945308
49921.25     2.530423    -0.273343     1.540547
49921.50     2.925489    -0.504058     1.927402
49921.75     2.976342    -0.136185     0.453454
49922.00     2.925261    -0.315593     2.330574
49922.25     2.620431    -0.194920     1.602868
49922.50     3.123107    -0.555117     2.024960
49922.75     3.070123    -0.209093     0.664216
49923.00     3.093499    -0.447329     2.773044
49923.25     2.718551    -0.333934     2.273847
49923.50     3.034217    -0.642497     2.872998
49923.75     2.945166    -0.265089     1.786540
49924.00     2.918748    -0.303196     3.272408
49924.25     2.459411    -0.140561     2.709708
49924.50     2.728493    -0.353810     2.884420
49924.75     2.572882    -0.018063     1.584297
49925.00     2.405225    -0.090554     2.703975
49925.25     1.961375     0.018053     1.791196
49925.50     2.276359    -0.255349     2.094312
49925.75     2.064890     0.054928     0.278281
49926.00     1.922956    -0.166533     2.023984
49926.25     1.583379    -0.138725     1.092220
49926.50     1.872861    -0.454533     1.587896
49926.75     1.806024    -0.142137    -0.113567
49927.00     1.903499    -0.422993     2.066213
49927.25     1.725492    -0.345064     1.329405
49927.50     2.020598    -0.678532     1.531685
49927.75     2.074489    -0.365768     0.234686
49928.00     2.288773    -0.629233     2.052525
49928.25     2.002814    -0.558620     1.176484
49928.50     2.642075    -0.905360     1.894792
49928.75     2.626506    -0.525502     0.679111
49929.00     2.642054    -0.591512     2.382490
49929.25     2.347892    -0.416278     1.438520
49929.50     2.820402    -0.582168     1.643684
49929.75     2.709539    -0.201008     0.093437
49930.00     2.565322    -0.248899     1.930510
49930.25     2.255820    -0.124797     1.305124
49930.50     2.503319    -0.315281     1.620374
49930.75     2.332888    -0.026533     0.514945
49931.00     2.459951    -0.249841     2.692222
49931.25     2.335894    -0.269780     2.052226
49931.50     2.971207    -0.627158     2.534457
49931.75     3.215961    -0.386321     1.533994
49932.00     3.451276    -0.626484     3.523767
49932.25     3.333850    -0.570451     2.711621
49932.50     3.995262    -0.921632     3.186848
49932.75     4.046292    -0.558186     1.739065
49933.00     4.158096    -0.631771     3.513672
49933.25     3.748992    -0.455454     2.613039
49933.50     4.087288    -0.681633     2.856919
49933.75     3.752570    -0.310136     1.281548
49934.00     3.448073    -0.457108     3.368190
49934.25     2.705045    -0.316412     3.012821
49934.50     2.940800    -0.633989     3.913671
49934.75     2.727566    -0.330527     2.953966
49935.00     2.593574    -0.520005     5.147818
49935.25     2.055947    -0.377493     4.359937
49935.50     2.413017    -0.746897     4.954710
49935.75     2.327263    -0.367662     3.386995
49936.00     2.256758    -0.552696     5.004717
49936.25     1.889721    -0.422358     3.915208
49936.50     2.165178    -0.825136     4.374292
49936.75     2.014160    -0.506416     2.518083
49937.00     1.969884    -0.661685     4.154636
49937.25     1.664065    -0.513707     3.021839
49937.50     1.997836    -0.814517     3.258315
49937.75     1.838939    -0.409318     1.458149
49938.00     1.909098    -0.520170     3.418970
49938.25     1.476196    -0.267551     2.298258
49938.50     1.792052    -0.543552     3.303005
49938.75     1.705458    -0.122601     2.062692
49939.00     1.564745    -0.231735     4.325885
49939.25     1.105798    -0.042353     3.945322
49939.50     1.333938    -0.277402     4.457635
49939.75     1.161790     0.136917     3.032084
49940.00     1.203348     0.042766     4.195227
49940.25     0.721982     0.175981     3.243700
49940.50     1.040536    -0.123845     3.212005
49940.75     1.040635     0.176624     1.576081
49941.00     1.035296    -0.006762     2.664194
49941.25     0.845225     0.046138     1.588169
49941.50     1.353889    -0.345234     1.849485
49941.75     1.450093    -0.060714     0.462046
49942.00     1.590520    -0.252194     2.299640
49942.25     1.461632    -0.148816     1.679152
49942.50     2.015827    -0.548666     2.375883
49942.75     2.012047    -0.247267     1.337100
49943.00     1.957206    -0.368742     3.651626
49943.25     1.550203    -0.175731     2.764389
49943.50     1.751413    -0.353202     2.989685
49943.75     1.407173     0.050490     1.265138
49944.00     1.037236    -0.037653     2.663038
49944.25     0.476831     0.044349     1.313967
49944.50     0.578304    -0.307391     1.635146
49944.75     0.373400    -0.081893     0.612702
49945.00     0.178387    -0.259731     2.676703
49945.25    -0.142566    -0.269199     1.636255
49945.50     0.176427    -0.674555     2.123898
49945.75     0.081716    -0.433206     0.722794
49946.00     0.047966    -0.574807     2.462077
49946.25    -0.202037    -0.505911     1.477301
49946.50     0.243733    -0.825309     1.777716
49946.75     0.254379    -0.595166     0.148427
