Time,F-Scale,Location,County,State,Lat,Lon,Comments
2249,88,9 S HIGBEE,HOWARD,MO,39.17,-92.49,(EAX)
2254,88,2 S ROLLA,PHELPS,MO,37.92,-91.77,PENNY SIZE HAIL (SGF)
2300,100,PARIS,LAMAR,TX,33.67,-95.55,QUARTER HAIL IN SOUTHEAST PARIS (FTW)
2300,200,ROANOKE,WOODFORD,IL,40.8,-89.2,REPORTED BY ESDA. (ILX)
2307,75,4 S RANSOM,LIVINGSTON,IL,41.1,-88.66,AT ROUTES 170 AND 17. (LOT)
2308,88,2 S LOCKESBURG,SEVIER,AR,33.94,-94.17,(SHV)
2309,88,4 S CLAYTON,HENDRICKS,IN,39.63,-86.52,NICKEL HAIL REPORTED 6 NORTH OF MONROVIA IN HENDRICKS COUNTY. (IND)
2310,88,RANSOM,LA SALLE,IL,41.16,-88.66,(LOT)
2313,175,BLOOMINGTON,MCLEAN,IL,40.48,-88.97,HEARD ON WJBC RADIO. (ILX)
2315,88,5 N FOREMAN,LITTLE RIVER,AR,33.79,-94.4,REPORT FROM VOLUNTEER FIRE DEPARTMENT (SHV)
2320,75,MORGANTON,BURKE,NC,35.74,-81.7,ON INTERSTATE 40 IN MORGANTON. (GSP)
2330,200,2 S PARIS,EDGAR,IL,39.59,-87.69,(ILX)
2330,75,7 SSW NEWPORT,VERMILLION,IN,39.79,-87.46,SHERIFF REPORTS DIME SIZE HAIL IN BLANFORD. (IND)
2330,88,ROSELAND,ST. JOSEPH,IN,41.72,-86.25,(IWX)
2333,175,WINTHROP,LITTLE RIVER,AR,33.83,-94.35,(SHV)
2335,175,LAKE OF THE WOODS,CHAMPAIGN,IL,40.21,-88.37,RELAYED VIA SWOP NETWORK. (ILX)
2337,75,REDDICK,KANKAKEE,IL,41.1,-88.25,(LOT)
2340,275,3 SE HOPE,HEMPSTEAD,AR,33.64,-93.55,REPORT FROM SHOVER SPRINGS COMMUNITY. (SHV)
2345,75,SLADE,POWELL,KY,37.79,-83.71,REPORTED BY DISPATCH. (JKL)
2350,275,4 NW ROSSTON,NEVADA,AR,33.63,-93.33,BASEBALL SIZED HAIL FELL BETWEEN LANESBURG AND ROSSTON (SHV)
2355,75,WINCHESTER,CLARK,KY,38,-84.19,REPORTED IN THE CITY. (LMK)
2356,75,4 W CHRISTOPHER,FRANKLIN,IL,37.97,-89.13,REPORTED IN THE COMMUNITY OF MULKEYTOWN. (PAH)
2358,175,ESSEX,KANKAKEE,IL,41.18,-88.19,(LOT)
3534,175,8 NE PARIS,LAMAR,TX,33.75,-95.45,GOLFBALL SIZE HAIL IN FAUGHT. (FTW)
0005,175,STANTON,POWELL,KY,37.85,-83.86,GOLFBALL SIZE HAIL ONGOING AT TIME OF REPORT. (JKL)
0005,75,CARPENTERSVILLE,KANE,IL,42.12,-88.27,(LOT)
0010,88,2 S FOWLER,BENTON,IN,40.59,-87.32,NICKEL HAIL REPORTED IN CHASE AREA (LOT)
0015,175,BRAGG CITY,OUACHITA,AR,33.67,-92.99,(LIT)
0030,75,MAGGARD,MAGOFFIN,KY,37.82,-83.1,ROUTE 1081 IN NORTHERN PART OF COUNTY. (JKL)
0033,88,BOSWELL,BENTON,IN,40.52,-87.38,(LOT)
0034,175,QUINLAN,HUNT,TX,32.91,-96.13,(FTW)
0045,88,2 N ROSSTON,NEVADA,AR,33.62,-93.28,(SHV)
0049,175,11 SE GATESVILLE,CORYELL,TX,31.33,-97.6,GOLFBALL HAIL IN THE COMMUNITY OF FLAT (FTW)
0100,175,2 E EAST TAWAKONI,RAINS,TX,32.9,-95.9,GOLFBALL SIZE HAIL NEAR LAKE TAWAKONI IN THE COMMUNITY OF WOOSLEY (FTW)
0125,100,3 N EMORY,RAINS,TX,32.92,-95.77,QUARTER SIZE HAIL 3 NORTH OF EMORY (FTW)
0134,75,EVANSVILLE,VANDERBURGH,IN,37.98,-87.54,ALSO 50 MPH WINDS ESTIMATED. (PAH)
0139,75,1 NW LOCUST BAYOU,CALHOUN,AR,33.56,-92.68,(LIT)
0146,88,LEAVENWORTH,LEAVENWORTH,KS,39.32,-94.92,(EAX)
0200,75,2 NE GRAND RIVERS,LYON,KY,37.03,-88.21,REPORTED BETWEEN GRAND RIVERS AND KUTTAWA AND RELAYED BY MCCRACKEN DES. (PAH)
0230,88,TRENTON,GIBSON,TN,35.97,-88.94,(MEM)
0241,175,5 W SHARON,WEAKLEY,TN,36.23,-88.91,HAIL OCCURRED IN THE SOUTHWEST PART OF WEAKLEY COUNTY NEAR THE TOWN OF SIDONIA. (MEM)
0255,100,GILMER,UPSHUR,TX,32.73,-94.95,(SHV)
0307,175,UNION CITY,DARKE,OH,40.2,-84.79,(ILN)
0310,100,4 E MARYSVILLE,MARSHALL,KS,39.84,-96.57,(TOP)
0316,150,10 N GALLATIN,SUMNER,TN,36.52,-86.45,HAM OPERATOR REPORT 1.5 INCH HAIL ON HWY 52 IN MT VERON (BNA)
0316,75,GULNARE,PIKE,KY,37.63,-82.55,REPORTED BY DISPATCH. (JKL)
0330,75,5 NW BELFRY,PIKE,KY,37.67,-82.33,LARGE TREE LIMBS ALSO BLOWN DOWN AT THE BIG CREEK FIRE DEPARTMENT NEAR SIDNEY. (JKL)
0335,75,OCEANA,WYOMING,WV,37.69,-81.63,(RLX)
0345,88,MARTIN,FLOYD,KY,37.57,-82.76,(JKL)
0410,75,CRAB ORCHARD,RALEIGH,WV,37.74,-81.23,(RLX)
0420,175,5 S SPRINGFIELD,CLARK,OH,39.85,-83.8,(ILN)
0423,75,1 W FAIRVIEW,WILLIAMSON,TN,35.98,-87.14,DIME TO PENNY HAIL ALONG HWY 100 (BNA)
0425,75,BALDWYN,LEE,MS,34.5,-88.63,(MEM)
0450,88,10 N SPRINGFIELD,CHAMPAIGN,OH,40.07,-83.8,(ILN)
0455,100,8 NE MAN,LOGAN,WV,37.74,-81.87,(RLX)
0458,88,6 NW FLORENCE,LAUDERDALE,AL,34.89,-87.74,NICKEL HAIL CR 6 (HUN)
0515,75,LITTLEVILLE,COLBERT,AL,34.6,-87.67,DIME HAIL SOUTH OF LITTLEVILLE HWY 43 (HUN)
0525,100,20 N LAWRENCEBURG,LEWIS,TN,35.54,-87.34,(BNA)
0525,125,6 SW BECKLEY,RALEIGH,WV,37.73,-81.26,(RLX)
0630,75,CHESAPEAKE,LAWRENCE,OH,38.43,-82.45,(RLX)
0650,75,STAFFORDSVILLE,JOHNSON,KY,37.83,-82.84,(JKL)
0704,75,PISGAH,JACKSON,AL,34.68,-85.85,PENNY SIZED HAIL (HUN)
0720,75,CHATTANOOGA,HAMILTON,TN,35.07,-85.26,(MRX)
0800,75,6 S MADISON,BOONE,WV,37.97,-81.8,(RLX)
