Lon,Lat,Line,Shot,UTMX,UTMY,YEAR,JD:HR:MIN:SEC
-80.483945,25.832681,01b01,8310,551719,2857256,2001,337:19:09:56
-80.483931,25.833493,01b01,8429,551720,2857346,2001,337:19:10:56
-80.483940,25.833809,01b01,8475,551719,2857381,2001,337:19:11:19
-80.483949,25.833972,01b01,8499,551718,2857399,2001,337:19:11:31
-80.483957,25.834306,01b01,8549,551717,2857436,2001,337:19:11:56
-80.483967,25.834451,01b01,8572,551716,2857452,2001,337:19:12:07
-80.483977,25.834514,01b01,8581,551715,2857459,2001,337:19:12:12
-80.483986,25.834568,01b01,8589,551714,2857465,2001,337:19:12:16
-80.483996,25.834640,01b01,8600,551713,2857473,2001,337:19:12:21
-80.484006,25.834686,01b01,8607,551712,2857478,2001,337:19:12:25
-80.484015,25.834758,01b01,8618,551711,2857486,2001,337:19:12:30
-80.484004,25.835020,01b01,8657,551712,2857515,2001,337:19:12:50
-80.483994,25.835101,01b01,8672,551713,2857524,2001,337:19:12:57
-80.483984,25.835182,01b01,8681,551714,2857533,2001,337:19:13:02
-80.483973,25.835245,01b01,8691,551715,2857540,2001,337:19:13:07
-80.483963,25.835309,01b01,8701,551716,2857547,2001,337:19:13:12
-80.483953,25.835408,01b01,8716,551717,2857558,2001,337:19:13:19
-80.483962,25.835679,01b01,8755,551716,2857588,2001,337:19:13:39
-80.483971,25.835742,01b01,8765,551715,2857595,2001,337:19:13:44
-80.483981,25.835814,01b01,8776,551714,2857603,2001,337:19:13:49
-80.483991,25.835887,01b01,8784,551713,2857611,2001,337:19:13:54
-80.484000,25.835932,01b01,8792,551712,2857616,2001,337:19:13:58
-80.484010,25.835977,01b01,8799,551711,2857621,2001,337:19:14:01
-80.484020,25.836031,01b01,8807,551710,2857627,2001,337:19:14:05
-80.484030,25.836094,01b01,8818,551709,2857634,2001,337:19:14:10
-80.484039,25.836176,01b01,8830,551708,2857643,2001,337:19:14:16
-80.484028,25.836510,01b01,8880,551709,2857680,2001,337:19:14:41
-80.484017,25.836681,01b01,8903,551710,2857699,2001,337:19:14:53
-80.484026,25.836988,01b01,8946,551709,2857733,2001,337:19:15:15
-80.484035,25.837088,01b01,8961,551708,2857744,2001,337:19:15:22
-80.484045,25.837169,01b01,8974,551707,2857753,2001,337:19:15:28
-80.484055,25.837223,01b01,8982,551706,2857759,2001,337:19:15:32
-80.484064,25.837323,01b01,8994,551705,2857770,2001,337:19:15:39
-80.484074,25.837359,01b01,9001,551704,2857774,2001,337:19:15:42
-80.484084,25.837413,01b01,9009,551703,2857780,2001,337:19:15:46
-80.484093,25.837548,01b01,9030,551702,2857795,2001,337:19:15:56
-80.484102,25.837738,01b01,9057,551701,2857816,2001,337:19:16:10
-80.484092,25.837756,01b01,9059,551702,2857818,2001,337:19:16:11
-80.484102,25.837765,01b01,9061,551701,2857819,2001,337:19:16:12
-80.484092,25.837783,01b01,9063,551702,2857821,2001,337:19:16:13
-80.484102,25.837883,01b01,9080,551701,2857832,2001,337:19:16:21
-80.484110,25.838162,01b01,9119,551700,2857863,2001,337:19:16:41
-80.484120,25.838289,01b01,9138,551699,2857877,2001,337:19:16:50
-80.484129,25.838379,01b01,9150,551698,2857887,2001,337:19:16:57
-80.484139,25.838488,01b01,9168,551697,2857899,2001,337:19:17:05
-80.484148,25.838659,01b01,9192,551696,2857918,2001,337:19:17:17
-80.484156,25.839102,01b01,9259,551695,2857967,2001,337:19:17:51
-80.484146,25.839183,01b01,9271,551696,2857976,2001,337:19:17:57
-80.484155,25.839282,01b01,9286,551695,2857987,2001,337:19:18:04
-80.484164,25.839499,01b01,9317,551694,2858011,2001,337:19:18:20
-80.484174,25.839598,01b01,9333,551693,2858022,2001,337:19:18:28
-80.484183,25.839761,01b01,9356,551692,2858040,2001,337:19:18:40
-80.484193,25.839887,01b01,9375,551691,2858054,2001,337:19:18:49
-80.484202,25.839996,01b01,9392,551690,2858066,2001,337:19:18:57
-80.484212,25.840122,01b01,9409,551689,2858080,2001,337:19:19:06
-80.484221,25.840330,01b01,9439,551688,2858103,2001,337:19:19:21
-80.484208,25.840872,01b01,9517,551689,2858163,2001,337:19:20:00
-80.484198,25.841052,01b01,9543,551690,2858183,2001,337:19:20:13
-80.484206,25.841323,01b01,9581,551689,2858213,2001,337:19:20:32
-80.484216,25.841459,01b01,9600,551688,2858228,2001,337:19:20:41
-80.484225,25.841540,01b01,9611,551687,2858237,2001,337:19:20:47
-80.484235,25.841621,01b01,9623,551686,2858246,2001,337:19:20:53
-80.484245,25.841721,01b01,9637,551685,2858257,2001,337:19:21:00
-80.484254,25.841838,01b01,9654,551684,2858270,2001,337:19:21:08
-80.484263,25.841992,01b01,9674,551683,2858287,2001,337:19:21:19
-80.484273,25.842055,01b01,9685,551682,2858294,2001,337:19:21:24
-80.484283,25.842136,01b01,9699,551681,2858303,2001,337:19:21:31
-80.484292,25.842245,01b01,9712,551680,2858315,2001,337:19:21:38
-80.484302,25.842317,01b01,9722,551679,2858323,2001,337:19:21:43
-80.484311,25.842470,01b01,9745,551678,2858340,2001,337:19:21:54
-80.484300,25.842850,01b01,9801,551679,2858382,2001,337:19:22:22
-80.484289,25.843003,01b01,9820,551680,2858399,2001,337:19:22:32
-80.484278,25.843157,01b01,9843,551681,2858416,2001,337:19:22:43
-80.484288,25.843283,01b01,9862,551680,2858430,2001,337:19:22:53
-80.484297,25.843409,01b01,9879,551679,2858444,2001,337:19:23:01
-80.484307,25.843536,01b01,9897,551678,2858458,2001,337:19:23:10
-80.484316,25.843662,01b01,9916,551677,2858472,2001,337:19:23:19
-80.484302,25.844574,01b01,10047,551678,2858573,2001,337:19:24:25
-80.484312,25.844665,01b01,10059,551677,2858583,2001,337:19:24:31
-80.484321,25.844836,01b01,10084,551676,2858602,2001,337:19:24:44
-80.484330,25.844990,01b01,10105,551675,2858619,2001,337:19:24:54
-80.484340,25.845080,01b01,10118,551674,2858629,2001,337:19:25:00
-80.484349,25.845161,01b01,10128,551673,2858638,2001,337:19:25:06
-80.484359,25.845216,01b01,10136,551672,2858644,2001,337:19:25:10
-80.484369,25.845297,01b01,10149,551671,2858653,2001,337:19:25:16
-80.484378,25.845378,01b01,10162,551670,2858662,2001,337:19:25:22
-80.484388,25.845460,01b01,10174,551669,2858671,2001,337:19:25:28
-80.484398,25.845586,01b01,10192,551668,2858685,2001,337:19:25:38
-80.484407,25.845676,01b01,10207,551667,2858695,2001,337:19:25:45
-80.484395,25.846083,01b01,10268,551668,2858740,2001,337:19:26:16
-80.484385,25.846218,01b01,10286,551669,2858755,2001,337:19:26:25
-80.484374,25.846381,01b01,10311,551670,2858773,2001,337:19:26:37
-80.484383,25.846561,01b01,10339,551669,2858793,2001,337:19:26:51
-80.484393,25.846688,01b01,10355,551668,2858807,2001,337:19:26:59
-80.484402,25.846760,01b01,10367,551667,2858815,2001,337:19:27:05
-80.484412,25.846814,01b01,10373,551666,2858821,2001,337:19:27:08
-80.484422,25.846877,01b01,10385,551665,2858828,2001,337:19:27:14
-80.484432,25.846932,01b01,10390,551664,2858834,2001,337:19:27:17
-80.484441,25.846986,01b01,10399,551663,2858840,2001,337:19:27:21
-80.484451,25.847031,01b01,10407,551662,2858845,2001,337:19:27:25
-80.484461,25.847094,01b01,10417,551661,2858852,2001,337:19:27:30
-80.484471,25.847167,01b01,10425,551660,2858860,2001,337:19:27:35
-80.484480,25.847194,01b01,10430,551659,2858863,2001,337:19:27:36
-80.484490,25.847275,01b01,10440,551658,2858872,2001,337:19:27:42
-80.484500,25.847329,01b01,10451,551657,2858878,2001,337:19:27:47
-80.484509,25.847419,01b01,10463,551656,2858888,2001,337:19:27:53
-80.484498,25.847681,01b01,10507,551657,2858917,2001,337:19:28:15
-80.484487,25.848070,01b01,10565,551658,2858960,2001,337:19:28:44
-80.484495,25.848368,01b01,10615,551657,2858993,2001,337:19:29:09
-80.484505,25.848521,01b01,10638,551656,2859010,2001,337:19:29:21
-80.484514,25.848620,01b01,10655,551655,2859021,2001,337:19:29:29
-80.484524,25.848738,01b01,10674,551654,2859034,2001,337:19:29:38
-80.484533,25.848828,01b01,10688,551653,2859044,2001,337:19:29:46
-80.484543,25.848946,01b01,10703,551652,2859057,2001,337:19:29:53
-80.484552,25.849018,01b01,10715,551651,2859065,2001,337:19:29:59
-80.484562,25.849162,01b01,10738,551650,2859081,2001,337:19:30:11
-80.484551,25.849415,01b01,10780,551651,2859109,2001,337:19:30:31
-80.484540,25.849524,01b01,10795,551652,2859121,2001,337:19:30:39
-80.484530,25.849614,01b01,10809,551653,2859131,2001,337:19:30:46
-80.484519,25.849713,01b01,10826,551654,2859142,2001,337:19:30:55
-80.484528,25.850101,01b01,10884,551653,2859185,2001,337:19:31:24
-80.484537,25.850264,01b01,10906,551652,2859203,2001,337:19:31:35
-80.484546,25.850454,01b01,10936,551651,2859224,2001,337:19:31:49
-80.484532,25.851293,01b01,11056,551652,2859317,2001,337:19:32:50
-80.484540,25.851808,01b01,11132,551651,2859374,2001,337:19:33:27
-80.484560,25.851944,01b01,11157,551649,2859389,2001,337:19:33:40
-80.484569,25.852016,01b01,11160,551648,2859397,2001,337:19:33:42
-80.484579,25.852070,01b01,11171,551647,2859403,2001,337:19:33:47
-80.484589,25.852106,01b01,11178,551646,2859407,2001,337:19:33:50
-80.484599,25.852160,01b01,11184,551645,2859413,2001,337:19:33:54
-80.484608,25.852269,01b01,11200,551644,2859425,2001,337:19:34:02
-80.484617,25.852395,01b01,11219,551643,2859439,2001,337:19:34:11
-80.484625,25.853064,01b01,11317,551642,2859513,2001,337:19:35:00
-80.484634,25.853163,01b01,11331,551641,2859524,2001,337:19:35:07
-80.484643,25.853325,01b01,11353,551640,2859542,2001,337:19:35:18
-80.484630,25.854120,01b01,11470,551641,2859630,2001,337:19:36:17
-80.484619,25.854400,01b01,11512,551642,2859661,2001,337:19:36:38
-80.484628,25.854544,01b01,11531,551641,2859677,2001,337:19:36:47
-80.484638,25.854680,01b01,11552,551640,2859692,2001,337:19:36:58
-80.484647,25.854752,01b01,11563,551639,2859700,2001,337:19:37:03
-80.484657,25.854806,01b01,11570,551638,2859706,2001,337:19:37:07
-80.484666,25.854906,01b01,11583,551637,2859717,2001,337:19:37:13
-80.484676,25.854933,01b01,11589,551636,2859720,2001,337:19:37:16
-80.484686,25.855050,01b01,11604,551635,2859733,2001,337:19:37:23
-80.484673,25.855637,01b01,11691,551636,2859798,2001,337:19:38:08
-80.484682,25.856035,01b01,11746,551635,2859842,2001,337:19:38:35
-80.484691,25.856125,01b01,11758,551634,2859852,2001,337:19:38:41
-80.484701,25.856197,01b01,11768,551633,2859860,2001,337:19:38:46
-80.484710,25.856269,01b01,11780,551632,2859868,2001,337:19:38:51
-80.484720,25.856351,01b01,11791,551631,2859877,2001,337:19:38:57
-80.484730,25.856432,01b01,11803,551630,2859886,2001,337:19:39:02
-80.484739,25.856540,01b01,11816,551629,2859898,2001,337:19:39:10
-80.484748,25.856775,01b01,11851,551628,2859924,2001,337:19:39:27
-80.484738,25.856811,01b01,11854,551629,2859928,2001,337:19:39:29
-80.484747,25.857163,01b01,11906,551628,2859967,2001,337:19:39:55
-80.484756,25.857362,01b01,11934,551627,2859989,2001,337:19:40:08
-80.484765,25.857471,01b01,11949,551626,2860001,2001,337:19:40:17
-80.484775,25.857507,01b01,11956,551625,2860005,2001,337:19:40:20
-80.484785,25.857534,01b01,11962,551624,2860008,2001,337:19:40:23
-80.484795,25.857588,01b01,11968,551623,2860014,2001,337:19:40:26
-80.484804,25.857624,01b01,11973,551622,2860018,2001,337:19:40:29
-80.484814,25.857696,01b01,11988,551621,2860026,2001,337:19:40:35
-80.484824,25.857778,01b01,11997,551620,2860035,2001,337:19:40:40
-80.484833,25.857967,01b01,12027,551619,2860056,2001,337:19:40:55
-80.484842,25.858265,01b01,12076,551618,2860089,2001,337:19:41:20
-80.484829,25.858888,01b01,12178,551619,2860158,2001,337:19:42:11
-80.484818,25.858988,01b01,12193,551620,2860169,2001,337:19:42:18
-80.484808,25.859069,01b01,12208,551621,2860178,2001,337:19:42:26
-80.484798,25.859195,01b01,12224,551622,2860192,2001,337:19:42:34
-80.484807,25.859268,01b01,12237,551621,2860200,2001,337:19:42:40
-80.484817,25.859376,01b01,12253,551620,2860212,2001,337:19:42:49
-80.484826,25.859439,01b01,12265,551619,2860219,2001,337:19:42:54
-80.484836,25.859484,01b01,12272,551618,2860224,2001,337:19:42:58
-80.484846,25.859539,01b01,12281,551617,2860230,2001,337:19:43:02
-80.484856,25.859575,01b01,12288,551616,2860234,2001,337:19:43:05
-80.484865,25.859647,01b01,12297,551615,2860242,2001,337:19:43:10
-80.484875,25.859674,01b01,12302,551614,2860245,2001,337:19:43:13
-80.484885,25.859737,01b01,12310,551613,2860252,2001,337:19:43:17
-80.484895,25.859801,01b01,12320,551612,2860259,2001,337:19:43:22
-80.484884,25.859954,01b01,12345,551613,2860276,2001,337:19:43:35
-80.484874,25.860081,01b01,12366,551614,2860290,2001,337:19:43:45
-80.484863,25.860153,01b01,12377,551615,2860298,2001,337:19:43:50
-80.484853,25.860234,01b01,12389,551616,2860307,2001,337:19:43:56
-80.484843,25.860306,01b01,12401,551617,2860315,2001,337:19:44:02
-80.484832,25.860360,01b01,12410,551618,2860321,2001,337:19:44:07
-80.484822,25.860451,01b01,12424,551619,2860331,2001,337:19:44:14
-80.484812,25.860523,01b01,12435,551620,2860339,2001,337:19:44:19
-80.484802,25.860586,01b01,12447,551621,2860346,2001,337:19:44:25
-80.484791,25.860649,01b01,12456,551622,2860353,2001,337:19:44:30
-80.484781,25.860785,01b01,12476,551623,2860368,2001,337:19:44:40
-80.484790,25.861001,01b01,12512,551622,2860392,2001,337:19:44:58
-80.484799,25.861083,01b01,12522,551621,2860401,2001,337:19:45:03
-80.484809,25.861128,01b01,12531,551620,2860406,2001,337:19:45:07
-80.484819,25.861200,01b01,12543,551619,2860414,2001,337:19:45:13
-80.484829,25.861245,01b01,12549,551618,2860419,2001,337:19:45:17
-80.484838,25.861299,01b01,12560,551617,2860425,2001,337:19:45:22
-80.484848,25.861390,01b01,12572,551616,2860435,2001,337:19:45:28
-80.484858,25.861453,01b01,12585,551615,2860442,2001,337:19:45:34
-80.484867,25.861525,01b01,12595,551614,2860450,2001,337:19:45:40
-80.484877,25.861589,01b01,12605,551613,2860457,2001,337:19:45:44
-80.484887,25.861643,01b01,12614,551612,2860463,2001,337:19:45:49
-80.484897,25.861697,01b01,12623,551611,2860469,2001,337:19:45:53
-80.484906,25.861733,01b01,12628,551610,2860473,2001,337:19:45:56
-80.484916,25.861769,01b01,12633,551609,2860477,2001,337:19:45:58
-80.484926,25.861833,01b01,12643,551608,2860484,2001,337:19:46:04
-80.484936,25.861887,01b01,12651,551607,2860490,2001,337:19:46:07
-80.484945,25.861932,01b01,12662,551606,2860495,2001,337:19:46:13
-80.484935,25.862131,01b01,12691,551607,2860517,2001,337:19:46:28
-80.484924,25.862194,01b01,12703,551608,2860524,2001,337:19:46:33
-80.484914,25.862266,01b01,12712,551609,2860532,2001,337:19:46:38
-80.484904,25.862284,01b01,12716,551610,2860534,2001,337:19:46:40
-80.484894,25.862347,01b01,12724,551611,2860541,2001,337:19:46:44
-80.484884,25.862383,01b01,12730,551612,2860545,2001,337:19:46:47
-80.484874,25.862392,01b01,12734,551613,2860546,2001,337:19:46:49
-80.484863,25.862446,01b01,12741,551614,2860552,2001,337:19:46:52
-80.484853,25.862464,01b01,12745,551615,2860554,2001,337:19:46:55
-80.484843,25.862519,01b01,12753,551616,2860560,2001,337:19:46:58
-80.484833,25.862573,01b01,12762,551617,2860566,2001,337:19:47:03
-80.484823,25.862636,01b01,12772,551618,2860573,2001,337:19:47:08
-80.484832,25.862735,01b01,12787,551617,2860584,2001,337:19:47:15
-80.484842,25.862871,01b01,12807,551616,2860599,2001,337:19:47:26
-80.484851,25.862916,01b01,12816,551615,2860604,2001,337:19:47:30
-80.484861,25.862988,01b01,12826,551614,2860612,2001,337:19:47:35
-80.484871,25.863051,01b01,12835,551613,2860619,2001,337:19:47:39
-80.484880,25.863178,01b01,12857,551612,2860633,2001,337:19:47:51
-80.484869,25.863539,01b01,12913,551613,2860673,2001,337:19:48:19
-80.484878,25.863774,01b01,12953,551612,2860699,2001,337:19:48:39
-80.484887,25.863864,01b01,12968,551611,2860709,2001,337:19:48:46
-80.484897,25.863936,01b01,12978,551610,2860717,2001,337:19:48:51
-80.484906,25.864027,01b01,12990,551609,2860727,2001,337:19:48:57
-80.484916,25.864063,01b01,12999,551608,2860731,2001,337:19:49:01
-80.484926,25.864108,01b01,13008,551607,2860736,2001,337:19:49:06
-80.484936,25.864153,01b01,13016,551606,2860741,2001,337:19:49:10
-80.484945,25.864226,01b01,13026,551605,2860749,2001,337:19:49:15
-80.484955,25.864307,01b01,13038,551604,2860758,2001,337:19:49:21
-80.484944,25.864560,01b01,13080,551605,2860786,2001,337:19:49:42
-80.484934,25.864632,01b01,13092,551606,2860794,2001,337:19:49:48
-80.484923,25.864704,01b01,13105,551607,2860802,2001,337:19:49:54
-80.484913,25.864803,01b01,13119,551608,2860813,2001,337:19:50:02
-80.484923,25.864876,01b01,13132,551607,2860821,2001,337:19:50:08
-80.484932,25.865011,01b01,13152,551606,2860836,2001,337:19:50:19
-80.484941,25.865174,01b01,13179,551605,2860854,2001,337:19:50:32
-80.484950,25.865571,01b01,13242,551604,2860898,2001,337:19:51:03
-80.484959,25.865697,01b01,13259,551603,2860912,2001,337:19:51:11
-80.484969,25.865779,01b01,13271,551602,2860921,2001,337:19:51:18
-80.484978,25.865887,01b01,13288,551601,2860933,2001,337:19:51:26
-80.484985,25.866655,01b01,13398,551600,2861018,2001,337:19:52:21
-80.484994,25.866772,01b01,13415,551599,2861031,2001,337:19:52:29
-80.485004,25.866926,01b01,13438,551598,2861048,2001,337:19:52:41
-80.484993,25.867034,01b01,13452,551599,2861060,2001,337:19:52:48
-80.484983,25.867142,01b01,13471,551600,2861072,2001,337:19:52:57
-80.484972,25.867223,01b01,13483,551601,2861081,2001,337:19:53:04
-80.484981,25.867522,01b01,13525,551600,2861114,2001,337:19:53:24
-80.484990,25.867648,01b01,13544,551599,2861128,2001,337:19:53:34
-80.484999,25.867964,01b01,13589,551598,2861163,2001,337:19:53:57
-80.485008,25.868145,01b01,13617,551597,2861183,2001,337:19:54:10
-80.485018,25.868253,01b01,13631,551596,2861195,2001,337:19:54:17
-80.485027,25.868407,01b01,13654,551595,2861212,2001,337:19:54:29
-80.485036,25.868551,01b01,13675,551594,2861228,2001,337:19:54:40
-80.485046,25.868650,01b01,13691,551593,2861239,2001,337:19:54:48
-80.485056,25.868750,01b01,13704,551592,2861250,2001,337:19:54:54
-80.485065,25.868876,01b01,13722,551591,2861264,2001,337:19:55:04
-80.485074,25.869039,01b01,13746,551590,2861282,2001,337:19:55:15
-80.485064,25.869219,01b01,13775,551591,2861302,2001,337:19:55:30
-80.485053,25.869382,01b01,13798,551592,2861320,2001,337:19:55:41
-80.485042,25.869472,01b01,13811,551593,2861330,2001,337:19:55:47
-80.485051,25.869779,01b01,13856,551592,2861364,2001,337:19:56:10
-80.485061,25.869870,01b01,13870,551591,2861374,2001,337:19:56:17
-80.485070,25.869924,01b01,13877,551590,2861380,2001,337:19:56:20
-80.485080,25.870050,01b01,13898,551589,2861394,2001,337:19:56:31
-80.485089,25.870159,01b01,13912,551588,2861406,2001,337:19:56:38
-80.485077,25.870682,01b01,13991,551589,2861464,2001,337:19:57:17
-80.485067,25.870827,01b01,14010,551590,2861480,2001,337:19:57:27
-80.485056,25.870953,01b01,14031,551591,2861494,2001,337:19:57:37
-80.485065,25.871107,01b01,14053,551590,2861511,2001,337:19:57:49
-80.485075,25.871242,01b01,14070,551589,2861526,2001,337:19:57:57
-80.485084,25.871305,01b01,14083,551588,2861533,2001,337:19:58:03
-80.485094,25.871360,01b01,14091,551587,2861539,2001,337:19:58:08
-80.485104,25.871432,01b01,14099,551586,2861547,2001,337:19:58:12
-80.485114,25.871495,01b01,14110,551585,2861554,2001,337:19:58:17
-80.485102,25.871793,01b01,14154,551586,2861587,2001,337:19:58:39
-80.485092,25.871892,01b01,14168,551587,2861598,2001,337:19:58:46
-80.485081,25.872082,01b01,14197,551588,2861619,2001,337:19:59:01
-80.485090,25.872226,01b01,14220,551587,2861635,2001,337:19:59:12
-80.485100,25.872317,01b01,14234,551586,2861645,2001,337:19:59:19
-80.485110,25.872407,01b01,14253,551585,2861655,2001,337:19:59:28
-80.485119,25.872506,01b01,14263,551584,2861666,2001,337:19:59:34
-80.485129,25.872624,01b01,14286,551583,2861679,2001,337:19:59:45
-80.485118,25.872804,01b01,14310,551584,2861699,2001,337:19:59:57
-80.485107,25.873075,01b01,14353,551585,2861729,2001,337:20:00:19
-80.485096,25.873265,01b01,14381,551586,2861750,2001,337:20:00:33
-80.485095,25.873382,01b02,1,551586,2861763,2001,337:20:00:44
-80.485085,25.873445,01b02,8,551587,2861770,2001,337:20:00:48
-80.485158,25.875134,01b02,275,551579,2861957,2001,337:20:03:00
-80.485167,25.875179,01b02,281,551578,2861962,2001,337:20:03:03
-80.485177,25.875225,01b02,290,551577,2861967,2001,337:20:03:08
-80.485187,25.875297,01b02,300,551576,2861975,2001,337:20:03:13
-80.485197,25.875360,01b02,310,551575,2861982,2001,337:20:03:18
-80.485206,25.875459,01b02,327,551574,2861993,2001,337:20:03:26
-80.485195,25.875703,01b02,364,551575,2862020,2001,337:20:03:45
-80.485185,25.875812,01b02,383,551576,2862032,2001,337:20:03:54
