-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
VIC1        49718.000    1995     1     1     0
VIC1        52274.750    2001    12    31    18
VIC1       -86596.184 -5393806.190  3391546.690
49874.75    -0.691081     0.257162     5.339295
49875.00    -0.722402     0.311980     6.847614
49875.25    -0.633673     0.210606     5.789915
49875.50    -0.486711     0.164872     5.048746
49875.75    -0.409992     0.102257     3.847379
49876.00    -0.365854     0.131428     4.630328
49876.25    -0.232438     0.076876     3.267380
49876.50    -0.086445     0.112122     2.643258
49876.75    -0.041646     0.119468     1.305177
49877.00    -0.055138     0.217303     2.048975
49877.25     0.033364     0.153091     0.979601
49877.50     0.135079     0.174520     0.495394
49877.75     0.148853     0.097783    -0.596974
49878.00     0.133420     0.146189     0.491981
49878.25     0.111805     0.061223    -0.234278
49878.50     0.166594     0.015790     0.264394
49878.75     0.133286    -0.058192    -0.413344
49879.00     0.070148    -0.069689     1.126648
49879.25     0.051320    -0.120283     0.204951
49879.50     0.042167    -0.191497     0.880431
49879.75     0.011270    -0.300148     0.379058
49880.00    -0.098461    -0.337864     1.735614
49880.25    -0.111368    -0.487644     0.751331
49880.50    -0.130738    -0.530011     0.961587
49880.75    -0.145785    -0.531539     0.416896
49881.00    -0.234181    -0.343091     1.838684
49881.25    -0.296570    -0.359965     1.038067
49881.50    -0.245117    -0.303882     1.077417
49881.75    -0.222557    -0.289340     0.296192
49882.00    -0.328622    -0.104165     1.975456
49882.25    -0.274981    -0.060104     0.841519
49882.50    -0.195095     0.016261     0.300605
49882.75    -0.186994     0.042421    -0.810486
49883.00    -0.269553     0.167162     0.660250
49883.25    -0.204010     0.161131    -0.453246
49883.50    -0.111092     0.211520    -0.919615
49883.75    -0.064227     0.249493    -1.884969
49884.00    -0.111448     0.335933    -0.655575
49884.25    -0.035247     0.285606    -1.684603
49884.50     0.115386     0.311503    -2.232950
49884.75     0.123982     0.229169    -2.971003
49885.00     0.038805     0.286343    -1.602972
49885.25     0.109706     0.201404    -2.626591
49885.50     0.219704     0.198527    -2.827943
49885.75     0.177118     0.143639    -2.988347
49886.00     0.092141     0.152887    -1.286976
49886.25     0.121906     0.058244    -1.960417
49886.50     0.162034     0.012854    -1.885817
49886.75     0.139721    -0.057325    -2.317174
49887.00    -0.004552    -0.040590    -0.248094
49887.25    -0.053202    -0.138008    -0.713089
49887.50    -0.015250    -0.158202    -0.543536
49887.75    -0.075672    -0.196374    -0.308594
49888.00    -0.214681    -0.134512     1.681687
49888.25    -0.183801    -0.163505     1.438908
49888.50    -0.106542    -0.127869     1.534782
49888.75    -0.118238    -0.136395     1.328432
49889.00    -0.184777     0.007824     2.772750
49889.25    -0.112046    -0.018354     2.207083
49889.50    -0.050938     0.029291     2.335123
49889.75    -0.059017     0.011336     1.786851
49890.00    -0.117390     0.117834     2.967168
49890.25    -0.036011     0.048687     1.823023
49890.50     0.021584     0.058460     2.018431
49890.75    -0.018755    -0.015635     0.790996
49891.00    -0.054871     0.031375     1.768304
49891.25    -0.095442    -0.041784     1.020485
49891.50    -0.033138    -0.048158     1.052594
49891.75    -0.077383    -0.118680     0.430072
49892.00    -0.118174    -0.050049     1.922752
49892.25    -0.183815    -0.111352     1.533102
49892.50    -0.148879    -0.068057     2.176565
49892.75    -0.181533    -0.112452     1.816097
49893.00    -0.278340     0.011025     3.567609
49893.25    -0.237944    -0.021127     3.132631
49893.50    -0.218500     0.005568     3.353960
49893.75    -0.228772    -0.041263     2.564587
49894.00    -0.236888     0.031776     3.737315
49894.25    -0.211480    -0.059223     2.499083
49894.50    -0.132954    -0.036641     2.343749
49894.75    -0.124463    -0.025540     1.510475
49895.00    -0.089186     0.060159     2.473685
49895.25    -0.058800     0.041233     1.697761
49895.50    -0.047590     0.045651     1.615800
49895.75    -0.018666     0.012224     0.414800
49896.00    -0.080443     0.072426     1.823365
49896.25    -0.033444     0.008009     1.125579
49896.50     0.023579     0.027556     1.462671
49896.75     0.033171     0.024518     0.523848
49897.00     0.020552     0.099625     2.062662
49897.25     0.043139    -0.009240     1.344853
49897.50     0.062047     0.001553     1.428889
49897.75     0.091128    -0.086323     0.339581
49898.00     0.043747    -0.064347     1.604172
49898.25     0.060333    -0.187014     0.553717
49898.50     0.085919    -0.195810     0.674677
49898.75     0.056375    -0.250166    -0.159017
49899.00    -0.024480    -0.184180     0.957329
49899.25    -0.012413    -0.244528     0.373833
49899.50    -0.060135    -0.216664     0.932923
49899.75    -0.055939    -0.251320     0.276728
49900.00    -0.138079    -0.115761     1.393932
49900.25    -0.172219    -0.102346     0.829793
49900.50    -0.174529    -0.049048     1.110905
49900.75    -0.273521    -0.027208     0.733454
49901.00    -0.433967     0.144394     2.160932
49901.25    -0.509266     0.192761     2.066486
49901.50    -0.581127     0.340269     2.607819
49901.75    -0.637696     0.383059     2.317040
49902.00    -0.681943     0.500447     3.521988
49902.25    -0.630158     0.483657     2.426862
49902.50    -0.564337     0.519019     2.470116
49902.75    -0.506443     0.482218     0.995820
49903.00    -0.448150     0.481262     1.653496
49903.25    -0.365244     0.330484     0.405044
49903.50    -0.286953     0.270842     0.623384
49903.75    -0.244548     0.143867    -0.600102
49904.00    -0.224472     0.063189    -0.365908
49904.25    -0.205197    -0.054467    -1.234322
49904.50    -0.114856    -0.143126    -1.368262
49904.75    -0.087154    -0.238225    -2.462404
49905.00    -0.173899    -0.207672    -1.092456
49905.25    -0.189163    -0.271049    -1.684540
49905.50    -0.139259    -0.297497    -1.553410
49905.75    -0.158575    -0.363638    -2.446738
49906.00    -0.172862    -0.299801    -0.678332
49906.25    -0.276420    -0.334544    -1.160205
49906.50    -0.229714    -0.299111    -0.524914
49906.75    -0.288587    -0.363128    -1.286553
49907.00    -0.346990    -0.258876     0.571697
49907.25    -0.385075    -0.329720     0.083952
49907.50    -0.382670    -0.317204     0.639775
49907.75    -0.419645    -0.356541     0.428389
49908.00    -0.387242    -0.233501     1.964305
49908.25    -0.436966    -0.261681     1.378835
49908.50    -0.355310    -0.246206     1.728000
49908.75    -0.347051    -0.182940     0.656192
49909.00    -0.343451    -0.046362     1.750646
49909.25    -0.267327    -0.071802     0.803430
49909.50    -0.185383    -0.039399     1.005289
49909.75    -0.190712    -0.013749     0.100029
49910.00    -0.247620     0.109533     1.607499
49910.25    -0.204414     0.054358     0.746671
49910.50    -0.153481     0.079683     1.058673
49910.75    -0.169485     0.071276     0.696261
49911.00    -0.215576     0.161138     1.744401
49911.25    -0.177479     0.072140     0.956430
49911.50    -0.128267     0.096260     1.048522
49911.75    -0.140346     0.011427     0.244426
49912.00    -0.151799     0.079021     1.260173
49912.25    -0.078384     0.011310     0.309914
49912.50     0.004569    -0.008086     0.159415
49912.75     0.056536    -0.078013    -0.473986
49913.00    -0.038439     0.012145     0.901755
49913.25    -0.024467    -0.057991     0.136927
49913.50     0.051267    -0.040252     0.102480
49913.75     0.043691    -0.070946    -0.696622
49914.00    -0.025592    -0.030487     0.825863
49914.25     0.008211    -0.103390    -0.095851
49914.50     0.005022    -0.102754     0.521602
49914.75    -0.037876    -0.162900    -0.243076
49915.00    -0.109909    -0.114353     1.320543
49915.25    -0.120559    -0.191583     0.386417
49915.50    -0.182061    -0.234355     1.062950
49915.75    -0.223850    -0.270896     0.598080
49916.00    -0.335877    -0.202038     2.448953
49916.25    -0.350879    -0.257095     1.725226
49916.50    -0.328509    -0.249617     2.163258
49916.75    -0.285992    -0.276062     1.161813
49917.00    -0.407406    -0.191223     2.622903
49917.25    -0.319906    -0.251131     1.295038
49917.50    -0.293270    -0.184122     1.578509
49917.75    -0.316906    -0.246148     0.675315
49918.00    -0.389223    -0.115074     2.109846
49918.25    -0.407446    -0.160384     1.686089
49918.50    -0.433149    -0.098652     1.973658
49918.75    -0.496561    -0.148392     1.074354
49919.00    -0.532771    -0.032959     2.411671
49919.25    -0.533856    -0.096908     1.362942
49919.50    -0.502371    -0.064724     1.314646
49919.75    -0.544081    -0.075475     0.361895
49920.00    -0.604914     0.086240     1.804874
49920.25    -0.611308     0.008096     0.897650
49920.50    -0.636819     0.040020     1.018209
49920.75    -0.717561    -0.004009     0.662412
49921.00    -0.780673     0.109083     2.477959
49921.25    -0.780235     0.010222     1.818543
49921.50    -0.808077     0.027600     1.846677
49921.75    -0.795069    -0.032413     0.906328
49922.00    -0.829911     0.058454     2.619918
49922.25    -0.760899    -0.005808     1.596470
49922.50    -0.731004     0.013230     1.661164
49922.75    -0.706371    -0.050648     0.978610
49923.00    -0.701963     0.087229     2.335159
49923.25    -0.703465     0.014737     1.417540
49923.50    -0.653515     0.080218     1.677795
49923.75    -0.651644     0.042945     0.613187
49924.00    -0.730597     0.131954     2.087258
49924.25    -0.689494     0.091315     0.906334
49924.50    -0.641181     0.086044     1.142325
49924.75    -0.683569     0.058460     0.584572
49925.00    -0.693830     0.133050     2.201287
49925.25    -0.655715     0.116076     1.134105
49925.50    -0.591361     0.142609     1.790029
49925.75    -0.549232     0.109064     0.816382
49926.00    -0.560378     0.184977     2.660020
49926.25    -0.461124     0.089074     1.398162
49926.50    -0.347286     0.051442     1.550757
49926.75    -0.293632    -0.022141     0.266719
49927.00    -0.230305     0.089418     1.590117
49927.25    -0.112924     0.030675     0.630214
49927.50     0.013154     0.067045     0.483362
49927.75     0.056320     0.028166    -0.500368
49928.00     0.018138     0.134026     0.743452
49928.25     0.105218     0.063003    -0.014117
49928.50     0.113640     0.120923     0.683741
49928.75     0.120012     0.133241     0.220484
49929.00    -0.003218     0.249259     1.429894
49929.25     0.014125     0.191444     0.551028
49929.50     0.046882     0.208383     0.756067
49929.75     0.021094     0.162427    -0.197031
49930.00    -0.093951     0.172229     1.149773
49930.25    -0.033437     0.109294     0.010092
49930.50    -0.036057     0.130475     0.466935
49930.75    -0.065876     0.099093    -0.342188
49931.00    -0.161300     0.153355     1.077776
49931.25    -0.113105     0.115273     0.034705
49931.50    -0.110810     0.137645     0.471535
49931.75    -0.116945     0.074441    -0.253786
49932.00    -0.188790     0.165288     1.690221
49932.25    -0.102030     0.125436     0.738116
49932.50    -0.065787     0.112005     1.425839
49932.75    -0.078391     0.047199     0.589451
49933.00    -0.113671     0.131296     2.299149
49933.25    -0.119476     0.020198     1.790668
49933.50    -0.195904     0.120285     2.127655
49933.75    -0.234176     0.094998     1.174868
49934.00    -0.392223     0.185640     2.876738
49934.25    -0.437740     0.165855     2.471192
49934.50    -0.509830     0.178118     3.027719
49934.75    -0.555789     0.128592     2.248827
49935.00    -0.595758     0.253079     3.546557
49935.25    -0.554793     0.212220     2.569549
49935.50    -0.487105     0.260385     2.556050
49935.75    -0.476075     0.241087     1.330808
49936.00    -0.470563     0.321415     2.389908
49936.25    -0.378677     0.235186     1.299857
49936.50    -0.293078     0.265396     1.168202
49936.75    -0.257299     0.183097     0.084686
49937.00    -0.304182     0.248882     1.297973
49937.25    -0.250890     0.172653     0.394910
49937.50    -0.199639     0.216561     0.596651
49937.75    -0.244182     0.150462    -0.030393
49938.00    -0.265294     0.248610     1.409042
49938.25    -0.231952     0.161750     0.813656
49938.50    -0.179965     0.188257     1.272407
49938.75    -0.260111     0.107478     0.962242
49939.00    -0.334982     0.195024     2.456759
49939.25    -0.347054     0.092407     2.336887
49939.50    -0.370229     0.118253     2.649984
49939.75    -0.403235     0.078808     1.869377
49940.00    -0.479800     0.137271     3.142467
49940.25    -0.446107     0.031251     2.185725
49940.50    -0.379318     0.056729     2.228441
49940.75    -0.370874    -0.001670     1.078425
49941.00    -0.430028     0.039305     2.420384
49941.25    -0.363815    -0.042359     1.315951
49941.50    -0.322911    -0.033507     1.639507
49941.75    -0.346547    -0.083733     0.629042
49942.00    -0.398269     0.042229     1.971821
49942.25    -0.395767     0.034254     1.201044
49942.50    -0.392862     0.109014     1.419600
49942.75    -0.457725     0.121691     0.740113
49943.00    -0.536961     0.212030     2.298077
49943.25    -0.513615     0.178756     1.260634
49943.50    -0.435115     0.195042     1.480381
49943.75    -0.408757     0.147074     0.387276
49944.00    -0.418467     0.158822     2.241806
49944.25    -0.312233     0.074280     1.265833
49944.50    -0.228975     0.104978     1.731735
49944.75    -0.212767     0.056756     1.276625
49945.00    -0.249023     0.101491     2.994242
49945.25    -0.113714     0.027882     2.038613
49945.50    -0.069450     0.038293     2.176005
49945.75    -0.025203    -0.024748     1.484992
49946.00    -0.062421     0.057539     2.971185
49946.25     0.019694    -0.011653     2.335769
49946.50     0.029914     0.016113     2.542421
49946.75     0.095112     0.002262     1.692332
