-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HOB2        49718.000    1995     1     1     0
HOB2        52274.750    2001    12    31    18
HOB2     -3950071.361  2522415.185 -4311638.362
49871.50     0.564873    -2.059934    -3.636994
49871.75     0.191782    -1.686023    -3.371474
49872.00     0.465112    -1.493957    -3.525798
49872.25     0.720926    -1.666308    -2.797930
49872.50     0.782986    -2.253385    -3.818882
49872.75     0.526421    -1.897661    -3.690350
49873.00     0.945962    -1.681295    -3.739771
49873.25     1.145138    -1.663674    -2.923598
49873.50     1.269649    -2.041974    -3.817430
49873.75     1.030417    -1.538733    -3.466267
49874.00     1.424322    -1.212578    -3.388450
49874.25     1.445008    -1.041229    -2.406819
49874.50     1.402781    -1.442634    -3.002416
49874.75     1.093390    -0.951625    -2.416838
49875.00     1.308996    -0.852655    -2.494063
49875.25     1.294207    -0.817435    -1.409891
49875.50     1.285875    -1.310052    -2.046273
49875.75     0.993169    -0.976406    -1.683030
49876.00     1.225165    -0.902951    -1.804527
49876.25     1.336562    -1.001544    -0.920699
49876.50     1.546677    -1.638032    -1.960712
49876.75     1.240068    -1.182980    -1.534009
49877.00     1.469968    -0.968627    -1.363526
49877.25     1.235543    -0.983799    -0.086905
49877.50     1.037381    -1.589109    -0.727345
49877.75     0.257139    -1.182252    -0.089118
49878.00     0.269481    -0.961588    -0.034856
49878.25     0.116389    -1.022403     0.939501
49878.50     0.246564    -1.520738    -0.148246
49878.75    -0.005346    -1.132140     0.133110
49879.00     0.536292    -1.073366    -0.653469
49879.25     0.687024    -1.189841    -0.272379
49879.50     0.697817    -1.734675    -1.441120
49879.75     0.263638    -1.345312    -1.501369
49880.00     0.598307    -1.118850    -1.805532
49880.25     0.805982    -1.203271    -1.318412
49880.50     1.097416    -1.754904    -2.556839
49880.75     0.852876    -1.369348    -2.410567
49881.00     1.395047    -1.283546    -2.603122
49881.25     1.627892    -1.443908    -1.967160
49881.50     1.733120    -2.009819    -2.791945
49881.75     1.317564    -1.628327    -2.548369
49882.00     1.627275    -1.473472    -2.765131
49882.25     1.684571    -1.509569    -2.121994
49882.50     1.732692    -2.079893    -3.221975
49882.75     1.393767    -1.723315    -3.173364
49883.00     1.754973    -1.460182    -3.538545
49883.25     1.693802    -1.431110    -2.895250
49883.50     1.699642    -1.827582    -3.820344
49883.75     1.369185    -1.358822    -3.471740
49884.00     1.757331    -1.206210    -3.651862
49884.25     1.773280    -1.303624    -2.901301
49884.50     1.858112    -1.877037    -3.932705
49884.75     1.683660    -1.666185    -4.196034
49885.00     2.173021    -1.675966    -4.904764
49885.25     2.223679    -1.954518    -4.432008
49885.50     2.383357    -2.590298    -5.409635
49885.75     2.103424    -2.297199    -5.265627
49886.00     2.403456    -2.156342    -5.549384
49886.25     2.360997    -2.283790    -4.898893
49886.50     2.383955    -2.846336    -5.888795
49886.75     2.110834    -2.514758    -5.767728
49887.00     2.360344    -2.169676    -5.778823
49887.25     2.295486    -2.008281    -4.646399
49887.50     2.184487    -2.318671    -5.307839
49887.75     1.689043    -1.783087    -4.749075
49888.00     1.863617    -1.479126    -4.563878
49888.25     1.766729    -1.505844    -3.630133
49888.50     1.692106    -1.964773    -4.620935
49888.75     1.438960    -1.629865    -4.866018
49889.00     1.744949    -1.479390    -5.235660
49889.25     1.788430    -1.588761    -4.191820
49889.50     1.778626    -2.128182    -5.197133
49889.75     1.457605    -1.756663    -5.153622
49890.00     1.727736    -1.705984    -5.696829
49890.25     1.586383    -1.779940    -4.654725
49890.50     1.560597    -2.275618    -5.548166
49890.75     1.125088    -1.802718    -5.173612
49891.00     1.313928    -1.496231    -5.390973
49891.25     1.271515    -1.418723    -4.545897
49891.50     1.307655    -1.851707    -5.544512
49891.75     0.911635    -1.411029    -5.121164
49892.00     1.249849    -1.190476    -5.043958
49892.25     1.292198    -1.092758    -3.892394
49892.50     1.390357    -1.551048    -4.561570
49892.75     1.115141    -1.199319    -3.981448
49893.00     1.369930    -1.071185    -3.606245
49893.25     1.369288    -1.143004    -2.213172
49893.50     1.321864    -1.561363    -2.627264
49893.75     0.790195    -1.081282    -2.239881
49894.00     1.058918    -0.878313    -2.479438
49894.25     0.882608    -0.978510    -1.119261
49894.50     0.928281    -1.576529    -1.717051
49894.75     0.611508    -1.247991    -0.943655
49895.00     0.922466    -1.037248    -0.506395
49895.25     0.982614    -1.257511     0.560098
49895.50     1.194086    -1.950389    -0.683168
49895.75     0.757962    -1.791514    -0.672579
49896.00     1.142789    -1.854670    -1.139720
49896.25     1.241016    -2.135763    -0.813262
49896.50     1.321366    -2.657776    -2.038520
49896.75     0.801452    -2.190559    -1.783486
49897.00     1.170504    -2.057684    -2.384126
49897.25     1.200084    -2.278094    -2.300908
49897.50     1.236556    -2.751346    -3.341216
49897.75     0.766055    -2.174017    -2.924275
49898.00     0.989482    -1.727535    -2.678314
49898.25     0.893532    -1.644145    -1.308017
49898.50     1.050862    -2.023536    -1.857085
49898.75     0.900411    -1.768184    -1.714727
49899.00     1.440427    -1.639686    -2.362389
49899.25     1.736978    -1.886452    -2.133669
49899.50     2.064552    -2.405144    -3.591167
49899.75     1.782342    -2.091172    -3.504810
49900.00     2.099328    -1.993304    -3.647459
49900.25     2.098696    -1.990321    -2.485494
49900.50     1.986638    -2.310370    -3.229672
49900.75     1.510659    -1.782372    -2.956234
49901.00     1.814829    -1.459346    -3.010232
49901.25     1.900051    -1.490089    -2.617979
49901.50     2.212112    -1.964410    -4.044736
49901.75     2.035499    -1.549980    -4.078843
49902.00     2.300078    -1.234981    -4.244222
49902.25     2.192697    -1.265334    -3.301896
49902.50     2.150296    -1.773989    -4.068660
49902.75     1.743488    -1.486923    -3.903756
49903.00     1.832273    -1.380893    -3.697249
49903.25     1.792831    -1.627676    -3.048838
49903.50     1.854431    -2.219982    -4.385149
49903.75     1.436008    -1.990941    -4.626352
49904.00     1.721394    -1.879595    -5.029370
49904.25     1.776747    -2.003723    -4.408830
49904.50     1.892661    -2.510728    -5.407067
49904.75     1.643938    -2.116846    -5.115800
49905.00     2.085138    -1.899923    -5.389804
49905.25     2.191198    -1.900883    -4.439704
49905.50     2.368156    -2.317042    -5.303447
49905.75     2.075341    -1.859268    -4.967772
49906.00     2.411947    -1.683623    -5.155945
49906.25     2.387897    -1.700706    -4.112454
49906.50     2.464061    -2.183816    -4.886066
49906.75     2.126834    -1.820939    -4.648256
49907.00     2.404572    -1.657699    -4.473069
49907.25     2.265277    -1.653034    -3.089450
49907.50     2.317684    -2.260622    -3.807830
49907.75     1.957333    -1.925338    -3.155982
49908.00     2.454848    -1.920342    -2.660205
49908.25     2.550691    -2.027087    -1.262643
49908.50     2.593127    -2.573580    -1.648565
49908.75     2.057690    -2.045326    -1.068975
49909.00     2.225961    -1.913315    -1.181197
49909.25     1.869281    -1.942613    -0.251935
49909.50     1.691118    -2.347318    -0.902306
49909.75     1.046239    -1.834525    -0.525202
49910.00     1.231714    -1.510522    -0.495609
49910.25     1.043924    -1.473087     0.717539
49910.50     1.061967    -1.828679     0.110575
49910.75     0.485178    -1.215954     0.843337
49911.00     0.682043    -0.938785     1.277494
49911.25     0.663178    -1.050816     2.321436
49911.50     0.919561    -1.609202     1.023407
49911.75     0.680556    -1.193351     0.978371
49912.00     1.095818    -1.114010     0.281389
49912.25     1.177646    -1.339273     0.685967
49912.50     1.270294    -1.986313    -0.465733
49912.75     0.929705    -1.660444    -0.553661
49913.00     1.439752    -1.619020    -1.195424
49913.25     1.528344    -1.905617    -0.849128
49913.50     1.674722    -2.564232    -2.241989
49913.75     1.335624    -2.345039    -2.567563
49914.00     1.638848    -2.225924    -2.840402
49914.25     1.625910    -2.413186    -2.300176
49914.50     1.677566    -2.777196    -3.117532
49914.75     1.157823    -2.249606    -2.534900
49915.00     1.356450    -1.842051    -2.229424
49915.25     1.400605    -1.864492    -1.210953
49915.50     1.592831    -2.203253    -2.292193
49915.75     1.416781    -1.679084    -2.178563
49916.00     1.888959    -1.299518    -2.224438
49916.25     2.095493    -1.337919    -1.513385
49916.50     2.268243    -1.850610    -2.641418
49916.75     2.065759    -1.522679    -3.096640
49917.00     2.485786    -1.340759    -3.553683
49917.25     2.616584    -1.517282    -2.986306
49917.50     2.758884    -2.106485    -4.093410
49917.75     2.356348    -1.862214    -4.154144
49918.00     2.596597    -1.786097    -4.262663
49918.25     2.529523    -1.939450    -3.303207
49918.50     2.565772    -2.415673    -4.110119
49918.75     1.992172    -1.902240    -3.548442
49919.00     2.028582    -1.681847    -3.330746
49919.25     1.888961    -1.768194    -2.102363
49919.50     1.864893    -2.212505    -2.777878
49919.75     1.446500    -1.722505    -2.420787
49920.00     1.639141    -1.436586    -2.661086
49920.25     1.573915    -1.381740    -2.065919
49920.50     1.696575    -1.704246    -3.389027
49920.75     1.487246    -1.188406    -3.429536
49921.00     1.881584    -0.861369    -3.689321
49921.25     2.071258    -0.702936    -2.952635
49921.50     2.345297    -1.169707    -4.011299
49921.75     2.108189    -0.704388    -3.682166
49922.00     2.397144    -0.583071    -3.865999
49922.25     2.471197    -0.736429    -3.252261
49922.50     2.695338    -1.380326    -4.385453
49922.75     2.319432    -1.046449    -4.190194
49923.00     2.566910    -0.957758    -4.279239
49923.25     2.555883    -1.127393    -3.435614
49923.50     2.573019    -1.587316    -4.218942
49923.75     2.026866    -1.059729    -3.743991
49924.00     2.148536    -0.757137    -3.789439
49924.25     1.951290    -0.706856    -2.603358
49924.50     1.893899    -1.006358    -3.304119
49924.75     1.337283    -0.489218    -2.878698
49925.00     1.479758    -0.215261    -2.797005
49925.25     1.347914    -0.250945    -2.100279
49925.50     1.419197    -0.727642    -3.117758
49925.75     0.888410    -0.380761    -2.721284
49926.00     1.097475    -0.280183    -2.716732
49926.25     1.078865    -0.524395    -1.932060
49926.50     1.176680    -1.170170    -2.645329
49926.75     0.801334    -0.973443    -2.355146
49927.00     1.265725    -0.968276    -2.619247
49927.25     1.424031    -1.286580    -1.968134
49927.50     1.619398    -1.938217    -3.057073
49927.75     1.316861    -1.607491    -3.075447
49928.00     1.652229    -1.468966    -3.335819
49928.25     1.441863    -1.548715    -2.364597
49928.50     1.438153    -1.949085    -3.191048
49928.75     1.109712    -1.422223    -2.850849
49929.00     1.340332    -1.026809    -2.848510
49929.25     1.344856    -1.044087    -2.488061
49929.50     1.449964    -1.519750    -3.966242
49929.75     1.081043    -0.978064    -3.835037
49930.00     1.425583    -0.669187    -3.730833
49930.25     1.498879    -0.645689    -2.499437
49930.50     1.595805    -0.977390    -2.869608
49930.75     1.336916    -0.570133    -2.497170
49931.00     1.841610    -0.542059    -2.957488
49931.25     2.078352    -0.911237    -2.806104
49931.50     2.421808    -1.616275    -4.175908
49931.75     2.328228    -1.424110    -4.587671
49932.00     2.871700    -1.396644    -5.348450
49932.25     2.958990    -1.689881    -4.866308
49932.50     3.082052    -2.331902    -6.106225
49932.75     2.811725    -2.004663    -6.400129
49933.00     3.153811    -1.745109    -6.787143
49933.25     3.048251    -1.749774    -6.230219
49933.50     2.986995    -2.118436    -7.086438
49933.75     2.395974    -1.495030    -6.249435
49934.00     2.587583    -1.075840    -5.457173
49934.25     2.466668    -0.970785    -3.865560
49934.50     2.524920    -1.312471    -4.346408
49934.75     2.068131    -0.882232    -3.819027
49935.00     2.363343    -0.711787    -4.081057
49935.25     2.299907    -0.900294    -3.301261
49935.50     2.359831    -1.433115    -4.396151
49935.75     2.003760    -1.123635    -4.263669
49936.00     2.277763    -1.065250    -4.634980
49936.25     2.287597    -1.273035    -3.637808
49936.50     2.270541    -1.973840    -4.621941
49936.75     1.786588    -1.657364    -4.243921
49937.00     2.003841    -1.483584    -4.490795
49937.25     1.845357    -1.538245    -3.680110
49937.50     1.752529    -2.014663    -4.557199
49937.75     1.207400    -1.493938    -4.374193
49938.00     1.411147    -1.222577    -4.852875
49938.25     1.289280    -1.132686    -4.113914
49938.50     1.376380    -1.529834    -5.296191
49938.75     1.139997    -0.910487    -5.197255
49939.00     1.490400    -0.581494    -5.531665
49939.25     1.607412    -0.509070    -4.588866
49939.50     1.730760    -0.930299    -5.450021
49939.75     1.369317    -0.343996    -5.224309
49940.00     1.690512    -0.083914    -5.446812
49940.25     1.544854    -0.102175    -4.355514
49940.50     1.525822    -0.702097    -5.115892
49940.75     1.151496    -0.321518    -4.782932
49941.00     1.386509    -0.326793    -4.909094
49941.25     1.399110    -0.555998    -4.114196
49941.50     1.639030    -1.227163    -5.029885
49941.75     1.347649    -0.942540    -4.828126
49942.00     1.666602    -0.842600    -5.038136
49942.25     1.693099    -0.957161    -4.251151
49942.50     1.662630    -1.434949    -5.204494
49942.75     1.206895    -1.002096    -5.051190
49943.00     1.529613    -0.771649    -5.182994
49943.25     1.382087    -0.756247    -4.238618
49943.50     1.265346    -1.113502    -4.989760
49943.75     0.747806    -0.558266    -4.395742
49944.00     0.939143    -0.296716    -4.187447
49944.25     0.843516    -0.361428    -2.560946
49944.50     0.785723    -0.892628    -2.859482
49944.75     0.401216    -0.434857    -1.923002
49945.00     0.667173    -0.422604    -2.151277
49945.25     0.564711    -0.604259    -0.890957
49945.50     0.542310    -1.267404    -1.134145
49945.75     0.225295    -1.021690    -0.493447
49946.00     0.480289    -0.888124    -0.707801
49946.25     0.487451    -1.148308    -0.338458
49946.50     0.466517    -1.855863    -2.262905
49946.75    -0.007746    -1.524650    -1.969413
