-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
IMPZ        49718.000    1995     1     1     0
IMPZ        52274.750    2001    12    31    18
IMPZ      4289656.535 -4680885.000  -606347.402
49875.25    -0.218125    -0.203275    -0.210308
49875.50    -0.382211    -0.206952    -1.104145
49875.75    -0.253355    -0.138517    -0.013338
49876.00    -0.229585    -0.088536    -0.631765
49876.25    -0.297132    -0.205554     0.172773
49876.50    -0.428636    -0.232539    -0.716703
49876.75    -0.239243    -0.124722     0.632601
49877.00    -0.213909    -0.023933     0.076641
49877.25    -0.250151    -0.216710     0.005348
49877.50    -0.277917    -0.218880    -0.643180
49877.75    -0.070581    -0.050039     0.852252
49878.00     0.009046     0.008747     0.162582
49878.25    -0.081821    -0.120063     0.580643
49878.50    -0.204766    -0.165291    -0.650117
49878.75    -0.095089    -0.057080     0.324867
49879.00    -0.216485    -0.042619    -0.774276
49879.25    -0.207989    -0.133642     0.071969
49879.50    -0.364036    -0.235027    -1.258477
49879.75    -0.201455    -0.081683     0.162357
49880.00    -0.181720    -0.076983    -0.544602
49880.25    -0.210935    -0.114301     0.034791
49880.50    -0.340157    -0.174786    -1.154987
49880.75    -0.247118    -0.123115    -0.119783
49881.00    -0.286880    -0.094403    -1.018585
49881.25    -0.317700    -0.215732    -0.699015
49881.50    -0.429403    -0.285428    -1.700685
49881.75    -0.302395    -0.179312    -0.544567
49882.00    -0.308485    -0.165304    -1.362425
49882.25    -0.354103    -0.285968    -1.297718
49882.50    -0.410379    -0.273355    -1.859527
49882.75    -0.312219    -0.171837    -0.778608
49883.00    -0.291974    -0.049357    -1.169708
49883.25    -0.260350    -0.092715    -0.285970
49883.50    -0.350449    -0.135046    -1.140431
49883.75    -0.211356    -0.018725     0.116780
49884.00    -0.169358     0.038878    -0.617432
49884.25    -0.238187    -0.101969    -0.071554
49884.50    -0.355382    -0.116795    -1.069137
49884.75    -0.278530    -0.080259     0.039457
49885.00    -0.323175    -0.080951    -0.575929
49885.25    -0.365312    -0.181419    -0.347715
49885.50    -0.517204    -0.222261    -1.360968
49885.75    -0.404387    -0.125637    -0.343505
49886.00    -0.453666    -0.148964    -0.998998
49886.25    -0.508074    -0.272300    -0.464216
49886.50    -0.661208    -0.356812    -1.708148
49886.75    -0.549556    -0.287438    -0.647990
49887.00    -0.536029    -0.271392    -1.438345
49887.25    -0.544750    -0.333257    -0.508230
49887.50    -0.618694    -0.373424    -1.522377
49887.75    -0.438580    -0.238044    -0.293384
49888.00    -0.407241    -0.183412    -0.743154
49888.25    -0.435885    -0.286800    -0.503298
49888.50    -0.493786    -0.346856    -1.380395
49888.75    -0.352910    -0.231621    -0.219626
49889.00    -0.342410    -0.177645    -0.929173
49889.25    -0.410542    -0.267562    -0.712262
49889.50    -0.425682    -0.301049    -1.674615
49889.75    -0.335401    -0.200612    -0.623498
49890.00    -0.331448    -0.141654    -1.184287
49890.25    -0.379049    -0.225180    -1.155956
49890.50    -0.456062    -0.300313    -2.460201
49890.75    -0.278582    -0.191225    -1.202131
49891.00    -0.210728    -0.079469    -1.211235
49891.25    -0.196570    -0.178425    -1.005094
49891.50    -0.191579    -0.112577    -1.061269
49891.75    -0.004917     0.020204     0.767158
49892.00     0.001040     0.091444     0.320657
49892.25    -0.040353     0.051524     0.970696
49892.50    -0.160212     0.008949    -0.177263
49892.75    -0.082373     0.082745     0.948047
49893.00    -0.207989    -0.011993    -0.231916
49893.25    -0.331329    -0.157844    -0.062835
49893.50    -0.423656    -0.229343    -1.401522
49893.75    -0.283770    -0.103150    -0.143563
49894.00    -0.286572    -0.082150    -0.825781
49894.25    -0.204175    -0.222120    -0.156887
49894.50    -0.261614    -0.176429    -1.031609
49894.75    -0.154010    -0.120034     0.275270
49895.00    -0.222464    -0.086892    -0.234220
49895.25    -0.228733    -0.211991    -0.287537
49895.50    -0.316448    -0.183854    -0.262174
49895.75    -0.202349    -0.139132     0.667138
49896.00    -0.261372    -0.147113     0.372223
49896.25    -0.314052    -0.242289     0.909754
49896.50    -0.518532    -0.275763    -0.607381
49896.75    -0.380709    -0.189387     0.710256
49897.00    -0.438916    -0.150144    -0.171615
49897.25    -0.481043    -0.289486     0.157292
49897.50    -0.582664    -0.337779    -1.181320
49897.75    -0.448335    -0.260651     0.035711
49898.00    -0.418185    -0.150861    -0.368140
49898.25    -0.359626    -0.210621     0.265899
49898.50    -0.417974    -0.231399    -0.823832
49898.75    -0.359745    -0.161169     0.208079
49899.00    -0.324760    -0.094202    -0.436168
49899.25    -0.385777    -0.170308    -0.074601
49899.50    -0.521026    -0.248547    -1.172675
49899.75    -0.442204    -0.175873    -0.389233
49900.00    -0.418889    -0.143288    -1.138750
49900.25    -0.433626    -0.196263    -0.778528
49900.50    -0.546851    -0.290691    -2.205364
49900.75    -0.360597    -0.146093    -1.116285
49901.00    -0.358659    -0.106328    -1.524395
49901.25    -0.373157    -0.227279    -1.069055
49901.50    -0.570239    -0.307262    -2.421012
49901.75    -0.443207    -0.197048    -1.386439
49902.00    -0.396219    -0.184490    -1.716443
49902.25    -0.350100    -0.210126    -1.076931
49902.50    -0.415307    -0.243030    -1.781203
49902.75    -0.267933    -0.151279    -0.482371
49903.00    -0.201781    -0.055658    -0.488307
49903.25    -0.222701    -0.153228     0.026805
49903.50    -0.330886    -0.182614    -0.879147
49903.75    -0.180021    -0.088511     0.233719
49904.00    -0.197046    -0.095868    -0.329919
49904.25    -0.247596    -0.130202    -0.040507
49904.50    -0.432459    -0.221915    -0.860923
49904.75    -0.285665    -0.110370     0.329802
49905.00    -0.355863    -0.075382    -0.341901
49905.25    -0.418885    -0.188896     0.060949
49905.50    -0.523314    -0.268996    -0.983068
49905.75    -0.320861    -0.099685     0.431356
49906.00    -0.323313    -0.077521    -0.651110
49906.25    -0.347398    -0.235122     0.359769
49906.50    -0.535423    -0.294531    -1.105282
49906.75    -0.387709    -0.169681     0.148293
49907.00    -0.409208    -0.110955    -0.668303
49907.25    -0.375497    -0.154006     0.375987
49907.50    -0.533755    -0.234466    -1.010366
49907.75    -0.403941    -0.161560     0.016993
49908.00    -0.405249    -0.147946    -0.349006
49908.25    -0.471409    -0.294914    -0.025848
49908.50    -0.598011    -0.346332    -1.431870
49908.75    -0.382476    -0.182826     0.227735
49909.00    -0.338389    -0.159277    -0.706808
49909.25    -0.310135    -0.166793     0.097417
49909.50    -0.398759    -0.194966    -1.108107
49909.75    -0.198070    -0.143850     0.379637
49910.00    -0.204742    -0.064438    -0.048391
49910.25    -0.204206    -0.155196     0.275570
49910.50    -0.269271    -0.119368    -0.574753
49910.75    -0.095379    -0.004410     0.627413
49911.00    -0.110987     0.076818     0.559809
49911.25    -0.168304    -0.047500     0.931032
49911.50    -0.314134    -0.136960    -0.497165
49911.75    -0.208553    -0.050750     0.631602
49912.00    -0.242744    -0.010901     0.137455
49912.25    -0.297276    -0.074310     1.228540
49912.50    -0.487672    -0.232637    -0.612338
49912.75    -0.332967    -0.147455     0.430370
49913.00    -0.349165    -0.044901     0.053077
49913.25    -0.312767    -0.171739     0.833050
49913.50    -0.469040    -0.202012     0.009314
49913.75    -0.368681    -0.157118     0.797646
49914.00    -0.328179    -0.089360     0.125103
49914.25    -0.369113    -0.200651     0.473749
49914.50    -0.536930    -0.273119    -0.506318
49914.75    -0.400949    -0.172224     0.555779
49915.00    -0.350482    -0.109036     0.278742
49915.25    -0.399797    -0.192319     0.724699
49915.50    -0.543363    -0.216026    -0.434892
49915.75    -0.426806    -0.142657     0.407229
49916.00    -0.387927    -0.072856     0.583292
49916.25    -0.431894    -0.127795     0.472675
49916.50    -0.531510    -0.227460    -0.611712
49916.75    -0.438729    -0.122280     0.457161
49917.00    -0.426686    -0.102212    -0.829962
49917.25    -0.462964    -0.211583    -0.026180
49917.50    -0.582022    -0.233255    -1.089974
49917.75    -0.494459    -0.195870    -0.299874
49918.00    -0.505198    -0.154609    -0.786890
49918.25    -0.555593    -0.304206    -0.539179
49918.50    -0.751097    -0.399512    -2.174520
49918.75    -0.614228    -0.289531    -0.885917
49919.00    -0.598712    -0.236620    -1.624395
49919.25    -0.501208    -0.333942    -0.775263
49919.50    -0.621027    -0.380170    -1.911913
49919.75    -0.476041    -0.227999    -0.503830
49920.00    -0.397040    -0.158631    -0.936776
49920.25    -0.282989    -0.187118     0.158888
49920.50    -0.450039    -0.212339    -1.244981
49920.75    -0.320635    -0.068142    -0.080327
49921.00    -0.281286    -0.030713    -1.105691
49921.25    -0.230606    -0.094606    -0.497135
49921.50    -0.340263    -0.124826    -1.262380
49921.75    -0.210273    -0.014950     0.064723
49922.00    -0.228548     0.084293    -0.624914
49922.25    -0.230773    -0.005041     0.267307
49922.50    -0.379389    -0.116179    -0.931735
49922.75    -0.253465     0.011804     0.470168
49923.00    -0.255110     0.029931    -0.234748
49923.25    -0.291008    -0.041834     0.063264
49923.50    -0.457659    -0.141081    -1.056435
49923.75    -0.284206    -0.034631     0.249144
49924.00    -0.238672     0.015538    -0.247439
49924.25    -0.229140     0.003797     0.845038
49924.50    -0.334200    -0.001220    -0.428291
49924.75    -0.152387     0.101641     0.809296
49925.00    -0.089397     0.174141     0.341436
49925.25    -0.099095     0.130297     1.350710
49925.50    -0.228221     0.076785    -0.269858
49925.75    -0.070694     0.142700     0.754286
49926.00     0.002024     0.167385     0.358215
49926.25    -0.047863     0.046354     0.429883
49926.50    -0.207048     0.003640    -0.365356
49926.75    -0.047726     0.051419     0.703307
49927.00    -0.057504     0.071434     0.455468
49927.25    -0.159787     0.002727     1.218781
49927.50    -0.360387    -0.109485    -0.223403
49927.75    -0.188922    -0.002661     0.884466
49928.00    -0.232459    -0.009885     0.427436
49928.25    -0.266262    -0.090007     1.060153
49928.50    -0.414207    -0.151395    -0.224350
49928.75    -0.285194     0.005712     0.961416
49929.00    -0.227058     0.040350     0.501052
49929.25    -0.216136    -0.018152     0.838703
49929.50    -0.353647    -0.018064     0.012715
49929.75    -0.195129     0.074978     0.844301
49930.00    -0.132531     0.131490     0.511127
49930.25    -0.153342     0.003813     0.823506
49930.50    -0.278495    -0.013463    -0.087646
49930.75    -0.111578     0.060926     1.179042
49931.00    -0.152510     0.092201     0.407286
49931.25    -0.188605    -0.014678     0.983901
49931.50    -0.332409    -0.100786    -0.049756
49931.75    -0.262623    -0.021522     0.986202
49932.00    -0.256421     0.014451     0.354851
49932.25    -0.313267    -0.080413     0.824533
49932.50    -0.515130    -0.146678    -0.215951
49932.75    -0.392196    -0.088889     0.774855
49933.00    -0.423196    -0.012918     0.148406
49933.25    -0.406056    -0.114855     0.732145
49933.50    -0.565141    -0.110714    -0.134032
49933.75    -0.393249    -0.034107     0.732900
49934.00    -0.405674    -0.017929    -0.226445
49934.25    -0.383814    -0.125122     0.311564
49934.50    -0.529735    -0.167275    -0.929596
49934.75    -0.418479    -0.101261     0.010530
49935.00    -0.365054    -0.059003    -0.611871
49935.25    -0.418109    -0.149759    -0.414959
49935.50    -0.494150    -0.226260    -1.883459
49935.75    -0.400964    -0.165301    -0.429629
49936.00    -0.379254    -0.139328    -1.439002
49936.25    -0.358383    -0.204553    -0.407115
49936.50    -0.515724    -0.295722    -1.852186
49936.75    -0.384507    -0.257080    -0.353441
49937.00    -0.330081    -0.172774    -0.876627
49937.25    -0.268256    -0.192210    -0.041978
49937.50    -0.388296    -0.188530    -1.540404
49937.75    -0.167388    -0.076382     0.037383
49938.00    -0.130785     0.025054    -0.373426
49938.25    -0.111731    -0.015951     0.575638
49938.50    -0.262119    -0.054117    -1.147549
49938.75    -0.109849     0.036270     0.547225
49939.00    -0.099041     0.122881    -0.006146
49939.25    -0.157757     0.009801     0.446373
49939.50    -0.308661    -0.053472    -1.142072
49939.75    -0.102166     0.080307     0.412526
49940.00    -0.094177     0.115184    -0.226524
49940.25    -0.081893     0.045071    -0.064794
49940.50    -0.244088    -0.016852    -1.521033
49940.75    -0.081280     0.035788    -0.346013
49941.00    -0.059827     0.112614    -0.657275
49941.25    -0.111619    -0.007927    -0.282264
49941.50    -0.253836    -0.071641    -1.586208
49941.75    -0.107496     0.002163    -0.253622
49942.00    -0.136155     0.014254    -0.776701
49942.25    -0.111678    -0.012071    -0.106327
49942.50    -0.255095    -0.071535    -1.292020
49942.75    -0.087808    -0.043542    -0.198611
49943.00    -0.044369     0.046889    -0.324105
49943.25    -0.008491     0.042477     0.262739
49943.50    -0.158969     0.003787    -0.902554
49943.75     0.007973     0.048490     0.031403
49944.00     0.037141     0.107518    -0.591147
49944.25     0.070058     0.062874    -0.086988
49944.50    -0.183104    -0.062435    -1.488547
49944.75    -0.077109     0.007008    -0.477675
49945.00    -0.103403    -0.005601    -1.216664
49945.25    -0.088653    -0.087965    -0.594510
49945.50    -0.311872    -0.256654    -2.081373
49945.75    -0.246192    -0.224176    -1.258762
49946.00    -0.281804    -0.173202    -1.695571
49946.25    -0.305037    -0.201688    -0.802291
49946.50    -0.451301    -0.237736    -1.792213
49946.75    -0.295475    -0.167241    -0.501327
