 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"BUCK INSTITUTE FOR AGE RESEARCH","5R21NS043620-02","6703743","Gibson, Bradford Wayne","Proteomics of Complex 1 Inhibition in GSH-Depleted Cells","","","$ 230,375","NOVATO","CALIFORNIA","94945","","","","  "
"BUCK INSTITUTE FOR AGE RESEARCH","5T32AG020495-03","6740772","Bredesen, Dale E","Training in Age-Related Disease and Aging Research","","","$ 194,269","NOVATO","CALIFORNIA","94945","","","","  "
"BURNHAM INSTITUTE","1F32CA097799-01A2","6741269","Liu, Mei ","Role of mTOR in Hypoxic Adaptation in Prostate Cancer","","","$ 52,492","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1F32NS047855-01","6740348","Xu, Chunyan ","Bl-1: A regulator of cell death during ER-stress","","","$ 47,296","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1P01AI055789-01A1","6781275","Liddington, Robert C","Virulence Factors and Cell Death","","","$ 3,427,487","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1P01CA102583-01A1","6816682","Pasquale, Elena B","Signaling Interactions in Cell Survival and Invasion","","","$ 2,198,172","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01AG021173-01A2","6731420","Xu, Huaxi ","Identifying genes in Beta-Amyloid Production","","","$ 356,134","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01CA098162-01A2","6772235","Ruoslahti, Erkki I","Regulation of Apoptosis by Integrins","","","$ 391,550","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01CA105347-01","6729523","Huang, Shi ","Carciogenesis:Effects of Diet Deficient in Methyl Donors","","","$ 391,550","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01CA109345-01","6808636","Zhang, Xiaokun ","15-Deoxy-D12, 14-PGE, J2 as a ligand of RXRalpha","","","$ 462,309","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01CA111515-01","6849682","Ronai, Zeev A","Novel Insights in the regulation of HIF1alpha Stability","","","$ 391,550","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01DC006497-01A1","6828084","Zhang, Zhuohua ","Pathogenesis of Disease-Associated Connexin-31 Mutations","","","$ 347,620","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01DK068715-01","6826399","Mercola, Mark ","Small Molecule Regulators of Beta-Cell Differentiation","","","$ 238,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01NS045024-01A2","6824306","Digicaylioglu, Murat Haydar","Acute stroke protection by erythropoietin and IGF-I","","","$ 397,519","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01NS046994-01A1","6796911","Lipton, Stuart A","S-Nitrosylation of Matrix Metalloproteinases in AIDS","","","$ 441,688","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01NS047973-01A1","6844449","Lipton, Stuart A","EPO PLUS IGF-IN NEUROPROTECTION FROM AIDS","","","$ 397,519","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01NS049641-01","6784335","Yamaguchi, Yu ","Heparan sulfate in neural development","","","$ 441,688","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R01NS050621-01A2","6799473","Kaul, Marcus ","Chemokine Receptor Signaling in HIV Neuropathology","","","$ 353,350","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R03CA107793-01","6783741","Takayama, Shinichi ","BAG3 AS A REGULATOR OF CELL MOTILITY","","","$ 95,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R03CA107875-01","6784291","Pellecchia, Maurizio ","Bcl-2 proteins-targets for chemoprevention /Chemotherapy","","","$ 95,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R03HD044803-01A1","6774628","Zapata, Juan M","Patterns of gene expression in Mulibrey Nanism","","","$ 95,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R13DK067195-01","6759663","Freeze, Hudson H","Human Glycosylation Disorders 2003","","","$ 10,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21AI058123-01","6719772","Vuori, Kristiina ","Mechanism of anti-phagocytosis by Yersinia pestis","","","$ 382,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21CA107403-01","6764813","Matsuzawa, Shuichi ","Novel Pathway Connecting p53 to beta-Catenin degradation","","","$ 172,800","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21DE015129-01A1","6731541","Zhang, Dongxian ","Molecular profile of cranial motor neurons","","","$ 191,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21DK067515-01","6768063","Zapata, Juan M","MOUSE MODELS TO STUDY MULIBREY NANISM","","","$ 191,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21NS047351-01A1","6829374","Terskikh, Alexey V","Separation of Stem Cells From Differentiated Cells","","","$ 176,675","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1R21RR019752-01","6761280","Salvesen, Guy S","ASPIC, a novel MS technology, applied to degradomics","","","$ 238,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1U01AI061139-01","6816528","Strongin, Alex Y","Structure-based Drug Design for Smallpox Therapy","","","$ 1,708,117","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","1U54RR020843-01","6875817","Smith, Jeffrey W","Center on Proteolytic Pathways","","","$ 3,725,956","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2P30CA030199-24","6768018","Abraham, Robert T","CANCER CENTER SUPPORT GRANT","","","$ 3,400,001","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2R01CA077470-07","6771240","Strongin, Alex Y","MT1-MMP pericellular proteolysis in malignancy","","","$ 380,041","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2R01CA078606-06","6773414","Feng, Gensheng ","Tyrosine dephosphorylation and blood cell development","","","$ 317,538","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2R01DE012889-06","6731786","Millan, Joseluis ","Molecular Pathogenesis and Treatment of Hypophosphatasia","","","$ 429,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2R01DK055615-05A1","6775441","Freeze, Hudson H","Carbohydrate Deficient Glycoprotein Syndromes","","","$ 378,180","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","2R01GM059760-05A1","6776166","Liddington, Robert C","Structure and Function of vinculin in focal adhesions","","","$ 401,100","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","3R01GM053660-10S1","6911072","Feng, Gensheng ","Role of the Shp-2 tyrosine phosphatase in signal transdu","","","$ 143,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","3R01GM060554-04S1","6866338","Reed, John C","MITOCHONDRIA AND APOPTOSIS","","","$ 140,607","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","3R01NS047456-01S1","6867983","Bossywetzel, Ella R","Mitochondrial Fission and Neuronal Cell Death","","","$ 3,985","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","4R37CA063585-12","6687011","Perucho, Manuel ","MOLECULAR PATHOGENESIS OF CANCER OF MUTATOR PHENOTYPE","","","$ 792,920","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5F32AI056895-02","6782729","Kosco, Karena A","SKAP55 Negatively Regulates T Cell Receptor Signaling","","","$ 47,296","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5F32CA099354-02","6793986","Chiang, Gary G","The Mammalian Target of Rapamycin and Tumor Progression","","","$ 48,928","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5F32HL069595-04","6762371","Foley, Ann C","Differentiation of a stem cell population in vivo","","","$ 48,928","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5P01CA069381-09","6748409","Reed, John C","SIGNAL TRANSDUCTION AND CELL DEATH REGULATION","","","$ 1,724,569","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5P01CA071932-08","6701774","Fukuda, Minoru ","Carbohydrate-Dependent Adhesion in Normal&Tumor Cells","","","$ 1,275,367","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5P01CA082713-05","6787210","Ruoslahti, Erkki I","TARGETING OF TUMOR VASCULATURE","","","$ 1,982,836","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5P01HD025938-15","6738154","Ranscht, Barbara E","CELL SURFACE PROTEIN INTERACTIONS IN NEURODEVELOPMENT","","","$ 1,353,856","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AG015402-07","6787711","Salvesen, Guy S","Inhibition of Proteases by IAPs","","","$ 384,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI035603-12","6709363","Mustelin, Tomas M","A novel substrate of Syk-family PTKs","","","$ 384,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI047152-05","6743160","Liddington, Robert C","STRUCTURAL STUDIES ON THE ANTHRAX LETHAL TOXIN","","","$ 341,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI048032-05","6760048","Mustelin, Tomas M","HEMATOPOIETIC TYROSINE PHOSPHATASE (HEPTP) IN T CELLS","","","$ 438,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI053585-02","6756506","Mustelin, Tomas M","Negative regulation of TCR-associated PTKs","","","$ 480,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI055741-02","6803500","Mustelin, Tomas M","PTP-MEG2: Regulation, Substrates, Biology","","","$ 334,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AI056324-02","6785963","Reed, John C","PAAD-Family Proteins and Host Defense Mechanisms","","","$ 480,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AR047199-04","6719011","Hanein, Dorit ","Structure Comparison Of Strongly bound Actomyosin States","","","$ 390,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01AR047908-03","6719002","Millan, Joseluis ","COUNTER-REGULATORY MECHANISMS IN BONE MINERALIZATION","","","$ 384,605","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA033895-22","6692575","Fukuda, Minoru ","Glycoproteins in Neural Cells and Cancer","","","$ 346,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA048737-16","6769960","Fukuda, Minoru ","Polylactosamines in Development and Cancer","","","$ 406,080","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA067329-09","6748551","Reed, John C","Co-Chaperone BAG1","","","$ 390,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA067888-17","6700232","Adamson, Eileen D","EGR-1 ROLES AND MECHANISMS","","","$ 341,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA071560-08","6687832","Vuori, Kristiina ","SIGNAL TRANSDUCTION BY P130CAS AND C CRK","","","$ 378,416","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA074547-08","6726187","Oshima, Robert G","Ets Transcription Factors in Development and Cancer","","","$ 427,110","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA076193-07","6712826","Abraham, Robert T","Cellular Pharmacology of Rapamycin","","","$ 336,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA082864-04","6771086","Marassi, Francesca M","Structure of Mammary Tumor Mat8 and the FXYD proteins","","","$ 297,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA087000-04","6760133","Zhang, Xiaokun ","TR3/nur77 in Survival and Death of Cancer Cells","","","$ 307,125","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA087069-03","6783408","Yamamoto, Fumiichiro ","Epigenetic Alterations in Homeotic Genes","","","$ 329,175","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA092608-03","6760130","Freeze, Hudson H","Novel Carboxylated Glycans in Cell Adhesion","","","$ 352,440","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA095287-03","6709410","Stallcup, William B","NG2-PG in tumor vascularization and progression","","","$ 440,550","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA096949-02","6694027","Mustelin, Tomas M","Regulation of the tumor suppressor PTEN","","","$ 341,760","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA097950-03","6706268","Abraham, Robert T","Roles of ATM and ATR Kinases in DNA Damage Responses","","","$ 396,495","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA098778-02","6693846","Oshima, Robert G","An Ets2 dependent stromal restriction of breast cancer","","","$ 341,760","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA098818-02","6767682","Perucho, Manuel ","Microsatellite instability and cancer gene expression","","","$ 427,200","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01CA102153-02","6794106","Ruoslahti, Erkki I","ANGIOGENESIS INHIBITORS: A MECHANISM OF ACTION","","","$ 384,480","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01DK065091-02","6780826","Freeze, Hudson H","Novel Approaches to Mend Deficient Glycosylation","","","$ 320,640","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01EY005477-21","6801084","Lipton, Stuart A","RETINAL GANGLION CELLS--ION CHANNELS & TRANSMITTERS","","","$ 579,768","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01EY013969-03","6738975","Duester, Gregg L","Retinoid Dehydrogenases Involved in Eye Development","","","$ 445,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01EY014620-02","6743605","Akama, Tomoya O","Biosynthetic pathway of corneal keratan sulfate","","","$ 346,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01GM053660-10","6758525","Feng, Gensheng ","Role of the Shp-2 tyrosine phosphatase in signal transdu","","","$ 380,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01GM062848-03","6770051","Duester, Gregg L","Generation of Retinoid Signals during Development","","","$ 332,640","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01GM064473-03","6699939","Volkmann, Niels ","Three-dimensional Molecular Pattern Recognition","","","$ 308,001","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01GM067859-03","6768573","Jiang, Wei ","Role of Ddk Kinase in Regulation of DNA Replication","","","$ 326,700","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HD031636-09","6711698","Engvall, Eva S","LAMININ ALPHA 2 IN TISSUE REGENERATION","","","$ 384,327","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HD042752-03","6739036","Tsuboi, Shigeru ","Roles of the WASP N-terminus in hematopoietic cells","","","$ 267,300","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL059502-08","6773992","Mercola, Mark ","Molecular Biology of Heart Induction","","","$ 240,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL059875-07","6784171","Bodmer, Rolf A","Genetic Control of Cardiac Cell-Type Specification","","","$ 334,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL064799-06","6802402","Seeberger, Peter H","STRUCTURE AND FUNCTION OF SYNTHETIC GLYCOSAMINOGLYCANS","","","$ 286,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL066208-04","6682326","Feng, Gensheng ","GAB2 AND A NOVEL CYTOPLASMIC NUCLEAR SIGNALING MECHANISM","","","$ 438,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL067079-04","6740794","Mercola, Mark ","Notch function in heart and kidney organogenesis","","","$ 432,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01HL072862-02","6745066","Smith, Jeffrey W","Vascular Integrins and Nitric Oxide","","","$ 480,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS036821-06","6688950","Krajewski, Stan ","Caspases, Calpains and Neuronal Cell death","","","$ 463,125","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS037878-06","6740806","Salvesen, Guy S","Proteases in Neuronal Cell Death","","","$ 410,400","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS041332-04","6726030","Yamaguchi, Yu ","Role of hyaluronan in developing and adult CNS","","","$ 438,750","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS043242-03","6764158","Lipton, Stuart A","ERYTHROPOIETIN-INDUCED NEUROPROTECTION","","","$ 376,200","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS043434-03","6735629","Zhang, Dongxian ","The NMDA receptor 3B subunit in Motor Neuron Function","","","$ 376,200","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS044314-03","6741950","Bossywetzel, Ella R","NO-Induced Neurotoxicity and Apoptotic Cell Shrinkage","","","$ 376,200","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS044326-02","6747654","Lipton, Stuart A","Caspase Cleavage of MEF2 Mediates Neuronal Apoptosis","","","$ 456,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS045092-02","6751583","Pasquale, Elena B","Dendritic Repulsion by the EphA4 Receptor","","","$ 433,000","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS046673-02","6774715","Xu, Huaxi ","Presenilins in Protein Trafficking","","","$ 364,800","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R01NS047456-02","6807560","Bossywetzel, Ella R","Mitochondrial Fission and Neuronal Cell Death","","","$ 397,519","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R21HL071913-03","6786613","Mercola, Mark ","Cardiomyocyte Regeneration from Multipotent precursor c*","","","$ 383,500","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5R37CA033000-24","6760150","Fukuda, Minoru ","GLYCOPROTEINS IN DIFFERENTIATION AND ONCOGENESIS","","","$ 439,604","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","5U01AI056385-02","6778297","Strongin, Alex Y","Develop Effective Inhibitors of Anthrax Lethal Factor","","","$ 939,317","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","7R01GM057761-06","6738011","Huang, Ziwei ","Structures and Interactions of Chemokine Receptors","","","$ 359,250","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
"BURNHAM INSTITUTE","N01CO037117","","Ruoslahti, Erkki","FUNDAMENTAL TECHS FOR DEV OF BIOLMOLEC SENSORS","","","$ 715,771","LA JOLLA","CALIFORNIA","92037-1005","","","","  "
