year2,state,fsize,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag
1977,18,c) 10 to 19,9646,122681,119880,918,9.7,562,5.9,28106,13220,14886,11,23.4,22508,11009,11499,9.2,18.8,5598,4.6,37.6,0
1977,18,d) 20 to 49,7000,164275,159704,720,10.6,325,4.8,35427,14677,20750,9.2,22.2,25768,12351,13417,7.7,16.1,9659,6.1,32.2,0
1977,18,e) 50 to 99,3119,117941,113991,376,12.6,127,4.3,22879,10358,12521,9.1,20.1,15395,6359,9036,5.6,13.5,7484,6.6,27,0
1977,18,f) 100 to 249,2591,134570,131260,288,11.5,126,5,23384,8947,14437,6.8,17.8,17352,5685,11667,4.3,13.2,6032,4.6,26.4,0
1977,18,g) 250 to 499,1552,78339,75364,156,10.4,59,3.9,13489,4449,9040,5.9,17.9,7630,695,6935,0.9,10.1,5859,7.8,20.2,0
1977,18,h) 500 to 999,1050,82308,77667,89,8.4,103,9.7,15923,4463,11460,5.7,20.5,6536,1597,4939,2.1,8.4,9387,12.1,16.8,0
1977,18,i) 1000 to 2499,1573,88925,87370,185,12.1,102,6.7,13019,5104,7915,5.8,14.9,9914,1864,8050,2.1,11.3,3105,3.6,22.6,0
1977,18,j) 2500 to 4999,1772,80400,78181,140,8.1,72,4.1,10767,3513,7254,4.5,13.8,6305,1338,4967,1.7,8.1,4462,5.7,16.2,0
1977,18,k) 5000 to 9999,1057,86205,89640,115,11.1,101,9.8,12111,4100,8011,4.6,13.5,19171,866,18305,1,21.4,-7060,-7.9,27,0
1977,18,l) 10000+,5194,549093,536038,402,7.7,406,7.8,61184,14571,46613,2.7,11.4,35210,6096,29114,1.1,6.6,25974,4.8,13.2,0
1977,19,a) 1 to 4,32001,70211,68458,7049,22.4,5803,18.4,25291,17616,7675,25.7,36.9,21291,14579,6712,21.3,31.1,4000,5.8,62.2,0
1977,19,b) 5 to 9,11115,73107,71380,1003,9.2,673,6.1,18224,9332,8892,13.1,25.5,14728,7368,7360,10.3,20.6,3496,4.9,41.2,0
1977,19,c) 10 to 19,6718,83869,82246,635,9.7,344,5.2,17854,8792,9062,10.7,21.7,14485,6993,7492,8.5,17.6,3369,4.1,35.2,0
1977,19,d) 20 to 49,4563,103771,101648,440,9.9,207,4.7,20226,8842,11384,8.7,19.9,15888,7387,8501,7.3,15.6,4338,4.3,31.2,0
1977,19,e) 50 to 99,1645,60230,59007,205,13,65,4.1,11269,4714,6555,8,19.1,8700,3795,4905,6.4,14.7,2569,4.4,29.4,0
1977,19,f) 100 to 249,1248,53000,52664,178,15,63,5.3,8607,3335,5272,6.3,16.3,7767,2998,4769,5.7,14.7,840,1.6,29.4,0
1977,19,g) 250 to 499,720,37993,35770,87,12.6,27,3.9,8050,3715,4335,10.4,22.5,3604,396,3208,1.1,10.1,4446,12.4,20.2,0
1977,19,h) 500 to 999,871,43410,42202,98,11.2,111,12.6,6431,1978,4453,4.7,15.2,4014,941,3073,2.2,9.5,2417,5.7,19,0
1977,19,i) 1000 to 2499,1098,48217,47258,98,9.2,50,4.7,5288,1781,3507,3.8,11.2,3483,694,2789,1.5,7.4,1805,3.8,14.8,0
1977,19,j) 2500 to 4999,688,46920,45612,63,9.6,35,5.3,6396,1943,4453,4.3,14,3829,1046,2783,2.3,8.4,2567,5.6,16.8,0
1977,19,k) 5000 to 9999,663,33895,33086,69,10.5,66,10,4694,1313,3381,4,14.2,3127,1216,1911,3.7,9.5,1567,4.7,19,0
1977,19,l) 10000+,2780,184070,171423,207,7.2,440,15.2,35656,3578,32078,2.1,20.8,10375,2285,8090,1.3,6.1,25281,14.7,12.2,0
1977,20,a) 1 to 4,25576,56829,55904,5849,23.1,5210,20.6,21213,14801,6412,26.5,37.9,19045,13171,5874,23.6,34.1,2168,3.8,68.2,0
1977,20,b) 5 to 9,9049,59751,58444,865,9.7,632,7.1,15958,8353,7605,14.3,27.3,13255,6968,6287,11.9,22.7,2703,4.6,45.4,0
1977,20,c) 10 to 19,5430,67706,65910,526,9.9,305,5.7,15905,7506,8399,11.4,24.1,12340,5967,6373,9.1,18.7,3565,5.4,37.4,0
1977,20,d) 20 to 49,3687,84441,83152,392,11,172,4.8,17072,7586,9486,9.1,20.5,14245,6082,8163,7.3,17.1,2827,3.4,34.2,0
1977,20,e) 50 to 99,1379,48443,47793,130,9.7,60,4.5,8828,3866,4962,8.1,18.5,7542,3030,4512,6.3,15.8,1286,2.7,31.6,0
1977,20,f) 100 to 249,1137,53199,50731,117,10.6,55,5,11409,4613,6796,9.1,22.5,6764,1962,4802,3.9,13.3,4645,9.2,26.6,0
1977,20,g) 250 to 499,566,29030,28620,49,8.8,28,5,5156,1334,3822,4.7,18,3922,866,3056,3,13.7,1234,4.3,27.4,0
1977,20,h) 500 to 999,558,25104,23022,126,24.5,40,7.8,6983,2361,4622,10.3,30.3,2819,959,1860,4.2,12.2,4164,18.1,24.4,0
1977,20,i) 1000 to 2499,689,42400,39954,89,13.3,48,7.2,8661,5642,3019,14.1,21.7,3766,954,2812,2.4,9.4,4895,12.3,18.8,0
1977,20,j) 2500 to 4999,611,27921,26804,44,7.2,38,6.3,4614,1782,2832,6.6,17.2,2379,695,1684,2.6,8.9,2235,8.3,17.8,0
1977,20,k) 5000 to 9999,477,35781,35037,64,13.7,47,10.1,5163,1142,4021,3.3,14.7,3720,1785,1935,5.1,10.6,1443,4.1,21.2,0
1977,20,l) 10000+,2664,155296,142303,256,9.6,282,10.5,38978,27269,11709,19.2,27.4,13549,2163,11386,1.5,9.5,25429,17.9,19,0
1977,21,a) 1 to 4,29140,65000,63861,6684,23.2,5809,20.2,23837,16971,6866,26.6,37.3,21107,14366,6741,22.5,33.1,2730,4.2,66.2,0
1977,21,b) 5 to 9,10066,66110,65110,890,8.9,659,6.6,16983,8670,8313,13.3,26.1,14893,7331,7562,11.3,22.9,2090,3.2,45.8,0
1977,21,c) 10 to 19,5860,74151,72523,594,10.4,287,5,17292,8525,8767,11.8,23.8,13989,6167,7822,8.5,19.3,3303,4.5,38.6,0
1977,21,d) 20 to 49,3821,92307,90998,414,11.2,194,5.2,18939,8327,10612,9.2,20.8,16403,6661,9742,7.3,18,2536,2.8,36,0
1977,21,e) 50 to 99,1678,63985,63804,185,11.4,83,5.1,11802,4478,7324,7,18.5,11513,4489,7024,7,18,289,0.5,36,0
1977,21,f) 100 to 249,1351,67137,66099,189,14.7,68,5.3,11138,3854,7284,5.8,16.9,9086,3516,5570,5.3,13.7,2052,3.2,27.4,0
1977,21,g) 250 to 499,749,36531,36486,108,15.1,40,5.6,5712,1948,3764,5.3,15.7,5622,1577,4045,4.3,15.4,90,0.3,30.8,0
1977,21,h) 500 to 999,750,39386,39573,138,19.4,63,8.8,5391,1856,3535,4.7,13.6,5752,482,5270,1.2,14.5,-361,-0.9,27.2,0
1977,21,i) 1000 to 2499,937,53188,48857,106,11.6,54,5.9,12148,2504,9644,5.1,24.9,3498,1085,2413,2.2,7.2,8650,17.7,14.4,0
1977,21,j) 2500 to 4999,753,42477,40329,59,7.9,43,5.8,7995,3218,4777,8,19.8,3702,765,2937,1.9,9.2,4293,10.6,18.4,0
1977,21,k) 5000 to 9999,776,56605,47962,82,11,38,5.1,20855,2572,18283,5.4,43.5,3621,877,2744,1.8,7.5,17234,36,15,0
1977,21,l) 10000+,2930,262003,251639,253,8.8,161,5.6,41206,9757,31449,3.9,16.4,20489,3485,17004,1.4,8.1,20717,8.3,16.2,0
1977,22,a) 1 to 4,33160,74368,71556,8035,24.9,6093,18.9,28878,20468,8410,28.6,40.4,22803,15345,7458,21.4,31.9,6075,8.5,63.8,0
1977,22,b) 5 to 9,12013,79657,77282,1191,10.1,729,6.2,21994,11113,10881,14.4,28.5,17236,8282,8954,10.7,22.3,4758,6.2,44.6,0
1977,22,c) 10 to 19,7192,92634,90182,688,9.8,399,5.7,22730,9952,12778,11,25.2,17716,8314,9402,9.2,19.6,5014,5.6,39.2,0
1977,22,d) 20 to 49,4928,124883,121420,460,9.5,266,5.5,28251,11312,16939,9.3,23.3,21314,8323,12991,6.9,17.6,6937,5.7,35.2,0
1977,22,e) 50 to 99,2072,85715,83318,176,8.7,71,3.5,17247,6171,11076,7.4,20.7,12799,4403,8396,5.3,15.4,4448,5.3,30.8,0
1977,22,f) 100 to 249,1705,91249,89132,250,15.3,105,6.4,21010,7794,13216,8.7,23.6,16886,6840,10046,7.7,18.9,4124,4.7,37.8,0
1977,22,g) 250 to 499,925,52066,50582,125,13.9,79,8.8,9622,2936,6686,5.8,19,6628,1430,5198,2.8,13.1,2994,5.9,26.2,0
1977,22,h) 500 to 999,999,54251,50267,142,14.7,78,8.1,12770,7744,5026,15.4,25.4,5011,1215,3796,2.4,10,7759,15.4,20,0
1977,22,i) 1000 to 2499,1207,63228,61997,142,12.1,75,6.4,11390,1965,9425,3.2,18.4,8942,1247,7695,2,14.4,2448,4,28.8,0
1977,22,j) 2500 to 4999,878,43160,43374,75,8.7,53,6.1,6867,2550,4317,5.9,15.8,7305,1312,5993,3,16.8,-438,-1,31.6,0
1977,22,k) 5000 to 9999,1047,46852,44455,102,10,63,6.2,9180,4004,5176,9,20.7,4433,1038,3395,2.3,10,4747,10.7,20,0
1977,22,l) 10000+,3962,218956,213501,390,10.1,197,5.1,34380,10429,23951,4.9,16.1,24112,3964,20148,1.9,11.3,10268,4.8,22.6,0
1977,23,a) 1 to 4,11677,24961,24241,2545,22.1,2241,19.5,8992,5687,3305,23.5,37.1,7618,5121,2497,21.1,31.4,1374,5.7,62.8,0
1977,23,b) 5 to 9,3529,22745,22362,274,7.9,198,5.7,5527,2452,3075,11,24.7,4825,2294,2531,10.3,21.6,702,3.1,43.2,0
1977,23,c) 10 to 19,1972,24662,23948,169,8.8,86,4.5,5508,2340,3168,9.8,23,4105,1888,2217,7.9,17.1,1403,5.9,34.2,0
1977,23,d) 20 to 49,1273,30494,29173,152,12.4,54,4.4,7108,2900,4208,9.9,24.4,4481,2040,2441,7,15.4,2627,9,30.8,0
1977,23,e) 50 to 99,549,21095,20126,83,16,22,4.2,4680,2013,2667,10,23.3,2864,1322,1542,6.6,14.2,1816,9.1,28.4,0
1977,23,f) 100 to 249,484,26517,25742,45,9.6,18,3.8,4926,1277,3649,5,19.1,3259,914,2345,3.6,12.7,1667,6.4,25.4,0
1977,23,g) 250 to 499,462,23587,22797,23,5.1,,,3669,650,3019,2.9,16.1,2096,,1946,,9.2,1573,6.9,18.4,1
1977,23,h) 500 to 999,393,25974,24242,17,4.4,10,2.6,4846,2439,2407,10.1,20,1381,306,1075,1.3,5.7,3465,14.3,11.4,0
1977,23,i) 1000 to 2499,196,18705,18110,18,9.3,12,6.2,2598,1112,1486,6.1,14.3,1408,151,1257,0.8,7.8,1190,6.5,15.6,0
1977,23,j) 2500 to 4999,216,9323,8888,22,10.4,,,1568,176,1392,2,17.6,716,,330,,8.1,852,9.5,16.2,1
1977,23,k) 5000 to 9999,154,20589,21143,17,11.6,7,4.8,2802,2012,790,9.5,13.3,4254,107,4147,0.5,20.1,-1452,-6.8,26.6,0
1977,23,l) 10000+,784,43958,43113,62,7.9,64,8.2,7226,3370,3856,7.8,16.8,5535,2237,3298,5.2,12.8,1691,4,25.6,0
1977,24,a) 1 to 4,30451,68771,66810,7186,24.1,5747,19.3,26106,18774,7332,28.1,39.1,21858,14814,7044,22.2,32.7,4248,6.4,65.4,0
1977,24,b) 5 to 9,12493,82155,80890,1142,9.3,805,6.5,20913,10216,10697,12.6,25.9,18213,9033,9180,11.2,22.5,2700,3.4,45,0
1977,24,c) 10 to 19,7681,97977,96607,658,8.7,398,5.3,20348,8563,11785,8.9,21.1,17607,7815,9792,8.1,18.2,2741,2.9,36.4,0
1977,24,d) 20 to 49,5196,125258,123428,503,9.9,241,4.8,24461,9534,14927,7.7,19.8,20733,7496,13237,6.1,16.8,3728,3,33.6,0
1977,24,e) 50 to 99,2038,81256,79729,286,14.7,113,5.8,16896,7789,9107,9.8,21.2,13685,4529,9156,5.7,17.2,3211,4,34.4,0
1977,24,f) 100 to 249,1833,86089,85264,223,12.6,94,5.3,15370,5960,9410,7,18,13772,4794,8978,5.6,16.2,1598,1.8,32.4,0
1977,24,g) 250 to 499,1136,46117,45707,105,9.4,58,5.2,7492,2385,5107,5.2,16.4,6710,1592,5118,3.5,14.7,782,1.7,29.4,0
1977,24,h) 500 to 999,792,47695,48045,91,11.4,109,13.6,7173,1669,5504,3.5,14.9,7918,2792,5126,5.8,16.5,-745,-1.6,29.8,0
1977,24,i) 1000 to 2499,1385,78072,77653,157,11.6,90,6.7,9277,2394,6883,3.1,11.9,8484,1679,6805,2.2,10.9,793,1,21.8,0
1977,24,j) 2500 to 4999,1185,47633,47593,87,7.5,57,4.9,6810,2374,4436,5,14.3,6899,1459,5440,3.1,14.5,-89,-0.2,28.6,0
1977,24,k) 5000 to 9999,744,83337,75661,78,10.7,72,9.9,20359,2114,18245,2.8,26.9,5093,1555,3538,2.1,6.7,15266,20.2,13.4,0
1977,24,l) 10000+,3806,281701,286096,398,10.7,240,6.4,45662,13521,32141,4.7,16,54472,7608,46864,2.7,19,-8810,-3,32,0
1977,25,a) 1 to 4,52808,115044,110906,9888,18.8,8847,16.9,38864,23459,15405,21.2,35,30082,20021,10061,18.1,27.1,8782,7.9,54.2,0
1977,25,b) 5 to 9,18802,123511,120525,1268,6.8,983,5.3,29274,11476,17798,9.5,24.3,23251,10802,12449,9,19.3,6023,5,38.6,0
1977,25,c) 10 to 19,11519,149563,144529,825,7.3,530,4.7,33330,11969,21361,8.3,23.1,23055,10874,12181,7.5,16,10275,7.1,32,0
1977,25,d) 20 to 49,7581,198439,191060,713,9.6,370,5,44861,16219,28642,8.5,23.5,30028,14494,15534,7.6,15.7,14833,7.8,31.4,0
1977,25,e) 50 to 99,3412,154020,148851,337,10.2,143,4.3,31191,11214,19977,7.5,21,21301,8681,12620,5.8,14.3,9890,6.7,28.6,0
1977,25,f) 100 to 249,2767,168096,163648,311,11.5,179,6.6,33920,12136,21784,7.4,20.7,25122,11765,13357,7.2,15.4,8798,5.3,30.8,0
1977,25,g) 250 to 499,1450,105130,100132,204,14.7,80,5.8,20236,7871,12365,7.9,20.2,10629,3552,7077,3.5,10.6,9607,9.6,21.2,0
1977,25,h) 500 to 999,1179,124340,118601,110,9.3,125,10.5,22201,5902,16299,5,18.7,10699,3494,7205,2.9,9,11502,9.7,18,0
1977,25,i) 1000 to 2499,1480,143601,140539,152,10.3,155,10.5,18334,9028,9306,6.4,13,12195,3158,9037,2.2,8.7,6139,4.3,17.4,0
1977,25,j) 2500 to 4999,1550,124640,113916,144,9.5,108,7.1,29007,7650,21357,6.7,25.5,7714,2472,5242,2.2,6.8,21293,18.7,13.6,0
1977,25,k) 5000 to 9999,1379,128872,117662,148,10.8,163,11.9,35432,20185,15247,17.2,30.1,13323,3076,10247,2.6,11.3,22109,18.8,22.6,0
1977,25,l) 10000+,4852,418522,415469,495,10.4,310,6.5,50130,16300,33830,3.9,12.1,44353,11308,33045,2.7,10.7,5777,1.4,21.4,0
1977,26,a) 1 to 4,68220,153394,149853,15268,22.6,13253,19.7,56479,38857,17622,25.9,37.7,48607,32561,16046,21.7,32.4,7872,5.3,64.8,0
1977,26,b) 5 to 9,26296,172204,169009,2373,9.1,1687,6.5,44316,21485,22831,12.7,26.2,37598,18603,18995,11,22.2,6718,4,44.4,0
1977,26,c) 10 to 19,16121,205318,199398,1511,9.6,811,5.1,47597,20516,27081,10.3,23.9,35398,16014,19384,8,17.8,12199,6.1,35.6,0
1977,26,d) 20 to 49,10936,269388,260025,1196,11.3,566,5.3,60496,25004,35492,9.6,23.3,41777,18479,23298,7.1,16.1,18719,7.2,32.2,0
1977,26,e) 50 to 99,4766,182321,175153,527,11.5,165,3.6,36002,12378,23624,7.1,20.6,21952,8157,13795,4.7,12.5,14050,8.1,25,0
1977,26,f) 100 to 249,3773,188282,182177,450,12.3,213,5.8,37859,13254,24605,7.3,20.8,25368,10687,14681,5.9,13.9,12491,6.9,27.8,0
1977,26,g) 250 to 499,2074,112255,106629,206,10,198,9.6,21265,8320,12945,7.8,19.9,10070,2207,7863,2.1,9.4,11195,10.5,18.8,0
1977,26,h) 500 to 999,1746,108410,106928,152,8.7,154,8.8,17914,7766,10148,7.3,16.8,15046,2894,12152,2.7,14.1,2868,2.7,28.2,0
1977,26,i) 1000 to 2499,2319,152175,143667,278,12.3,145,6.4,28484,7040,21444,4.9,19.8,11560,2372,9188,1.7,8,16924,11.8,16,0
1977,26,j) 2500 to 4999,1967,105996,100325,277,14.6,138,7.3,20826,7551,13275,7.5,20.8,9787,3862,5925,3.8,9.8,11039,11,19.6,0
1977,26,k) 5000 to 9999,1990,143648,140682,291,15.3,159,8.4,22114,7197,14917,5.1,15.7,16336,2532,13804,1.8,11.6,5778,4.1,23.2,0
1977,26,l) 10000+,6956,925331,887998,598,8.6,595,8.6,137934,27599,110335,3.1,15.5,64842,9476,55366,1.1,7.3,73092,8.2,14.6,0
1977,27,a) 1 to 4,35378,79027,76464,8213,23.8,6254,18.1,29267,20359,8908,26.6,38.3,23747,15941,7806,20.8,31.1,5520,7.2,62.2,0
1977,27,b) 5 to 9,14158,93619,91174,1292,9.3,851,6.1,23892,11535,12357,12.7,26.2,18932,9350,9582,10.3,20.8,4960,5.4,41.6,0
1977,27,c) 10 to 19,8860,112655,110067,795,9.1,471,5.4,25265,11624,13641,10.6,23,20109,9373,10736,8.5,18.3,5156,4.7,36.6,0
1977,27,d) 20 to 49,5738,142315,139884,514,9.1,343,6.1,29126,12018,17108,8.6,20.8,24143,11096,13047,7.9,17.3,4983,3.5,34.6,0
1977,27,e) 50 to 99,2455,101175,99384,261,10.9,145,6,20300,8390,11910,8.4,20.4,16295,8351,7944,8.4,16.4,4005,4,32.8,0
1977,27,f) 100 to 249,1825,108213,105535,278,16.1,78,4.5,22709,10711,11998,10.1,21.5,17224,7252,9972,6.9,16.3,5485,5.2,32.6,0
1977,27,g) 250 to 499,1042,65768,63564,127,12.7,45,4.5,9944,2317,7627,3.6,15.6,5529,971,4558,1.5,8.7,4415,6.9,17.4,0
1977,27,h) 500 to 999,1098,59368,55357,122,11.2,106,9.7,12860,3974,8886,7.2,23.2,4934,2157,2777,3.9,8.9,7926,14.3,17.8,0
1977,27,i) 1000 to 2499,1204,100667,99512,174,15.1,71,6.2,12196,5745,6451,5.8,12.3,9886,1169,8717,1.2,9.9,2310,2.4,19.8,0
1977,27,j) 2500 to 4999,973,71430,66239,81,8.6,54,5.7,16857,4351,12506,6.6,25.4,6638,2426,4212,3.7,10,10219,15.4,20,0
1977,27,k) 5000 to 9999,940,73533,71576,74,7.9,86,9.2,11188,1652,9536,2.3,15.6,7405,977,6428,1.4,10.3,3783,5.3,20.6,0
1977,27,l) 10000+,3359,275247,255421,269,7.8,410,12,64123,10926,53197,4.3,25.1,24525,3716,20809,1.5,9.6,39598,15.5,19.2,0
1977,28,a) 1 to 4,20821,45176,44239,4877,23.8,4074,19.9,16786,11967,4819,27.1,37.9,14510,9814,4696,22.2,32.8,2276,5.1,65.6,0
1977,28,b) 5 to 9,6731,43746,43143,613,9.2,430,6.5,11102,5824,5278,13.5,25.7,9829,4684,5145,10.9,22.8,1273,2.9,45.6,0
1977,28,c) 10 to 19,3840,48193,47347,376,10,212,5.6,11065,5524,5541,11.7,23.4,9298,4314,4984,9.1,19.6,1767,3.8,39.2,0
1977,28,d) 20 to 49,2388,56112,55337,207,8.8,127,5.4,11553,4752,6801,8.6,20.9,10018,4490,5528,8.1,18.1,1535,2.8,36.2,0
1977,28,e) 50 to 99,1150,41783,40884,121,10.9,42,3.8,8372,3506,4866,8.6,20.5,6584,3092,3492,7.6,16.1,1788,4.4,32.2,0
1977,28,f) 100 to 249,1017,47655,46571,165,17.1,58,6,9302,4586,4716,9.8,20,7021,2462,4559,5.3,15.1,2281,4.9,30.2,0
1977,28,g) 250 to 499,588,33860,31048,108,20.1,22,4.1,8142,3102,5040,10,26.2,2902,583,2319,1.9,9.3,5240,16.9,18.6,0
1977,28,h) 500 to 999,471,29439,29016,35,7.5,30,6.4,3958,1069,2889,3.7,13.6,3281,476,2805,1.6,11.3,677,2.3,22.6,0
1977,28,i) 1000 to 2499,737,40453,39410,73,10.1,39,5.4,5800,725,5075,1.8,14.7,3713,752,2961,1.9,9.4,2087,5.3,18.8,0
1977,28,j) 2500 to 4999,445,25002,24677,60,13.8,36,8.3,3728,1173,2555,4.8,15.1,3062,1198,1864,4.9,12.4,666,2.7,24.8,0
1977,28,k) 5000 to 9999,545,35576,28199,57,10.9,19,3.6,16035,1267,14768,4.5,56.9,1304,344,960,1.2,4.6,14731,52.3,9.2,0
1977,28,l) 10000+,2026,135141,131927,168,8.3,141,7,16411,3705,12706,2.8,12.4,9983,2346,7637,1.8,7.6,6428,4.8,15.2,0
1977,29,a) 1 to 4,46058,100162,98351,10453,22.9,9239,20.3,36691,25632,11059,26.1,37.3,32453,22419,10034,22.8,33,4238,4.3,66,0
1977,29,b) 5 to 9,15826,103329,101409,1463,9.4,1062,6.8,26582,13268,13314,13.1,26.2,22639,11465,11174,11.3,22.3,3943,3.9,44.6,0
1977,29,c) 10 to 19,9710,122559,121283,792,8.3,503,5.3,25235,11302,13933,9.3,20.8,22659,10245,12414,8.4,18.7,2576,2.1,37.4,0
1977,29,d) 20 to 49,6660,157059,154164,645,9.9,331,5.1,31587,12441,19146,8.1,20.5,25625,11171,14454,7.2,16.6,5962,3.9,33.2,0
1977,29,e) 50 to 99,2707,108799,106514,268,10.2,136,5.2,20503,8984,11519,8.4,19.2,16132,6904,9228,6.5,15.1,4371,4.1,30.2,0
1977,29,f) 100 to 249,2194,102135,100496,254,11.9,129,6.1,18484,6749,11735,6.7,18.4,15432,6419,9013,6.4,15.4,3052,3,30.8,0
1977,29,g) 250 to 499,1518,79094,76894,172,11.6,106,7.2,12504,4768,7736,6.2,16.3,8627,2261,6366,2.9,11.2,3877,5.1,22.4,0
1977,29,h) 500 to 999,1312,82480,77803,116,8.9,102,7.8,17198,6543,10655,8.4,22.1,7893,1866,6027,2.4,10.1,9305,12,20.2,0
1977,29,i) 1000 to 2499,1794,111139,111135,162,9.1,130,7.3,12771,3343,9428,3,11.5,12697,3897,8800,3.5,11.4,74,0.1,22.8,0
1977,29,j) 2500 to 4999,992,79581,75186,90,9.1,85,8.6,16572,3536,13036,4.7,22,7825,1968,5857,2.6,10.4,8747,11.6,20.8,0
1977,29,k) 5000 to 9999,1139,81424,67954,131,11.6,125,11.1,32723,2998,29725,4.4,48.2,6256,2765,3491,4.1,9.2,26467,39,18.4,0
1977,29,l) 10000+,4976,383484,380068,428,8.6,448,9,44755,12238,32517,3.2,11.8,38351,7625,30726,2,10.1,6404,1.7,20.2,0
1977,30,a) 1 to 4,9960,22390,21090,2755,28.9,1817,19.1,9497,6841,2656,32.4,45,6745,4589,2156,21.8,32,2752,13,64,0
1977,30,b) 5 to 9,3287,22177,21245,358,11.1,215,6.7,6780,3464,3316,16.3,31.9,4881,2465,2416,11.6,23,1899,8.9,46,0
1977,30,c) 10 to 19,2021,25881,25031,222,11.3,112,5.7,6466,3037,3429,12.1,25.8,4700,2378,2322,9.5,18.8,1766,7,37.6,0
1977,30,d) 20 to 49,1149,27151,26595,116,10.4,54,4.8,5748,2130,3618,8,21.6,4560,1831,2729,6.9,17.1,1188,4.5,34.2,0
1977,30,e) 50 to 99,438,14880,14325,47,11.2,14,3.3,3647,1655,1992,11.6,25.5,2553,986,1567,6.9,17.8,1094,7.7,35.6,0
1977,30,f) 100 to 249,311,12664,12041,28,9.3,12,4,2383,359,2024,3,19.8,1154,347,807,2.9,9.6,1229,10.2,19.2,0
1977,30,g) 250 to 499,122,5450,5166,9,7.4,10,8.2,901,196,705,3.8,17.4,344,51,293,1,6.7,557,10.7,13.4,0
1977,30,h) 500 to 999,307,7412,7238,16,5.3,11,3.6,1183,450,733,6.2,16.3,841,67,774,0.9,11.6,342,4.7,23.2,0
1977,30,i) 1000 to 2499,259,7724,7651,38,15.3,20,8.1,962,344,618,4.5,12.6,874,132,742,1.7,11.4,88,1.2,22.8,0
1977,30,j) 2500 to 4999,249,11154,7764,10,4.1,3,1.2,7200,116,7084,1.5,92.7,420,13,407,0.2,5.4,6780,87.3,10.8,0
1977,30,k) 5000 to 9999,161,4957,4674,7,4.4,3,1.9,732,326,406,7,15.7,170,15,155,0.3,3.6,562,12.1,7.2,0
1977,30,l) 10000+,692,29434,26198,67,9.3,119,16.6,8302,4021,4281,15.3,31.7,1829,405,1424,1.5,7,6473,24.7,14,0
1977,31,a) 1 to 4,18023,39367,38265,4060,22.9,3281,18.5,14308,9941,4367,26,37.4,11876,8127,3749,21.2,31,2432,6.4,62,0
1977,31,b) 5 to 9,6333,41294,40355,584,9.4,376,6,10391,5415,4976,13.4,25.7,8414,4085,4329,10.1,20.8,1977,4.9,41.6,0
1977,31,c) 10 to 19,3860,48409,47648,384,10.2,205,5.4,10694,4960,5734,10.4,22.4,9062,4515,4547,9.5,19,1632,3.4,38,0
1977,31,d) 20 to 49,2448,58448,57759,194,8.1,116,4.8,10875,4116,6759,7.1,18.8,9465,4412,5053,7.6,16.4,1410,2.4,32.8,0
1977,31,e) 50 to 99,1082,38310,38316,88,8.3,46,4.3,6140,1890,4250,4.9,16,6180,2440,3740,6.4,16.1,-40,-0.1,32,0
1977,31,f) 100 to 249,823,36601,36201,74,9.2,38,4.7,6282,2355,3927,6.5,17.4,5511,2602,2909,7.2,15.2,771,2.2,30.4,0
1977,31,g) 250 to 499,386,17762,17045,40,10.8,9,2.4,3229,1214,2015,7.1,18.9,1828,44,1784,0.3,10.7,1401,8.2,21.4,0
1977,31,h) 500 to 999,358,17393,16066,73,22,25,7.5,3662,1194,2468,7.4,22.8,1376,222,1154,1.4,8.6,2286,14.2,17.2,0
1977,31,i) 1000 to 2499,524,35412,32999,72,14.3,28,5.6,7306,1750,5556,5.3,22.1,2479,328,2151,1,7.5,4827,14.6,15,0
1977,31,j) 2500 to 4999,435,29595,24957,34,8,23,5.4,11325,2796,8529,11.2,45.4,2053,412,1641,1.7,8.2,9272,37.2,16.4,0
1977,31,k) 5000 to 9999,352,37952,32888,30,8.6,23,6.6,14757,391,14366,1.2,44.9,4639,832,3807,2.5,14.1,10118,30.8,28.2,0
1977,31,l) 10000+,1508,73247,69582,98,6.4,166,10.8,16600,1946,14654,2.8,23.9,9336,945,8391,1.4,13.4,7264,10.5,26.8,0
1977,32,a) 1 to 4,7235,17185,16144,2303,33.4,1578,22.9,8201,6155,2046,38.1,50.8,5975,4174,1801,25.9,37,2226,13.8,74,0
1977,32,b) 5 to 9,2641,17712,17103,289,11.1,205,7.9,5642,2886,2756,16.9,33,4412,2253,2159,13.2,25.8,1230,7.2,51.6,0
1977,32,c) 10 to 19,1481,19208,18027,204,14.4,83,5.8,6080,3008,3072,16.7,33.7,3730,1702,2028,9.4,20.7,2350,13,41.4,0
1977,32,d) 20 to 49,897,22113,20825,120,13.9,48,5.6,6700,2469,4231,11.9,32.2,4000,2164,1836,10.4,19.2,2700,13,38.4,0
1977,32,e) 50 to 99,356,12983,11916,60,17.9,21,6.3,4124,1550,2574,13,34.6,2004,878,1126,7.4,16.8,2120,17.8,33.6,0
