_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.PRIMARY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.CITY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LOCATION_ADDRESS,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_EZ.STATE_NAME,V_LRT_EF_COVERAGE_SRC_EZ.FEDERAL_FACILITY_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_EZ.LONGITUDE
FRS,110036535121,110036535121,TULSA EC DEVELOP. CTR (BUNCHE),TULSA,TULSA,2703 NORTH YORKTOWN PLACE,OK,74110,OKLAHOMA,,,,36.1927,-95.96142
FRS,110036535158,110036535158,GRIMES ES,TULSA,TULSA,3213 E. 56TH STREET,OK,74105,OKLAHOMA,,,,36.08247,-95.94093
FRS,110036536326,110036536326,PHILLIPS ES,TULSA,TULSA,3613 S HUDSON AVE,OK,74135,OKLAHOMA,,,,36.1114,-95.91344
FRS,110036533463,110036533463,DEWEY MS,DEWEY,WASHINGTON,1 BULLDOGGER ROAD,OK,74029,OKLAHOMA,,,,36.80336,-95.93943
FRS,110036533597,110036533597,DOVER HS,DOVER,KINGFISHER,201 N. TAYLOR,OK,73734,OKLAHOMA,,,,35.98232,-97.90785
FRS,110036573080,110036573080,DURANT HS,DURANT,BRYAN,802 WEST WALNUT STREET,OK,74701,OKLAHOMA,,,,34.00182,-96.38122
FRS,110036531517,110036531517,CLEGERN ES,EDMOND,OKLAHOMA,601 S. JACKSON,OK,73034,OKLAHOMA,,,,35.64825,-97.47747
FRS,110022606697,110022606697,HAMILTON TRAILER CT #2 SOUTH,ALTUS,JACKSON,RT 2 BOX 167,OK,73521,OKLAHOMA,,N,,34.627575,-99.315345
FRS,110036530206,110036530206,WILBURTON HS,WILBURTON,LATIMER,1201 WEST BLAIR,OK,74578,OKLAHOMA,,,,34.92473,-95.32367
FRS,110030893558,110030893558,2A 1A INJECTION,SKIATOOK,,NORTH 3940 ROAD,OK,74070,OKLAHOMA,,N,,36.376931,-96.015523
FRS,110036503799,110036503799,HEALDTON HS,HEALDTON,CARTER,432 WEST TEXAS,OK,73438,OKLAHOMA,,,,34.23093,-97.48825
FRS,110030473182,110030473182,AEP-PSO,MCALESTER,PITTSBURG,900 E. ELECTRIC AVENUE,OK,74501,OKLAHOMA,,N,,34.947088,-95.751188
FRS,110036505207,110036505207,HOLLIS ES,HOLLIS,HARMON,310 N 6TH,OK,73550,OKLAHOMA,,N,,34.6838,-99.91525
FRS,110036543201,110036543201,TIPTON ES,TIPTON,TILLMAN,1100 S. BROADWAY,OK,73570,OKLAHOMA,,,,34.49423,-99.14084
FRS,110036543238,110036543238,WOODLAND ES,FAIRFAX,OSAGE,715 W. MULBERRY,OK,74637,OKLAHOMA,,,,36.57215,-96.71162
FRS,110036543265,110036543265,TISHOMINGO ES,TISHOMINGO,JOHNSTON,502 N. NESHOBA ST.,OK,73460,OKLAHOMA,,,,34.23907,-96.67518
FRS,110036505662,110036505662,WILSON EC,SHAWNEE,POTTAWATOMIE,1830 N BEARD,OK,74804,OKLAHOMA,,,,35.35144,-96.92505
FRS,110025663501,110025663501,SEQUOYAH ES,TAHLEQUAH,CHEROKEE,425 S. COLLEGE ST,OK,74464,OKLAHOMA,,N,,35.90994,-94.97382
FRS,110025616992,110025616992,WILSON MS,TULSA,TULSA,1127 S COLUMBIA AVE,OK,74104,OKLAHOMA,,N,,36.14654,-95.95023
FRS,110036543372,110036543372,UNION 8TH GRADE CTR,BROKEN ARROW,TULSA,6501 S GARNETT,OK,74012,OKLAHOMA,,,,36.07069,-95.85079
FRS,110025690009,110025690009,WAGONER MS,WAGONER,WAGONER,500 BULLDOG CIRCLE,OK,74467,OKLAHOMA,,N,,35.9636,-95.35956
FRS,110036528745,110036528745,WEATHERFORD MS,WEATHERFORD,CUSTER,509 N. CUSTER,OK,73096,OKLAHOMA,,,,35.53025,-98.708
FRS,110026910029,110026910029,WEATHERFORD WEST ES,WEATHERFORD,CUSTER,811 WEST HUBER,OK,73096,OKLAHOMA,,N,,35.53121,-98.71721
FRS,110036531820,110036531820,HILLCREST ES,EL RENO,CANADIAN,1302  S. MILES,OK,73036,OKLAHOMA,,,,35.51953,-97.95959
FRS,110036531928,110036531928,ELK CITY HS,ELK CITY,BECKHAM,1221 N. PIONEER,OK,73644,OKLAHOMA,,,,35.42121,-99.43509
FRS,110036531937,110036531937,8TH & 9TH GRADE CTR,ELK CITY,BECKHAM,300 NORTH BOONE,OK,73644,OKLAHOMA,,,,35.4129,-99.4132
FRS,110036531946,110036531946,FAIRVIEW ES,ELK CITY,BECKHAM,1501 W 7TH,OK,73644,OKLAHOMA,,,,35.40759,-99.4222
FRS,110036531955,110036531955,GRANDVIEW 5TH/6TH GRADE CTR,ELK CITY,BECKHAM,800 N. PIONEER ROAD,OK,73644,OKLAHOMA,,,,35.4172,-99.43491
FRS,110036594432,110036594432,ERICK ES,ERICK,BECKHAM,611 WEST THIRD,OK,73645,OKLAHOMA,,,,35.2141,-99.85939
FRS,110026612707,110026612707,MONROE ES,ENID,GARFIELD,400 WEST COTTONWOOD,OK,73701,OKLAHOMA,,N,,36.41852,-97.8832
FRS,110011691954,110011691954,HEAVENER PUBLIC SCHOOL,HEAVENER,LE FLORE,WEST SECOND,OK,74937,OKLAHOMA,,N,,34.889535,-94.604716
FRS,110007388399,110007388399,WHITING OIL AND GAS/POSTLE UPPER MORROW,GUYMON,TEXAS,23 MI NW OF GUYMON,OK,73942,OKLAHOMA,,N,,36.930271,-101.594658
FRS,110007165021,110007165021,DCP MIDSTREAM LP/STRAIGHT NORTH STA,HOOKER,TEXAS,9 MI W   6 MI N   1 MI W,OK,73945,OKLAHOMA,N,N,,36.950958,-101.376053
FRS,110021350571,110021350571,SOUTHERN STAR CTL G/COTTON VALLEY STA,COPAN,WASHINGTON,16 25 MI NE OF DEWEY,OK,74022,OKLAHOMA,,N,,36.962502,-95.859917
FRS,110021350599,110021350599,CONTINENTAL NATURAL GAS INC,KNOWLES,BEAVER,7 MI S,OK,73847,OKLAHOMA,,N,,36.779709,-100.179932
FRS,110022401391,110022401391,TEPPCO CRUDE PIPELI/ADDINGTON CRUDE OIL,ADDINGTON,JEFFERSON,1.5 MI E OF US81 MONUMENT,OK,73520,OKLAHOMA,,N,,34.245251,-97.947487
FRS,110007164479,110007164479,DUKE ENERGY FIELD S/QUINLAN STA,MOORELAND,WOODWARD,3 MI N 5 MI E ON HWY 412,OK,73852,OKLAHOMA,,N,,36.477219,-99.093758
FRS,110007388380,110007388380,ENOGEX INC/COGAR STA,BINGER,CADDO,2 MI N THEN 2 MI W OF,OK,73009,OKLAHOMA,N,N,,35.360229,-98.169807
FRS,110007387693,110007387693,CENTERPOINT ENGRY G/SPIRO STA,BOKOSHE,LE FLORE,5 MI SW OF BOKOSHE,OK,74930,OKLAHOMA,,N,,35.145741,-94.852768
FRS,110007386355,110007386355,QUEST PIPELINES KPC/PAWNEE STA,PAWNEE,PAWNEE,3.5 MI N 4 MI E OF SH18 US 64,OK,74058,OKLAHOMA,N,N,,36.400928,-96.725861
FRS,110007162337,110007162337,DCP MIDSTREAM LP/DIBBLE STA GOLDSBY L,WASHINGTON,MC CLAIN,3MI W 1MI S 0 5 MI W FROM COLE,OK,73093,OKLAHOMA,N,N,,35.087711,-97.633308
FRS,110007023522,110007023522,ENOGEX PROD CORP/CALUMET GAS PROCESSI,CALUMET,CANADIAN,2.5 MI NW OF CALUMET,OK,73014,OKLAHOMA,N,N,,35.666458,-98.154091
FRS,110007387915,110007387915,EXXONMOBIL PRODUCTI/HEWITT UNIT WATERFLO,WILSON,CARTER,2.5 MI N OF WILSON,OK,73463,OKLAHOMA,N,N,,34.201649,-97.406059
FRS,110000539329,110000539329,NORTHSIDE WASTEWATER TREATMENT PLANT,TULSA,TULSA,5665 NORTH 105TH EAST AVENUE,OK,74117,OKLAHOMA,,N,,36.235956,-95.860085
FRS,110000494974,110000494974,MID AMERICA ALLOYS L L C,SAPULPA,CREEK,2205 N INDUSTRIAL RD.,OK,74066,OKLAHOMA,,N,,36.024651,-96.10228
FRS,110007388031,110007388031,DCP MIDSTREAM LP/CHITWOOD GAS PLT,ALEX,GRADY,4 MI S AND 2MI W OF ALEX,OK,73002,OKLAHOMA,,N,,34.854099,-97.827461
FRS,110007165851,110007165851,DCP MIDSTREAM LP/GEARY BOOSTER CMPSR,GEARY,BLAINE,13 MILES WNW OF,OK,73040,OKLAHOMA,,N,,35.671162,-98.508347
FRS,110013972521,110013972521,ELK CITY MUNICIPAL LANDFILL,ELK CITY,BECKHAM,OFF COUNTRY CLUB RD.  3 MI WES,OK,73644,OKLAHOMA,,N,,35.26915,-99.680153
FRS,110007388022,110007388022,DCP MIDSTREAM LP/HUGHES BOOSTER,NINNEKAH,GRADY,2MI W OF CHITWOOD PLANT,OK,73067,OKLAHOMA,,N,,34.852772,-97.85347
FRS,110007385418,110007385418,ONEOK FIELD SVC/LINDSAY BOOSTER STA,LINDSAY,GARVIN,2MI NE OF LINDSAY,OK,73052,OKLAHOMA,,N,,34.847321,-97.560089
FRS,110007164433,110007164433,SOUTHERN STAR CTL G/DRUMRIGHT STA,DRUMRIGHT,CREEK,51970 W. 86TH STREET SOUTH,OK,74030,OKLAHOMA,,N,,36.034431,-96.573578
FRS,110007165502,110007165502,MUSTANG GAS PROD LL/GOODEN STA,LOYAL,KINGFISHER,SW OF LOYAL,OK,73756,OKLAHOMA,N,N,,35.942139,-98.122002
FRS,110001649011,110001649011,MUSTANG GAS PROD LL/KINGFISHER EAST STA,KINGFISHER,KINGFISHER,3.5 MI E ON HWY 33 THEN N,OK,73750,OKLAHOMA,N,N,,35.897381,-97.891197
FRS,110007165496,110007165496,MUSTANG GAS PROD LL/LIEBEL STA,LOYAL,KINGFISHER,NE OF LOYAL,OK,73756,OKLAHOMA,,N,,35.98848,-98.085648
FRS,110000573013,110000573013,BAMA FOODS  LTD. PARTNERSHIP,TULSA,TULSA,5377 EAST 66TH STREET NORTH,OK,741171813,OKLAHOMA,,N,,36.249565,-95.915242
FRS,110020903931,110020903931,DCP MIDSTREAM LP/BUFFALO BOOSTER STA,BUFFALO,HARPER,10 MI E AND 2.5 MI S,OK,73834,OKLAHOMA,,N,,36.82531,-99.442879
FRS,110035902422,110035902422,OG AND E/CONOCO TURBINES REFI,PONCA CITY,KAY,100 S PINE,OK,74602,OKLAHOMA,N,N,,36.699551,-97.306602
FRS,110014009367,110014009367,LENARD COBLE LANDFILL,STIGLER,HASKELL,RTE 2 BOX 162,OK,74462,OKLAHOMA,,N,,35.258099,-95.134399
FRS,110013971247,110013971247,CITY OF ADA LANDFILL,ADA,PONTOTOC,HWY 3 WEST,OK,74820,OKLAHOMA,,N,,34.734749,-96.66935
FRS,110000606764,110000606764,AMERICAN WATER SERVICES-FORT SILL,FORT SILL,COMANCHE,2930 CURRIE ROAD,OK,735035100,OKLAHOMA,Y,N,,34.654167,-98.373056
FRS,110014009606,110014009606,WOODWARD COUNTY LANDFILL,WOODWARD,WOODWARD,SOUTHEAST 412,OK,73801,OKLAHOMA,,N,,36.4837,-99.280548
FRS,110000730139,110000730139,BLACKWELL COOPERATIVE ELEVATOR ASSOCIATION,PONCA CITY,KAY,2193 KILDARE ROAD,OK,746046931,OKLAHOMA,,N,,36.883735,-97.053409
FRS,110000816626,110000816626,CENTRAL FOREST PRODUCTS INC,HUGO,CHOCTAW,101 SOUTH YERBY STREET,OK,74743,OKLAHOMA,,N,,34.011621,-95.530301
FRS,110000816644,110000816644,MODERN ART INC,TULSA,TULSA,1332 E 5TH PLACE,OK,74120,OKLAHOMA,,N,,36.153759,-95.974399
FRS,110000566049,110000566049,BAR-S FOODS CO. - CLINTON PLANT,CLINTON,CUSTER,208 COURT STREET,OK,736010339,OKLAHOMA,,N,,35.511422,-98.963029
FRS,110013960758,110013960758,TOWN OF WELEETKA MUNICIPAL LANDFILL,,OKFUSKEE,,OK,,OKLAHOMA,,N,,35.464401,-96.302849
FRS,110013972291,110013972291,BOISE CITY PUBLIC WORKS AUTHORITY LF,BOISE CITY,CIMARRON,23 N LOGAN,OK,73933,OKLAHOMA,,N,,36.749973,-102.514748
FRS,110013972415,110013972415,SOUTH CENTRAL SOLID WASTE AUTHORITY LF,,CARTER,,OK,,OKLAHOMA,,N,,34.288898,-97.247597
FRS,110000860827,110000860827,LMI FINISHING INCORPORATED,TULSA,ROGERS,2104 NORTH 170TH EAST AVENUE,OK,741164919,OKLAHOMA,N,N,,36.183726,-95.787343
FRS,110002368795,110002368795,AIR LIQUIDE AMERICA CORP,OKLAHOMA CITY,OKLAHOMA,7248 SW 29TH STREET,OK,73179,OKLAHOMA,N,N,,35.435261,-97.640334
FRS,110002347586,110002347586,CITGO OKC LUBE PLANT,OKLAHOMA CITY,OKLAHOMA,915 MARTIN LUTHER KING BOULEVARD,OK,73117,OKLAHOMA,,N,,35.476197,-97.476709
FRS,110002347620,110002347620,DOWELL SCHLUMBERGER  INCORPORATED,TULSA,TULSA,5051 SOUTH 129TH EAST AVENUE,OK,74101,OKLAHOMA,,N,,36.090634,-95.83311
FRS,110002130088,110002130088,SEAGATE TECHNOLOGY INC (SEAGATE),OKLAHOMA CITY,OKLAHOMA,76 S. MERIDIAN ST.,OK,73107,OKLAHOMA,,N,,35.465946,-97.601072
FRS,110002130131,110002130131,BAKER CMI,YUKON,CANADIAN,11040 NW 10TH STREET,OK,73099-5125,OKLAHOMA,,N,,35.478887,-97.717212
FRS,110002130391,110002130391,FISHER PRODUCTS INC,TULSA,TULSA,1320 W. 22ND PL.,OK,74107,OKLAHOMA,,N,,36.130626,-96.007249
FRS,110002130499,110002130499,ELLIOTT PRECISION PRODUCTS,TULSA,TULSA,16309 E. LATIMER ST.,OK,74116,OKLAHOMA,,N,,36.169854,-95.792848
FRS,110007163121,110007163121,GREAT PLAINS LNDFLL/POCASSET LNDFLL,POCASSET,GRADY,2 MILES W OF HWY 81,OK,73079,OKLAHOMA,,N,,35.1527,-97.9788
FRS,110002130266,110002130266,DELUXE CHECK PRINTERS INCORPORATED,BROKEN ARROW,TULSA,1765 N. JUNIPER AVE.,OK,74012,OKLAHOMA,,N,,36.070354,-95.812152
FRS,110004752483,110004752483,AUTO CRAFT BO/SH INC,NORMAN,CLEVELAND,3218 DELORIS DRIVE,OK,73069,OKLAHOMA,,N,,35.250463,-97.489333
FRS,110004754098,110004754098,LAVICKY FARM EQUIPMENT REPAIR,CHEROKEE,ALFALFA,820 E JEFFERSON,OK,73728,OKLAHOMA,,N,,36.760904,-98.352613
FRS,110004744732,110004744732,PHILLIPS PETROLEUM CO OKLAHOMA CITY LA,OKLAHOMA CITY,OKLAHOMA,8600 S SUNNY LANE,OK,73115,OKLAHOMA,,N,,35.380772,-97.44121
FRS,110004759360,110004759360,AT & T NETWORK SYSTEMS,TULSA,TULSA,510 S ELGIN RME1118,OK,74126,OKLAHOMA,,Y,OSAGE RESERVATION,36.153014,-95.985277
FRS,110004760018,110004760018,QUALITY BLENDING INC,TULSA,TULSA,1578 #105TH E AVE,OK,74116,OKLAHOMA,,N,,36.179117,-95.860265
FRS,110004751046,110004751046,MCKESSON CHEMICAL COMPANY,TULSA,TULSA,6550 E SKELLY DRIVE,OK,74145,OKLAHOMA,,N,,36.110424,-95.90011
FRS,110004760198,110004760198,UNITED PARCEL SVC,TULSA,TULSA,5805 S 118 E AVE,OK,74146,OKLAHOMA,,N,,36.078747,-95.845641
FRS,110004771756,110004771756,C & C,MIDWEST CITY,OKLAHOMA,1904 S MIDWEST BLVD,OK,73130,OKLAHOMA,,N,,35.446377,-97.388445
FRS,110007167136,110007167136,PLAINS PIPELINE LP/EDMOND CRUDE OIL STA,EDMOND,OKLAHOMA,5 MI N OF EDMOND,OK,73034,OKLAHOMA,N,N,,35.653228,-97.481577
FRS,110001652541,110001652541,PALLET SUPPLY/PALLET SUPPLY,TULSA,TULSA,1111 E 32ND ST RD,OK,74106,OKLAHOMA,,N,,36.200242,-95.977504
FRS,110009454438,110009454438,SEARS # 2291 / 6449 / 7101,ENID,GARFIELD,4125 W GARRIOTT RD,OK,73703,OKLAHOMA,,N,,36.390654,-97.928866
FRS,110009454456,110009454456,OKLAHOMA CITY-LINE MAINTENANCE,OKLAHOMA CITY,OKLAHOMA,621 N PENN,OK,73107,OKLAHOMA,,N,,35.47441,-97.547841
FRS,110007735610,110007735610,BUDS DISCOUNT CITY NO 4095,BIXBY,TULSA,151ST AND MEMORIAL,OK,74008,OKLAHOMA,,N,,35.94463,-95.88661
FRS,110007733603,110007733603,OKLA ARMY NATL GUARD OMS #7,LAWTON,COMANCHE,6TH & CACHE RD,OK,73502,OKLAHOMA,Y,N,,34.62329,-98.396315
FRS,110009154271,110009154271,BDB RESOURCES,KIEFER,CREEK,310 E INDIANA,OK,74041,OKLAHOMA,,N,,35.944704,-96.060485
FRS,110005971109,110005971109,FORMER CES GAFFEY,CLAREMORE,ROGERS,9655 ALAWHE DR,OK,74017,OKLAHOMA,N,N,,36.261202,-95.660315
FRS,110009431668,110009431668,SUN GAS COMPANY STRATE P E PROPERTY 712750,WATONGA,BLAINE,HIGHWAY 3 WEST BOX 999,OK,73772,OKLAHOMA,,N,,35.84757,-98.423879
FRS,110009431971,110009431971,SUN GAS COMPANY CHILES C COMPRESSOR PROPERTY 914027,WATONGA,BLAINE,HIGHWAY 3 WEST BOX 999,OK,73772,OKLAHOMA,,N,,35.84757,-98.423879
FRS,110017721018,110017721018,TEXOMA TRAVEL STOP,KINGSTON,MARSHALL,1795 HWY 70 EAST,OK,73439,OKLAHOMA,,Y,CHICKASAW NATION  OKLAHOMA,33.99828,-96.686113
FRS,110012591007,110012591007,SILVER LINE PLASTIC/PLASTIC PIPE MFG LAW,LAWTON,COMANCHE,8801 SW NEAL BLVD,OK,73505,OKLAHOMA,,N,,34.599734,-98.502663
FRS,110007731482,110007731482,CALPINE PRYOR  INC.,PRYOR,MAYES,6TH & HUNT ST,OK,74361,OKLAHOMA,,N,,36.238694,-95.276556
FRS,110011408592,110011408592,THACKERVILLE PUBLIC SCHOOLS,THACKERVILLE,LOVE,PO BOX 170/HWYS. 153 & 77,OK,73459,OKLAHOMA,,N,,33.7952,-97.1434
FRS,110016715820,110016715820,S P M,OKLAHOMA CITY,OKLAHOMA,9204 W RENO AVE,OK,73075,OKLAHOMA,,N,,35.464221,-97.672
FRS,110015825776,110015825776,AMERICAN ENGINE INSTALLATIONS,TULSA,TULSA,3102-C E PINE,OK,74115,OKLAHOMA,,N,,36.17712,-95.944206
FRS,110007727237,110007727237,SUN PIPELINE CO ADA STATION,ADA,PONTOTOC,NORTH OF CITY,OK,74820,OKLAHOMA,,N,,34.767103,-96.680675
FRS,110037229870,110037229870,PAWNEE NATION TRADING POST,PAWNEE,PAWNEE,291 AGENCY ROAD,OK,74058,OKLAHOMA,,N,,36.33799,-96.79892
FRS,110012160543,110012160543,GEAR PRODUCTS INC /MACHINE SHOP,TULSA,ROGERS,1111 N 161 E AVE,OK,74116,OKLAHOMA,,N,,36.168325,-95.797487
FRS,110007163229,110007163229,DACOMA FARMERS COOP/JET,JET,ALFALFA,JET,OK,73749,OKLAHOMA,,N,,36.666326,-98.180711
FRS,110011008550,110011008550,CITY OF POND CREEK,POND CREEK,GRANT,102 SOUTH 2ND  BOX 6,OK,73766,OKLAHOMA,,N,,36.666361,-97.785639
FRS,110013672070,110013672070,CADET MFG INC/CADET MFG,CHOUTEAU,MAYES,1125 E MAIN ST,OK,74337,OKLAHOMA,,N,,36.186372,-95.33381
FRS,110020776659,110020776659,GOODWIN'S ONE STOP,HARTSHORNE,PITTSBURG,1000 PENN AVE.,OK,74547,OKLAHOMA,,N,,34.845738,-95.558674
FRS,110022597322,110022597322,SAWYER CAR WASH,SAWYER,CHOCTAW,N OF HWY 70 AT W OF SAWYER,OK,74756,OKLAHOMA,,N,,34.0147,-95.3698
FRS,110022590560,110022590560,MID-CONTINENT CONCRETE CO,BIXBY,TULSA,S 141ST & MEMORIAL DR,OK,74008,OKLAHOMA,,N,,35.95183,-95.88639
FRS,110022591373,110022591373,LEWIS TERR WWT,TULSA,TULSA,6100 WEST 44TH,OK,74103,OKLAHOMA,,N,,36.075409,-96.042458
FRS,110022401738,110022401738,KING AEROSPACE/KING AEROSPACE PAINT,ARDMORE,CARTER,BLDG 301 ARDMORE AIR PARK,OK,73401,OKLAHOMA,,N,,34.224472,-97.142975
FRS,110022589420,110022589420,RL JONES CONST CO DBA J&J SAND CO,BROKEN ARROW,WAGONER,161ST ST SOUTH & 193ND  EAST AVENUE,OK,74014,OKLAHOMA,,N,,35.93315,-95.76157
FRS,110022589938,110022589938,S55199,SPENCER,OKLAHOMA,8300 N.E. 36TH,OK,73084,OKLAHOMA,,N,,35.50765,-97.383079
FRS,110022604261,110022604261,A&B PACKING CO,MORRIS,OKMULGEE,21030 SOUTH 280 ROAD,OK,74445,OKLAHOMA,,N,,35.551368,-95.875405
FRS,110022599981,110022599981,COE SANDY BEACH,PONCA CITY,KAY,9400 LAKE ROAD,OK,74604,OKLAHOMA,,N,,36.709572,-96.97715
FRS,110022610762,110022610762,TWIN LAKES MOBILE HOME PARK,SHAWNEE,POTTAWATOMIE,14206 HWY 102,OK,74804,OKLAHOMA,,N,,35.358936,-97.054242
FRS,110022626700,110022626700,TOD & DANS MHP C/O OKLA MOBILE,LAWTON,COMANCHE,1115 EAST,OK,73501,OKLAHOMA,,N,,34.6029,-98.404951
FRS,110022622928,110022622928,S55164,MOORE,CLEVELAND,512 N.W. 27TH,OK,731171212,OKLAHOMA,,N,,35.36331,-97.497487
FRS,110022637342,110022637342,ANDERSON FEED STORE,GUTHRIE,LOGAN,204 E OKLA,OK,73044,OKLAHOMA,,N,,35.87804,-97.423997
FRS,110022630152,110022630152,SNYDER,SNYDER,KIOWA,721 EAST STREET,OK,73566,OKLAHOMA,,N,,34.65864,-98.951869
FRS,110009305947,110009305947,SAND SPRINGS PETROCHEMICAL COMPLEX,SAND SPRINGS,TULSA,2 BLKS S 198 E MORRO,OK,74063,OKLAHOMA,N,N,,36.13083,-96.10138
FRS,110001648897,110001648897,SAND SPRINGS METAL /1101 W MORROW RD SAN,SAND SPRINGS,TULSA,1101 W MORROW RD,OK,74063,OKLAHOMA,N,N,,36.133596,-96.120459
FRS,110001649413,110001649413,WHIPPLES AUTOMOTIVE,OKLAHOMA CITY,OKLAHOMA,4320 SOUTH PORTLAND AVENUE,OK,73109,OKLAHOMA,N,N,,35.422146,-97.583317
FRS,110024829630,110024829630,SIMONTON WINDOWS,MCALESTER,PITTSBURG,401 STEVEN TAYLOR BLVD,OK,74501,OKLAHOMA,,N,,34.925416,-95.825361
FRS,110001648913,110001648913,COMPANIONS FOREVER/ANIMAL CREMATORIUM,TULSA,TULSA,7442 E 46 ST,OK,74145,OKLAHOMA,,N,,36.097753,-95.893843
FRS,110001649039,110001649039,FINTUBE LTD PARTNER/TULSA TEST FACILITY,TULSA,TULSA,4105 S ELWOOD,OK,74136,OKLAHOMA,,N,,36.104259,-95.993508
FRS,110001647594,110001647594,CHROME SHOP SPECIAL/1515 N MINGO RD,TULSA,TULSA,1515 N MINGO RD,OK,74116,OKLAHOMA,N,N,,36.177196,-95.86872
FRS,110001638318,110001638318,AUTOCRAFT IND/9901 W RENO MFG FACI,OKLAHOMA CITY,CANADIAN,9901 W RENO,OK,73127,OKLAHOMA,N,N,,35.464415,-97.690545
FRS,110001638513,110001638513,TABER PAINT INC/JOB SHOP PAINTING FA,PERRY,NOBLE,1003 PERRY AVE,OK,73077,OKLAHOMA,,N,,36.278783,-97.2935
FRS,110001649789,110001649789,FREEMAN PRODUCTS I GYPSUM PRODUCTS FACI,BROKEN ARROW,TULSA,1912 W. KENOSHA,OK,74012,OKLAHOMA,,N,,36.06092,-95.811576
FRS,110001649556,110001649556,GRAND AUTO SALES,ARDMORE,CARTER,936 GRAND AVENUE,OK,73401,OKLAHOMA,N,N,,34.179234,-97.138948
FRS,110001649280,110001649280,CHAMIPON MUFFLER & AUTO CENTER,MIDWEST CITY,OKLAHOMA,1103 SOUTH AIR DEPOT,OK,73110,OKLAHOMA,N,N,,35.453303,-97.406112
FRS,110001651061,110001651061,CHAMPION CLNRS AND /112 E PARK (CHAMPION,PONCA CITY,KAY,112 E PARK,OK,74601,OKLAHOMA,N,N,,36.708867,-97.083436
FRS,110001649306,110001649306,NEIGHBORHOOD CARE CARE CENTERE,OKLAHOMA CITY,OKLAHOMA,2112 NORTH MACARTHUR BLVD,OK,73127,OKLAHOMA,N,N,,35.490558,-97.619027
FRS,110001652346,110001652346,FREDERICK ONE HOUR /123 GRAND AVE (FREDE,FREDERICK,TILLMAN,123 GRAND AVE,OK,73542,OKLAHOMA,,N,,34.38954,-99.016464
FRS,110001647772,110001647772,WHEATLEY GASO VALVE COMPANY,TULSA,TULSA,1023 NORTH VICTOR AVENUE,OK,74110,OKLAHOMA,,N,,36.168352,-95.965933
FRS,110001648209,110001648209,GC BROACH/G C BROACH,TULSA,TULSA,7667 E 46TH PL,OK,74145,OKLAHOMA,,N,,36.096485,-95.888881
FRS,110001648316,110001648316,CALIFORNIA  CLEANERS INC,TULSA,TULSA,7110 SOUTH MEMORIAL DRIVE,OK,74133,OKLAHOMA,N,N,,36.060223,-95.886468
FRS,110001646201,110001646201,J AND J TRAILERS/SW OKC FACILITY,OKLAHOMA CITY,OKLAHOMA,4318 NEWCASTLE RD,OK,73119,OKLAHOMA,N,N,,35.427997,-97.594747
FRS,110001647610,110001647610,FREDERICK SALES LL 6800 S COUNCIL RD,OKLAHOMA CITY,OKLAHOMA,6800 S. COUNCIL RD.,OK,73034,OKLAHOMA,,N,,35.398171,-97.653788
FRS,110001647656,110001647656,TULSA STRIPPER/TULSA STRIPPER,TULSA,TULSA,10305 E 47TH PL,OK,74146,OKLAHOMA,,N,,36.094793,-95.861343
FRS,110001648780,110001648780,L 3 COMMUNICATION/WESTWOOD CORP NMP DIVISION,TULSA,TULSA,12403 EAST 60TH STREET,OK,74146,OKLAHOMA,N,N,,36.078847,-95.837595
FRS,110001650366,110001650366,CENTURY PLATING INCORPORATED,TULSA,TULSA,9208 EAST ADMIRAL COURT,OK,74115,OKLAHOMA,,N,,36.16183,-95.874161
FRS,110001650375,110001650375,NINDE FUNERAL DIREC/3841 S PEORIA CREMAT,TULSA,TULSA,3841 S PEORIA,OK,74105,OKLAHOMA,,N,,36.107231,-95.975678
FRS,110001649477,110001649477,DOWNTOWN GOODYEAR,OKLAHOMA CITY,OKLAHOMA,322 NORTH WALKER AVENUE,OK,73102,OKLAHOMA,N,N,,35.470248,-97.52126
FRS,110001651739,110001651739,FOX CLEANERS,TULSA,TULSA,6508 E. 91ST ST.,OK,74133,OKLAHOMA,,N,,36.031848,-95.904126
FRS,110001651855,110001651855,TODAY CLEANERS,NORMAN,CLEVELAND,1404 W. LINDSEY ST.,OK,73069,OKLAHOMA,N,N,,35.203915,-97.461982
FRS,110001651329,110001651329,HERITAGE CLNRS INC/702 W RANDOLPH (HERI,ENID,GARFIELD,702 W RANDOLPH,OK,73703,OKLAHOMA,N,N,,36.390733,-97.899264
