"Symbol","Scientific Name with Author","GSAT Common Name"
"ARPUL","Aristida purpurea Nutt. var. longiseta (Steud.) Vasey","Fendler threeawn"
"ARPUP4","Aristida purpurascens Poir. var. purpurascens","arrowfeather threeawn"
"ARPUP6","Aristida purpurea Nutt. var. purpurea","purple threeawn"
"ARPUV","Aristida purpurascens Poir. var. virgata (Trin.) Allred","arrowfeather threeawn"
"ARRA2","Aristida ramosissima Engelm. ex A. Gray","s-curve threeawn"
"ARRE3","Aristolochia reticulata Jacq.","Texas dutchman's pipe"
"ARRHE","Arrhenatherum P. Beauv.","oatgrass"
"ARRU4","Armoracia rusticana G. Gaertn., B. Mey. & Scherb.","horseradish"
"ARSE2","Arenaria serpyllifolia L.","thymeleaf sandwort"
"ARSE3","Aristolochia serpentaria L.","Virginia snakeroot"
"ARSP2","Aralia spinosa L.","devil's walkingstick"
"ARST6","Artemisia stelleriana Besser","oldwoman"
"ARTEM","Artemisia L.","sagebrush"
"ARTH","Arabidopsis thaliana (L.) Heynh.","mouseear cress"
"ARTHR","Arthraxon P. Beauv.","carpgrass"
"ARTO3","Aristolochia tomentosa Sims","woolly dutchman's pipe"
"ARTR","Arisaema triphyllum (L.) Schott","Jack in the pulpit"
"ARTRP","Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston","Jack in the pulpit"
"ARTRQ","Arisaema triphyllum (L.) Schott ssp. quinatum (Buckley) Huttleston","Jack in the pulpit"
"ARTRT3","Arisaema triphyllum (L.) Schott ssp. triphyllum","Jack in the pulpit"
"ARTU","Aristida tuberculosa Nutt.","seaside threeawn"
"ARUND2","Arundinaria Michx.","cane"
"ARUND4","Arundo L.","giant reed"
"ARVU","Artemisia vulgaris L.","common wormwood"
"ARVUV","Artemisia vulgaris L. var. vulgaris","common wormwood"
"ASAM","Asclepias amplexicaulis Sm.","clasping milkweed"
"ASARU","Asarum L.","wildginger"
"ASBR2","Asplenium bradleyi D.C. Eaton","Bradley's spleenwort"
"ASCA","Asarum canadense L.","Canadian wildginger"
"ASCA11","Astragalus canadensis L.","Canadian milkvetch"
"ASCAC6","Astragalus canadensis L. var. canadensis","Canadian milkvetch"
"ASCLE","Asclepias L.","milkweed"
"ASCR2","Astragalus crassicarpus Nutt.","groundplum milkvetch"
"ASCRT","Astragalus crassicarpus Nutt. var. trichocalyx (Nutt.) Barneby","groundplum milkvetch"
"ASCU","Asclepias curassavica L.","bloodflower"
"ASDI4","Astragalus distortus Torr. & A. Gray","Ozark milkvetch"
"ASDID3","Astragalus distortus Torr. & A. Gray var. distortus","Ozark milkvetch"
"ASDIE","Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones","Englemann's milkvetch"
"ASHI","Asclepias hirtella (Pennell) Woodson","green milkweed"
"ASHU3","Asclepias humistrata Walter","pinewoods milkweed"
"ASIMI","Asimina Adans.","pawpaw"
"ASIN","Asclepias incarnata L.","swamp milkweed"
"ASINI","Asclepias incarnata L. ssp. incarnata","swamp milkweed"
"ASLA2","Asclepias lanceolata Walter","fewflower milkweed"
"ASLE10","Astragalus leptocarpus Torr. & A. Gray","rare loco milkvetch"
"ASLO","Asclepias longifolia Michx.","longleaf milkweed"
"ASMI12","Asclepias michauxii Decne.","Michaux's milkweed"
"ASNU4","Astragalus nuttallianus DC.","smallflowered milkvetch"
"ASNUN","Astragalus nuttallianus DC. var. nuttallianus","smallflowered milkvetch"
"ASOB","Asclepias obovata Elliot","pineland milkweed"
"ASOE","Asclepias oenotheroides Cham. & Schltdl.","zizotes milkweed"
"ASOF","Asparagus officinalis L.","garden asparagus"
"ASPA18","Asimina parviflora (Michx.) Dunal","smallflower pawpaw"
"ASPAR","Asparagus L.","asparagus"
"ASPE","Asclepias perennis Walter","aquatic milkweed"
"ASPL","Asplenium platyneuron (L.) Britton, Sterns & Poggenb.","ebony spleenwort"
"ASPLB","Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. bacculum-rubrum (Featherm.) Fernald","ebony spleenwort"
"ASPLE","Asplenium L.","spleenwort"
"ASPLP","Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron","ebony spleenwort"
"ASPU2","Asclepias purpurascens L.","purple milkweed"
"ASRE","Asplenium resiliens Kunze","blackstem spleenwort"
"ASRU","Asclepias rubra L.","red milkweed"
"ASSO5","Astragalus soxmaniorum Lundell","Soxman's milkvetch"
"ASST","Asclepias stenophylla A. Gray","slimleaf milkweed"
"ASSY","Asclepias syriaca L.","common milkweed"
"ASTR","Asimina triloba (L.) Dunal","pawpaw"
"ASTR2","Asplenium trichomanes L.","maidenhair spleenwort"
"ASTRA","Astragalus L.","milkvetch"
"ASTRT","Asplenium trichomanes L. ssp. trichomanes","maidenhair spleenwort"
"ASTU","Asclepias tuberosa L.","butterfly milkweed"
"ASTUI","Asclepias tuberosa L. ssp. interior Woodson","butterfly milkweed"
"ASVA","Asclepias variegata L.","redring milkweed"
"ASVE","Asclepias verticillata L.","whorled milkweed"
"ASVI","Asclepias viridiflora Raf.","green comet milkweed"
"ASVI2","Asclepias viridis Walter","green antelopehorn"
"ATCR2","Atriplex cristata Humb. & Bonpl. ex Willd.","crested saltbush"
"ATFI","Athyrium filix-femina (L.) Roth","common ladyfern"
"ATFIA2","Athyrium filix-femina (L.) Roth ssp. asplenioides (Michx.) Hultén","asplenium ladyfern"
"ATHYR","Athyrium Roth","ladyfern"
"ATRIP","Atriplex L.","saltbush"
"ATSU2","Atriplex subspicata (Nutt.) Rydb.","saline saltbush"
"AUFL","Aureolaria flava (L.) Farw.","smooth yellow false foxglove"
"AUFLM","Aureolaria flava (L.) Farw. var. macrantha Pennell","smooth yellow false foxglove"
"AUGR","Aureolaria grandiflora (Benth.) Pennell","largeflower yellow false foxglove"
"AUGRS","Aureolaria grandiflora (Benth.) Pennell var. serrata (Torr. ex Benth.) Pennell","largeflower yellow false foxglove"
"AUPE","Aureolaria pectinata (Nutt.) Pennell","combleaf yellow false foxglove"
"AUREO","Aureolaria Raf.","false foxglove"
"AUVI","Aureolaria virginica (L.) Pennell","downy yellow false foxglove"
"AVENA","Avena L.","oat"
"AVFA","Avena fatua L.","wild oat"
"AVGE","Avicennia germinans (L.) L.","black mangrove"
"AVICE","Avicennia L.","mangrove"
"AVSA","Avena sativa L.","common oat"
"AXCO","Axonopus compressus (Sw.) P. Beauv.","broadleaf carpetgrass"
"AXFI","Axonopus fissifolius (Raddi) Kuhlm.","common carpetgrass"
"AXFU","Axonopus furcatus (Flueggé) Hitchc.","big carpetgrass"
"AXONO","Axonopus P. Beauv.","carpetgrass"
"AZCA","Azolla caroliniana Willd.","Carolina mosquitofern"
"AZOLL","Azolla Lam.","mosquitofern"
"BAAL","Baptisia alba (L.) Vent.","white wild indigo"
"BAALM","Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely","largeleaf wild indigo"
"BAAN","Baccharis angustifolia Michx.","saltwater false willow"
"BABR2","Baptisia bracteata Muhl. ex Elliot","longbract wild indigo"
"BABRL","Baptisia bracteata Muhl. ex Elliot var. laevicaulis (A. Gray ex Canby) Isely","longbract wild indigo"
"BABRL2","Baptisia bracteata Muhl. ex Elliot var. leucophaea (Nutt.) Kartesz & Gandhi","longbract wild indigo"
"BACA","Bacopa caroliniana (Walter) B.L. Rob.","blue waterhyssop"
"BACCH","Baccharis L.","baccharis"
"BACOP","Bacopa Aubl.","waterhyssop"
"BAEG","Bacopa egensis (Poepp.) Pennell","Brazilian waterhyssop"
"BAHA","Baccharis halimifolia L.","eastern baccharis"
"BALDU","Balduina Nutt.","honeycombhead"
"BAMA5","Batis maritima L.","turtleweed"
"BAMO","Bacopa monnieri (L.) Pennell","herb of grace"
"BANU2","Baptisia nuttalliana Small","Nuttall's wild indigo"
"BAPTI","Baptisia Vent.","wild indigo"
"BARE","Bacopa repens (Sw.) Wettst.","creeping waterhyssop"
"BARO","Bacopa rotundifolia (Michx.) Wettst.","disk waterhyssop"
"BARTO","Bartonia Muhl. ex Willd.","screwstem"
"BASC5","Bassia scoparia (L.) A.J. Scott","burningbush"
"BASP","Baptisia sphaerocarpa Nutt.","yellow wild indigo"
"BASSI","Bassia All.","smotherweed"
"BATIS","Batis P. Br.","turtleweed"
"BAUHI","Bauhinia L.","bauhinia"
"BAUN","Balduina uniflora Nutt.","oneflower honeycombhead"
"BAVA","Bauhinia variegata L.","mountain ebony"
"BAVE2","Bartonia verna (Michx.) Raf. ex Barton","white screwstem"
"BAVI3","Bartonia virginica (L.) Britton, Sterns & Poggenb.","yellow screwstem"
"BEBE4","Berlandiera betonicifolia (Hook.) Small","Texas greeneyes"
"BECH","Belamcanda chinensis (L.) DC.","blackberry lily"
"BELAM","Belamcanda Adans.","belamcanda"
"BENI","Betula nigra L.","river birch"
"BEPU2","Berlandiera pumila (Michx.) Nutt.","soft greeneyes"
"BEPUP3","Berlandiera pumila (Michx.) Nutt. var. pumila","soft greeneyes"
"BERCH","Berchemia Neck. ex DC.","supplejack"
"BERGI","Bergia L.","bergia"
"BERLA","Berlandiera DC.","greeneyes"
"BESC","Berchemia scandens (Hill) K. Koch","Alabama supplejack"
"BETE","Bergia texana (Hook.) Seub. ex Walp.","Texas bergia"
"BETUL","Betula L.","birch"
"BIAL","Bidens alba (L.) DC.","romerillo"
"BIALR","Bidens alba (L.) DC. var. radiata (Sch. Bip.) Ballard ex T.E. Melchert","romerillo"
"BIAR","Bidens aristosa (Michx.) Britton","bearded beggarticks"
"BIBI7","Bidens bipinnata L.","Spanish needles"
"BICA","Bignonia capreolata L.","crossvine"
"BICE","Bidens cernua L.","nodding beggartick"
"BIDEN","Bidens L.","beggarticks"
"BIDI","Bidens discoidea (Torr. & A. Gray) Britton","small beggarticks"
"BIFR","Bidens frondosa L.","devil's beggartick"
"BIGEL","Bigelowia DC.","rayless goldenrod"
"BIGNO","Bignonia L.","bignonia"
"BILA","Bidens laevis (L.) Britton, Sterns & Poggenb.","smooth beggartick"
"BIMI","Bidens mitis (Michx.) Sherff","smallfruit beggarticks"
"BINU","Bigelowia nudata (Michx.) DC.","pineland rayless goldenrod"
"BINU2","Bigelowia nuttallii L.C. Anderson","Nuttall's rayless goldenrod"
"BINUN","Bigelowia nudata (Michx.) DC. ssp. nudata","pineland rayless goldenrod"
"BIPI","Bidens pilosa L.","hairy beggarticks"
"BITR","Bidens tripartita L.","threelobe beggarticks"
"BIVU","Bidens vulgata Greene","big devils beggartick"
"BLAU","Blyxa aubertii Rich.","roundfruit blyxa"
"BLECH","Blechnum L.","midsorus fern"
"BLECH2","Blechum P. Br.","blechum"
"BLOC","Blechnum occidentale L.","hammock fern"
"BLPY","Blechum pyramidatum (Lam.) Urb.","Browne's blechum"
"BLUTA","Blutaparon Raf.","blutaparon"
"BLVE","Blutaparon vermiculare (L.) Mears","silverhead"
"BLYXA","Blyxa Noronha ex Thouars","blyxa"
"BOAS","Boltonia asteroides (L.) L'Hér.","white doll's daisy"
"BOASA","Boltonia asteroides (L.) L'Hér. var. asteroides","white doll's daisy"
"BOBI","Botrychium biternatum (Sav.) Underw.","sparselobe grapefern"
"BOBL","Bothriochloa bladhii (Retz.) S.T. Blake","Caucasian bluestem"
"BOCO","Boerhavia coccinea Mill.","scarlet spiderling"
"BOCU","Bouteloua curtipendula (Michx.) Torr.","sideoats grama"
"BOCUC2","Bouteloua curtipendula (Michx.) Torr. var. curtipendula","sideoats grama"
"BOCY","Boehmeria cylindrica (L.) Sw.","smallspike false nettle"
"BUDA","Buchloe dactyloides (Nutt.) Engelm.","buffalograss"
"BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","buffalograss"
"BODI","Boltonia diffusa Elliot","smallhead doll's daisy"
"BODI2","Botrychium dissectum Spreng.","cutleaf grapefern"
"BODI3","Boerhavia diffusa L.","red spiderling"
"BODID","Boltonia diffusa Elliot var. diffusa","smallhead doll's daisy"
"BOEHM","Boehmeria Jacq.","false nettle"
"BOER","Boerhavia erecta L.","erect spiderling"
"BOERH2","Boerhavia L.","spiderling"
"BOEX","Bothriochloa exaristata (Nash) Henr.","awnless beardgrass"
"BOFR","Borrichia frutescens (L.) DC.","bushy seaside tansy"
"BOHI2","Bouteloua hirsuta Lag.","hairy grama"
"BOHIH","Bouteloua hirsuta Lag. var. hirsuta","hairy grama"
"BOHY","Bothriochloa hybrida (Gould) Gould","hybrid beardgrass"
"BOIN3","Bowlesia incana Ruiz & Pav.","hoary bowlesia"
"BOIS","Bothriochloa ischaemum (L.) Keng","yellow bluestem"
"BOISS","Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan","yellow bluestem"
"BOJE","Botrychium jenmanii Underw.","Dixie grapefern"
"BOLA2","Bothriochloa laguroides (DC.) Herter","silver beardgrass"
"BOLAT","Bothriochloa laguroides (DC.) Herter ssp. torreyana (Steud.) Allred & Gould","silver beardgrass"
"BOLO","Bothriochloa longipaniculata (Gould) Allred & Gould","longspike beardgrass"
"BOLTO","Boltonia L'Hér.","doll's daisy"
"BOLU2","Botrychium lunarioides (Michx.) Sw.","winter grapefern"
"BONI2","Boehmeria nivea (L.) Gaudich.","Chinese grass"
"BOPE2","Bothriochloa pertusa (L.) A. Camus","pitted beardgrass"
"BORI","Bouteloua rigidiseta (Steud.) Hitchc.","Texas grama"
"BORRI","Borrichia Adans.","seaside tansy"
"BOSP3","Bothriochloa springfieldii (Gould) Parodi","Springfield's beardgrass"
"BOTHR","Bothriochloa Kuntze","beardgrass"
"BOTRY","Botrychium Sw.","grapefern"
"BOUTE","Bouteloua Lag.","grama"
"BOVI","Botrychium virginianum (L.) Sw.","rattlesnake fern"
"BOWLE","Bowlesia Ruiz & Pav.","bowlesia"
"BRACH13","Brachychiton Schott & Endl.","brachychiton"
"BRACH2","Brachyelytrum P. Beauv.","shorthusk"
"BRAR5","Bromus arvensis L.","field brome"
"BRASE","Brasenia Schreb.","brasenia"
"BRASS2","Brassica L.","mustard"
"BRCA6","Bromus catharticus Vahl","rescuegrass"
"BRDI3","Bromus diandrus Roth","ripgut brome"
"BRDIR","Bromus diandrus Roth ssp. rigidus (Roth) Lainz","ripgut brome"
"BRER2","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","bearded shorthusk"
"BREU","Brickellia eupatorioides (L.) Shinners","false boneset"
"BREUE","Brickellia eupatorioides (L.) Shinners var. eupatorioides","false boneset"
"BRHO2","Bromus hordeaceus L.","soft brome"
"BRHOD","Bromus hordeaceus L. ssp. divaricatus (Bonnier & Layens) Kerguélen","soft brome"
"BRHOH","Bromus hordeaceus L. ssp. hordeaceus","soft brome"
"BRICK","Brickellia Elliot","brickellbush"
"BRIN2","Bromus inermis Leyss.","smooth brome"
"BRINI","Bromus inermis Leyss. ssp. inermis","smooth brome"
"BRINI2","Bromus inermis Leyss. ssp. inermis var. inermis","smooth brome"
"BRIZA","Briza L.","quakinggrass"
"BRJU","Brassica juncea (L.) Czern.","India mustard"
"BRLA7","Bromus lanceolatus Roth","Mediterranean brome"
"BRMI2","Briza minor L.","little quakinggrass"
"BRNA","Brassica napus L.","rape"
"BRNI","Brassica nigra (L.) W.D.J. Koch","black mustard"
"BROL","Brassica oleracea L.","cabbage"
"BROMU","Bromus L.","brome"
"BROUS","Broussonetia L'Hér. ex Vent.","broussonetia"
"BROV4","Brunnichia ovata (Walter) Shinners","American buckwheat vine"
"BRPA4","Broussonetia papyrifera (L.) L'Hér. ex Vent.","paper mulberry"
"BRPO6","Brachychiton populneum (Schott & Endl.) R. Br.","whiteflower kurrajong"
"BRPU6","Bromus pubescens Muhl. ex Willd.","hairy woodland brome"
"BRRA","Brassica rapa L.","field mustard"
"BRRA2","Bromus racemosus L.","bald brome"
"BRRA3","Bromus ramosus Huds.","hairy brome"
"BRRAR","Brassica rapa L. var. rapa","field mustard"
"BRSC","Brasenia schreberi J.F. Gmel.","watershield"
"BRSE","Bromus secalinus L.","rye brome"
"BRSES","Bromus secalinus L. var. secalinus","rye brome"
"BRTE","Bromus tectorum L.","cheatgrass"
"BRUNN","Brunnichia Banks ex Gaertn.","buckwheat vine"
"BUAM","Buchnera americana L.","American bluehearts"
"BUAR3","Buglossoides arvensis (L.) I.M. Johnst.","corn gromwell"
"BUBA","Bulbostylis barbata (Rottb.) C.B. Clarke","watergrass"
"BUBI","Burmannia biflora L.","northern bluethread"
"BUCA2","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke","densetuft hairsedge"
"BUCA3","Burmannia capitata (J.F. Gmel.) Mart.","southern bluethread"
"BUCAC","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. capillaris","densetuft hairsedge"
"BUCHN","Buchnera L.","bluehearts"
"BUCI","Bulbostylis ciliatifolia (Elliot) Fernald","capillary hairsedge"
"BUCIC","Bulbostylis ciliatifolia (Elliot) Fernald var. coarctata (Elliot) Kral","capillary hairsedge"
"BUCIC2","Bulbostylis ciliatifolia (Elliot) Fernald var. ciliatifolia","capillary hairsedge"
"BUDDL2","Buddleja L.","butterflybush"
"BUGLO","Buglossoides Moench","buglossoides"
"BULBO","Bulbostylis Kunth","hairsedge"
"BULI","Buddleja lindleyana Fortune","Lindley's butterflybush"
"BUPLE","Bupleurum L.","bupleurum"
"BURMA","Burmannia L.","bluethread"
"BURO","Bupleurum rotundifolium L.","hare's ear"
"CAAB5","Carex abscondita Mack.","thicket sedge"
"CAAL","Callirhoe alcaeoides (Michx.) A. Gray","light poppymallow"
"CAAL25","Carex albicans Willd. ex Spreng.","whitetinge sedge"
"CAAL27","Carya alba (L.) Nutt.","mockernut hickory"
"CAAL3","Carex alata Torr.","broadwing sedge"
"CAAL5","Carex albolutescens Schwein.","greenwhite sedge"
"CAALA","Carex albicans Willd. ex Spreng. var. albicans","whitetinge sedge"
"CAALA2","Carex albicans Willd. ex Spreng. var. australis (L.H. Bailey) J. Rettig","stellate sedge"
"CAAM18","Campanulastrum americanum (L.) Small","American bellflower"
"CAAM2","Callicarpa americana L.","American beautyberry"
"CAAM8","Carex amphibola Steud.","eastern narrowleaf sedge"
"CAAN2","Camassia angusta (Engelm. & A. Gray) Blank.","prairie camas"
"CAAN4","Capsicum annuum L.","cayenne pepper"
"CAAN6","Carex annectens (E.P. Bicknell) E.P. Bicknell","yellowfruit sedge"
"CAANA4","Capsicum annuum L. var. annuum","cayenne pepper"
"CAANG","Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill","cayenne pepper"
"CAAQ2","Carya aquatica (Michx. f.) Nutt.","water hickory"
"CAAR5","Carex arkansana (L.H. Bailey) L.H. Bailey","Arkansas sedge"
"CAAT4","Carex atlantica L.H. Bailey","prickly bog sedge"
"CAATA2","Carex atlantica L.H. Bailey ssp. atlantica","prickly bog sedge"
"CAATC","Carex atlantica L.H. Bailey ssp. capillacea (L.H. Bailey) Reznicek","prickly bog sedge"
"CAAU6","Carex austrina (Small) Mack.","southern sedge"
"CABA","Calopogon barbatus (Walter) Ames","bearded grasspink"
"CABA24","Carex basiantha Steud.","Willdenow's sedge"
"CABE6","Calylophus berlandieri Spach","Berlandier's sundrops"
"CABEB2","Calylophus berlandieri Spach ssp. berlandieri","Berlandier's sundrops"
"CABI11","Caladium bicolor (Aiton) Vent.","heart of Jesus"
"CABI8","Catalpa bignonioides Walter","southern catalpa"
"CABL","Carex blanda Dewey","eastern woodland sedge"
"CABO6","Caesalpinia bonduc (L.) Roxb.","yellow nicker"
"CABOM","Cabomba Aubl.","fanwort"
"CABR14","Carex bromoides Schkuhr ex Willd.","bromelike sedge"
"CABRB6","Carex bromoides Schkuhr ex Willd. ssp. bromoides","bromelike sedge"
"CABU2","Capsella bursa-pastoris (L.) Medik.","shepherd's purse"
"CABU3","Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.","bulbous bittercress"
"CABU4","Carex bulbostylis Mack.","false hair sedge"
"CABU5","Carex bushii Mack.","Bush's sedge"
"CACA","Cabomba caroliniana A. Gray","Carolina fanwort"
"CACA15","Carex caroliniana Schwein.","Carolina sedge"
"CACA18","Carpinus caroliniana Walter","American hornbeam"
"CACA19","Carum carvi L.","caraway"
"CACAC2","Carpinus caroliniana Walter ssp. caroliniana","American hornbeam"
"CACAC4","Cabomba caroliniana A. Gray var. caroliniana","Carolina fanwort"
"CACE","Carex cephalophora Muhl. ex Willd.","oval-leaf sedge"
"CACH3","Carex cherokeensis Schwein.","Cherokee sedge"
"CACI15","Callistemon citrinus (Curtis) Skeels","crimson bottlebrush"
"CACO15","Carya cordiformis (Wangenh.) K. Koch","bitternut hickory"
"CACO17","Castilleja coccinea (L.) Spreng.","scarlet Indian paintbrush"
"CACO22","Carex corrugata Fernald","prune-fruit sedge"
"CACO25","Cakile constricta Rodman","Gulf Coast searocket"
"CACO26","Cardamine concatenata (Michx.) Sw.","cutleaf toothwort"
"CACO71","Calamagrostis coarctata (Torr.) Eaton","arctic reedgrass"
"CACO8","Carex comosa Boott","longhair sedge"
"CACO9","Carex complanata Torr. & Hook.","hirsute sedge"
"CACR5","Carex crebriflora Wiegand","coastal plain sedge"
"CACR6","Carex crinita Lam.","fringed sedge"
"CACR8","Carex crus-corvi Shuttlw. ex Kunze","ravenfoot sedge"
"CACRB","Carex crinita Lam. var. brevicrinis Fernald","fringed sedge"
"CADE12","Castanea dentata (Marsh.) Borkh.","American chestnut"
"CADE5","Carex debilis Michx.","white edge sedge"
"CADE6","Carex decomposita Muhl.","cypressknee sedge"
"CADED","Carex debilis Michx. var. debilis","white edge sedge"
"CADEP","Carex debilis Michx. var. pubera A. Gray","white edge sedge"
"CADI2","Callirhoe digitata Nutt.","winecup"
"CADI5","Carex digitalis Willd.","slender woodland sedge"
"CAED","Cakile edentula (Bigelow) Hook.","American searocket"
"CAEDE","Cakile edentula (Bigelow) Hook. ssp. edentula","American searocket"
"CAEDE2","Cakile edentula (Bigelow) Hook. ssp. edentula var. edentula","American searocket"
"CAESA","Caesalpinia L.","nicker"
"CAFE3","Carex festucacea Schkuhr ex Willd.","fescue sedge"
"CAFI5","Carex fissa Mack.","hammock sedge"
"CAFIA","Carex fissa Mack. var. aristata F.J. Herm.","hammock sedge"
"CAFL11","Canna flaccida Salisb.","bandanna of the Everglades"
"CAFL22","Calycanthus floridus L.","eastern sweetshrub"
"CAFL3","Carex flaccosperma Dewey","thinfruit sedge"
"CAFL5","Carex floridana Schwein.","Florida sedge"
