-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
wlsn        49718.000    1995     1     1     0
wlsn        52274.750    2001    12    31    18
wlsn     -2483640.617 -4660073.111  3568172.089
49873.00     0.853774    -1.139909     2.298941
49873.25     0.835688    -1.183210     2.539891
49873.50     1.206403    -1.476920     3.126274
49873.75     1.269195    -1.291345     2.879015
49874.00     1.401522    -1.430838     4.292104
49874.25     1.491436    -1.351100     3.706293
49874.50     1.832306    -1.646300     4.133644
49874.75     1.697967    -1.348562     3.672275
49875.00     1.632566    -1.487365     4.924837
49875.25     1.356563    -1.397309     4.598581
49875.50     1.560898    -1.599424     4.798388
49875.75     1.565053    -1.279375     3.871084
49876.00     1.462304    -1.287147     4.595997
49876.25     1.312702    -1.162047     3.901758
49876.50     1.734077    -1.469123     4.132595
49876.75     1.785747    -1.069165     2.763192
49877.00     1.811011    -1.004230     3.182684
49877.25     1.496449    -0.860229     2.013005
49877.50     1.719973    -1.174698     1.904679
49877.75     1.474164    -0.839485     0.516211
49878.00     1.406786    -0.827560     0.922536
49878.25     1.187530    -0.770222     0.156680
49878.50     1.726143    -1.074966     0.714932
49878.75     1.901641    -0.768505    -0.141228
49879.00     2.131130    -0.846266     1.019691
49879.25     1.869571    -0.782887     0.760932
49879.50     2.121136    -1.065523     1.115573
49879.75     2.057059    -0.707966     0.073909
49880.00     1.952268    -0.708335     1.072969
49880.25     1.761431    -0.704761     1.087163
49880.50     2.124917    -1.005698     1.800947
49880.75     2.033149    -0.699235     0.942715
49881.00     2.045282    -0.881015     2.511832
49881.25     1.889771    -0.924001     2.484937
49881.50     2.146433    -1.265607     3.015838
49881.75     2.045040    -0.974482     2.120531
49882.00     1.995744    -1.085047     3.219657
49882.25     1.774962    -1.059851     3.131444
49882.50     1.970201    -1.347169     3.679129
49882.75     1.939238    -1.071387     2.791036
49883.00     2.012743    -1.131200     4.013278
49883.25     1.821787    -1.033688     3.774142
49883.50     1.996950    -1.261551     4.407902
49883.75     1.942587    -0.961000     3.720789
49884.00     1.986250    -1.093399     4.917882
49884.25     1.788954    -1.063827     4.657209
49884.50     2.106564    -1.328368     4.881883
49884.75     2.275239    -1.023552     3.626046
49885.00     2.546616    -1.058489     4.007362
49885.25     2.489513    -1.039925     2.943520
49885.50     2.912150    -1.368536     3.044455
49885.75     3.053296    -1.122479     1.912002
49886.00     3.012024    -1.160069     2.671271
49886.25     2.728083    -1.127110     2.164903
49886.50     2.962215    -1.419842     2.439025
49886.75     2.937724    -1.171591     1.710887
49887.00     2.757618    -1.196596     2.895186
49887.25     2.345739    -1.131666     2.797063
49887.50     2.537145    -1.322924     2.984839
49887.75     2.424059    -0.997417     2.099639
49888.00     2.356573    -1.049781     3.092061
49888.25     1.955048    -1.005089     2.880741
49888.50     2.026386    -1.242671     3.214120
49888.75     2.049785    -0.975523     2.498457
49889.00     2.031082    -1.050813     3.402167
49889.25     1.657898    -0.999928     2.892560
49889.50     1.839081    -1.242278     3.080519
49889.75     1.887937    -0.922887     1.853583
49890.00     2.022904    -1.044726     2.567799
49890.25     1.703537    -0.992728     1.912981
49890.50     2.043659    -1.253001     2.054631
49890.75     2.043817    -0.868209     0.713638
49891.00     2.172350    -0.827844     1.299565
49891.25     2.137388    -0.693429     0.657221
49891.50     2.683762    -0.918767     0.871160
49891.75     2.740921    -0.566469    -0.340350
49892.00     2.772128    -0.627860     0.836680
49892.25     2.607869    -0.554606     0.642902
49892.50     2.998362    -0.883993     1.562052
49892.75     3.019818    -0.676164     0.904960
49893.00     2.867169    -0.881613     2.396082
49893.25     2.483253    -0.969973     2.582476
49893.50     2.508324    -1.246022     3.192144
49893.75     2.254426    -0.856562     1.963699
49894.00     2.118203    -0.938383     3.157407
49894.25     1.525530    -0.877093     2.582142
49894.50     1.687696    -1.210079     2.927629
49894.75     1.593650    -0.965288     1.964797
49895.00     1.543685    -0.999076     2.793512
49895.25     1.503721    -1.053085     2.099395
49895.50     2.049990    -1.438833     2.459911
49895.75     2.217196    -1.242729     1.286171
49896.00     2.458969    -1.405554     2.221616
49896.25     2.545350    -1.455938     1.748093
49896.50     2.983332    -1.744512     2.077722
49896.75     2.971197    -1.425165     1.085473
49897.00     3.128201    -1.472402     2.215114
49897.25     2.949580    -1.443248     1.854146
49897.50     3.085920    -1.670931     2.198963
49897.75     2.876042    -1.292886     1.226157
49898.00     2.685255    -1.179993     2.058757
49898.25     2.255542    -1.011941     1.282182
49898.50     2.556017    -1.229429     1.542588
49898.75     2.524869    -0.990856     0.817043
49899.00     2.548282    -1.009565     1.951515
49899.25     2.434785    -1.071027     1.888853
49899.50     2.882197    -1.362701     2.566849
49899.75     2.929020    -1.156455     1.913998
49900.00     2.995262    -1.273804     2.836049
49900.25     2.842518    -1.309138     2.633863
49900.50     3.043645    -1.511195     2.902256
49900.75     3.004795    -1.206985     1.938718
49901.00     2.980528    -1.228363     2.867506
49901.25     2.782500    -1.258216     2.930576
49901.50     3.160427    -1.564132     3.825806
49901.75     3.104055    -1.307648     3.329696
49902.00     2.994508    -1.278554     4.193289
49902.25     2.724149    -1.192698     3.569149
49902.50     3.020741    -1.439131     3.669276
49902.75     2.961938    -1.108786     2.440478
49903.00     2.692585    -1.122247     2.904126
49903.25     2.556983    -1.111108     2.254421
49903.50     2.952124    -1.341310     2.398342
49903.75     2.933050    -1.001947     1.170727
49904.00     2.916057    -0.981337     1.759406
49904.25     2.652538    -0.966639     1.495730
49904.50     2.911345    -1.205922     1.876611
49904.75     2.922744    -0.845933     0.840364
49905.00     3.092367    -0.876756     1.776639
49905.25     3.003431    -0.827273     1.459758
49905.50     3.384702    -1.066443     1.959669
49905.75     3.429154    -0.682214     0.732139
49906.00     3.473147    -0.732102     1.571600
49906.25     3.166525    -0.722355     1.411654
49906.50     3.396198    -1.033572     1.915357
49906.75     3.430399    -0.753481     0.798447
49907.00     3.283460    -0.875002     1.958665
49907.25     2.886093    -0.882403     1.671883
49907.50     3.182615    -1.253686     2.088382
49907.75     3.124017    -1.049196     1.142307
49908.00     3.186886    -1.303198     2.577486
49908.25     3.075636    -1.412256     2.687790
49908.50     3.436968    -1.787140     3.242246
49908.75     3.365159    -1.420281     2.098894
49909.00     3.320483    -1.549186     3.105328
49909.25     2.823053    -1.496441     2.607516
49909.50     2.844335    -1.740304     3.010270
49909.75     2.571747    -1.325209     1.690667
49910.00     2.389787    -1.332364     2.711113
49910.25     1.811466    -1.247737     2.287911
49910.50     1.965362    -1.489782     2.656019
49910.75     1.854519    -1.124818     1.609635
49911.00     1.812082    -1.189256     2.566947
49911.25     1.649331    -1.172921     2.332511
49911.50     2.282158    -1.454198     2.664548
49911.75     2.381270    -1.095065     1.699376
49912.00     2.446458    -1.170465     2.656816
49912.25     2.281246    -1.153269     2.138012
49912.50     2.494283    -1.435705     2.211988
49912.75     2.467192    -1.124759     1.180374
49913.00     2.573975    -1.223859     2.154168
49913.25     2.391357    -1.270337     1.831868
49913.50     2.876861    -1.583399     2.039897
49913.75     3.062013    -1.332077     0.919394
49914.00     3.072771    -1.427927     1.995015
49914.25     2.973314    -1.438103     1.527752
49914.50     3.354879    -1.629512     1.787976
49914.75     3.373327    -1.271423     0.661123
49915.00     3.392468    -1.250924     1.725854
49915.25     3.305923    -1.209689     1.515834
49915.50     3.721874    -1.378705     1.760152
49915.75     3.724174    -1.020461     1.091681
49916.00     3.662275    -1.013625     2.416445
49916.25     3.502729    -1.007897     2.333432
49916.50     3.675194    -1.289685     2.870637
49916.75     3.537647    -0.961346     2.022123
49917.00     3.414006    -0.968922     2.973944
49917.25     3.211008    -0.945223     2.411438
49917.50     3.497491    -1.259719     2.679382
49917.75     3.473801    -1.013369     1.543558
49918.00     3.383886    -1.133609     2.409572
49918.25     3.096935    -1.204658     2.251913
49918.50     3.419239    -1.463502     2.550908
49918.75     3.312373    -1.146040     1.514846
49919.00     3.119240    -1.238090     2.474403
49919.25     2.784584    -1.275892     2.351538
49919.50     3.169001    -1.525707     2.559786
49919.75     3.141330    -1.199191     1.655156
49920.00     3.114396    -1.213069     2.648025
49920.25     2.908703    -1.055525     2.152579
49920.50     3.315493    -1.208436     2.443575
49920.75     3.428241    -0.838119     1.505195
49921.00     3.336302    -0.804011     2.549654
49921.25     3.083327    -0.633588     2.375418
49921.50     3.451613    -0.862696     2.736337
49921.75     3.437589    -0.492037     1.685944
49922.00     3.313341    -0.564462     2.660717
49922.25     3.107067    -0.580852     2.526789
49922.50     3.540793    -0.895256     2.842506
49922.75     3.556004    -0.618778     1.855685
49923.00     3.493335    -0.751947     3.061944
49923.25     3.312070    -0.823489     3.160243
49923.50     3.511046    -1.090386     3.770096
49923.75     3.317534    -0.722630     2.871372
49924.00     3.189549    -0.699905     3.814388
49924.25     2.804565    -0.592490     3.347165
49924.50     3.018474    -0.779511     3.642558
49924.75     2.863172    -0.388983     2.394196
49925.00     2.674278    -0.407597     3.037733
49925.25     2.392205    -0.335321     2.342036
49925.50     2.659581    -0.598232     2.644296
49925.75     2.441804    -0.300234     1.283467
49926.00     2.233175    -0.390495     1.956899
49926.25     1.949277    -0.437168     1.473958
49926.50     2.180846    -0.799167     1.926940
49926.75     2.162231    -0.574330     0.757568
49927.00     2.212653    -0.743954     1.900066
49927.25     2.207619    -0.835023     1.758295
49927.50     2.497393    -1.148250     2.322857
49927.75     2.646712    -0.916545     1.373445
49928.00     2.809872    -1.045523     2.607109
49928.25     2.681680    -1.039099     2.099345
49928.50     3.093436    -1.316629     2.619507
49928.75     3.165293    -0.977869     1.734524
49929.00     3.100281    -0.937248     2.715355
49929.25     2.919539    -0.795558     2.183260
49929.50     3.296141    -0.978831     2.388679
49929.75     3.171199    -0.562707     1.280274
49930.00     3.039037    -0.591757     2.389766
49930.25     2.825809    -0.505666     1.974986
49930.50     2.981651    -0.737924     2.405055
49930.75     2.879020    -0.445894     1.627320
49931.00     2.966191    -0.588174     2.842117
49931.25     2.937770    -0.673007     2.631860
49931.50     3.436022    -1.052558     3.186871
49931.75     3.662006    -0.833215     2.549486
49932.00     3.985334    -0.981797     3.860197
49932.25     4.018824    -1.045309     3.553548
49932.50     4.556098    -1.376919     3.951346
49932.75     4.726252    -1.059100     3.005657
49933.00     4.670325    -1.022838     3.978410
49933.25     4.372777    -0.906926     3.431339
49933.50     4.557021    -1.100719     3.609893
49933.75     4.220319    -0.743965     2.645492
49934.00     3.896630    -0.798448     3.810495
49934.25     3.260478    -0.752623     3.741908
49934.50     3.302707    -1.022796     4.465322
49934.75     2.995464    -0.745090     3.715624
49935.00     2.928523    -0.849040     4.876213
49935.25     2.419148    -0.878230     4.794126
49935.50     2.626618    -1.146776     5.173530
49935.75     2.520521    -0.837707     4.046637
49936.00     2.537121    -0.938832     4.921380
49936.25     2.254173    -0.948835     4.516137
49936.50     2.560702    -1.296840     4.623171
49936.75     2.424494    -1.031643     3.483312
49937.00     2.397344    -1.113116     4.279327
49937.25     2.155066    -1.031518     3.526683
49937.50     2.403742    -1.297297     3.614594
49937.75     2.293608    -0.914880     2.392999
49938.00     2.225048    -0.910579     3.418049
49938.25     1.855066    -0.767017     2.992039
49938.50     2.181271    -0.997855     3.536864
49938.75     2.058219    -0.614711     3.040737
49939.00     1.893496    -0.629769     4.388597
49939.25     1.503663    -0.536519     4.378519
49939.50     1.682125    -0.781491     4.815726
49939.75     1.564015    -0.360308     3.740673
49940.00     1.499708    -0.358569     4.472614
49940.25     1.152356    -0.281274     3.726242
49940.50     1.450661    -0.602053     3.829902
49940.75     1.423302    -0.257299     2.507347
49941.00     1.363974    -0.367861     3.155291
49941.25     1.312527    -0.349531     2.501760
49941.50     1.823848    -0.676938     2.703725
49941.75     1.952009    -0.434701     1.653969
49942.00     1.953966    -0.544000     2.700730
49942.25     1.963989    -0.597333     2.512712
49942.50     2.348494    -0.901446     2.951592
49942.75     2.350164    -0.622218     2.148090
49943.00     2.234569    -0.700650     3.537693
49943.25     1.868119    -0.634641     3.227761
49943.50     1.998699    -0.805878     3.275372
49943.75     1.694886    -0.381416     2.057247
49944.00     1.369816    -0.421918     2.910338
49944.25     0.820225    -0.407418     2.474424
49944.50     0.883866    -0.716981     2.620194
49944.75     0.704038    -0.436354     1.645454
49945.00     0.504030    -0.633193     2.862791
49945.25     0.121467    -0.689169     2.387001
49945.50     0.367069    -1.133806     2.860471
49945.75     0.382207    -0.959230     1.834913
49946.00     0.266646    -1.028552     2.772457
49946.25     0.106482    -1.046360     2.386603
49946.50     0.528160    -1.364656     2.463196
49946.75     0.516489    -1.065474     1.132610
