-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KARR        49718.000    1995     1     1     0
KARR        52274.750    2001    12    31    18
KARR     -2713832.258  5303935.087 -2269515.012
49874.00     0.000944     0.186066    -1.597369
49874.25     0.131644     0.005622    -0.473856
49874.50     0.070467     0.086561    -1.196131
49874.75     0.177899     0.013186    -0.460948
49875.00     0.088319     0.117823    -0.828048
49875.25     0.230973    -0.023055     0.157056
49875.50     0.152772     0.087203    -0.802903
49875.75     0.224650     0.049281    -0.340988
49876.00     0.126328     0.106283    -0.702713
49876.25     0.216298    -0.042479     0.144087
49876.50     0.059904     0.099913    -1.080789
49876.75     0.051945     0.054123    -0.816336
49877.00    -0.150016     0.205625    -1.600801
49877.25    -0.057907     0.043862    -0.819484
49877.50    -0.211963     0.199979    -2.271654
49877.75    -0.133949     0.164705    -2.015907
49878.00    -0.246879     0.280264    -2.511438
49878.25    -0.109967     0.160816    -1.728346
49878.50    -0.236434     0.265461    -2.675169
49878.75    -0.180692     0.211809    -2.086225
49879.00    -0.260714     0.288943    -2.207718
49879.25    -0.075626     0.106475    -1.055502
49879.50    -0.126330     0.199948    -1.894889
49879.75    -0.045248     0.111801    -1.394517
49880.00    -0.115575     0.164109    -1.505600
49880.25    -0.042276     0.033525    -0.748921
49880.50    -0.190343     0.131469    -1.789520
49880.75    -0.163012     0.071480    -1.432742
49881.00    -0.285940     0.145794    -1.683262
49881.25    -0.194450     0.020318    -0.980530
49881.50    -0.337518     0.145249    -2.236378
49881.75    -0.333932     0.139913    -2.237972
49882.00    -0.494851     0.249887    -2.946130
49882.25    -0.377867     0.109454    -2.102723
49882.50    -0.538531     0.281305    -3.444846
49882.75    -0.517525     0.255445    -3.305126
49883.00    -0.705567     0.372907    -3.899621
49883.25    -0.624609     0.298529    -3.244511
49883.50    -0.749877     0.453648    -4.386725
49883.75    -0.685521     0.400644    -3.931259
49884.00    -0.804322     0.504648    -4.323382
49884.25    -0.649479     0.375451    -3.378226
49884.50    -0.751910     0.543087    -4.530119
49884.75    -0.748485     0.532874    -4.457191
49885.00    -0.850119     0.636324    -4.808617
49885.25    -0.685100     0.524347    -3.947338
49885.50    -0.806449     0.684903    -5.174656
49885.75    -0.787696     0.672806    -5.018419
49886.00    -0.906518     0.800461    -5.488963
49886.25    -0.707763     0.654650    -4.427139
49886.50    -0.759497     0.796437    -5.358791
49886.75    -0.690247     0.756034    -4.930901
49887.00    -0.745936     0.830052    -4.969106
49887.25    -0.541111     0.631915    -3.617347
49887.50    -0.626856     0.738248    -4.556251
49887.75    -0.541691     0.694518    -4.029518
49888.00    -0.630045     0.729931    -4.170265
49888.25    -0.491752     0.547600    -3.143402
49888.50    -0.624360     0.655488    -4.319712
49888.75    -0.498000     0.574084    -3.675082
49889.00    -0.533793     0.624381    -3.679183
49889.25    -0.408250     0.433695    -2.719261
49889.50    -0.462352     0.585382    -3.699825
49889.75    -0.333973     0.523876    -3.106208
49890.00    -0.412922     0.594217    -3.496233
49890.25    -0.241485     0.406139    -2.503113
49890.50    -0.330426     0.487987    -3.405192
49890.75    -0.261628     0.415166    -2.940156
49891.00    -0.338373     0.475898    -3.114119
49891.25    -0.222609     0.297250    -2.069115
49891.50    -0.367530     0.419616    -3.147193
49891.75    -0.275008     0.355292    -2.511997
49892.00    -0.376452     0.423024    -2.621954
49892.25    -0.247296     0.256798    -1.593561
49892.50    -0.366344     0.370686    -2.588782
49892.75    -0.298355     0.305447    -2.159690
49893.00    -0.421651     0.369089    -2.586529
49893.25    -0.292069     0.179497    -1.625619
49893.50    -0.403161     0.270304    -2.639600
49893.75    -0.403578     0.236344    -2.576828
49894.00    -0.522372     0.333348    -3.004342
49894.25    -0.319085     0.152528    -1.960888
49894.50    -0.397614     0.260356    -3.010491
49894.75    -0.321054     0.234208    -2.748273
49895.00    -0.464478     0.326770    -3.384791
49895.25    -0.324338     0.199969    -2.581968
49895.50    -0.439971     0.350641    -3.767825
49895.75    -0.427613     0.352203    -3.698122
49896.00    -0.608641     0.528937    -4.470173
49896.25    -0.515619     0.405417    -3.715240
49896.50    -0.637897     0.555857    -4.759985
49896.75    -0.614907     0.532584    -4.478956
49897.00    -0.814203     0.671947    -5.195271
49897.25    -0.686948     0.538873    -4.352085
49897.50    -0.753837     0.662839    -5.195287
49897.75    -0.730928     0.621313    -4.893564
49898.00    -0.805639     0.706488    -5.005482
49898.25    -0.626199     0.528218    -3.898403
49898.50    -0.682954     0.611184    -4.702171
49898.75    -0.642068     0.553457    -4.369439
49899.00    -0.690895     0.606389    -4.363468
49899.25    -0.518095     0.418565    -3.297420
49899.50    -0.625524     0.552910    -4.351524
49899.75    -0.562894     0.484195    -3.955366
49900.00    -0.657032     0.565557    -4.346134
49900.25    -0.506038     0.378005    -3.357433
49900.50    -0.559080     0.476415    -4.161512
49900.75    -0.505236     0.392179    -3.687560
49901.00    -0.606413     0.480417    -3.782655
49901.25    -0.455306     0.309033    -2.650643
49901.50    -0.557549     0.400813    -3.338765
49901.75    -0.515074     0.369945    -2.913009
49902.00    -0.576589     0.454238    -2.998146
49902.25    -0.396119     0.339772    -2.114245
49902.50    -0.455146     0.445366    -3.113158
49902.75    -0.362332     0.399512    -2.757939
49903.00    -0.353504     0.425831    -2.804859
49903.25    -0.224733     0.268396    -2.151994
49903.50    -0.291763     0.376287    -3.080959
49903.75    -0.233998     0.311876    -2.794210
49904.00    -0.332469     0.421470    -3.052795
49904.25    -0.210337     0.272547    -2.105391
49904.50    -0.329322     0.403105    -3.068589
49904.75    -0.301685     0.403433    -2.816952
49905.00    -0.443629     0.505928    -3.119206
49905.25    -0.254842     0.330021    -1.818713
49905.50    -0.312832     0.427156    -2.554793
49905.75    -0.256840     0.381762    -2.116887
49906.00    -0.321637     0.465675    -2.345355
49906.25    -0.186445     0.277233    -1.445895
49906.50    -0.271822     0.376170    -2.381185
49906.75    -0.224201     0.308451    -2.137189
49907.00    -0.280809     0.355361    -2.305411
49907.25    -0.125675     0.156660    -1.377385
49907.50    -0.250533     0.273139    -2.644120
49907.75    -0.169027     0.219214    -2.353307
49908.00    -0.212343     0.301453    -2.606375
49908.25    -0.024053     0.092366    -1.576041
49908.50    -0.028906     0.176654    -2.297412
49908.75     0.207828     0.103874    -1.301107
49909.00     0.217108     0.135815    -1.349600
49909.25     0.432954    -0.099257    -0.282793
49909.50     0.343814    -0.055850    -1.043180
49909.75     0.413168    -0.126945    -0.631892
49910.00     0.297778    -0.079259    -0.926421
49910.25     0.367678    -0.230716    -0.219842
49910.50     0.218501    -0.116876    -1.230587
49910.75     0.228311    -0.175444    -0.927738
49911.00     0.110407    -0.072182    -1.224738
49911.25     0.202845    -0.191225    -0.468411
49911.50     0.087420    -0.086873    -1.315706
49911.75     0.133465    -0.094017    -0.872609
49912.00     0.053804     0.025134    -1.135859
49912.25     0.144290    -0.101078    -0.489941
49912.50     0.072347    -0.022546    -1.304379
49912.75     0.127117    -0.053473    -1.051992
49913.00     0.003514     0.048039    -1.543752
49913.25     0.110782    -0.080742    -1.026179
49913.50     0.006382     0.051043    -2.044129
49913.75     0.013287     0.045415    -2.040722
49914.00    -0.166426     0.164656    -2.628929
49914.25    -0.128356     0.065683    -2.097820
49914.50    -0.286491     0.240428    -3.133436
49914.75    -0.315101     0.258490    -3.104583
49915.00    -0.446293     0.371008    -3.452888
49915.25    -0.338070     0.216355    -2.490235
49915.50    -0.426576     0.351782    -3.214531
49915.75    -0.404796     0.339095    -2.888987
49916.00    -0.480116     0.439384    -2.971019
49916.25    -0.329746     0.266645    -1.899895
49916.50    -0.369357     0.375404    -2.652226
49916.75    -0.251932     0.327460    -2.065841
49917.00    -0.288286     0.422265    -2.249735
49917.25    -0.107771     0.247488    -1.322416
49917.50    -0.171346     0.325335    -2.304381
49917.75    -0.176436     0.257794    -2.265134
49918.00    -0.375931     0.324199    -2.956363
49918.25    -0.314600     0.166686    -2.292659
49918.50    -0.456456     0.286553    -3.365895
49918.75    -0.410784     0.230048    -3.015799
49919.00    -0.526159     0.329519    -3.556988
49919.25    -0.387791     0.151692    -2.603962
49919.50    -0.478097     0.261924    -3.512904
49919.75    -0.475848     0.232014    -3.283448
49920.00    -0.587440     0.354103    -3.705123
49920.25    -0.474092     0.198367    -2.724192
49920.50    -0.602735     0.343093    -3.606273
49920.75    -0.576755     0.355034    -3.235624
49921.00    -0.682542     0.475992    -3.468003
49921.25    -0.521437     0.305428    -2.214332
49921.50    -0.574808     0.400579    -2.882500
49921.75    -0.461154     0.343996    -2.265167
49922.00    -0.453379     0.392236    -2.293685
49922.25    -0.250619     0.187650    -1.198292
49922.50    -0.300794     0.242918    -1.928243
49922.75    -0.232078     0.157465    -1.532007
49923.00    -0.401918     0.225686    -2.048854
49923.25    -0.308945     0.059180    -1.188714
49923.50    -0.430436     0.155723    -2.011786
49923.75    -0.440074     0.150273    -1.924597
49924.00    -0.574697     0.290897    -2.513735
49924.25    -0.445007     0.122191    -1.632907
49924.50    -0.553187     0.257349    -2.571860
49924.75    -0.557990     0.259196    -2.515376
49925.00    -0.678364     0.389107    -2.982743
49925.25    -0.522547     0.228699    -2.053315
49925.50    -0.602059     0.362185    -2.933133
49925.75    -0.488330     0.328555    -2.506800
49926.00    -0.504325     0.409218    -2.650376
49926.25    -0.302556     0.223311    -1.712496
49926.50    -0.293032     0.292225    -2.300120
49926.75    -0.103519     0.200104    -1.693239
49927.00    -0.113296     0.219059    -1.717391
49927.25     0.024425     0.000965    -0.759411
49927.50    -0.145343     0.081647    -1.744359
49927.75    -0.204890     0.088402    -1.742880
49928.00    -0.400791     0.244568    -2.491589
49928.25    -0.322801     0.121189    -1.918731
49928.50    -0.476823     0.281169    -3.066849
49928.75    -0.451648     0.287036    -2.783252
49929.00    -0.606862     0.412505    -3.314333
49929.25    -0.537013     0.289937    -2.578213
49929.50    -0.626092     0.438237    -3.487967
49929.75    -0.573576     0.372454    -3.000522
49930.00    -0.680926     0.443486    -3.201882
49930.25    -0.518314     0.240636    -2.081674
49930.50    -0.569760     0.318575    -2.798559
49930.75    -0.496217     0.297560    -2.391263
49931.00    -0.581266     0.379399    -2.729986
49931.25    -0.409493     0.232272    -1.812288
49931.50    -0.498313     0.354108    -2.724651
49931.75    -0.478131     0.333493    -2.510170
49932.00    -0.633638     0.469223    -3.048696
49932.25    -0.546987     0.344068    -2.433904
49932.50    -0.704394     0.507318    -3.734388
49932.75    -0.734721     0.509733    -3.629737
49933.00    -0.968116     0.651698    -4.362745
49933.25    -0.886283     0.504670    -3.651130
49933.50    -1.020910     0.664263    -4.803263
49933.75    -0.994827     0.668229    -4.575214
49934.00    -1.066519     0.718906    -4.663821
49934.25    -0.865865     0.490313    -3.314104
49934.50    -0.935996     0.631202    -4.278262
49934.75    -0.896191     0.576186    -4.030394
49935.00    -1.000081     0.693756    -4.415225
49935.25    -0.775649     0.499961    -3.255799
49935.50    -0.835105     0.634081    -4.175441
49935.75    -0.750081     0.575095    -3.680833
49936.00    -0.841021     0.664927    -4.076663
49936.25    -0.605183     0.487467    -2.811686
49936.50    -0.624222     0.573186    -3.692841
49936.75    -0.515868     0.528661    -3.294607
49937.00    -0.557498     0.621459    -3.461733
49937.25    -0.312412     0.417894    -2.332102
49937.50    -0.347007     0.493967    -3.089032
49937.75    -0.272332     0.429626    -2.646324
49938.00    -0.380012     0.542741    -2.988604
49938.25    -0.253575     0.356411    -2.009368
49938.50    -0.424660     0.493021    -3.106594
49938.75    -0.453549     0.475517    -2.910928
49939.00    -0.617329     0.598917    -3.359664
49939.25    -0.529026     0.465834    -2.526395
49939.50    -0.676199     0.601340    -3.564787
49939.75    -0.673176     0.585670    -3.353181
49940.00    -0.817146     0.725328    -3.861616
49940.25    -0.629915     0.538183    -2.752557
49940.50    -0.689968     0.593194    -3.612914
49940.75    -0.601231     0.540570    -3.218009
49941.00    -0.649266     0.606295    -3.475397
49941.25    -0.459426     0.373774    -2.333180
49941.50    -0.465915     0.411259    -2.922184
49941.75    -0.438396     0.354446    -2.712818
49942.00    -0.594224     0.460903    -3.270504
49942.25    -0.495200     0.275689    -2.421512
49942.50    -0.620250     0.407238    -3.477581
49942.75    -0.653938     0.424957    -3.511067
49943.00    -0.821780     0.568363    -4.150208
49943.25    -0.688252     0.400826    -3.297464
49943.50    -0.764850     0.528554    -4.318755
49943.75    -0.701394     0.491695    -3.991009
49944.00    -0.818151     0.597317    -4.478560
49944.25    -0.608127     0.405743    -3.300182
49944.50    -0.626607     0.499680    -4.116422
49944.75    -0.539438     0.450567    -3.670733
49945.00    -0.603704     0.554043    -4.149091
49945.25    -0.402160     0.360094    -3.069082
49945.50    -0.455389     0.463205    -4.088096
49945.75    -0.402009     0.416564    -3.875674
49946.00    -0.515356     0.520128    -4.283555
49946.25    -0.369013     0.351348    -3.271276
49946.50    -0.462827     0.480430    -4.354391
49946.75    -0.382033     0.418570    -3.947244
