-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CCV1        49718.000    1995     1     1     0
CCV1        52274.750    2001    12    31    18
CCV1       921997.870 -5535327.766  3021401.158
49873.00     0.827267     0.609003     1.289265
49873.25     0.930670     0.690144     1.580660
49873.50     1.165274     0.850769     2.228485
49873.75     1.074345     0.876991     2.498007
49874.00     1.242834     0.922503     3.209197
49874.25     1.223193     0.863292     3.213667
49874.50     1.391741     0.917718     3.497596
49874.75     1.252086     0.790805     3.238927
49875.00     1.295828     0.813682     3.563499
49875.25     1.142649     0.670906     2.986027
49875.50     1.329322     0.676846     2.975600
49875.75     1.302189     0.538934     2.510733
49876.00     1.346829     0.551606     2.716279
49876.25     1.411421     0.443352     2.116114
49876.50     1.812670     0.509238     2.123716
49876.75     1.807981     0.380993     1.594863
49877.00     1.923514     0.406306     1.797590
49877.25     1.657381     0.318437     1.054949
49877.50     1.698613     0.398846     0.896890
49877.75     1.227356     0.316575     0.312014
49878.00     1.150153     0.336833     0.560299
49878.25     0.898436     0.285750     0.198481
49878.50     1.298887     0.398843     0.769546
49878.75     1.311535     0.322609     0.674051
49879.00     1.661920     0.390929     1.335738
49879.25     1.557830     0.316777     0.965458
49879.50     1.642394     0.404287     1.212713
49879.75     1.390332     0.332581     0.937262
49880.00     1.409227     0.375488     1.523456
49880.25     1.365327     0.330645     1.431071
49880.50     1.684182     0.463257     2.112969
49880.75     1.510626     0.426842     2.056698
49881.00     1.740741     0.537206     2.801890
49881.25     1.823273     0.545847     2.669073
49881.50     2.067039     0.652001     2.885293
49881.75     1.895362     0.562394     2.388953
49882.00     1.992901     0.583873     2.665817
49882.25     1.968082     0.454481     1.953485
49882.50     2.179800     0.482415     1.784455
49882.75     2.086217     0.355042     1.135992
49883.00     2.318908     0.373692     1.480598
49883.25     2.290500     0.273355     0.826767
49883.50     2.499417     0.307586     0.738208
49883.75     2.432194     0.201998     0.250172
49884.00     2.633343     0.242235     0.635615
49884.25     2.587995     0.186317     0.177773
49884.50     2.854128     0.240990     0.221971
49884.75     2.861983     0.149181    -0.105404
49885.00     3.092282     0.194778     0.471321
49885.25     3.013317     0.181136     0.197996
49885.50     3.325232     0.264695     0.440523
49885.75     3.242544     0.253843     0.505275
49886.00     3.211945     0.301354     1.101785
49886.25     2.945625     0.280775     0.900408
49886.50     3.020385     0.364745     1.153629
49886.75     2.833363     0.311286     1.083141
49887.00     2.724432     0.335523     1.619053
49887.25     2.412805     0.310079     1.543898
49887.50     2.435913     0.356164     1.727668
49887.75     2.131420     0.313766     1.633552
49888.00     2.094920     0.407015     2.293232
49888.25     1.827269     0.364213     1.874622
49888.50     1.852079     0.445391     1.903959
49888.75     1.789957     0.409219     1.671817
49889.00     1.835152     0.489724     2.111659
49889.25     1.645093     0.425578     1.578214
49889.50     1.723006     0.517957     1.672644
49889.75     1.599488     0.461216     1.429139
49890.00     1.734123     0.528637     1.892152
49890.25     1.515208     0.486990     1.420853
49890.50     1.694463     0.578266     1.549152
49890.75     1.470797     0.458383     1.097171
49891.00     1.577314     0.458404     1.459064
49891.25     1.553772     0.370829     1.044922
49891.50     1.936871     0.427668     1.309988
49891.75     1.760659     0.335326     1.038667
49892.00     1.908617     0.370896     1.669646
49892.25     1.918102     0.353136     1.587030
49892.50     2.256382     0.447214     1.967297
49892.75     2.193564     0.407299     1.862876
49893.00     2.233278     0.495003     2.458375
49893.25     2.069457     0.496868     2.151104
49893.50     2.087110     0.568247     2.187561
49893.75     1.725915     0.459248     1.629067
49894.00     1.754591     0.476084     1.919247
49894.25     1.380225     0.404201     1.163517
49894.50     1.536994     0.516825     1.287872
49894.75     1.384895     0.420510     0.851875
49895.00     1.517716     0.434213     1.193499
49895.25     1.515703     0.435450     0.932899
49895.50     1.945996     0.539027     1.327178
49895.75     1.856970     0.465574     1.034401
49896.00     2.126558     0.542458     1.693246
49896.25     2.209235     0.532326     1.591912
49896.50     2.486448     0.621126     1.944031
49896.75     2.256781     0.528277     1.665565
49897.00     2.481370     0.593804     2.296543
49897.25     2.366153     0.573714     1.970821
49897.50     2.443197     0.638756     2.082634
49897.75     2.120323     0.508597     1.585889
49898.00     2.088182     0.497326     1.881880
49898.25     1.810411     0.404759     1.305034
49898.50     2.089736     0.478954     1.612840
49898.75     2.012098     0.386228     1.344506
49899.00     2.223129     0.416986     1.898010
49899.25     2.276761     0.372136     1.643004
49899.50     2.673081     0.474807     2.075069
49899.75     2.595257     0.415202     1.806906
49900.00     2.768912     0.498085     2.270464
49900.25     2.707804     0.470225     1.946200
49900.50     2.813214     0.539050     2.055414
49900.75     2.606314     0.476472     1.767538
49901.00     2.685215     0.514709     2.219284
49901.25     2.601105     0.503740     1.883283
49901.50     2.963389     0.590118     2.287487
49901.75     2.828900     0.530163     2.045832
49902.00     2.834352     0.517574     2.281202
49902.25     2.618508     0.418033     1.558344
49902.50     2.773073     0.469489     1.539515
49902.75     2.602451     0.353017     0.996001
49903.00     2.458337     0.339094     1.101001
49903.25     2.402264     0.282160     0.609556
49903.50     2.685045     0.366954     0.940580
49903.75     2.529200     0.250754     0.543679
49904.00     2.599512     0.260652     0.975142
49904.25     2.439937     0.192519     0.559893
49904.50     2.636193     0.250852     0.870577
49904.75     2.536726     0.144657     0.622325
49905.00     2.798844     0.202213     1.325864
49905.25     2.788172     0.145778     1.069015
49905.50     3.102346     0.207837     1.333838
49905.75     3.008496     0.136958     1.166245
49906.00     3.117094     0.174154     1.690200
49906.25     2.929699     0.175427     1.441234
49906.50     3.094932     0.278653     1.767382
49906.75     2.983910     0.225875     1.515004
49907.00     2.982619     0.321373     2.113413
49907.25     2.741175     0.290993     1.741558
49907.50     2.954461     0.430710     2.120909
49907.75     2.779627     0.402358     1.902102
49908.00     3.030841     0.546958     2.637956
49908.25     3.094788     0.527151     2.335906
49908.50     3.367769     0.670802     2.627151
49908.75     3.152611     0.573475     2.098479
49909.00     3.195030     0.623218     2.380086
49909.25     2.833291     0.568303     1.684990
49909.50     2.822717     0.667393     1.867570
49909.75     2.390419     0.561732     1.322124
49910.00     2.368482     0.590777     1.736679
49910.25     1.972943     0.532747     1.150848
49910.50     2.089233     0.625654     1.466644
49910.75     1.819512     0.506836     1.079282
49911.00     1.858984     0.529077     1.566865
49911.25     1.777369     0.459947     1.201988
49911.50     2.266089     0.541050     1.657540
49911.75     2.183508     0.396049     1.282514
49912.00     2.307012     0.411630     1.675347
49912.25     2.236941     0.348494     1.155139
49912.50     2.355208     0.427577     1.308925
49912.75     2.166978     0.327076     0.954201
49913.00     2.363955     0.411611     1.572695
49913.25     2.295099     0.374536     1.182219
49913.50     2.637456     0.484755     1.500050
49913.75     2.580506     0.431857     1.273718
49914.00     2.687354     0.513125     1.893831
49914.25     2.662548     0.496221     1.637338
49914.50     2.933339     0.570455     1.982821
49914.75     2.714655     0.517532     1.793552
49915.00     2.820808     0.561092     2.351797
49915.25     2.823493     0.510619     2.107282
49915.50     3.115442     0.589944     2.601937
49915.75     3.002409     0.494595     2.493520
49916.00     3.125681     0.523204     3.091317
49916.25     3.130485     0.497633     2.937725
49916.50     3.279878     0.582922     3.196703
49916.75     3.061095     0.488011     2.803233
49917.00     3.125393     0.484289     3.069715
49917.25     3.068726     0.423646     2.659843
49917.50     3.287715     0.495812     2.769509
49917.75     3.079769     0.439116     2.417888
49918.00     3.088639     0.479772     2.782283
49918.25     2.928275     0.450171     2.404909
49918.50     3.142910     0.513716     2.547016
49918.75     2.848045     0.433795     2.146485
49919.00     2.731773     0.449570     2.330817
49919.25     2.552125     0.412708     1.886982
49919.50     2.811685     0.469520     2.029460
49919.75     2.642167     0.382958     1.664935
49920.00     2.710906     0.417377     2.070177
49920.25     2.613552     0.365008     1.665360
49920.50     2.930891     0.398741     1.907179
49920.75     2.853253     0.334057     1.761342
49921.00     2.870359     0.364303     2.306237
49921.25     2.780858     0.270387     2.009285
49921.50     3.052436     0.312767     2.275987
49921.75     2.927167     0.215029     1.980575
49922.00     2.932076     0.267944     2.447352
49922.25     2.900084     0.199590     1.990074
49922.50     3.270609     0.313481     2.365582
49922.75     3.163909     0.251281     2.043140
49923.00     3.245497     0.304997     2.450300
49923.25     3.251715     0.311747     2.151467
49923.50     3.433076     0.405489     2.394483
49923.75     3.108263     0.297446     1.898337
49924.00     3.069088     0.285057     2.144954
49924.25     2.833231     0.221570     1.671946
49924.50     2.972848     0.291451     1.911733
49924.75     2.602427     0.188494     1.465367
49925.00     2.472139     0.221572     1.833342
49925.25     2.269355     0.183915     1.414392
49925.50     2.415170     0.295391     1.681151
49925.75     1.987865     0.212003     1.135642
49926.00     1.880343     0.262831     1.490532
49926.25     1.721860     0.229334     0.968892
49926.50     1.888866     0.322580     1.188809
49926.75     1.695938     0.232100     0.730032
49927.00     1.921733     0.267760     1.206120
49927.25     2.079296     0.239698     0.914731
49927.50     2.418299     0.329244     1.250309
49927.75     2.402083     0.246004     1.028112
49928.00     2.673658     0.298818     1.618649
49928.25     2.586764     0.277584     1.281121
49928.50     2.860353     0.395945     1.626798
49928.75     2.755411     0.305408     1.389120
49929.00     2.782578     0.303506     1.795262
49929.25     2.670390     0.268268     1.480597
49929.50     2.898295     0.363869     1.762890
49929.75     2.668377     0.230760     1.367228
49930.00     2.713769     0.243808     1.724777
49930.25     2.724609     0.212243     1.362178
49930.50     2.876581     0.305280     1.613013
49930.75     2.743150     0.249542     1.327021
49931.00     3.025288     0.377053     2.042500
49931.25     3.236664     0.532531     2.307612
49931.50     3.572439     0.783952     2.864763
49931.75     3.633348     0.652411     2.368751
49932.00     4.034518     0.594834     2.643362
49932.25     4.162247     0.517828     2.107806
49932.50     4.525663     0.590271     2.319889
49932.75     4.513202     0.430492     1.874678
49933.00     4.581243     0.423055     2.307637
49933.25     4.375242     0.321260     1.807831
49933.50     4.415365     0.381949     2.035357
49933.75     3.928674     0.272985     1.640092
49934.00     3.740278     0.313845     2.197714
49934.25     3.326804     0.285914     1.913740
49934.50     3.356203     0.368133     2.231563
49934.75     2.951905     0.324839     1.978570
49935.00     2.959660     0.392647     2.494690
49935.25     2.664708     0.341650     1.947724
49935.50     2.829662     0.418486     2.090692
49935.75     2.605375     0.318690     1.548108
49936.00     2.710532     0.404745     2.041558
49936.25     2.599567     0.347987     1.477882
49936.50     2.764211     0.459647     1.634699
49936.75     2.445207     0.362846     1.125757
49937.00     2.444869     0.425315     1.655026
49937.25     2.237687     0.366561     1.129738
49937.50     2.276883     0.466903     1.329737
49937.75     1.937718     0.389301     1.014836
49938.00     1.948729     0.412846     1.494629
49938.25     1.704572     0.359717     1.164144
49938.50     1.912079     0.444448     1.573768
49938.75     1.749516     0.327321     1.448451
49939.00     1.749103     0.361034     2.092603
49939.25     1.587912     0.305265     1.832772
49939.50     1.705779     0.383897     2.178843
49939.75     1.458832     0.232046     1.721989
49940.00     1.457336     0.228768     2.080814
49940.25     1.175861     0.152821     1.489357
49940.50     1.305882     0.246264     1.667318
49940.75     1.108617     0.133760     1.214497
49941.00     1.132262     0.184340     1.626686
49941.25     1.175494     0.143859     1.233734
49941.50     1.584774     0.280657     1.639082
49941.75     1.539828     0.201588     1.220039
49942.00     1.698626     0.262982     1.646943
49942.25     1.806938     0.269670     1.365817
49942.50     2.036460     0.369232     1.544199
49942.75     1.846009     0.308109     1.182803
49943.00     1.928246     0.367553     1.735327
49943.25     1.728582     0.332480     1.238152
49943.50     1.759076     0.408944     1.366892
49943.75     1.352977     0.303104     0.896448
49944.00     1.183557     0.380371     1.446651
49944.25     0.861458     0.363060     1.085411
49944.50     0.833934     0.455578     1.275767
49944.75     0.531149     0.383895     1.048018
49945.00     0.469811     0.470230     1.571876
49945.25     0.217779     0.423610     1.057480
49945.50     0.367342     0.533274     1.250713
49945.75     0.218780     0.456230     0.911917
49946.00     0.219701     0.505789     1.362963
49946.25     0.162150     0.486374     1.044385
49946.50     0.350750     0.579499     1.224597
49946.75     0.133060     0.508544     0.815362
