-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
49875.00     0.073222    -0.060468     8.031714
49875.25     0.145097    -0.163830     6.922218
49875.50     0.248959    -0.249867     6.427143
49875.75     0.322143    -0.335913     4.730730
49876.00     0.505190    -0.355046     4.888548
49876.25     0.570077    -0.270627     2.885071
49876.50     0.598407    -0.122637     2.265433
49876.75     0.540286    -0.005015     0.731942
49877.00     0.563741     0.018383     1.368569
49877.25     0.525058     0.067593     0.045536
49877.50     0.475495     0.187675    -0.037007
49877.75     0.375263     0.116685    -0.774679
49878.00     0.371017     0.065712     0.203286
49878.25     0.312829    -0.205470    -0.506335
49878.50     0.252997    -0.309628    -0.735930
49878.75     0.235959    -0.400842    -1.904267
49879.00     0.269420    -0.436251    -0.827309
49879.25     0.213441    -0.498912    -2.018214
49879.50     0.173569    -0.511368    -2.063535
49879.75     0.091607    -0.517146    -2.577298
49880.00     0.068600    -0.415853    -0.944351
49880.25    -0.019930    -0.460044    -1.633368
49880.50    -0.042260    -0.466117    -1.392909
49880.75    -0.128239    -0.419760    -1.831360
49881.00    -0.131164    -0.312160     0.006933
49881.25    -0.272486    -0.250372    -0.087561
49881.50    -0.248577    -0.183642     0.063857
49881.75    -0.347317    -0.050155    -0.337383
49882.00    -0.254163     0.015387     1.975981
49882.25    -0.300045     0.080200     1.105340
49882.50    -0.289538     0.213190     1.045430
49882.75    -0.286582     0.305373     0.274424
49883.00    -0.185028     0.321018     1.668506
49883.25    -0.220543     0.392367     0.466914
49883.50    -0.217328     0.505998     0.058406
49883.75    -0.251099     0.604465    -0.618328
49884.00    -0.220533     0.620332     0.545103
49884.25    -0.265653     0.636742    -0.613111
49884.50    -0.292925     0.674049    -1.540745
49884.75    -0.367808     0.620026    -2.444458
49885.00    -0.357274     0.579032    -1.350949
49885.25    -0.352230     0.490525    -2.491550
49885.50    -0.298754     0.489511    -3.104950
49885.75    -0.330624     0.434010    -3.574249
49886.00    -0.255998     0.379161    -1.923015
49886.25    -0.227033     0.227727    -2.489682
49886.50    -0.184624     0.228582    -2.812544
49886.75    -0.210540     0.172373    -3.177669
49887.00    -0.117636     0.093775    -1.180185
49887.25    -0.177971    -0.017013    -1.664156
49887.50    -0.163352    -0.012115    -1.669382
49887.75    -0.172607    -0.053202    -1.562808
49888.00    -0.067833    -0.095718     0.597370
49888.25    -0.053307    -0.138898     0.372042
49888.50     0.040549    -0.063815     0.313061
49888.75     0.053515    -0.074132    -0.060842
49889.00     0.120641    -0.030364     1.561559
49889.25     0.128402    -0.043573     0.703306
49889.50     0.175426     0.003432     0.631623
49889.75     0.107896    -0.018618     0.206773
49890.00     0.162824    -0.013584     1.672442
49890.25     0.128220    -0.055843     0.553597
49890.50     0.203107    -0.007018     0.519709
49890.75     0.136995    -0.018205    -0.472352
49891.00     0.164440    -0.048583     0.570543
49891.25     0.135636    -0.174362    -0.411449
49891.50     0.161640    -0.208220    -0.575175
49891.75     0.140210    -0.315483    -1.160077
49892.00     0.201486    -0.414023     0.261873
49892.25     0.161061    -0.484042    -0.091046
49892.50     0.229607    -0.450664     0.547778
49892.75     0.217127    -0.487163     0.399154
49893.00     0.272042    -0.487938     2.225027
49893.25     0.262520    -0.497751     1.712354
49893.50     0.286435    -0.501814     2.219429
49893.75     0.269678    -0.501151     1.554106
49894.00     0.275659    -0.421681     2.694450
49894.25     0.294189    -0.468418     1.685268
49894.50     0.296092    -0.415916     1.722045
49894.75     0.257111    -0.364159     1.043098
49895.00     0.305832    -0.237286     1.692762
49895.25     0.254681    -0.249481     1.244432
49895.50     0.222822    -0.234733     1.360678
49895.75     0.177434    -0.164619     0.541689
49896.00     0.234192    -0.151497     1.772627
49896.25     0.244204    -0.205163     1.122042
49896.50     0.320983    -0.239165     0.986517
49896.75     0.329998    -0.295026     0.177154
49897.00     0.403859    -0.274304     1.347436
49897.25     0.413876    -0.437126     0.162501
49897.50     0.476412    -0.458781     0.136749
49897.75     0.453663    -0.509834    -1.407794
49898.00     0.399663    -0.468494    -0.397023
49898.25     0.399685    -0.569412    -1.773151
49898.50     0.363956    -0.539351    -2.000810
49898.75     0.288732    -0.541559    -3.101261
49899.00     0.254242    -0.442768    -1.510797
49899.25     0.160881    -0.394845    -2.323477
49899.50     0.129489    -0.332506    -1.982294
49899.75     0.054143    -0.235603    -2.425478
49900.00     0.077135    -0.139484    -0.668976
49900.25    -0.027181    -0.095516    -0.931804
49900.50    -0.091167     0.010345    -0.320430
49900.75    -0.232762     0.117022     0.058403
49901.00    -0.228478     0.182728     2.570563
49901.25    -0.298221     0.227434     3.107846
49901.50    -0.270343     0.301280     4.726301
49901.75    -0.304603     0.323616     4.878639
49902.00    -0.132646     0.351233     6.171293
49902.25    -0.165956     0.358762     5.836836
49902.50    -0.120346     0.257129     5.832286
49902.75    -0.130730     0.154614     4.362413
49903.00    -0.079299     0.028107     4.681734
49903.25    -0.247289    -0.055264     3.117618
49903.50    -0.245713    -0.128906     2.507955
49903.75    -0.326704    -0.209486     0.798822
49904.00    -0.191593    -0.239831     0.705288
49904.25    -0.231947    -0.311992    -0.613702
49904.50    -0.204686    -0.359630    -1.550532
49904.75    -0.242030    -0.329201    -2.893895
49905.00    -0.175953    -0.264928    -1.345370
49905.25    -0.197658    -0.288830    -2.137287
49905.50    -0.243247    -0.306795    -2.309200
49905.75    -0.215673    -0.288128    -2.891377
49906.00    -0.188836    -0.226771    -1.543845
49906.25    -0.259753    -0.269469    -1.394765
49906.50    -0.260724    -0.297136    -1.191571
49906.75    -0.308321    -0.344778    -1.391764
49907.00    -0.185845    -0.389137     0.360495
49907.25    -0.172938    -0.543524    -0.396056
49907.50    -0.121437    -0.569982    -0.436349
49907.75    -0.100337    -0.535819    -1.293106
49908.00    -0.060029    -0.404312    -0.023025
49908.25    -0.191165    -0.383784    -0.312033
49908.50    -0.182768    -0.327428    -0.007332
49908.75    -0.245199    -0.251544    -0.639268
49909.00    -0.178898    -0.128874     0.874720
49909.25    -0.182333    -0.089946     0.151291
49909.50    -0.172961    -0.025466     0.425920
49909.75    -0.222183     0.021776     0.122821
49910.00    -0.166844     0.086233     1.604845
49910.25    -0.253881     0.060231     1.013759
49910.50    -0.298454     0.053034     0.994285
49910.75    -0.308558     0.052192     0.700602
49911.00    -0.218933     0.072410     2.018706
49911.25    -0.281340    -0.013750     1.164086
49911.50    -0.197038    -0.048713     0.764065
49911.75    -0.208640    -0.105246     0.005411
49912.00    -0.104626    -0.062816     1.036764
49912.25    -0.107695    -0.121465    -0.074155
49912.50    -0.039734    -0.080909    -0.341031
49912.75    -0.016818    -0.138440    -1.002282
49913.00     0.047045    -0.095960     0.417764
49913.25     0.077170    -0.164398    -0.680907
49913.50     0.129623    -0.144533    -0.634667
49913.75     0.105549    -0.199066    -1.156624
49914.00     0.199168    -0.211669     0.170155
49914.25     0.183236    -0.287159    -0.897567
49914.50     0.186743    -0.292054    -0.396490
49914.75     0.166973    -0.367261    -1.410253
49915.00     0.196789    -0.357799    -0.250926
49915.25     0.125778    -0.476851    -1.031400
49915.50     0.083427    -0.499217    -0.907773
49915.75     0.011488    -0.527372    -1.536429
49916.00    -0.000008    -0.457281     0.369087
49916.25    -0.091950    -0.486151    -0.352691
49916.50    -0.102323    -0.464906    -0.064981
49916.75    -0.148140    -0.407413    -0.920005
49917.00    -0.132376    -0.363049     0.958550
49917.25    -0.243598    -0.321518    -0.155636
49917.50    -0.242635    -0.252204     0.377221
49917.75    -0.313542    -0.280757    -0.054106
49918.00    -0.208809    -0.279824     1.967148
49918.25    -0.244903    -0.389576     1.532511
49918.50    -0.190895    -0.428783     1.932182
49918.75    -0.194367    -0.459789     0.935505
49919.00    -0.187350    -0.351987     1.937451
49919.25    -0.272917    -0.332374     1.178511
49919.50    -0.322515    -0.202335     1.525208
49919.75    -0.445946    -0.133097     1.050444
49920.00    -0.438887    -0.080769     2.838183
49920.25    -0.489200    -0.141390     2.174404
49920.50    -0.537179    -0.194662     2.766802
49920.75    -0.562007    -0.271408     2.306858
49921.00    -0.423542    -0.230686     3.404627
49921.25    -0.478550    -0.290945     2.667387
49921.50    -0.530495    -0.317052     3.008593
49921.75    -0.565687    -0.322340     1.886519
49922.00    -0.475382    -0.270980     3.141552
49922.25    -0.515839    -0.307264     2.239002
49922.50    -0.531647    -0.282566     2.503949
49922.75    -0.550422    -0.320108     1.298845
49923.00    -0.503169    -0.195486     2.344424
49923.25    -0.545528    -0.209768     1.765710
49923.50    -0.540442    -0.143725     2.074396
49923.75    -0.577635    -0.051186     1.438658
49924.00    -0.489040     0.006202     2.485838
49924.25    -0.542846    -0.040555     1.731883
49924.50    -0.527971    -0.032990     1.441233
49924.75    -0.612030     0.031009     0.983230
49925.00    -0.577268     0.120469     2.594849
49925.25    -0.599867     0.143936     2.086800
49925.50    -0.619793     0.124630     2.869672
49925.75    -0.590421    -0.053110     2.217411
49926.00    -0.362597    -0.186168     3.332933
49926.25    -0.316675    -0.250531     1.587847
49926.50    -0.196600    -0.229895     0.990150
49926.75    -0.183515    -0.267240    -0.657839
49927.00    -0.113685    -0.170352     0.024418
49927.25    -0.109823    -0.190055    -1.371848
49927.50    -0.074467    -0.087704    -1.620438
49927.75    -0.150901    -0.034239    -2.266672
49928.00    -0.141505     0.071570    -0.731015
49928.25    -0.238875     0.060691    -1.630937
49928.50    -0.232071     0.084726    -1.324775
49928.75    -0.275939     0.069590    -1.632717
49929.00    -0.142994     0.057715    -0.096489
49929.25    -0.107369    -0.065619    -0.849968
49929.50    -0.001995    -0.083773    -1.077423
49929.75     0.014362    -0.163335    -1.846160
49930.00     0.105195    -0.262169    -0.588257
49930.25     0.035614    -0.225036    -1.745567
49930.50     0.041043    -0.181693    -1.536594
49930.75    -0.016254    -0.119844    -2.165174
49931.00    -0.049982    -0.000201    -0.536674
49931.25    -0.094755     0.059172    -1.338696
49931.50    -0.050104     0.072302    -0.795086
49931.75    -0.150768     0.162550    -1.329898
49932.00    -0.118093     0.147341     0.254363
49932.25    -0.120868     0.119065    -0.723330
49932.50    -0.092428     0.105141    -0.659043
49932.75    -0.130837     0.057640    -1.546906
49933.00    -0.020652     0.052876    -0.488267
49933.25    -0.084212    -0.047090    -1.206575
49933.50    -0.024609    -0.027484    -0.897097
49933.75    -0.081530    -0.033137    -1.288985
49934.00    -0.070175    -0.039342     0.927262
49934.25    -0.121278    -0.093339     0.990571
49934.50    -0.141184    -0.069740     1.945327
49934.75    -0.243136    -0.062856     1.729086
49935.00    -0.268238     0.059532     3.391767
49935.25    -0.315973     0.066598     2.634578
49935.50    -0.290315     0.192788     2.819748
49935.75    -0.330356     0.252764     2.089475
49936.00    -0.251701     0.247229     3.163829
49936.25    -0.233119     0.220374     2.064876
49936.50    -0.197937     0.269377     2.260861
49936.75    -0.197104     0.278413     1.172621
49937.00    -0.187408     0.341195     2.520481
49937.25    -0.234641     0.279851     1.658685
49937.50    -0.300881     0.303738     1.859822
49937.75    -0.328317     0.231623     1.458478
49938.00    -0.249562     0.266081     2.794242
49938.25    -0.201661     0.115277     1.587706
49938.50    -0.183875     0.095402     1.705213
49938.75    -0.241089     0.029473     1.332776
49939.00    -0.212862     0.054397     2.906184
49939.25    -0.320648    -0.012691     2.562883
49939.50    -0.381718    -0.012948     3.009041
49939.75    -0.389034     0.001010     2.429614
49940.00    -0.319444     0.027408     3.538564
49940.25    -0.399267    -0.052594     2.662120
49940.50    -0.414275    -0.049148     2.733551
49940.75    -0.418845    -0.043292     1.985132
49941.00    -0.328448    -0.057998     3.192082
49941.25    -0.375644    -0.149294     1.858649
49941.50    -0.372575    -0.108718     1.970431
49941.75    -0.413870    -0.098479     1.333356
49942.00    -0.327008     0.018919     2.695982
49942.25    -0.402099     0.032206     1.828455
49942.50    -0.414075     0.102356     2.346927
49942.75    -0.498247     0.147432     2.259681
49943.00    -0.404360     0.172441     3.633386
49943.25    -0.418084     0.081566     2.655042
49943.50    -0.307943     0.090467     2.415725
49943.75    -0.267276     0.016552     1.297921
49944.00    -0.198253     0.041436     2.656219
49944.25    -0.210370     0.031303     1.878037
49944.50    -0.136550     0.022217     2.299960
49944.75    -0.133784     0.028731     1.880099
49945.00    -0.049796     0.060155     3.467380
49945.25    -0.021143     0.054575     2.466390
49945.50     0.022041     0.090126     2.646878
49945.75     0.043026     0.030878     1.944780
49946.00     0.145665     0.093887     3.102724
49946.25     0.138809     0.052157     2.482732
49946.50     0.168135     0.090284     2.537094
49946.75     0.170441     0.099232     1.700542
