hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
03020106| 20.52|   5.76|   0.80|     86608|   513179.71|  2418358.22| 10235824.26|  1684830.03|  1351950.71| 33605428.33|    77460.03|    510.15|   522.094|     0|     0
03020201| 13.81|   6.10|   0.78|   2176936|  5640674.16| 25148998.36| 77223052.98| 10991438.77|  8594350.03|150477129.96|  4695466.07|  19461.06|160656.429|     3|     4
03020202| 14.98|   7.57|   1.00|   1106246|  6123762.92| 46542663.65| 93762230.92| 10761136.99| 10781103.76|164766047.34|  2599756.97|  22591.26| 30158.967|     3|     4
03020203| 14.31|   6.48|   0.98|    949774|  4246553.59| 25828757.95| 59116841.41|  7635063.92|  7504648.59|106288747.79|  2667333.33|   9974.76| 59864.216|     3|     3
03020204| 18.67|   5.26|   0.77|    407729|   998105.68|  6838420.52| 17192373.10|  5179787.91|  4011812.92| 89221861.38|   816829.77|   6273.16| 11114.079|     3|     3
03030001| 22.62|   4.25|   0.57|     99245|  1465627.19|  8775404.61| 27782607.54|   937395.22|   536715.46| 17769377.92|    51072.73|    263.36|  1183.243|     3|     2
03030002|  9.72|   6.56|   0.85|   1180949|  3388530.90| 12079787.65| 38038315.63|  5684006.09|  4858687.29| 63806417.59|  1654597.22|   3460.33| 67038.290|     3|     3
03030003| 11.07|   7.43|   0.96|   1378765|  7455851.47| 25025298.33| 92316824.35|  3903709.85|  3729692.35| 48334935.11|   203415.91|    866.66|  4765.239|     3|     3
03030004| 13.18|   6.75|   0.91|    905144|  3129988.26| 14101484.05| 42385967.61|  6600124.68|  5982128.39| 89378185.27|  2337460.66|   5392.87| 78818.792|     3|     2
03030005| 15.69|   7.80|   0.93|    289494|   737563.47|  4406794.53| 13268255.15|  6636396.06|  6160529.72|119384161.05|   181073.71|    620.08|  2269.332|     3|     2
03030006| 15.50|   6.45|   0.86|   1423907| 13301122.09| 91259405.96|215260163.43| 17220811.00| 14791430.51|278694877.36|  3966888.60|  21775.00| 88267.631|     3|     4
03030007| 18.15|   8.18|   1.14|    715525| 21134315.55|184728754.82|382087573.96| 12694365.34| 14516537.86|229501601.13|  1482054.59|  10154.85| 16493.685|     3|     3
03040101| 12.74|   5.13|   0.78|   3186390| 10539451.28| 32233345.46|160793922.77|  7669100.19|  5967069.14|117002742.47|  2991149.55|  44638.77| 13361.708|     3|     4
03040102| 11.93|   5.28|   0.78|    846834|  3775502.48| 11261276.82| 51843366.87|  3789168.48|  2952597.74| 52031021.71|   575309.33|   6739.07|  3442.554|     3|     3
03040103| 11.45|   6.83|   0.72|    795379|  2998949.64|  9025185.87| 37495094.18|  4368835.46|  3145717.73| 54622423.28|   647019.87|   6379.91|  3244.994|     3|     3
03040104| 11.18|   6.68|   0.81|    245533|  5190812.27| 17708720.23| 69037213.78|  2354307.34|  1911053.68| 31312020.28|    56786.08|    420.81|   637.447|     2|     2
03040105| 12.07|   6.15|   0.67|   1849382| 14281311.45| 59367477.23|180507857.80|  7428003.09|  4950272.57| 93885840.30|   251160.53|   2872.43|   926.341|     2|     3
03040201| 13.95|   5.92|   0.67|   1657630|  4758781.53| 24083920.37| 68183503.83| 13909118.46|  9351183.70|199288920.07|  1442595.97|   3012.47| 17546.550|     3|     3
03040202| 11.86|   7.29|   0.89|    939996|  1676209.41|  9216118.58| 21304884.09|  9148569.06|  8165121.09|116279745.27|  1193251.23|   1653.75|  9004.929|     3|     2
03040203| 13.55|   7.42|   1.07|   1118598|  2938979.20| 19797847.57| 40968545.55| 12924574.78| 13811754.91|180164946.87|  2430446.34|  12769.24| 40281.577|     3|     4
03040204| 14.07|   8.37|   1.02|    979888|  1377571.11| 11479599.04| 20088173.32|  7271787.00|  7434951.90|106039475.23|  1144071.78|   4735.10| 16969.889|     3|     2
03040205| 12.95|   7.74|   0.97|   1058541|   968618.45|  6870223.29| 13169542.15| 16677605.36| 16133382.84|226752263.60|  2038816.66|   2853.82| 19908.773|     3|     3
03040206| 14.61|   8.26|   1.08|    854175|   410414.61|  2942683.99|  6067750.51|  8336069.97|  9037012.22|123244132.10|  1445913.54|   8655.86| 14409.538|     3|     3
03040207|  3.20|   3.38|   0.56|     21554|    33434.48|   144526.96|   259116.47|   859641.06|   479299.96|  6662197.98|    10534.57|     58.91|    63.009|     0|     0
03050101| 13.91|   7.12|   1.03|    590140|  3057123.04|  9963971.33| 47571156.41|  3461015.31|  3577776.95| 53856026.86|   110385.76|    625.81|   994.310|     2|     2
03050102| 13.64|   6.35|   0.90|    447420|   607447.43|  1845719.70|  9232560.76|  1186693.19|  1067255.03| 18036485.78|    39401.76|    121.42|   593.867|     0|     0
03050103| 12.02|  10.17|   1.04|    407408|  4709727.38| 20241939.18| 64668178.81|  2114122.53|  2197662.26| 29028528.12|   119704.31|   1079.37|   128.383|     2|     2
03050104| 12.67|   6.95|   1.04|     87435|   819093.79|  3448764.98| 11000183.10|  1992993.99|  2069565.75| 26765309.48|    56104.62|    143.80|  1272.372|     2|     0
03050105| 16.57|   5.52|   0.95|   1255214|  2121166.62|  7907834.07| 42007689.08|  3312182.84|  3135968.49| 65594633.56|   161782.03|    743.81|  2266.820|     3|     3
03050106| 13.99|   4.92|   0.58|    146031|   588951.37|  1890211.84|  8041905.37|   866199.73|   500553.49| 11827625.39|    37967.34|    165.18|   210.363|     0|     0
03050107| 18.20|   8.94|   0.84|    222723|    72211.65|   290936.03|  1363800.27|   731851.90|   614070.96| 13821867.76|    14601.55|     59.56|   234.785|     0|     0
03050108| 18.16|   5.08|   0.84|    113174|   469759.64|  1620901.69|  7882186.45|   717776.39|   605783.77| 12043706.69|    25371.40|     68.23|   245.265|     0|     0
03050109| 17.64|   5.66|   0.75|    608765|  3815589.81| 13670117.68| 73041525.68|  2868588.13|  2152458.52| 54913149.49|   123244.78|    381.87|  1348.594|     3|     2
03050110| 14.70|   5.48|   0.75|    136961|   962933.60|  4399038.53| 15797292.09|  1271156.81|   955586.55| 20853811.14|    48024.42|    147.38|   394.591|     2|     0
03050111| 13.01|   7.05|   0.97|    299261|   202422.05|  1209861.74|  2802561.77|  4810207.25|  4687384.36| 66597995.25|   163599.30|    339.95|  1671.251|     3|     0
03050112| 15.96|   7.33|   1.01|     57564|    61774.73|   416922.93|   937570.76|  2008868.26|  2030113.27| 30489104.70|    88705.96|    114.60|   787.200|     0|     0
03050201| 18.22|   6.12|   0.91|     19890|    23778.97|   180247.59|   314327.77|   507290.67|   462286.25|  6705738.21|     8260.98|     32.99|    20.523|     0|     0
03050202| 16.47|   7.33|   1.00|     28919|   105438.53|   770208.65|  1589322.61|  1360511.65|  1360826.07| 20507607.16|    14083.08|     14.40|   194.634|     0|     0
03050203| 16.02|   5.40|   0.70|    400617|  1619960.23|  7373133.29| 28136354.03|  3254940.38|  2272891.41| 56533582.18|   155720.84|    273.44|  1652.693|     3|     2
03050204| 14.85|   5.20|   0.76|    549621|   969280.36|  4036982.39| 15639999.87|  3235196.39|  2445126.99| 52202101.09|   277285.44|    355.21|  5421.340|     3|     0
03050205| 15.97|   5.41|   0.81|    230408|   235741.37|  1582217.59|  3563285.29|  2633236.06|  2145673.36| 39801971.14|   155815.30|    240.02|  1634.037|     3|     0
03050206| 13.83|   7.48|   1.04|    279100|   412250.84|  3318973.90|  5831271.30|  3690576.15|  3848450.36| 52203049.14|   314055.06|    628.60|  5206.622|     3|     0
03050207| 14.33|   7.13|   0.93|    607784|   146055.98|  1088244.14|  2168100.28|  4176189.40|  3884771.58| 61992650.72|   383732.63|    449.78|  4504.904|     3|     0
03050208| 12.05|   5.91|   0.95|    282802|    72718.08|   443873.12|   732754.11|  5353671.98|  5064510.61| 53947038.30|   276234.33|    363.01|  2806.349|     3|     0
03060101| 21.39|   8.35|   0.99|    188829|   985864.99|  5308314.60| 27989835.14|  1096325.87|  1082283.74| 31125945.71|    23658.82|     24.70|   575.152|     2|     2
03060102| 18.12|   9.71|   0.71|    171088|  1541662.77|  7847188.80| 38739532.12|   537101.34|   380676.54| 13496501.91|     3927.48|      3.52|    72.952|     2|     2
03060103| 15.86|   5.47|   0.83|    578616|  1933257.51|  5921674.26| 30682006.35|  1581107.05|  1316884.31| 25093158.24|    74747.27|    482.26|   642.940|     2|     2
03060104| 16.60|   9.12|   1.59|     97900| 15210957.72| 59853893.98|284005433.41|   311826.88|   495145.70|  5822153.32|     5257.74|     20.97|    59.372|     2|     2
03060105| 16.38|   4.26|   0.84|     20964|   478195.03|  1435670.09|  7528994.84|   227113.55|   190344.50|  3575814.63|     8708.21|     37.51|    59.400|     0|     0
03060106| 13.56|   5.36|   0.81|    403163|   967792.93|  3915614.89| 14466484.71|  4740989.06|  3835823.40| 70867893.03|   160350.92|    657.74|  2106.258|     3|     0
03060107| 13.37|   6.47|   0.66|     35516|   487944.85|  1576433.88|  7343529.32|   210870.29|   138562.19|  3173580.29|      967.64|      1.37|     4.475|     0|     0
03060108| 13.26|   5.72|   0.85|    414253|   178272.70|   838455.10|  2684268.58|  1480090.36|  1263009.94| 22285857.34|   174531.81|    406.76|  2437.146|     2|     0
03060109| 14.72|   6.30|   1.10|    189791|    38979.41|   288823.68|   523788.55|  2975533.69|  3285212.87| 39983939.10|   119660.22|    192.48|  1480.651|     3|     0
03060201| 13.36|   6.45|   0.93|   1259595|   500763.25|  2423772.38|  7412874.83|  3529734.48|  3280468.12| 52251198.76|   920309.46|   2055.84| 16406.902|     3|     2
03060202| 13.60|   6.84|   1.08|    728707|   558614.00|  4047248.62|  7430452.76|  3776624.71|  4081826.23| 50235102.19|   625225.33|   1273.55|  5937.193|     3|     0
03060203| 14.02|   6.90|   1.22|   1055157|  1192895.84| 10270674.83| 18828585.82|  4952500.84|  6055802.04| 78169932.23|   575903.90|   1142.59| 14093.674|     3|     3
03060204|  0.00|   5.36|   0.86|      1400|      754.39|     3440.87|    10352.03|        0.00|        0.00|        0.00|      939.89|      2.92|     3.697|     0|     0
03070101| 16.43|   6.25|   1.08|   1151278| 15628962.06| 51580110.11|256073688.12|  1015428.12|  1095958.88| 16637344.41|    71603.62|    563.19|   466.070|     2|     3
03070102| 13.58|   6.39|   1.21|   1219839|   299154.84|  1409442.10|  4205595.30|  5813488.10|  7031789.91| 81727503.59|   400222.00|   1467.75|  8552.521|     3|     3
03070103| 15.76|   6.73|   1.09|    437168|  2665026.95|  8880580.84| 44281259.57|   611666.98|   664339.59| 10163268.47|    53356.99|    390.60|   941.697|     2|     2
03070104| 13.55|   5.91|   1.00|   1702690|   997671.10|  5268546.56| 13634654.23|  7813472.91|  7818899.34|106782687.12|  1789435.41|   4474.46| 42962.929|     3|     3
03070105| 13.07|   5.66|   1.33|    490771|   129822.41|   708220.29|  1878697.90|  2337297.68|  3110162.13| 33823714.25|   313074.47|    721.96| 10837.247|     2|     0
03070106| 12.53|   7.88|   1.16|    372181|  1505522.84| 11973237.90| 20826376.47|  5438692.86|  6324849.41| 75235168.95|   205665.18|    456.66| 17557.534|     3|     2
03070107| 14.07|   6.51|   1.11|    514916|  1003071.46|  7325807.28| 15736377.74|  4305583.31|  4796445.23| 67546817.68|   199436.25|    608.40|  6250.369|     3|     2
03070201| 13.88|  10.34|   1.59|    959062|  5380212.10| 57649615.40| 81785791.67|  7464369.02| 11865477.97|113467521.05|  1537658.44|   3599.84| 92119.451|     3|     2
03070202| 11.36|  10.20|   1.52|    450350|   788596.67|  7526569.26|  9965066.24|  5171039.69|  7862881.67| 65343609.48|   524144.55|   1137.55| 19391.433|     3|     2
03070203|  0.00|   0.00|   0.00|         0|      364.00|     3382.94|     4812.18|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03070204| 16.14|   9.83|   0.00|     17706|  1461472.57| 20584939.20| 22007571.04|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
03070205|  0.00|   0.00|   0.00|         0|   671785.96|  7174385.20|  2986719.96|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     2
03080101| 17.05|  14.43|   0.00|     29995|   648830.35|  8671331.61| 10113974.69|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     2
03080102| 15.38|  11.46|   1.56|    132404|   573385.59|  4566929.55| 10346224.73|   186602.56|   290979.60|  3367074.46|   145778.82|    119.69|  1193.722|     2|     0
03080103| 17.33|  13.12|   2.04|     73511|   947261.52|  9569411.97| 16648185.26|        0.00|        0.00|        0.00|   582971.95|   5082.53|   272.906|     2|     2
03080201|  0.00|   0.00|   0.00|         0|    55818.04|   401319.69|  1018329.65|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03080202|  0.00|   0.00|   0.00|       863|    67168.04|   128619.41|   720887.45|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03080203| 11.68|   7.25|   0.00|     14116|    40105.73|   325589.95|   840481.29|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03090101| 14.46|  10.41|   1.80|    108164|  1230024.69| 16223563.56| 17130201.57|        0.00|        0.00|        0.00|    14876.94|     66.67|    64.386|     2|     2
03090102|  6.92|   9.93|   0.00|      1737|   584932.65|  7706404.81|  6245106.48|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     2
03090103| 12.59|  15.86|   0.00|       183|   216467.68|  3508866.31|  2907778.71|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03090201| 12.35|  15.35|   0.00|         0|    47526.43|   722869.80|   712811.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03090202| 14.76|  15.49|   0.00|    154723|  1332239.13| 18934778.14| 22954365.92|        0.00|        0.00|        0.00|   190224.50|   1621.88|   142.941|     2|     2
03090203|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03090204| 15.58|  13.20|   0.00|     50245|     1855.01|    18651.20|    20557.47|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03090205| 14.06|  18.65|   0.00|     30313|    65295.30|  1105896.00|  1049659.15|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100101| 12.34|  16.80|   0.00|     87035|   883786.37| 12858204.34| 13000819.67|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
03100102|  0.00|   0.00|   0.00|       431|   124844.44|  1784698.77|  2206853.89|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100103|  0.00|   0.00|   0.00|       900|     5447.02|    38561.21|    93899.01|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100201| 10.10|  18.48|   0.00|      3789|    16490.82|   253211.48|   229482.18|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100202| 15.78|  18.53|   0.00|     67799|   141547.80|  2502020.02|  2512794.36|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100203| 18.19|  10.13|   0.00|      9131|   234728.98|  2538743.14|  4764252.22|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100204| 15.73|  10.88|   0.00|     68403|   439317.93|  4304462.03|  7110428.11|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100205| 25.23|   6.03|   0.00|      3131|   977082.55| 12909619.46| 17268246.99|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
03100206|  0.00|   0.00|   0.00|      1565|   513365.52|  4105936.43|  7299774.02|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03100207| 32.13|   2.42|   0.00|     15312|   973397.80|  3624185.37| 14242264.32|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     0
03100208| 19.75|   5.25|   0.44|    116973|  1047876.24| 10275582.80| 16707500.38|        0.00|        0.00|        0.00|    67324.26|     48.75|   656.749|     2|     2
03110101| 12.10|   5.32|   0.00|     24171|   320825.61|  3585664.83|  2304916.75|   108935.74|        0.00|   782630.24|        0.00|      0.00|     0.000|     0|     0
03110102|  0.00|   0.00|   0.00|         0|    98664.26|  1466574.92|  1669083.98|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
03110103| 18.16|  10.13|   1.81|    572925|   370878.57|  3244477.61|  7109278.22|  2943917.65|  5338937.10| 56431218.55|   423226.33|   1047.61| 13393.212|     3|     0
03110201| 18.33|  10.12|   1.66|     94609|  1168731.90| 16539058.49| 19372036.45|  2763261.95|  4595952.86| 45801788.48|    78957.12|    144.53|  2268.855|     3|     2
03110202| 14.29|   7.58|   1.33|   1091502|   735499.02|  6620040.00| 11211412.18|  8867361.70| 11809936.17|135167613.85|  1608840.65|   3369.00| 64057.053|     3|     3
