-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MANU        49718.000    1995     1     1     0
MANU        52274.750    2001    12    31    18
MANU      3179009.383 -5518662.137  -344401.868
49871.00    -0.754478     0.295468    -0.459326
49871.25    -0.921636     0.289057    -1.214406
49871.50    -0.918241     0.653609    -1.279464
49871.75    -0.931351     0.432676    -0.654537
49872.00    -0.682664     0.378477    -0.984001
49872.25    -0.829261     0.387154    -2.257422
49872.50    -0.334474     0.811249    -1.518637
49872.75    -0.143755     0.627472    -0.541031
49873.00     0.372284     0.593500    -0.742461
49873.25     0.280801     0.493555    -1.361166
49873.50     0.659140     0.840436    -1.730224
49873.75     0.818384     0.546316    -0.401827
49874.00     1.214238     0.409579    -0.709722
49874.25     1.079955     0.238541    -0.962733
49874.50     1.425737     0.636254    -1.032271
49874.75     1.415940     0.366476     0.417465
49875.00     1.557780     0.306121    -0.514796
49875.25     1.257043     0.232563    -0.765877
49875.50     1.105807     0.609135    -0.972083
49875.75     1.134204     0.392887     0.078456
49876.00     1.258268     0.419297    -0.008121
49876.25     1.152927     0.324847    -0.738025
49876.50     1.390326     0.719917    -0.779545
49876.75     1.296278     0.441301     0.447852
49877.00     1.398954     0.444129     0.478178
49877.25     0.877474     0.400362    -0.585339
49877.50     0.953301     0.839470    -0.564183
49877.75     0.716512     0.587939     1.230868
49878.00     0.645937     0.517257     0.510863
49878.25     0.239098     0.440380     0.237746
49878.50     0.685937     0.870959    -0.213868
49878.75     0.693469     0.624376     0.944806
49879.00     1.253204     0.708240     0.278954
49879.25     1.024260     0.521915    -0.057408
49879.50     1.259226     0.989012    -0.973640
49879.75     1.175563     0.666332     0.545808
49880.00     1.333299     0.558458     0.117156
49880.25     1.117802     0.367540    -0.138668
49880.50     1.478372     0.788419    -0.866894
49880.75     1.450620     0.546435     0.183859
49881.00     1.587716     0.498463    -0.369688
49881.25     1.547371     0.475185    -1.124182
49881.50     1.643184     0.879862    -1.608664
49881.75     1.545374     0.614141    -0.509733
49882.00     1.643278     0.560676    -1.089369
49882.25     1.480577     0.529345    -1.949425
49882.50     1.612002     0.848646    -1.990484
49882.75     1.741819     0.628411    -0.769344
49883.00     1.918897     0.496126    -0.477638
49883.25     1.668944     0.322885    -0.702288
49883.50     1.953517     0.656225    -0.850931
49883.75     1.933280     0.423001     0.296021
49884.00     2.084602     0.375144     0.265568
49884.25     1.813332     0.329151    -0.334625
49884.50     1.978456     0.746480    -0.459167
49884.75     1.987269     0.535276     0.354572
49885.00     2.430603     0.646736    -0.143516
49885.25     2.229858     0.644250    -0.543539
49885.50     2.448651     1.098998    -0.720662
49885.75     2.485435     0.847990     0.460774
49886.00     2.557030     0.819290    -0.464566
49886.25     2.138549     0.709479    -0.863390
49886.50     2.158928     1.175816    -1.367594
49886.75     2.078505     0.926698    -0.313639
49887.00     2.183461     0.808619    -0.664073
49887.25     1.923457     0.512324    -1.408794
49887.50     1.941678     0.810688    -1.579299
49887.75     1.813886     0.500942    -0.237663
49888.00     1.779111     0.284866    -0.526739
49888.25     1.334822     0.214330    -1.279135
49888.50     1.286673     0.574549    -1.756926
49888.75     1.257368     0.298751    -0.546774
49889.00     1.345817     0.279011    -1.079625
49889.25     1.087762     0.267319    -1.611523
49889.50     1.194211     0.632165    -2.009594
49889.75     1.347208     0.441869    -0.968422
49890.00     1.440367     0.478683    -0.939583
49890.25     1.055151     0.468804    -1.528653
49890.50     1.194342     0.919471    -2.149182
49890.75     1.156443     0.556515    -0.874934
49891.00     1.385996     0.509217    -0.457145
49891.25     1.392241     0.418227    -1.067031
49891.50     1.745974     0.703832    -0.449864
49891.75     1.747774     0.347854     0.920809
49892.00     1.848307     0.349160     1.082554
49892.25     1.844921     0.235617     0.864729
49892.50     2.073949     0.642153     0.318860
49892.75     1.972074     0.416176     1.745146
49893.00     2.036276     0.528764     0.718489
49893.25     1.588424     0.471426    -0.078200
49893.50     1.447441     0.824159    -0.930824
49893.75     1.169035     0.510203     0.095574
49894.00     1.247404     0.388179    -0.412230
49894.25     0.748457     0.313652    -1.215016
49894.50     0.881838     0.728289    -1.137373
49894.75     0.794243     0.510003     0.106042
49895.00     0.875948     0.572663     0.029285
49895.25     0.661087     0.606923    -0.888041
49895.50     1.285566     1.077195    -0.153868
49895.75     1.255853     0.928486     0.914815
49896.00     1.718758     0.991484     0.588817
49896.25     1.704526     0.955454     0.085660
49896.50     1.981621     1.467914     0.029953
49896.75     1.813714     1.148724     1.044336
49897.00     1.980467     1.162323     0.944167
49897.25     1.733109     1.048316    -0.064334
49897.50     1.938863     1.414251    -0.545189
49897.75     1.675080     1.045086     0.220135
49898.00     1.656965     0.835232     0.432467
49898.25     1.211858     0.714240    -0.134939
49898.50     1.525149     1.061601    -0.428975
49898.75     1.557190     0.867676     0.582481
49899.00     1.920057     0.813172     0.238219
49899.25     1.841929     0.744960    -0.481178
49899.50     2.452442     1.157797    -0.697421
49899.75     2.377794     0.956517     0.109347
49900.00     2.665734     0.997899    -0.290396
49900.25     2.549922     0.894447    -0.606132
49900.50     2.732275     1.203943    -1.572697
49900.75     2.504247     0.893967    -0.383326
49901.00     2.810736     0.746098    -0.813921
49901.25     2.734991     0.595920    -1.400593
49901.50     2.902532     0.916272    -2.279355
49901.75     2.838794     0.635798    -1.071016
49902.00     2.905162     0.495430    -1.157595
49902.25     2.539334     0.346072    -1.633729
49902.50     2.678687     0.756219    -1.673033
49902.75     2.547802     0.537473    -0.483756
49903.00     2.510106     0.559556     0.177089
49903.25     2.316557     0.499486    -0.602596
49903.50     2.440970     0.976431    -0.861115
49903.75     2.369195     0.770189     0.317218
49904.00     2.369922     0.756370     0.179388
49904.25     2.233375     0.674371    -0.359258
49904.50     2.234004     1.032048    -0.559977
49904.75     2.216273     0.753116     0.577838
49905.00     2.560491     0.710008     0.499059
49905.25     2.624544     0.588182    -0.342048
49905.50     2.854390     0.930406    -1.054518
49905.75     2.920337     0.585346     0.618905
49906.00     3.150737     0.618351     0.219406
49906.25     2.921722     0.489432    -0.432701
49906.50     2.884650     0.881027    -1.222203
49906.75     2.936683     0.644438     0.117237
49907.00     3.054151     0.630738     0.250626
49907.25     2.727467     0.571510    -0.252631
49907.50     2.979313     1.049591    -0.856460
49907.75     2.953737     0.919178     0.533921
49908.00     3.068583     0.951265     0.019686
49908.25     3.041750     1.046690    -0.682592
49908.50     3.428442     1.507694    -1.350860
49908.75     3.326506     1.143646     0.554608
49909.00     3.375158     1.170510    -0.167734
49909.25     2.926358     1.108192     0.040334
49909.50     2.691634     1.457436    -0.302455
49909.75     2.352750     1.089159     0.278853
49910.00     2.424712     1.028342     0.628357
49910.25     1.864532     0.891848    -0.083738
49910.50     2.002579     1.158711    -0.304381
49910.75     1.874629     0.824294     1.001686
49911.00     1.753199     0.727030     1.376144
49911.25     1.659567     0.692406     0.747917
49911.50     2.000754     1.109395     0.085892
49911.75     2.027151     0.837676     0.906435
49912.00     2.094274     0.791234     1.180666
49912.25     1.955202     0.711682     0.883412
49912.50     1.997720     1.199098    -0.194640
49912.75     1.688685     0.965606     0.594037
49913.00     2.001753     0.902466     0.842235
49913.25     1.896519     0.888569     0.264015
49913.50     2.225266     1.363676     0.314866
49913.75     2.274735     1.208507     0.999389
49914.00     2.399187     1.246231     1.639796
49914.25     2.150383     1.183361     0.389370
49914.50     2.413578     1.549062     0.134185
49914.75     2.448157     1.225228     1.159866
49915.00     2.643409     1.134152     1.541160
49915.25     2.496955     1.035218     0.581013
49915.50     2.861979     1.287671     0.296842
49915.75     2.972236     0.947285     1.200989
49916.00     3.257132     0.746136     1.291633
49916.25     3.042363     0.609730     0.581787
49916.50     3.142189     0.952129    -0.417056
49916.75     3.107822     0.686625     0.833979
49917.00     3.231548     0.645433    -0.119531
49917.25     3.010887     0.508983    -0.537520
49917.50     3.157092     0.927794    -0.725596
49917.75     3.093807     0.805961     0.062432
49918.00     2.985575     0.723145    -0.356102
49918.25     2.745962     0.724463    -1.259139
49918.50     2.952520     1.153776    -2.066111
49918.75     2.632958     0.883699    -0.772986
49919.00     2.654668     0.769986    -1.008273
49919.25     2.358906     0.714633    -1.706448
49919.50     2.657818     1.165114    -1.878574
49919.75     2.608446     0.796948    -0.345774
49920.00     2.850699     0.677644    -0.259888
49920.25     2.716621     0.452201    -0.980304
49920.50     3.061740     0.793840    -0.933439
49920.75     3.057407     0.396349     0.203295
49921.00     3.198197     0.285202    -0.322581
49921.25     3.079093     0.069056    -0.881566
49921.50     3.460771     0.334790    -1.305979
49921.75     3.461746     0.070902     0.051091
49922.00     3.557764     0.080968     0.424727
49922.25     3.307495     0.050617     0.002805
49922.50     3.691645     0.552191    -0.709822
49922.75     3.551391     0.261557     0.737157
49923.00     3.768593     0.291459     0.339650
49923.25     3.438423     0.282293     0.076424
49923.50     3.574486     0.694516    -0.563386
49923.75     3.463303     0.323691     0.385585
49924.00     3.650849     0.245169     0.639257
49924.25     3.244388     0.042271     0.343033
49924.50     3.382993     0.371509     0.127898
49924.75     3.178142     0.005490     1.030981
49925.00     3.087317    -0.102107     1.265561
49925.25     2.617594    -0.269413     1.142447
49925.50     2.726084     0.169438     0.581403
49925.75     2.330815    -0.066702     1.395303
49926.00     2.299942    -0.053408     1.216938
49926.25     1.886440     0.018510     0.452329
49926.50     1.833246     0.511551     0.495563
49926.75     1.727725     0.312259     1.294083
49927.00     1.994628     0.427385     1.271616
49927.25     1.865258     0.447020     1.046395
49927.50     2.043777     0.957203     0.339001
49927.75     2.108327     0.712151     1.360548
49928.00     2.424663     0.750303     1.112464
49928.25     2.018216     0.704236     1.078336
49928.50     2.472890     1.068142     0.430087
49928.75     2.424697     0.733072     1.574795
49929.00     2.587435     0.584070     1.752936
49929.25     2.294745     0.395132     1.170405
49929.50     2.656056     0.714755     0.755505
49929.75     2.494964     0.386302     1.898129
49930.00     2.656608     0.289100     1.469043
49930.25     2.427100     0.155363     0.877979
49930.50     2.628890     0.412781     0.427090
49930.75     2.522559     0.159744     1.369238
49931.00     2.801894     0.166503     1.069873
49931.25     2.771609     0.184210     0.703916
49931.50     3.311283     0.649431     0.171365
49931.75     3.559833     0.478623     1.270952
49932.00     3.972457     0.528288     1.201047
49932.25     3.788201     0.590657     0.746193
49932.50     4.291363     0.999778     0.134920
49932.75     4.273942     0.746384     1.160172
49933.00     4.517358     0.671637     1.162127
49933.25     4.003581     0.455293     0.594770
49933.50     4.193662     0.795602     0.307319
49933.75     3.806920     0.464851     1.175244
49934.00     3.606864     0.445697     0.906637
49934.25     2.989977     0.138474    -0.237845
49934.50     3.104560     0.436462    -0.804039
49934.75     2.900522     0.194636     0.105466
49935.00     2.987390     0.101172    -0.144384
49935.25     2.488654     0.002749    -1.198095
49935.50     2.727887     0.474117    -1.788774
49935.75     2.621590     0.183055    -0.774738
49936.00     2.688466     0.215313    -1.157480
49936.25     2.326050     0.176007    -1.184161
49936.50     2.340201     0.711078    -2.086418
49936.75     2.064409     0.461604    -0.843255
49937.00     2.065939     0.456389    -0.603946
49937.25     1.791022     0.350470    -0.586610
49937.50     1.901853     0.751422    -1.249658
49937.75     1.668464     0.337379     0.086000
49938.00     1.871210     0.301511     0.386581
49938.25     1.567484     0.038602     0.344546
49938.50     1.725141     0.421552    -0.373237
49938.75     1.679852     0.007038     0.790539
49939.00     1.746769    -0.100475     0.820096
49939.25     1.410274    -0.358648    -0.048726
49939.50     1.509211    -0.030858    -0.812147
49939.75     1.375568    -0.466643     0.721140
49940.00     1.589740    -0.525948     0.260004
49940.25     1.148078    -0.657326    -0.428911
49940.50     1.237361    -0.167843    -1.190554
49940.75     1.177931    -0.434520    -0.281765
49941.00     1.278003    -0.354721    -0.031740
49941.25     1.061523    -0.275732    -0.585249
49941.50     1.428736     0.308300    -1.136328
49941.75     1.568564    -0.013133    -0.322906
49942.00     1.867990     0.072252     0.009805
49942.25     1.827427    -0.071251    -0.454165
49942.50     2.136240     0.377883    -0.877132
49942.75     2.143656     0.047665    -0.018903
49943.00     2.334828     0.003412     0.357313
49943.25     2.036417    -0.179812     0.279473
49943.50     2.031247     0.154721    -0.387278
49943.75     1.642597    -0.210104     0.327955
49944.00     1.432938    -0.209373     0.315040
49944.25     0.791304    -0.300303     0.336064
49944.50     0.573795     0.176430    -0.991750
49944.75     0.304198    -0.095826    -0.003571
49945.00     0.258086    -0.034076    -0.225687
49945.25    -0.177751     0.003268    -0.946765
49945.50    -0.111915     0.539459    -2.092737
49945.75    -0.354368     0.399258    -1.184828
49946.00    -0.234004     0.391974    -1.029148
49946.25    -0.505123     0.301551    -1.590403
49946.50    -0.339606     0.688754    -1.940458
49946.75    -0.456708     0.534307    -0.655287
