Pjt No,Pjt Name,Terrty,Office,Main Grp,Catgy No,Catgy Name,Subcatgy,SoA,NC/Refi,Mtg Amt,Units,Pjt Street,Pjt City,Pjt ST,Pjt Zip,Cty No,County,MSA No,MSA Name,Lat,Lon,IE FY,Orig No,Orig Name,Hldr No,Holder Name,Serv No,Servicer Name,Serv ST
11535291,ARROWWOOD AT RIATA,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$13,989,300 ",300,12360 ALEMEDA CIRCLE,AUSTIN,TX,78759,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.4061,-97.751,FY96,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,PA
11235354,COOPERS GLEN APARTMENTS,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$10,950,600 ",240,LOCUST STREET,DENTON,TX,76201,121,Denton,1920,"DALLAS, TX",33.2043,-97.144,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11535295,BERKELEY ESTATES APARTME,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$9,340,400 ",220,HIGHWAY 151,SAN ANTONIO,TX,78251,29,Bexar,7240,"SAN ANTONIO, TX",29.4622,-98.6558,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11711049,AMBERWOOD NURSING CENTER,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,820,000 ",137,5900 N. ROBINSON,OKLAHOMA COUNTY,OK,73112,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.5111,-97.5753,FY96,39329,HARRY MORTGAGE COMPANY,39329,HARRY MORTGAGE COMPANY,39329,HARRY MORTGAGE COMPANY,OK
11411163,BEL LINDO APARTMENTS,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,964,000 ",251,6200 W. ELLFORT,HOUSTON,TX,77035,201,Harris,3360,"HOUSTON, TX",29.6515,-95.4854,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11211080,CENTERPOINT APARTMENTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$10,858,500 ",461,2626 FRANKFORD ROAD,DALLAS,TX,75225,113,Dallas,1920,"DALLAS, TX",32.8627,-96.7901,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
10111070,BIRCH APARTMENTS,8,Denver,Basic FHA,5,223a7 Refi Apts,A7/223f,REK,Refi/ Pchse,"$2,472,700 ",209,1030 EAST 10TH AVENUE,BROOMFIELD,CO,80020,13,Boulder,1125,"BOULDER-LONGMONT, CO",39.9301,-105.0572,FY96,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,DC
08211041,BEACON POINT APARTMENTS,6,Little Rock,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,414,200 ",184,2301 ARKANSAS Blvd,TEXARKANA,AR,71854,91,Miller,8360,"TEXARKANA, TX-TEXARKANA, AR",33.450245,-94.015754,FY96,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,PA
11311041,CEDAR GARDEN APARTMENTS,6,Fort Worth,Basic FHA,5,223a7 Refi Apts,A7/223f,REK,Refi/ Pchse,"$2,768,000 ",69,1100 RED CEDAR Lane,ARLINGTON,TX,76011,439,Tarrant,2800,"FORT WORTH-ARLINGTON, TX",32.75203,-97.0923,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
113HD003,ABILITY RESIDENCES,6,Fort Worth,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,220,200 ",22,1621 HURLEY AV.,FORT WORTH,TX,76104,439,Tarrant,2800,"FORT WORTH-ARLINGTON, TX",32.7271,-97.342,FY96,,,,,,,
133EE010,PARKER PLACE APTS.,6,Fort Worth,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,971,000 ",41,500 PARKER,MIDLAND,TX,78701,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2714,-97.742,FY96,,,,,,,
112EE016,PLANO COMMMUNITY HOME IV,6,Fort Worth,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$3,353,500 ",61,AMERICAN DR,PLANO,TX,75093,85,Collin,1920,"DALLAS, TX",33.0334,-96.8186,FY96,,,,,,,
082HD029,FIRST STEP APTS,6,Little Rock,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,085,900 ",24,D'ANNA DRIVE IN HELENA,WEST HELENA,AR,72390,107,Phillips,0,NM,34.5491,-90.6549,FY96,,,,,,,
082EE057,CHRISTOPHER HOMES OF HOT,6,Little Rock,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$904,900 ",20,1010 CONES ROAD,HOT SPRINGS,AR,71901,51,Garland,0,NM,34.4977,-93.0237,FY96,,,,,,,
064EE037,PASSMAN PLAZA,6,New Orleans,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,061,500 ",41,DESIARD STREET,MONROE,LA,71201,73,Ouachita Parish,5200,"MONROE, LA",32.5,-92.1132,FY96,,,,,,,
118HD007,"INC.,HOME OF HOPE, INC.",6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$928,400 ",24,1400 W. HOPE AVE.,VINITA,OK,74301,35,Craig,0,NM,36.655,-95.1713,FY96,,,,,,,
115HD008,200 OBLATE HOUSING,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$868,200 ",16,200 OBLATE,SAN ANTONIO,TX,78216,29,Bexar,7240,"SAN ANTONIO, TX",29.5039,-98.5046,FY95,,,,,,,
115EE031,AMER GI FORUM CASA DE AM,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$3,197,200 ",61,145 DECHANTLE,SAN ANTONIO,TX,78201,29,Bexar,7240,"SAN ANTONIO, TX",29.47884,-98.54255,FY96,,,,,,,
094HD004,ASI MINOT,8,Denver,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,500,200 ",25,16TH & 31ST AVE S.W.,MINOT,ND,58701,101,Ward,0,NM,48.2209,-101.3418,FY96,,,,,,,
093HD006,SUMMIT PLACE APARTMENTS,8,Denver,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$438,100 ",7,1102 SUMMIT PLACE,LIVINGSTON,MT,59047,67,Park,0,NM,45.66114,-110.5775,FY96,,,,,,,
093HD008,GRAND VIEW APARTMENTS,8,Denver,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,825,300 ",25,28TH ST WEST & GRAND AVE,BILLINGS,MT,59102,111,Yellowstone,0880,"BILLINGS, MT",45.7842,-108.5859,FY96,,,,,,,
101EE018,ARCHULETA HOUSING CORP,8,Denver,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$833,800 ",12,S.E. CR OF 8TH & APACHE,PAGOSA SPRINGS,CO,81147,7,Archuleta,0,NM,37.2606,-107.0348,FY96,,,,,,,
101EE021,CRYSTAL MEADOWS II,8,Denver,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,023,900 ",16,1250 HENDRICK DRIVE,CARBONDALE,CO,81623,45,Garfield,0,NM,39.397,-107.2187,FY96,,,,,,,
112EE009,GOLDEN ACRES RETIREMENT,6,Fort Worth,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,436,700 ",50,3390 CLARKSVILLE STREET,PARIS,TX,75460,277,Lamar,0,NM,33.6489,-95.5129,FY96,,,,,,,
082HD028,VOA COMM HSG,6,Little Rock,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$542,900 ",12,JOHN ASHLEY DRIVE,NORTH LITTLE ROCK,AR,72114,119,Pulaski,4400,"LITTLE ROCK-NORTH LITTLE ROCK, AR",34.7814,-92.2837,FY96,,,,,,,
06435301,WHISPERING PINES,6,New Orleans,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$4,531,900 ",170,5TH AVENUE,LAKE CHARLES,LA,70601,19,Calcasieu Parish,3960,"LAKE CHARLES, LA",30.2367,-93.1568,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
117HD011,MCCALL'S CHAPEL SCHOOL,6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$765,400 ",16,"RR 7, BOX 232",ADA,OK,74820,123,Pontotoc,0,NM,34.7801,-96.6904,FY96,,,,,,,
118EE013,JORDAN PLAZA,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,752,200 ",56,735 E. PINE,TULSA,OK,74106,143,Tulsa,8560,"TULSA, OK",36.17659,-95.98249,FY96,,,,,,,
118HD004,AERIE HOUSE,6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,259,700 ",25,1285 E. 71ST STREET,BROKEN ARROW,OK,74012,143,Tulsa,8560,"TULSA, OK",36.0608,-95.8061,FY96,,,,,,,
11535287,"PH II,DOWNTOWN INGLESIDE",6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$3,198,000 ",100,500 ATLANTIC BLVD,SAN PATRICIO,TX,78362,409,San Patricio,1880,"CORPUS CHRISTI, TX",27.8691,-97.2071,FY96,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,FL
11522001,"AUSTIN NURSING CENTER, I",6,San Antonio,Basic FHA,3,232 Health Care,NH 223f,RNQ,Refi/ Pchse,"$7,607,500 ",167,110 EAST LIVE OAK,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2414,-97.7518,FY96,20660,CONTINENTAL WINGATE ASSOC INC,20660,CONTINENTAL WINGATE ASSOC INC,20660,CONTINENTAL WINGATE ASSOC INC,MA
09322001,RIVERSIDE HEALTH CARE CE,8,Denver,Basic FHA,3,232 Health Care,NH 223f,RNQ,Refi/ Pchse,"$2,280,900 ",72,1301 EAST BROADWAY,MISSOULA,MT,59802,63,Missoula,0,NM,46.87797,-114.01283,FY96,20660,CONTINENTAL WINGATE ASSOC INC,20660,CONTINENTAL WINGATE ASSOC INC,20660,CONTINENTAL WINGATE ASSOC INC,MA
10111072,PARK MESA APTS,8,Denver,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,080,000 ",98,640-680 So Lashley Ln,Boulder,Co,80303,13,Boulder,1125,"BOULDER-LONGMONT, CO",39.98519,-105.24885,FY96,70324,PFC CORPORATION,70324,PFC CORPORATION,70324,PFC CORPORATION,CA
10135477,CROSSING APTS,8,Denver,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$8,845,600 ",126,ROCKRIMMON & FENCE POST,COLORADO SPRINGS,CO,80919,41,El Paso,1720,"COLORADO SPRINGS, CO",38.9262,-104.8425,FY96,70324,PFC CORPORATION,70324,PFC CORPORATION,70324,PFC CORPORATION,CA
10511013,ESCALANTE II APTS,8,Denver,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$336,000 ",20,1660 W. 1000 NORTH,SALT LAKE CITY,UT,84116,35,Salt Lake,7160,"SALT LAKE CITY-OGDEN, UT",40.7912,-111.937,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
10511014,VILLAGE I APTS,8,Denver,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$294,000 ",20,545 AND 615 JEFFERSON,OGDEN,UT,84404,57,Weber,7160,"SALT LAKE CITY-OGDEN, UT",41.2632,-111.983,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11211084,PLANTATION VIEW APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$480,800 ",52,1100 NORTH UNION BOWER,IRVING,TX,75061,113,Dallas,1920,"DALLAS, TX",32.8246,-96.9039,FY96,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,IN
11235355,THE COLONNADE AT MACARTHUR,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMD,NC/SR,"$32,027,100 ",514,LOVE DRIVE,IRVING,TX,75060,113,Dallas,1920,"DALLAS, TX",32.8064,-96.9876,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11235357,ELDORADO MCKINNEY,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$10,670,600 ",208,ELDORADO PKWY & PARK CEN,MC KINNEY,TX,75069,85,Collin,1920,"DALLAS, TX",33.1965,-96.6081,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11443050,FRIENDSHIP HAVEN NURSING HOME,6,Houston,Basic FHA,3,232 Health Care,NH 232,RNF,NC/SR,"$5,134,500 ",148,1500 SUNSET DRIVE,FRIENDSWOOD,TX,77546,167,Galveston,2920,"GALVESTON-TEXAS CITY, TX",29.5077,-95.1924,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11511102,TOWNE OAKS APTS,6,San Antonio,Basic FHA,5,223a7 Refi Apts,A7/223f,REK,Refi/ Pchse,"$3,200,000 ",184,6310 SOUTH PADRE ISLAND,CORPUS CHRISTI,TX,78412,355,Nueces,1880,"CORPUS CHRISTI, TX",27.7066,-97.3563,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11511103,VILLAGE ON THR RIVER APTS,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$6,403,900 ",268,1805 Aquarena Springs Dr,San Marcos,TX,78666,209,Hays,0640,"AUSTIN-SAN MARCOS, TX",29.89288,-97.91115,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11611016,LOS CUATROS APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,096,500 ",43,1615 UNIVERSITY BOULEVAR,LAS CRUCES,NM,88001,13,Dona Ana,4100,"LAS CRUCES, NM",32.28534,-106.74885,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11711050,CHARLEMAGNE APTS,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,183,000 ",101,"100No Kimbell Rd, Yuko",Canadian,OK,73099,17,Canadian,5880,"OKLAHOMA CITY, OK",35.50797,-97.73636,FY96,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,NY
11711051,THE RIF APTS,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,694,000 ",112,1105 12 SW 74th St,Oklahoma City,OK,73139,27,Cleveland,5880,"OKLAHOMA CITY, OK",35.34028,-97.53526,FY96,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,NY
13335063,WYNDHAM APTS,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$7,144,000 ",144,71ST ST & RICHMOND,LUBBOCK,TX,79424,303,Lubbock,4600,"LUBBOCK, TX",33.517,-101.9349,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
114EE019,METRO YMCA OF BEAUMONT,6,Houston,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,267,200 ",40,984 CALDER AVENUE,BEAUMONT,TX,77704,245,Jefferson,0840,"BEAUMONT-PORT ARTHUR, TX",30.0672,-94.1056,FY96,,,,,,,
114EE038,AHEPA NATIONAL HOUSING C,6,Houston,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,646,100 ",47,CORNER RUSTLING LEAVES &,HOUSTON,TX,77083,201,Harris,3360,"HOUSTON, TX",29.6947,-95.6508,FY96,,,,,,,
114HD007,EVERGREEN VILLAGE,6,Houston,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$2,332,500 ",44,WEDNESBURY LANE,HOUSTON,TX,77074,201,Harris,3360,"HOUSTON, TX",29.6869,-95.518,FY96,,,,,,,
101HD014,LA JUNTA SUPPORTIVE HOUS,8,Denver,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$299,800 ",4,9TH STREET AND COLORADO,LA JUNTA,CO,81050,89,Otero,0,NM,37.9798,-103.5425,FY96,,,,,,,
101EE025,VILLA MARIA,8,Denver,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,993,700 ",40,82ND AND ZUNI,WESTMINSTER,CO,80030,1,Adams,2080,"DENVER, CO",39.8455,-105.0149,FY96,,,,,,,
118EE015,BARTLESVILLE UPTOWN CIVI,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,015,500 ",20,MADISON & ADAMS,BARTLESVILLE,OK,74006,147,Washington,0,NM,36.7368,-95.9252,FY96,,,,,,,
118HD008,HOME OF HOPE,6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$971,900 ",20,227-F-NW;1809-18;2003-Q;,MIAMI,OK,74301,35,Craig,0,NM,36.6343,-95.1399,FY96,,,,,,,
116EE011,AHEPA NO. 501 HSG.,6,Fort Worth,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,559,800 ",48,"LOS VOLCANES RD, NW 2-B",ALBUQUERQUE,NM,87121,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.0508,-106.7276,FY96,,,,,,,
11335090,LAKE WELLINGTON APTS.,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$9,583,300 ",208,BARNETT ROAD,WICHITA FALLS,TX,76306,485,Wichita,9080,"WICHITA FALLS, TX",33.9605,-98.5191,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11343027,THE SHERWOOD GARDENS,6,Fort Worth,Basic FHA,3,232 Health Care,Board & Care,RNT,NC/SR,"$9,133,400 ",124,FOREST RIDGE ROAD,BEDFORD,TX,76022,439,Tarrant,2800,"FORT WORTH-ARLINGTON, TX",32.8297,-97.1446,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11235359,ARBORS AT DENTON,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$8,488,800 ",191,1213 BERNARD,DENTON,TX,76201,121,Denton,1920,"DALLAS, TX",33.20317,-97.1414,FY96,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,IN
11211086,PAVILLION APARTMENTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,615,800 ",176,2970 PEAVY ROAD,DALLAS,TX,75228,113,Dallas,1920,"DALLAS, TX",32.80932,-96.6832,FY96,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11443051,CARRIAGE INN BOARD AND C,6,Houston,Basic FHA,3,232 Health Care,Board & Care,RNT,NC/SR,"$5,310,000 ",112,LAKE DRIVE,LAKE JACKSON,TX,77566,39,Brazoria,1145,"BRAZORIA, TX",29.0391,-95.439,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11411165,BRIARWOOD I & II,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,758,600 ",240,2602-2802 21 STREET,TEXAS CITY,TX,77590,167,Galveston,2920,"GALVESTON-TEXAS CITY, TX",29.40836,-94.92478,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11411168,NORDLING CHATEAU APARTME,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,167,500 ",160,5600 NORTH FREEWAY,HOUSTON,TX,77076,201,Harris,3360,"HOUSTON, TX",29.85811,-95.40172,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11411169,CAMBRIDGE COURT APARTMEN,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,450,100 ",180,5222 NORTHWAY DRIVE,NACOGDOCHES,TX,75961,347,Nacogdoches,0,NM,31.65616,-94.6471,FY96,70654,FIRST MARYLAND MORTGAGE CORP,70654,FIRST MARYLAND MORTGAGE CORP,70654,FIRST MARYLAND MORTGAGE CORP,MD
11411171,FOREST GRAND APARTMENTS,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,033,000 ",68,1301 LAKELAND,LIBERTY,TX,77575,291,Liberty,3360,"HOUSTON, TX",30.06338,-94.78545,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11435391,BAYBREEZE APARTMENTS,6,Houston,Basic FHA,5,223a7 Refi Apts,A7/221d4,REJ,Refi/ Pchse,"$2,328,800 ",100,800 AVENUE F,BAY CITY,TX,77414,321,Matagorda,0,NM,28.99394,-95.97032,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
064HD011,ALEXANDRIA VOA LIVING CE,6,New Orleans,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$976,500 ",18,2503 Culpepper Rd,Alexandria,LA,71301,79,Rapides Parish,0220,"ALEXANDRIA, LA",31.2812,-92.4551,FY96,,,,,,,
064HD029,TADDY VILLAGE,6,New Orleans,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,186,800 ",24,Bayou Gardens Blvd,Houma,LA,70360,109,Terrebonne Parish,3350,"HOUMA, LA",29.6419,-90.7634,FY96,,,,,,,
116HD003,LA CIENAGA APARTMENTS,6,Fort Worth,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$280,300 ",5,E. 32nd ST,Silver City,NM,88061,17,Grant,0,NM,32.7954,-108.2614,FY96,,,,,,,
10111073,HUDSON APARTMENTS,8,Denver,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,267,600 ",93,1200 28th ST,Boulder,CO,80303,13,Boulder,1125,"BOULDER-LONGMONT, CO",39.99733,-105.25779,FY96,75600,SILVERSTATE FINANCIAL CORP,75600,SILVERSTATE FINANCIAL CORP,75600,SILVERSTATE FINANCIAL CORP,CO
